OrganisationName,OrganisationalUnit,BeneficiaryName,PaymentDate,Amount,Purpose,CategoryInternal,OrganisationURI,
Staffordshire County Council,Virtual School - Pupil Premium,Ivingswood Academy,09/05/2023,650.00,OTHER ALLOWANCES,OTHER ALLOWANCES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Pupil Premium Grant,Ivingswood Academy,22/05/2023,1000.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Saxon Hill School,,23/05/2023,650.00,Home School Direct Payment,Home School Direct Payment,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,J BARNES,12/05/2023,849.60,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,J FEAR,12/05/2023,1322.10,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Park Lane Audley,J L FINDLOW & SONS LTD,22/05/2023,2328.00,General Equipment Repair/Maint,General Equipment Repair/Maint,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,J P Alternative Education Ltd,03/05/2023,2970.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,J P Alternative Education Ltd,03/05/2023,2970.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,J P Alternative Education Ltd,12/05/2023,1500.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,J P Alternative Education Ltd,16/05/2023,3300.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,J P Alternative Education Ltd,16/05/2023,3300.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,J P Alternative Education Ltd,12/05/2023,1980.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Adoption Support,J P Alternative Education Ltd,05/05/2023,900.00,Contingency,Contingency,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,J P Alternative Education Ltd,30/05/2023,1980.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,J P Alternative Education Ltd,30/05/2023,1980.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,J P Alternative Education Ltd,30/05/2023,1980.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Independent Sch Fees Mainstr'm,J P Alternative Education Ltd,30/05/2023,2640.00,Fees to Independent Schools,Fees to Independent Schools,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,J THOMAS,12/05/2023,552.83,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,J THOMAS,12/05/2023,1131.98,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Newcastle Tipping Away,J W Cantrell Haulage Contractors Ltd,03/05/2023,828.17,WASTE TRANSPORT,WASTE TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Lichfield Tipping Away,J W Cantrell Haulage Contractors Ltd,04/05/2023,1073.64,WASTE TRANSPORT,WASTE TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Staffs Moorlands Tipping Away,J W Cantrell Haulage Contractors Ltd,03/05/2023,10653.60,WASTE TRANSPORT,WASTE TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Staffs Moorlands Tipping Away,J W Cantrell Haulage Contractors Ltd,15/05/2023,1555.20,WASTE TRANSPORT,WASTE TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Staffs Moorlands Tipping Away,J W Cantrell Haulage Contractors Ltd,15/05/2023,1188.00,WASTE TRANSPORT,WASTE TRANSPORT,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,JACK & JILLS PRE-SCHOOL,12/05/2023,866.10,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,JACK & JILLS PRE-SCHOOL,12/05/2023,5717.22,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,JACK & JILLS PRE-SCHOOL,12/05/2023,1230.75,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,JACK & JILLS PRE-SCHOOL,12/05/2023,510.30,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,On-Street Parking Back Office,Jacobs Enforcement Agents,23/05/2023,1351.65,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,On-Street Parking Back Office,Jacobs Enforcement Agents,26/05/2023,2562.70,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,On-Street Parking Back Office,Jacobs Enforcement Agents,23/05/2023,4786.00,OTHER HIRED SERVICES,OTHER HIRED SERVICES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Chaselea Short Stay School,Jagir Singh Bassi TA Penn Taxis,26/05/2023,1349.90,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,MCA / DoLs / AMHP,Jahan Practice Ltd,19/05/2023,2596.00,Medical Fees,Medical Fees,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academies/Free/Col,James Bateman Middle School,03/05/2023,36713.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,LMG Staffs Moorlands,James Bateman Middle School,23/05/2023,2880.00,Devolved Services,Devolved Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Stat-OOC transport,Jamil Ahmed T/AStoke on Trent Hackney ca,26/05/2023,3608.31,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Two Rivers High,Jay's Taxis,26/05/2023,942.90,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academies/Free/Col,JCB ACADEMY,03/05/2023,85365.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Think 2 Project,JELLY TOTZ,12/05/2023,783.17,Awards Funded Childcare Places,Awards Funded Childcare Places,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,JELLY TOTZ,12/05/2023,5957.64,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,JELLY TOTZ,12/05/2023,1107.60,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,RK22 Internet-Server Support,Jisc Services Limited,05/05/2023,4166.59,SOFTWARE LICENCES,SOFTWARE LICENCES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,RK22 Internet-Server Support,Jisc Services Limited,05/05/2023,64950.00,SOFTWARE LICENCES,SOFTWARE LICENCES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Saxon Hill School,JKT International Ltd T/A Karvien Tours,26/05/2023,2538.90,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,1323 Hawthorn House WS13 6EN,JLA LTD,24/05/2023,762.36,Cleaning Materials supplies,Cleaning Materials supplies,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Marketing & Comms,Joanna Thomas,26/05/2023,1675.00,CONSULTANT FEES,CONSULTANT FEES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,Jodie Vant,12/05/2023,668.40,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academies/Free/Col,John of Rolleston Primary School,03/05/2023,41539.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academies/Free/Col,John Taylor High School,03/05/2023,192962.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Homes for Ukraines,John Taylor High School,02/05/2023,4378.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Homes for Ukraines,John Taylor High School,18/05/2023,4378.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academies/Free/Col,John Taylor MAT,03/05/2023,35025.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,AEN Funding Academies/Free/Col,John Taylor MAT,03/05/2023,209700.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,John Taylor MAT,12/05/2023,1303.56,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Homes for Ukraines,John Taylor MAT,12/05/2023,6567.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Homes for Ukraines,John Taylor MAT,18/05/2023,4378.00,Grants to third parties,Grants to third parties,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,LMG East Staffs,John Taylor MAT,23/05/2023,1966.58,Devolved Services,Devolved Services,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Adoption Support Fund,Jordanna Holton,03/05/2023,2010.00,PROFESSIONAL FEES,PROFESSIONAL FEES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Specialist Assessment,JSB FORENSIC PRACTICE,22/05/2023,2650.60,Prev Supp Legal Costs,Prev Supp Legal Costs,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Turnaround Programme,Just Family - Community Interest Company,12/05/2023,2900.00,CPF-Grants to Other Vol Bodies,CPF-Grants to Other Vol Bodies,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to school transport-main,Just Travel Private Hire Ltd,03/05/2023,133842.25,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,East Staffs Invoice Led Older ,K & S Care Solutions Ltd,17/05/2023,1414.98,Practical Care,Practical Care,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Hobbergate Estate No 100,K & S Installations (Staffs) Ltd,12/05/2023,996.00,General Equipment Repair/Maint,General Equipment Repair/Maint,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Barn Farm,K & S Installations (Staffs) Ltd,24/05/2023,624.00,General Equipment Repair/Maint,General Equipment Repair/Maint,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Hobbergate Estate No 100,K & S Installations (Staffs) Ltd,23/05/2023,4458.00,General Equipment Repair/Maint,General Equipment Repair/Maint,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,K DELANEY,12/05/2023,934.51,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Nursery Education Grant,K Malkin,12/05/2023,924.06,Grants Nursery Education Pymnt,Grants Nursery Education Pymnt,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Network Management Unit,Kainos Software Limited,05/05/2023,6750.00,SOFTWARE LICENCES,SOFTWARE LICENCES,http://opendatacommunities.org/id/county-council/staffordshire  ,
Staffordshire County Council,Home to school transport-main,KALYAL TRAVEL LTD,26/05/2023,31579.58,Home School Contract Vehicles,Home School Contract Vehicles,http://opendatacommunities.org/id/county-council/staffordshire  ,
