Date Transaction Added,Beneficiary,Merchant Categories,Department,Purpose of Expenditure,Trans No,Net Amount
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950889,285.85
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950889,285.85
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950890,275.59
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950890,275.59
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950895,276.27
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950895,276.27
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950900,277.30
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950900,277.30
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950903,285.85
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950903,285.85
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950910,189.34
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950910,189.34
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950910,196.69
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950910,196.69
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950910,196.69
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950910,196.69
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,31950911,279.10
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,31950911,279.10
30/04/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31950912,280.30
30/04/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31950912,280.30
30/04/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31950912,287.30
30/04/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31950912,287.30
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950913,313.14
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950913,313.14
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950914,192.55
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950914,192.55
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950914,192.55
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950914,192.55
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950915,292.55
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950915,292.55
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950915,292.55
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950915,292.55
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,31950916,285.20
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,31950916,285.20
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,31950916,292.55
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,31950916,292.55
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,31950916,292.55
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,31950916,292.55
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950917,285.20
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950917,285.20
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950918,285.20
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950918,285.20
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950919,277.30
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950919,277.30
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,31950923,282.95
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,31950923,282.95
30/04/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31950925,252.54
30/04/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31950925,252.54
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950926,185.85
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950926,185.85
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950926,195.24
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950926,195.24
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950931,307.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950931,307.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950931,307.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950931,307.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950931,307.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950931,307.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950931,307.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950931,307.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,31950937,270.81
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,31950937,270.81
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,31950937,270.81
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,31950937,270.81
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Adoption Support,Children & Family Services,Foster Carer Payments,31950939,307.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Adoption Support,Children & Family Services,Foster Carer Payments,31950939,307.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Adoption Support,Children & Family Services,Foster Carer Payments,31950939,307.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Adoption Support,Children & Family Services,Foster Carer Payments,31950939,307.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950941,254.91
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950941,254.91
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950942,289.14
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950942,289.14
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950943,254.91
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950943,254.91
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950944,254.91
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950944,254.91
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950945,192.55
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950945,192.55
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950945,279.20
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950945,279.20
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950946,291.34
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950946,291.34
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950946,298.92
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950946,298.92
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950955,189.34
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950955,189.34
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950955,196.92
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950955,196.92
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950960,285.85
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950960,285.85
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950962,251.50
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950962,251.50
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950985,428.45
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950985,428.45
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950985,432.95
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950985,432.95
30/04/2024,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,31950990,146.45
30/04/2024,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,31950990,146.45
30/04/2024,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,31950990,153.50
30/04/2024,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,31950990,153.50
30/04/2024,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,31950995,150.30
30/04/2024,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,31950995,150.30
30/04/2024,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,31950995,189.30
30/04/2024,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,31950995,189.30
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950999,307.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31950999,307.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951004,254.81
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951004,254.81
30/04/2024,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,31951006,153.50
30/04/2024,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,31951006,153.50
30/04/2024,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,31951006,185.95
30/04/2024,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,31951006,185.95
30/04/2024,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,31951006,193.00
30/04/2024,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,31951006,193.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951007,307.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951007,307.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951007,307.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951007,307.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951007,350.50
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951007,350.50
30/04/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31951013,313.14
30/04/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31951013,313.14
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951033,207.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951033,207.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951033,207.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951033,207.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951033,207.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951033,207.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951033,207.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951033,207.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951034,265.50
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951034,265.50
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951040,189.34
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951040,189.34
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951040,196.69
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951040,196.69
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951042,390.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951042,390.00
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951043,251.50
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951043,251.50
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951081,394.50
30/04/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31951081,394.50
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954490,291.10
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954490,291.10
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954491,291.10
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954491,291.10
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954493,285.95
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954493,285.95
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954494,187.15
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954494,187.15
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954494,187.15
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954494,187.15
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954500,265.50
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954500,265.50
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954500,307.00
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954500,307.00
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954500,307.00
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954500,307.00
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954501,192.55
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954501,192.55
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954501,292.55
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954501,292.55
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954505,65.00
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954505,65.00
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954505,191.05
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954505,191.05
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954508,282.95
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954508,282.95
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954508,290.05
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954508,290.05
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,31954509,292.55
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,31954509,292.55
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,31954509,336.05
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,31954509,336.05
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954512,285.20
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954512,285.20
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954516,343.06
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954516,343.06
15/05/2024,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,31954522,284.30
15/05/2024,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,31954522,284.30
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954524,189.34
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954524,189.34
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954524,196.92
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954524,196.92
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954530,196.69
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954530,196.69
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954530,196.69
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954530,196.69
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954530,234.73
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954530,234.73
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954534,192.55
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954534,192.55
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954534,192.55
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954534,192.55
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,31954535,269.86
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,31954535,269.86
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954539,185.20
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954539,185.20
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954539,192.55
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954539,192.55
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954546,285.20
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954546,285.20
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954546,292.55
15/05/2024,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,31954546,292.55
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954550,189.34
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954550,189.34
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954550,196.92
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954550,196.92
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954550,196.92
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954550,196.92
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954553,254.11
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954553,254.11
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954557,285.85
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954557,285.85
15/05/2024,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,31954557,293.00
