Date Transaction Added,Beneficiary,Merchant Categories,Department,Purpose of Expenditure,Trans No,Net Amount
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016893,198.75
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016893,198.75
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016893,202.87
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016893,202.87
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016896,261.78
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016896,261.78
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016901,294.48
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016901,294.48
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016901,301.85
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016901,301.85
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016902,301.39
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016902,301.39
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016902,304.12
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016902,304.12
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32016907,195.02
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32016907,195.02
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32016907,195.02
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32016907,195.02
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016912,161.36
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016912,161.36
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016912,195.06
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016912,195.06
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016916,294.48
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016916,294.48
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016916,301.85
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016916,301.85
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016919,190.79
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016919,190.79
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016919,198.37
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016919,198.37
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016920,272.31
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016920,272.31
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016922,298.81
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016922,298.81
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016936,294.48
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016936,294.48
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016936,301.85
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016936,301.85
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016937,187.81
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016937,187.81
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016937,195.53
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016937,195.53
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016938,294.48
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016938,294.48
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32016942,291.50
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32016942,291.50
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32016943,294.48
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32016943,294.48
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016954,282.71
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016954,282.71
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32016960,301.85
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32016960,301.85
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32016960,301.85
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32016960,301.85
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32016960,302.47
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32016960,302.47
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016962,269.56
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016962,269.56
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016962,274.11
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016962,274.11
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016966,65.00
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016966,65.00
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016966,158.19
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016966,158.19
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016966,158.19
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016966,158.19
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016969,157.67
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016969,157.67
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016969,291.50
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016969,291.50
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016969,298.81
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016969,298.81
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016969,298.81
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016969,298.81
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016970,240.30
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016970,240.30
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016970,240.30
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016970,240.30
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016970,240.30
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016970,240.30
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016971,294.48
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016971,294.48
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016972,283.91
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016972,283.91
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016976,284.61
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016976,284.61
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016982,294.48
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016982,294.48
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016983,276.23
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016983,276.23
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016984,276.23
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016984,276.23
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016989,195.06
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016989,195.06
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016989,202.63
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016989,202.63
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016989,202.63
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016989,202.63
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32016990,287.53
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32016990,287.53
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016991,288.77
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016991,288.77
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016991,295.98
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32016991,295.98
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016992,198.37
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016992,198.37
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016992,198.37
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016992,198.37
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016993,301.39
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016993,301.39
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016993,301.39
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016993,301.39
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32016995,293.81
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32016995,293.81
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32016995,301.39
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32016995,301.39
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32016995,301.39
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32016995,301.39
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016996,293.81
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016996,293.81
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016997,293.81
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016997,293.81
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016998,285.67
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32016998,285.67
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32017002,260.17
09/01/2025,REDACTED PERSONAL DATA,Financial Services - Direct Payments,Children & Family Services,Foster Carer Payments,32017002,260.17
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017003,191.46
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017003,191.46
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017003,201.14
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017003,201.14
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017008,316.27
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017008,316.27
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017008,316.27
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017008,316.27
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017008,316.27
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017008,316.27
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017008,316.27
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017008,316.27
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32017014,278.99
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32017014,278.99
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32017014,278.99
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Accommodation Fees,Children & Family Services,Foster Carer Payments,32017014,278.99
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Adoption Support,Children & Family Services,Foster Carer Payments,32017015,316.27
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Adoption Support,Children & Family Services,Foster Carer Payments,32017015,316.27
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017017,262.61
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017017,262.61
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017018,297.87
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017018,297.87
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017019,262.61
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017019,262.61
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017020,262.61
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017020,262.61
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017021,198.37
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017021,198.37
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017021,287.63
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017021,287.63
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017022,300.14
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017022,300.14
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017022,307.95
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017022,307.95
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017029,195.06
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017029,195.06
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017029,202.87
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017029,202.87
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017034,261.66
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017034,261.66
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017051,441.39
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017051,441.39
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017051,446.03
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017051,446.03
09/01/2025,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,32017055,150.87
09/01/2025,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,32017055,150.87
09/01/2025,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,32017055,153.50
09/01/2025,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,32017055,153.50
09/01/2025,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,32017061,154.84
09/01/2025,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,32017061,154.84
09/01/2025,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,32017061,195.02
09/01/2025,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,32017061,195.02
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017064,316.27
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017064,316.27
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017069,254.81
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017069,254.81
09/01/2025,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,32017070,153.50
09/01/2025,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,32017070,153.50
09/01/2025,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,32017070,191.57
09/01/2025,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,32017070,191.57
09/01/2025,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,32017070,198.83
09/01/2025,REDACTED PERSONAL DATA,Direct Payments - Carers Breaks/Own Care,Children & Family Services,Foster Carer Payments,32017070,198.83
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017071,316.27
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017071,316.27
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017071,316.27
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017071,316.27
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017071,361.09
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017071,361.09
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017096,213.25
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017096,213.25
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017096,213.25
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017096,213.25
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017096,213.25
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017096,213.25
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017096,213.25
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017096,213.25
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017097,273.52
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017097,273.52
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017102,195.06
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017102,195.06
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017102,202.63
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017102,202.63
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017103,390.00
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017103,390.00
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017104,259.10
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017104,259.10
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017140,402.39
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017140,402.39
09/01/2025,REDACTED PERSONAL DATA,Fostering & Adoption - Fostering Support,Children & Family Services,Foster Carer Payments,32017175,100.00
