BODY,BODY NAME,SERVICE CODE,ORGANISATIONAL UNIT,ORGANISATIONAL UNIT CODE,EXPENDITURE CATEGORY,EXPENDITURE CODE,DATE (POSTING DATE),TRANSACTION NUMBER,AMOUNT,SUPPLIER NAME,SUPPLIER ID
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,CHX,Ukraine Resettlement,60308,Consult.& Prof. Serv,440000,25/07/2024,5100595644,1500,Cheshire Language Academy,112359
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Site Management,43530,Specific Work,200200,31/07/2024,5100596592,650,B & K Landscapes,105448
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Commissioning Team,33001,Training,190150,30/09/2024,5100604385,750,Neurobox Limited,120175
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways LTP,82004,Consult.& Prof. Serv,440000,02/12/2024,5100605023,9460,Tracsis Traffic Data Limited,116780
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,School Brow Depot,41330,Annual Maintenance,442100,09/10/2024,5100605815,593.65,Dayma Supplies,111936
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Veh Maint. Materials,300000,02/12/2024,5100607533,689.79,Turner Groundscare,105201
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Waste Recycling,41820,Waste Initiatives,443200,21/10/2024,5100607587,774,Bartec Municipal Technologies Ltd,112885
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Training,31203,Provisions-Purchase,410000,25/10/2024,5100608180,2062.5,Elior UK Plc,112539
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Training,31203,Hire Of Premises,220150,25/10/2024,5100608180,1250,Elior UK Plc,112539
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ENO,Highways Other,82005,Veh Maint. Materials,300000,04/12/2024,5100608213,267905.41,Juuce Limited t/a EO Charging,118569
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,CHX,Civic,11440,Maintenance of Plant & Machinery,250050,07/11/2024,5100608507,1410,Leander Architectural,104873
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Mental Capacity Act,54650,Computer Software - Purchase,450800,29/10/2024,5100608648,654,Neurobox Limited,120175
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,FWB,Mental Capacity Act,54650,Computer Software - Purchase,450800,29/10/2024,5100608649,525,Neurobox Limited,120175
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,DG0,Strategic Partner Projects,53135,Events Costs,490000,30/10/2024,5100608748,1580,Bewley?s Traditional Funfair,120171
