BODY,BODY NAME,SERVICE CODE,ORGANISATIONAL UNIT,ORGANISATIONAL UNIT CODE,EXPENDITURE CATEGORY,EXPENDITURE CODE,DATE (POSTING DATE),TRANSACTION NUMBER,AMOUNT,SUPPLIER NAME,SUPPLIER ID
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Transport Holding Account,41311,Maintenance Work - Sub Contractors,301150,05/04/2018,5100352472,1300,Vision Techniques UK Limited,109589
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Construction Stores Overhead Account,41320,Equipment Purchase & Contract,400000,07/06/2022,5100493006,2279.4,Smith Bros (Caer Conan) Wh'Sale Ltd,105136
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Construction Stores Overhead Account,41320,Equipment Purchase & Contract,400000,12/05/2022,5100493007,1627,Smith Bros (Caer Conan) Wh'Sale Ltd,105136
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Construction Stores Overhead Account,41320,Equipment Purchase & Contract,400000,27/06/2022,5100500914,1534.8,Smith Bros (Caer Conan) Wh'Sale Ltd,105136
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Construction Stores Overhead Account,41320,Equipment Purchase & Contract,400000,01/08/2022,5100504033,2558,Smith Bros (Caer Conan) Wh'Sale Ltd,105136
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Construction Stores Overhead Account,41320,Equipment Purchase & Contract,400000,29/09/2022,5100508855,1534.8,Smith Bros (Caer Conan) Wh'Sale Ltd,105136
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Construction Stores Overhead Account,41320,Equipment Purchase & Contract,400000,15/03/2023,5100522985,2279.4,Smith Bros (Caer Conan) Wh'Sale Ltd,105136
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,COR,Investment Property Acquisitions,62095,Consult.& Prof. Serv,440000,20/09/2023,5100554269,2510.99,Lambert Smith Hampton (Client),118435
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,COR,Investment Property Acquisitions,62095,Consult.& Prof. Serv,440000,01/12/2023,5100564023,2510.99,Lambert Smith Hampton (Client),118435
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Construction Stores Overhead Account,41320,Materials,400500,26/02/2024,5100574709,533.4,Smith Bros (Caer Conan) Wh'Sale Ltd,105136
WARRINGTON BOROUGH COUNCIL,http://opendatacommunities.org/id/unitary-authority/warrington,ET0,Construction Stores Overhead Account,41320,Materials,400500,17/04/2024,5100581215,3689.2,Smith Bros (Caer Conan) Wh'Sale Ltd,105136
