Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Supplier Type,Expense Area,Cost Centre Description,Expense Type
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908690,"-£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,09-Feb-24,51301908743,"£1,219.25",ASKHAM PLACE PD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Under 65,OPPD - Under 65 - Fenland,Residential Care
Cambridgeshire County Council,07-Feb-24,51301929444,"£3,361.34",COMPASS MINERALS UK LIMITED,TRADE SUPPLIER,Winter Maintenance,West Winter,Salt for Highways
Cambridgeshire County Council,07-Feb-24,51301929631,"£8,898.00",ZIPPORAH LTD,TRADE SUPPLIER,Registrars,Registrars General,Computer software - annual licence agreement
Cambridgeshire County Council,09-Feb-24,51301934146,"-£1,162.40",ASKHAM VILLAGE COMMUNITY LTD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Nursing Care
Cambridgeshire County Council,09-Feb-24,51301934146,"-£1,162.40",ASKHAM VILLAGE COMMUNITY LTD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Nursing Care
Cambridgeshire County Council,09-Feb-24,51301934146,"-£1,162.40",ASKHAM VILLAGE COMMUNITY LTD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Nursing Care
Cambridgeshire County Council,09-Feb-24,51301934146,"-£1,162.40",ASKHAM VILLAGE COMMUNITY LTD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Nursing Care
Cambridgeshire County Council,09-Feb-24,51301934146,"-£1,162.40",ASKHAM VILLAGE COMMUNITY LTD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Nursing Care
Cambridgeshire County Council,09-Feb-24,51301934146,-£830.29,ASKHAM VILLAGE COMMUNITY LTD,CARE ESTABLISHMENT,OPPD - Under 65 - City South,Countywide PD Service - Care,Nursing Care
Cambridgeshire County Council,09-Feb-24,51301934252,£830.29,ASKHAM VILLAGE COMMUNITY LTD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Over 65,Older People - Fenland - Care,Nursing Care
Cambridgeshire County Council,09-Feb-24,51301934252,"£1,162.40",ASKHAM VILLAGE COMMUNITY LTD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Over 65,Older People - Fenland - Care,Nursing Care
Cambridgeshire County Council,09-Feb-24,51301934252,"£1,162.40",ASKHAM VILLAGE COMMUNITY LTD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Over 65,Older People - Fenland - Care,Nursing Care
Cambridgeshire County Council,09-Feb-24,51301934252,"£1,162.40",ASKHAM VILLAGE COMMUNITY LTD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Over 65,Older People - Fenland - Care,Nursing Care
Cambridgeshire County Council,09-Feb-24,51301934252,"£1,162.40",ASKHAM VILLAGE COMMUNITY LTD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Over 65,Older People - Fenland - Care,Nursing Care
Cambridgeshire County Council,09-Feb-24,51301934252,"£1,162.40",ASKHAM VILLAGE COMMUNITY LTD,CARE ESTABLISHMENT,OPPD - Cost of Care - Fenland - Over 65,Older People - Fenland - Care,Nursing Care
Cambridgeshire County Council,15-Feb-24,51301934892,£764.43,PETERBOROUGH CITY COUNCIL,OTHER PUBLIC BODIES,Enduring Transmission Grant,Enduring Transmission Grant,Partnership Costs and Expenses
Cambridgeshire County Council,20-Feb-24,51301940041,"£2,400.00",Pathfinder Legal Services Limited,TRADE SUPPLIER,"County Planning, Minerals & Waste","County Planning, Minerals & Waste",External Legal Fees
Cambridgeshire County Council,20-Feb-24,51301940042,£900.00,Pathfinder Legal Services Limited,TRADE SUPPLIER,"County Planning, Minerals & Waste","County Planning, Minerals & Waste",External Legal Fees
Cambridgeshire County Council,15-Feb-24,51301940043,"£69,000.00",The Appropriate Adult Service,COMPANY,Youth Offending Service,YOT Project,Professional Fees and Hired Services
Cambridgeshire County Council,20-Feb-24,51301940044,£990.00,Pathfinder Legal Services Limited,TRADE SUPPLIER,Capital Receipts Expenses,Capital Receipts Expenses,External Legal Fees
Cambridgeshire County Council,20-Feb-24,51301940057,£831.64,Pathfinder Legal Services Limited,TRADE SUPPLIER,GCP - Energy,GCP - Energy,Consultancy
Cambridgeshire County Council,21-Feb-24,51301946938,£826.54,SILKS FARM DAY NURSERY,NURSERY,Nursery Schools,Early Years - Funded 3s/4s,Care & Ed Childcare Settings
Cambridgeshire County Council,21-Feb-24,51301947981,"£987,864.00",Cambridgeshire and Peterborough Combined Authority,OTHER PUBLIC BODIES,Financing items,Combined Authority,Agency Precepts and Levies
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
Cambridgeshire County Council,09-Feb-24,51302001286,-£621.00,NELSON LODGE,CARE ESTABLISHMENT,OPPD - Cost of Care - Huntingdon - Over 65,Hunts OP Team - Care,Residential Care
