SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period May 2023,,,,,,
SUPPLIER,AMOUNT,TRANSACTION DATE,COST CENTRE,ACCOUNT,DEPARTMENT,SUMMARY OF EXPENDITURE
Anchor Trust,"-9,599.98",21/06/2023,AP10,R4062,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Residential
DHCH14 Argyle Park,"-8,950.22",21/06/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Athena Healthcare (Church Road) Limited,"-8,725.21",21/06/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,"-8,557.58",21/06/2023,AM10,R4045,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Residential - Short Term
ATHENA HEALTHCARE -PARKLANDS LODGE,"-8,557.58",21/06/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Arcare Boscobel Holdings Limited,"-8,259.60",21/06/2023,AN05,R4045,Adult Social Care,Mental Health Support - Adults 18-64 - Residential - Short Term
Unity Homes Ltd Castle Grange Care Home,"-8,112.98",21/06/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Autism Initiatives,"-7,765.20",21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Methodist Homes,"-7,438.88",21/06/2023,AM10,R4046,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Property Case - Residential Rest Homes
Roxburgh House,"-6,835.56",21/06/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Sandstone Care North West Limited,"-6,324.00",21/06/2023,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Nursing Ho
CRAIGNAIR CARE LTD,"-5,755.26",21/06/2023,AM05,R4046,Adult Social Care,Support With Memory & Cognition - Adults 18-64 - Property Case - Residential Rest Homes
Abbegale Lodge (2006) Li,"-5,478.70",21/06/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Autism Initiatives,"-5,459.86",21/06/2023,AL05,R3371,Adult Social Care,Learning Disability Support -Adults 18-64 - Transport Other
Thornton Hall,"-4,973.64",21/06/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Danfo (UK) Limited,"-4,674.45",07/06/2023,SC07,R1655,Operational In-House Services,Public Conveniences - Cleaning & Domestic Supplies
8x8 UK Limited,"-4,562.80",24/05/2023,GF63,R2655,Corporate Resources,ICT Contracts - Computer Costs
CRAIGNAIR CARE LTD,"-4,557.04",21/06/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Highpoint Care ( West Derby) Ltd,"-4,553.58",21/06/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
 Apollo Care Liverpool,"-4,417.62",22/06/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Thornton Hall,"-4,028.52",21/06/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Thornton Hall,"-4,024.59",21/06/2023,AP10,R4062,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Residential
Vextrix Management Limited,"-3,700.00",16/06/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Roxburgh House,"-3,503.46",21/06/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
ATHENA HEALTHCARE -PARKLANDS LODGE,"-3,500.13",21/06/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
DHCH5 Millbrook,"-3,432.80",21/06/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Supplier Name Redacted,"-3,414.10",06/06/2023,AA03,R2655,Adult Social Care,SW Team North Hub - Computer Costs
Supplier Name Redacted,"-3,371.43",21/06/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Locharwoods,"-3,282.08",21/06/2023,AN10,R4045,Adult Social Care,Mental Health Support - Older People 65+ - Residential - Short Term
Supplier Name Redacted,"-3,190.63",21/06/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Athena Healthcare (Church Road) Limited,"-3,136.46",21/06/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
ATHENA HEALTHCARE -PARKLANDS LODGE,"-3,073.91",21/06/2023,AN10,R4062,Adult Social Care,Mental Health Support - Older People 65+ - Transitional Beds - Residential
Courtfield Lodge N H,"-2,928.88",21/06/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Radfield Home Care Liverpool North,"-2,892.00",27/06/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Athena Healthcare (Albert Road) Limited,"-2,646.22",21/06/2023,AP10,R4049,Adult Social Care,Physical Support - Older People 65+ - Nursing- Short Term
DHCH14 Argyle Park,"-2,632.38",21/06/2023,AP10,R4062,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Residential
Prime Care Gb Ltd,"-2,632.38",21/06/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Fleetwood Hall Care Home,"-2,583.82",21/06/2023,AM05,R4042,Adult Social Care,Support With Memory & Cognition - Adults 18-64 - Private Residential Care Nursing Ho
Midplant Ltd,"-2,539.56",21/06/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
8x8 UK Limited,"-2,520.75",06/06/2023,GF63,R2655,Corporate Resources,ICT Contracts - Computer Costs
Hope Cottage,"-2,443.83",21/06/2023,AP10,R4062,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Residential
CLOISTERS CARE LTD,"-2,428.57",21/06/2023,AM10,R4062,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Transitional Beds - Residential
Athena Healthcare (Albert Road) Limited,"-2,339.40",21/06/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Athena Healthcare (Oxford Road) Limited,"-2,338.86",21/06/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Prism UK Medical Ltd,"-2,283.25",05/06/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Nazareth House Rh,"-2,270.50",21/06/2023,AS10,R4045,Adult Social Care,Sensory Support - Older People 65+ - Residential - Short Term
Hope Cottage,"-2,269.84",21/06/2023,AP10,R4062,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Residential
Midplant Ltd,"-2,261.12",21/06/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Accomodating Care,"-2,261.12",21/06/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Apollo Care (North) Liverpool,"-2,112.08",16/06/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Melrose Court R H,"-2,075.49",21/06/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Thornton Hall,"-2,075.49",21/06/2023,AM05,R4041,Adult Social Care,Support With Memory & Cognition - Adults 18-64 - Private Residential Care Rest Homes
DHCH14 The Brunswick,"-2,075.49",21/06/2023,AP05,R4045,Adult Social Care,Physical Support - Adults 18-64 - Residential - Short Term
Supplier Name Redacted,"-2,033.28",21/06/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Highpoint Care ( West Derby) Ltd,"-2,033.28",21/06/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Byron Court Care Home Limited,"-2,006.13",21/06/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Alternative Futures Group,"-1,976.41",21/06/2023,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64 - Community Support
Autumn Lodge Care Home,"-1,906.05",21/06/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Nazareth House Rh,"-1,889.86",21/06/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
DHCH14 The Brunswick,"-1,889.86",21/06/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
DHCH14 The Willows,"-1,847.91",21/06/2023,AP10,R4049,Adult Social Care,Physical Support - Older People 65+ - Nursing- Short Term
ATHENA HEALTHCARE -PARKLANDS LODGE,"-1,837.94",21/06/2023,AN10,R4062,Adult Social Care,Mental Health Support - Older People 65+ - Transitional Beds - Residential
Supplier Name Redacted,"-1,735.71",21/06/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Benridge Care Homes Ltd,"-1,667.74",21/06/2023,AP10,R4063,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Nursing
DHCH14 Manchester House,"-1,613.22",21/06/2023,AP05,R4045,Adult Social Care,Physical Support - Adults 18-64 - Residential - Short Term
Anchor Trust,"-1,600.00",21/06/2023,AP10,R4062,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Residential
DHCH14 Manchester House,"-1,521.68",21/06/2023,AP05,R4049,Adult Social Care,Physical Support - Adults 18-64 - Nursing- Short Term
Parkhaven Trust,"-1,508.21",21/06/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Locharwoods,"-1,468.73",21/06/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Laburnum House (Shaw) Ltd,"-1,450.96",21/06/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Delta Care Ltd,"-1,443.59",19/06/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Laburnum House (Shaw) Ltd,"-1,431.15",21/06/2023,AM10,R4045,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Residential - Short Term
Margaret Roper House Nh,"-1,425.49",21/06/2023,AL05,R4042,Adult Social Care,Learning Disability Support -Adults 18-64 - Private Residential Care Nursing Ho
Making Space,"-1,403.20",21/06/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Ashcroft Care Ltd,"-1,370.71",21/06/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
St Nicholas Care Home,"-1,361.87",21/06/2023,AM10,R4045,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Residential - Short Term
DHCH14 The Brunswick,"-1,319.95",21/06/2023,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
DHCH14 Birch Abbey,"-1,311.35",21/06/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Green Heys & Kemp Lodge Care Home,"-1,311.35",21/06/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"-1,282.98",21/06/2023,AP10,R4049,Adult Social Care,Physical Support - Older People 65+ - Nursing- Short Term
Veatreey Development Ltd,"-1,275.26",21/06/2023,AP10,R4049,Adult Social Care,Physical Support - Older People 65+ - Nursing- Short Term
Peacehaven House R H,"-1,274.97",21/06/2023,AP10,R4062,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Residential
Community Independent Living,"-1,263.62",14/06/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"-1,261.19",07/06/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Community Independent Living,"-1,244.64",14/06/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Veatreey Development Ltd,"-1,179.82",21/06/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Prime Life Ltd,"-1,120.02",21/06/2023,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Nursing Ho
Radfield Home Care Liverpool North,"-1,117.25",27/06/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Radfield Home Care Liverpool North,"-1,061.00",27/06/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"-1,054.35",14/06/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Birkdale Park Nursing Home,-988.94,21/06/2023,AP10,R4049,Adult Social Care,Physical Support - Older People 65+ - Nursing- Short Term
Choices Activity And,-985.88,21/06/2023,AG25,R4053,Adult Social Care,Social Support : Support For Social Isolation / Other - Day Care
Veatreey Development Ltd,-958.75,21/06/2023,AP10,R4049,Adult Social Care,Physical Support - Older People 65+ - Nursing- Short Term
Qualia Care Limited (In Administration),-936.66,21/06/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
EMAP Publishing Limited,-930.00,27/06/2023,AB25,R2498,Adult Social Care,Central Services - Major Events
Highpoint Care ( West Derby) Ltd,-878.13,21/06/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
DHCH14 The Brunswick,-870.88,21/06/2023,AP10,R4062,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Residential
Hope Cottage,-850.00,21/06/2023,AP10,R4062,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Residential
Rexel UK Ltd,-760.00,06/06/2023,HS05,R2021,Communities,BLC (Bootle Leisure Centre) - Equipment - Purchase
Prime Care Gb Ltd,-755.74,21/06/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Mersey Care Nhs Trust,-752.20,06/06/2023,AA33,R4347,Adult Social Care,Merseycare Staff - Mersey Care NFT
Mayfield Court,-728.30,21/06/2023,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
Benridge Care Homes Ltd,-703.79,21/06/2023,AP10,R4063,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Nursing
Orchard Lodge,-683.28,21/06/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Options for Supported Living Ltd,-647.56,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Barchester Group,-641.26,21/06/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Assured Care (Northwest) Ltd,-636.46,07/06/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Laburnum House (Shaw) Ltd TA Bloomcare,-616.87,21/06/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Supplier Name Redacted,-611.40,01/06/2023,AN10,R9420,Adult Social Care,Mental Health Support - Older People 65+ - Individual Service Funds - Client Contributions
Supplier Name Redacted,-611.40,28/06/2023,AN10,R9420,Adult Social Care,Mental Health Support - Older People 65+ - Individual Service Funds - Client Contributions
Abbegale Lodge (2006) Li,-604.94,21/06/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
DHCH14 Argyle Park,-602.70,21/06/2023,AP10,R4062,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Residential
Orange Personal Communications,-600.00,27/06/2023,GF62,R2655,Corporate Resources,ICT Investment - Computer Costs
Supplier Name Redacted,-577.80,28/06/2023,AN05,R9420,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds - Client Contributions
Supplier Name Redacted,-577.80,01/06/2023,AN05,R9420,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds - Client Contributions
Supplier Name Redacted,-577.80,01/06/2023,AN05,R9420,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds - Client Contributions
Supplier Name Redacted,-577.80,28/06/2023,AN05,R9420,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds - Client Contributions
Supplier Name Redacted,-577.80,28/06/2023,AN05,R9420,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds - Client Contributions
Supplier Name Redacted,-577.80,01/06/2023,AN05,R9420,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds - Client Contributions
Supplier Name Redacted,-577.80,28/06/2023,AN05,R9420,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds - Client Contributions
Supplier Name Redacted,-577.80,01/06/2023,AN05,R9420,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds - Client Contributions
Supplier Name Redacted,-577.80,28/06/2023,AN05,R9420,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds - Client Contributions
Supplier Name Redacted,-577.80,01/06/2023,AN05,R9420,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds - Client Contributions
Supplier Name Redacted,-577.80,01/06/2023,AP05,R9420,Adult Social Care,Physical Support - Adults 18-64 - Individual Service Funds - Client Contributions
Supplier Name Redacted,-577.80,28/06/2023,AP05,R9420,Adult Social Care,Physical Support - Adults 18-64 - Individual Service Funds - Client Contributions
Supplier Name Redacted,-577.80,01/06/2023,AN05,R9420,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds - Client Contributions
Supplier Name Redacted,-576.21,28/06/2023,AN05,R9420,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds - Client Contributions
Hope Cottage,-564.79,21/06/2023,AP10,R4062,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Residential
Roxburgh House,-560.01,21/06/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Supplier Name Redacted,-500.00,21/06/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
COMPASSION ACTS,500.00,30/06/2023,GN31,R4465,Communities,A.C. - Formby - Ravenmeols Ward
Supplier Name Redacted,500.00,09/06/2023,YS33,R2116,Children's Social Care,Leaving Care - Personal Needs
NatWest,500.00,02/06/2023,YS32,R2116,Children's Social Care,Corporate Parenting 2 - Personal Needs
Supplier Name Redacted,500.00,24/05/2023,HA09,R2440,Communities,Programming - Fees - Music
The Turner Home,500.00,21/06/2023,AP10,R5070,Adult Social Care,Physical Support - Older People 65+ - Clients Personal Allowances
DHCH6 Westcliffe Manor,500.00,21/06/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Hillside High School,500.00,26/05/2023,EE97,R4317,Education Excellence,Pupil Premium Grant - Looked After Children - Payment To Schools For Pupil Development
Supplier Name Redacted,500.00,27/06/2023,YL58,R2061,Education Excellence,Music Service - Curriculum Development
B 4 Biodiversity CIC,500.00,15/06/2023,HA15,R2487,Communities,Merseytravel Community Environment Fund - Bees - Other Hired Services - Bands/Artist
Highpoint Care ( West Derby) Ltd,500.00,21/06/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Intelligent Data Collection Limited,500.00,05/06/2023,BH51,R1271,Highways and Public Protection,Traffic Management - Highways Management Works
Supplier Name Redacted,500.00,04/06/2023,SG23,R1001,Operational In-House Services,Green Sefton Service - Facilities & Resources - Repair & Mtce Of Land & Buildings
Supplier Name Redacted,500.00,04/06/2023,SG23,R1001,Operational In-House Services,Green Sefton Service - Facilities & Resources - Repair & Mtce Of Land & Buildings
PSD Vehicle Rental,500.00,06/06/2023,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General
Assured Care (Northwest) Ltd,501.27,27/06/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
ICare GB Ltd,501.33,05/06/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Local Solutions,501.33,14/06/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,501.33,14/06/2023,AN10,R4051,Adult Social Care,Mental Health Support - Older People 65+ - Domiciliary Care
Warrencare Ltd,501.60,21/06/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,501.63,27/06/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Radfield Home Care Liverpool North,502.25,27/06/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Kone Plc,502.56,27/03/2023,AL50,R1001,Adult Social Care,Hudson Road - Repair & Mtce Of Land & Buildings
KIDS PLANET DAY NURSERY,502.97,30/06/2023,YE45,R2116,Children's Social Care,CWD Social Work - Personal Needs
Assured Care (Northwest) Ltd,503.11,26/06/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Expect Ltd,503.30,21/06/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Expect Ltd,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Expect Ltd,503.30,21/06/2023,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living
Expect Ltd,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Expect Ltd,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Expect Ltd,503.30,21/06/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Expect Ltd,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Expect Ltd,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Expect Ltd,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Expect Ltd,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Autism Initiatives,503.30,21/06/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Autism Initiatives,503.30,21/06/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Autism Initiatives,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Autism Initiatives,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Autism Initiatives,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Glenelg Support Ltd,503.30,21/06/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Mencap,503.30,21/06/2023,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64 - Supported Living
Mencap,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Mencap,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Mencap,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Mencap,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Mencap,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Alternative Futures Group,503.30,21/06/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Alternative Futures Group,503.30,21/06/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Alternative Futures Group,503.30,21/06/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Alternative Futures Group,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Alternative Futures Group,503.30,21/06/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Alternative Futures Group,503.30,21/06/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Cic,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
WILLOW HOUSE CARE LTD,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
WILLOW HOUSE CARE LTD,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
WILLOW HOUSE CARE LTD,503.30,21/06/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Rentokil Initial UK Ltd-Initial Washroom Hygiene,504.46,08/06/2023,HA01,R2030,Communities,The Atkinson - Equipment Furniture & Materials
QD Services,504.90,19/05/2023,SG23,R1001,Operational In-House Services,Green Sefton Service - Facilities & Resources - Repair & Mtce Of Land & Buildings
