SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period July 2024,,,,,,
SUPPLIER,AMOUNT,TRANSACTION DATE,COST CENTRE,ACCOUNT,DEPARTMENT,SUMMARY OF EXPENDITURE
Autism Initiatives,721.6,18/07/2024,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64 - Community Support
Alternative Futures Group,721.6,18/07/2024,AG25,R4054,Adult Social Care,Social Support : Support For Social Isolation / Other - Community Support
Cic,721.6,18/07/2024,AN05,R4054,Adult Social Care,Mental Health Support - Adults 18-64 - Community Support
Transitions Care Company LTD,721.6,18/07/2024,AN05,R4054,Adult Social Care,Mental Health Support - Adults 18-64 - Community Support
Apollo Care (North) Liverpool,721.6,18/07/2024,AN05,R4054,Adult Social Care,Mental Health Support - Adults 18-64 - Community Support
The Care Worker Agency,721.6,18/07/2024,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64 - Community Support
Warrencare Ltd,721.6,18/07/2024,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64 - Community Support
Warrencare Ltd,721.6,18/07/2024,AP05,R4054,Adult Social Care,Physical Support - Adults 18-64 - Community Support
Lifeways I L A,722.4,18/07/2024,AN10,R4043,Adult Social Care,Mental Health Support - Older People 65+ - Supported Living
Lifeways I L A,722.4,18/07/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Lifeways I L A,722.4,18/07/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Lifeways I L A,722.4,18/07/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Lifeways I L A,722.4,18/07/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Alternative Futures Group,722.4,18/07/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Alternative Futures Group,722.4,18/07/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Supplier Name Redacted,725,22/07/2024,YL58,R2440,Education Excellence,Music Service - Fees - Music
DHCH14 The Brunswick,725.92,18/07/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Delta Care Ltd,726.02,16/07/2024,AS10,R4051,Adult Social Care,Sensory Support - Older People 65+ - Domiciliary Care
The Care Worker Agency,726.02,17/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Ornate Healthcare,726.02,17/07/2024,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64 - Domiciliary Care
Hays Specialist Recruitment,726.15,11/07/2024,EH75,R4318,Education Excellence,Complementary Education - Agency Supply - Teaching Staff
OspreyDeepclean Ltd,726.73,16/07/2024,AE05,R2024,Adult Social Care,Sefton Joint Community Equipment Service - Equipment - Repair & Maintenance
Northern Municipal Spares Ltd,728,10/07/2024,TB02,H0101,Operational In-House Services,Stock / Stock Adjustment Account - Stock - Hawthorne Road Depot - Vehicle Maintenance
OASIS UK,728.19,31/07/2022,YS92,R2116,Children's Social Care,Childrens & Families Administration - Personal Needs
Bakare Beds Ltd,730,18/07/2024,CAP1,C1000,Capital,Capital - Capital Expenditure
DHCH2 Dovehaven House,730.56,18/07/2024,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Slc Raglin-Abingdon,732,18/07/2024,AH10,R4041,Adult Social Care,Learning Disabilities-Pooled Budget - Private Residential Care Rest Homes
Maryland Care Home,732.52,18/07/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Logic Vending Ltd,737,16/05/2024,HS07,R2024,Communities,LSP (Litherland Sports Park) - Equipment - Repair & Maintenance
Compass Minerals Uk Limited,737.5,02/07/2024,BH12,R1271,Highways and Public Protection,Winter Maintenance Operation - Highways Management Works
ICare GB Ltd,737.73,01/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,737.73,15/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Confidence Ltd,737.73,11/07/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Care Confidence Ltd,737.73,11/07/2024,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care
Local Solutions,737.73,15/07/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Warrencare Ltd,737.73,12/07/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Assured Care Southport Limited.,738.51,22/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Supplier Name Redacted,740,28/06/2024,HL29,R2487,Communities,National Portfolio Organisation (NPO) Funding - Other Hired Services - Bands/Artist
Supplier Name Redacted,740,09/07/2024,YL58,R2440,Education Excellence,Music Service - Fees - Music
Binary North Ltd,741,08/06/2024,BT31,R1001,Economic Growth and Housing,"Seafront, Parks And Gardens - Repair & Mtce Of Land & Buildings"
Nisbets,741.83,21/06/2024,GG04,R2963,Property and Building Services,Civic Trading Services - Hospitality
Impact Control Systems Ltd,742,18/07/2024,HS50,R2024,Communities,CLAC Operations & Fitness - Equipment - Repair & Maintenance
Expect Ltd,743.04,18/07/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,743.04,18/07/2024,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Accomplish Group Lifestyles Ltd,743.04,18/07/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living
The Care Worker Agency,743.59,17/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Autism Initiatives,743.65,18/07/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
Assured Care Southport Limited.,745.14,22/07/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Supplier Name Redacted,745.2,25/06/2024,SL80,R2438,Corporate Resources,Coroners - Fees - Pathologists
Right at Home Sefton,747.71,17/07/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Blair House Care Home Limited,749.12,18/07/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Delta Care Ltd,749.44,16/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Delta Care Ltd,749.44,16/07/2024,AN10,R4051,Adult Social Care,Mental Health Support - Older People 65+ - Domiciliary Care
Apollo Care (North) Liverpool,749.44,15/07/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Apollo Care (North) Liverpool,749.44,15/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Apollo Care Liverpool,749.44,15/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Apollo Care Liverpool,749.44,15/07/2024,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64 - Domiciliary Care
Apollo Care Liverpool,749.44,15/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Apollo Care Liverpool,749.44,15/07/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Apollo Care Liverpool,749.44,15/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
ICare GB Ltd,749.44,15/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
 Yes Care,749.44,16/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
The Care Trust,749.44,15/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Concern Nw Ltd,749.44,12/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Alphacare NW Domiciliary & Support Services Ltd,749.44,17/07/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Autism Initiatives,749.52,18/07/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
Supplier Name Redacted,750,30/04/2024,YE01,R2784,Education Excellence,Early Years Service - Staff Development Costs
Supplier Name Redacted,750,07/07/2024,BT31,R1001,Economic Growth and Housing,"Seafront, Parks And Gardens - Repair & Mtce Of Land & Buildings"
Supplier Name Redacted,752.08,01/07/2024,YL12,R3305,Education Excellence,SEN Transport to Primary Schools - Specialist Transport Fixed Route
Care Connect,754.52,16/07/2024,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64 - Domiciliary Care
Imagine,754.95,18/07/2024,AN10,R4043,Adult Social Care,Mental Health Support - Older People 65+ - Supported Living
DHCH14 Manchester House,755,18/07/2024,AL10,R4042,Adult Social Care,Learning Disability Support - Older People 65+ - Private Residential Care Nursing Ho
SSL Pools Limited,755,08/07/2024,HS03,R2024,Communities,Meadows - Equipment - Repair & Maintenance
Assured Care Southport Limited.,755.3,22/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
ICare GB Ltd,755.3,01/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
ICare GB Ltd,755.3,01/07/2024,AS10,R4051,Adult Social Care,Sensory Support - Older People 65+ - Domiciliary Care
Maryland Care Home,755.6,18/07/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Rsp Ltd,756,19/07/2024,YS34,R2116,Children's Social Care,Corporate Parenting 3 - Personal Needs
DHCH14 Manchester House,757.2,18/07/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Supplier Name Redacted,759.6,23/07/2024,YE01,R2248,Education Excellence,Early Years Service - Books
ATHENA HEALTHCARE -PARKLANDS LODGE,759.64,18/07/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Autism Initiatives,760,18/07/2024,AL05,R3371,Adult Social Care,Learning Disability Support -Adults 18-64 - Transport Other
Autism Initiatives,760,18/07/2024,AL05,R3371,Adult Social Care,Learning Disability Support -Adults 18-64 - Transport Other
Caring Connections Limited,761.15,22/07/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
The Care Trust,761.15,15/07/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Local Solutions,761.15,15/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Mobility Care Services,762.5,15/07/2024,AE15,R2052,Adult Social Care,"Adaptations - Aids, Appliances And Adaptations"
PSL Print Management Ltd,763.18,30/06/2024,GF18,R2664,Corporate Resources,Revenues Team - Postage
Supplier Name Redacted,765,08/07/2024,YL58,R2440,Education Excellence,Music Service - Fees - Music
Mobility Care Services,765,22/07/2024,AE15,R2052,Adult Social Care,"Adaptations - Aids, Appliances And Adaptations"
Vivid Resourcing,767,15/05/2024,BI34,R4344,Communities,Housing Options - Pay-External Providers
Assured Care Southport Limited.,767.01,22/07/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Assured Care Southport Limited.,770.52,22/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Supplier Name Redacted,772.24,18/07/2024,AP10,R4053,Adult Social Care,Physical Support - Older People 65+ - Day Care
Supplier Name Redacted,772.24,18/07/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
Apollo Care Liverpool,772.86,15/07/2024,AN10,R4051,Adult Social Care,Mental Health Support - Older People 65+ - Domiciliary Care
Warrencare Ltd,772.86,12/07/2024,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care
Warrencare Ltd,774.36,12/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Supplier Name Redacted,775,29/06/2024,CAP1,C1000,Capital,Capital - Capital Expenditure
PSD Vehicle Rental,776,05/07/2024,SV23,R3301,Operational In-House Services,Hired Account - Hired Transport General
DA Languages Limited,778.16,12/07/2024,YS11,R2433,Children's Social Care,Assessment Team - Fees - Interpreters
ICare GB Ltd,778.72,15/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
CARAH Care,778.72,11/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Warrencare Ltd,778.72,12/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Furniture@Work Ltd,779.77,13/06/2024,YC23,R2116,Children's Social Care,Talbot Street Family Wellbeing Centre - Personal Needs
All Saints Childrens Ventures Ltd,780,01/06/2024,EH05,R2451,Education Excellence,Resourced Nursery  Sen Support - Fees & Services - Other
Supplier Name Redacted,780,20/06/2024,BI39,R4344,Communities,Housing Accommodation-Bed & Breakfast - Pay-External Providers
Supplier Name Redacted,780.27,05/07/2024,CAP1,C1000,Capital,Capital - Capital Expenditure
Supplier Name Redacted,784.28,18/07/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
 Yes Care,784.57,04/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
The Learning Rooms CIC,785.92,18/07/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
Supplier Name Redacted,786,30/06/2024,SN05,R2354,Operational In-House Services,Contractors Food - Beverages - General Provisions
Pinseeker UK Limited,788,22/07/2024,SL65,R2268,Operational In-House Services,Thornton - Garden Of Rest - Book Of Remembrance Expenses
Right at Home Sefton,788.61,17/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
OASIS UK,789.66,31/08/2022,YS92,R2116,Children's Social Care,Childrens & Families Administration - Personal Needs
Nisbets,789.99,01/07/2024,HS50,R2021,Communities,CLAC Operations & Fitness - Equipment - Purchase
Fairway Golf And Print,790,22/07/2024,SG62,R2927,Operational In-House Services,Green Sefton Service - Southport Golf - Advertising & Marketing
Mobility Care Services,790,15/07/2024,AE15,R2052,Adult Social Care,"Adaptations - Aids, Appliances And Adaptations"
Right at Home Sefton,790.24,17/07/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
ICare GB Ltd,790.43,15/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
ICare GB Ltd,790.43,15/07/2024,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care
The Care Trust,790.43,15/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Supplier Name Redacted,791,24/07/2024,YL58,R2440,Education Excellence,Music Service - Fees - Music
Formby Village Radio Cars Ltd,791.67,31/07/2024,YL60,R3305,Education Excellence,Post 16 Transport - Specialist Transport Fixed Route
DNA Legal Ltd,793,30/07/2024,YS91,R2453,Children's Social Care,Childrens Admin - Legal Fees - Fees - Legal
Radfield Home Care Liverpool North,793,19/07/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Right at Home Sefton,793.52,17/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Right at Home Sefton,793.52,17/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Right at Home Sefton,793.52,17/07/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Accomplish Group Lifestyles Ltd,794.22,18/07/2024,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64 - Supported Living
Supplier Name Redacted,795.3,22/07/2024,YL58,R2440,Education Excellence,Music Service - Fees - Music
Supplier Name Redacted,796.1,10/07/2024,TB02,H0101,Operational In-House Services,Stock / Stock Adjustment Account - Stock - Hawthorne Road Depot - Vehicle Maintenance
Delta Care Ltd,796.28,16/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Apollo Care Liverpool,796.28,15/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
 Yes Care,796.28,16/07/2024,AN10,R4051,Adult Social Care,Mental Health Support - Older People 65+ - Domiciliary Care
Outreach (Sefton) Ltd,796.28,13/07/2024,AG25,R4051,Adult Social Care,Social Support : Support For Social Isolation / Other - Domiciliary Care
Warrencare Ltd,796.28,12/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Care Concern Nw Ltd,796.28,12/07/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
ICare GB Ltd,797.72,03/07/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
OASIS UK,798.13,30/04/2024,YS92,R2116,Children's Social Care,Childrens & Families Administration - Personal Needs
Choices Activity And,799.08,18/07/2024,AP10,R4053,Adult Social Care,Physical Support - Older People 65+ - Day Care
Choices Activity And,799.08,18/07/2024,AM10,R4053,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Day Care
Choices Activity And,799.08,18/07/2024,AP10,R4053,Adult Social Care,Physical Support - Older People 65+ - Day Care
Choices Activity And,799.08,18/07/2024,AM10,R4053,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Day Care
Choices Activity And,799.08,18/07/2024,AP10,R4053,Adult Social Care,Physical Support - Older People 65+ - Day Care
MJs Travel,800,18/07/2024,AL05,R3371,Adult Social Care,Learning Disability Support -Adults 18-64 - Transport Other
MJs Travel,800,02/07/2024,AL05,R3371,Adult Social Care,Learning Disability Support -Adults 18-64 - Transport Other
Shawcare Ltd,800,18/07/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Supplier Name Redacted,800,19/07/2024,BT80,R2024,Economic Growth and Housing,Southport Market Hall - Equipment - Repair & Maintenance
Formby Manor,800,18/07/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Supplier Name Redacted,800,18/07/2024,AN05,R5070,Adult Social Care,Mental Health Support - Adults 18-64 - Clients Personal Allowances
Supplier Name Redacted,800,18/07/2024,AP05,R5070,Adult Social Care,Physical Support - Adults 18-64 - Clients Personal Allowances
Supplier Name Redacted,800,18/07/2024,AN10,R5070,Adult Social Care,Mental Health Support - Older People 65+ - Clients Personal Allowances
Mersey Forge Ltd,800,16/07/2024,CAP1,C1000,Capital,Capital - Capital Expenditure
Supplier Name Redacted,800.12,03/07/2024,TB02,H0101,Operational In-House Services,Stock / Stock Adjustment Account - Stock - Hawthorne Road Depot - Vehicle Maintenance
Locharwoods N H,801.2,18/07/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Supplier Name Redacted,801.3,08/07/2024,YL58,R2440,Education Excellence,Music Service - Fees - Music
ICare GB Ltd,802.14,15/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
ICare GB Ltd,802.14,01/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
ICare GB Ltd,802.14,01/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Warrencare Ltd,802.14,12/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Expect Ltd,805.6,18/07/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Expect Ltd,805.6,18/07/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Mencap,805.6,18/07/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living
Dovehaven Res Care Hme,805.96,18/07/2024,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
Caring Connections Limited,807.99,22/07/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
The Care Trust,807.99,15/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Local Solutions,807.99,15/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Supplier Name Redacted,808,18/07/2024,AN05,R5070,Adult Social Care,Mental Health Support - Adults 18-64 - Clients Personal Allowances
The Care Worker Agency,811.8,18/07/2024,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64 - Community Support
Outreach (Sefton) Ltd,811.8,18/07/2024,AP05,R4054,Adult Social Care,Physical Support - Adults 18-64 - Community Support
Warrencare Ltd,811.8,18/07/2024,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64 - Community Support
Warrencare Ltd,811.8,18/07/2024,AP05,R4054,Adult Social Care,Physical Support - Adults 18-64 - Community Support
Warrencare Ltd,811.8,18/07/2024,AN05,R4054,Adult Social Care,Mental Health Support - Adults 18-64 - Community Support
Warrencare Ltd,811.8,18/07/2024,AN05,R4054,Adult Social Care,Mental Health Support - Adults 18-64 - Community Support
Warrencare Ltd,811.8,18/07/2024,AN05,R4054,Adult Social Care,Mental Health Support - Adults 18-64 - Community Support
Warrencare Ltd,811.8,18/07/2024,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64 - Community Support
Colt International Ltd,813,08/07/2024,BA06,R1110,Property and Building Services,Bootle Town Hall - Compliance Testing
ICare GB Ltd,813.85,01/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
ICare GB Ltd,813.85,15/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Supplier Name Redacted,814,23/07/2024,BT19,R2498,Economic Growth and Housing,Bootle Canalside - Major Events
Lodge Tyre Company Ltd,815,24/07/2024,TB02,H0101,Operational In-House Services,Stock / Stock Adjustment Account - Stock - Hawthorne Road Depot - Vehicle Maintenance
Right at Home Sefton,815.32,17/07/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
SLC Property,816.25,30/06/2024,CAP1,C1000,Capital,Capital - Capital Expenditure
Maryland Care Home,817.2,18/07/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Delta Care Ltd,819.7,16/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Delta Care Ltd,819.7,16/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Delta Care Ltd,819.7,17/07/2024,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care
Delta Care Ltd,819.7,17/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care Southport Limited.,819.7,22/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care Southport Limited.,819.7,22/07/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Assured Care Southport Limited.,819.7,22/07/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Apollo Care Liverpool,819.7,15/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Apollo Care Liverpool,819.7,15/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Alcedo Care,819.7,12/07/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
ICare GB Ltd,819.7,15/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
ICare GB Ltd,819.7,01/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
CRG Homecare Ltd,819.7,12/07/2024,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care
 Yes Care,819.7,16/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
 Yes Care,819.7,16/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
 Yes Care,819.7,16/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
 Yes Care,819.7,16/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
 Yes Care,819.7,16/07/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
 Yes Care,819.7,16/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
 Yes Care,819.7,16/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
 Yes Care,819.7,16/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Icare solutions Manchester,819.7,23/07/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Care Confidence Ltd,819.7,11/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Ornate Healthcare,819.7,17/07/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Ornate Healthcare,819.7,17/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Ornate Healthcare,819.7,17/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Outreach (Sefton) Ltd,819.7,13/07/2024,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care
Warrencare Ltd,819.7,12/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Warrencare Ltd,819.7,12/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Warrencare Ltd,819.7,12/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Warrencare Ltd,819.7,12/07/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Alphacare NW Domiciliary & Support Services Ltd,819.7,17/07/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Supplier Name Redacted,820,27/07/2024,SD02,R1001,Operational In-House Services,Hawthorne Road Depot - Repair & Mtce Of Land & Buildings
Peacehaven House R H,820.76,18/07/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Tetra Tech Limited,822.5,26/06/2024,CAP1,C1000,Capital,Capital - Capital Expenditure
Warrencare Ltd,824.39,12/07/2024,AL05,R4051,Adult Social Care,Learning Disability Support -Adults 18-64 - Domiciliary Care
Tacklemusic Ltd,825,30/06/2024,YL58,R2440,Education Excellence,Music Service - Fees - Music
Expect Ltd,825.6,18/07/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Expect Ltd,825.6,18/07/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living
Expect Ltd,825.6,18/07/2024,AM10,R4043,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Supported Living
Expect Ltd,825.6,18/07/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living
Expect Ltd,825.6,18/07/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living
Autism Initiatives,825.6,18/07/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Autism Initiatives,825.6,18/07/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Mencap,825.6,18/07/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
