SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period September 2024,,,,,,
SUPPLIER,AMOUNT,TRANSACTION DATE,COST CENTRE,ACCOUNT,DEPARTMENT,EXPLANATION OF EXPENDITURE
Elm House Nursing Home,"6,185.74",12/09/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Nursing Ho
Embrace Care Limited,"2,807.24",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Embrace Care Limited,"2,807.24",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Embrace Care Limited,"2,807.24",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Embrace Care Limited,"2,807.24",12/09/2024,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+-Private Residential Care Rest Homes
Embrace Care Limited,"2,886.68",12/09/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Nursing Ho
Embrace Care Limited,"2,886.68",12/09/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Nursing Ho
Embrace Care Limited,"2,886.68",12/09/2024,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64-Private Residential Care Nursing Ho
Embrace Care Limited,"2,886.68",12/09/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Nursing Ho
Embrace Care Limited,"2,886.68",12/09/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Nursing Ho
Embrace Care Limited,"2,886.68",12/09/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Nursing Ho
Emerson Management Services,"21,395.00",02/09/2024,AE05,R1811,Adult Social Care,Sefton Joint Community Equipment Service-Property Rental & Ground Rents
Enterprise Flex-E-Rent,768.40,17/09/2024,SV23,R3301,Operational In-House Services,Hired Account-Hired Transport General
Enterprise Flex-E-Rent,"1,715.42",30/08/2024,SV23,R3301,Operational In-House Services,Hired Account-Hired Transport General
eStar,549.04,03/09/2024,TB02,H0101,Operational In-House Services,Stock / Stock Adjustment Account-Stock - Hawthorne Road Depot - Vehicle Maintenance
eStar,570.01,16/09/2024,TB02,H0101,Operational In-House Services,Stock / Stock Adjustment Account-Stock - Hawthorne Road Depot - Vehicle Maintenance
eStar,570.01,10/09/2024,TB02,H0101,Operational In-House Services,Stock / Stock Adjustment Account-Stock - Hawthorne Road Depot - Vehicle Maintenance
Estuary House,"1,472.80",12/09/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Nursing Ho
Estuary House,"1,711.36",12/09/2024,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64-Private Residential Care Nursing Ho
Estuary House,"7,361.32",12/09/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Nursing Ho
Estuary House,"7,481.80",12/09/2024,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64-Private Residential Care Nursing Ho
Etac Limited,617.00,09/09/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Etac Limited,"4,378.00",20/08/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Event CTRL Ltd,"15,575.00",02/09/2024,BT19,R2498,Economic Growth and Housing,Bootle Canalside-Major Events
E-voice Speech Recognition Ltd,"3,240.00",23/08/2024,YS92,R2655,Children's Social Care,Childrens & Families Administration-Computer Costs
Excel Housing Solutions,"6,003.17",13/09/2024,BI47,R4344,Communities,"Homelessness Reduction, New Burdens Grant-Pay-External Providers"
Excel Housing Solutions,"8,948.00",01/10/2024,BI49,R4344,Economic Growth and Housing,Rough Sleeper Initiative-Pay-External Providers
Exceptional Care Ltd,"1,500.00",06/09/2024,YS33,R2116,Children's Social Care,Leaving Care-Personal Needs
Expanse Group Limited,"16,870.71",10/09/2024,EH31,R4157,Education Excellence,Special General Expenditure (High Needs)-Post 16
Expect Ltd,"-7,946.40",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"-7,224.00",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,"-3,038.92",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"-2,762.65",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,"-1,238.40",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,-604.20,12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,552.53,12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,552.53,12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,552.53,12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,552.53,12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,552.53,12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,552.53,12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,552.53,12/09/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+-Supported Living
Expect Ltd,552.53,12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,552.53,12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,552.53,12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,577.92,12/09/2024,AS10,R4043,Adult Social Care,Sensory Support - Older People 65+-Supported Living
Expect Ltd,644.48,12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,660.48,12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,663.04,12/09/2024,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64-Supported Living
Expect Ltd,663.04,12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,663.04,12/09/2024,AG05,R4043,Adult Social Care,Social Support - Substance Misuse Support-Supported Living
Expect Ltd,663.04,12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,743.04,12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,805.60,12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,825.60,12/09/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+-Supported Living
Expect Ltd,825.60,12/09/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+-Supported Living
Expect Ltd,825.60,12/09/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+-Supported Living
Expect Ltd,825.60,12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,825.60,12/09/2024,AM10,R4043,Adult Social Care,Support With Memory & Cognition - Older People 65+-Supported Living
Expect Ltd,828.80,12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,828.80,12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,828.80,12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,828.80,12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,866.88,12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"1,073.28",12/09/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+-Supported Living
Expect Ltd,"1,105.06",12/09/2024,AM10,R4043,Adult Social Care,Support With Memory & Cognition - Older People 65+-Supported Living
Expect Ltd,"1,105.06",12/09/2024,AS10,R4043,Adult Social Care,Sensory Support - Older People 65+-Supported Living
Expect Ltd,"1,105.06",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"1,105.06",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,"1,105.06",12/09/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+-Supported Living
Expect Ltd,"1,105.06",12/09/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+-Supported Living
Expect Ltd,"1,105.06",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,"1,105.06",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,"1,105.06",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"1,105.06",12/09/2024,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64-Supported Living
Expect Ltd,"1,105.06",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"1,105.06",12/09/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+-Supported Living
Expect Ltd,"1,105.06",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,"1,105.06",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,"1,127.84",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,"1,155.84",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,"1,238.40",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,"1,320.96",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"1,409.80",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,"1,409.80",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"1,444.80",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"1,444.80",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,"1,444.80",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"1,444.80",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"1,444.80",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"1,444.80",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"1,444.80",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"1,444.80",12/09/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+-Supported Living
Expect Ltd,"1,444.80",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"1,444.80",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"1,651.20",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"1,651.20",12/09/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+-Supported Living
Expect Ltd,"1,651.20",12/09/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+-Supported Living
Expect Ltd,"1,657.60",12/09/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+-Supported Living
Expect Ltd,"1,657.60",12/09/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+-Supported Living
Expect Ltd,"1,657.60",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"1,657.60",12/09/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+-Supported Living
Expect Ltd,"1,657.60",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,"1,657.60",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"1,733.76",12/09/2024,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64-Supported Living
Expect Ltd,"1,733.76",12/09/2024,AN10,R4043,Adult Social Care,Mental Health Support - Older People 65+-Supported Living
Expect Ltd,"1,733.76",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,"1,733.76",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"1,733.76",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"1,733.76",12/09/2024,AG05,R4043,Adult Social Care,Social Support - Substance Misuse Support-Supported Living
Expect Ltd,"1,733.76",12/09/2024,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64-Supported Living
Expect Ltd,"1,733.76",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,"1,973.72",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,"1,973.72",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"2,167.20",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"2,167.20",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"2,167.20",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"2,167.20",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"2,311.68",12/09/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+-Supported Living
Expect Ltd,"2,724.48",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"2,889.60",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,"2,889.60",12/09/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+-Supported Living
Expect Ltd,"2,889.60",12/09/2024,AS10,R4043,Adult Social Care,Sensory Support - Older People 65+-Supported Living
Expect Ltd,"2,889.60",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"2,889.60",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"2,889.60",12/09/2024,AM10,R4043,Adult Social Care,Support With Memory & Cognition - Older People 65+-Supported Living
Expect Ltd,"2,889.60",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,"2,889.60",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"2,889.60",12/09/2024,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64-Supported Living
Expect Ltd,"2,889.60",12/09/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+-Supported Living
Expect Ltd,"2,889.60",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,"2,889.60",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"2,889.60",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,"2,889.60",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,"2,889.60",12/09/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+-Supported Living
Expect Ltd,"3,046.28",12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Expect Ltd,"3,315.20",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"3,315.20",12/09/2024,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64-Supported Living
Expect Ltd,"3,315.20",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"3,867.71",12/09/2024,AN10,R4043,Adult Social Care,Mental Health Support - Older People 65+-Supported Living
Expect Ltd,"4,334.40",12/09/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64-Supported Living
Expect Ltd,"4,334.40",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"4,334.40",12/09/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+-Supported Living
Expect Ltd,"4,334.40",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"4,334.40",12/09/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+-Supported Living
Expect Ltd,"4,334.40",12/09/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+-Supported Living
Expect Ltd,"4,623.36",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"5,779.20",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"8,668.80",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"8,668.80",12/09/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64-Supported Living
Expect Ltd,"8,668.80",12/09/2024,AP05,R4043,Adult Social Care,Physical Support - Adults 18-64-Supported Living
Expect Ltd,"10,113.60",12/09/2024,AN10,R4043,Adult Social Care,Mental Health Support - Older People 65+-Supported Living
Experian Ltd,"7,500.00",31/08/2024,GF18,R2655,Corporate Resources,Revenues Team-Computer Costs
Explorers Nurseries Liverpool LTD,510.00,24/08/2023,YS28,R2116,Children's Social Care,Locality South-Personal Needs
F R Sharrock Ltd,571.98,16/07/2024,SG62,R2030,Operational In-House Services,Green Sefton Service - Southport Golf-Equipment Furniture & Materials
F R Sharrock Ltd,717.83,03/09/2024,SG61,R3031,Operational In-House Services,Green Sefton Service - Land Management-Vehicles - Repairs And Maintenance
Fairfield Healthcare Ltd,"2,804.00",12/09/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Nursing Ho
Fairhurst Group LLP,"10,000.00",01/09/2024,CAP1,C1000,Capital,Capital-Capital Expenditure
Family Action Pac-UK,"14,100.00",31/08/2024,YS46,R4060,Children's Social Care,Adoption In Merseyside (RAA)-Placement Support
Family Care Associates Ltd,"1,886.76",12/09/2024,AL05,R4041,Adult Social Care,Learning Disability Support -Adults 18-64-Private Residential Care Rest Homes
Family Care Associates Ltd,"16,075.12",12/09/2024,AL05,R4041,Adult Social Care,Learning Disability Support -Adults 18-64-Private Residential Care Rest Homes
Firstpoint Homecare,"5,726.00",09/09/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64-Domiciliary Care
Firstpoint Homecare,"8,892.52",09/09/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64-Domiciliary Care
Fitness Warehouse Ltd,575.00,17/09/2024,HS05,R2030,Communities,BLC (Bootle Leisure Centre)-Equipment Furniture & Materials
Fleetwood Hall Care Home,559.76,12/09/2024,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64-Private Residential Care Nursing Ho
Fleetwood Hall Care Home,"1,226.48",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Fleetwood Hall Care Home,"1,317.40",12/09/2024,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+-Private Residential Care Nursing Ho
Fleetwood Hall Care Home,"1,510.60",12/09/2024,AG05,R4042,Adult Social Care,Social Support - Substance Misuse Support-Private Residential Care Nursing Ho
Fleetwood Hall Care Home,"2,672.84",12/09/2024,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+-Private Residential Care Nursing Ho
Fleetwood Hall Care Home,"2,807.24",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Fleetwood Hall Care Home,"2,833.00",12/09/2024,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64-Private Residential Care Nursing Ho
Fleetwood Hall Care Home,"2,886.68",12/09/2024,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64-Private Residential Care Nursing Ho
Fleetwood Hall Care Home,"2,886.68",12/09/2024,AG05,R4042,Adult Social Care,Social Support - Substance Misuse Support-Private Residential Care Nursing Ho
Fleetwood Hall Care Home,"3,208.24",12/09/2024,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Nursing Ho
Fleetwood Hall Care Home,"3,208.24",12/09/2024,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64-Private Residential Care Nursing Ho
Fleetwood Hall Care Home,"3,208.24",12/09/2024,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Nursing Ho
Fleetwood Hall Care Home,"3,210.40",12/09/2024,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64-Private Residential Care Nursing Ho
Fleetwood Hall Care Home,"3,221.88",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Fleetwood Hall Care Home,"4,212.76",12/09/2024,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+-Private Residential Care Nursing Ho
Fleetwood Hall Care Home,"4,275.68",12/09/2024,AL05,R4042,Adult Social Care,Learning Disability Support -Adults 18-64-Private Residential Care Nursing Ho
Fleetwood Hall Care Home,"4,408.76",12/09/2024,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+-Private Residential Care Nursing Ho
Fleetwood Hall Care Home,"4,545.40",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Fleetwood Hall Care Home,"4,752.88",12/09/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Nursing Ho
Fleetwood Hall Care Home,"4,826.04",12/09/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Nursing Ho
Fleetwood Hall Care Home,"4,826.04",12/09/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64-Private Residential Care Nursing Ho
Fleetwood Hall Care Home,"4,826.04",12/09/2024,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64-Private Residential Care Nursing Ho
Fleetwood Hall Care Home,"4,868.72",12/09/2024,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+-Private Residential Care Nursing Ho
Fleetwood Hall Care Home,"5,200.00",12/09/2024,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64-Private Residential Care Nursing Ho
Fleetwood Hall Care Home,"5,200.00",12/09/2024,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+-Private Residential Care Nursing Ho
Fleetwood Hall Care Home,"19,542.86",12/09/2024,AP05,R4049,Adult Social Care,Physical Support - Adults 18-64-Nursing- Short Term
Flipout Aintree,698.33,16/07/2024,YE44,R2451,Children's Social Care,Aiming High Team-Fees & Services - Other
Flowbird Smart City UK Ltd,893.85,16/09/2024,BC05,R2941,Highways and Public Protection,Highway Safety - Parking-Bank Charges
Flowbird Smart City UK Ltd,"2,094.38",16/09/2024,BC05,R2024,Highways and Public Protection,Highway Safety - Parking-Equipment - Repair & Maintenance
Foresight Clinical Services Ltd,613.50,17/07/2024,YS91,R2453,Children's Social Care,Childrens Admin - Legal Fees-Fees - Legal
Formby Manor,800.00,12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Formby Manor,"1,216.00",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Formby Manor,"1,581.88",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Formby Manor,"1,646.68",12/09/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Nursing Ho
Formby Manor,"1,759.64",12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Formby Manor,"2,332.00",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Formby Manor,"2,332.00",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Formby Manor,"2,807.24",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Formby Manor,"2,807.24",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Formby Manor,"2,807.24",12/09/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Rest Homes
Formby Manor,"2,886.68",12/09/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Nursing Ho
Formby Manor,"2,886.68",12/09/2024,AP10,R4042,Adult Social Care,Physical Support - Older People 65+-Private Residential Care Nursing Ho
Formby Manor,"3,176.16",12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Formby Manor,"3,176.16",12/09/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+-Private Residential Care Rest Homes
Formby Manor,"6,341.64",12/09/2024,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+-Private Residential Care Rest Homes
Formby Manor,"9,233.73",12/09/2024,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+-Private Residential Care Rest Homes
Formby Parish Council,"11,610.90",30/09/2024,UB02,R4162,Corporate,Parish Precepts-Parish Precepts
Formby Pool Trust,"50,000.00",03/09/2024,HS12,R4303,Communities,Leisure Facilities Formby-Payments To Contractor
Formby Village Radio Cars Ltd,"1,235.00",31/08/2024,YL31,R3305,Education Excellence,SEN Transport to Special Schools-Specialist Transport Fixed Route
Formby Village Radio Cars Ltd,"1,450.58",08/09/2024,EH75,R3304,Education Excellence,Complementary Education-Taxi Hire
Formby Village Radio Cars Ltd,"2,454.17",31/08/2024,YL12,R3305,Education Excellence,SEN Transport to Primary Schools-Specialist Transport Fixed Route
Fortus UK (England & Wales),"1,382.42",24/09/2024,SS05,R2030,Operational In-House Services,Alarms-Equipment Furniture & Materials
Fortus UK (England & Wales),"3,221.12",10/09/2024,SS05,R2030,Operational In-House Services,Alarms-Equipment Furniture & Materials
Fraud Advisory Services Ltd,700.15,31/08/2024,YS91,R2453,Children's Social Care,Childrens Admin - Legal Fees-Fees - Legal
Fuel Card Services Ltd,"2,494.19",31/08/2024,SV01,R3081,Operational In-House Services,Admin Account-Fuel Oil Diesel Petrol Etc
Fuel Card Services Ltd,"5,534.44",31/08/2024,SV01,R3081,Operational In-House Services,Admin Account-Fuel Oil Diesel Petrol Etc
