SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period September 2023,,,,,,,,,,,,
SUPPLIER,AMOUNT,TRANSACTION DATE,COST CENTRE,ACCOUNT,DEPARTMENT,SUMMARY OF EXPENDITURE,,,,,,
Accomplish Group Lifestyles Ltd,"8,471.68",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Accomplish Group Lifestyles Ltd,"12,178.04",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Accomplish Group Lifestyles Ltd,"15,884.40",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
Accomplish Group Lifestyles Ltd,"15,884.40",14/09/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living,,,,,,
ACCOMPLISH GROUP LTD,560.00,22/09/2023,TA01,H2000,Adult Social Care,Corporate Appointeeship - Protection of Property Accounts,,,,,,
Achieve Together Ltd,594.16,14/09/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living,,,,,,
Achieve Together Ltd,632.34,14/09/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living,,,,,,
Achieve Together Ltd,"1,064.96",14/09/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living,,,,,,
Achieve Together Ltd,"1,665.60",14/09/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living,,,,,,
Achieve Together Ltd,"1,782.90",14/09/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living,,,,,,
Acorn Care And Education Ltd,"15,463.33",31/05/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
Acorn Care And Education Ltd,"15,463.34",24/07/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
Acorn Care And Education Ltd,"15,782.66",24/07/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
Acorn Care And Education Ltd,"15,782.67",31/05/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
Acorn Care And Education Ltd,"16,444.44",21/06/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
Acorn Care And Education Ltd,"17,643.30",31/05/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
Acorn Care And Education Ltd,"21,666.66",03/08/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
Acorn Care And Education Ltd,"27,333.33",31/05/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
Acorn Care And Education Ltd,"27,333.34",24/07/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
Acorn Care And Education Ltd,"27,333.34",24/07/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools,,,,,,
Acorn Venture Farm,624.00,14/09/2023,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care,,,,,,
Action Pest Control Service,580.00,21/08/2023,BA06,R1001,Corporate Resources,Bootle Town Hall - Repair & Mtce Of Land & Buildings,,,,,,
Action Pest Control Service,640.00,15/09/2023,BA44,R1001,Corporate Resources,Other Properties And Estates - Repair & Mtce Of Land & Buildings,,,,,,
Action Pest Control Service,780.00,21/08/2023,SG23,R1001,Operational In-House Services,Green Sefton Service - Facilities & Resources - Repair & Mtce Of Land & Buildings,,,,,,
Action Pest Control Service,780.00,15/09/2023,SG23,R1001,Operational In-House Services,Green Sefton Service - Facilities & Resources - Repair & Mtce Of Land & Buildings,,,,,,
Activate Community & Education Services,"1,040.00",14/09/2023,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care,,,,,,
Activate Community & Education Services,"22,725.34",30/04/2023,EH31,R4157,Education Excellence,Special General Expenditure (High Needs) - Post 16,,,,,,
Activate Community & Education Services,"22,725.34",31/07/2023,EH31,R4157,Education Excellence,Special General Expenditure (High Needs) - Post 16,,,,,,
Activate Community & Education Services,"22,725.34",19/01/2023,EH31,R4157,Education Excellence,Special General Expenditure (High Needs) - Post 16,,,,,,
Active TT Schooling Ltd,540.00,08/09/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum,,,,,,
Active TT Schooling Ltd,540.00,15/09/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum,,,,,,
Active TT Schooling Ltd,540.00,07/07/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum,,,,,,
Active TT Schooling Ltd,540.00,14/07/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum,,,,,,
Active TT Schooling Ltd,540.00,20/07/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum,,,,,,
Active TT Schooling Ltd,720.00,22/09/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum,,,,,,
Active TT Schooling Ltd,800.00,08/09/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum,,,,,,
Active TT Schooling Ltd,800.00,15/09/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum,,,,,,
Active TT Schooling Ltd,800.00,22/09/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum,,,,,,
Active TT Schooling Ltd,800.00,22/09/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum,,,,,,
Active TT Schooling Ltd,800.00,15/09/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum,,,,,,
Active TT Schooling Ltd,800.00,08/09/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum,,,,,,
Active TT Schooling Ltd,"1,800.00",16/06/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum,,,,,,
Active TT Schooling Ltd,"1,800.00",20/07/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum,,,,,,
Active TT Schooling Ltd,"1,800.00",23/06/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum,,,,,,
Active TT Schooling Ltd,"2,400.00",14/07/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum,,,,,,
Active TT Schooling Ltd,"2,400.00",26/05/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum,,,,,,
Active TT Schooling Ltd,"2,400.00",30/06/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum,,,,,,
Active TT Schooling Ltd,"2,400.00",07/07/2023,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum,,,,,,
Adaptive Communication Solutions Ltd,"5,750.00",12/09/2023,BT22,R2498,Economic Growth and Housing,Southport Airshow - Major Events,,,,,,
Adi-Gardiner Ltd,562.50,21/09/2023,SS05,R2030,Operational In-House Services,Alarms - Equipment Furniture & Materials,,,,,,
Adi-Gardiner Ltd,565.79,08/09/2023,SS05,R2030,Operational In-House Services,Alarms - Equipment Furniture & Materials,,,,,,
Adi-Gardiner Ltd,634.47,15/09/2023,SS05,R2030,Operational In-House Services,Alarms - Equipment Furniture & Materials,,,,,,
Adi-Gardiner Ltd,973.10,22/09/2023,SS05,R2030,Operational In-House Services,Alarms - Equipment Furniture & Materials,,,,,,
Adi-Gardiner Ltd,"1,108.00",06/09/2023,SS05,R2030,Operational In-House Services,Alarms - Equipment Furniture & Materials,,,,,,
Adi-Gardiner Ltd,"1,505.96",28/09/2023,SS05,R2030,Operational In-House Services,Alarms - Equipment Furniture & Materials,,,,,,
Adi-Gardiner Ltd,"2,298.04",25/08/2023,SS05,R2030,Operational In-House Services,Alarms - Equipment Furniture & Materials,,,,,,
Adoption Matters,"35,565.00",31/07/2023,YS46,R4344,Children's Social Care,Adoption In Merseyside (RAA) - Pay-External Providers,,,,,,
Advanced Childcare Assessments Ltd,"1,595.20",20/04/2023,YS91,R2453,Children's Social Care,Childrens Admin - Legal Fees - Fees - Legal,,,,,,
Advanced Childcare Assessments Ltd,"1,744.60",14/09/2023,YS91,R2453,Children's Social Care,Childrens Admin - Legal Fees - Fees - Legal,,,,,,
Advanced Childcare Assessments Ltd,"1,990.40",05/05/2022,YS91,R2453,Children's Social Care,Childrens Admin - Legal Fees - Fees - Legal,,,,,,
Advinia Care Homes Ltd,"2,305.12",14/09/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho,,,,,,
AECOM LIMITED,"25,000.00",09/08/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
AECOM LIMITED,"68,260.00",09/08/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Agilisys Ltd,535.83,20/09/2023,YS92,R2655,Children's Social Care,Childrens & Families Administration - Computer Costs,,,,,,
Agilisys Ltd,611.31,20/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Agilisys Ltd,644.98,20/09/2023,HA01,R2655,Communities,The Atkinson - Computer Costs,,,,,,
Agilisys Ltd,651.31,11/08/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Agilisys Ltd,893.19,11/08/2023,GF66,R2655,Corporate Resources,ICT Services - Ad Hoc Operational Services - Computer Costs,,,,,,
Agilisys Ltd,"1,474.19",20/09/2023,SL70,R2452,Corporate Resources,BMD - Fees - External Audit,,,,,,
Agilisys Ltd,"3,830.97",25/08/2023,GF67,R4359,Corporate Resources,ICT Services - Schools CT Services - ICT Service Provider,,,,,,
Agilisys Ltd,"4,233.18",20/09/2023,GF52,R4359,Corporate Resources,IT Development Fund - ICT Service Provider,,,,,,
Agilisys Ltd,"4,233.18",20/09/2023,GF66,R4359,Corporate Resources,ICT Services - Ad Hoc Operational Services - ICT Service Provider,,,,,,
Agilisys Ltd,"10,150.00",25/08/2023,SS01,R2655,Operational In-House Services,Admin & Management - Computer Costs,,,,,,
Agilisys Ltd,"11,274.83",25/08/2023,GF67,R4359,Corporate Resources,ICT Services - Schools CT Services - ICT Service Provider,,,,,,
Agilisys Ltd,"17,601.05",25/08/2023,GF67,R4359,Corporate Resources,ICT Services - Schools CT Services - ICT Service Provider,,,,,,
Aidapt Bathrooms Ltd,600.00,30/08/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Aidapt Bathrooms Ltd,680.00,25/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Aidapt Bathrooms Ltd,680.00,18/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Aidapt Bathrooms Ltd,682.50,18/09/2023,AE10,R2052,Adult Social Care,"Adults Equipment - Aids, Appliances And Adaptations",,,,,,
Aidapt Bathrooms Ltd,"1,000.00",21/08/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Aidapt Bathrooms Ltd,"1,150.00",18/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
Aidapt Bathrooms Ltd,"2,200.00",25/09/2023,CAP1,C1000,Capital,Capital - Capital Expenditure,,,,,,
AINTREE VILLAGE PARISH,"16,989.00",29/09/2023,UB02,R4162,Corporate,Parish Precepts - Parish Precepts,,,,,,
AJ Pyrotechnics Ltd,"10,000.00",20/09/2023,BT23,R2498,Economic Growth and Housing,British Musical Fireworks - Major Events,,,,,,
Alcedo Care,506.66,14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,517.44,14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,528.22,14/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Alcedo Care,603.68,14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,689.92,14/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Alcedo Care,700.70,14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,747.00,14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,776.16,14/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Alcedo Care,905.52,14/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Alcedo Care,905.52,14/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Alcedo Care,905.52,14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,948.64,14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,991.76,14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,"1,034.88",14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,"1,175.02",14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,"1,195.20",14/09/2023,AM10,R4054,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Community Support,,,,,,
Alcedo Care,"1,207.36",14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,"1,207.36",14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,"1,207.36",14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,"1,207.36",14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,"1,293.60",14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,"1,293.60",14/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Alcedo Care,"1,466.08",14/09/2023,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64 - Domiciliary Care,,,,,,
Alcedo Care,"1,509.20",14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,"1,509.20",14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,"1,509.20",14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,"1,509.20",14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,"1,811.04",14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,"1,813.00",14/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Alcedo Care,"1,854.16",14/09/2023,AS05,R4051,Adult Social Care,Sensory Support - Adults 18-64 - Domiciliary Care,,,,,,
Alcedo Care,"1,983.52",14/09/2023,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,"2,996.84",14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,"3,018.40",14/09/2023,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,"3,018.40",14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,"3,018.40",14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,"3,018.40",14/09/2023,AN10,R4051,Adult Social Care,Mental Health Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,"3,277.12",14/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Alcedo Care,"3,622.08",14/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alcedo Care,"4,743.20",14/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Alcumus Info Exchange Ltd,"2,145.00",20/09/2023,BI02,R2655,Corporate Resources,Building Services - Computer Costs,,,,,,
ALERC,550.00,03/07/2023,BP10,R2868,Economic Growth and Housing,Environmental Advisory Service - Subscriptions,,,,,,
Alexander House,"1,982.52",14/09/2023,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Rest Homes,,,,,,
Allied Publicity Services (Manchester) Limited,"1,631.17",29/08/2023,BC05,R2225,Highways and Public Protection,"Highway Safety - Parking - Printing, Stationery & General Office Expenses",,,,,,
Alphacare NW Domiciliary & Support Services Ltd,571.34,19/09/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care,,,,,,
Alphacare NW Domiciliary & Support Services Ltd,592.90,19/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Alphacare NW Domiciliary & Support Services Ltd,603.68,19/09/2023,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care,,,,,,
Alphacare NW Domiciliary & Support Services Ltd,603.68,19/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alphacare NW Domiciliary & Support Services Ltd,603.68,19/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alphacare NW Domiciliary & Support Services Ltd,603.68,19/09/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care,,,,,,
Alphacare NW Domiciliary & Support Services Ltd,603.68,19/09/2023,AP05,R4059,Adult Social Care,Physical Support - Adults 18-64 - Re-Enablement,,,,,,
Alphacare NW Domiciliary & Support Services Ltd,738.43,19/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
Alphacare NW Domiciliary & Support Services Ltd,803.11,19/09/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement,,,,,,
