SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period February 2023,,,,,,
Supplier,Amount,Date,Cost Centre,Account,Department,Summary of Expenditure
1st Class Care Agency Ltd t/a Yes Care,521.95,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,531.44,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,531.44,26/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,531.44,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,531.44,26/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
1st Class Care Agency Ltd t/a Yes Care,531.44,26/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
1st Class Care Agency Ltd t/a Yes Care,531.44,26/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,531.44,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,531.44,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,531.44,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,531.44,26/01/2023,AL05,R4051,Adult Social Care,Learning Disability Support -Adults 18-64 - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,531.44,26/01/2023,AP05,R4059,Adult Social Care,Physical Support - Adults 18-64 - Re-Enablement
1st Class Care Agency Ltd t/a Yes Care,531.44,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,540.93,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,607.36,26/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,626.34,26/01/2023,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64 - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,654.81,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,654.81,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,664.30,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,683.28,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,683.28,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,702.26,26/01/2023,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,721.24,26/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,730.73,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,740.22,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,749.71,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,768.69,26/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,768.69,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,778.18,26/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,778.18,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,787.67,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,797.16,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,797.16,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,797.16,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,797.16,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,797.16,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,797.16,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,797.16,26/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,806.65,26/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
1st Class Care Agency Ltd t/a Yes Care,816.14,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,920.53,26/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,930.02,26/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
1st Class Care Agency Ltd t/a Yes Care,930.02,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,986.96,26/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
1st Class Care Agency Ltd t/a Yes Care,986.96,26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"1,024.92",26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"1,034.41",26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"1,043.90",26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"1,053.39",26/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
1st Class Care Agency Ltd t/a Yes Care,"1,062.88",26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"1,062.88",26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"1,062.88",26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"1,062.88",26/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
1st Class Care Agency Ltd t/a Yes Care,"1,062.88",26/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
1st Class Care Agency Ltd t/a Yes Care,"1,062.88",26/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
1st Class Care Agency Ltd t/a Yes Care,"1,091.35",26/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
1st Class Care Agency Ltd t/a Yes Care,"1,100.84",26/01/2023,AL05,R4051,Adult Social Care,Learning Disability Support -Adults 18-64 - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"1,119.82",26/01/2023,AN10,R4051,Adult Social Care,Mental Health Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"1,138.80",26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"1,195.74",26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"1,300.13",26/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"1,328.60",26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"1,328.60",26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"1,366.56",26/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
1st Class Care Agency Ltd t/a Yes Care,"1,404.52",26/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
1st Class Care Agency Ltd t/a Yes Care,"1,423.50",26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"1,594.32",26/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
1st Class Care Agency Ltd t/a Yes Care,"1,613.30",26/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
1st Class Care Agency Ltd t/a Yes Care,"1,708.20",26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"2,021.37",26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"2,059.33",26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"2,125.76",26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"2,125.76",26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"2,125.76",26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"2,239.64",26/01/2023,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"2,657.20",26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"2,657.20",26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"2,657.20",26/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"2,657.20",26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"2,657.20",26/01/2023,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"2,657.20",26/01/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
1st Class Care Agency Ltd t/a Yes Care,"2,657.20",26/01/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
1st Class Care Agency Ltd t/a Yes Care,"3,549.26",26/01/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
24-7 Locks Ltd,"1,213.00",02/02/2023,GN05,R5145,Communities,Vulnerable Victims Advocates - Payment To Organisation
24x7 Ltd,"2,917.45",31/01/2023,YL22,R3305,Education Excellence,SEN Transport to Secondary Schools - Specialist Transport Fixed Route
24x7 Ltd,"3,004.53",31/01/2023,YL12,R3310,Education Excellence,SEN Transport to Primary Schools - Out of Borough Transport costs
24x7 Ltd,"3,071.66",31/01/2023,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel - Out of Borough Transport costs
24x7 Ltd,"3,442.67",31/01/2023,YL31,R3305,Education Excellence,SEN Transport to Special Schools - Specialist Transport Fixed Route
24x7 Ltd,"3,544.66",31/01/2023,YL36,R3305,Education Excellence,Independent / Non Maintained Special School SEN travel - Specialist Transport Fixed Route
24x7 Ltd,"4,305.83",31/01/2023,YL31,R3305,Education Excellence,SEN Transport to Special Schools - Specialist Transport Fixed Route
24x7 Ltd,"5,118.60",31/01/2023,YL60,R3310,Education Excellence,Post 16 Transport - Out of Borough Transport costs
24x7 Ltd,"6,114.90",31/01/2023,YL22,R3310,Education Excellence,SEN Transport to Secondary Schools - Out of Borough Transport costs
24x7 Ltd,"9,015.98",31/01/2023,YL31,R3305,Education Excellence,SEN Transport to Special Schools - Specialist Transport Fixed Route
3C Payment UK Ltd,731.20,31/01/2023,BC05,R2941,Highways and Public Protection,Highway Safety - Parking - Bank Charges
4PB,750.00,23/12/2022,YS91,R2453,Children's Social Care,Childrens Admin - Legal Fees - Fees - Legal
4PB,"3,500.00",13/12/2022,YS91,R2453,Children's Social Care,Childrens Admin - Legal Fees - Fees - Legal
8x8 UK Limited,"-2,520.75",07/02/2023,GF16,R2655,Corporate Resouces,Customer Services Team - Computer Costs
A A Molyneux Builders Ltd,987.50,25/11/2022,CAP1,C1000,Capital,Capital - Capital Expenditure
A A Molyneux Builders Ltd,"4,136.03",25/11/2022,CAP1,C1000,Capital,Capital - Capital Expenditure
A A Molyneux Builders Ltd,"4,596.15",25/11/2022,CAP1,C1000,Capital,Capital - Capital Expenditure
A A Molyneux Builders Ltd,"7,999.09",26/01/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
A Star Support Services Ltd.,910.00,01/02/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
A Star Support Services Ltd.,"4,727.50",01/02/2023,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Aaron Crest Care Home,760.00,01/02/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
AAT (GB) LTD,"11,526.50",23/02/2023,AE10,R2052,Adult Social Care,"Adults Equipment - Aids, Appliances And Adaptations"
Abbegale Lodge (2006) Li,541.40,01/02/2023,AN05,R5070,Adult Social Care,Mental Health Support - Adults 18-64 - Clients Personal Allowances
Abbegale Lodge (2006) Li,"-2,113.96",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,750.76,01/02/2023,AN10,R5070,Adult Social Care,Mental Health Support - Older People 65+ - Clients Personal Allowances
Abbegale Lodge (2006) Li,539.12,01/02/2023,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,749.12,01/02/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,278.52",01/02/2023,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,278.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,278.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,278.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,278.52",01/02/2023,AP05,R4045,Adult Social Care,Physical Support - Adults 18-64 - Residential - Short Term
Abbegale Lodge (2006) Li,"2,278.52",01/02/2023,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,278.52",01/02/2023,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,278.52",01/02/2023,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,278.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,539.40",01/02/2023,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,539.40",01/02/2023,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,573.52",01/02/2023,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,573.52",01/02/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Abbegale Lodge (2006) Li,"2,573.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,573.52",01/02/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,573.52",01/02/2023,AN10,R4046,Adult Social Care,Mental Health Support - Older People 65+ - Property Case - Residential Rest Homes
Abbegale Lodge (2006) Li,"2,573.52",01/02/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,573.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,573.52",01/02/2023,AG25,R4041,Adult Social Care,Social Support : Support For Social Isolation / Other - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,573.52",01/02/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,573.52",01/02/2023,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,573.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,573.52",01/02/2023,AP10,R4046,Adult Social Care,Physical Support - Older People 65+ - Property Case - Residential Rest Homes
Abbegale Lodge (2006) Li,"2,573.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"2,573.52",01/02/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"3,282.32",01/02/2023,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"3,282.32",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"3,282.32",01/02/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"3,282.32",01/02/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Abbegale Lodge (2006) Li,"3,282.32",01/02/2023,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Rest Homes
Abbendon Healthcare Limited,"2,599.16",01/02/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Abbendon Healthcare Limited,"2,599.16",01/02/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Abbendon Healthcare Limited,"2,599.16",01/02/2023,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Nursing Ho
Abbendon Healthcare Limited,"2,599.16",01/02/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Abbendon Healthcare Limited,"2,599.16",01/02/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Abbendon Healthcare Limited,"2,599.16",01/02/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Abbendon Healthcare Limited,"2,599.16",01/02/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Abbendon Healthcare Limited,"2,599.16",01/02/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Abbendon Healthcare Limited,"2,599.16",01/02/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Abbendon Healthcare Limited,"2,599.16",01/02/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Abbey Healthcare Westmoreland Ltd,"2,824.00",01/02/2023,AL05,R4041,Adult Social Care,Learning Disability Support -Adults 18-64 - Private Residential Care Rest Homes
Abbey Lawns Ltd,"2,184.40",01/02/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Abbeydale Nursing Home,"3,392.32",01/02/2023,AM05,R4042,Adult Social Care,Support With Memory & Cognition - Adults 18-64 - Private Residential Care Nursing Ho
Abbeydale Nursing Home,"5,544.00",01/02/2023,AM05,R4042,Adult Social Care,Support With Memory & Cognition - Adults 18-64 - Private Residential Care Nursing Ho
Abbeyfield North Mersey,"1,186.00",01/02/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
