SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period February 2023,,,,,,
Supplier,Amount,Date,Cost Centre,Account,Department,Summary of Expenditure
Arcare Edge Hall Ltd,"2,781.12",01/02/2023,AL05,R4041,Adult Social Care,Learning Disability Support -Adults 18-64 - Private Residential Care Rest Homes
Arcare Edge Hall Ltd,"2,781.12",01/02/2023,AL05,R4041,Adult Social Care,Learning Disability Support -Adults 18-64 - Private Residential Care Rest Homes
Arcare Edge Hall Ltd,"2,781.12",01/02/2023,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Rest Homes
Arcare Edge Hall Ltd,"2,781.12",01/02/2023,AL05,R4041,Adult Social Care,Learning Disability Support -Adults 18-64 - Private Residential Care Rest Homes
Arcare Edge Hall Ltd,"3,040.52",01/02/2023,AH10,R4041,Adult Social Care,Learning Disabilities-Pooled Budget - Private Residential Care Rest Homes
Arcare Edge Hall Ltd,"4,614.36",01/02/2023,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
Arimbs Properties Ltd,"1,299.90",16/02/2023,YS11,R2116,Children's Social Care,Assessment Team - Personal Needs
Artifax Software Ltd,"5,491.00",14/02/2023,HA01,R2655,Communities,The Atkinson - Computer Costs
Ascot Architectural Glazing Limited,"1,800.00",18/01/2023,BI38,R4344,Communities,Homeless Prevention Hardship Fund - Pay-External Providers
ASDA STORES LTD,"4,387.50",17/02/2023,YE90,R2451,Communities,COVID Winter Grant - Fees & Services - Other
ASDA STORES LTD,"7,297.87",06/02/2023,YE90,R2451,Communities,COVID Winter Grant - Fees & Services - Other
Ashcroft Care Ltd,"2,342.04",01/02/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Ashcroft Care Ltd,"2,342.04",01/02/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Ashcroft Care Ltd,"2,342.04",01/02/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Ashcroft Care Ltd,"2,342.04",01/02/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Ashcroft Care Ltd,"2,342.04",01/02/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Ashcroft Care Ltd,"2,342.04",01/02/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Ashcroft Care Ltd,"2,342.04",01/02/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Ashley Jade Training Academy Ltd,"3,370.00",12/01/2023,EH31,R4157,Education Excellence,Special General Expenditure (High Needs) - Post 16
Askews & Holts Library Services Ltd,716.22,20/02/2023,HL04,R2248,Communities,Bibliographical Service - Books
Askews & Holts Library Services Ltd,981.94,06/02/2023,HL04,R2248,Communities,Bibliographical Service - Books
Askews & Holts Library Services Ltd,"2,487.32",13/02/2023,HL04,R2248,Communities,Bibliographical Service - Books
Aspirations Care Ltd,703.92,01/02/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Aspirations Care Ltd,703.92,01/02/2023,AN10,R4043,Adult Social Care,Mental Health Support - Older People 65+ - Supported Living
Aspirations Care Ltd,844.70,01/02/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Aspirations Care Ltd,"1,407.84",01/02/2023,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Associated Newspapers Ltd,600.00,15/02/2023,BI05,R2921,Highways and Public Protection,Highway Network Management Team - Advertising - Legal Notices
Associated Newspapers Ltd,600.00,22/02/2023,BI05,R2921,Highways and Public Protection,Highway Network Management Team - Advertising - Legal Notices
Associated Newspapers Ltd,900.00,08/02/2023,BI05,R2921,Highways and Public Protection,Highway Network Management Team - Advertising - Legal Notices
Associated Newspapers Ltd,900.00,01/02/2023,BI05,R2921,Highways and Public Protection,Highway Network Management Team - Advertising - Legal Notices
Assured Care (Northwest) Ltd,512.46,06/02/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Assured Care (Northwest) Ltd,531.44,06/02/2023,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP05,R4059,Adult Social Care,Physical Support - Adults 18-64 - Re-Enablement
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,531.44,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,559.91,06/02/2023,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,559.91,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,569.40,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,578.89,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,588.38,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,607.36,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,650.07,06/02/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Assured Care (Northwest) Ltd,664.30,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,664.30,06/02/2023,AP05,R4059,Adult Social Care,Physical Support - Adults 18-64 - Re-Enablement
Assured Care (Northwest) Ltd,664.30,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,673.79,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,683.28,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,683.28,06/02/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Assured Care (Northwest) Ltd,759.20,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,759.20,06/02/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Assured Care (Northwest) Ltd,778.18,06/02/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Assured Care (Northwest) Ltd,787.67,06/02/2023,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64 - Domiciliary Care
Assured Care (Northwest) Ltd,797.16,06/02/2023,AM05,R4051,Adult Social Care,Support With Memory & Cognition - Adults 18-64 - Domiciliary Care
Assured Care (Northwest) Ltd,797.16,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,797.16,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,797.16,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,797.16,06/02/2023,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64 - Domiciliary Care
Assured Care (Northwest) Ltd,797.16,06/02/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Assured Care (Northwest) Ltd,797.16,06/02/2023,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64 - Domiciliary Care
Assured Care (Northwest) Ltd,797.16,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,797.16,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,797.16,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,797.16,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,806.65,06/02/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Assured Care (Northwest) Ltd,806.65,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,806.65,06/02/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Assured Care (Northwest) Ltd,816.14,06/02/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Assured Care (Northwest) Ltd,854.10,06/02/2023,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,873.08,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,873.08,06/02/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Assured Care (Northwest) Ltd,873.08,06/02/2023,AN05,R4051,Adult Social Care,Mental Health Support - Adults 18-64 - Domiciliary Care
Assured Care (Northwest) Ltd,911.04,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,930.02,06/02/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Assured Care (Northwest) Ltd,939.51,06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"1,062.88",06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"1,062.88",06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"1,062.88",06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"1,062.88",06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"1,062.88",06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"1,062.88",06/02/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Assured Care (Northwest) Ltd,"1,062.88",06/02/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Assured Care (Northwest) Ltd,"1,062.88",06/02/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Assured Care (Northwest) Ltd,"1,062.88",06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"1,062.88",06/02/2023,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"1,081.86",06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"1,086.61",06/02/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Assured Care (Northwest) Ltd,"1,138.80",06/02/2023,AN10,R4051,Adult Social Care,Mental Health Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"1,138.80",06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"1,195.74",06/02/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Assured Care (Northwest) Ltd,"1,195.74",06/02/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Assured Care (Northwest) Ltd,"1,195.74",06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"1,195.74",06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"1,214.72",06/02/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Assured Care (Northwest) Ltd,"1,214.72",06/02/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Assured Care (Northwest) Ltd,"1,252.68",06/02/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Assured Care (Northwest) Ltd,"1,252.68",06/02/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Assured Care (Northwest) Ltd,"1,323.86",06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"1,328.60",06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"1,328.60",06/02/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Assured Care (Northwest) Ltd,"1,328.60",06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"1,357.07",06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"1,414.01",06/02/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Assured Care (Northwest) Ltd,"1,746.16",06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"2,106.78",06/02/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Assured Care (Northwest) Ltd,"2,125.76",06/02/2023,AN10,R4051,Adult Social Care,Mental Health Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"2,125.76",06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"2,125.76",06/02/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Assured Care (Northwest) Ltd,"2,581.28",06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"2,657.20",06/02/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Assured Care (Northwest) Ltd,"2,685.67",06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"2,742.61",06/02/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Assured Care (Northwest) Ltd,"2,828.02",06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"3,188.64",06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Assured Care (Northwest) Ltd,"8,351.20",06/02/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Athena Care (Ormskirk) Ltd - Abbey Wood Lodge,"-1,890.00",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Athena Care (Ormskirk) Ltd - Abbey Wood Lodge,800.00,01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Athena Care (Ormskirk) Ltd - Abbey Wood Lodge,"1,301.60",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Athena Care (Ormskirk) Ltd - Abbey Wood Lodge,"2,618.40",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Athena Care (Ormskirk) Ltd - Abbey Wood Lodge,"2,618.40",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Athena Care (Ormskirk) Ltd - Abbey Wood Lodge,"2,618.40",01/02/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Athena Healthcare (Albert Road) Limited,"1,479.20",01/02/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Athena Healthcare (Albert Road) Limited,"2,196.28",01/02/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Athena Healthcare (Albert Road) Limited,"2,196.28",01/02/2023,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Nursing Ho
Athena Healthcare (Albert Road) Limited,"2,342.04",01/02/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Athena Healthcare (Albert Road) Limited,"2,342.04",01/02/2023,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Nursing Ho
Athena Healthcare (Albert Road) Limited,"2,573.52",01/02/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Athena Healthcare (Albert Road) Limited,"2,573.52",01/02/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Athena Healthcare (Albert Road) Limited,"2,573.52",01/02/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Athena Healthcare (Albert Road) Limited,"2,573.52",01/02/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Athena Healthcare (Albert Road) Limited,"2,573.52",01/02/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Athena Healthcare (Albert Road) Limited,"2,573.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Athena Healthcare (Albert Road) Limited,"5,638.72",01/02/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Athena Healthcare (Church Road) Limited,"-1,470.58",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Athena Healthcare (Church Road) Limited,"-1,201.55",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Athena Healthcare (Church Road) Limited,"2,040.60",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Athena Healthcare (Church Road) Limited,"2,181.96",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Athena Healthcare (Church Road) Limited,"2,213.48",01/02/2023,AM10,R4046,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Property Case - Residential Rest Homes
Athena Healthcare (Church Road) Limited,"2,278.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Athena Healthcare (Church Road) Limited,"2,278.52",01/02/2023,AM10,R4046,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Property Case - Residential Rest Homes
Athena Healthcare (Church Road) Limited,"2,481.61",01/02/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Athena Healthcare (Church Road) Limited,"2,573.52",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Athena Healthcare (Church Road) Limited,"3,216.90",01/02/2023,AM10,R4045,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Residential - Short Term
Athena Healthcare (Church Road) Limited,"4,265.76",01/02/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Athena Healthcare (Church Road) Limited,"7,799.88",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Athena Healthcare (Liverpool Road South) Limited,"2,476.72",01/02/2023,AS10,R4041,Adult Social Care,Sensory Support - Older People 65+ - Private Residential Care Rest Homes
Athena Healthcare (Liverpool Road South) Limited,"5,208.00",01/02/2023,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Nursing Ho
Athena Healthcare (Liverpool Road South) Limited,"15,120.00",01/02/2023,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Nursing Ho
Athena Healthcare (New Brighton Two ) Ltd T/A Marine View Lodge,"-2,870.44",01/02/2023,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Nursing Ho
Athena Healthcare (Oxford Road) Limited,"1,180.00",01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Athena Healthcare (Scarisbrick New Road) Limited,"-1,505.60",01/02/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
ATHENA HEALTHCARE -PARKLANDS LODGE,"-1,206.75",01/02/2023,AP10,R4049,Adult Social Care,Physical Support - Older People 65+ - Nursing- Short Term
ATHENA HEALTHCARE -PARKLANDS LODGE,636.00,01/02/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
ATHENA HEALTHCARE -PARKLANDS LODGE,885.09,01/02/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
ATHENA HEALTHCARE -PARKLANDS LODGE,"1,050.80",01/02/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
ATHENA HEALTHCARE -PARKLANDS LODGE,"2,022.05",01/02/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
ATHENA HEALTHCARE -PARKLANDS LODGE,"2,278.52",01/02/2023,AS10,R4041,Adult Social Care,Sensory Support - Older People 65+ - Private Residential Care Rest Homes
ATHENA HEALTHCARE -PARKLANDS LODGE,"2,278.52",01/02/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
ATHENA HEALTHCARE -PARKLANDS LODGE,"2,573.52",01/02/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
ATHENA HEALTHCARE -PARKLANDS LODGE,"2,573.52",01/02/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
ATHENA HEALTHCARE -PARKLANDS LODGE,"2,599.16",01/02/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
ATHENA HEALTHCARE -PARKLANDS LODGE,"2,599.16",01/02/2023,AM05,R4042,Adult Social Care,Support With Memory & Cognition - Adults 18-64 - Private Residential Care Nursing Ho
ATHENA HEALTHCARE -PARKLANDS LODGE,"2,599.16",01/02/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
ATHENA HEALTHCARE -PARKLANDS LODGE,"5,220.00",01/02/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Atherden Fuller Leng Ltd,"60,000.00",31/01/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Atkins Ltd,718.50,13/02/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Atkins Ltd,800.00,06/02/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Atkins Ltd,"2,467.50",13/02/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Atkins Ltd,"6,200.00",23/02/2023,BH08,R2470,Highways and Public Protection,Bridges And Structures - Consultancy and Professional Services
Atkins Ltd,"8,250.00",07/02/2023,BH08,R2470,Highways and Public Protection,Bridges And Structures - Consultancy and Professional Services
Atkins Ltd,"8,894.81",24/02/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Atkins Ltd,"9,010.00",03/02/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Atkins Ltd,"29,617.50",07/02/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Autism Initiatives,"1,050.00",12/09/2022,EH31,R2501,Education Excellence,Special General Expenditure (High Needs) - Bought In Professional Services-Curriculum
Autism Initiatives,"-15,203.87",01/02/2023,AL05,R4041,Adult Social Care,Learning Disability Support -Adults 18-64 - Private Residential Care Rest Homes
Autism Initiatives,"-12,336.79",01/02/2023,AL05,R4044,Adult Social Care,Learning Disability Support -Adults 18-64 - Residential - Respite
Autism Initiatives,596.00,01/02/2023,AG25,R4053,Adult Social Care,Social Support : Support For Social Isolation / Other - Day Care
Autism Initiatives,597.60,01/02/2023,AG25,R4053,Adult Social Care,Social Support : Support For Social Isolation / Other - Day Care
Autism Initiatives,608.64,01/02/2023,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
