SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period March 2023,,,,,,
Supplier,Amount,Date,Cost Centre,Account,Department,Summary of Expenditure
Benridge Care Homes Ltd,-557.38,30/03/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,555.80,30/03/2023,AP05,R4049,Adult Social Care,Physical Support - Adults 18-64 - Nursing- Short Term
Benridge Care Homes Ltd,558.12,01/03/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,558.12,30/03/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,651.01,01/03/2023,AM10,R4045,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Residential - Short Term
Benridge Care Homes Ltd,806.48,01/03/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Benridge Care Homes Ltd,821.40,01/03/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,840.60,01/03/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,840.60,30/03/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,847.16,30/03/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,847.16,01/03/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"1,080.00",01/03/2023,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"1,080.00",30/03/2023,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"1,481.96",01/03/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"1,512.37",01/03/2023,AP10,R4062,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Residential
Benridge Care Homes Ltd,"2,106.62",01/03/2023,AP05,R4049,Adult Social Care,Physical Support - Adults 18-64 - Nursing- Short Term
Benridge Care Homes Ltd,"2,457.72",30/03/2023,AP05,R4049,Adult Social Care,Physical Support - Adults 18-64 - Nursing- Short Term
Benridge Care Homes Ltd,"2,573.52",01/03/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,573.52",01/03/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,573.52",01/03/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,573.52",01/03/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,573.52",01/03/2023,AM10,R4045,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Residential - Short Term
Benridge Care Homes Ltd,"2,573.52",01/03/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,573.52",01/03/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,573.52",01/03/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,573.52",01/03/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Benridge Care Homes Ltd,"2,573.52",01/03/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,573.52",01/03/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,573.52",01/03/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,573.52",01/03/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,573.52",01/03/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Benridge Care Homes Ltd,"2,618.40",01/03/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,618.40",30/03/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,665.43",01/03/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Benridge Care Homes Ltd,"2,698.25",30/03/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,698.25",30/03/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,698.25",30/03/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,698.25",30/03/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,698.25",30/03/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,698.25",30/03/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,698.25",30/03/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,698.25",30/03/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,698.25",30/03/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,698.25",30/03/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Benridge Care Homes Ltd,"2,698.25",30/03/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,698.25",30/03/2023,AP10,R4045,Adult Social Care,Physical Support - Older People 65+ - Residential - Short Term
Benridge Care Homes Ltd,"2,698.25",30/03/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,698.25",30/03/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"2,721.05",01/03/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Benridge Care Homes Ltd,"2,905.00",30/03/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Benridge Care Homes Ltd,"2,905.00",01/03/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Benridge Care Homes Ltd,"2,941.17",01/03/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"3,010.90",01/03/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"3,764.16",01/03/2023,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"3,764.16",30/03/2023,AN05,R4041,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"4,309.68",30/03/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Benridge Care Homes Ltd,"4,444.57",30/03/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Benridge Care Homes Ltd,"5,952.31",01/03/2023,AP10,R4062,Adult Social Care,Physical Support - Older People 65+ - Transitional Beds - Residential
Benridge Care Homes Ltd,"6,951.00",01/03/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Benridge Care Homes Ltd,"7,720.56",01/03/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Bernard Taylor Partnership Ltd,549.45,21/03/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Bernard Taylor Partnership Ltd,"8,516.25",13/03/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Berry Street Garage,"13,638.00",22/02/2023,SD02,R1001,Operational In-House Services,Hawthorne Road Depot - Repair & Mtce Of Land & Buildings
Bes Electrical Wholesale Ltd,560.00,14/03/2023,SS05,R2030,Operational In-House Services,Alarms - Equipment Furniture & Materials
Bes Electrical Wholesale Ltd,617.75,14/03/2023,SS05,R2030,Operational In-House Services,Alarms - Equipment Furniture & Materials
Bes Electrical Wholesale Ltd,948.00,14/03/2023,SS05,R2030,Operational In-House Services,Alarms - Equipment Furniture & Materials
Bes Rehab Ltd,664.85,08/03/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Bethshan Nursing Home Lt,"2,252.00",01/03/2023,AL10,R4041,Adult Social Care,Learning Disability Support - Older People 65+ - Private Residential Care Rest Homes
Bethshan Nursing Home Lt,"2,252.00",30/03/2023,AL10,R4041,Adult Social Care,Learning Disability Support - Older People 65+ - Private Residential Care Rest Homes
Bigdude Hotels Limited,"3,237.44",06/01/2023,YS28,R2116,Children's Social Care,Locality South - Personal Needs
Bigdude Hotels Limited,"5,737.50",06/02/2023,BI39,R4344,Communities,Housing Accommodation-Bed & Breakfast - Pay-External Providers
Bigdude Hotels Limited,"6,112.50",20/02/2023,BI39,R4344,Communities,Housing Accommodation-Bed & Breakfast - Pay-External Providers
Bigdude Hotels Limited,"6,154.16",06/03/2023,BI39,R4344,Communities,Housing Accommodation-Bed & Breakfast - Pay-External Providers
Bigdude Hotels Limited,"7,237.50",13/03/2023,BI39,R4344,Communities,Housing Accommodation-Bed & Breakfast - Pay-External Providers
Bigdude Hotels Limited,"7,237.50",13/02/2023,BI39,R4344,Communities,Housing Accommodation-Bed & Breakfast - Pay-External Providers
Bigdude Hotels Limited,"7,685.00",27/02/2023,BI39,R4344,Communities,Housing Accommodation-Bed & Breakfast - Pay-External Providers
Birchwood Children's Services Ltd,"21,921.05",15/09/2022,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools
Birkdale High School,"1,425.00",14/03/2023,YL54,R2451,Education Excellence,School Improvement Service - Fees & Services - Other
Birkdale Park Nursing Home,"1,347.64",01/03/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"1,347.64",30/03/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"2,278.52",01/03/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Birkdale Park Nursing Home,"2,342.04",01/03/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"2,342.04",01/03/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"2,342.04",01/03/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"2,342.04",01/03/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"2,386.50",30/03/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Birkdale Park Nursing Home,"2,453.63",30/03/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"2,453.63",30/03/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"2,453.63",30/03/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"2,453.63",30/03/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"3,678.64",01/03/2023,AL10,R4042,Adult Social Care,Learning Disability Support - Older People 65+ - Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"3,678.64",30/03/2023,AL10,R4042,Adult Social Care,Learning Disability Support - Older People 65+ - Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"7,137.71",30/03/2023,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"7,673.88",30/03/2023,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"10,591.49",30/03/2023,AL05,R4042,Adult Social Care,Learning Disability Support -Adults 18-64 - Private Residential Care Nursing Ho
Birkdale Park Nursing Home,"29,522.89",01/03/2023,AL05,R4042,Adult Social Care,Learning Disability Support -Adults 18-64 - Private Residential Care Nursing Ho
Birtenshaw Merseyside,"-31,670.15",23/01/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools
Birtenshaw Merseyside,805.77,01/03/2023,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel - Out of Borough Transport costs
Birtenshaw Merseyside,"1,043.15",01/03/2023,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel - Out of Borough Transport costs
Birtenshaw Merseyside,"2,120.00",01/03/2023,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel - Out of Borough Transport costs
Birtenshaw Merseyside,"4,872.33",01/02/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools
Birtenshaw Merseyside,"4,872.33",01/11/2022,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools
Birtenshaw Merseyside,"4,872.33",01/12/2022,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools
Birtenshaw Merseyside,"4,872.33",01/01/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools
Birtenshaw Merseyside,"8,182.33",01/02/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools
Birtenshaw Merseyside,"8,182.33",01/01/2023,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools
Birtenshaw Merseyside,"8,182.33",01/12/2022,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools
Birtenshaw Merseyside,"8,182.33",01/11/2022,EH31,R4152,Education Excellence,Special General Expenditure (High Needs) - Non-Maintained Day Schools
Blackeyed Theatre,"3,620.78",27/03/2023,HA09,R2440,Communities,Programming - Fees - Music
Blair House Care Home Limited,749.12,30/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,749.12,01/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,824.48,01/03/2023,AM10,R4045,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Residential - Short Term
Blair House Care Home Limited,"2,021.20",30/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,021.20",01/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,102.84",30/03/2023,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,102.84",30/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,102.84",30/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,102.84",30/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,102.84",01/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,102.84",01/03/2023,AP05,R4042,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,102.84",01/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,102.84",01/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,281.16",30/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,281.16",01/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,281.20",30/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,281.20",01/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,282.68",01/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,282.68",30/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,294.24",30/03/2023,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,294.24",01/03/2023,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,305.52",30/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,305.52",01/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,432.92",01/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,432.92",30/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,565.04",30/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,565.04",30/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,565.04",01/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"2,565.04",01/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"3,600.00",01/03/2023,AG25,R4042,Adult Social Care,Social Support : Support For Social Isolation / Other - Private Residential Care Nursing Ho
Blair House Care Home Limited,"3,600.00",30/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"3,600.00",30/03/2023,AG25,R4042,Adult Social Care,Social Support : Support For Social Isolation / Other - Private Residential Care Nursing Ho
Blair House Care Home Limited,"3,600.00",01/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"4,400.00",30/03/2023,AN05,R4045,Adult Social Care,Mental Health Support - Adults 18-64 - Residential - Short Term
Blair House Care Home Limited,"4,426.80",30/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"4,426.80",01/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"4,855.90",30/03/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Blair House Care Home Limited,"5,028.57",30/03/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Blair House Care Home Limited,"5,814.29",01/03/2023,AN05,R4045,Adult Social Care,Mental Health Support - Adults 18-64 - Residential - Short Term
BLEEP (UK) PLC,525.00,06/02/2023,BT80,R2022,Economic Growth and Housing,Southport Market Hall - Equipment - Rental
BLEEP (UK) PLC,525.00,07/03/2023,BT80,R2022,Economic Growth and Housing,Southport Market Hall - Equipment - Rental
Bloom Procurement Services,"1,946.25",16/03/2023,UA01,R2451,Corporate,Corporate Costs - Fees & Services - Other
Bloom Procurement Services,"12,053.75",16/03/2023,UA01,R2868,Corporate,Corporate Costs - Subscriptions
Bluebird Care (Sefton),599.20,06/03/2023,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Bluebird Care (Sefton),898.00,06/03/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Bluebird Care (Sefton),"1,198.45",06/03/2023,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care
Bluebird Care (Sefton),"2,857.20",06/03/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Bluebird Care (Sefton),"3,857.60",06/03/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Bluebird Care (Sefton),"4,418.85",06/03/2023,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Bluebird Care (Sefton),"4,444.40",06/03/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Bluebird Care (Sefton),"4,658.50",06/03/2023,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
BLUNDELLSANDS METHODIST CHURCH,921.05,12/03/2023,BI54,R4171,Communities,Resettlement - Voluntary & Faith Sector
BLUNDELLSANDS METHODIST CHURCH,"3,800.00",19/03/2023,BI54,R4171,Communities,Resettlement - Voluntary & Faith Sector
Bmc Ltd,800.00,09/03/2023,TB02,H0101,Operational In-House Services,Stock / Stock Adjustment Account - Stock - Hawthorne Road Depot - Vehicle Maintenance
Bmc Ltd,940.00,09/03/2023,TB02,H0101,Operational In-House Services,Stock / Stock Adjustment Account - Stock - Hawthorne Road Depot - Vehicle Maintenance
Bmc Ltd,"3,399.01",27/02/2023,TB02,H0101,Operational In-House Services,Stock / Stock Adjustment Account - Stock - Hawthorne Road Depot - Vehicle Maintenance
Bolinda,548.85,17/02/2023,HL04,R2248,Communities,Bibliographical Service - Books
Bolinda,599.24,07/03/2023,HL04,R2248,Communities,Bibliographical Service - Books
Bolinda,709.94,07/03/2023,HL04,R2248,Communities,Bibliographical Service - Books
Bolinda,953.00,17/02/2023,HL04,R2248,Communities,Bibliographical Service - Books
Bolinda,"1,176.27",17/02/2023,HL04,R2248,Communities,Bibliographical Service - Books
Bolton at Home,500.00,17/10/2022,BI30,R2868,Economic Growth and Housing,Investment & Strategic Housing - Subscriptions
BONDCARE WILLINGTON LIMITED,"2,168.00",01/03/2023,AL10,R4042,Adult Social Care,Learning Disability Support - Older People 65+ - Private Residential Care Nursing Ho
BONDCARE WILLINGTON LIMITED,"7,372.43",30/03/2023,AL10,R4042,Adult Social Care,Learning Disability Support - Older People 65+ - Private Residential Care Nursing Ho
Bosco Society,"8,000.00",01/04/2023,BI49,R4344,Economic Growth and Housing,Rough Sleeper Initiative - Pay-External Providers
Bosco Society,"231,956.00",20/03/2023,BI35,R4344,Economic Growth and Housing,Homelessness Grant - Pay-External Providers
Boston Construction & Surveyors Ltd,955.00,03/01/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Boston Construction & Surveyors Ltd,"1,017.43",31/01/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Boston Construction & Surveyors Ltd,"4,863.75",03/02/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Boston Construction & Surveyors Ltd,"6,240.00",13/12/2022,CAP1,C1000,Capital,Capital - Capital Expenditure
Boston Construction & Surveyors Ltd,"9,805.00",31/01/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Boston Construction & Surveyors Ltd,"11,950.00",21/02/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Botanic Gardens Cafe,"1,030.00",08/03/2023,GN35,R4560,Communities,A.C. - North Southport - Meols Ward
Brabners Llp,850.00,01/02/2023,GM11,R2453,Corporate,Regeneration Scheme 1 - Fees - Legal
Brabners Llp,"1,200.00",02/03/2023,GM11,R2453,Corporate,Regeneration Scheme 1 - Fees - Legal
Brabners Llp,"2,000.00",01/03/2023,GM11,R2453,Corporate,Regeneration Scheme 1 - Fees - Legal
Brabners Llp,"2,250.00",17/02/2023,GM11,R2453,Corporate,Regeneration Scheme 1 - Fees - Legal
Brabners Llp,"2,450.00",01/03/2023,GM11,R2453,Corporate,Regeneration Scheme 1 - Fees - Legal
Brabners Llp,"3,300.00",01/02/2023,GM11,R2453,Corporate,Regeneration Scheme 1 - Fees - Legal
Bradbury Fields,"3,975.00",01/01/2023,AF01,R4171,Adult Social Care,Voluntary Organisation Schemes For Early Intervention And Information - Voluntary & Faith Sector
Brenntag UK Ltd,874.40,07/03/2023,HS05,R2030,Communities,BLC (Bootle Leisure Centre) - Equipment Furniture & Materials
Bridge Inn Community Farm,"1,060.60",30/03/2023,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
Bridge Inn Community Farm,"1,060.60",01/03/2023,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
British Telecom Plc,"4,231.98",28/02/2023,GF38,R2613,Corporate Resources,Central Landline Telephones - Landline Telephones (Excluding Arvato)
British Telecom Plc,"4,264.19",28/03/2023,GF38,R2613,Corporate Resources,Central Landline Telephones - Landline Telephones (Excluding Arvato)
Brook View Health Care Ltd,"2,450.72",30/03/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Brook View Health Care Ltd,"2,450.72",01/03/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Brook View Health Care Ltd,"13,263.88",30/03/2023,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Nursing Ho
Brook View Health Care Ltd,"13,263.88",01/03/2023,AN10,R4042,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Nursing Ho
Brook View Health Care Ltd,"13,875.00",30/03/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
