SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period June 2024,,,,,,
SUPPLIER,AMOUNT,TRANSACTION DATE,COST CENTRE,ACCOUNT,DEPARTMENT,SUMMARY OF EXPENDITURE
1 2 1 In The Community Ltd,691.56,20/06/2024,AN05,R4053,Adult Social Care,Mental Health Support - Adults 18-64 - Day Care
1 2 1 In The Community Ltd,691.68,20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,691.68,20/06/2024,AG25,R4053,Adult Social Care,Social Support : Support For Social Isolation / Other - Day Care
1 2 1 In The Community Ltd,691.68,20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,691.68,20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,691.68,20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,691.68,20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,691.68,20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,691.68,20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,691.68,20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,717.04,20/06/2024,AP05,R4053,Adult Social Care,Physical Support - Adults 18-64 - Day Care
1 2 1 In The Community Ltd,717.12,20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,922.24,20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,922.24,20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,075.68",20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,152.80",20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,152.80",20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,152.80",20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,152.80",20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,152.80",20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,152.80",20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,152.80",20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,152.80",20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,165.32",20/06/2024,AP05,R4053,Adult Social Care,Physical Support - Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,434.24",20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,440.00",20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,792.60",20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,792.80",20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,792.80",20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"2,605.28",20/06/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"3,073.60",20/06/2024,AH10,R4053,Adult Social Care,Learning Disabilities-Pooled Budget - Day Care
24x7 Ltd,601.67,31/05/2024,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel - Out of Borough Transport costs
24x7 Ltd,"1,040.00",31/05/2024,YL31,R3305,Education Excellence,SEN Transport to Special Schools - Specialist Transport Fixed Route
24x7 Ltd,"1,120.00",31/05/2024,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel - Out of Borough Transport costs
24x7 Ltd,"1,884.67",31/05/2024,YL36,R3305,Education Excellence,Independent / Non Maintained Special School SEN travel - Specialist Transport Fixed Route
24x7 Ltd,"2,153.33",31/05/2024,YL31,R3305,Education Excellence,SEN Transport to Special Schools - Specialist Transport Fixed Route
24x7 Ltd,"2,390.83",31/05/2024,YL31,R3310,Education Excellence,SEN Transport to Special Schools - Out of Borough Transport costs
24x7 Ltd,"2,660.00",31/05/2024,YL22,R3310,Education Excellence,SEN Transport to Secondary Schools - Out of Borough Transport costs
24x7 Ltd,"2,881.66",31/05/2024,YL31,R3305,Education Excellence,SEN Transport to Special Schools - Specialist Transport Fixed Route
24x7 Ltd,"3,103.00",31/05/2024,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel - Out of Borough Transport costs
24x7 Ltd,"3,244.88",31/05/2024,YL31,R3305,Education Excellence,SEN Transport to Special Schools - Specialist Transport Fixed Route
24x7 Ltd,"3,544.67",31/05/2024,YL36,R3305,Education Excellence,Independent / Non Maintained Special School SEN travel - Specialist Transport Fixed Route
24x7 Ltd,"3,926.67",31/05/2024,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel - Out of Borough Transport costs
24x7 Ltd,"5,000.25",31/05/2024,YL31,R3305,Education Excellence,SEN Transport to Special Schools - Specialist Transport Fixed Route
24x7 Ltd,"5,523.54",31/05/2024,YL12,R3305,Education Excellence,SEN Transport to Primary Schools - Specialist Transport Fixed Route
24x7 Ltd,"6,310.29",31/05/2024,YL31,R3305,Education Excellence,SEN Transport to Special Schools - Specialist Transport Fixed Route
24x7 Ltd,"6,519.79",31/05/2024,YL60,R3305,Education Excellence,Post 16 Transport - Specialist Transport Fixed Route
