SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period March 2024,,,,,,
SUPPLIER,AMOUNT,TRANSACTION DATE,COST CENTRE,ACCOUNT,DEPARTMENT,SUMMARY OF EXPENDITURE
1 2 1 In The Community Ltd,"-2,760.00",27/03/2024,AL05,R4053,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
1 2 1 In The Community Ltd,633.66,27/03/2024,AL05,R4053,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
1 2 1 In The Community Ltd,633.66,27/03/2024,AN05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,633.66,27/03/2024,AL05,R4053,Adult Social Care,Mental Health Support - Adults 18-64 - Day Care
1 2 1 In The Community Ltd,633.66,27/03/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,633.66,27/03/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,633.66,27/03/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,633.66,27/03/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,633.66,27/03/2024,AG25,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,633.66,27/03/2024,AL05,R4053,Adult Social Care,Social Support : Support For Social Isolation / Other - Day Care
1 2 1 In The Community Ltd,657.04,27/03/2024,AP05,R4053,Adult Social Care,S@W Recharges - Computer Costs
1 2 1 In The Community Ltd,657.04,27/03/2024,AL05,R4053,Adult Social Care,Physical Support - Adults 18-64 - Day Care
1 2 1 In The Community Ltd,844.88,27/03/2024,AL05,R4053,Adult Social Care,Meadows - Licences
1 2 1 In The Community Ltd,844.88,27/03/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,985.54,27/03/2024,AL05,R4053,Adult Social Care,Mental Health Support - Adults 18-64 - Community Support
1 2 1 In The Community Ltd,985.54,27/03/2024,AP05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,056.08",27/03/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,056.08",27/03/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,056.08",27/03/2024,AP05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,056.08",27/03/2024,AL05,R4053,Adult Social Care,Physical Support - Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,056.08",27/03/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,056.08",27/03/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,056.08",27/03/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,056.08",27/03/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,056.08",27/03/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,314.06",27/03/2024,AL05,R4053,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
1 2 1 In The Community Ltd,"1,440.00",27/03/2024,AL05,R4053,Adult Social Care,Corporate Parenting 3 - Personal Needs
1 2 1 In The Community Ltd,"1,642.58",27/03/2024,AL05,R4053,Adult Social Care,Authority Wide Costs Bank And Audit Fees - Bank Charges
1 2 1 In The Community Ltd,"1,642.58",27/03/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
1 2 1 In The Community Ltd,"1,642.58",27/03/2024,AL05,R4053,Adult Social Care,Learning Disability Support -Adults 18-64 - Day Care
