SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period January 2023,,,,,,
Supplier,Amount,Date,Cost Centre,Account,Department,Summary of Expenditure
St Jude Residential Care Home Ltd,"2,278.52",04/01/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
St Jude Residential Care Home Ltd,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
St Vincents R H,"2,278.52",04/01/2023,AN10,R4041,Adult Social Care,Mental Health Support - Older People 65+ - Private Residential Care Rest Homes
St Vincents R H,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
St Vincents R H,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
St Vincents R H,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
St Vincents R H,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
St Vincents R H,"2,278.52",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
St Vincents R H,"2,278.52",04/01/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
St Vincents R H,"2,278.52",04/01/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Stage Electrics,938.82,19/12/2022,HA01,R1001,Communities,The Atkinson - Repair & Mtce Of Land & Buildings
Stairlift Specialists Ltd t/a Mobility Living Centre,"3,615.00",24/11/2022,CAP1,C1000,Capital,Capital - Capital Expenditure
Stairlift Specialists Ltd t/a Mobility Living Centre,"3,675.00",23/11/2022,CAP1,C1000,Capital,Capital - Capital Expenditure
Stairlift Specialists Ltd t/a Mobility Living Centre,"7,297.00",21/12/2022,CAP1,C1000,Capital,Capital - Capital Expenditure
Stairlift Specialists Ltd t/a Mobility Living Centre,"7,595.00",24/11/2022,CAP1,C1000,Capital,Capital - Capital Expenditure
Standard Fuel Oils,"2,507.23",30/12/2022,TB02,H0102,Operational In-House Services,Stock / Stock Adjustment Account - Stock - Hawthorne Depot - Fuel
Standard Fuel Oils,"4,446.75",21/12/2022,TB02,H0105,Operational In-House Services,Stock / Stock Adjustment Account - Stock - Formby - Fuel
Standard Fuel Oils,"12,149.55",10/01/2023,TB02,H0105,Operational In-House Services,Stock / Stock Adjustment Account - Stock - Formby - Fuel
Standard Fuel Oils,"12,996.00",05/01/2023,TB02,H0102,Operational In-House Services,Stock / Stock Adjustment Account - Stock - Hawthorne Depot - Fuel
Standard Fuel Oils,"21,471.45",21/12/2022,TB02,H0102,Operational In-House Services,Stock / Stock Adjustment Account - Stock - Hawthorne Depot - Fuel
Stannah Lifts Service Ltd,"3,278.00",31/07/2022,CAP1,C1000,Capital,Capital - Capital Expenditure
Stannah Lifts Service Ltd,"3,764.00",24/10/2022,CAP1,C1000,Capital,Capital - Capital Expenditure
Stannah Lifts Service Ltd,"5,956.00",28/11/2022,CAP1,C1000,Capital,Capital - Capital Expenditure
Stannah Lifts Service Ltd,"6,717.00",30/11/2022,CAP1,C1000,Capital,Capital - Capital Expenditure
Stearn Electric Co Ltd,815.00,11/01/2023,HS06,R2021,Communities,DSW (Dunes Splashworld) - Equipment - Purchase
Stephensons Solicitors LLP,910.98,11/01/2023,YS61,R2451,Children's Social Care,Fostering Placements - Fees & Services - Other
Stocks Hall Care Homes Ltd,"2,618.40",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Stocks Hall Care Homes Ltd,"2,640.00",04/01/2023,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Stocks Hall Care Homes Ltd,"2,905.00",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Stocks Hall Care Homes Ltd,"4,249.60",04/01/2023,AM05,R4042,Adult Social Care,Support With Memory & Cognition - Adults 18-64 - Private Residential Care Nursing Ho
Stocks Hall N H,"2,905.00",04/01/2023,AP10,R4047,Adult Social Care,Physical Support - Older People 65+ - Property Case - Residential Nursing Homes
Stocks Hall N H,"2,905.00",04/01/2023,AP10,R4042,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Nursing Ho
Stocks Hall N H,"25,089.96",04/01/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Stocks Hall N H,"41,004.00",04/01/2023,AM10,R4042,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Nursing Ho
Stocks Hall R H,"2,618.40",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Stocks Hall R H,"2,618.40",04/01/2023,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Stocks Hall R H,"2,618.40",04/01/2023,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
Stocks Hall R H,"5,600.00",04/01/2023,AP05,R4041,Adult Social Care,Physical Support - Adults 18-64 - Private Residential Care Rest Homes
STRAND CARPETS,"1,110.00",08/01/2023,YS27,R2116,Children's Social Care,Locality Central - Personal Needs
Streatham House Nursery,"1,010.28",01/01/2023,YS27,R2116,Children's Social Care,Locality Central - Personal Needs
Streatham House Nursery,"1,066.04",01/01/2023,YS27,R2116,Children's Social Care,Locality Central - Personal Needs
Streetmaster (South Wales) Ltd,"2,081.30",09/01/2023,SG23,R1001,Operational In-House Services,Green Sefton Service - Facilities & Resources - Repair & Mtce Of Land & Buildings
Structec (Nw) Ltd,"-4,519.00",11/01/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Structec (Nw) Ltd,"4,582.50",19/12/2022,CAP1,C1000,Capital,Capital - Capital Expenditure
Structec (Nw) Ltd,"5,490.00",19/12/2022,CAP1,C1000,Capital,Capital - Capital Expenditure
Studio Thrift,600.00,08/01/2023,HL27,R2487,Communities,Innovation - Arts Council England - Other Hired Services - Bands/Artist
Sunrise Medical Ltd,583.70,16/01/2023,AE10,R2052,Adult Social Care,"Adults Equipment - Aids, Appliances And Adaptations"
Sunrise Medical Ltd,702.00,09/01/2023,AE10,R2052,Adult Social Care,"Adults Equipment - Aids, Appliances And Adaptations"
Supplier Name Redacted,"2,774.00",10/11/2022,TB13,H0301,Highways and Public Protection,Work in Default - Work in Default Expenditure
Supplier Name Redacted,600.00,17/10/2022,BD04,R1001,Highways and Public Protection,Pest Control Service - Repair & Mtce Of Land & Buildings
Supplier Name Redacted,960.00,31/07/2022,BD04,R1001,Highways and Public Protection,Pest Control Service - Repair & Mtce Of Land & Buildings
Supplier Name Redacted,"2,540.00",21/02/2021,BD04,R1001,Highways and Public Protection,Pest Control Service - Repair & Mtce Of Land & Buildings
Supplier Name Redacted,500.00,17/12/2022,BT80,R2498,Economic Growth and Housing,Southport Market Hall - Major Events
Supplier Name Redacted,719.00,01/12/2022,EH31,R4157,Education Excellence,Special General Expenditure (High Needs) - Post 16
Supplier Name Redacted,"1,650.00",31/12/2022,YL71,R2501,Education Excellence,Psychology Service - Bought In Professional Services-Curriculum
Supplier Name Redacted,"3,735.00",31/07/2022,BT80,R2021,Economic Growth and Housing,Southport Market Hall - Equipment - Purchase
Supplier Name Redacted,"7,592.00",01/12/2022,EH31,R4157,Education Excellence,Special General Expenditure (High Needs) - Post 16
Supplier Name Redacted,"2,508.60",01/12/2022,EH31,R4157,Education Excellence,Special General Expenditure (High Needs) - Post 16
Supplier Name Redacted,580.00,04/01/2023,CAP1,C1000,Capital,Capital - Capital Expenditure
Supplier Name Redacted,602.00,20/12/2022,YS81,R2052,Children's Social Care,"Childrens Special Equipment - Aids, Appliances And Adaptations"
Supplier Name Redacted,689.00,20/12/2022,AE32,R2052,Adult Social Care,"NHS  Equipment, Aids & Adaptations - Aids, Appliances And Adaptations"
Supplier Name Redacted,694.00,03/01/2023,YS81,R2052,Children's Social Care,"Childrens Special Equipment - Aids, Appliances And Adaptations"
Supplier Name Redacted,"1,675.00",04/01/2023,AE32,R2052,Adult Social Care,"NHS  Equipment, Aids & Adaptations - Aids, Appliances And Adaptations"
Supplier Name Redacted,"2,409.00",19/12/2022,AE32,R2052,Adult Social Care,"NHS  Equipment, Aids & Adaptations - Aids, Appliances And Adaptations"
Supplier Name Redacted,"1,481.50",16/12/2022,CAP1,C1000,Capital,Capital - Capital Expenditure
Supplier Name Redacted,"1,320.00",03/01/2023,HL27,R2487,Communities,Innovation - Arts Council England - Other Hired Services - Bands/Artist
Supplier Name Redacted,500.00,23/01/2023,GN05,R2226,Communities,Vulnerable Victims Advocates - Schools Learning Resources Non ICT
Supplier Name Redacted,538.50,19/01/2023,HS07,R2354,Communities,LSP (Litherland Sports Park) - General Provisions
Supplier Name Redacted,569.75,02/12/2022,SN05,R2354,Operational In-House Services,Contractors Food - Beverages - General Provisions
Supplier Name Redacted,648.55,12/12/2022,SN05,R2354,Operational In-House Services,Contractors Food - Beverages - General Provisions
Supplier Name Redacted,683.19,04/01/2023,SG63,R2354,Operational In-House Services,Green Sefton Service - Bootle Golf - General Provisions
Supplier Name Redacted,740.47,13/01/2023,SN05,R2354,Operational In-House Services,Contractors Food - Beverages - General Provisions
Supplier Name Redacted,780.82,25/11/2022,SN05,R2354,Operational In-House Services,Contractors Food - Beverages - General Provisions
Supplier Name Redacted,801.66,26/01/2023,HS03,R2354,Communities,Meadows - General Provisions
Supplier Name Redacted,902.32,06/01/2023,SN05,R2354,Operational In-House Services,Contractors Food - Beverages - General Provisions
Supplier Name Redacted,933.76,19/01/2023,SN05,R2354,Operational In-House Services,Contractors Food - Beverages - General Provisions
Supplier Name Redacted,"1,286.12",20/12/2022,HA09,R2361,Communities,Programming - Provisions - Bar
Supplier Name Redacted,592.88,22/12/2022,YL51,R2226,Economic Growth and Housing,Adult And Community Learning Service (AEC Crosby) - Schools Learning Resources Non ICT
Supplier Name Redacted,"4,056.00",01/12/2022,EH31,R4157,Education Excellence,Special General Expenditure (High Needs) - Post 16
Supplier Name Redacted,"-7,047.07",11/01/2023,AL05,R5063,Adult Social Care,Learning Disability Support -Adults 18-64 - Individual Service Funds
Supplier Name Redacted,"-1,300.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,-586.38,11/01/2023,AN10,R9420,Adult Social Care,Mental Health Support - Older People 65+ - Individual Service Funds - Client Contributions
Supplier Name Redacted,-552.99,11/01/2023,AN05,R9420,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds - Client Contributions
Supplier Name Redacted,-551.72,11/01/2023,AN05,R9420,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds - Client Contributions
Supplier Name Redacted,-551.15,11/01/2023,AN05,R9420,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds - Client Contributions
Supplier Name Redacted,-551.15,11/01/2023,AN05,R9420,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds - Client Contributions
Supplier Name Redacted,-533.99,11/01/2023,AP05,R9420,Adult Social Care,Physical Support - Adults 18-64 - Individual Service Funds - Client Contributions
Supplier Name Redacted,-520.60,11/01/2023,AN05,R9420,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds - Client Contributions
Supplier Name Redacted,500.00,29/01/2023,EE97,R8504,Education Excellence,Pupil Premium Grant - Looked After Children - Transfer Additional Sen Funding
Supplier Name Redacted,500.00,29/01/2023,EE97,R8504,Education Excellence,Pupil Premium Grant - Looked After Children - Transfer Additional Sen Funding
Supplier Name Redacted,503.00,18/01/2023,HA10,R2355,Communities,Enterprises - Gift Shop Provisions
Supplier Name Redacted,508.27,03/12/2022,EA01,R4344,Education Excellence,Early Years And Childcare - Pay-External Providers
Supplier Name Redacted,531.65,07/01/2023,YL58,R2440,Education Excellence,Music Service - Fees - Music
Supplier Name Redacted,540.00,29/01/2023,YS10,R2116,Children's Social Care,Social Worker Academy - Personal Needs
Supplier Name Redacted,543.00,09/09/2022,SL80,R2439,Corporate Resouces,Coroners - Fees - Forensic Science
Supplier Name Redacted,544.00,03/01/2023,SL80,R2438,Corporate Resouces,Coroners - Fees - Pathologists
Supplier Name Redacted,549.00,25/01/2023,YS91,R2453,Children's Social Care,Childrens Admin - Legal Fees - Fees - Legal
Supplier Name Redacted,552.00,22/01/2023,YS28,R2116,Children's Social Care,Locality South - Personal Needs
Supplier Name Redacted,553.35,31/01/2023,YS69,R2116,Children's Social Care,Young Person’s Team - Personal Needs
Supplier Name Redacted,580.01,22/01/2023,YS33,R2116,Children's Social Care,Leaving Care - Personal Needs
Supplier Name Redacted,581.58,07/11/2022,HA10,R2355,Communities,Enterprises - Gift Shop Provisions
Supplier Name Redacted,584.97,04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,595.90,12/01/2023,SL80,R2438,Corporate Resouces,Coroners - Fees - Pathologists
Supplier Name Redacted,600.00,24/01/2023,YL54,R2451,Education Excellence,School Improvement Service - Fees & Services - Other
Supplier Name Redacted,600.01,15/01/2023,BI54,R4171,Communities,Resettlement - Voluntary & Faith Sector
Supplier Name Redacted,605.00,18/01/2023,HA10,R2355,Communities,Enterprises - Gift Shop Provisions
Supplier Name Redacted,608.90,18/01/2023,HA10,R2355,Communities,Enterprises - Gift Shop Provisions
Supplier Name Redacted,626.75,21/12/2022,YL58,R2440,Education Excellence,Music Service - Fees - Music
Supplier Name Redacted,640.00,26/11/2022,HS05,R2451,Communities,BLC (Bootle Leisure Centre) - Fees & Services - Other
Supplier Name Redacted,643.20,19/12/2022,SL80,R2438,Corporate Resouces,Coroners - Fees - Pathologists
Supplier Name Redacted,650.00,08/01/2023,YS26,R2116,Children's Social Care,Locality North - Personal Needs
Supplier Name Redacted,664.00,18/01/2023,HA10,R2355,Communities,Enterprises - Gift Shop Provisions
Supplier Name Redacted,691.00,09/08/2022,SL80,R2439,Corporate Resouces,Coroners - Fees - Forensic Science
Supplier Name Redacted,710.00,22/01/2023,YS33,R2116,Children's Social Care,Leaving Care - Personal Needs
Supplier Name Redacted,720.00,09/12/2022,YS28,R2116,Children's Social Care,Locality South - Personal Needs
Supplier Name Redacted,738.00,27/01/2023,HA09,R2451,Communities,Programming - Fees & Services - Other
Supplier Name Redacted,785.37,18/01/2023,HA10,R2355,Communities,Enterprises - Gift Shop Provisions
Supplier Name Redacted,795.00,20/01/2023,SL65,R2435,Operational In-House Services,Thornton - Garden Of Rest - Fees - Burial & Cremation
Supplier Name Redacted,798.48,01/01/2023,YL58,R2440,Education Excellence,Music Service - Fees - Music
Supplier Name Redacted,799.40,15/01/2023,TA01,H2000,Adult Social Care,Corporate Appointeeship - Protection of Property Accounts
Supplier Name Redacted,810.00,29/12/2022,SL65,R2435,Operational In-House Services,Thornton - Garden Of Rest - Fees - Burial & Cremation
Supplier Name Redacted,850.00,08/01/2023,YS26,R2116,Children's Social Care,Locality North - Personal Needs
Supplier Name Redacted,860.00,18/01/2023,HA10,R2355,Communities,Enterprises - Gift Shop Provisions
Supplier Name Redacted,865.50,18/01/2023,HA10,R2355,Communities,Enterprises - Gift Shop Provisions
Supplier Name Redacted,867.24,15/12/2022,EA01,R4344,Education Excellence,Early Years And Childcare - Pay-External Providers
Supplier Name Redacted,875.00,15/01/2023,YS31,R2116,Children's Social Care,Corporate Parenting 1 - Personal Needs
Supplier Name Redacted,877.50,06/01/2023,AB25,R2453,Adult Social Care,Central Services - Fees - Legal
Supplier Name Redacted,896.94,03/12/2022,EA01,R4344,Education Excellence,Early Years And Childcare - Pay-External Providers
Supplier Name Redacted,900.00,15/01/2023,YL71,R2501,Education Excellence,Psychology Service - Bought In Professional Services-Curriculum
Supplier Name Redacted,908.31,11/01/2023,AN05,R5063,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds
Supplier Name Redacted,917.74,11/01/2023,AN05,R5063,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds
Supplier Name Redacted,917.74,11/01/2023,AN05,R5063,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds
Supplier Name Redacted,917.74,11/01/2023,AN05,R5063,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds
Supplier Name Redacted,917.74,11/01/2023,AN05,R5063,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds
Supplier Name Redacted,917.74,11/01/2023,AN10,R5063,Adult Social Care,Mental Health Support - Older People 65+ - Individual Service Funds
Supplier Name Redacted,917.74,11/01/2023,AN05,R5063,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds
Supplier Name Redacted,917.74,11/01/2023,AN05,R5063,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds
Supplier Name Redacted,917.74,11/01/2023,AN05,R5063,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds
Supplier Name Redacted,917.74,11/01/2023,AN05,R5063,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds
Supplier Name Redacted,917.74,11/01/2023,AN05,R5063,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds
Supplier Name Redacted,917.74,11/01/2023,AN05,R5063,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds
Supplier Name Redacted,917.74,11/01/2023,AN05,R5063,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds
Supplier Name Redacted,917.74,11/01/2023,AN05,R5063,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds
Supplier Name Redacted,917.74,11/01/2023,AN05,R5063,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds
Supplier Name Redacted,917.74,11/01/2023,AP05,R5063,Adult Social Care,Physical Support - Adults 18-64 - Individual Service Funds
Supplier Name Redacted,917.74,11/01/2023,AM05,R5063,Adult Social Care,Support With Memory & Cognition - Adults 18-64 - Individual Service Funds
Supplier Name Redacted,945.00,20/01/2023,SL65,R2435,Operational In-House Services,Thornton - Garden Of Rest - Fees - Burial & Cremation
Supplier Name Redacted,950.00,15/01/2023,YS27,R2116,Children's Social Care,Locality Central - Personal Needs
Supplier Name Redacted,954.00,22/12/2022,HA09,R2451,Communities,Programming - Fees & Services - Other
Supplier Name Redacted,964.00,18/01/2023,HA10,R2355,Communities,Enterprises - Gift Shop Provisions
Supplier Name Redacted,986.00,03/01/2023,YL58,R2440,Education Excellence,Music Service - Fees - Music
Supplier Name Redacted,"1,000.00",04/01/2023,AN05,R4057,Adult Social Care,Mental Health Support - Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,020.00",05/01/2023,BI39,R4344,Communities,Housing Accommodation-Bed & Breakfast - Pay-External Providers
Supplier Name Redacted,"1,044.00",19/12/2022,HA09,R2451,Communities,Programming - Fees & Services - Other
Supplier Name Redacted,"1,107.40",11/01/2023,AL05,R5063,Adult Social Care,Learning Disability Support -Adults 18-64 - Individual Service Funds
Supplier Name Redacted,"1,107.40",11/01/2023,AP10,R5063,Adult Social Care,Physical Support - Older People 65+ - Individual Service Funds
Supplier Name Redacted,"1,107.40",11/01/2023,AP05,R5063,Adult Social Care,Physical Support - Adults 18-64 - Individual Service Funds
Supplier Name Redacted,"1,107.40",11/01/2023,AL05,R5063,Adult Social Care,Learning Disability Support -Adults 18-64 - Individual Service Funds
Supplier Name Redacted,"1,140.00",29/12/2022,SL65,R2435,Operational In-House Services,Thornton - Garden Of Rest - Fees - Burial & Cremation
Supplier Name Redacted,"1,151.67",25/01/2023,AA04,R2451,Adult Social Care,SW Team South Hub - Fees & Services - Other
Supplier Name Redacted,"1,155.60",03/01/2023,SL80,R2438,Corporate Resouces,Coroners - Fees - Pathologists
Supplier Name Redacted,"1,200.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,200.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,200.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,233.00",15/01/2023,HA09,R2451,Communities,Programming - Fees & Services - Other
Supplier Name Redacted,"1,314.65",27/01/2023,YL58,R2440,Education Excellence,Music Service - Fees - Music
Supplier Name Redacted,"1,360.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,376.62",11/01/2023,AL05,R5063,Adult Social Care,Learning Disability Support -Adults 18-64 - Individual Service Funds
Supplier Name Redacted,"1,376.62",11/01/2023,AN10,R5063,Adult Social Care,Mental Health Support - Older People 65+ - Individual Service Funds
Supplier Name Redacted,"1,376.62",11/01/2023,AN05,R5063,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds
Supplier Name Redacted,"1,390.60",23/12/2022,SL80,R2438,Corporate Resouces,Coroners - Fees - Pathologists
Supplier Name Redacted,"1,400.00",08/01/2023,YS26,R2116,Children's Social Care,Locality North - Personal Needs
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL10,R4057,Adult Social Care,Learning Disability Support - Older People 65+ - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL10,R4057,Adult Social Care,Learning Disability Support - Older People 65+ - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL10,R4057,Adult Social Care,Learning Disability Support - Older People 65+ - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL10,R4057,Adult Social Care,Learning Disability Support - Older People 65+ - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,400.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,510.50",30/09/2022,YS27,R2116,Children's Social Care,Locality Central - Personal Needs
Supplier Name Redacted,"1,510.50",31/10/2022,YS27,R2116,Children's Social Care,Locality Central - Personal Needs
Supplier Name Redacted,"1,510.50",31/08/2022,YS27,R2116,Children's Social Care,Locality Central - Personal Needs
Supplier Name Redacted,"1,510.50",30/11/2022,YS69,R2116,Children's Social Care,Young Person’s Team - Personal Needs
Supplier Name Redacted,"1,552.88",11/01/2023,AN05,R5063,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds
Supplier Name Redacted,"1,573.90",21/12/2022,SL80,R2438,Corporate Resouces,Coroners - Fees - Pathologists
Supplier Name Redacted,"1,600.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,600.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,600.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,600.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,600.00",04/01/2023,AL10,R4057,Adult Social Care,Learning Disability Support - Older People 65+ - Shared Lives
Supplier Name Redacted,"1,600.00",04/01/2023,AG25,R4057,Adult Social Care,Social Support : Support For Social Isolation / Other - Shared Lives
Supplier Name Redacted,"1,600.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,600.00",04/01/2023,AL10,R4057,Adult Social Care,Learning Disability Support - Older People 65+ - Shared Lives
Supplier Name Redacted,"1,600.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,600.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,600.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,600.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,600.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,600.00",04/01/2023,AP05,R4057,Adult Social Care,Physical Support - Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,600.00",04/01/2023,AL05,R4057,Adult Social Care,Learning Disability Support -Adults 18-64 - Shared Lives
Supplier Name Redacted,"1,600.00",04/01/2023,AL10,R4057,Adult Social Care,Learning Disability Support - Older People 65+ - Shared Lives
