SEFTON COUNCIL: Supplier Payments where charge to specific cost centre is >= +/-£500 for period October 2024,,,,,,
SUPPLIER,AMOUNT,TRANSACTION DATE,COST CENTRE,ACCOUNT,DEPARTMENT,EXPLANATION OF EXPENDITURE
Cic,"1,300.32",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,300.32",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,300.32",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,300.32",10/10/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Cic,"1,300.32",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,300.32",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,300.32",10/10/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living
Cic,"1,403.52",10/10/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living
Cic,"1,443.20",10/10/2024,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64 - Community Support
Cic,"1,444.80",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,444.80",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,444.80",10/10/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living
Cic,"1,444.80",10/10/2024,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Cic,"1,444.80",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,486.08",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,651.20",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,651.20",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,651.20",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,657.60",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,657.60",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,657.60",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,657.60",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,671.84",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,671.84",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,671.84",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,857.60",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,857.60",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,857.60",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,857.60",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,857.60",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,857.60",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,857.60",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,857.60",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"1,940.16",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"2,022.72",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"2,146.56",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"2,146.56",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"2,146.56",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"2,146.56",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"2,146.56",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"2,255.00",10/10/2024,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64 - Community Support
Cic,"2,311.68",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"2,311.68",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"2,598.40",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"2,598.40",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"2,652.16",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"2,807.04",10/10/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living
Cic,"2,830.63",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"2,889.60",10/10/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living
Cic,"2,889.60",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"2,889.60",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"2,889.60",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"2,889.60",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"2,889.60",10/10/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living
Cic,"2,889.60",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"2,889.60",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"2,889.60",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"2,889.60",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"2,889.60",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"3,032.40",16/10/2024,AN05,R5063,Adult Social Care,Mental Health Support - Adults 18-64 - Individual Service Funds
Cic,"3,275.02",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"3,467.52",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"3,467.52",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"3,947.44",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"4,334.40",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"4,334.40",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"4,334.40",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"4,334.40",10/10/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Cic,"4,334.40",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"4,334.40",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"4,334.40",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"4,334.40",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"4,334.40",10/10/2024,AL10,R4043,Adult Social Care,Learning Disability Support - Older People 65+ - Supported Living
Cic,"4,334.40",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"4,334.40",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"4,334.40",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"4,420.24",16/10/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Cic,"5,201.28",10/10/2024,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Cic,"5,201.28",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"6,651.92",10/10/2024,AG25,R4041,Adult Social Care,Social Support : Support For Social Isolation / Other - Private Residential Care Rest Homes
Cic,"7,182.72",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"8,090.88",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"8,668.80",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"8,668.80",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"8,668.80",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"8,668.80",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"11,475.84",10/10/2024,AH10,R4043,Adult Social Care,Learning Disabilities-Pooled Budget - Supported Living
Cic,"12,129.60",16/10/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Cic,"51,173.25",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"174,153.78",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cic,"198,844.63",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Citizens Advice Sefton,"63,538.50",04/10/2024,GN06,R4171,Communities,Area Management - Voluntary & Faith Sector
CITY UNIVERSITY OF LONDON,"3,875.00",14/10/2024,AB25,R2470,Adult Social Care,Central Services - Consultancy and Professional Services
Civica Election Services Ltd,"3,645.13",11/10/2024,GG23,R2225,Corporate Resources,"Elections - Borough - Printing, Stationery & General Office Expenses"
Civica Election Services Ltd,"3,924.30",11/10/2024,GG23,R2225,Corporate Resources,"Elections - Borough - Printing, Stationery & General Office Expenses"
Cleapss,600.00,02/10/2024,GF03,R2868,Corporate Resources,Finance - Risk and Audit Services - Subscriptions
Click Travel,565.80,01/11/2024,YM13,R2723,Children's Social Care,"Service Managers - Officers Travel, Subsistence & Conference Expenses"
CLOISTERS CARE LTD,623.84,10/10/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
CLOISTERS CARE LTD,"3,176.16",10/10/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
CLOISTERS CARE LTD,"3,176.16",10/10/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
CLOISTERS CARE LTD,"3,176.16",10/10/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
CLOISTERS CARE LTD,"3,176.16",10/10/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
CLOISTERS CARE LTD,"3,176.16",10/10/2024,AM10,R4046,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Property Case - Residential Rest Homes
CLOISTERS CARE LTD,"3,176.16",10/10/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
CLOISTERS CARE LTD,"3,176.16",10/10/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Community Care Direct Ltd,"3,138.28",30/08/2024,AN10,R4051,Adult Social Care,Mental Health Support - Older People 65+ - Domiciliary Care
Community Independent Living,"-1,370.07",04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,515.24,04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,556.23,04/10/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Community Independent Living,585.50,04/10/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Community Independent Living,603.07,04/10/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Community Independent Living,632.34,04/10/2024,AS10,R4051,Adult Social Care,Sensory Support - Older People 65+ - Domiciliary Care
Community Independent Living,644.05,04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,655.76,04/10/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Community Independent Living,655.76,04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,655.76,04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,655.76,04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,796.28,04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,819.70,04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,913.38,04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,948.51,04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,983.64,04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,983.64,04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,983.64,04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,983.64,04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,983.64,04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"1,053.90",04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"1,077.32",04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"1,106.60",04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"1,299.81",04/10/2024,AM10,R4051,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Domiciliary Care
Community Independent Living,"1,311.52",04/10/2024,AN10,R4051,Adult Social Care,Mental Health Support - Older People 65+ - Domiciliary Care
Community Independent Living,"1,311.52",04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"1,311.52",04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"1,311.52",04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"1,311.52",04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"1,358.36",04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"1,358.36",04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"1,475.46",04/10/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Community Independent Living,"1,569.14",04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"1,639.40",04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"1,686.24",04/10/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Community Independent Living,"1,943.86",04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"1,967.28",04/10/2024,AL05,R4051,Adult Social Care,Learning Disability Support -Adults 18-64 - Domiciliary Care
Community Independent Living,"1,967.28",04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"1,967.28",04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"2,154.64",04/10/2024,AL05,R4051,Adult Social Care,Learning Disability Support -Adults 18-64 - Domiciliary Care
Community Independent Living,"2,623.04",04/10/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Community Independent Living,"2,623.04",04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"2,892.37",04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"2,950.92",04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"3,278.80",04/10/2024,AP10,R4059,Adult Social Care,Physical Support - Older People 65+ - Re-Enablement
Community Independent Living,"3,278.80",04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"3,278.80",04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"3,278.80",04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"3,278.80",04/10/2024,AP10,R4051,Adult Social Care,Physical Support - Older People 65+ - Domiciliary Care
Community Independent Living,"4,168.76",04/10/2024,AP05,R4051,Adult Social Care,Physical Support - Adults 18-64 - Domiciliary Care
Community Safe (UK) Ltd,660.00,16/10/2024,GN05,R5051,Communities,Vulnerable Victims Advocates - Payment Of Grant
Compass Minerals Uk Limited,"11,776.72",10/10/2024,TB03,H0104,Highways and Public Protection,Stock in Hand - Salt - Purchases - Stock
Complete Background Screening Ltd,"27,968.00",30/09/2024,GF19,R2418,Corporate Resources,THR & Payroll Team - Fees - DBS Checks Non Employees
Computer Cab (Liverpool) Ltd,"1,532.67",31/07/2024,YL22,R3310,Education Excellence,SEN Transport to Secondary Schools - Out of Borough Transport costs
Computer Cab (Liverpool) Ltd,"1,532.67",30/09/2024,YL22,R3310,Education Excellence,SEN Transport to Secondary Schools - Out of Borough Transport costs
Computer Cab (Liverpool) Ltd,"1,741.67",31/07/2024,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel - Out of Borough Transport costs
Computer Cab (Liverpool) Ltd,"2,508.00",30/09/2024,YL12,R3310,Education Excellence,SEN Transport to Primary Schools - Out of Borough Transport costs
Computer Cab (Liverpool) Ltd,"3,726.21",30/09/2024,YL36,R3310,Education Excellence,Independent / Non Maintained Special School SEN travel - Out of Borough Transport costs
Computer Cab (Liverpool) Ltd,"3,743.57",30/09/2024,YL36,R3305,Education Excellence,Independent / Non Maintained Special School SEN travel - Specialist Transport Fixed Route
Computer Cab (Liverpool) Ltd,"3,961.82",31/07/2024,YL36,R3305,Education Excellence,Independent / Non Maintained Special School SEN travel - Specialist Transport Fixed Route
Computer Cab (Liverpool) Ltd,"4,281.00",31/07/2024,YL12,R3310,Education Excellence,SEN Transport to Primary Schools - Out of Borough Transport costs
Computer Power Protection (Sales) Ltd,925.00,24/10/2024,GF63,R2655,Corporate Resources,ICT Contracts - Computer Costs
Conservation Contracts North West Limited,"3,309.00",27/08/2024,BP53,R2470,Economic Growth and Housing,LCR Farmland Species Recovery Project - Consultancy and Professional Services
Consortia Integrated Services Ltd,548.58,30/09/2024,AL52,R1171,Adult Social Care,Poplars - Respite - Emergency Call Out
Consortia Integrated Services Ltd,555.00,30/09/2024,BI33,R1001,Economic Growth and Housing,Gypsy Site - Repair & Mtce Of Land & Buildings
Consortia Integrated Services Ltd,557.49,30/09/2024,YL51,R1001,Economic Growth and Housing,Adult And Community Learning Service (AEC Crosby) - Repair & Mtce Of Land & Buildings
Consortia Integrated Services Ltd,582.89,30/09/2024,YC23,R1011,Children's Social Care,Talbot Street Family Wellbeing Centre - Building Maintenance-Delegated Schools
Consortia Integrated Services Ltd,666.47,30/09/2024,BA22,R1001,Property and Building Services,St Peters House - Repair & Mtce Of Land & Buildings
Consortia Integrated Services Ltd,702.00,30/09/2024,AP51,R1110,Adult Social Care,James Dixon Court Residential Home - Compliance Testing
Consortia Integrated Services Ltd,775.00,30/09/2024,AX22,R1001,Adult Social Care,James Dixon Court - Holding Account - Repair & Mtce Of Land & Buildings
Consortia Integrated Services Ltd,953.71,30/09/2024,BA06,R1001,Property and Building Services,Bootle Town Hall - Repair & Mtce Of Land & Buildings
Consortia Integrated Services Ltd,977.33,30/09/2024,YS67,R1001,Children's Social Care,Links Avenue - Repair & Mtce Of Land & Buildings
Consortia Integrated Services Ltd,"1,102.75",30/09/2024,AL55,R1001,Adult Social Care,The South Hub (Dunningsbridge RD) - Repair & Mtce Of Land & Buildings
Consortia Integrated Services Ltd,"1,149.46",30/09/2024,GP41,R1001,Corporate Resources,Integrated L&D Team - Repair & Mtce Of Land & Buildings
Consortia Integrated Services Ltd,"1,219.00",30/09/2024,SG23,R1001,Operational In-House Services,Green Sefton Service - Facilities & Resources - Repair & Mtce Of Land & Buildings
Consortia Integrated Services Ltd,"1,667.78",30/09/2024,BI40,R1001,Communities,Lonsdale House Hostel - Repair & Mtce Of Land & Buildings
Consortia Integrated Services Ltd,"2,003.00",30/09/2024,HS05,R1001,Communities,BLC (Bootle Leisure Centre) - Repair & Mtce Of Land & Buildings
Consortia Integrated Services Ltd,"2,430.00",30/09/2024,HS06,R1001,Communities,DSW (Dunes Splashworld) - Repair & Mtce Of Land & Buildings
Consortia Integrated Services Ltd,"4,850.00",15/10/2024,HS05,R1001,Communities,BLC (Bootle Leisure Centre) - Repair & Mtce Of Land & Buildings
Contenur UK Limited,864.00,16/10/2024,SC08,R2030,Operational In-House Services,Trade Waste - Equipment Furniture & Materials
Contenur UK Limited,"3,270.00",14/10/2024,SC04,R2030,Operational In-House Services,Alternating Weekly Collection Service - Equipment Furniture & Materials
Contenur UK Limited,"6,540.00",27/09/2024,SC08,R2030,Operational In-House Services,Trade Waste - Equipment Furniture & Materials
Contenur UK Limited,"7,630.00",27/09/2024,SC04,R2030,Operational In-House Services,Alternating Weekly Collection Service - Equipment Furniture & Materials
Contenur UK Limited,"40,435.20",11/10/2024,SC04,R2030,Operational In-House Services,Alternating Weekly Collection Service - Equipment Furniture & Materials
Continuous Dataprint (UK) Ltd,580.00,14/10/2024,HA01,R2927,Communities,The Atkinson - Advertising & Marketing
Continuous Dataprint (UK) Ltd,"2,020.20",18/10/2024,BR15,R2927,Economic Growth and Housing,S@W Recharges - Advertising & Marketing
Controlled Events Limited,"3,691.00",23/09/2024,BT23,R2498,Economic Growth and Housing,British Musical Fireworks - Major Events
Co-op Funeral Care,735.00,05/09/2024,SL65,R2225,Operational In-House Services,"Thornton - Garden Of Rest - Printing, Stationery & General Office Expenses"
Cooper Noble Care Ltd,"-2,476.80",10/10/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Cooper Noble Care Ltd,-947.20,10/10/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Cooper Noble Care Ltd,"1,155.84",10/10/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Cooper Noble Care Ltd,"1,657.60",10/10/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Cooper Noble Care Ltd,"1,657.60",10/10/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Cooper Noble Care Ltd,"1,657.60",10/10/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Cooper Noble Care Ltd,"1,657.60",10/10/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Cooper Noble Care Ltd,"4,334.40",10/10/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Cooper Noble Care Ltd,"4,334.40",10/10/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Cooper Noble Care Ltd,"4,334.40",10/10/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Cooper Noble Care Ltd,"4,334.40",10/10/2024,AN05,R4043,Adult Social Care,Mental Health Support - Adults 18-64 - Supported Living
Cooper Noble Care Ltd,"6,630.40",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Cooper Noble Care Ltd,"16,592.80",10/10/2024,AL05,R4054,Adult Social Care,Learning Disability Support -Adults 18-64 - Community Support
Cooper Noble Care Ltd,"17,337.60",10/10/2024,AL05,R4043,Adult Social Care,Learning Disability Support -Adults 18-64 - Supported Living
Coram Children's Legal Centre Limited,"2,591.00",09/10/2024,YS61,R2451,Children's Social Care,Fostering Placements - Fees & Services - Other
Cordis Bright Ltd,"9,995.00",26/09/2024,YE61,R2452,Children's Social Care,Youth Offending Team - Fees - External Audit
Cosmo Data Safe Ltd,801.89,27/09/2024,YS26,R2116,Children's Social Care,Locality North - Personal Needs
Counter Context Ltd,"12,166.48",30/09/2024,CAP1,C1000,Capital,Capital - Capital Expenditure
Counter Context Ltd,"12,166.48",30/09/2024,CAP1,C1000,Capital,Capital - Capital Expenditure
County Homes,520.00,10/10/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
County Homes,"3,369.80",10/10/2024,AN05,R4042,Adult Social Care,Mental Health Support - Adults 18-64 - Private Residential Care Nursing Ho
Courtfield Lodge N H,"3,071.28",10/10/2024,AP10,R4046,Adult Social Care,Physical Support - Older People 65+ - Property Case - Residential Rest Homes
Courtfield Lodge N H,"3,071.28",10/10/2024,AL10,R4041,Adult Social Care,Learning Disability Support - Older People 65+ - Private Residential Care Rest Homes
Courtfield Lodge N H,"3,071.28",10/10/2024,AL10,R4041,Adult Social Care,Learning Disability Support - Older People 65+ - Private Residential Care Rest Homes
Courtfield Lodge N H,"3,071.28",10/10/2024,AP10,R4041,Adult Social Care,Physical Support - Older People 65+ - Private Residential Care Rest Homes
Courtfield Lodge N H,"3,301.60",10/10/2024,AM10,R4041,Adult Social Care,Support With Memory & Cognition - Older People 65+ - Private Residential Care Rest Homes
CPCS Wirral Limited,"2,280.00",23/09/2024,YL71,R2501,Education Excellence,Psychology Service - Bought In Professional Services-Curriculum
CPCS Wirral Limited,"2,280.00",14/10/2024,YL71,R2501,Education Excellence,Psychology Service - Bought In Professional Services-Curriculum
