Body Name,Body,Service Label,Service Code,Service Division Label,Service Division Code,Expenditure Category,Expenditure Code,CIPFA Detailed Expenditure Type,CIPFA Detailed Expenditure Code,Date,Transaction Number,CC 43 TBM Section,CCN 43 TBM Section,CC 02 Council or Non Council,Net Amount,Capital and Revenue,Creditor Name
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Environment & Regulatory Serv,BVAERS,Management Services (DEC),MGT,Transport Related,D,Direct Transport Costs,DA,09/08/2023,PAY01700562,CICL,City Clean,COUN,2682.64,Revenue,Custom Coachworks (Burgess Hill) Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Ed Ed Other LA Attrib Sch,ELA,Third Party Payments,F,Other Establishments,FH,03/08/2023,PAY01699348,HNBO,HNB E&S Other,COUN,5430.00,Revenue,Cygnet (NW) Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Non I&E,BVANON,Cap - Housing Services - HRA,4HR,New Construction n Conversion,PB,New Construction n Conversion,PBL5,08/08/2023,PAY01700177,HREM,Repairs & Maintenance,COUN,28381.58,Capital,D E H Electrical Contractors Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Non I&E,BVANON,Cap - Housing Services - HRA,4HR,New Construction n Conversion,PB,New Construction n Conversion,PBL5,16/08/2023,PAY01702497,HREM,Repairs & Maintenance,COUN,30566.32,Capital,D E H Electrical Contractors Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Non I&E,BVANON,Cap - Housing Services - HRA,4HR,New Construction n Conversion,PB,New Construction n Conversion,PBL5,18/08/2023,PAY01703927,HREM,Repairs & Maintenance,COUN,11326.08,Capital,D E H Electrical Contractors Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Non I&E,BVANON,Cap - Housing Services - HRA,4HR,New Construction n Conversion,PB,New Construction n Conversion,PBL5,22/08/2023,PAY01704418,HREM,Repairs & Maintenance,COUN,14385.65,Capital,D E H Electrical Contractors Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Non I&E,BVANON,Cap - Housing Services - HRA,4HR,New Construction n Conversion,PB,New Construction n Conversion,PBL5,23/08/2023,PAY01704746,HREM,Repairs & Maintenance,COUN,17731.49,Capital,D E H Electrical Contractors Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Cultural and Related Serv,BVACUL,Open Spaces,PEN,Supplies and Services,E,Equip't Furniture n Materials,EA,16/08/2023,PAY01702614,CIPK,City Parks,COUN,595.67,Revenue,D&M Tools Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Housing General Fund,BVAHOG,Homelessness,HML,Premises Related,C,Rents Payable,CC,02/08/2023,PAY01698768,TAAS,Temp Accom and Allocations,COUN,1400.00,Revenue,Danworth Holdings Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Learning Disabilities,ALD,Customer n Client Receipts,M,Fees n Charges,MB,24/08/2023,PAY01705160,LDCC,Learning Disability Comm Care,COUN,-483.20,Revenue,Davigdor Lodge Rest Home
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Learning Disabilities,ALD,Third Party Payments,F,Other Establishments,FH,24/08/2023,PAY01705160,LDCC,Learning Disability Comm Care,COUN,2570.40,Revenue,Davigdor Lodge Rest Home
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Mental Health Support,MHP,Customer n Client Receipts,M,Fees n Charges,MB,24/08/2023,PAY01705160,MENH,Mental Health Support,COUN,-1382.40,Revenue,Davigdor Lodge Rest Home
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Mental Health Support,MHP,Third Party Payments,F,Other Establishments,FH,24/08/2023,PAY01705160,MENH,Mental Health Support,COUN,73039.16,Revenue,Davigdor Lodge Rest Home
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Mental Health Support,MHP,Third Party Payments,F,Other Establishments,FH,31/08/2023,PAY01706728,MENH,Mental Health Support,COUN,7400.00,Revenue,Davigdor Lodge Rest Home
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Customer n Client Receipts,M,Fees n Charges,MB,24/08/2023,PAY01705197,PHYS,Physical Support,COUN,-2756.32,Revenue,Dean Care Ltd t/a Wilbury Rest Home
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Third Party Payments,F,Other Establishments,FH,24/08/2023,PAY01705197,PHYS,Physical Support,COUN,22123.76,Revenue,Dean Care Ltd t/a Wilbury Rest Home
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Non I&E,BVANON,CAP Education Services,4ED,New Construction n Conversion,PB,New Construction n Conversion,PBL5,25/08/2023,PAY01706052,EYRS,Early Years,COUN,1950.00,Capital,Decontaminate UK Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Housing General Fund,BVAHOG,Homelessness,HML,Supplies and Services,E,Communications n Computing,EH,08/08/2023,PAY01700047,TAAS,Temp Accom and Allocations,COUN,138.87,Revenue,Dell Computer Corporation Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Housing General Fund,BVAHOG,Private Sector Hsing Renewal,PHR,Supplies and Services,E,Communications n Computing,EH,08/08/2023,PAY01700047,PSHG,Private Sector Housing,COUN,138.87,Revenue,Dell Computer Corporation Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Housing Revenue Account,BVAHOU,Hsing Management - HRA,HGM,Supplies and Services,E,Communications n Computing,EH,08/08/2023,PAY01700047,HHIA,Housing Invt & Asset Mngmnt,COUN,1322.82,Revenue,Dell Computer Corporation Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Non I&E,BVANON,CAP Mgmnt and Suppt Services,4PT,Plant Machinery n Equipment,PE2,Plant Machinery n Equipment,PE2L5,08/08/2023,PAY01700047,ICTA,ICT,COUN,20855.64,Capital,Dell Computer Corporation Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Central Support and Overheads,BVACEN,Support Services (SSC),PPT,Supplies and Services,E,Communications n Computing,EH,10/08/2023,PAY01700835,ICTA,ICT,COUN,412.82,Revenue,Dell Computer Corporation Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Highways and Transportation,BVAHRT,Traffic Mgmnt and Road Safety,TMR,Supplies and Services,E,Communications n Computing,EH,10/08/2023,PAY01700835,TPRS,Transport Projects and Eng,COUN,412.82,Revenue,Dell Computer Corporation Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Non I&E,BVANON,CAP Mgmnt and Suppt Services,4PT,Plant Machinery n Equipment,PE2,Plant Machinery n Equipment,PE2L5,10/08/2023,PAY01700835,ICTA,ICT,COUN,1344.88,Capital,Dell Computer Corporation Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Highways and Transportation,BVAHRT,Transport Plan Policy Strategy,TPP,Supplies and Services,E,Communications n Computing,EH,16/08/2023,PAY01702269,TRPO,Transport Policy and Strategy,COUN,24.29,Revenue,Dell Computer Corporation Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Housing Revenue Account,BVAHOU,Hsing Management - HRA,HGM,Supplies and Services,E,Communications n Computing,EH,16/08/2023,PAY01702269,HTEN,Tenancy Services,COUN,1918.05,Revenue,Dell Computer Corporation Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Housing Revenue Account,BVAHOU,Hsing Management - HRA,HGM,Supplies and Services,E,Communications n Computing,EH,22/08/2023,PAY01704330,HHSS,Head of Strategy & Supply,COUN,412.82,Revenue,Dell Computer Corporation Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Non I&E,BVANON,CAP Mgmnt and Suppt Services,4PT,Plant Machinery n Equipment,PE2,Plant Machinery n Equipment,PE2L5,22/08/2023,PAY01704330,ICTA,ICT,COUN,672.44,Capital,Dell Computer Corporation Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Environment & Regulatory Serv,BVAERS,Court Services,CRT,Supplies and Services,E,Communications n Computing,EH,23/08/2023,PAY01704502,CORO,Coroner,COUN,543.91,Revenue,Dell Computer Corporation Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Non I&E,BVANON,CAP Mgmnt and Suppt Services,4PT,Plant Machinery n Equipment,PE2,Plant Machinery n Equipment,PE2L5,23/08/2023,PAY01704502,ICTA,ICT,COUN,843.10,Capital,Dell Computer Corporation Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Central Support and Overheads,BVACEN,Support Services (SSC),PPT,Supplies and Services,E,Communications n Computing,EH,29/08/2023,PAY01706243,PROP,Property and Design,COUN,87.17,Revenue,Dell Computer Corporation Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Housing General Fund,BVAHOG,Homelessness,HML,Supplies and Services,E,Communications n Computing,EH,29/08/2023,PAY01706243,HOPT,Housing Options,COUN,170.66,Revenue,Dell Computer Corporation Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Non I&E,BVANON,CAP Mgmnt and Suppt Services,4PT,Plant Machinery n Equipment,PE2,Plant Machinery n Equipment,PE2L5,29/08/2023,PAY01706243,ICTA,ICT,COUN,672.44,Capital,Dell Computer Corporation Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Environment & Regulatory Serv,BVAERS,Management Services (DEC),MGT,Transport Related,D,Direct Transport Costs,DA,09/08/2023,PAY01700250,CICL,City Clean,COUN,1397.76,Revenue,Dennis Eagle Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Environment & Regulatory Serv,BVAERS,Management Services (DEC),MGT,Transport Related,D,Direct Transport Costs,DA,11/08/2023,PAY01701562,CICL,City Clean,COUN,276.46,Revenue,Dennis Eagle Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Environment & Regulatory Serv,BVAERS,Management Services (DEC),MGT,Transport Related,D,Direct Transport Costs,DA,16/08/2023,PAY01702247,CICL,City Clean,COUN,806.26,Revenue,Dennis Eagle Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Environment & Regulatory Serv,BVAERS,Management Services (DEC),MGT,Transport Related,D,Direct Transport Costs,DA,23/08/2023,PAY01704480,CICL,City Clean,COUN,448.14,Revenue,Dennis Eagle Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Child Srvcs - Residential Svcs,FLR,Third Party Payments,F,Other Establishments,FH,24/08/2023,PAY01705778,CHPL,Children`s Placements,COUN,37642.00,Revenue,Destiny International Care Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Environment & Regulatory Serv,BVAERS,Waste Management,WMT,Indirect Employees,B,Training,BM,04/08/2023,PAY01699685,CICL,City Clean,COUN,226.03,Revenue,DH People Plus Ltd T/A Driver Hire Training
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Environment & Regulatory Serv,BVAERS,Environmental Health,EVH,Supplies and Services,E,Communications n Computing,EH,22/08/2023,PAY01704290,SCOM,Safer Communties,COUN,352.50,Revenue,Diamond People Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Ed Mgmt and Support Services,EMG,Indirect Employees,B,Training,BM,10/08/2023,PAY01701509,CDSO,CDS Other,COUN,350.00,Revenue,Differing Minds CIC
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Central Support and Overheads,BVACEN,Support Services (SSC),PPT,Supplies and Services,E,Print Stat & Gen Office Exps,ED,02/08/2023,PAY01698429,COMU,Communications,COUN,2851.00,Revenue,Digaprint Ltd t/a One Digital
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Central Support and Overheads,BVACEN,Support Services (SSC),PPT,Supplies and Services,E,Print Stat & Gen Office Exps,ED,23/08/2023,PAY01704486,COMU,Communications,COUN,13102.98,Revenue,Digaprint Ltd t/a One Digital
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Environment & Regulatory Serv,BVAERS,Cem Crem and Mortuary Services,CCM,Supplies and Services,E,Services,EF,04/08/2023,PAY01699576,BERE,Bereavement,COUN,505.00,Revenue,Dignity Funerals Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Environment & Regulatory Serv,BVAERS,Cem Crem and Mortuary Services,CCM,Supplies and Services,E,Services,EF,09/08/2023,PAY01700228,BERE,Bereavement,COUN,505.00,Revenue,Dignity Funerals Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Environment & Regulatory Serv,BVAERS,Cem Crem and Mortuary Services,CCM,Supplies and Services,E,Services,EF,10/08/2023,PAY01700754,BERE,Bereavement,COUN,505.00,Revenue,Dignity Funerals Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Environment & Regulatory Serv,BVAERS,Court Services,CRT,Supplies and Services,E,Equip't Furniture n Materials,EA,11/08/2023,PAY01701544,CORO,Coroner,COUN,1045.83,Revenue,Dignity Funerals Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Environment & Regulatory Serv,BVAERS,Court Services,CRT,Supplies and Services,E,Equip't Furniture n Materials,EA,22/08/2023,PAY01704284,CORO,Coroner,COUN,1325.00,Revenue,Dignity Funerals Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Environment & Regulatory Serv,BVAERS,Management Services (DEC),MGT,Transport Related,D,Direct Transport Costs,DA,25/08/2023,PAY01705885,CICL,City Clean,COUN,1056.34,Revenue,Dinnages Garages Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Child Srvcs - Fostering,FLF,Third Party Payments,F,Other Establishments,FH,25/08/2023,PAY01706048,CHPL,Children`s Placements,COUN,4498.20,Revenue,Diverse Care UK Ltd 
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Child Srvcs Com and Scl Work,FCW,Supplies and Services,E,Equip't Furniture n Materials,EA,23/08/2023,PAY01704642,SOCK,Social Work,COUN,584.00,Revenue,Diversity and Ability Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Child Srvcs Com and Scl Work,FCW,Supplies and Services,E,Services,EF,01/08/2023,PAY01698374,CPIC,PiC,COUN,814.00,Revenue,DNA Legal Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Child Srvcs Com and Scl Work,FCW,Supplies and Services,E,Services,EF,07/08/2023,PAY01699919,CPIC,PiC,COUN,1151.83,Revenue,DNA Legal Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Child Srvcs Com and Scl Work,FCW,Supplies and Services,E,Services,EF,10/08/2023,PAY01701284,CPIC,PiC,COUN,899.00,Revenue,DNA Legal Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Child Srvcs - Other Fam Supp,FFX,Transfer Payments,G,Other Transfer Payments,GD,10/08/2023,PAY01701284,PREV,Preventive (S17),COUN,797.00,Revenue,DNA Legal Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Child Srvcs Com and Scl Work,FCW,Supplies and Services,E,Services,EF,11/08/2023,PAY01701722,CPIC,PiC,COUN,410.83,Revenue,DNA Legal Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Child Srvcs Com and Scl Work,FCW,Supplies and Services,E,Services,EF,16/08/2023,PAY01702447,CPIC,PiC,COUN,480.58,Revenue,DNA Legal Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Child Srvcs Com and Scl Work,FCW,Supplies and Services,E,Services,EF,25/08/2023,PAY01706033,CPIC,PiC,COUN,338.00,Revenue,DNA Legal Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Cultural and Related Serv,BVACUL,Recreation and Sport,REC,Supplies and Services,E,Print Stat & Gen Office Exps,ED,15/08/2023,PAY01702018,SPLE,Sport and Leisure,COUN,156.20,Revenue,Dockerills (Brighton) Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Housing Revenue Account,BVAHOU,Hsing Management - HRA,HGM,Supplies and Services,E,Equip't Furniture n Materials,EA,15/08/2023,PAY01702018,HTEN,Tenancy Services,COUN,6494.99,Revenue,Dockerills (Brighton) Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Central Support and Overheads,BVACEN,Support Services (SSC),PPT,Supplies and Services,E,Print Stat & Gen Office Exps,ED,30/08/2023,PAY01706510,STAN,Standards,COUN,306.36,Revenue,Document Options Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Planning and Development,BVAPLA,Holding Accounts,PPH,Supplies and Services,E,Services,EF,25/08/2023,PAY01705931,DEVP,Development Planning,COUN,162486.36,Revenue,Dorton Demolition & Excavation Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Learning Disabilities,ALD,Third Party Payments,F,Other Establishments,FH,30/08/2023,PAY01706666,LDCC,Learning Disability Comm Care,COUN,262.84,Revenue,Dosh Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Learning Disabilities,ALD,Third Party Payments,F,Other Establishments,FH,31/08/2023,PAY01707072,SKEM,Skills and Employment,COUN,2607.50,Revenue,DoubleTree by Hilton Brighton
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Housing General Fund,BVAHOG,Homelessness,HML,Third Party Payments,F,Other Establishments,FH,17/08/2023,PAY01703404,TAAS,Temp Accom and Allocations,COUN,1900.00,Revenue,Doug Chambers Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Housing General Fund,BVAHOG,Homelessness,HML,Premises Related,C,Rents Payable,CC,17/08/2023,PAY01702954,TAAS,Temp Accom and Allocations,COUN,1000.00,Revenue,Downsview Development Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Cultural and Related Serv,BVACUL,Open Spaces,PEN,Third Party Payments,F,Private Contractors,FJ,10/08/2023,PAY01701009,CIPK,City Parks,COUN,240.00,Revenue,Downsview Monumental Company
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Cultural and Related Serv,BVACUL,Open Spaces,PEN,Third Party Payments,F,Private Contractors,FJ,16/08/2023,PAY01702335,CIPK,City Parks,COUN,80.00,Revenue,Downsview Monumental Company
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Environment & Regulatory Serv,BVAERS,Cem Crem and Mortuary Services,CCM,Premises Related,C,Repair Maint n Alterations,CA,16/08/2023,PAY01702335,BERE,Bereavement,COUN,340.00,Revenue,Downsview Monumental Company
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Non I&E,BVANON,CAP Other Env Services,4EV,New Construction n Conversion,PB,New Construction n Conversion,PBL5,01/08/2023,PAY01698301,CICL,City Clean,COUN,1960.00,Capital,Drainline (Southern) Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Central Support and Overheads,BVACEN,Support Services (SSC),PPT,Premises Related,C,Repair Maint n Alterations,CA,09/08/2023,PAY01700258,BSUM,Building Survey & Util Manage,COUN,750.00,Revenue,Drainline (Southern) Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Central Support and Overheads,BVACEN,Support Services (SSC),PPT,Premises Related,C,Repair Maint n Alterations,CA,10/08/2023,PAY01700798,FABS,Facilities & Building Services,COUN,210.00,Revenue,Drainline (Southern) Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Central Support and Overheads,BVACEN,Support Services (SSC),PPT,Premises Related,C,Repair Maint n Alterations,CA,25/08/2023,PAY01705891,FABS,Facilities & Building Services,COUN,210.00,Revenue,Drainline (Southern) Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Ed Ed Other Other,ENF,Premises Related,C,Repair Maint n Alterations,CA,30/08/2023,PAY01706449,EDPM,Education Property Management,COUN,3260.00,Revenue,Drainline (Southern) Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Housing Revenue Account,BVAHOU,Hsing Management - HRA,HGM,Supplies and Services,E,Miscellaneous Expenses,EM,10/08/2023,PAY01701353,HREM,Repairs & Maintenance,COUN,8350.00,Revenue,Driscoll Kingston Solicitors
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Cultural and Related Serv,BVACUL,Open Spaces,PEN,Transport Related,D,Direct Transport Costs,DA,03/08/2023,PAY01699413,CIPK,City Parks,COUN,103.35,Revenue,Drivercheck Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Environment & Regulatory Serv,BVAERS,Management Services (DEC),MGT,Transport Related,D,Direct Transport Costs,DA,03/08/2023,PAY01699413,CICL,City Clean,COUN,40.95,Revenue,Drivercheck Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Environment & Regulatory Serv,BVAERS,Street Cleansing,CLE,Transport Related,D,Direct Transport Costs,DA,03/08/2023,PAY01699413,CICL,City Clean,COUN,21.45,Revenue,Drivercheck Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Environment & Regulatory Serv,BVAERS,Waste Management,WMT,Transport Related,D,Direct Transport Costs,DA,03/08/2023,PAY01699413,CICL,City Clean,COUN,27.30,Revenue,Drivercheck Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Housing Revenue Account,BVAHOU,Hsing Management - HRA,HGM,Transport Related,D,Direct Transport Costs,DA,03/08/2023,PAY01699413,HREM,Repairs & Maintenance,COUN,35.10,Revenue,Drivercheck Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Planning and Development,BVAPLA,Community Development,CDV,Supplies and Services,E,Miscellaneous Expenses,EM,23/08/2023,PAY01704873,CMNY,Communities and Equalities,COUN,600.00,Revenue,Drum & Blaze Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Public Health,BVAPHE,Public Health,PHE,Supplies and Services,E,Miscellaneous Expenses,EM,18/08/2023,PAY01704009,PHCM,PH Commissioning,COUN,852.50,Revenue,Durban Curry Club
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Ed Special Ed,EKE,Supplies and Services,E,Grants n Subscriptions,EK,07/08/2023,PAY01699830,HNBP,HNB Post16 High Needs Ext Prov,COUN,7078.06,Revenue,Dv8 Training (Brighton) Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Child Srvcs Leaving Care,FAL,Transfer Payments,G,Other Transfer Payments,GD,09/08/2023,PAY01700583,CHPL,Children`s Placements,COUN,1992.86,Revenue,Dwell-In Group of Companies Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Child Srvcs Leaving Care,FAL,Transfer Payments,G,Other Transfer Payments,GD,24/08/2023,PAY01705759,CHPL,Children`s Placements,COUN,771.43,Revenue,Dwell-In Group of Companies Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Child Srvcs Leaving Care,FAL,Transfer Payments,G,Other Transfer Payments,GD,14/08/2023,PAY01701925,CHPL,Children`s Placements,COUN,28334.18,Revenue,Dynamic Care Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Child Srvcs - Othr LAC Svcs,FLX,Third Party Payments,F,Other Establishments,FH,14/08/2023,PAY01701925,CHPL,Children`s Placements,COUN,4650.00,Revenue,Dynamic Care Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Child Srvcs Leaving Care,FAL,Transfer Payments,G,Other Transfer Payments,GD,24/08/2023,PAY01705595,CHPL,Children`s Placements,COUN,1857.14,Revenue,Dynamic Care Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Children`s & Education Serv,BVAEDU,Child Srvcs - Othr LAC Svcs,FLX,Third Party Payments,F,Other Establishments,FH,25/08/2023,PAY01706030,CHPL,Children`s Placements,COUN,4788.85,Revenue,Dynamic Care Ltd
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Learning Disabilities,ALD,Third Party Payments,F,Other Establishments,FH,04/08/2023,PAY01699714,LDCC,Learning Disability Comm Care,COUN,3807.33,Revenue,Dynasty Care Services Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Mental Health Support,MHP,Third Party Payments,F,Other Establishments,FH,04/08/2023,PAY01699714,MENH,Mental Health Support,COUN,3965.50,Revenue,Dynasty Care Services Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Customer n Client Receipts,M,Fees n Charges,MB,04/08/2023,PAY01699714,PHYS,Physical Support,COUN,-1680.00,Revenue,Dynasty Care Services Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Physical Support,PHY,Third Party Payments,F,Other Establishments,FH,04/08/2023,PAY01699714,PHYS,Physical Support,COUN,49390.17,Revenue,Dynasty Care Services Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Learning Disabilities,ALD,Customer n Client Receipts,M,Fees n Charges,MB,07/08/2023,PAY01699929,LDCC,Learning Disability Comm Care,COUN,-756.00,Revenue,Dynasty Care Services Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Learning Disabilities,ALD,Third Party Payments,F,Other Establishments,FH,07/08/2023,PAY01699929,LDCC,Learning Disability Comm Care,COUN,3258.53,Revenue,Dynasty Care Services Limited
Brighton & Hove City Council,http://statistics.data.gov.uk/id/local-authority/00ML,Adult Social Care,BVASOC,ASC Learning Disabilities,ALD,Third Party Payments,F,Other Establishments,FH,22/08/2023,PAY01704419,LDCC,Learning Disability Comm Care,COUN,2084.46,Revenue,Dynasty Care Services Limited
