Month,Supplier,Account Code,Transaction Ref,£
May,NOTTINGHAM INDUSTRIAL CLEANERS LTD,Contract Cleaning,AAAplkAAFAADKxWAAZ,551.36
May,NOTTINGHAMSHIRE & CITY OF NOTTM FIRE AUTH,Diesel - Vehicle Fuel,AAAplkAAFAADFTAAAD,9261.83
May,NOTTINGHAMSHIRE & CITY OF NOTTM FIRE AUTH,Electricity,AAAplkAAFAADFLxAAA,4001.11
May,NOTTINGHAMSHIRE & CITY OF NOTTM FIRE AUTH,Partnership Contributions,AAAplkAAFAADK2VAAJ,1154.08
May,NOTTINGHAMSHIRE & CITY OF NOTTM FIRE AUTH,Partnership Contributions,AAAplkAAFAADK2VAAK,1646.25
May,NOTTINGHAMSHIRE & CITY OF NOTTM FIRE AUTH,Partnership Contributions,AAAplkAAFAADK2VAAO,2400.37
May,NOTTINGHAMSHIRE & CITY OF NOTTM FIRE AUTH,Rent,AAAplkAAFAADFLxAAB,1405.33
May,NOTTINGHAMSHIRE COUNTY COUNCIL - MAIN,Partnership Contributions,AAAplkAAFAADFQaAAY,9567.58
May,NOTTINGHAMSHIRE COUNTY COUNCIL - MAIN,Partnership Contributions,AAAplkAAFAADFQaAAZ,5770.92
May,NOTTINGHAMSHIRE COUNTY COUNCIL - MAIN,Partnership Contributions,AAAplkAAFAADFQKAAh,66821.21
May,NOTTINGHAMSHIRE COUNTY COUNCIL - MAIN,Awards and Commemorative spend,AAAplkAAMAACdRbAAU,1234
May,NOTTINGHAMSHIRE COUNTY COUNCIL - PENSION,Professional Fees,AAAplkAAFAADFJUAAI,1600
May,NOTTM UNIVERSITY HOSPITALS NHS TRUST - MAIN,Pathologists Fees,AAAplkAAMAACdJTAAa,5622.26
May,O'Brien Contractors Ltd,Building Works - Main Contract,AAAplkAAFAADFM9AAZ,81059.95
May,OEC EUROPE HOLDINGS LTD,Vehicle Maintenance,AAAplkAAFAADFHsAAd,11325.49
May,OPCC FOR DERBYSHIRE,General Collaboration Charges,AAAplkAAFAADFQaAAV,34117.66
May,OPCC FOR LINCOLNSHIRE - MAIN,Partnership Contributions,AAAplkAAFAADKyYAAA,727368.27
May,OPCC FOR NORFOLK - MAIN,External Training Courses,AAAplkAAFAADKxoAAc,3000
May,OPCC FOR NORFOLK - MAIN,External Training Courses,AAAplkAAFAADKxoAAa,3000
May,Pentagon Motor Group - Nottingham Vauxhall,Vehicle Maintenance,AAAplkAAFAADFJEAAM,1662.15
May,Pentagon Motor Group - Nottingham Vauxhall,Vehicle Maintenance,AAAplkAAFAADFJEAAP,1431.72
May,Pentagon Motor Group - Nottingham Vauxhall,Vehicle Maintenance,AAAplkAAFAADFJEAAW,705.05
May,Pentagon Motor Group - Nottingham Vauxhall,Vehicle Maintenance,AAAplkAAFAADKv0AAB,639.53
May,PERSONNEL HYGIENE SERVICES LTD - GROUP,Clinical Waste,AAAplkAAFAADK2DAAS,991.34
May,PERSONNEL HYGIENE SERVICES LTD - GROUP,Clinical Waste,AAAplkAAFAADK2DAAZ,735.65
May,PETER JONES (ILG) LTD,Uniform,AAAplkAAMAACdH2AAW,3055
May,POINT SOUTH LTD,Operational Consum Equip/Mtn,AAAplkAAFAADKttAAH,3045
May,POINT SOUTH LTD,Operational Consum Equip/Mtn,AAAplkAAFAADKttAAI,5130
May,Police and Crime Commissioner for South Wales,External Training Courses,AAAplkAAFAADFRCAAL,3211
May,Police and Crime Commissioner for South Wales,External Training Courses,AAAplkAAFAADKzEAAB,3211
May,POLICE CRIME PREVENTION INITIATIVES LTD,External Training Courses,AAAplkAAFAADKy8AAZ,790
May,POLICE CRIME PREVENTION INITIATIVES LTD,External Training Courses,AAAplkAAFAADKy8AAc,2350
May,POLICE CRIME PREVENTION INITIATIVES LTD,National Monitoring Alarms,AAAplkAAFAADFNdAAJ,830
May,POLICE DIGITAL SERVICE,Cloud Subscription,AAAplkAAFAADKxoAAQ,112604.96
May,POLICE DIGITAL SERVICE,Cloud Subscription,AAAplkAAFAADKxoAAT,94456.67
May,POLICE DIGITAL SERVICE,Home Office Charges,AAAplkAAFAADKxoAAR,39184.59
May,POLICE DIGITAL SERVICE,Home Office Charges,AAAplkAAFAADKxoAAS,8143.63
May,POLICE FEDERATION OF ENGLAND AND WALES,Professional Fees,AAAplkAAFAADK2DAAP,1021.02
May,PRIMARY CARE COMMISSIONING CIC,External Training Courses,AAAplkAAFAADKtqAAV,833.36
May,PROF S AL-SARRAJ,Pathologists Fees,AAAplkAAFAADKw5AAa,3388
May,Pulp Friction Smoothie Bar CIC,Corporate Hospitality,AAAplkAAMAACdOLAAe,621
May,Pulp Friction Smoothie Bar CIC,Corporate Hospitality,AAAplkAAMAACdJzAAM,650
May,RAIL SETTLEMENT PLAN LTD,Detained Persons - Expenses,AAAplkAAFAADKxmAAH,686.05
May,RAIL SETTLEMENT PLAN LTD,Detained Persons - Expenses,AAAplkAAFAADFNdAAf,1331.9
May,Ransomwood Estates UK,Hire of Rooms/Premises,AAAplkAAFAADKttAAa,2800
May,Ransomwood Estates UK,Hire of Rooms/Premises,AAAplkAAFAADKttAAZ,1400
May,Red Snapper Managed Services Limited,Commissioned Services,AAAplkAAFAADFRiAAE,20833.33
May,Red Snapper Managed Services Limited,Commissioned Services,AAAplkAAFAADFRiAAH,20833.33
May,Reliance High-Tech Ltd,Annual Servicing,AAAplkAAFAADK3CAAA,519.1800000000001
May,Reliance High-Tech Ltd,Reactive Building Works,AAAplkAAFAADFHpAAT,767.5
May,Remedi - Restorative Services,Commissioned Services,AAAplkAAFAADKyVAAJ,59666.66
May,Remedi - Restorative Services,Commissioned Services,AAAplkAAFAADKyVAAK,2172
May,Remedi - Restorative Services,Commissioned Services,AAAplkAAMAACdQeAAJ,59666.66
May,Remedi - Restorative Services,Commissioned Services,AAAplkAAMAACdIjAAT,12750
May,Remedi - Restorative Services,Commissioned Services,AAAplkAAFAADKyVAAM,2172
May,Richard Jones - Ultra BLS Therapy,External Training Courses,AAAplkAAFAADKysAAQ,548
May,RICHFORD MOTOR SERVICES LTD,Vehicle Recovery Costs,AAAplkAAFAADKuHAAC,2305.5
May,ROYAL MAIL GROUP LTD - POST,Postage Costs,AAAplkAAFAADFNtAAA,4826.85
May,ROYAL MAIL GROUP LTD - POST,Postage Costs,AAAplkAAFAADFNtAAD,4816.69
May,ROYAL MAIL GROUP LTD - POST,Property Related Insurance,AAAplkAAFAADFNtAAG,3094.13
May,ROYAL MAIL GROUP LTD - POST,Property Related Insurance,AAAplkAAFAADFNdAAc,4711.19
May,RSG ENGINEERING LTD,Vehicle Maintenance,AAAplkAAFAADFRCAAI,684.35
May,RUSHCLIFFE BOROUGH COUNCIL - MAIN,Partnership Grants,AAAplkAAFAADFJEAAA,9937.5
May,SAAB AB,Software Licences,AAAplkAAMAACdLqAAJ,223129.21
May,SAAB AB,Software Application,AAAplkAAMAACdLqAAH,60309.01
May,SAAB AB,IS Support & Maintenance,AAAplkAAMAACdLqAAK,218596.7
May,SAFARILAND UK LTD,Uniform,AAAplkAAFAADK2LAAD,732
May,SAFARILAND UK LTD,Uniform,AAAplkAAFAADK2bAAe,1464
May,SAFARILAND UK LTD,Uniform,AAAplkAAFAADK2bAAF,1098
May,SAFARILAND UK LTD,Uniform,AAAplkAAFAADK2bAAG,732
May,SAFARILAND UK LTD,Uniform,AAAplkAAFAADK2bAAI,732
May,SAFARILAND UK LTD,Uniform,AAAplkAAFAADK2bAAM,732
May,SAFARILAND UK LTD,Uniform,AAAplkAAFAADK2LAAc,732
May,SAFARILAND UK LTD,Uniform,AAAplkAAFAADK3SAAM,512
May,SAFARILAND UK LTD,Uniform,AAAplkAAFAADK2SAAF,1098
May,SAFARILAND UK LTD,Uniform,AAAplkAAFAADK2SAAG,826
May,Sancus Operations Ltd,External Training Courses,AAAplkAAFAADK2DAAE,825
May,Sancus Operations Ltd,External Training Courses,AAAplkAAFAADKy8AAN,570
May,Sancus Operations Ltd,Legal Costs,AAAplkAAFAADKtqAAO,2112.5
May,Sano Physiotherapy Ltd,Doctors Statements,AAAplkAAFAADFHQAAe,1584
May,Sano Physiotherapy Ltd,Doctors Statements,AAAplkAAMAACdIWAAD,2296
May,Sano Physiotherapy Ltd,Doctors Statements,AAAplkAAMAACdIGAAc,1096
May,Scan Computers International Ltd,Hardware - Purchase,AAAplkAAFAADKsVAAT,1083.4
May,SCOTTISH POLICE AUTHORITY - TRAINING,External Training Courses,AAAplkAAFAADFJUAAF,1409
May,SCOTTISH POLICE AUTHORITY - TRAINING,External Training Courses,AAAplkAAFAADFJUAAG,1409
May,SECURITY PLUS LTD,Courier Costs,AAAplkAAFAADKv0AAE,512.12
May,SERCO GROUP PLC - CORBY,External Training Courses,AAAplkAAFAADFJEAAT,831.66
May,SHENFIELD COMMUNICATIONS LTD,Uniform,AAAplkAAFAADFRSAAQ,5500
May,SHENFIELD COMMUNICATIONS LTD,Uniform,AAAplkAAFAADFRSAAT,1800
May,SHENFIELD COMMUNICATIONS LTD,Uniform,AAAplkAAFAADFRSAAV,2000
May,SHENFIELD COMMUNICATIONS LTD,Uniform,AAAplkAAFAADFRSAAW,2700
May,Sherwood Universal Ltd,Stationery & Office Materials,AAAplkAAFAADKzMAAH,1620
May,Sherwood Universal Ltd,Stationery & Office Materials,AAAplkAAFAADKzMAAI,636
May,Sherwood Universal Ltd,Stationery & Office Materials,AAAplkAAFAADKzMAAJ,864
May,Sherwood Universal Ltd,Stationery & Office Materials,AAAplkAAFAADKzMAAK,954
May,SHRED STATION LTD,Confidential Waste,AAAplkAAFAADFIYAAY,824.7
May,SIGNIFICAN'T (UK) LTD,Interpreters Fees,AAAplkAAFAADKuHAAH,5665
May,SLATER ELECTRICAL SERVICES LTD,Reactive Building Works,AAAplkAAFAADFNNAAL,732.6
May,SLATER ELECTRICAL SERVICES LTD,IS Support & Maintenance,AAAplkAAMAACdLqAAE,741
May,SOFTCAT PLC,IS Support & Maintenance,AAAplkAAFAADKsFAAA,500
May,SOFTCAT PLC,IS Support & Maintenance,AAAplkAAFAADKsFAAB,31198
May,SOFTCAT PLC,Data Storage Cloud,AAAplkAAFAADKvEAAY,7355.68
May,SOLON SECURITY LTD,Uniform,AAAplkAAFAADK1rAAS,900
May,SONIC COMMUNICATIONS (INTERNATIONAL) LTD,Uniform,AAAplkAAFAADFRSAAM,645
May,South Yorkshire MCA - Police,External Training Courses,AAAplkAAFAADK1oAAN,650
May,South Yorkshire MCA - Police,External Training Courses,AAAplkAAFAADK1oAAO,650
May,South Yorkshire MCA - Police,External Training Courses,AAAplkAAFAADK1oAAP,650
May,South Yorkshire MCA - Police,External Training Courses,AAAplkAAFAADK1oAAQ,650
May,SP SERVICES UK LTD,Operational Consum Equip/Mtn,AAAplkAAFAADKv0AAH,1921
May,SPANSET LTD,Operational Consum Equip/Mtn,AAAplkAAFAADFROAAH,937
May,SPANSET LTD,Operational Consum Equip/Mtn,AAAplkAAFAADFROAAK,976.4
May,STARTRAQ (UK) LTD,Licences (Not IT),AAAplkAAMAACdJTAAX,7678.5
May,STARTRAQ (UK) LTD,Licences (Not IT),AAAplkAAMAACdLtAAG,12298.74
May,STARTRAQ (UK) LTD,Licences (Not IT),AAAplkAAMAACdLtAAH,201878.02
May,Stratstone BMW Derby,Vehicle Maintenance,AAAplkAAFAADKyMAAd,592.3
May,Stratstone BMW Derby,Vehicle Maintenance,AAAplkAAFAADFPmAAQ,724.22
May,Stratstone BMW Derby,Vehicle Maintenance,AAAplkAAFAADFT0AAP,658.23
May,Stratstone BMW Derby,Vehicle Maintenance,AAAplkAAFAADFJEAAJ,687
May,Stratstone BMW Derby,Vehicle Maintenance,AAAplkAAFAADKyMAAX,753.52
May,Streamlined Forensic Reporting Ltd,Doctors Statements,AAAplkAAFAADKt3AAA,7713.25
May,SYTNER GROUP LTD,Vehicle Maintenance,AAAplkAAMAACdLtAAD,591.5
May,TAILORED IMAGE LTD,Uniform,AAAplkAAFAADKxcAAB,1541.15
May,TAILORED IMAGE LTD,Uniform,AAAplkAAMAACdObAAW,3856.05
May,TAILORED IMAGE LTD,Uniform,AAAplkAAMAACdObAAZ,4990.93
May,TAILORED IMAGE LTD,Uniform,AAAplkAAMAACdObAAT,2639.58
May,THE APPROPRIATE ADULT SERVICE LTD,Appropriate Adult Services,AAAplkAAFAADKxmAAE,7120.72
May,THE DYSLEXIA ASSOCIATION,Dyslexia Testing,AAAplkAAMAACdLzAAS,640
May,THE DYSLEXIA ASSOCIATION,Dyslexia Testing,AAAplkAAMAACdLzAAe,960
May,THE DYSLEXIA ASSOCIATION,Dyslexia Testing,AAAplkAAMAACdLzAAV,960
May,THE DYSLEXIA ASSOCIATION,Dyslexia Testing,AAAplkAAMAACdLzAAa,800
May,The Glasgow Expert Witness Service Ltd,Expert Statements,AAAplkAAMAACdQcAAU,1571.36
May,The Investigator Conferences & Publishing Ltd,External Training Courses,AAAplkAAFAADFIIAAA,549.99
May,The Investigator Conferences & Publishing Ltd,External Training Courses,AAAplkAAFAADFIIAAB,549.99
May,THE MOWER SHOP LTD,Grounds Maintenance,AAAplkAAFAADKy8AAK,723.64
May,TM. Training,External Training Courses,AAAplkAAFAADFSOAAF,1154
May,TM. Training,External Training Courses,AAAplkAAFAADFV9AAS,2204
May,TR3A Estates Limited,Rent,AAAplkAAFAADKvUAAb,507
May,TURNKEY INSTRUMENTS LTD,Operational Consum Equip/Mtn,AAAplkAAFAADK2PAAU,711.5
May,UK TELEMATICS LTD,Vehicles - Road,AAAplkAAFAADFV9AAZ,627.96
May,UKROED LTD,Professional Fees,AAAplkAAMAACdR7AAU,6940
May,UKROED LTD,Professional Fees,AAAplkAAFAADFUEAAJ,632
May,UKROED LTD,Professional Fees,AAAplkAAFAADFUEAAM,1180
May,UKROED LTD,Speed Awareness Payover,AAAplkAAMAACdR7AAV,78075
May,UKROED LTD,Speed Awareness Payover,AAAplkAAFAADFUEAAI,7110
May,UKROED LTD,Speed Awareness Payover,AAAplkAAFAADFUEAAN,13275
May,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAMAACdJTAAg,627
May,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAMAACdJTAAM,600
May,VEOLIA ENVIRONMENTAL SERVICES (UK) LTD,Waste,AAAplkAAFAADK3hAAZ,667.22
May,VEOLIA ENVIRONMENTAL SERVICES (UK) LTD,Waste,AAAplkAAFAADK3xAAH,593.03
May,Village Catering,Publicity,AAAplkAAFAADKttAAU,700
May,Village Hotel Nottingham,Hire of Rooms/Premises,AAAplkAAFAADFJIAAV,4300
May,VIRGIN MEDIA BUSINESS LTD - ACCT 93539,Network Services,AAAplkAAFAADKxcAAH,11867.7
May,VIRGIN MEDIA BUSINESS LTD - ACCT 93539,Network Services,AAAplkAAFAADKxcAAK,4341.22
May,VIRGIN MEDIA BUSINESS LTD - ACCT 93539,Network Services,AAAplkAAFAADKxcAAN,2312.14
May,VIRGIN MEDIA BUSINESS LTD - ACCT 967939,Network Services,AAAplkAAFAADFHQAAQ,582.95
May,VIRGIN MEDIA BUSINESS LTD - START 7,Network Services,AAAplkAAFAADFHQAAV,2671.12
May,VODAFONE - CABLE,Network Services,AAAplkAAFAADKy8AAQ,3724.2
May,VOLKSWAGEN GROUP (UK) LTD - NOTTINGHAM,Vehicle Maintenance,AAAplkAAFAADFHpAAZ,10203.13
May,WA PRODUCTS (UK) LTD T/A SCENESAFE,Operational Consum Equip/Mtn,AAAplkAAFAADFJIAAD,1150
May,WA PRODUCTS (UK) LTD T/A SCENESAFE,Operational Consum Equip/Mtn,AAAplkAAFAADFGwAAL,512.7
May,WA PRODUCTS (UK) LTD T/A SCENESAFE,Operational Consum Equip/Mtn,AAAplkAAFAADFIIAAc,789
May,WB Power Services Ltd,Costs From Annual Servicing,AAAplkAAMAACdIGAAG,625
May,WEST YORKSHIRE COMBINED AUTHORITY,Contribution to NPAS,AAAplkAAFAADKykAAD,146846.75
May,Westbury Industrial Suppliers Ltd,Uniform,AAAplkAAMAACdIGAAM,1254.96
May,WESTON SM LLP (PROTECT SIGNS),Vehicle Equipment,AAAplkAAFAADKxWAAD,3011.74
May,WINDMILL BUILDERS LTD,Reactive Building Works,AAAplkAAMAACdLzAAI,3361.45
May,WPC SOFTWARE LTD,IS Support & Maintenance,AAAplkAAMAACdLzAAa,37296.7
May,WPC SOFTWARE LTD,IS Support & Maintenance,AAAplkAAMAACdLzAAC,37296.7
May,XMA LTD,Photocopier charges,AAAplkAAFAADKw5AAh,1259.18
May,XMA LTD,Photocopier charges,AAAplkAAFAADKw5AAB,3259.67
May,XPS ADMINISTRATION LTD - PENSIONS,Professional Fees,AAAplkAAFAADK3xAAQ,17145.33
May,XPS ADMINISTRATION LTD - PENSIONS,Professional Fees,AAAplkAAFAADK3hAAG,17145.33
May,Yaffy Protective Clothing,Uniform,AAAplkAAFAADFJYAAc,908
May,Yaffy Protective Clothing,Uniform,AAAplkAAFAADFJYAAY,908
May,Yaffy Protective Clothing,Uniform,AAAplkAAMAACdPuAAg,547.5
May,ZENGENTI LTD,Engagement,AAAplkAAFAADK3hAAK,2625
May,ZENGENTI LTD,Engagement,AAAplkAAFAADK3hAAN,18000
