Month,Supplier,Account Code,Transaction Ref,£
Apr,OPCC FOR KENT - FINANCE SERVICES,External Training Courses,AAAplkAAFAADFH4AAA,10960
Apr,OPCC FOR KENT - FINANCE SERVICES,External Training Courses,AAAplkAAFAADFU/AAL,4320
Apr,OPCC FOR LEICESTERSHIRE,Agency/Temp Staff,AAAplkAAFAADFIkAAL,2858.64
Apr,OPCC FOR LEICESTERSHIRE,Agency/Temp Staff,AAAplkAAFAADFIkAAM,57172.87
Apr,OPCC FOR LEICESTERSHIRE,Partnership Contributions,AAAplkAAFAADFIYAAA,13650
Apr,OPCC FOR LEICESTERSHIRE,Mutual Aid,AAAplkAAFAADFL1AAA,736.88
Apr,OPCC FOR LEICESTERSHIRE,Mutual Aid,AAAplkAAFAADFUTAAA,1370.1
Apr,OPCC for Warwickshire,External Training Courses,AAAplkAAMAACHQdAAI,2800
Apr,OPCC for Warwickshire,External Training Courses,AAAplkAAMAACHQXAAD,3500
Apr,OPCC FOR WEST MIDLANDS - MAIN,External Training Courses,AAAplkAAMAACHMcAAF,550
Apr,OPCC Northamptonshire,General Collaboration Charges,AAAplkAAMAACHPhAAT,1661
Apr,OPCC Northamptonshire,General Collaboration Charges,AAAplkAAMAACHPhAAV,1421.88
Apr,ORCHID CELLMARK LTD - OXON,Forensic Consumables,AAAplkAAMAACHQ4AAb,980.27
Apr,ORCHID CELLMARK LTD - OXON,Firearms & Equipment,AAAplkAAFAADCWhAAP,2002
Apr,OXFORD UNIVERSITY PRESS,Books & Publications,AAAplkAAFAADCR8AAA,1634
Apr,PELLACRAFT LTD,Wellbeing,AAAplkAAMAACHLsAAD,654
Apr,POINT SOUTH LTD,Operational Consum Equip/Mtn,AAAplkAAMAACHMMAAK,874
Apr,POINT SOUTH LTD,Operational Consum Equip/Mtn,AAAplkAAFAADCX5AAB,1428
Apr,POLICE DIGITAL SERVICE,Partnership Contributions,AAAplkAAMAACHU3AAB,60000
Apr,POLICE FEDERATION OF ENGLAND AND WALES,Professional Fees,AAAplkAAMAACD8iAAa,972.4
Apr,Process Evolution Limited,Consultants Fees,AAAplkAAFAADCWlAAL,13240.5
Apr,Process Evolution Limited,IS Support & Maintenance,AAAplkAAMAACHPtAAb,2200
Apr,Process Evolution Limited,IS Support & Maintenance,AAAplkAAMAACHPtAAc,1520
Apr,Process Evolution Limited,IS Support & Maintenance,AAAplkAAMAACHPtAAd,1520
Apr,PROSPERON NETWORKS LTD,Network Services,AAAplkAALAACNqfAAA,6017.3
Apr,Pulp Friction Smoothie Bar CIC,Internal Training Courses,AAAplkAAFAADFIkAAD,858
Apr,Q3 Services Group Limited,Contract Cleaning,AAAplkAAMAACHQ6AAU,61035.48
Apr,Q3 Services Group Limited,Contract Cleaning,AAAplkAAMAACD8cAAc,976.87
Apr,QA LTD - ISLINGTON HOUSE,External Training Courses,AAAplkAAFAADFUPAAT,55000
Apr,QRO SOLUTIONS LTD,Hardware,AAAplkAAMAACHTNAAN,10170
Apr,QRO SOLUTIONS LTD,Hardware,AAAplkAAFAADFIkAAH,904
Apr,QRO SOLUTIONS LTD,Hardware,AAAplkAAFAADFIkAAI,9379
Apr,Radio Fiza Ltd,Employment Advertising,AAAplkAAFAADCWnAAN,500
Apr,RAW2K LTD,Vehicle Recovery Costs,AAAplkAAMAACD8cAAi,3795
Apr,Reliance High-Tech Ltd,Reactive Building Works,AAAplkAAFAADCVpAAV,925
Apr,Reliance High-Tech Ltd,Reactive Building Works,AAAplkAAFAADCV5AAY,925
Apr,REVEAL MEDIA LTD,Hardware - Purchase,AAAplkAAMAACHTyAAQ,1935.3
Apr,ROYAL MAIL GROUP LTD - POST,Property Related Insurance,AAAplkAAMAACHLHAAd,3707.43
Apr,ROYAL MAIL GROUP LTD - POST,Property Related Insurance,AAAplkAAMAACHLHAAg,3697.5
Apr,ROYAL MAIL GROUP LTD - POST,Property Related Insurance,AAAplkAAMAACHLHAAJ,4110.72
Apr,ROYAL MAIL GROUP LTD - POST,Property Related Insurance,AAAplkAAMAACHLHAAM,4520.63
Apr,ROYAL MAIL GROUP LTD - POST,Property Related Insurance,AAAplkAAMAACHLHAAP,3759.57
Apr,SAFARILAND UK LTD,Uniform,AAAplkAAMAACD8MAAU,550
Apr,SAFARILAND UK LTD,Uniform,AAAplkAAFAADCScAAE,732
Apr,SAFARILAND UK LTD,Uniform,AAAplkAAFAADCScAAF,826
Apr,SAFARILAND UK LTD,Uniform,AAAplkAAFAADCScAAG,732
Apr,SAFARILAND UK LTD,Uniform,AAAplkAAFAADCScAAN,826
Apr,SAFARILAND UK LTD,Uniform,AAAplkAAFAADCScAAO,826
Apr,SARA FENOUGHTY,Professional Fees,AAAplkAAMAACHPxAAM,2950.06
Apr,Scan Computers International Ltd,Hardware - Purchase,AAAplkAAMAACHU3AAZ,150541.5
Apr,SCOTTISH POLICE AUTHORITY - TRAINING,External Training Courses,AAAplkAALAACQSlAAO,2750
Apr,SHARPLINE DECORATORS LTD,Reactive Building Works,AAAplkAAMAACHK3AAU,647
Apr,SP SERVICES UK LTD,Operational Consum Equip/Mtn,AAAplkAAMAACHMcAAc,505.28
Apr,SPACEWISE,Operational Consum Equip/Mtn,AAAplkAAMAACHUnAAL,1255.5
Apr,SPECIALIST COMPUTER CENTRES PLC,Hardware - Purchase,AAAplkAAFAADFLtAAD,2217.44
Apr,SPECIALIST COMPUTER CENTRES PLC,Hardware - Purchase,AAAplkAAFAADFLtAAG,35479.04
Apr,SPECIALIST COMPUTER CENTRES PLC,Hardware - Purchase,AAAplkAAFAADFLtAAH,130465.44
Apr,SPECIALIST COMPUTER CENTRES PLC,Hardware - Purchase,AAAplkAAFAADFLtAAL,35944.56
Apr,SPECIALIST COMPUTER CENTRES PLC,Hardware - Purchase,AAAplkAAFAADFLtAAM,3022.5
Apr,SPECIALIST COMPUTER CENTRES PLC,Software Application,AAAplkAAMAACHQXAAA,2175.27
Apr,SPECIALIST COMPUTER CENTRES PLC,IS Support & Maintenance,AAAplkAAFAADFQyAAd,256883
Apr,SPECIALIST COMPUTER CENTRES PLC,IS Support & Maintenance,AAAplkAAFAADFQyAAZ,6995.24
Apr,ST JOHN AMBULANCE,Commissioned Services,AAAplkAAMAACHPtAAV,17545
Apr,STARTRAQ (UK) LTD,Licences (Not IT),AAAplkAAFAADCWhAAS,7697.5
Apr,STARTRAQ (UK) LTD,Licences (Not IT),AAAplkAAFAADCWhAAX,3470.21
Apr,Stratstone BMW Derby,Vehicle Maintenance,AAAplkAAMAACHP9AAS,675.55
Apr,Stratstone BMW Derby,Vehicle Maintenance,AAAplkAAFAADFUvAAI,589.79
Apr,Streamlined Forensic Reporting Ltd,Doctors Statements,AAAplkAAFAADCWZAAW,9420.5
Apr,Stylish Stitches LLP,Uniform,AAAplkAALAACQS1AAS,1962.5
Apr,SYTNER GROUP LTD,Vehicle Maintenance,AAAplkAAMAACHMNAAY,623.73
Apr,SYTNER GROUP LTD,Vehicle Maintenance,AAAplkAAFAADCXpAAR,1137.74
Apr,TAILORED IMAGE LTD,Uniform,AAAplkAAMAACD8MAAa,1020
Apr,TAILORED IMAGE LTD,Uniform,AAAplkAAMAACD8MAAY,1360
Apr,TAILORED IMAGE LTD,Uniform,AAAplkAAMAACD8MAAZ,680
Apr,TCH UK Limited,Uniform,AAAplkAAMAACHMnAAi,1000
Apr,TCH UK Limited,Uniform,AAAplkAAMAACHKnAAL,2100
Apr,THE DYSLEXIA ASSOCIATION,Dyslexia Testing,AAAplkAAFAADFUvAAR,1280
Apr,THE DYSLEXIA ASSOCIATION,Dyslexia Testing,AAAplkAALAACQRxAAH,960
Apr,Thorpe Energy & Compliance Ltd,Costs From Annual Servicing,AAAplkAAFAADFHoAAF,1020
Apr,UK TELEMATICS LTD,Software Licences,AAAplkAALAACNqfAAI,5691.92
Apr,UK TELEMATICS LTD,Software Licences,AAAplkAALAACNpxAAO,4928.69
Apr,UK TELEMATICS LTD,Vehicles - Road,AAAplkAAMAACHKnAAB,980.86
Apr,UK TELEMATICS LTD,Vehicles - Road,AAAplkAAMAACHKnAAE,4291.68
Apr,UKROED LTD,Professional Fees,AAAplkAAMAACHMcAAF,8212
Apr,UKROED LTD,Professional Fees,AAAplkAAMAACHVHAAB,1672
Apr,UKROED LTD,Professional Fees,AAAplkAAMAACHVHAAF,548
Apr,UKROED LTD,Speed Awareness Payover,AAAplkAAMAACHMcAAg,92385
Apr,UKROED LTD,Speed Awareness Payover,AAAplkAAMAACHVHAAC,18810
Apr,UKROED LTD,Speed Awareness Payover,AAAplkAAMAACHVHAAG,6165
Apr,UNIVERSITY HOSPITALS OF LEICESTER NHST - MAIN,Pathologists Fees,AAAplkAALAACNqAAAA,1702.23
Apr,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAFAADCV5AAe,2991.94
Apr,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAFAADCWJAAb,2991.94
Apr,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAFAADCWJAAe,2991.94
Apr,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAFAADCWZAAB,2991.94
Apr,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAFAADCWJAAI,2991.94
Apr,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAFAADCWJAAW,2991.94
Apr,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAFAADCWZAAE,2991.94
Apr,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAFAADCWZAAH,2991.94
Apr,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAFAADCWZAAK,2991.94
Apr,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAFAADCWZAAN,2991.94
Apr,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAFAADCWZAAQ,2991.94
Apr,VEOLIA ENVIRONMENTAL SERVICES (UK) LTD,Reactive Building Works,AAAplkAAMAACHQbAAE,592.5
Apr,VEOLIA ENVIRONMENTAL SERVICES (UK) LTD,Waste,AAAplkAAMAACHQLAAC,771.89
Apr,VIA EAST MIDLANDS LTD,Partnership Contributions,AAAplkAAFAADCWnAAZ,26900
Apr,VIRGIN MEDIA BUSINESS LTD  - ACCT 85267,Network Services,AAAplkAAMAACHMcAAc,3976.92
Apr,VIRGIN MEDIA BUSINESS LTD - ACCT 967939,Network Services,AAAplkAAMAACHMcAAZ,583.14
Apr,VIRGIN MEDIA BUSINESS LTD - ACCT 967939,Network Services,AAAplkAAMAACHMcAAH,591.23
Apr,VIRGIN MEDIA BUSINESS LTD - START 2,Network Services,AAAplkAAMAACD9EAAB,67199.39
Apr,VIRGIN MEDIA BUSINESS LTD - START 7,Network Services,AAAplkAAMAACHMcAAQ,2668.2
Apr,VIRGIN MEDIA BUSINESS LTD - START 7,Network Services,AAAplkAAMAACHUCAAI,905
Apr,VODAFONE - WHITEHILL,PNC Costs,AAAplkAAFAADCRyAAY,1776
Apr,VODAFONE - WHITEHILL,PNC Costs,AAAplkAAFAADCSCAAA,1776
Apr,VOLKSWAGEN GROUP (UK) LTD - NOTTINGHAM,Vehicle Maintenance,AAAplkAAMAACHU3AAE,7380.26
Apr,WA PRODUCTS (UK) LTD T/A SCENESAFE,Operational Consum Equip/Mtn,AAAplkAAFAADCRyAAE,890
Apr,WA PRODUCTS (UK) LTD T/A SCENESAFE,Operational Consum Equip/Mtn,AAAplkAAMAACHPhAAN,2096.25
Apr,WAREHOUSE EXPRESS LTD - WEX,Operational Consum Equip/Mtn,AAAplkAAFAADCSCAAD,515.83
Apr,West Bridgford Mach Co. Ltd T/A TrophyMaster,Awards and Commemorative spend,AAAplkAAFAADFUPAAJ,612.38
Apr,WEST YORKSHIRE COMBINED AUTHORITY,External Training Courses,AAAplkAAMAACHQLAAB,979
Apr,WEST YORKSHIRE COMBINED AUTHORITY,External Training Courses,AAAplkAAMAACHQLAAC,979
Apr,WEST YORKSHIRE COMBINED AUTHORITY,External Training Courses,AAAplkAAMAACHQLAAD,979
Apr,WINDMILL BUILDERS LTD,Reactive Building Works,AAAplkAAFAADCRyAAc,1778.5
Apr,WURTH UK LTD,Vehicle Maintenance,AAAplkAAMAACHMnAAA,584.26
Apr,XMA LTD,Hardware - Purchase,AAAplkAAFAADCSgAAb,7893.26
Apr,XMA LTD,Hardware - Purchase,AAAplkAAFAADCSgAAc,3280.68
Apr,XMA LTD,Hardware - Purchase,AAAplkAAFAADCSgAAd,4822.88
Apr,XPS ADMINISTRATION LTD - PENSIONS,Professional Fees,AAAplkAAFAADCSgAAY,86373
Apr,Yaffy Protective Clothing,Uniform,AAAplkAAMAACHL8AAC,1770
Apr,Yaffy Protective Clothing,Uniform,AAAplkAAMAACHL8AAD,2950
Apr,Yaffy Protective Clothing,Uniform,AAAplkAAMAACHL8AAE,2950
Apr,Yaffy Protective Clothing,Uniform,AAAplkAAMAACHL8AAF,2950
Apr,Yaffy Protective Clothing,Uniform,AAAplkAAMAACHL8AAG,2950
Apr,Yaffy Protective Clothing,Uniform,AAAplkAAMAACHL8AAH,2950
Apr,Yaffy Protective Clothing,Uniform,AAAplkAAMAACHL8AAI,1475
Apr,Yaffy Protective Clothing,Uniform,AAAplkAAMAACHL8AAJ,1475
Apr,Yaffy Protective Clothing,Uniform,AAAplkAAMAACHL8AAK,2950
Apr,Yaffy Protective Clothing,Uniform,AAAplkAAMAACHL8AAL,5900
Apr,Yaffy Protective Clothing,Uniform,AAAplkAAMAACHL8AAM,2950
Apr,Yaffy Protective Clothing,Uniform,AAAplkAAMAACHL8AAN,2950
Apr,Yaffy Protective Clothing,Uniform,AAAplkAAMAACHL8AAP,2950
Apr,Yaffy Protective Clothing,Uniform,AAAplkAAFAADCSSAAL,2094.98
