Month,Supplier,Account Code,Transaction Ref,£
Jun,NATIONAL JUSTICE MUSEUM - MAIN,Hire of Rooms/Premises,AAAplkAAFAADdPsAAK,675
Jun,NATIONAL MONITORING (AVR GROUP LTD),National Monitoring Alarms,AAAplkAAMAACdJCAAE,6465
Jun,NATIONAL MONITORING (AVR GROUP LTD),National Monitoring Alarms,AAAplkAAMAACdMnAAA,5262.5
Jun,NATIONAL MONITORING (AVR GROUP LTD),National Monitoring Alarms,AAAplkAAMAACdMXAAc,5564.5
Jun,Nationwide Pathology Ltd,Doctors Statements,AAAplkAAMAACdIbAAP,528.5
Jun,NEUPC Ltd,Professional Fees,AAAplkAAMAACdQdAAZ,1000
Jun,NEWARK & SHERWOOD DISTRICT COUNCIL - FINANCE,General Rates,AAAplkAAFAADdPXAAG,51870
Jun,Nice Systems Uk Ltd,Cloud Services,AAAplkAAMAACdN9AAW,1557
Jun,Nice Systems Uk Ltd,Cloud Services,AAAplkAAMAACdN9AAX,4498
Jun,Nigel Best,External Training Courses,AAAplkAAMAACdLYAAY,2000
Jun,NOMINET UK,PNC Costs,AAAplkAAFAADdTlAAA,729.95
Jun,Nottingham BID Company Ltd,Professional Fees,AAAplkAAMAACdMqAAH,5000
Jun,Nottingham BID Company Ltd,Commissioned Services,AAAplkAAMAACdMqAAF,20000
Jun,NOTTINGHAM CITY COUNCIL - TPP,General Rates,AAAplkAAFAADdPXAAI,8857.25
Jun,NOTTINGHAM CITY COUNCIL - TPP,General Rates,AAAplkAAFAADdPXAAO,15469
Jun,NOTTINGHAM CITY COUNCIL - TPP,General Rates,AAAplkAAFAADdPXAAU,14346.25
Jun,NOTTINGHAM CITY COUNCIL - TPP,General Rates,AAAplkAAFAADdPXAAM,90636
Jun,NOTTINGHAM CITY COUNCIL - TPP,General Rates,AAAplkAAFAADdPXAAK,70434
Jun,NOTTINGHAM CITY COUNCIL - TPP,General Rates,AAAplkAAFAADdPXAAS,78078
Jun,NOTTINGHAM CITY COUNCIL - TPP,General Rates,AAAplkAAFAADdPXAAQ,55146
Jun,NOTTINGHAM INDUSTRIAL CLEANERS LTD,Contract Cleaning,AAAplkAAFAADdPsAAd,551.36
Jun,NOTTINGHAMSHIRE & CITY OF NOTTM FIRE AUTH,Diesel - Vehicle Fuel,AAAplkAAMAACdRsAAD,7772.64
Jun,NOTTINGHAMSHIRE & CITY OF NOTTM FIRE AUTH,Diesel - Vehicle Fuel,AAAplkAAFAADdQXAAW,8542.91
Jun,NOTTINGHAMSHIRE COUNTY COUNCIL - MAIN,Professional Fees,AAAplkAAFAADdRiAAQ,24522.89
Jun,NOTTINGHAMSHIRE COUNTY COUNCIL - PENSION,Pension Strain,AAAplkAAFAADdV/AAU,16761.66
Jun,NOTTINGHAMSHIRE COUNTY COUNCIL - PENSION,Pension Strain,AAAplkAAFAADdV/AAV,6100.74
Jun,NOTTINGHAMSHIRE SEXUAL VIOLENCE SUPPORT SERV,Commissioned Services,AAAplkAAMAACdI6AAV,78941.15
Jun,NOTTM UNIVERSITY HOSPITALS NHS TRUST - MAIN,Pathologists Fees,AAAplkAAMAACdRNAAf,1408.31
Jun,NOTTM UNIVERSITY HOSPITALS NHS TRUST - MAIN,Body Retention,AAAplkAAMAACdRdAAA,4653.08
Jun,O'Brien Contractors Ltd,Building Works - Main Contract,AAAplkAAMAACdLYAAD,104792.82
Jun,OEC EUROPE HOLDINGS LTD,Vehicle Maintenance,AAAplkAAMAACdI4AAR,13990.12
Jun,OPCC for Avon & Somerset,Partnership Contributions,AAAplkAAMAACdNdAAT,22000
Jun,OPCC FOR DERBYSHIRE,Professional Fees,AAAplkAAFAADdQEAAA,764.25
Jun,OPCC FOR KENT - FINANCE SERVICES,External Training Courses,AAAplkAAFAADdSAAAR,2740
Jun,OPCC FOR LEICESTERSHIRE,External Training Courses,AAAplkAAMAACdIbAAR,550
Jun,OPCC FOR LEICESTERSHIRE,Partnership Contributions,AAAplkAAFAADdTvAAg,16581.25
Jun,OPCC FOR LEICESTERSHIRE,Software Application,AAAplkAAMAACdJSAAD,10000
Jun,OPCC FOR LINCOLNSHIRE - MAIN,Publicity,AAAplkAAMAACdM3AAN,2122.29
Jun,OPCC for Merseyside,External Training Courses,AAAplkAAFAADdSAAAP,1250
Jun,OPCC for Merseyside,External Training Courses,AAAplkAAFAADdUPAAg,1250
Jun,OPCC Northamptonshire,Mutual Aid,AAAplkAAMAACdRMAAR,506.86
Jun,OPCC Northamptonshire,Mutual Aid,AAAplkAAMAACdOdAAf,711.93
Jun,ORACLE CORPORATION UK LTD,Software Licences,AAAplkAAFAADdTxAAI,91737.83
Jun,ORACLE CORPORATION UK LTD,Software Licences,AAAplkAAFAADdTxAAF,39117.64
Jun,ORCHID CELLMARK LTD - OXON,Forensic Analysis,AAAplkAAMAACdNgAAU,990
Jun,PELLACRAFT LTD,Wellbeing,AAAplkAAMAACdP9AAA,571.5
Jun,Pentagon Motor Group - Nottingham Vauxhall,Vehicle Maintenance,AAAplkAAFAADdPqAAA,712.72
Jun,PETER JONES (ILG) LTD,Operational Consum Equip/Mtn,AAAplkAAFAADdUFAAH,1402
Jun,POLICE AUTHORITY TREASURERS SOCIETY,Subscriptions,AAAplkAAMAACdP9AAc,1725
Jun,POLICE FEDERATION OF ENGLAND AND WALES,Professional Fees,AAAplkAAMAACrNqAAB,948.09
Jun,Police Superintendents Association Ltd,Insurance NPCC/Supt Legal Prot,AAAplkAAFAADdUcAAJ,12053
Jun,POSTURITE (UK) LTD,Furniture,AAAplkAAMAACdRdAAO,554.95
Jun,POSTURITE (UK) LTD,Furniture,AAAplkAAMAACdHSAAZ,680
Jun,PRIMETAKE LTD,Operational Consum Equip/Mtn,AAAplkAAFAADdTlAAP,6845
Jun,PROF S AL-SARRAJ,Pathologists Fees,AAAplkAAMAACdQPAAD,3388
Jun,Pulp Friction Smoothie Bar CIC,Corporate Hospitality,AAAplkAAMAACdPtAAU,862.5
Jun,Pulp Friction Smoothie Bar CIC,Corporate Hospitality,AAAplkAAMAACdMXAAR,724.5
Jun,RAIL SETTLEMENT PLAN LTD,Detained Persons - Expenses,AAAplkAAFAADdQAAAc,622.6
Jun,RAW2K LTD,Vehicle Recovery Costs,AAAplkAAMAACdMIAAQ,1255
Jun,RAW2K LTD,Vehicle Recovery Costs,AAAplkAAMAACdMIAAN,1355
Jun,Reliance High-Tech Ltd,Reactive Building Works,AAAplkAAFAADdUcAAL,920
Jun,Remedi - Restorative Services,Commissioned Services,AAAplkAAMAACdMeAAM,16191.66
Jun,Remedi - Restorative Services,Commissioned Services,AAAplkAAMAACdMeAAO,16191.66
Jun,Resound Limited,Hardware,AAAplkAAFAADdSmAAQ,3775
Jun,REVEAL MEDIA LTD,Data Storage Cloud,AAAplkAAMAACdRtAAS,8998.82
Jun,RICHFORD MOTOR SERVICES LTD,Vehicle Recovery Costs,AAAplkAAMAACdJyAAD,2425
Jun,RICHFORD MOTOR SERVICES LTD,Vehicle Recovery Costs,AAAplkAAMAACdJyAAE,7166
Jun,ROYAL MAIL GROUP LTD - POST,Postage Costs,AAAplkAAMAACdHyAAZ,4214.81
Jun,ROYAL MAIL GROUP LTD - POST,Postage Costs,AAAplkAAMAACdRsAAP,4451.04
Jun,ROYAL MAIL GROUP LTD - POST,Postage Costs,AAAplkAAMAACdHyAAf,4864.89
Jun,RSG ENGINEERING LTD,Vehicles - Road,AAAplkAAFAADdT/AAe,1159.78
Jun,RSM RISK ASSURANCE SERVICES LLP,IS Support & Maintenance,AAAplkAAMAACdLYAAS,3850
Jun,RUSHCLIFFE BOROUGH COUNCIL - NDR,General Rates,AAAplkAAFAADdPXAAW,7485
Jun,RUSHCLIFFE BOROUGH COUNCIL - NDR,General Rates,AAAplkAAFAADdPXAAY,1584.95
Jun,RUSHCLIFFE BOROUGH COUNCIL - NDR,General Rates,AAAplkAAFAADdPnAAB,4495.49
Jun,RUSHCLIFFE BOROUGH COUNCIL - NDR,General Rates,AAAplkAAFAADdPnAAD,3458.07
Jun,RUSHCLIFFE BOROUGH COUNCIL - NDR,General Rates,AAAplkAAFAADdPnAAF,2161.29
Jun,SAFARILAND UK LTD,Uniform,AAAplkAAFAADdT1AAT,732
Jun,SAFARILAND UK LTD,Uniform,AAAplkAAFAADdT1AAV,826
Jun,SAFARILAND UK LTD,Uniform,AAAplkAAFAADdThAAe,826
Jun,Sano Physiotherapy Ltd,Private Medical Intervention,AAAplkAAFAADdQAAAY,2395
Jun,SARA FENOUGHTY,Professional Fees,AAAplkAAMAACdLoAAV,680
Jun,Satsuma Medical Ltd,Pathologists Fees,AAAplkAAMAACdP9AAL,4500
Jun,Satsuma Medical Ltd,Pathologists Fees,AAAplkAAMAACdP9AAO,4500
Jun,SECURITY PLUS LTD,Courier Costs,AAAplkAAFAADdPsAAG,768.18
Jun,SELECTAMARK SECURITY SYSTEMS PLC,Operational Consum Equip/Mtn,AAAplkAAFAADdQFAAC,650
Jun,SEPURA LTD,Hardware,AAAplkAAFAADdP2AAG,1040
Jun,SEPURA LTD,Hardware,AAAplkAAFAADdP2AAH,686.4
Jun,SEPURA LTD,Hardware,AAAplkAAFAADdP2AAI,1716
Jun,SEPURA LTD,Hardware,AAAplkAAFAADdP2AAK,4992
Jun,SEPURA LTD,Hardware,AAAplkAAFAADdP2AAL,1887.6
Jun,SEPURA LTD,Radio/Airwave - Equipment,AAAplkAAFAADdP2AAO,1690
Jun,SHENFIELD COMMUNICATIONS LTD,Uniform,AAAplkAAFAADdQqAAd,7500
Jun,SHENFIELD COMMUNICATIONS LTD,Uniform,AAAplkAAFAADdQaAAD,4750
Jun,SHENFIELD COMMUNICATIONS LTD,Uniform,AAAplkAAFAADdQaAAZ,6500
Jun,SHENFIELD COMMUNICATIONS LTD,Uniform,AAAplkAAFAADdQqAAP,6500
Jun,SHENFIELD COMMUNICATIONS LTD,Uniform,AAAplkAAMAACdIoAAj,750
Jun,Singh Pharmacy,Vaccinations,AAAplkAAMAACrPEAAa,4240
Jun,SLATER ELECTRICAL SERVICES LTD,Reactive Building Works,AAAplkAAFAADdPVAAX,564.15
Jun,SLATER ELECTRICAL SERVICES LTD,Reactive Building Works,AAAplkAAFAADdP1AAb,727.66
Jun,SMARTDESK SYSTEMS T/A TGS SERVICES (UK) LTD 1,Systems Development,AAAplkAAFAADdUFAAL,564.85
Jun,SMARTDESK SYSTEMS T/A TGS SERVICES (UK) LTD 1,Systems Development,AAAplkAAFAADdUFAAE,587.83
Jun,SOFTCAT PLC,Software Licences,AAAplkAAMAACdRdAAR,60775
Jun,SONIC COMMUNICATIONS (INTERNATIONAL) LTD,Uniform,AAAplkAAMAACdHiAAE,2195
Jun,SONIC COMMUNICATIONS (INTERNATIONAL) LTD,Uniform,AAAplkAAMAACdHiAAG,1097.5
Jun,SONIC COMMUNICATIONS (INTERNATIONAL) LTD,Uniform,AAAplkAAMAACdHiAAH,1097.5
Jun,SPANSET LTD,Operational Consum Equip/Mtn,AAAplkAAMAACdRsAAS,6853.75
Jun,SPANSET LTD,Operational Consum Equip/Mtn,AAAplkAAMAACdRsAAU,1157.1
Jun,SPECIALISED CANVAS SERVICES LTD - BANNER BOX,Furniture,AAAplkAAFAADdP1AAE,549.8
Jun,SPECIALIST COMPUTER CENTRES PLC,Hardware - Purchase,AAAplkAAFAADdUcAAG,24321.12
Jun,SPECIALIST COMPUTER CENTRES PLC,Hardware - Purchase,AAAplkAAMAACdQPAAQ,22530.6
Jun,SPECIALIST COMPUTER CENTRES PLC,IS Support & Maintenance,AAAplkAAMAACdQPAAJ,2462.77
Jun,SPECIALIST COMPUTER CENTRES PLC,IS Support & Maintenance,AAAplkAAMAACdQPAAK,1814.59
Jun,SPECIALIST COMPUTER CENTRES PLC,IS Support & Maintenance,AAAplkAAMAACdQPAAL,36182.81
Jun,SPECIALIST COMPUTER CENTRES PLC,IS Support & Maintenance,AAAplkAAMAACdQPAAM,5573.8
Jun,Squirrel Inv Training & Consultant Ltd,Consultants Fees,AAAplkAAMAACrPEAAX,3500
Jun,SSE Energy Solutions,Electricity,AAAplkAAMAACdJIAAX,3497.53
Jun,SSE Energy Solutions,Electricity,AAAplkAAMAACdJIAAg,2133.94
Jun,SSE Energy Solutions,Electricity,AAAplkAAMAACdLoAAX,3906.15
Jun,SSE Energy Solutions,Electricity,AAAplkAAMAACdLoAAS,2780.4
Jun,STARTRAQ (UK) LTD,Licences (Not IT),AAAplkAAMAACdHyAAQ,4293.52
Jun,Stratstone BMW Derby,Vehicle Maintenance,AAAplkAAFAADdPlAAD,719.6
Jun,Streamlined Forensic Reporting Ltd,Doctors Statements,AAAplkAAMAACdLoAAd,7687.25
Jun,SUPERTRICK Z1 LTD,Vehicle Maintenance,AAAplkAAFAADdPsAAd,710
Jun,SUPERTRICK Z1 LTD,Vehicle Maintenance,AAAplkAAFAADdPsAAQ,645
Jun,SUPERTRICK Z1 LTD,Vehicle Maintenance,AAAplkAAFAADdPsAAT,685
Jun,SUPERTRICK Z1 LTD,Vehicle Maintenance,AAAplkAAFAADdPsAAa,970
Jun,SYSTEM Q LTD,Operational Equipment,AAAplkAAFAADdT/AAd,3885
Jun,THE APPROPRIATE ADULT SERVICE LTD,Appropriate Adult Services,AAAplkAAMAACdOOAAF,9884.56
Jun,THE APPROPRIATE ADULT SERVICE LTD,Appropriate Adult Services,AAAplkAAMAACdNnAAe,7399.79
Jun,The City & Guilds of London Institute,Internal Training Courses,AAAplkAAMAACrGkAAJ,1250
Jun,THE DYSLEXIA ASSOCIATION,Dyslexia Testing,AAAplkAAFAADdP+AAF,560
Jun,THE DYSLEXIA ASSOCIATION,Dyslexia Testing,AAAplkAAFAADdP+AAH,1280
Jun,The Police Arboretum Memorial Trust,Partnership Contributions,AAAplkAAMAACdNtAAZ,3625
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVFAAC,2461.2
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdU/AAf,1033.69
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVPAAC,813.27
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVfAAH,576.85
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdU/AAZ,890.91
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAMAACdJIAAK,780.7
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAMAACdJIAAN,7090.67
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdU/AAT,5737.16
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVfAAi,1611.66
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVPAAF,3317.3
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVfAAN,1393.39
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVvAAQ,1028.29
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdU/AAi,5294.67
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVfAAE,1980.42
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVvAAT,1382.02
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVPAAY,1946.34
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVfAAW,872.32
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVvAAN,586.33
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAMAACdNXAAI,1214.49
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdUvAAX,4265.11
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVfAAQ,1779.49
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVvAAc,872.86
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdU/AAQ,1798.76
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVPAAL,2447.62
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVfAAf,1112.36
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVvAAi,730.11
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVPAAV,1143.33
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVPAAh,505.47
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdUvAAU,1044.49
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVfAAK,1412.05
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdU/AAN,863.07
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdU/AAc,2830.19
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVPAAe,1232.54
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVPAAO,1847.76
Jun,TOTAL GAS & POWER LTD,Gas,AAAplkAAFAADdVfAAZ,734.3
Jun,TREBLE 5 TREBLE 1 LTD,Partnership Contributions,AAAplkAAMAACdH3AAM,5737.55
Jun,TSG UK Solutions Ltd,Annual Servicing,AAAplkAAMAACdIkAAI,6108.28
Jun,TSG UK Solutions Ltd,Annual Servicing,AAAplkAAMAACdIKAAJ,3547.78
Jun,TSG UK Solutions Ltd,Annual Servicing,AAAplkAAMAACdIKAAM,3068.45
Jun,UKROED LTD,Professional Fees,AAAplkAAFAADdVlAAY,612
Jun,UKROED LTD,Professional Fees,AAAplkAAMAACrFmAAW,8764
Jun,UKROED LTD,Professional Fees,AAAplkAAFAADdVlAAT,1664
Jun,UKROED LTD,Speed Awareness Payover,AAAplkAAFAADdVlAAX,6885
Jun,UKROED LTD,Speed Awareness Payover,AAAplkAAMAACrFmAAX,98595
Jun,UKROED LTD,Speed Awareness Payover,AAAplkAAFAADdVlAAU,18720
Jun,UNIVERSITY HOSPITALS OF LEICESTER NHST - MAIN,Pathologists Fees,AAAplkAAMAACdN3AAj,680.24
Jun,UNIVERSITY HOSPITALS OF LEICESTER NHST - MAIN,Pathologists Fees,AAAplkAAMAACdN3AAF,1836.49
Jun,UNIVERSITY HOSPITALS OF LEICESTER NHST - MAIN,Pathologists Fees,AAAplkAAMAACdNnAAV,520.68
Jun,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAMAACdNXAAT,3321
Jun,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAMAACdNnAAG,3321
Jun,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAMAACdNnAAA,3321
Jun,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAMAACdNnAAD,3321
Jun,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAMAACdN3AAL,3321
Jun,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAMAACdN3AAO,3321
Jun,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAMAACdNXAAL,3321
Jun,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAMAACdNXAAO,3321
Jun,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAMAACdNnAAJ,3321
Jun,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAMAACdNHAAa,3321
Jun,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAMAACdNnAAM,3321
Jun,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAMAACdNHAAd,3321
Jun,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAMAACdNHAAg,3321
Jun,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAMAACdNXAAB,3321
Jun,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAMAACdNnAAh,3321
Jun,UNIVERSITY OF LEICESTER - TUITION,Pathologists Fees,AAAplkAAMAACdN3AAC,3321
Jun,VEOLIA ENVIRONMENTAL SERVICES (UK) LTD,Waste,AAAplkAAFAADdQaAAJ,570
Jun,VEOLIA ENVIRONMENTAL SERVICES (UK) LTD,Waste,AAAplkAAMAACdQcAAc,820
Jun,VEOLIA ENVIRONMENTAL SERVICES (UK) LTD,Waste,AAAplkAAMAACrGUAAX,1093.97
Jun,VERITAS MANAGEMENT,Publicity,AAAplkAAFAADdTnAAH,7733.15
Jun,VERITAS MANAGEMENT,Engagement,AAAplkAAFAADdTnAAF,1796
Jun,VERITAS MANAGEMENT,Engagement,AAAplkAAFAADdTnAAG,663.85
Jun,VIRGIN MEDIA BUSINESS LTD  - ACCT 85267,Network Services,AAAplkAAMAACdHyAAi,3975.48
Jun,VIRGIN MEDIA BUSINESS LTD - ACCT 93539,Network Services,AAAplkAAMAACdNgAAL,14653.550000000003
Jun,VIRGIN MEDIA BUSINESS LTD - ACCT 93539,Network Services,AAAplkAAMAACdHyAAT,2312.14
Jun,VIRGIN MEDIA BUSINESS LTD - START 2,Network Services,AAAplkAAMAACdHyAAN,26149.27
Jun,VIRGIN MEDIA BUSINESS LTD - START 7,Network Services,AAAplkAAMAACdHyAAW,2960.27
Jun,VISAV LTD,Commissioned Services,AAAplkAAFAADdQKAAF,11000
Jun,VISAV LTD,Commissioned Services,AAAplkAAFAADdQKAAE,4000
Jun,VODAFONE - VBSE,PNC Costs,AAAplkAAFAADdQOAAY,2242
Jun,VODAFONE - WHITEHILL,PNC Costs,AAAplkAAMAACdH3AAB,1776
Jun,VOLKSWAGEN GROUP (UK) LTD - MILTON KEYNES,Vehicles - Road,AAAplkAAMAACdO9AAM,27054.06
Jun,VOLKSWAGEN GROUP (UK) LTD - MILTON KEYNES,Vehicles - Road,AAAplkAAMAACdPNAAS,27054.06
Jun,VOLKSWAGEN GROUP (UK) LTD - MILTON KEYNES,Vehicles - Road,AAAplkAAMAACdO9AAb,27054.06
Jun,VOLKSWAGEN GROUP (UK) LTD - MILTON KEYNES,Vehicles - Road,AAAplkAAMAACdO9AAV,27054.06
Jun,VOLKSWAGEN GROUP (UK) LTD - MILTON KEYNES,Vehicles - Road,AAAplkAAMAACdO9AAY,27054.06
Jun,VOLKSWAGEN GROUP (UK) LTD - MILTON KEYNES,Vehicles - Road,AAAplkAAMAACdPNAAV,27054.06
Jun,VOLKSWAGEN GROUP (UK) LTD - MILTON KEYNES,Vehicles - Road,AAAplkAAMAACdPNAAP,27054.06
Jun,VOLKSWAGEN GROUP (UK) LTD - MILTON KEYNES,Vehicles - Road,AAAplkAAMAACdO9AAe,27054.06
Jun,VOLKSWAGEN GROUP (UK) LTD - MILTON KEYNES,Vehicles - Road,AAAplkAAMAACdO9AAP,27054.06
Jun,VOLKSWAGEN GROUP (UK) LTD - MILTON KEYNES,Vehicles - Road,AAAplkAAMAACdO9AAS,27054.06
Jun,VOLKSWAGEN GROUP (UK) LTD - MILTON KEYNES,Vehicles - Road,AAAplkAAMAACdPNAAB,42971.07
Jun,VOLKSWAGEN GROUP (UK) LTD - MILTON KEYNES,Vehicles - Road,AAAplkAAMAACdPNAAC,1341.43
Jun,VOLKSWAGEN GROUP (UK) LTD - MILTON KEYNES,Vehicles - Road,AAAplkAAMAACdPNAAD,32206.94
Jun,VOLKSWAGEN GROUP (UK) LTD - MILTON KEYNES,Vehicles - Road,AAAplkAAMAACdPNAAG,27054.06
Jun,VOLKSWAGEN GROUP (UK) LTD - MILTON KEYNES,Vehicles - Road,AAAplkAAMAACdPNAAY,27054.06
Jun,VOLKSWAGEN GROUP (UK) LTD - MILTON KEYNES,Vehicles - Road,AAAplkAAMAACdPNAAJ,27054.06
Jun,VOLKSWAGEN GROUP (UK) LTD - MILTON KEYNES,Vehicles - Road,AAAplkAAMAACdPNAAM,27054.06
Jun,VOLKSWAGEN GROUP (UK) LTD - MILTON KEYNES,Vehicles - Road,AAAplkAAMAACdO9AAJ,27054.06
Jun,VOLKSWAGEN GROUP (UK) LTD - NOTTINGHAM,Vehicle Maintenance,AAAplkAAMAACdM3AAb,8570.12
Jun,WA PRODUCTS (UK) LTD T/A SCENESAFE,Operational Consum Equip/Mtn,AAAplkAAFAADdQOAAe,542
Jun,WA PRODUCTS (UK) LTD T/A SCENESAFE,Operational Consum Equip/Mtn,AAAplkAAFAADdQOAAb,1150
Jun,WA PRODUCTS (UK) LTD T/A SCENESAFE,Operational Consum Equip/Mtn,AAAplkAAMAACdLYAAb,1652.4
Jun,WA PRODUCTS (UK) LTD T/A SCENESAFE,Operational Consum Equip/Mtn,AAAplkAAFAADdTaAAK,525
Jun,WATER PLUS,Water Services,AAAplkAAFAADdVfAAH,784.51
Jun,WATER PLUS,Water Services,AAAplkAAFAADdVvAAZ,758.24
Jun,WATER PLUS,Water Services,AAAplkAAFAADdU/AAi,533.45
Jun,WATER PLUS,Water Services,AAAplkAAFAADdVvAAT,2182.67
Jun,WATER PLUS,Water Services,AAAplkAAFAADdVfAAf,613.1
Jun,WATER PLUS,Water Services,AAAplkAAFAADdVvAAH,1817.54
Jun,WATER PLUS,Water Services,AAAplkAAFAADdVvAAB,636.75
Jun,WATER PLUS,Water Services,AAAplkAAFAADdVVAAR,4135.66
Jun,WATER PLUS,Water Services,AAAplkAAFAADdVVAAV,2151.09
Jun,WATER PLUS,Water Services,AAAplkAAFAADdVVAAj,823.54
Jun,WATER PLUS,Water Services,AAAplkAAFAADdVVAAd,1610.0700000000002
Jun,WATER PLUS,Water Services,AAAplkAAFAADdVFAAO,4099.55
Jun,WATER PLUS,Water Services,AAAplkAAFAADdVFAAP,4861.44
Jun,WATER PLUS,Water Services,AAAplkAAFAADdVVAAG,508.25
Jun,WATER PLUS,Water Services,AAAplkAAFAADdVVAAL,1502.03
Jun,WATER PLUS,Water Services,AAAplkAAFAADdV/AAB,751.9300000000001
Jun,WATER PLUS,Water Services,AAAplkAAFAADdV/AAD,772.0699999999999
Jun,WATER PLUS,Water Services,AAAplkAAFAADdV/AAF,1110.1399999999999
Jun,WATER PLUS,Water Services,AAAplkAAFAADdU/AAG,599
Jun,WEL MEDICAL LTD,Operational Consum Equip/Mtn,AAAplkAAMAACrFmAAK,898.5
Jun,XPS ADMINISTRATION LTD - PENSIONS,Professional Fees,AAAplkAAMAACrGUAAO,17145.33
