PAYMENT DATE,SUPPLIER,SERVICE,DEPARTMENT,DESCRIPTION,£ SPEND (EXCLUDING VAT)
08/01/2024,Reed Specialist Recruitment Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,938
08/01/2024,Reed Specialist Recruitment Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,562.8
08/01/2024,Reed Specialist Recruitment Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,375.2
08/01/2024,Reed Specialist Recruitment Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,1876
08/01/2024,Reed Specialist Recruitment Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,469
08/01/2024,Reed Specialist Recruitment Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,351.75
08/01/2024,Reed Specialist Recruitment Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,281.4
08/01/2024,Reed Specialist Recruitment Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,401.55
08/01/2024,Reed Specialist Recruitment Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,729.85
08/01/2024,Reed Specialist Recruitment Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,562.8
08/01/2024,Reed Specialist Recruitment Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,351.75
08/01/2024,Reed Specialist Recruitment Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,375.2
08/01/2024,Roberts & Denny's (London) Ltd,INCOME TEAM,HOUSING MANAGEMENT DIVISION - HRA,REMOVAL SERVICES,580
08/01/2024,SSSI Ltd,ESTATES ENVIRONMENT RECHARGE TO HRA,HOUSING MANAGEMENT DIVISION - HRA,WASTE DISPOSAL,2573.1
08/01/2024,SSSI Ltd,ESTATES ENVIRONMENT RECHARGE TO HRA,HOUSING MANAGEMENT DIVISION - HRA,WASTE DISPOSAL,2435.4
08/01/2024,Sanctuary Care Homes Limited,CLA PLACEMENTS ,CORPORATE PARENTING,SEMI-INDEPENDENT PLACEMENTS,493.3
08/01/2024,Sanctuary Care Homes Limited,CLA PLACEMENTS ,CORPORATE PARENTING,SEMI-INDEPENDENT PLACEMENTS,320.48
08/01/2024,Sanctuary Care Homes Limited,CLA PLACEMENTS ,CORPORATE PARENTING,SEMI-INDEPENDENT PLACEMENTS,256.72
08/01/2024,Sense,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL CARE INCOME,8466.55
08/01/2024,Sense,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL CARE INCOME,8624.36
08/01/2024,Sense,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL CARE INCOME,8555.79
08/01/2024,St John's R.C Primary School,CWCN: SEN MAINSTREAM SCHOOLS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,1873.33
08/01/2024,Strutt & Parker LLP,ACHILLES STREET DEVELOPMENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,750
08/01/2024,Strutt & Parker LLP,ACHILLES STREET DEVELOPMENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,350
08/01/2024,Strutt & Parker LLP,ACHILLES STREET DEVELOPMENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,750
08/01/2024,Strutt & Parker LLP,MILFORD TOWERS DECANT.,CAPITAL,ASSETS UNDER CONSTRUCTION COST,750
08/01/2024,Sundry Suppliers,EMPLOYEE SERVICES,PEOPLE AND ORGANISATIONAL DEVELOPMENT,AGENCY STAFF,1502.65
08/01/2024,Sundry Suppliers,LH DISREPAIRS COSTS,HOUSING QUALITY AND INVESTMENT - HRA,FACILITIES MANAGEMENT,6000
08/01/2024,Sundry Suppliers,PENSION FUND: CONTRIB. & BENEFITS,PENSION FUND,LUMP SUM RETIREMENT BENEFIT,41701.91
08/01/2024,Sundry Suppliers,PENSION FUND: CONTRIB. & BENEFITS,PENSION FUND,RETURN OF CONTRIBUTIONS,1056.93
08/01/2024,Sundry Suppliers,PENSION FUND: CONTRIB. & BENEFITS,PENSION FUND,LUMP SUM RETIREMENT BENEFIT,5853.66
08/01/2024,Sundry Suppliers,LH DISREPAIRS COSTS,HOUSING QUALITY AND INVESTMENT - HRA,FACILITIES MANAGEMENT,4833.24
08/01/2024,Sundry Suppliers,PENSION FUND: CONTRIB. & BENEFITS,PENSION FUND,TRANSFER VALUES PAID OUT,33865.85
08/01/2024,The Anchor SENDfriendly Limited,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,500
08/01/2024,Toyota Financial Services (UK) PLC,FLEET SERVICES,FLEET SERVICES,VEHICLE HIRE,599.01
08/01/2024,Toyota Financial Services (UK) PLC,FLEET SERVICES,FLEET SERVICES,VEHICLE HIRE,1842.51
08/01/2024,Toyota Financial Services (UK) PLC,FLEET SERVICES,FLEET SERVICES,VEHICLE HIRE,410.68
08/01/2024,Toyota Financial Services (UK) PLC,FLEET SERVICES,FLEET SERVICES,VEHICLE HIRE,432.01
08/01/2024,Toyota Financial Services (UK) PLC,FLEET SERVICES,FLEET SERVICES,VEHICLE HIRE,568.29
08/01/2024,Toyota Financial Services (UK) PLC,FLEET SERVICES,FLEET SERVICES,VEHICLE HIRE,697.15
08/01/2024,Woodlarks Centre,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,4960
08/01/2024,Zero Three Care Homes LLP,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,13268.4
08/01/2024,Zero Three Care Homes LLP,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,13207.77
09/01/2024,4C Associates Ltd,PROCUREMENT SERVICES HRA,FINANCE AND TECHNOLOGY - HRA,CONSULTANCY FEES,15800
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),437
09/01/2024,Action for Children Services Ltd,CLA-CARE (Excludes placement costs),CORPORATE PARENTING,PRIVATE CONTRACTORS PAYMENT - OTHER,14180
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),487
09/01/2024,Allied Publicity Services (Manchester) Limited t/a APS Group,CONCESSIONARY FARES: DISABLED,REVENUES AND BENEFITS,ICT MANTENANCE & SUPPORT COSTS,610.56
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),874
09/01/2024,Redacted,GRADUATE & APPRENTICE SUPPORT,PEOPLE AND ORGANISATIONAL DEVELOPMENT,PROFESSIONAL SERVICES ,2793.5
09/01/2024,Barts Health NHS Trust,INTEGRATED SEXUAL HEALTH TARIFF(ISHT),SEXUAL HEALTH,PAYMENT TO HEALTH AUTHORITIES,6622.05
09/01/2024,Bunzl BCHS Cleaning and Hygiene Supples,BUILDING CLEANING,FACILITIES MANAGEMENT & CIVIC EVENTS,CLEANING SERVICES,444.6
09/01/2024,Redacted,CLA-CARE (Excludes placement costs),CORPORATE PARENTING,ENHANCED SUPPORT PLACEMENT PACKAGE,3184.29
09/01/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,310
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),487
09/01/2024,Redacted,CHILDREN LOOKED AFTER COSTS,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),487
09/01/2024,Central & North West London NHS Foundation Trust,INTEGRATED SEXUAL HEALTH TARIFF(ISHT),SEXUAL HEALTH,PAYMENT TO HEALTH AUTHORITIES,678.67
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),577
09/01/2024,Redacted,CHILDREN LOOKED AFTER COSTS,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),487
09/01/2024,Chartered Institute of Environmental Health,ENVIRONMENTAL HEALTH-FOOD AND SAFETY (NEW),ENVIRONMENTAL HEALTH & TRADING STANDARDS,ENVIRONMENTAL SERVICES - OTHER,290
09/01/2024,Chelsea & Westminster Hospital NHS Foundation Trust,INTEGRATED SEXUAL HEALTH TARIFF(ISHT),SEXUAL HEALTH,PAYMENT TO HEALTH AUTHORITIES,46842.99
09/01/2024,Chelsea & Westminster Hospital NHS Foundation Trust,INTEGRATED SEXUAL HEALTH TARIFF(ISHT),SEXUAL HEALTH,PAYMENT TO HEALTH AUTHORITIES,25153.88
09/01/2024,Chelsea & Westminster Hospital NHS Foundation Trust,INTEGRATED SEXUAL HEALTH TARIFF(ISHT),SEXUAL HEALTH,PAYMENT TO HEALTH AUTHORITIES,46842.99
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),585.77
09/01/2024,Citysprint (uk) Ltd,LIBS: LIBRARIES OPERATIONAL DEVELOPMENT,LIBRARY & INFORMATION SERVICE,PROCESS SERVERS/ COURIERS,2772.67
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),445.77
09/01/2024,Collab Training Academy CIC,YOUTH JUSTICE SERVICE,INTEGRATED ADOLESCENT SAFEGUARDING SERVICE,PROFESSIONAL SERVICES ,2025
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1096
09/01/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,310
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),879
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),577
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),577
09/01/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,310
09/01/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,310
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),577
09/01/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,310
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),487
09/01/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,577
09/01/2024,Redacted,MCA & DOLS,EARLY HELP & SAFEGUARDING,PROFESSIONAL SERVICES ,5600
09/01/2024,Redacted,MCA & DOLS,EARLY HELP & SAFEGUARDING,PROFESSIONAL SERVICES ,1000
09/01/2024,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,CHILD ARRANGEMENTS ORDERS,5915.75
09/01/2024,Equinox,SUPP PEOPLE: PEOPLE WITH MENTAL HEALTH PROBLEMS,SUPPORTING PEOPLE,HEALTHCARE SERVICES - GENERAL,127860
09/01/2024,Equinox,SUPP PEOPLE: PEOPLE WITH MENTAL HEALTH PROBLEMS,SUPPORTING PEOPLE,HEALTHCARE SERVICES - GENERAL,7300
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),577
09/01/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,310
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),874
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1406
09/01/2024,Field Court Chambers,ADULT SERVICES BUSINESS SUPPORT,SERVICE DEVELOPMENT AND  IMPROVEMENT UNIT,LEGAL FEES,1050
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),924
09/01/2024,Gallagher Bassett,INSURANCE PROVISIONS,BALANCE SHEET,LONG TERM PROVISIONS - INSURANCE,8679.24
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),392
09/01/2024,Great Batch Ltd,PLANNING DEVELOPMENT CONTROL,PLANNING,PRINTING,722.47
09/01/2024,Greener Solutions Ltd,CEMETERIES - GENERAL,BEREAVEMENT SERVICES,"RESOURCES- EQUIPMENT, FURNITURE, MATERIALS",3235.25
09/01/2024,Greener Solutions Ltd,CEMETERIES - GENERAL,BEREAVEMENT SERVICES,"RESOURCES- EQUIPMENT, FURNITURE, MATERIALS",1173
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),437
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),577
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),392
09/01/2024,Help us move Ltd (Roberts & Dennys),MH TEAM OTHER CARE,COMMUNITY MENTAL HEALTH,REMOVAL SERVICES,590
09/01/2024,Help us move Ltd (Roberts & Dennys),MH TEAM OTHER CARE,COMMUNITY MENTAL HEALTH,REMOVAL SERVICES,300
09/01/2024,Help us move Ltd (Roberts & Dennys),MH TEAM OTHER CARE,COMMUNITY MENTAL HEALTH,REMOVAL SERVICES,600
09/01/2024,Homerton University Hospital NHS Foundation Trust,INTEGRATED SEXUAL HEALTH TARIFF(ISHT),SEXUAL HEALTH,PAYMENT TO HEALTH AUTHORITIES,4029.21
09/01/2024,IMPACT PROPERTY AND SERVICES LIMITED,MCA & DOLS,EARLY HELP & SAFEGUARDING,PROFESSIONAL SERVICES ,1200
09/01/2024,Redacted,CHILDREN LOOKED AFTER COSTS,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),874
09/01/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,290.52
09/01/2024,Inspire Contract Services Ltd,2020 C3 - ELLIOT BANK,CAPITAL,ASSETS UNDER CONSTRUCTION COST,10725.5
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1154
09/01/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,310
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),400
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),487
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),487
09/01/2024,James Building Contractors Ltd,AWD EQUIP & ADAPT (PRE JUNE 02),"PACKAGES,PLACEMENTS AND CARERS",BUILDING ALTERATIONS AND MATERIALS,1050.57
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),392
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),445.77
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),577
09/01/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,310
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),609
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),487
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),392
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),437
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),412.99
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1311
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1324
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1699.85
09/01/2024,Landmark Chambers,LITIGATION,LAW,LEGAL FEES,1500
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),487
09/01/2024,Lewisham Schools for the Future SPV 4 Ltd,BUILD. SCH. FOR FUTURE PFI UNITARY CHARGES,SGM ESTATE COMPLIANCE,PFI AND PPP SCHEMES,289814.52
09/01/2024,Redacted,FAMILY SUPPORT & SAFEGUARDING SERVICE MANAGEMENT,FAMILY SOCIAL WORK SERVICE,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1072.77
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),392
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),487
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),487
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),392
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1461
09/01/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,310
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),924
09/01/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),535
09/01/2024,Redacted,SYRIAN VULNERABLE REFUGEE PROGRAMME,HOUSING NEEDS,PRIVATE CONTRACTORS PAYMENT - OTHER,1080
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),577
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),487
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1551
09/01/2024,Metis Consultants Ltd,LOCAL FLOOD GRANT,CLIMATE RESILIENCE TEAM,PRIVATE CONTRACTORS PAYMENT - OTHER,1930.57
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),784
09/01/2024,Redacted,CHILDREN LOOKED AFTER COSTS,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),487
09/01/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,310
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),392
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),437
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),392
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1064
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1040
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),392
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1154
09/01/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,285
09/01/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,310
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1081.54
09/01/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,310
09/01/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,310
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),437
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1154
09/01/2024,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,CHILD ARRANGEMENTS ORDERS,261.4
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),874
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),974
09/01/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,310
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),784
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1064
09/01/2024,Redacted,CHILDREN LOOKED AFTER COSTS,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1071.57
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),1164
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),874
09/01/2024,NSL Ltd,PARKING MANAGEMENT,PARKING SERVICES,PRIVATE CONTRACTORS PAYMENT - OTHER,523.32
09/01/2024,NSL Ltd,PARKING MANAGEMENT,PARKING SERVICES,PRIVATE CONTRACTORS PAYMENT - OTHER,85304.93
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),437
09/01/2024,Nantoni Consulting Ltd,WINTER PRESSURES,ADULT SOCIAL CARE MODERNISATION AND TRANSFORMATION,PRIVATE CONTRACTORS PAYMENT - OTHER,2925
09/01/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,480
09/01/2024,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,290.52
09/01/2024,Norman Rouke Pryme Limited,PARKING MANAGEMENT,PARKING SERVICES,STREET & TRAFFIC MGT - OTHER,7040
09/01/2024,Norman Rouke Pryme Limited,PARKING MANAGEMENT,PARKING SERVICES,STREET & TRAFFIC MGT - OTHER,2778
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),496.8
09/01/2024,Opus Energy Ltd,COMMUNAL LIGHTING,HOUSING MANAGEMENT DIVISION - HRA,ELECTRICITY,646.57
09/01/2024,Oyster Partnership,ENVIRONMENTAL HEALTH-FOOD AND SAFETY (NEW),ENVIRONMENTAL HEALTH & TRADING STANDARDS,ENVIRONMENTAL SERVICES - OTHER,432
09/01/2024,Oyster Partnership,ENVIRONMENTAL HEALTH-ENVIRONMENTAL PROTECTION (NEW),ENVIRONMENTAL HEALTH & TRADING STANDARDS,ENVIRONMENTAL SERVICES - OTHER,942.5
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),924
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),577
09/01/2024,People Asset Management Limited,HR OCCUPATIONAL HEALTH,PEOPLE AND ORGANISATIONAL DEVELOPMENT,PROFESSIONAL SERVICES ,11999.33
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),487
09/01/2024,Pitney Bowes Ltd,REGISTRARS,CORPORATE CUSTOMER RELATIONS,PROCESS SERVERS/ COURIERS,518.1
09/01/2024,Pitney Bowes Ltd,FM SOFT SERVICES,FACILITIES MANAGEMENT & CIVIC EVENTS,PROCESS SERVERS/ COURIERS,15189.01
09/01/2024,Princh A/S Ltd,LIBS: LIBRARIES OPERATIONAL DEVELOPMENT,LIBRARY & INFORMATION SERVICE,ICT MANTENANCE & SUPPORT COSTS,4497
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),487
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),392
09/01/2024,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),585.77
