PAYMENT DATE,SUPPLIER,SERVICE,DEPARTMENT,DESCRIPTION,£ SPEND (EXCLUDING VAT),
15/09/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,462.1,
15/09/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,366.1,
15/09/2023,Transport & General Workers Union,PAYROLL & PENSIONS CONTROL A/CS,BALANCE SHEET,PAYROLL VOLUNTARY DEDUCTIONS,1130.25,
15/09/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,324.96,
15/09/2023,Unison,PAYROLL & PENSIONS CONTROL A/CS,BALANCE SHEET,PAYROLL VOLUNTARY DEDUCTIONS,1854.21,
15/09/2023,Unison,PAYROLL & PENSIONS CONTROL A/CS,BALANCE SHEET,PAYROLL VOLUNTARY DEDUCTIONS,6095.21,
15/09/2023,Vectos South Ltd,LADYWELL LEISURE CENTRE DEVELOPMENT SITE,CAPITAL,ASSETS UNDER CONSTRUCTION COST,1547.5,
15/09/2023,Westminster Homecare Ltd,HAZELHURST COURT,JOINT COMMISSIONING,PRIVATE CONTRACTORS PAYMENT - OTHER,42820,
15/09/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,395.1,
15/09/2023,Xafinity Paymaster,PAYROLL & PENSIONS CONTROL A/CS,BALANCE SHEET,OTHER CREDITORS - PUBLIC CORPORATIONS AND TRADING FUNDS,1854.98,
15/09/2023,Xafinity Paymaster,PAYROLL & PENSIONS CONTROL A/CS,BALANCE SHEET,OTHER CREDITORS - PUBLIC CORPORATIONS AND TRADING FUNDS,1509.39,
15/09/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,686.3,
15/09/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,403.2,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,734.92,
18/09/2023,Adams Builders Adaptations Ltd,PWD AIDS&ADAPTATIONS,CAPITAL,ASSETS UNDER CONSTRUCTION COST,1300,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1005.68,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1218.42,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,350,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1083.04,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,854.4,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1259.48,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,2494.86,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,947.66,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,460.27,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1822.72,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,HOME CARE - PRIVATE CONTRACTORS PAYMENT,889.64,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1508.52,
18/09/2023,Avante Partnership,SUPPORT AND MEMORY COGNITION NEIGHBOURHOOD 4 - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,-1743.5,
18/09/2023,Avante Partnership,SUPPORT AND MEMORY COGNITION NEIGHBOURHOOD 4 - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,3002.7,
18/09/2023,BSW Heating Limited,LH GAS & BOILER WORKS,HOUSING QUALITY AND INVESTMENT - HRA,FACILITIES MANAGEMENT,902.75,
18/09/2023,Barnardo's,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),1714.2,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,2978.36,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,2235.68,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1334.46,
18/09/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,313.79,
18/09/2023,Redacted,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,911.36,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1509.44,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,2978.36,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,350,
18/09/2023,Bywaters (London) Ltd,RECYCLING DISPOSAL,STRATEGIC WASTE MANAGEMENT,PRIVATE CONTRACTORS PAYMENT - OTHER,181225.14,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,475.98,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,350,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Chartwells,EMU: CATERING,EDUCATION CATERING,REFRESHMENTS AND CATERING,222898.96,
18/09/2023,Chartwells,EMU: CATERING,EDUCATION CATERING,REFRESHMENTS AND CATERING,36427.38,
18/09/2023,Redacted,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1708.8,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,675,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Chrysalis Care Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),32925.72,
18/09/2023,City Electrical Factors Limited CEF,FM HARD SERVICES,FACILITIES MANAGEMENT & CIVIC EVENTS,BUILDING ALTERATIONS AND MATERIALS,-2995,
18/09/2023,City Electrical Factors Limited CEF,FM HARD SERVICES,FACILITIES MANAGEMENT & CIVIC EVENTS,BUILDING ALTERATIONS AND MATERIALS,2995,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,SUPPORT AND MEMORY COGNITION NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1708.8,
18/09/2023,Columbaria Company,LEWISHAM CREMATORIUM,BEREAVEMENT SERVICES,"RESOURCES- EQUIPMENT, FURNITURE, MATERIALS",450.7,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,2848,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Coyle Personnel Plc,WINTER PRESSURES,ADULT SOCIAL CARE MODERNISATION AND TRANSFORMATION,PRIVATE CONTRACTORS PAYMENT - OTHER,1400,
18/09/2023,Coyle Personnel Plc,WINTER PRESSURES,ADULT SOCIAL CARE MODERNISATION AND TRANSFORMATION,PRIVATE CONTRACTORS PAYMENT - OTHER,1400,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,2022.08,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,911.36,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",FAIRER CHARGING INCOME,1097.88,
18/09/2023,Redacted,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1384.5,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,8281.98,
18/09/2023,Redacted,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1505.32,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,350,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,350,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,350,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,350,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,4442.88,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1680.32,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,697.76,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,2350.6,
18/09/2023,Dinardo Supports Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,SUPPORTED LODGINGS PAYMENTS,835.71,
18/09/2023,Dinardo Supports Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,SUPPORTED LODGINGS PAYMENTS,2600,
18/09/2023,Dinardo Supports Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,SUPPORTED LODGINGS PAYMENTS,2600,
18/09/2023,Dinardo Supports Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,SUPPORTED LODGINGS PAYMENTS,2600,
18/09/2023,Dinardo Supports Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,SUPPORTED LODGINGS PAYMENTS,2600,
18/09/2023,Dinardo Supports Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,SUPPORTED LODGINGS PAYMENTS,2692.86,
18/09/2023,Dinardo Supports Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,SUPPORTED LODGINGS PAYMENTS,557.14,
18/09/2023,Dinardo Supports Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,SUPPORTED LODGINGS PAYMENTS,2600,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,3597.24,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,2677.12,
18/09/2023,Eden Care (JA) Ltd,NO RECOURSE TO PUBLIC FUNDS (NRTPF) - SERVICE DELIVERY,"REFERRAL AND ASSESSMENT, MASH, SAFE SPACE & EDT",RENTS PAYABLE,10500,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,4784.64,
18/09/2023,Redacted,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,2895,
18/09/2023,Redacted,SENSORY SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",FAIRER CHARGING INCOME,2506.08,
18/09/2023,Elizabeth Peters Care Homes Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,2960.74,
18/09/2023,Redacted,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,2006.7,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,350,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,3149.24,
18/09/2023,Redacted,SUPPORT AND MEMORY COGNITION NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",FAIRER CHARGING INCOME,2890.88,
18/09/2023,Redacted,SOCIAL SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,284.8,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1083.04,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,745.76,
18/09/2023,Family First Fostering,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3415.58,
18/09/2023,Family First Fostering,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3381,
18/09/2023,Family First Fostering,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3493.7,
18/09/2023,Family First Fostering,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3381,
18/09/2023,Family First Fostering,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3493.7,
18/09/2023,Family First Fostering,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3529.43,
18/09/2023,Family First Fostering,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3529.43,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1353.8,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,3249.12,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,350,
18/09/2023,Financial Data Management PLC,ELECTORAL REGISTRATION OFFICER,ELECTORAL SERVICES,ELECTION SERVICES,1850.24,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,650,
18/09/2023,First Aid First,ALL: INFORMATION & COMPUTING TECHNOLOGY,ADULT LEARNING LEWISHAM (ALL),PROFESSIONAL SERVICES ,1800,
18/09/2023,First Choice Marshalls,LAUNDRY EQUIPMENT - CAPITAL 2023/24,NOT IN HIERARCHY,ASSETS UNDER CONSTRUCTION COST,1364,
18/09/2023,First Choice Marshalls,LAUNDRY EQUIPMENT - CAPITAL 2023/24,NOT IN HIERARCHY,ASSETS UNDER CONSTRUCTION COST,6098.11,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,868.64,
18/09/2023,For Kids Co. Ltd,HOLIDAY ACTIVITY AND FOOD PROGRAMME,HEAD OF SERVICE FOR PREVENTION & EARLY HELP,PRIVATE CONTRACTORS PAYMENT - OTHER,500,
18/09/2023,Four Seasons Healthcare Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,3914,
18/09/2023,Four Seasons Healthcare Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,3520,
18/09/2023,Redacted,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",FAIRER CHARGING INCOME,3122.04,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,350,
18/09/2023,Furniture@Work Ltd,ALL: HEADQUARTERS & CENTRALLY HELD BUDGET,ADULT LEARNING LEWISHAM (ALL),"RESOURCES- EQUIPMENT, FURNITURE, MATERIALS",544,
18/09/2023,Redacted,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 1 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,9688.17,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,350,
18/09/2023,Geesink Norba Ltd,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,699.94,
18/09/2023,Geesink Norba Ltd,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,4897.55,
18/09/2023,Geesink Norba Ltd,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,298.07,
18/09/2023,Geesink Norba Ltd,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,747.8,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,9559.28,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,2436.84,
18/09/2023,Greener Solutions Ltd,CEMETERIES - GENERAL,BEREAVEMENT SERVICES,"RESOURCES- EQUIPMENT, FURNITURE, MATERIALS",1620,
18/09/2023,Greener Solutions Ltd,CEMETERIES - GENERAL,BEREAVEMENT SERVICES,"RESOURCES- EQUIPMENT, FURNITURE, MATERIALS",1200,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,MENTAL HEALTH SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1124.96,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,726.24,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,3880,
18/09/2023,Heath Farm Family Services Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),6713.31,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,378.08,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1310.08,
18/09/2023,Housing 21,CONRAD COURT,JOINT COMMISSIONING,PRIVATE CONTRACTORS PAYMENT - OTHER,59720.4,
18/09/2023,Redacted,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1766.48,
18/09/2023,Redacted,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,1708.8,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,350,
18/09/2023,IMPACT PROPERTY AND SERVICES LIMITED,MCA & DOLS,EARLY HELP & SAFEGUARDING,PROFESSIONAL SERVICES ,800,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,2436.84,
18/09/2023,Redacted,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DIRECT PAYMENTS,640.8,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
18/09/2023,Redacted,UKRAINIAN REFUGEES ACCOMMODATION COSTS,HOUSING NEEDS,RENTS PAYABLE,500,
