PAYMENT DATE,SUPPLIER,SERVICE,DEPARTMENT,DESCRIPTION,£ SPEND (EXCLUDING VAT),
01/03/2024,Birketts LLP,A205 ROAD REALIGNMENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,9003,
01/03/2024,Birketts LLP,SMALL & COMPLEX SITES,CAPITAL,ASSETS UNDER CONSTRUCTION COST,1515,
01/03/2024,Birketts LLP,SMALL & COMPLEX SITES,CAPITAL,ASSETS UNDER CONSTRUCTION COST,1530,
01/03/2024,Birketts LLP,SMALL & COMPLEX SITES,CAPITAL,ASSETS UNDER CONSTRUCTION COST,1530,
01/03/2024,Blackburn IT Services Ltd,CARETAKING SERVICES - MOBILE,HOUSING MANAGEMENT DIVISION - HRA,ANIMAL SERVICES,2577,
01/03/2024,Blue Ocean Services Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,GRANTS AND CONTRIBUTIONS,8129.92,
01/03/2024,Bramley Health Limited ,MENTAL HEALTH SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,9662.39,
01/03/2024,Bramley Health Limited ,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,5203.66,
01/03/2024,Bramley Health Limited ,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,5203.66,
01/03/2024,Bramley Health Limited ,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,10407.01,
01/03/2024,Bramley Health Limited ,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,10407.14,
01/03/2024,Bramley Health Limited ,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,5978.66,
01/03/2024,Bramley Health Limited ,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,3392.83,
01/03/2024,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,935,
01/03/2024,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,920,
01/03/2024,Redacted,PRIVATE SECTOR LEASING,PRIVATE SECTOR HOUSING,RENTS PAYABLE,950,
01/03/2024,Bright Future Care Services Limited,CLA PLACEMENTS ,CORPORATE PARENTING,SEMI-INDEPENDENT PLACEMENTS,296.71,
