PAYMENT DATE,SUPPLIER,SERVICE,DEPARTMENT,DESCRIPTION,£ SPEND (EXCLUDING VAT)
27/10/2023,Glendale Managed Services Ltd,PARKS - GREENING FUND PROGRAMME S106,GREEN SCENE,ENVIRONMENTAL SERVICES - OTHER,29926.66
27/10/2023,Glendale Managed Services Ltd,PARKS - PARKS AND OPEN SPACES GENERAL,GREEN SCENE,ENVIRONMENTAL SERVICES - OTHER,1098.8
27/10/2023,Glendale Managed Services Ltd,ROUTINE REP (OTHER ROADS),HIGHWAYS AND STREETSCENE,ENVIRONMENTAL SERVICES - OTHER,598.78
27/10/2023,Glendale Managed Services Ltd,ROUTINE REP (OTHER ROADS),HIGHWAYS AND STREETSCENE,ENVIRONMENTAL SERVICES - OTHER,1046.72
27/10/2023,James Building Contractors Ltd,AWD EQUIP & ADAPT (PRE JUNE 02),"PACKAGES,PLACEMENTS AND CARERS",BUILDING ALTERATIONS AND MATERIALS,2224.55
27/10/2023,James Building Contractors Ltd,PWD AIDS&ADAPTATIONS,CAPITAL,ASSETS UNDER CONSTRUCTION COST,5694.98
27/10/2023,JRL Caledonian Modular Limited,EDWARD STREET DEVELOPMENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,9610
27/10/2023,JRL Caledonian Modular Limited,EDWARD STREET DEVELOPMENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,30200
27/10/2023,JRL Caledonian Modular Limited,EDWARD STREET DEVELOPMENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,34730
27/10/2023,JRL Caledonian Modular Limited,EDWARD STREET DEVELOPMENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,30200
27/10/2023,JRL Caledonian Modular Limited,EDWARD STREET DEVELOPMENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,34730
27/10/2023,JRL Caledonian Modular Limited,EDWARD STREET DEVELOPMENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,33220
27/10/2023,JRL Caledonian Modular Limited,EDWARD STREET DEVELOPMENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,31710
27/10/2023,JRL Caledonian Modular Limited,EDWARD STREET DEVELOPMENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,34730
27/10/2023,JRL Caledonian Modular Limited,EDWARD STREET DEVELOPMENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,31710
27/10/2023,JRL Caledonian Modular Limited,HOME PARK HOUSING,CAPITAL,ASSETS UNDER CONSTRUCTION COST,22000
27/10/2023,JRL Caledonian Modular Limited,HOME PARK HOUSING,CAPITAL,ASSETS UNDER CONSTRUCTION COST,31600
27/10/2023,JRL Caledonian Modular Limited,HOME PARK HOUSING,CAPITAL,ASSETS UNDER CONSTRUCTION COST,36340
27/10/2023,JRL Caledonian Modular Limited,HOME PARK HOUSING,CAPITAL,ASSETS UNDER CONSTRUCTION COST,31600
27/10/2023,JRL Caledonian Modular Limited,HOME PARK HOUSING,CAPITAL,ASSETS UNDER CONSTRUCTION COST,36340
27/10/2023,JRL Caledonian Modular Limited,HOME PARK HOUSING,CAPITAL,ASSETS UNDER CONSTRUCTION COST,34760
27/10/2023,JRL Caledonian Modular Limited,HOME PARK HOUSING,CAPITAL,ASSETS UNDER CONSTRUCTION COST,33180
27/10/2023,JRL Caledonian Modular Limited,HOME PARK HOUSING,CAPITAL,ASSETS UNDER CONSTRUCTION COST,35340
27/10/2023,JRL Caledonian Modular Limited,HOME PARK HOUSING,CAPITAL,ASSETS UNDER CONSTRUCTION COST,33180
27/10/2023,Landmark Chambers,PRIVATE SECTOR RENEWAL: ENVIRON. HEALTH TEAM,PRIVATE SECTOR HOUSING,SALARIES,2750
27/10/2023,Lewisham & Greenwich NHS Trust,LEWISHAM COMMUNITY THERAPY SERVICE,JOINT HEALTH & SOCIAL CARE SERVICES MANAGER THERAPIES,PAYMENT TO HEALTH AUTHORITIES,4101.5
27/10/2023,Lewisham & Greenwich NHS Trust,WINTER PRESSURES,ADULT SOCIAL CARE MODERNISATION AND TRANSFORMATION,PAYMENT TO HEALTH AUTHORITIES,3477.45
27/10/2023,Linteum (Lewisham) Ltd,LS: DOWNHAM PFI,LEISURE PFI,PRIVATE CONTRACTORS PAYMENT - OTHER,240079.94
27/10/2023,Martin Arnold Ltd,PHASE 3 PRE - CONTRACT - RENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,2233.7
27/10/2023,Matrix SCM Ltd,BALANCE SHEET - CORPORATE,BALANCE SHEET,HOLDING ACCOUNT,595354.04
27/10/2023,Matrix SCM Ltd,BALANCE SHEET - CORPORATE,BALANCE SHEET,HOLDING ACCOUNT,655519.07
27/10/2023,Medical Express Care Services,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,5493.6
27/10/2023,Medical Express Care Services,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2491.16
27/10/2023,METRO CARE UK LTD,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,9303
27/10/2023,METRO CARE UK LTD,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,16034
27/10/2023,MML Finance Limited,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,2850.62
27/10/2023,MML Finance Limited,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,5891.28
27/10/2023,MML Finance Limited,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,5701.24
27/10/2023,MML Finance Limited,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,5891.28
27/10/2023,MTA Digital Ltd,LEVELLING UP FUND,BUILDING INCLUSIVE GROWTH & AREA REGENERATION,PRINTING,2495
27/10/2023,Munever Halil,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,395.1
27/10/2023,National Society for Epilepsy,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,5709.43
27/10/2023,National Society for Epilepsy,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,5899.74
27/10/2023,Nellsar Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,2904.44
27/10/2023,Network Healthcare Professionals Limited,PHYSICAL SUPPORT NEIGHBOURHOOD 1 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,2675
27/10/2023,Newsquest (London) Ltd,PLANNING DEVELOPMENT CONTROL,PLANNING,"ADVERTISING, PUBLICITY AND MARKETING",570.88
27/10/2023,NSL Ltd,PARKING MANAGEMENT,PARKING SERVICES,PRIVATE CONTRACTORS PAYMENT - OTHER,9792.02
27/10/2023,NSL Ltd,PARKING MANAGEMENT,PARKING SERVICES,PRIVATE CONTRACTORS PAYMENT - OTHER,13216.79
27/10/2023,NSL Ltd,PARKING MANAGEMENT,PARKING SERVICES,PRIVATE CONTRACTORS PAYMENT - OTHER,69632.16
27/10/2023,NSL Ltd,PARKING MANAGEMENT,PARKING SERVICES,PRIVATE CONTRACTORS PAYMENT - OTHER,37388.44
27/10/2023,NSL Ltd,PARKING MANAGEMENT,PARKING SERVICES,PRIVATE CONTRACTORS PAYMENT - OTHER,340863.1
27/10/2023,NSL Ltd,PARKING MANAGEMENT,PARKING SERVICES,PRIVATE CONTRACTORS PAYMENT - OTHER,1450
27/10/2023,NSL Ltd,PARKING MANAGEMENT,PARKING SERVICES,PRIVATE CONTRACTORS PAYMENT - OTHER,-8428.22
27/10/2023,Parkview Nursing Home,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,2825.43
27/10/2023,Parkview Nursing Home,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,3764.29
27/10/2023,Partnering Regeneration Development Ltd,EJP MANAGEMENT,BUILDING INCLUSIVE GROWTH & AREA REGENERATION,CONSULTANCY FEES,9500
27/10/2023,Phoenix Community Care,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),14550.87
27/10/2023,Phoenix Community Care,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),14081.48
27/10/2023,Portal Plan Quest Limited,PLANNING DEVELOPMENT CONTROL,PLANNING,DEVELOPMENT CONTROL FEES INCOME,462
27/10/2023,Redacted,CHILDREN LOOKED AFTER COSTS,CORPORATE PARENTING,EMOTIONAL WELLBEING & MENTAL HEALTH SUPPORT,1890
27/10/2023,Redacted,CHILDREN LOOKED AFTER COSTS,CORPORATE PARENTING,INCOME MAINTENANCE,415.5
27/10/2023,Redacted,CWCN SHORT BREAKS (OTHER),CHILDREN WITH COMPLEX NEEDS,DIRECT PAYMENTS,324.37
27/10/2023,Redacted,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,360
27/10/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,SUPPORTED LODGINGS PAYMENTS,255
27/10/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,SUPPORTED LODGINGS PAYMENTS,255
27/10/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,SUPPORTED LODGINGS PAYMENTS,255
27/10/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,SUPPORTED LODGINGS PAYMENTS,255
27/10/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,SUPPORTED LODGINGS PAYMENTS,619.29
27/10/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,SUPPORTED LODGINGS PAYMENTS,255
27/10/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,SUPPORTED LODGINGS PAYMENTS,255
27/10/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,SUPPORTED LODGINGS PAYMENTS,255
27/10/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,SUPPORTED LODGINGS PAYMENTS,255
27/10/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,SUPPORTED LODGINGS PAYMENTS,255
27/10/2023,Redacted,LEAVING CARE SUPPORT SERVICES,CORPORATE PARENTING,BIRTHDAY & FESTIVITY ALLOWANCES,569.29
27/10/2023,Redacted,LEAVING CARE SUPPORT SERVICES,CORPORATE PARENTING,SETTING UP HOME GRANT,2000
27/10/2023,Redacted,LEAVING CARE SUPPORT SERVICES,CORPORATE PARENTING,"EDUCATION, EMPLOYMENT & TRAINING",333
27/10/2023,Redacted,LEAVING CARE SUPPORT SERVICES,CORPORATE PARENTING,"EDUCATION, EMPLOYMENT & TRAINING",333
27/10/2023,Redacted,LEAVING CARE SUPPORT SERVICES,CORPORATE PARENTING,"EDUCATION, EMPLOYMENT & TRAINING",334
27/10/2023,Redacted,LEAVING CARE SUPPORT SERVICES,CORPORATE PARENTING,"EDUCATION, EMPLOYMENT & TRAINING",334
27/10/2023,Redacted,LEAVING CARE SUPPORT SERVICES,CORPORATE PARENTING,"EDUCATION, EMPLOYMENT & TRAINING",333
27/10/2023,Redacted,LEAVING CARE SUPPORT SERVICES,CORPORATE PARENTING,"EDUCATION, EMPLOYMENT & TRAINING",668
27/10/2023,Redacted,LEAVING CARE SUPPORT SERVICES,CORPORATE PARENTING,"EDUCATION, EMPLOYMENT & TRAINING",334
27/10/2023,Redacted,LEAVING CARE SUPPORT SERVICES,CORPORATE PARENTING,"EDUCATION, EMPLOYMENT & TRAINING",333
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,376.3
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,424.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,424.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,550.7
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,738.9
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,424.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,712.7
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,395.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,424.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,500.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,373
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,424.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,373
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,424.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,370.48
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,502
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,395.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,409.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,1457.3
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,270
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,357.3
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,335
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,1042.2
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,366.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,678.2
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,366.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,324.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,366.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,390
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,373
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,424.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,542.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,323.32
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,511
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,332.2
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,468
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,462.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,558
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,424.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,318.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,270
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,464
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,395.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,544
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,385
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,366.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,382.2
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,278.92
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,470.2
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,432.2
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,351.8
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,290.37
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,1092
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,424.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,390.89
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,424.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,588.81
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,398
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,278.79
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,467.53
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,389.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,894.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,462.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,728.5
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,406
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,366.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,334.96
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,381.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,270
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,366.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,366.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,640.2
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,332.2
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,802
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,374.2
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,530.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,432.2
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,1111.6
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,350
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,462.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,366.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,381
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,324.96
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,479.57
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,395.1
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,576.29
27/10/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,403.2
27/10/2023,Reed Specialist Recruitment Ltd,"MASH, REFERRAL & ASSESSMENT MANAGEMENT","REFERRAL AND ASSESSMENT, MASH, SAFE SPACE & EDT",PRIVATE CONTRACTORS PAYMENT - OTHER,10561.2
27/10/2023,RGE Services,LH FIRE ASSESSMENTS & WORK,HOUSING QUALITY AND INVESTMENT - HRA,FIRE ASSESSMENT,449.83
27/10/2023,RGE Services,LH FIRE ASSESSMENTS & WORK,HOUSING QUALITY AND INVESTMENT - HRA,FIRE ASSESSMENT,830.71
27/10/2023,RGE Services,LH FIRE ASSESSMENTS & WORK,HOUSING QUALITY AND INVESTMENT - HRA,FIRE ASSESSMENT,407.83
27/10/2023,RGE Services,LH FIRE ASSESSMENTS & WORK,HOUSING QUALITY AND INVESTMENT - HRA,FIRE ASSESSMENT,407.83
27/10/2023,RGE Services,LH FIRE ASSESSMENTS & WORK,HOUSING QUALITY AND INVESTMENT - HRA,FIRE ASSESSMENT,407.83
27/10/2023,RGE Services,LH FIRE ASSESSMENTS & WORK,HOUSING QUALITY AND INVESTMENT - HRA,FIRE ASSESSMENT,407.83
27/10/2023,RGE Services,LH FIRE ASSESSMENTS & WORK,HOUSING QUALITY AND INVESTMENT - HRA,FIRE ASSESSMENT,330.87
27/10/2023,RGE Services,LH FIRE ASSESSMENTS & WORK,HOUSING QUALITY AND INVESTMENT - HRA,FIRE ASSESSMENT,330.87
27/10/2023,RGE Services,LH FIRE ASSESSMENTS & WORK,HOUSING QUALITY AND INVESTMENT - HRA,FIRE ASSESSMENT,619.27
27/10/2023,RGE Services,LH FIRE ASSESSMENTS & WORK,HOUSING QUALITY AND INVESTMENT - HRA,FIRE ASSESSMENT,330.87
27/10/2023,RGE Services,LH FIRE ASSESSMENTS & WORK,HOUSING QUALITY AND INVESTMENT - HRA,FIRE ASSESSMENT,407.83
27/10/2023,RGE Services,LH FIRE ASSESSMENTS & WORK,HOUSING QUALITY AND INVESTMENT - HRA,FIRE ASSESSMENT,619.27
27/10/2023,RGE Services,LH FIRE ASSESSMENTS & WORK,HOUSING QUALITY AND INVESTMENT - HRA,FIRE ASSESSMENT,330.87
27/10/2023,RGE Services,LH FIRE ASSESSMENTS & WORK,HOUSING QUALITY AND INVESTMENT - HRA,FIRE ASSESSMENT,330.87
27/10/2023,RGE Services,LH FIRE ASSESSMENTS & WORK,HOUSING QUALITY AND INVESTMENT - HRA,FIRE ASSESSMENT,619.27
27/10/2023,Safety Management,RECYCLING,REFUSE COLLECTION SERVICE,"CLOTHES, UNIFORM AND LAUNDRY",569.52
27/10/2023,Silver DCC Ltd,HOUSING ACQUISITION PROGRAMME,NOT IN HIERARCHY,ASSETS UNDER CONSTRUCTION COST,5000
