PAYMENT DATE,SUPPLIER,SERVICE,DEPARTMENT,DESCRIPTION,£ SPEND (EXCLUDING VAT)
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),1692.6
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),1638
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),397.54
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),397.54
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),831.22
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3492.9
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3492.9
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3386.7
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),1691.36
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),1714.2
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3492.9
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3492.9
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),5099.7
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3492.9
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),1714.5
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3492.9
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3492.9
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),5772.9
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3492.9
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3278.4
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),2596.47
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),6351.3
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),1714.2
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3492.9
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3492.9
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3599.7
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),1714.2
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3167.1
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3492.9
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),1714.2
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3492.9
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),387.72
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3278.4
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),1714.2
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3492.9
07/07/2023,National Fostering Agency,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3492.9
07/07/2023,Network Ventures Ltd,SUPERVISED CONTACT,FAMILY SOCIAL WORK SERVICE,SUPERVISED CONTACT- LAC,440.8
07/07/2023,Network Ventures Ltd,SUPERVISED CONTACT,FAMILY SOCIAL WORK SERVICE,SUPERVISED CONTACT- LAC,440.8
07/07/2023,Network Ventures Ltd,SUPERVISED CONTACT,FAMILY SOCIAL WORK SERVICE,SUPERVISED CONTACT- LAC,775
07/07/2023,Network Ventures Ltd,SUPERVISED CONTACT,FAMILY SOCIAL WORK SERVICE,SUPERVISED CONTACT- LAC,620
07/07/2023,Network Ventures Ltd,SUPERVISED CONTACT,FAMILY SOCIAL WORK SERVICE,SUPERVISED CONTACT- LAC,440.8
07/07/2023,Network Ventures Ltd,SUPERVISED CONTACT,FAMILY SOCIAL WORK SERVICE,SUPERVISED CONTACT- LAC,465
07/07/2023,Newsquest (London) Ltd,PLANNING DEVELOPMENT CONTROL,PLANNING,"ADVERTISING, PUBLICITY AND MARKETING",749.28
07/07/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,440.1
07/07/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,362
07/07/2023,Own Life Fostering Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3513.27
07/07/2023,Redacted,CHILDREN LOOKED AFTER COSTS,CORPORATE PARENTING,EMOTIONAL WELLBEING & MENTAL HEALTH SUPPORT,6857.14
07/07/2023,Parkview Nursing Home,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,3214.29
07/07/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,322.1
07/07/2023,Pickerings Europe Ltd,DRUMBEAT AND TURNHAM SCHOOLS,NOT IN HIERARCHY,ASSETS UNDER CONSTRUCTION COST,10665.2
07/07/2023,Plus,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,24147.47
07/07/2023,Quo Vadis Trust,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,3985.71
07/07/2023,Quo Vadis Trust,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,3985.71
07/07/2023,Quo Vadis Trust,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,3985.71
07/07/2023,Quo Vadis Trust,SUPP PEOPLE: SINGLE HOMELESS WITH SUPPORT NEEDS,SUPPORTING PEOPLE,HEALTHCARE SERVICES - GENERAL,9076.5
07/07/2023,Respect,WORKFORCE DEVELOPMENT,"PSW, WORKFORCE DEVELOPMENT & BUSINESS SUPPORT",PRIVATE CONTRACTORS PAYMENT - OTHER,520
07/07/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,275.07
07/07/2023,Redacted,REFFERAL & ASSESSMENT- TEAM 1,"REFERRAL AND ASSESSMENT, MASH, SAFE SPACE & EDT",SECTION 17 - FINANCIAL ASSISTANCE,1626
07/07/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,480
07/07/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,362
07/07/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,322.1
07/07/2023,Sedgehill Academy  (part of United Learning),CWCN: SEN ACADEMIES AND FREE SCHOOLS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,18987.47
07/07/2023,Sequence Care Ltd,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,14037.81
07/07/2023,Sequence Care Ltd,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,13952.23
07/07/2023,Sequence Care Ltd,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,16799.96
07/07/2023,Sequence Care Ltd,SOCIAL SUPPORT ALL NEIGHBOURHOODS - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,13500.99
07/07/2023,Sequence Care Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,19626.69
07/07/2023,Sequence Care Ltd,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,9984.6
07/07/2023,Sequence Care Ltd,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,11963.27
07/07/2023,Sequence Care Ltd,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,30297.47
07/07/2023,Sequence Care Ltd,MENTAL HEALTH SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,10741.41
07/07/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,562.2
07/07/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,347.1
07/07/2023,Signis Group,CSC INFRASTRUCTURE,CSC SENIOR MANAGEMENT TEAM,PRIVATE CONTRACTORS PAYMENT - OTHER,9200
07/07/2023,Smith and Byford Limited,CAPITALISED REPAIRS,CAPITAL,ASSETS UNDER CONSTRUCTION COST,1917.09
07/07/2023,Smith and Byford Limited,CAPITALISED REPAIRS,CAPITAL,ASSETS UNDER CONSTRUCTION COST,1867.04
07/07/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),-2104
07/07/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,5118.18
07/07/2023,Redacted,"MASH, REFERRAL & ASSESSMENT MANAGEMENT","REFERRAL AND ASSESSMENT, MASH, SAFE SPACE & EDT",SECTION 17 - SUPPORTING PLACEMENT STABILITY,600
07/07/2023,Sound Choice Hire Ltd,LT: THEATRE MANAGEMENT,BROADWAY THEATRE GROUP,SPECIALIST EQUIPMENT FOR SERVICE PROVISION,981.2
07/07/2023,Sound Choice Hire Ltd,LT: THEATRE MANAGEMENT,BROADWAY THEATRE GROUP,PROFESSIONAL SERVICES ,275
07/07/2023,St George's C of E School,HOUSEHOLD SUPPORT FUND,REVENUES AND BENEFITS,GRANTS AND CONTRIBUTIONS,2700
07/07/2023,Studybugs,AWO: ATTENDANCE & WELFARE OFFICERS,"ACCESS, INCULSION AND PARTICPATION",PROFESSIONAL SERVICES ,17280
07/07/2023,Sundry Suppliers,PENSION FUND: CONTRIB. & BENEFITS,PENSION FUND,LUMP SUM RETIREMENT BENEFIT,42047.48
07/07/2023,Sundry Suppliers,"BALANCE SHEET - HOUSING, REGENERATION & PUBLIC REALM",BALANCE SHEET,LEASEHOLDER SERVICE CHARGE DEBTOR,255.91
07/07/2023,Sundry Suppliers,PENSION FUND: CONTRIB. & BENEFITS,PENSION FUND,LUMP SUM RETIREMENT BENEFIT,25440.82
07/07/2023,Sundry Suppliers,PENSION FUND: CONTRIB. & BENEFITS,PENSION FUND,RETIREMENT PENSION PAYMENT,4373.46
07/07/2023,Sundry Suppliers,PENSION FUND: CONTRIB. & BENEFITS,PENSION FUND,LUMP SUM RETIREMENT BENEFIT,38789.91
07/07/2023,Sundry Suppliers,PENSION FUND: CONTRIB. & BENEFITS,PENSION FUND,LUMP SUM RETIREMENT BENEFIT,130391.46
07/07/2023,Sundry Suppliers,"BALANCE SHEET - HOUSING, REGENERATION & PUBLIC REALM",BALANCE SHEET,LEASEHOLDER SERVICE CHARGE DEBTOR,717.21
07/07/2023,Sundry Suppliers,PENSION FUND: CONTRIB. & BENEFITS,PENSION FUND,ADDITIONAL VOLUNTARY CONTRIBUTION IN,69063.98
07/07/2023,Sundry Suppliers,PENSION FUND: CONTRIB. & BENEFITS,PENSION FUND,LUMP SUM RETIREMENT BENEFIT,45584.52
07/07/2023,Sundry Suppliers,PENSION FUND: CONTRIB. & BENEFITS,PENSION FUND,TRANSFER VALUES PAID OUT,26462.29
07/07/2023,Sundry Suppliers,PENSION FUND: CONTRIB. & BENEFITS,PENSION FUND,TRANSFER VALUES PAID OUT,117212.75
07/07/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,330.2
07/07/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,530.1
07/07/2023,Taaksvale Housing Ltd,BED & BREAKFAST,HOUSING NEEDS,RENTS PAYABLE,114351.88
07/07/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,380.2
07/07/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,1030.2
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,797.64
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,1516.65
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,763.39
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,772.68
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,2307.24
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,1059.89
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,411.82
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,1678.18
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,1139.4
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,1471.68
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,1042.2
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,895.2
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,1040.4
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,2944.48
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,1129.86
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,1539.21
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,1019.42
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,968.52
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,1634.4
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,1362.12
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,1262.38
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,1193.37
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,968.88
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,1059.89
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,1355.72
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,1519.2
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,1022.4
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,1550.42
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,717.25
07/07/2023,The Hyde Group,HYDE ACQUISITION PROPERTIES,HOUSING PARTNERSHIP & DEVELOPMENT,SERVICE CHARGES,789
07/07/2023,The John Roan School,CWCN: SEN ACADEMIES AND FREE SCHOOLS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,15419
07/07/2023,The Mortimer Society,MENTAL HEALTH SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,5410.71
07/07/2023,The Tulips Care Home,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,3100
07/07/2023,The Tulips Care Home,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,3100
07/07/2023,The Tutorial Foundation,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,-826.5
07/07/2023,The Tutorial Foundation,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,10538.5
07/07/2023,ThermoServ Limited,PLAYING FIELDS MANAGEMENT,SGM ESTATE COMPLIANCE,RESPONSIVE REPAIRS - BUILDING,456.16
07/07/2023,ThermoServ Limited,PLAYING FIELDS MANAGEMENT,SGM ESTATE COMPLIANCE,RESPONSIVE REPAIRS - BUILDING,456.16
07/07/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,350
07/07/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,ADOPTION ALLOWANCE PAYMENTS,406.1
07/07/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,322.1
07/07/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,324.96
07/07/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,347.1
07/07/2023,Young Lewisham Project,YOUTH OFFENDING SERVICE,YOUTH OFFENDING SERVICE,PROFESSIONAL SERVICES ,1193.28
07/07/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,820.3
07/07/2023,Redacted,OTHER CARE ARRANGEMENTS,CORPORATE PARENTING,SPECIAL GUARDIANSHIP PAYMENTS,355.2
07/07/2023,Zero Three Care Homes LLP,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,12113.57
07/07/2023,Zero Three Care Homes LLP,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,12058.2
10/07/2023,Acorn Care & Educational Ltd,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,5797.18
10/07/2023,Ansacare Fostering Agency Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3252.14
10/07/2023,Avondale Support Limited,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,3781.8
10/07/2023,Back on track children’s services SE ltd,CLA PLACEMENTS ,CORPORATE PARENTING,RESIDENTIAL PLACEMENTS,4714.28
10/07/2023,Back on track children’s services SE ltd,CLA PLACEMENTS ,CORPORATE PARENTING,RESIDENTIAL PLACEMENTS,25864.58
10/07/2023,Back on track children’s services SE ltd,CLA PLACEMENTS ,CORPORATE PARENTING,RESIDENTIAL PLACEMENTS,9934.29
10/07/2023,Bevan Brittan LLP,GRADUATE & APPRENTICE SUPPORT,PEOPLE AND ORGANISATIONAL DEVELOPMENT,PROFESSIONAL SERVICES ,913
10/07/2023,Beverley Martin Ltd,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,900
10/07/2023,Beverley Martin Ltd,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,900
10/07/2023,Beverley Martin Ltd,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,900
10/07/2023,Beverley Martin Ltd,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,927
10/07/2023,Beverley Martin Ltd,SOCIAL SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,1386
10/07/2023,Bindmans LLP,ADULTS & CHILDREN,LAW,LEGAL FEES,4885
10/07/2023,Bindmans LLP,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,LEGAL FEES,260
10/07/2023,Browne Jacobson,ADULTS & CHILDREN,LAW,LEGAL FEES,605
10/07/2023,Browne Jacobson,ADULTS & CHILDREN,LAW,LEGAL FEES,671
10/07/2023,Broxap Ltd,LADYWELL FIELDS FOOTPATH IMPROVEMENT WORKS,CAPITAL,ASSETS UNDER CONSTRUCTION COST,1929
10/07/2023,By Education (Lewisham) Ltd,SCHOOLS PFI CHANGE REQUESTS,SGM ESTATE COMPLIANCE,PRIVATE CONTRACTORS PAYMENT - OTHER,3227.1
10/07/2023,By Education (Lewisham) Ltd,SCHOOLS PFI CHANGE REQUESTS,SGM ESTATE COMPLIANCE,PRIVATE CONTRACTORS PAYMENT - OTHER,5288.28
10/07/2023,By Education (Lewisham) Ltd,SCHOOLS PFI CHANGE REQUESTS,SGM ESTATE COMPLIANCE,PRIVATE CONTRACTORS PAYMENT - OTHER,2217.73
10/07/2023,Capital Children's Care Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,RESIDENTIAL PLACEMENTS,64028.57
10/07/2023,Capital Children's Care Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,RESIDENTIAL PLACEMENTS,-33200
10/07/2023,Capital Children's Care Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,RESIDENTIAL PLACEMENTS,33200
10/07/2023,Care Outlook Ltd,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,318067.01
10/07/2023,Careoline Carers Services Ltd,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,837.5
