PAYMENT DATE,SUPPLIER,SERVICE,DEPARTMENT,DESCRIPTION,£ SPEND (EXCLUDING VAT)
03/07/2023,1GC Family Law,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,LEGAL FEES,1750
03/07/2023,Access for Living,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,100510.62
03/07/2023,Access for Living,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,20321.44
03/07/2023,Advantage Healthcare Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,292.56
03/07/2023,Almond Care Limited,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,1922.3
03/07/2023,Almond Care Limited,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,1922.3
03/07/2023,Almond Care Limited,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,1922.3
03/07/2023,Alphatrack Systems Ltd,LH M & E WORKS,HRA HOUSING MANAGEMENT DIVISION,SECURITY OF PREMISES,605.71
03/07/2023,Alphatrack Systems Ltd,LH RECOVERIES,HRA HOUSING MANAGEMENT DIVISION,SECURITY OF PREMISES,395
03/07/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),-322.54
03/07/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2203.17
03/07/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2657.01
03/07/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,3321.34
03/07/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2767.99
03/07/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2767.99
03/07/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,1257.12
03/07/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2435.67
03/07/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2657.01
03/07/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,7750
03/07/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2657.01
03/07/2023,Anahita Rehabilitation Centre Ltd Liability Partnership,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,3685.53
03/07/2023,Angelina Care Limited,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,3300.08
03/07/2023,Angelina Care Limited,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,3653.66
03/07/2023,Arborterra Ltd,MAYFIELD HOUSING,CAPITAL,ASSETS UNDER CONSTRUCTION COST,3700
03/07/2023,Aster House Healthcare Limited,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2500.01
03/07/2023,BROMLEY DEMOLITION CO LTD,EDWARD STREET DEVELOPMENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,1176
03/07/2023,BROMLEY DEMOLITION CO LTD,EDWARD STREET DEVELOPMENT,CAPITAL,ASSETS UNDER CONSTRUCTION COST,1176
03/07/2023,BSW Heating Limited,LH GAS & BOILER WORKS,HRA HOUSING MANAGEMENT DIVISION,RESPONSIVE REPAIRS - BUILDING,488.52
03/07/2023,BSW Heating Limited,LH GAS & BOILER WORKS,HRA HOUSING MANAGEMENT DIVISION,FACILITIES MANAGEMENT,747.69
03/07/2023,BUPA Care Homes,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,3214.29
03/07/2023,BUPA Care Homes,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,1885.71
03/07/2023,BUPA Care Homes,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",NURSING HOMES - PRIVATE CONTRACTORS PAYMENT,4800
03/07/2023,Banner Group Limited,CHILDREN'S SERVICES MANAGEMENT,CSC SENIOR MANAGEMENT TEAM,OFFICE STATIONERY,560.76
03/07/2023,Beeches Nursery Group,3 & 4 YEAR OLD ENTITLEMENT,EARLY YEARS QUALITY & SUFFICIENCY,SALE OF PUBLICATIONS (NON-VATABLE),13299.64
03/07/2023,Blue Ocean Services Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,508.2
03/07/2023,Blue Ocean Services Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,1276.57
03/07/2023,Blue Ocean Services Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,466.32
03/07/2023,Blue Ocean Services Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,732.64
03/07/2023,Blue Ocean Services Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,408.03
03/07/2023,Blue Ocean Services Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,466.32
03/07/2023,Browne Jacobson,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,LEGAL FEES,1900.6
03/07/2023,Capstone Foster Care (South East) Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3797.1
03/07/2023,Carter Brown The Expert Service Ltd,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,LEGAL FEES,405
03/07/2023,Castle Water,HOSTELS: GENERAL,HRA - HOUSING NEEDS,WATER AND SEWERAGE,1072.46
03/07/2023,Constable & Toop,FUNERALS AND PROTECTION OF PROPERTY,REVENUES AND BENEFITS,PROFESSIONAL SERVICES ,1705
03/07/2023,Constable & Toop,FUNERALS AND PROTECTION OF PROPERTY,REVENUES AND BENEFITS,PROFESSIONAL SERVICES ,1705
03/07/2023,Constable & Toop,FUNERALS AND PROTECTION OF PROPERTY,REVENUES AND BENEFITS,PROFESSIONAL SERVICES ,1705
03/07/2023,Elizabeth Peters Care Homes Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,2541.89
03/07/2023,Elizabeth Peters Care Homes Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,3454.29
03/07/2023,Elizabeth Peters Care Homes Ltd,PHYSICAL SUPPORT ALL NEIGHBOURHOODS - RESIDENTIAL AND NURSING,"PACKAGES,PLACEMENTS AND CARERS",RESIDENTIAL PLACEMENTS,1787.02
03/07/2023,Elizabeth Peters Care Homes Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,4352.4
03/07/2023,Elizabeth Peters Care Homes Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,1871.07
03/07/2023,Elizabeth Peters Care Homes Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,1871.07
03/07/2023,Elizabeth Peters Care Homes Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,3066.83
03/07/2023,Elizabeth Peters Care Homes Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,1981.79
03/07/2023,Elizabeth Peters Care Homes Ltd,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2026.07
03/07/2023,Excelcare Homecare Division,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,679.14
03/07/2023,Excelcare Homecare Division,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,DOMICILIARY CARE - THIRD PARTY,806.96
03/07/2023,Field Court Chambers,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,LEGAL FEES,325
03/07/2023,Field Court Chambers,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,COUNSEL FEES,645
03/07/2023,Fostering Support Group Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3818.7
03/07/2023,Fostering Support Group Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),4412.7
03/07/2023,Fostering Support Group Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),5700.3
03/07/2023,Happywoods Nursery (Lewisham) Limited,UKRAINIAN REFUGEE PROGRAMME,HOUSING NEEDS,PRIVATE CONTRACTORS PAYMENT - OTHER,740
03/07/2023,Health Personnel Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,3920
03/07/2023,Howard Agency,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,LEGAL FEES,388.2
03/07/2023,Impress Print Services Limited,ALL: MARKETING,ADULT LEARNING LEWISHAM (ALL),PRINTING,4021
03/07/2023,Leonard Cheshire Disability,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,4945.34
03/07/2023,Lewisham & Greenwich NHS Trust,YOUTH OFFENDING SERVICE,YOUTH OFFENDING SERVICE,PROFESSIONAL SERVICES ,1079.5
03/07/2023,Lewisham & Greenwich NHS Trust,COMPLEX HEALTH & CONTINUING CARE,JOINT HEALTH & STRATEGIC FLOW,PAYMENT TO HEALTH AUTHORITIES,3827.23
03/07/2023,Redacted,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,333
03/07/2023,Redacted,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,333
03/07/2023,MCCH Society Ltd,LEARNING DISABILITY SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,16901.32
03/07/2023,Metro Homecare Ltd,PHYSICAL SUPPORT NEIGHBOURHOOD 1 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,5638.22
03/07/2023,Redacted,LEGAL COSTS,FAMILY SOCIAL WORK SERVICE,PROFESSIONAL SERVICES ,2174.95
03/07/2023,Mulalley & Co Ltd,SECURITY ARRANGEMENTS - 114-116 MANOR AVENUE,CAPITAL,ASSETS UNDER CONSTRUCTION COST,10591.36
03/07/2023,Multi Horizons Ltd,SUPERVISED CONTACT,FAMILY SOCIAL WORK SERVICE,SUPERVISED CONTACT- LAC,1080
03/07/2023,Multi Horizons Ltd,SUPERVISED CONTACT,FAMILY SOCIAL WORK SERVICE,SUPERVISED CONTACT- LAC,840
03/07/2023,Multi Horizons Ltd,SUPERVISED CONTACT,FAMILY SOCIAL WORK SERVICE,SUPERVISED CONTACT- LAC,1080
03/07/2023,NSL Ltd,PARKING MANAGEMENT,PARKING SERVICES,PRIVATE CONTRACTORS PAYMENT - OTHER,18108.73
03/07/2023,Phoenix Community Care,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),12792.85
03/07/2023,Pineapple Contracts Unlimited,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,51744.82
03/07/2023,Plus,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",SUPPORTED LODGINGS PAYMENTS,65891.26
03/07/2023,Potton Services Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,GRANTS AND CONTRIBUTIONS,275.1
03/07/2023,Potton Services Ltd,CWCN DOM CARE - CARE IN HOME,CHILDREN WITH COMPLEX NEEDS,GRANTS AND CONTRIBUTIONS,420
03/07/2023,Project Centre,PARKING MANAGEMENT,PARKING SERVICES,STREET & TRAFFIC MGT - OTHER,6237.55
03/07/2023,RGE Services,LH M & E WORKS,HRA HOUSING MANAGEMENT DIVISION,RESPONSIVE REPAIRS - BUILDING,526.5
03/07/2023,RGE Services,LH M & E WORKS,HRA HOUSING MANAGEMENT DIVISION,RESPONSIVE REPAIRS - BUILDING,258.81
03/07/2023,RGE Services,LH M & E WORKS,HRA HOUSING MANAGEMENT DIVISION,RESPONSIVE REPAIRS - BUILDING,574.5
03/07/2023,RGE Services,LH FIRE ASSESSMENTS & WORK,HRA HOUSING MANAGEMENT DIVISION,FIRE ASSESSMENT,2374.86
03/07/2023,RGE Services,LH M & E WORKS,HRA HOUSING MANAGEMENT DIVISION,SECURITY OF PREMISES,573.76
03/07/2023,RGE Services,LH M & E WORKS,HRA HOUSING MANAGEMENT DIVISION,SECURITY OF PREMISES,2043.04
03/07/2023,RGE Services,LH M & E WORKS,HRA HOUSING MANAGEMENT DIVISION,RESPONSIVE REPAIRS - BUILDING,425.72
03/07/2023,Redacted Training and Consultancy,LSCB,HEAD OF SERVICE FOR SAFEGUARDING & QUALITY ASSURANCE,CONSULTANCY FEES,550
03/07/2023,Rainbow Fostering Services Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),5897.13
03/07/2023,Rainbow Fostering Services Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3542.13
03/07/2023,Rainbow Fostering Services Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),1714.29
03/07/2023,Rainbow Fostering Services Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),1714.29
03/07/2023,Rainbow Fostering Services Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3590.13
03/07/2023,Rainbow Fostering Services Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3632.13
03/07/2023,Rainbow Fostering Services Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),5837.13
03/07/2023,Rainbow Fostering Services Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),6278.55
03/07/2023,Rainbow Fostering Services Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3590.13
03/07/2023,Rainbow Fostering Services Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),6152.13
03/07/2023,Rainbow Fostering Services Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3707.13
03/07/2023,Rainbow Fostering Services Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3589.29
03/07/2023,Rainbow Fostering Services Ltd,CLA PLACEMENTS ,CORPORATE PARENTING,PRIVATE & VOLUNTARY FOSTERING AGENCIES (IFA),3589.29
03/07/2023,Ravensbourne Project,CWCN RAVENSBOURNE,CHILDREN WITH COMPLEX NEEDS,PRIVATE CONTRACTORS PAYMENT - OTHER,45000
03/07/2023,Ravensbourne Project,CWCN RAVENSBOURNE,CHILDREN WITH COMPLEX NEEDS,PRIVATE CONTRACTORS PAYMENT - OTHER,112500
03/07/2023,Re-Gen(UK) Construction Ltd,BROCKLEY RISE ADULT LEARNING CENTRE FRONTAGE WORK,CAPITAL,ASSETS UNDER CONSTRUCTION COST,26764.2
03/07/2023,Slimming World,WEIGHT MANAGEMENT: ADULTS (WEIGHT WATCHERS),OBESITY,HEALTHCARE SERVICES - GENERAL,1860
03/07/2023,Smith and Byford Limited,CAPITALISED REPAIRS,CAPITAL,ASSETS UNDER CONSTRUCTION COST,2212.32
03/07/2023,Spiral Sussex Ltd,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,800
03/07/2023,Spiral Sussex Ltd,LEARNING DISABILITY SUPPORT ALL NEIGHBOURHOODS - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",DAYCARE - PRIVATE CONTRACTORS PAYMENT,400
03/07/2023,Sporting Way CIC,HOLIDAY ACTIVITY AND FOOD PROGRAMME,HEAD OF SERVICE FOR PREVENTION & EARLY HELP,PRIVATE CONTRACTORS PAYMENT - OTHER,6400
03/07/2023,Streetscene Addiction Recovery Ltd,DAAT-ADULT PLACEMENTS TIER 4 REHAB AND DETOX,DRUG ACTION TEAM,HEALTHCARE SERVICES - GENERAL,3400
03/07/2023,Targett Housing Ltd,"MASH, REFERRAL & ASSESSMENT MANAGEMENT","REFERRAL AND ASSESSMENT, MASH, SAFE SPACE & EDT",SECTION 17 - ACCOMMODATION & HOUSING,2054.85
03/07/2023,The Children's Trust,CWCN RESPITE CARE,CHILDREN WITH COMPLEX NEEDS,SECTION 17 - ACCOMMODATION & HOUSING,25567.5
03/07/2023,The Tulips Care Home,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,1714.29
03/07/2023,The Tulips Care Home,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,1928.57
03/07/2023,The Tulips Care Home,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,1928.57
03/07/2023,The Tulips Care Home,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,17571.42
03/07/2023,Tigheaven Ltd Care Services,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,433.16
03/07/2023,Tigheaven Ltd Care Services,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,830.96
03/07/2023,Tigheaven Ltd Care Services,ENABLEMENT CARE TEAM,INTERNAL PROVIDER SERVICES,HOME CARE - PRIVATE CONTRACTORS PAYMENT,556.92
03/07/2023,Tigheaven Ltd Care Services,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,742.56
03/07/2023,Tigheaven Ltd Care Services,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,3482.96
03/07/2023,Tigheaven Ltd Care Services,PHYSICAL SUPPORT NEIGHBOURHOOD 3 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,371.28
03/07/2023,Tigheaven Ltd Care Services,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,380.12
03/07/2023,Tigheaven Ltd Care Services,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,556.92
03/07/2023,Tigheaven Ltd Care Services,PHYSICAL SUPPORT NEIGHBOURHOOD 4 - CARE AT HOME,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,309.4
03/07/2023,Tigheaven Ltd Care Services,PHYSICAL SUPPORT NEIGHBOURHOOD 2 - CONTINUING HEALTH CARE,"PACKAGES,PLACEMENTS AND CARERS",HOME CARE - PRIVATE CONTRACTORS PAYMENT,1794.52
03/07/2023,Transforming Lives Company,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,SEMI-INDEPENDENT PLACEMENTS,6180
03/07/2023,Trust Care Group,WORKING AGE MENTAL HEALTH PROVISIONS,COMMUNITY MENTAL HEALTH,RESIDENTIAL PLACEMENTS,2913.37
03/07/2023,United Living South Ltd,HOSTELS ROLLOVER TO BE CONSIDERED- SOUTH,CAPITAL,ASSETS UNDER CONSTRUCTION COST,112676.55
03/07/2023,United Living South Ltd,DECENT HOMES - SOUTH WORKS 2023/24,NOT IN HIERARCHY,ASSETS UNDER CONSTRUCTION COST,37030.23
04/07/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),786.9
04/07/2023,Academy21 Ltd,CWCN: SEN INDEPENDENT SCHOOL PLACEMENTS,CHILDREN WITH COMPLEX NEEDS,PAYMENT TO OTHER ESTABLISHMENTS - GENERAL,790
04/07/2023,Advance Demand Side Management Ltd,FEEDER CONTROL - WATER,BALANCE SHEET,HOLDING ACCOUNT,28524.34
04/07/2023,Redacted,CLA PLACEMENTS ,CORPORATE PARENTING,FOSTERING PAYMENTS INCLUDING (CONNECTED CARERS),456
04/07/2023,Redacted,LEAVING CARE ACCOMMODATION ,CORPORATE PARENTING,STAYING PUT,306
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,389.56
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,335.73
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,441.75
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,459.42
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,388.74
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,706.8
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,547.77
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,547.77
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,547.77
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,547.77
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,730.36
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,730.36
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,730.36
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,1186.99
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,1095.85
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,1095.85
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,1186.99
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,858.08
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,730.36
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,730.36
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,1095.85
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,547.77
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,1095.85
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,547.77
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,583.22
04/07/2023,Allan White Motors,FLEET SERVICES,FLEET SERVICES,VEHICLE REPAIRS AND MAINTENANCE,2062.63
