Updated,TT,Transaction Number,Amount,Ap/Ar ID,Ap/Ar ID(T),Period,Expense Area(T),Cipfa(T),Indflag(T)
01/03/2024,GI,3312158,1047.14,HC104379,Ivington Primary School Petty Cash,202412,Schools,Supplies & Services,No
01/03/2024,GI,3312159,1020,HC113047,Redacted,202412,Safeguarding and Family Support,Supplies & Services,No
01/03/2024,GI,3312160,454.4,HC105301,Leintwardine Primary School Petty Cash,202412,Schools,Employees,No
01/03/2024,GI,3312161,486.47,HC101118,Bosbury C E Primary Imprest,202412,Schools,Supplies & Services,No
01/03/2024,GI,3312162,484.39,HC103627,H C Westfield School Imprest,202412,Schools,Premises-Related Expenditure,No
01/03/2024,GI,3312162,1740.78,HC103627,H C Westfield School Imprest,202412,Schools,Supplies & Services,No
01/03/2024,GI,3312181,514.15,HC129573,Redacted,202412,Safeguarding and Family Support,Third Party Payments,Yes
01/03/2024,GI,3312243,1339.42,HC115174,Redacted,202412,Safeguarding and Family Support,Third Party Payments,Yes
01/03/2024,GI,3312247,420,HC132656,Grange House Leisure Ltd t/a The Granary Family Contact Centre,202412,Safeguarding and Family Support,Supplies & Services,No
01/03/2024,GI,3312258,801.5,HC202585,Withington Primary School,202412,Dedicated Schools Grant,Transfer Payments,No
01/03/2024,GI,3312260,960,HC132346,Redacted,202412,Education and Commissioning,Transport-Related Expenditure,Yes
04/03/2024,GI,3312322,604.05,HC101143,Brampton Abbotts CE School Imprest,202412,Schools,Support Services,No
04/03/2024,GI,3312323,664.41,HC105573,Luston C P School Imprest,202412,Schools,Supplies & Services,No
04/03/2024,GI,3312413,5107.06,HC110794,The Steiner Academy Hereford,202412,Strategic Finance,Support Services,No
04/03/2024,GI,3312415,4377.48,HC122135,BAET T/A Bodenham St Michael's CE Primary School,202412,Commissioned Services,Support Services,No
04/03/2024,GI,3312416,3647.9,HC111508,Wigmore High School (Academy),202412,Commissioned Services,Support Services,No
04/03/2024,GI,3312417,2188.74,HC104870,Kingstone High School (Academy),202412,Commissioned Services,Support Services,No
04/03/2024,GI,3312420,24805.72,HC122706,Hereford Sixth Form College Academy Trust,202412,Commissioned Services,Support Services,No
04/03/2024,GI,3312421,5107.06,HC111701,Whitecross Hereford Academy,202412,Commissioned Services,Support Services,No
04/03/2024,GI,3312422,27361.54,HC104727,John Kyrle High School,202412,Commissioned Services,Support Services,No
04/03/2024,GI,3312423,5107.06,HC110083,St Mary's R C High School,202412,Commissioned Services,Support Services,No
04/03/2024,GI,3312424,4377.48,HC104739,John Masefield High School (Academy),202412,Commissioned Services,Support Services,No
04/03/2024,GI,3312425,2193.32,HC104761,Herefordshire Marches Federation-Lord Scudamore,202412,Commissioned Services,Support Services,No
04/03/2024,GI,3312426,6031.63,HC102183,Herefordshire Marches Federation-Kings Caple,202412,Commissioned Services,Support Services,No
04/03/2024,GI,3312427,16449.9,HC102524,Brockhampton Primary School (Academy),202412,Commissioned Services,Support Services,No
05/03/2024,GI,3312724,4185,HC127849,Friends of Castle Green CIC,202412,Holding Codes,Holding Codes,No
05/03/2024,GI,3312725,78354.82,HC103854,Hereford College Of Arts,202412,Holding Codes,Holding Codes,No
05/03/2024,GI,3312728,531.52,HC130597,Redacted,202412,Education and Commissioning,Transport-Related Expenditure,Yes
05/03/2024,GI,3312729,426.36,HC132806,Redacted,202412,Education and Commissioning,Transport-Related Expenditure,Yes
05/03/2024,GI,3312730,421.12,HC132867,Redacted,202412,Education and Commissioning,Transport-Related Expenditure,Yes
05/03/2024,GI,3312805,1524.31,HC111924,Bromyard Community Transport Ltd,202412,"Highways, Environment and Waste",Supplies & Services,No
05/03/2024,GI,3312806,2221.9,HC112080,CVS Ledbury & District (Ledbury Ring & Ride),202412,"Highways, Environment and Waste",Supplies & Services,No
05/03/2024,GI,3312807,1888.54,HC102478,Dore Community Transport,202412,"Highways, Environment and Waste",Supplies & Services,No
05/03/2024,GI,3312808,632.59,HC101381,Hay & District Dial a Ride,202412,"Highways, Environment and Waste",Supplies & Services,No
05/03/2024,GI,3312809,2399.89,HC103982,HVOSS,202412,"Highways, Environment and Waste",Supplies & Services,No
05/03/2024,GI,3312810,702.98,HC101379,Ross Country Cars,202412,"Highways, Environment and Waste",Supplies & Services,No
05/03/2024,GI,3312811,1917.28,HC110743,The Plynlimon Trust Community Car Scheme,202412,"Highways, Environment and Waste",Supplies & Services,No
05/03/2024,GI,3312812,7833.33,HC103982,HVOSS,202412,Talk Community Programme,Third Party Payments,No
05/03/2024,GI,3312813,464,HC200448,Redacted,202412,Physical Disabilities,Third Party Payments,Yes
05/03/2024,GI,3312814,750,HC106831,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312815,660,HC108221,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312816,624,HC108905,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312817,570,HC109338,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312818,816,HC110272,Redacted,202412,Housing,Premises-Related Expenditure,No
05/03/2024,GI,3312819,534,HC106104,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312820,630,HC116314,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312821,660,HC121939,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312822,780,HC122259,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312823,636,HC106104,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312824,660,HC124399,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312825,660,HC104888,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312826,600,HC124860,Redacted,202412,Housing,Premises-Related Expenditure,No
05/03/2024,GI,3312827,1100,HC125780,Redacted,202412,Housing,Premises-Related Expenditure,No
05/03/2024,GI,3312828,480,HC125894,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312829,480,HC125884,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312830,720,HC125945,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312831,570,HC106104,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312832,540,HC106104,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312833,636,HC106104,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312834,540,HC100185,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312835,570,HC126091,Redacted,202412,Housing,Premises-Related Expenditure,No
05/03/2024,GI,3312836,570,HC126091,Redacted,202412,Housing,Premises-Related Expenditure,No
05/03/2024,GI,3312837,2916.66,HC127457,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312838,660,HC111106,Redacted,202412,Housing,Premises-Related Expenditure,No
05/03/2024,GI,3312839,540,HC128740,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312840,720,HC111970,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312841,720,HC202862,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312842,636,HC130409,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312843,780,HC124399,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312845,780,HC124399,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312846,3166.66,HC128639,Redacted,202412,Housing,Premises-Related Expenditure,No
05/03/2024,GI,3312847,420,HC132119,Redacted,202412,Housing,Premises-Related Expenditure,Yes
05/03/2024,GI,3312848,4800,HC115994,Marden Primary Academy,202412,Dedicated Schools Grant,Transfer Payments,No
05/03/2024,GI,3312849,626.62,HC109809,Shobdon CP School Imprest A/C,202412,Schools,Supplies & Services,No
06/03/2024,GI,3312951,500,HC132537,Redacted,202412,Safeguarding and Family Support,Supplies & Services,Yes
07/03/2024,GI,3314154,4329.56,HC121175,Redacted,202412,Housing,Employees,No
07/03/2024,GI,3314154,56819.83,HC121175,Redacted,202412,Safeguarding and Family Support,Employees,No
07/03/2024,GI,3314154,15134.15,HC121175,Matrix SCM Ltd,202412,Care Operations,Employees,No
07/03/2024,GI,3314154,33939.32,HC121175,Matrix SCM Ltd,202412,Central Childrens Directorate Costs,Employees,No
07/03/2024,GI,3314154,3360.48,HC121175,Matrix SCM Ltd,202412,Economy and Growth,Employees,No
07/03/2024,GI,3314154,1976.62,HC121175,Matrix SCM Ltd,202412,Education and Commissioning,Employees,No
07/03/2024,GI,3314154,7763.42,HC121175,Matrix SCM Ltd,202412,Governance and Legal Services,Employees,No
07/03/2024,GI,3314154,3529.17,HC121175,Matrix SCM Ltd,202412,"Performance, Quality Assurance and Safeguarding",Employees,No
07/03/2024,GI,3314154,3229.82,HC121175,Matrix SCM Ltd,202412,Prevention and Support,Employees,No
07/03/2024,GI,3314154,65922.78,HC121175,Matrix SCM Ltd,202412,Safeguarding and Family Support,Employees,No
07/03/2024,GI,3314154,4598.85,HC121175,Matrix SCM Ltd,202412,"Transformation, PMO and Performance",Employees,No
07/03/2024,GI,3314155,1609.67,HC111024,Trinity Primary School (Imprest/Petty Cash),202412,Schools,Supplies & Services,No
07/03/2024,GI,3315381,775,HC132989,Redacted,202412,Housing,Supplies & Services,Yes
07/03/2024,GI,3315383,2000,HC103959,Redacted,202412,Housing,Supplies & Services,No
07/03/2024,GI,3315384,500,HC133048,Redacted,202412,Housing,Supplies & Services,Yes
08/03/2024,GI,3315488,514.15,HC129573,Redacted,202412,Safeguarding and Family Support,Third Party Payments,Yes
08/03/2024,GI,3315533,940.5,HC133016,Redacted,202412,Safeguarding and Family Support,Third Party Payments,Yes
08/03/2024,GI,3315535,728.4,HC133016,Redacted,202412,Safeguarding and Family Support,Third Party Payments,Yes
08/03/2024,GI,3315558,420,HC132656,Grange House Leisure Ltd t/a The Granary Family Contact Centre,202412,Safeguarding and Family Support,Supplies & Services,No
08/03/2024,GI,3315563,1400,HC133003,Redacted,202412,Safeguarding and Family Support,Supplies & Services,Yes
11/03/2024,GI,3315659,1780.37,HC111765,St Marys C.E.Primary Imprest (Fownhope),202412,Schools,Supplies & Services,No
11/03/2024,GI,3315660,434.67,HC101118,Bosbury C E Primary Imprest,202412,Schools,Supplies & Services,No
11/03/2024,GI,3315661,2675.99,HC130946,Pembridge Primary School Bank Imprest Account,202412,Schools,Premises-Related Expenditure,No
11/03/2024,GI,3315661,1993.41,HC130946,Pembridge Primary School Bank Imprest Account,202412,Schools,Supplies & Services,No
11/03/2024,GI,3315703,859.53,HC106039,Michaelchurch Escley School Imprest Acc,202412,Schools,Supplies & Services,No
11/03/2024,GI,3315703,522.34,HC106039,Michaelchurch Escley School Imprest Acc,202412,Schools,Transport-Related Expenditure,No
11/03/2024,GI,3315704,1028.12,HC106039,Michaelchurch Escley School Imprest Acc,202412,Schools,Supplies & Services,No
12/03/2024,GI,3315818,419.38,HC105275,Ledbury Primary School Imprest,202412,Schools,Supplies & Services,No
12/03/2024,GI,3315819,593,HC111475,Whitchurch Ce Primary (Imprest),202412,Schools,Employees,No
12/03/2024,GI,3315819,971.42,HC111475,Whitchurch Ce Primary (Imprest),202412,Schools,Supplies & Services,No
12/03/2024,GI,3315824,2843.82,HC110073,St Josephs RC Primary School,202412,Schools,Supplies & Services,No
12/03/2024,GI,3315825,189000,HC127536,Wonde Ltd,202412,Strategic Finance,Supplies & Services,No
12/03/2024,GI,3315826,1096.86,HC115884,St Thomas Cantilupe CE Academy,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315827,1096.86,HC107656,St Pauls Church of England Primary School,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315828,548.43,HC100677,Ashfield Park Primary School,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315829,2918.32,HC104870,Kingstone High School (Academy),202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315830,548.43,HC105073,Kingstone & Thruxton Primary School (Academy),202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315831,12402.86,HC122706,Hereford Sixth Form College Academy Trust,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315832,8754.96,HC104727,John Kyrle High School,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315834,5107.06,HC104739,John Masefield High School (Academy),202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315835,1459.16,HC202583,Aylestone School,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315836,500,HC122866,Wyeside Day Nursey & After School Care,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315837,2918.32,HC116854,Fairfield High School (Academy),202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315838,1459.16,HC129697,Hereford Cathedral School,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315839,1645.29,HC102524,Brockhampton Primary School (Academy),202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315840,2742.15,HC122135,BAET T/A Bodenham St Michael's CE Primary School,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315841,2188.74,HC105714,Three Counties Academy Trust,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315843,1645.29,HC104761,Herefordshire Marches Federation-Lord Scudamore,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315844,548.43,HC127130,Shropshire Council,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315845,1459.16,HC110648,BAE Trust T/A The Hereford Academy,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315846,729.58,HC103935,Herefordshire & Ludlow College,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315847,1096.86,HC106103,Holmer C of E Academy,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315848,548.43,HC112942,Redacted,202412,Commissioned Services,Support Services,Yes
12/03/2024,GI,3315849,2443.72,HC202889,Three Counties Academy Trust (St Peter's Primary),202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315851,548.43,HC102076,Herefordshire Marches Federation Sutton Primary Academy,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315852,729.58,HC111701,Whitecross Hereford Academy,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315853,729.58,HC111508,Wigmore High School (Academy),202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315854,548.43,HC102183,Herefordshire Marches Federation-Kings Caple,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315857,1096.86,HC115884,St Thomas Cantilupe CE Academy,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315858,1096.86,HC107656,St Pauls Church of England Primary School,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315859,548.43,HC100677,Ashfield Park Primary School,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315860,2918.32,HC104870,Kingstone High School (Academy),202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315861,548.43,HC105073,Kingstone & Thruxton Primary School (Academy),202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315862,12402.86,HC122706,Hereford Sixth Form College Academy Trust,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315863,8754.96,HC104727,John Kyrle High School,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315865,5107.06,HC104739,John Masefield High School (Academy),202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315866,1459.16,HC202583,Aylestone School,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315867,500,HC122866,Wyeside Day Nursey & After School Care,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315868,2918.32,HC116854,Fairfield High School (Academy),202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315869,1459.16,HC129697,Hereford Cathedral School,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315870,1645.29,HC102524,Brockhampton Primary School (Academy),202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315871,2742.15,HC122135,BAET T/A Bodenham St Michael's CE Primary School,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315872,2188.74,HC105714,Three Counties Academy Trust,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315874,1645.29,HC104761,Herefordshire Marches Federation-Lord Scudamore,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315875,548.43,HC127130,Shropshire Council,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315876,1459.16,HC110648,BAE Trust T/A The Hereford Academy,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315877,729.58,HC103935,Herefordshire & Ludlow College,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315878,1096.86,HC106103,Holmer C of E Academy,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315879,548.43,HC112942,Redacted,202412,Commissioned Services,Support Services,Yes
12/03/2024,GI,3315880,2443.72,HC202889,Three Counties Academy Trust (St Peter's Primary),202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315882,548.43,HC102076,Herefordshire Marches Federation Sutton Primary Academy,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315883,729.58,HC111701,Whitecross Hereford Academy,202412,Commissioned Services,Support Services,No
12/03/2024,GI,3315884,729.58,HC111508,Wigmore High School (Academy),202412,Commissioned Services,Support Services,No
