Updated,TT,Transaction Number,Amount,Ap/Ar ID,Ap/Ar ID(T),Period,Expense Area(T),Cipfa(T),Indflag(T)
01/09/2023,GI,3244619,514.15,HC129573,Redacted,202406,Safeguarding and Family Support,Third Party Payments,Yes
01/09/2023,GI,3244653,1584.85,HC127395,Layton Medical Services Limited,202406,Education and Commissioning,Supplies & Services,No
01/09/2023,GI,3244661,2436.5,HC119085,Redacted,202406,Safeguarding and Family Support,Third Party Payments,Yes
04/09/2023,GI,3244730,1524.31,HC111924,Bromyard Community Transport Ltd,202406,"Highways, Environment and Waste",Supplies & Services,No
04/09/2023,GI,3244731,2221.9,HC112080,CVS Ledbury & District (Ledbury Ring & Ride),202406,"Highways, Environment and Waste",Supplies & Services,No
04/09/2023,GI,3244732,1888.54,HC102478,Dore Community Transport,202406,"Highways, Environment and Waste",Supplies & Services,No
04/09/2023,GI,3244733,632.59,HC101381,Hay & District Dial a Ride,202406,"Highways, Environment and Waste",Supplies & Services,No
04/09/2023,GI,3244734,2399.89,HC103982,HVOSS,202406,"Highways, Environment and Waste",Supplies & Services,No
04/09/2023,GI,3244735,702.98,HC101379,Ross Country Cars,202406,"Highways, Environment and Waste",Supplies & Services,No
04/09/2023,GI,3244736,1917.28,HC110743,The Plynlimon Trust Community Car Scheme,202406,"Highways, Environment and Waste",Supplies & Services,No
04/09/2023,GI,3244737,7833.33,HC103982,HVOSS,202406,Talk Community Programme,Third Party Payments,No
04/09/2023,GI,3244738,464,HC200448,Redacted,202406,Physical Disabilities,Third Party Payments,Yes
04/09/2023,GI,3244739,750,HC106831,Redacted,202406,Housing,Premises-Related Expenditure,Yes
04/09/2023,GI,3244740,660,HC108221,Redacted,202406,Housing,Premises-Related Expenditure,Yes
04/09/2023,GI,3244741,624,HC108905,Redacted,202406,Housing,Premises-Related Expenditure,Yes
04/09/2023,GI,3244742,570,HC109338,Redacted,202406,Housing,Premises-Related Expenditure,Yes
04/09/2023,GI,3244743,4333.33,HC106816,Redacted,202406,Housing,Premises-Related Expenditure,No
04/09/2023,GI,3244744,816,HC110272,Redacted,202406,Housing,Premises-Related Expenditure,No
