Council Name,Date,TransNo,Amount £ (Excl VAT),Supplier name,Supplier Category,Expense Area,Expense Type,Expense Code,Unclaimed VAT
Royal Borough of Kingston,26/01/2024,90302027,990.58,AC & BU SIMMONDS,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031,0
Royal Borough of Kingston,22/12/2023,70061266,"1,229.59",AC & MS LIMITED,LEGAL & PROFESSIONAL SERVICES,Housing Revenue Account,Asbestos Audit,A20042,0
Royal Borough of Kingston,22/12/2023,70061267,"2,098.36",AC & MS LIMITED,LEGAL & PROFESSIONAL SERVICES,Housing Revenue Account,Asbestos Removal,C10000,0
Royal Borough of Kingston,05/01/2024,90295789,"21,289.20",ACACIA PRE-SCHOOL,ACADEMIC INSTNS - OTHER,Schools,PVI Providers,A60014,0
Royal Borough of Kingston,05/01/2024,90295838,"3,037.50",ACACIA PRE-SCHOOL,ACADEMIC INSTNS - OTHER,Schools,2 Yr Old Place Funding,A60000,0
Royal Borough of Kingston,11/01/2024,90297633,972.00,ACACIA PRE-SCHOOL,ACADEMIC INSTNS - OTHER,Schools,2 Yr Old Place Funding,A60000,0
Royal Borough of Kingston,02/01/2024,70061458,820.00,ACCESS INDEPENDENT LIMITED,SOCIAL SERVICES - OTHER,Housing Revenue Account,Buildings - Project Management,C14003,0
Royal Borough of Kingston,19/01/2024,70063307,"2,995.48",Access Rail Solutions Ltd,SUNDRY SUPPLIER - HOUSING,Corporate & Communities,Grants Given For Capital Purposes,C20004,0
Royal Borough of Kingston,26/01/2024,90302290,"1,047.00",Accountancy Services (New Malden) Limited,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031,0
Royal Borough of Kingston,01/01/2024,90300433,"7,437.65",Achieve Together Limited,SOCIAL SERVICES - OTHER,Adult Social Care & Health,Independent Placements,A56006,0
Royal Borough of Kingston,01/01/2024,90300579,"5,232.09",Achieve Together Limited,SOCIAL SERVICES - OTHER,Adult Social Care & Health,Independent Placements,A56006,0
Royal Borough of Kingston,01/01/2024,90300603,"2,214.29",Achieve Together Limited,SOCIAL SERVICES - OTHER,Adult Social Care & Health,Independent Placements,A56006,0
Royal Borough of Kingston,01/01/2024,90300604,"11,260.97",Achieve Together Limited,SOCIAL SERVICES - OTHER,Adult Social Care & Health,Independent Placements,A56006,0
Royal Borough of Kingston,01/01/2024,90300696,"12,436.67",Achieve Together Limited,SOCIAL SERVICES - OTHER,Adult Social Care & Health,Independent Placements,A56006,0
Royal Borough of Kingston,09/11/2023,70061764,500.00,ACHIEVING FOR CHILDREN LIMITED,LEGAL & PROFESSIONAL SERVICES,Adult Social Care & Health,Clothing & Uniforms,A42005,0
Royal Borough of Kingston,05/01/2024,70062095,"6,877,103.70",ACHIEVING FOR CHILDREN LIMITED,LEGAL & PROFESSIONAL SERVICES,Childrens Services,Fixed Childrens Services Contract Strategic,A51019,0
Royal Borough of Kingston,23/01/2024,70063260,"28,000.00",ACHIEVING FOR CHILDREN LIMITED,LEGAL & PROFESSIONAL SERVICES,Adult Social Care & Health,Other Private Contractors - Third Party,A56080,0
Royal Borough of Kingston,05/01/2024,90295795,"30,510.00",Acorn to Oak Nursery and Preschool Ltd,CHILDMINDERS START UP GRANT,Schools,PVI Providers,A60014,0
Royal Borough of Kingston,05/01/2024,90295840,"3,037.50",Acorn to Oak Nursery and Preschool Ltd,CHILDMINDERS START UP GRANT,Schools,2 Yr Old Place Funding,A60000,0
Royal Borough of Kingston,05/01/2024,70061971,379.71,ACTIVITY WORKWEAR,CLOTHING & UNIFORMS,Housing Revenue Account,Clothing & Uniforms,A42005,0
Royal Borough of Kingston,05/01/2024,70061971,69.30,ACTIVITY WORKWEAR,CLOTHING & UNIFORMS,Housing Revenue Account,Clothing & Uniforms,A42005,0
Royal Borough of Kingston,06/11/2023,70061234,"1,877.50",Acuity Research & Practice Ltd,MANAGEMENT & TRAINING SERVICES,Housing Revenue Account,Other Private Contractors - Third Party,A56080,0
Royal Borough of Kingston,02/01/2024,70062105,"1,581.00",ADAM HOTEL MANAGEMENT LTD,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,02/01/2024,70062106,"1,085.00",ADAM HOTEL MANAGEMENT LTD,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,02/01/2024,70062107,"1,085.00",ADAM HOTEL MANAGEMENT LTD,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,02/01/2024,70062108,"1,581.00",ADAM HOTEL MANAGEMENT LTD,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,02/01/2024,70062109,"1,085.00",ADAM HOTEL MANAGEMENT LTD,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,27/12/2023,70061348,"7,170.58",ADAM HTT LIMITED,TAXI AND COACH HIRE,Adult Social Care & Health,Home To School Transport Taxis,A33016,0
Royal Borough of Kingston,20/12/2023,70061442,"18,170.98",ADAM HTT LIMITED,TAXI AND COACH HIRE,Adult Social Care & Health,Home To School Transport Taxis,A33016,0
Royal Borough of Kingston,03/01/2024,70061541,"17,598.54",ADAM HTT LIMITED,TAXI AND COACH HIRE,Adult Social Care & Health,Home To School Transport Taxis,A33016,0
Royal Borough of Kingston,10/01/2024,70062290,"8,398.98",ADAM HTT LIMITED,TAXI AND COACH HIRE,Adult Social Care & Health,Home To School Transport Taxis,A33016,0
Royal Borough of Kingston,17/01/2024,70062781,"24,153.68",ADAM HTT LIMITED,TAXI AND COACH HIRE,Adult Social Care & Health,Home To School Transport Taxis,A33016,0
Royal Borough of Kingston,05/01/2024,90295796,"7,169.85",Event Supplies LTD,CHILDMINDERS START UP GRANT,Schools,PVI Providers,A60014,0
Royal Borough of Kingston,05/01/2024,90295841,"1,215.00",Event Supplies LTD,CHILDMINDERS START UP GRANT,Schools,2 Yr Old Place Funding,A60000,0
Royal Borough of Kingston,07/08/2023,70052037,600.00,ADVANCED TREE SERVICES LIMITED,CONSTRUCTION INDUSTRY,Housing Revenue Account,Other Private Contractors - Third Party,A56080,0
Royal Borough of Kingston,08/01/2024,70062198,"19,273.00",ADVANCED TREE SERVICES LIMITED,CONSTRUCTION INDUSTRY,Corporate & Communities,Other Private Contractors - Third Party,A56080,0
Royal Borough of Kingston,16/01/2024,70062688,"9,209.00",ADVANCED TREE SERVICES LIMITED,CONSTRUCTION INDUSTRY,Corporate & Communities,Maintenance of trees,A28003,0
Royal Borough of Kingston,16/01/2024,70062688,147.00,ADVANCED TREE SERVICES LIMITED,CONSTRUCTION INDUSTRY,Housing Revenue Account,Tree Works,A56042,0
Royal Borough of Kingston,16/01/2024,70062688,168.00,ADVANCED TREE SERVICES LIMITED,CONSTRUCTION INDUSTRY,Housing Revenue Account,Tree Works,A56042,0
Royal Borough of Kingston,16/01/2024,70062688,568.00,ADVANCED TREE SERVICES LIMITED,CONSTRUCTION INDUSTRY,Housing Revenue Account,Tree Works,A56042,0
Royal Borough of Kingston,16/01/2024,70062702,500.00,ADVANCED TREE SERVICES LIMITED,CONSTRUCTION INDUSTRY,Housing Revenue Account,Tree Works,A56042,0
Royal Borough of Kingston,16/01/2024,70062738,"2,240.00",ADVANCED TREE SERVICES LIMITED,CONSTRUCTION INDUSTRY,Corporate & Communities,Maintenance of trees,A28003,0
Royal Borough of Kingston,16/01/2024,70062738,120.00,ADVANCED TREE SERVICES LIMITED,CONSTRUCTION INDUSTRY,Housing Revenue Account,Tree Works,A56042,0
Royal Borough of Kingston,16/01/2024,70062738,300.00,ADVANCED TREE SERVICES LIMITED,CONSTRUCTION INDUSTRY,Housing Revenue Account,Tree Works,A56042,0
Royal Borough of Kingston,25/01/2024,70063491,"3,200.00",ADVANCED TREE SERVICES LIMITED,CONSTRUCTION INDUSTRY,Corporate & Communities,Maintenance of trees,A28003,0
Royal Borough of Kingston,05/01/2024,90295692,"99,496.50",ADVANTAGE DAY NURSERY LTD,ACADEMIC INSTNS - OTHER,Schools,PVI Providers,A60014,0
Royal Borough of Kingston,05/01/2024,90295801,"8,505.00",ADVANTAGE DAY NURSERY LTD,ACADEMIC INSTNS - OTHER,Schools,2 Yr Old Place Funding,A60000,0
Royal Borough of Kingston,01/01/2024,90301093,"1,080.00",Staywell,GRANTS & EX GRATIA PAYMENTS,Adult Social Care & Health,Day Opps / Day Care -  Building-based ,A56144,0
Royal Borough of Kingston,01/01/2024,90301093,"1,080.00",Staywell,GRANTS & EX GRATIA PAYMENTS,Adult Social Care & Health,Day Opps / Day Care -  Building-based ,A56144,0
Royal Borough of Kingston,01/01/2024,90301144,885.71,Staywell,GRANTS & EX GRATIA PAYMENTS,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301145,708.57,Staywell,GRANTS & EX GRATIA PAYMENTS,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,05/01/2024,90295738,"2,034.00",REDACTED - PERSONAL DATA,CHILDMINDERS START UP GRANT,Schools,PVI Providers,A60014,0
Royal Borough of Kingston,01/01/2024,90300258,"3,256.00",AIMS CARE LIMITED,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006,0
Royal Borough of Kingston,01/01/2024,90300259,"6,864.29",AIMS CARE LIMITED,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006,0
Royal Borough of Kingston,02/01/2024,90295484,500.00,REDACTED - PERSONAL DATA,GRANTS & EX GRATIA PAYMENTS,Adult Social Care & Health,"Grants, Contributions & Donations",A47005,0
Royal Borough of Kingston,02/01/2024,90295485,500.00,REDACTED - PERSONAL DATA,CHARITIES & VOLUNTARY ORGNS,Adult Social Care & Health,"Grants, Contributions & Donations",A47005,0
Royal Borough of Kingston,26/01/2024,90302093,"1,094.00",REDACTED - PERSONAL DATA,LANDLORDS,Place,PSL Payments To Landlords,A22031,0
Royal Borough of Kingston,04/01/2024,90295659,"162,395.61",ALEXANDRA SCHOOL ,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000,0
Royal Borough of Kingston,05/01/2024,90295736,"29,187.90",ALEXANDRA SCHOOL ,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000,0
Royal Borough of Kingston,11/01/2024,90297655,680.40,ALEXANDRA SCHOOL ,SCHOOL FUNDS,Schools,Early Years Contingency,A60030,0
Royal Borough of Kingston,24/01/2024,90299878,"4,000.00",ALEXANDRA SCHOOL ,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000,0
Royal Borough of Kingston,26/01/2024,90302278,"1,050.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031,0
Royal Borough of Kingston,02/01/2024,90295487,550.00,REDACTED - PERSONAL DATA,CHARITIES & VOLUNTARY ORGNS,Adult Social Care & Health,"Grants, Contributions & Donations",A47005,0
Royal Borough of Kingston,29/12/2023,70061499,423.29,ALLIED PUBLICITY SERVICES (MANCHESTER) LTD,PRESS & PUBLICITY,Adult Social Care & Health,Other Private Contractors - Third Party,A56080,0
Royal Borough of Kingston,18/12/2023,90295888,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,18/12/2023,90295891,576.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,18/12/2023,90295921,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,18/12/2023,90296040,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,18/12/2023,90296049,819.35,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,18/12/2023,90296079,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,18/12/2023,90296090,639.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,18/12/2023,90296092,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,18/12/2023,90296212,513.22,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,18/12/2023,90296230,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,18/12/2023,90296268,765.33,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,18/12/2023,90296286,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,18/12/2023,90296330,504.21,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,18/12/2023,90296360,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,18/12/2023,90296375,648.28,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,18/12/2023,90296405,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - Framework - double-handed,A56131,0
Royal Borough of Kingston,18/12/2023,90296405,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - Framework - double-handed,A56131,0
Royal Borough of Kingston,18/12/2023,90296409,648.28,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - Framework - double-handed,A56131,0
Royal Borough of Kingston,18/12/2023,90296409,648.28,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - Framework - double-handed,A56131,0
Royal Borough of Kingston,18/12/2023,90296559,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - Framework - D2A,A56133,0
Royal Borough of Kingston,18/12/2023,90296559,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - Framework - D2A,A56133,0
Royal Borough of Kingston,18/12/2023,90296628,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,25/12/2023,90297768,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,25/12/2023,90297771,576.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,25/12/2023,90297799,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,25/12/2023,90297907,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,25/12/2023,90297913,819.35,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,25/12/2023,90297951,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,25/12/2023,90297953,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,25/12/2023,90298070,513.22,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,25/12/2023,90298088,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,25/12/2023,90298138,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,25/12/2023,90298176,504.21,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,25/12/2023,90298221,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,25/12/2023,90298233,648.28,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,25/12/2023,90298266,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - Framework - double-handed,A56131,0
Royal Borough of Kingston,25/12/2023,90298266,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - Framework - double-handed,A56131,0
Royal Borough of Kingston,25/12/2023,90298269,756.32,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - Framework - double-handed,A56131,0
Royal Borough of Kingston,25/12/2023,90298269,756.32,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - Framework - double-handed,A56131,0
Royal Borough of Kingston,25/12/2023,90298761,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90299075,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,01/01/2024,90299078,576.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,01/01/2024,90299105,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,01/01/2024,90299210,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,01/01/2024,90299216,819.35,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,01/01/2024,90299245,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,01/01/2024,90299253,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,01/01/2024,90299255,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,01/01/2024,90299364,513.22,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,01/01/2024,90299390,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,01/01/2024,90299412,621.26,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,01/01/2024,90299429,747.32,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,01/01/2024,90299447,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,01/01/2024,90299486,504.21,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,01/01/2024,90299513,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127,0
Royal Borough of Kingston,01/01/2024,90299559,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - Framework - double-handed,A56131,0
