Council Name,Date,TransNo,Amount £ (Excl VAT),Supplier name,Supplier Category,Expense Area,Expense Type,Expense Code,Unclaimed VAT
Royal Borough of Kingston,01/01/2024,90301023,592.81,COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301024,"1,185.75",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301028,"1,843.84",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301029,921.92,COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301031,"2,213.40",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301032,553.35,COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301034,"1,843.84",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301035,921.92,COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301038,883.50,COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301039,"2,213.40",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301040,553.35,COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301042,933.72,COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301044,"1,843.84",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301045,921.92,COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301047,"1,843.84",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301048,921.92,COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301050,"1,843.84",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301051,921.92,COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301053,"1,843.84",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301054,921.92,COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301059,"1,843.84",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301060,921.92,COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301062,"2,213.40",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301063,553.35,COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301065,"2,213.40",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301066,553.35,COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301067,592.81,COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301068,"1,185.75",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301073,"1,843.84",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301074,921.92,COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301077,"1,843.84",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301078,921.92,COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Supported Living - new framework,A56126,0
Royal Borough of Kingston,01/01/2024,90301300,"1,132.00",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301301,"4,509.52",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301303,"1,095.17",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301305,966.32,COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301306,"4,509.52",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301308,"1,095.17",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301315,"1,132.00",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301316,"4,509.52",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301318,"1,095.17",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301382,"4,198.91",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301384,"1,490.93",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301385,"4,509.52",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301387,"1,095.17",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301398,"1,518.50",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301399,"4,509.52",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301401,"1,095.17",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301428,"1,601.32",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301429,"4,509.52",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301431,"1,095.17",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301493,"3,084.77",COMFORT CARE SERVICES UK LTD,SOCIAL SERVICES-HOME CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90300575,"8,781.64",CONGRESS HOUSE LIMITED,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006,0
Royal Borough of Kingston,26/01/2024,90302269,842.00,REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031,0
Royal Borough of Kingston,05/01/2024,90295757,"16,780.50",COOMBE ACADEMY TRUST,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000,0
Royal Borough of Kingston,11/01/2024,90297646,"1,695.00",COOMBE ACADEMY TRUST,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000,0
Royal Borough of Kingston,24/01/2024,90299887,"3,944.00",COOMBE ACADEMY TRUST,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000,0
Royal Borough of Kingston,24/01/2024,90299890,"2,500.00",COOMBE GIRLS SCHOOL,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000,0
Royal Borough of Kingston,04/01/2024,90295664,"115,549.93",COOMBE HILL INFANTS SCHOOL,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000,0
Royal Borough of Kingston,04/01/2024,90295665,"152,594.06",COOMBE HILL JUNIOR SCHOOL,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000,0
Royal Borough of Kingston,31/12/2023,70062410,600.00,COOMBE HILL PHARMACY,SOCIAL SERVICES - OTHER,Adult Social Care & Health,Other Private Contractors - Third Party,A56080,0
Royal Borough of Kingston,30/06/2023,70063139,968.90,COOMBE HILL PHARMACY,SOCIAL SERVICES - OTHER,Adult Social Care & Health,Other Private Contractors - Third Party,A56080,0
Royal Borough of Kingston,04/01/2024,90295666,"153,762.37",CORPUS CHRISTI CATHOLIC PRIMARY SCHOOL ,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000,0
Royal Borough of Kingston,05/01/2024,90295748,"20,848.50",CORPUS CHRISTI CATHOLIC PRIMARY SCHOOL ,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000,0
Royal Borough of Kingston,24/01/2024,90299891,"4,167.00",CORPUS CHRISTI CATHOLIC PRIMARY SCHOOL ,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000,0
Royal Borough of Kingston,01/01/2024,90295861,"4,392.86",COUNTRY COURT CARE HOMES 2 LTD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006,0
Royal Borough of Kingston,01/01/2024,90295862,"-4,392.86",COUNTRY COURT CARE HOMES 2 LTD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006,0
Royal Borough of Kingston,01/01/2024,90295864,"-3,660.71",COUNTRY COURT CARE HOMES 2 LTD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006,0
Royal Borough of Kingston,01/01/2024,90296595,"2,342.86",COUNTRY COURT CARE HOMES 2 LTD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Care Home - D2A Short term,A56137,0
Royal Borough of Kingston,01/01/2024,90296595,"2,342.86",COUNTRY COURT CARE HOMES 2 LTD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Care Home - D2A Short term,A56137,0
Royal Borough of Kingston,01/01/2024,90296596,"-2,342.86",COUNTRY COURT CARE HOMES 2 LTD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Care Home - D2A Short term,A56137,0
Royal Borough of Kingston,01/01/2024,90296596,"-2,342.86",COUNTRY COURT CARE HOMES 2 LTD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Care Home - D2A Short term,A56137,0
Royal Borough of Kingston,01/01/2024,90296597,"1,025.00",COUNTRY COURT CARE HOMES 2 LTD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Care Home - D2A Short term,A56137,0
Royal Borough of Kingston,01/01/2024,90296597,"1,025.00",COUNTRY COURT CARE HOMES 2 LTD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Care Home - D2A Short term,A56137,0
Royal Borough of Kingston,01/01/2024,90296598,"-1,171.43",COUNTRY COURT CARE HOMES 2 LTD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Care Home - D2A Short term,A56137,0
Royal Borough of Kingston,01/01/2024,90296598,"-1,171.43",COUNTRY COURT CARE HOMES 2 LTD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Care Home - D2A Short term,A56137,0
Royal Borough of Kingston,01/01/2024,90299952,"3,872.79",COUNTRY COURT CARE HOMES 2 LTD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006,0
Royal Borough of Kingston,01/01/2024,90300083,"3,705.34",COUNTRY COURT CARE HOMES 2 LTD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006,0
Royal Borough of Kingston,01/01/2024,90300088,"3,952.50",COUNTRY COURT CARE HOMES 2 LTD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006,0
Royal Borough of Kingston,01/01/2024,90300111,"4,539.29",COUNTRY COURT CARE HOMES 2 LTD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006,0
Royal Borough of Kingston,01/01/2024,90300368,"3,764.29",COUNTRY COURT CARE HOMES 2 LTD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006,0
Royal Borough of Kingston,31/12/2023,70062010,"113,161.17",COUNTRYSIDE PROPERTIES (UK) LTD,CONSTRUCTION INDUSTRY,Housing Revenue Account,Payments to Contractors,C14000,0
Royal Borough of Kingston,31/12/2023,70062011,"493,569.77",COUNTRYSIDE PROPERTIES (UK) LTD,CONSTRUCTION INDUSTRY,Housing Revenue Account,Payments to Contractors,C14000,0
Royal Borough of Kingston,31/12/2023,70062012,"1,283,138.75",COUNTRYSIDE PROPERTIES (UK) LTD,CONSTRUCTION INDUSTRY,Housing Revenue Account,Payments to Contractors,C14000,0
Royal Borough of Kingston,30/11/2023,70060417,"90,066.96",CRAVENCROFT LTD,CONSTRUCTION INDUSTRY,Place,Payments to Contractors,C14000,0
Royal Borough of Kingston,24/11/2023,70061530,"14,573.57",CRAVENCROFT LTD,CONSTRUCTION INDUSTRY,Place,Payments to Contractors,C14000,0
Royal Borough of Kingston,16/01/2024,70062682,"2,806.00",CRAVENCROFT LTD,CONSTRUCTION INDUSTRY,Place,Payments to Contractors,C14000,0
Royal Borough of Kingston,16/01/2024,70062683,929.20,CRAVENCROFT LTD,CONSTRUCTION INDUSTRY,Place,Payments to Contractors,C14000,0
Royal Borough of Kingston,20/12/2023,70061301,"1,550.40",Credence Direct Limited,TEMP STAFF & CONSULTANCY,Adult Social Care & Health,Other Private Contractors - Third Party,A56080,0
Royal Borough of Kingston,26/01/2024,90302026,"2,144.08",CROMWOOD LIMITED,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031,0
Royal Borough of Kingston,31/12/2023,70062574,460.00,CROWN PROMOTIONS & REMOVALS LTD,PREMISES - REMOVALS,Housing Revenue Account,Buildings - Project Management,C14003,0
Royal Borough of Kingston,31/12/2023,70062577,665.00,CROWN PROMOTIONS & REMOVALS LTD,PREMISES - REMOVALS,Housing Revenue Account,Buildings - Project Management,C14003,0
Royal Borough of Kingston,31/12/2023,70062578,600.00,CROWN PROMOTIONS & REMOVALS LTD,PREMISES - REMOVALS,Housing Revenue Account,Buildings - Project Management,C14003,0
Royal Borough of Kingston,31/12/2023,70062579,440.00,CROWN PROMOTIONS & REMOVALS LTD,PREMISES - REMOVALS,Housing Revenue Account,Buildings - Project Management,C14003,0
Royal Borough of Kingston,31/12/2023,70062580,520.00,CROWN PROMOTIONS & REMOVALS LTD,PREMISES - REMOVALS,Housing Revenue Account,Buildings - Project Management,C14003,0
Royal Borough of Kingston,31/12/2023,70062582,760.00,CROWN PROMOTIONS & REMOVALS LTD,PREMISES - REMOVALS,Housing Revenue Account,Buildings - Project Management,C14003,0
Royal Borough of Kingston,31/12/2023,70062583,520.00,CROWN PROMOTIONS & REMOVALS LTD,PREMISES - REMOVALS,Housing Revenue Account,Buildings - Project Management,C14003,0
Royal Borough of Kingston,01/01/2024,70062557,"2,325.00",CRYSTAL & CO,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,01/01/2024,70062558,"2,635.00",CRYSTAL & CO,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,01/01/2024,70062559,"1,395.00",CRYSTAL & CO,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,01/01/2024,70062560,"2,232.00",CRYSTAL & CO,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,01/01/2024,70062561,"2,232.00",CRYSTAL & CO,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,01/01/2024,70062564,"1,736.00",CRYSTAL & CO,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,01/01/2024,70062565,"1,988.00",CRYSTAL & CO,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,01/01/2024,70062566,"2,325.00",CRYSTAL & CO,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,01/01/2024,70062567,"2,480.00",CRYSTAL & CO,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,01/01/2024,70062568,"2,015.00",CRYSTAL & CO,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,01/01/2024,70062569,"2,046.00",CRYSTAL & CO,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,01/01/2024,70062570,"1,984.00",CRYSTAL & CO,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,01/01/2024,70062797,"1,736.00",CRYSTAL & CO,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,05/01/2024,90295752,"17,797.50",KNOLLMEAD PRIMARY SCHOOL,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000,0
Royal Borough of Kingston,29/12/2023,70061506,"7,147.74",CUBE CONTENT GOVERNANCE  LIMITED,TRAINING,Corporate & Communities,ICT Expenses,A45009,0
Royal Borough of Kingston,31/12/2023,70061784,"10,978.13",Cushman and Wakefield Debenham Tie Leung Ltd,SUNDRY SUPPLIER - FINANCE,Place,Property-Related Professional Fees,A20035,0
Royal Borough of Kingston,26/01/2024,90302107,"1,317.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031,0
Royal Borough of Kingston,19/12/2023,70061273,"1,665.00",D & L House Clearance Limited,BUILDING MNTCE - SERVICES,Corporate & Communities,Grants Given For Capital Purposes,C20004,0
Royal Borough of Kingston,04/01/2024,70061654,"1,854.00",D & L House Clearance Limited,BUILDING MNTCE - SERVICES,Corporate & Communities,Grants Given For Capital Purposes,C20004,0
Royal Borough of Kingston,26/01/2024,90302175,"1,321.66",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031,0
Royal Borough of Kingston,01/01/2024,90301504,"5,523.40",Daniels care ltd,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301126,"1,153.75",Darethealthcare UK Limited,ACCOMMODATION - OTHER,Adult Social Care & Health,S-L non - framework - Managed Service - S - L,A56162,0
Royal Borough of Kingston,01/01/2024,90301126,"1,153.75",Darethealthcare UK Limited,ACCOMMODATION - OTHER,Adult Social Care & Health,S-L non - framework - Managed Service - S - L,A56162,0
Royal Borough of Kingston,01/01/2024,90301127,"2,751.25",Darethealthcare UK Limited,ACCOMMODATION - OTHER,Adult Social Care & Health,S-L non - framework - Managed Service - S - L,A56162,0
Royal Borough of Kingston,01/01/2024,90301127,"2,751.25",Darethealthcare UK Limited,ACCOMMODATION - OTHER,Adult Social Care & Health,S-L non - framework - Managed Service - S - L,A56162,0
Royal Borough of Kingston,01/01/2024,90301140,"2,878.44",Darethealthcare UK Limited,ACCOMMODATION - OTHER,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301517,"3,203.85",Darethealthcare UK Limited,ACCOMMODATION - OTHER,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301526,-680.97,Darethealthcare UK Limited,ACCOMMODATION - OTHER,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,02/11/2023,70062377,960.00,Dariba Design Limited,SUNDRY SUPPLIER - HOUSING,Corporate & Communities,Grants Given For Capital Purposes,C20004,0
Royal Borough of Kingston,02/01/2024,90295495,500.00,REDACTED - PERSONAL DATA,GRANTS & EX GRATIA PAYMENTS,Adult Social Care & Health,"Grants, Contributions & Donations",A47005,0
Royal Borough of Kingston,26/01/2024,90302245,"1,400.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031,0
Royal Borough of Kingston,26/01/2024,90302172,"1,094.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031,0
Royal Borough of Kingston,26/01/2024,90302263,"1,000.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031,0
Royal Borough of Kingston,02/01/2024,90295499,500.00,REDACTED - PERSONAL DATA,GRANTS & EX GRATIA PAYMENTS,Adult Social Care & Health,"Grants, Contributions & Donations",A47005,0
Royal Borough of Kingston,02/01/2024,90295498,500.00,REDACTED - PERSONAL DATA,CHARITIES & VOLUNTARY ORGNS,Adult Social Care & Health,"Grants, Contributions & Donations",A47005,0
Royal Borough of Kingston,26/01/2024,90302193,"1,094.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031,0
Royal Borough of Kingston,02/01/2024,70061607,"2,976.00",Delta Wise Limited,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,02/01/2024,70061608,"3,069.00",Delta Wise Limited,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,02/01/2024,70061609,"2,635.00",Delta Wise Limited,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,02/01/2024,70061610,"4,092.00",Delta Wise Limited,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,02/01/2024,70061611,"2,635.00",Delta Wise Limited,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,02/01/2024,70061614,670.00,Delta Wise Limited,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,02/01/2024,70061615,"2,635.00",Delta Wise Limited,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,02/01/2024,70061616,"3,565.00",Delta Wise Limited,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,02/01/2024,70061617,"3,720.00",Delta Wise Limited,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,02/01/2024,70061618,"3,565.00",Delta Wise Limited,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,02/01/2024,70061619,"4,402.00",Delta Wise Limited,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,02/01/2024,70061620,"5,115.00",Delta Wise Limited,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,02/01/2024,70061641,"2,170.00",Delta Wise Limited,ACCOMMODATION BED & BREAKFAST,Place,Bed & Breakfast,A56000,0
Royal Borough of Kingston,01/01/2024,90301489,"6,998.25",Dephinus Healthcare Ltd,ACCOMMODATION - OTHER,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301506,"7,803.32",Dephinus Healthcare Ltd,ACCOMMODATION - OTHER,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301507,"7,207.50",Dephinus Healthcare Ltd,ACCOMMODATION - OTHER,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301508,"15,677.14",Dephinus Healthcare Ltd,ACCOMMODATION - OTHER,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,01/01/2024,90301525,"6,184.94",Dephinus Healthcare Ltd,ACCOMMODATION - OTHER,Adult Social Care & Health,Personal Budget - Third Party,A61019,0
Royal Borough of Kingston,03/01/2024,70061522,"1,150.00",DEXTERS LIMITED,LANDLORDS,Adult Social Care & Health,Building Rents,A22005,0
Royal Borough of Kingston,26/01/2024,90301918,"1,321.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031,0
Royal Borough of Kingston,05/01/2024,90295698,"34,069.50",DICKY BIRDS PRE SCHOOL NURSERIES LTD,ACADEMIC INSTNS - OTHER,Schools,PVI Providers,A60014,0
Royal Borough of Kingston,05/01/2024,90295724,"26,391.15",DICKY BIRDS PRE SCHOOL NURSERIES LTD,ACADEMIC INSTNS - OTHER,Schools,PVI Providers,A60014,0
