Council Name,Date,TransNo,Amount £ (Excl VAT),Supplier name,Supplier Category,Expense Area,Expense Type,Expense Code
Royal Borough of Kingston,01/08/2023,90261091,"3,865.08",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261100,"4,161.31",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261105,"4,161.31",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261108,"4,161.31",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261119,"5,066.79",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261120,"4,161.31",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261121,"2,818.95",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261122,"4,161.31",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261123,"4,161.31",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261127,"4,161.31",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261129,"4,161.31",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261131,"1,342.36",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261132,"4,161.31",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261145,"1,351.14",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261146,"5,235.68",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261151,"3,865.08",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261233,"4,161.31",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261246,"-1,520.04",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261247,"-1,688.93",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261252,"4,161.31",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261262,"4,058.34",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261263,"4,058.34",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261271,"4,161.31",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261302,"3,865.08",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261303,"1,520.04",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261304,"1,688.93",ABBEYFIELD,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90262198,"6,032.33",ABC HILLINGDON LTD,ACCOMMODATION - OTHER,Adult Social Care & Health,Personal Budget - Third Party,A61019
Royal Borough of Kingston,24/08/2023,90260592,990.58,REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,28/07/2023,70051481,450.00,AC & MS LIMITED,LEGAL & PROFESSIONAL SERVICES,Housing Revenue Account,Asbestos Removal,C10000
Royal Borough of Kingston,28/07/2023,70051776,"3,050.00",ACCESS INDEPENDENT LIMITED,SOCIAL SERVICES - OTHER,Adult Social Care & Health,Other Private Contractors - Third Party,A56080
Royal Borough of Kingston,30/04/2023,70051807,"2,370.00",ACCESS INDEPENDENT LIMITED,SOCIAL SERVICES - OTHER,Adult Social Care & Health,Other Private Contractors - Third Party,A56080
Royal Borough of Kingston,28/06/2023,70051808,"2,310.00",ACCESS INDEPENDENT LIMITED,SOCIAL SERVICES - OTHER,Adult Social Care & Health,Other Private Contractors - Third Party,A56080
Royal Borough of Kingston,31/07/2023,70051809,"1,278.00",ACCESS INDEPENDENT LIMITED,SOCIAL SERVICES - OTHER,Adult Social Care & Health,Other Private Contractors - Third Party,A56080
Royal Borough of Kingston,31/05/2023,70051810,"2,136.00",ACCESS INDEPENDENT LIMITED,SOCIAL SERVICES - OTHER,Adult Social Care & Health,Other Private Contractors - Third Party,A56080
Royal Borough of Kingston,31/07/2023,70051811,"7,126.46",ACCESS UK LTD,BUSINESS & COMPUTER SYSTEMS,Adult Social Care & Health,IT Software Maintenance,A45045
Royal Borough of Kingston,24/08/2023,90260865,"1,047.00",Accountancy Services (New Malden) Limited,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,01/08/2023,90261339,"7,363.96",Achieve Together Limited,SOCIAL SERVICES - OTHER,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261374,"4,977.27",Achieve Together Limited,SOCIAL SERVICES - OTHER,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261405,"12,436.67",Achieve Together Limited,SOCIAL SERVICES - OTHER,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,01/08/2023,90261466,"6,901.34",Achieve Together Limited,SOCIAL SERVICES - OTHER,Adult Social Care & Health,Other Private Contractors - Third Party,A56080
Royal Borough of Kingston,01/08/2023,90261467,"11,260.09",Achieve Together Limited,SOCIAL SERVICES - OTHER,Adult Social Care & Health,Other Private Contractors - Third Party,A56080
Royal Borough of Kingston,01/08/2023,90261471,"1,200.00",Achieve Together Limited,SOCIAL SERVICES - OTHER,Adult Social Care & Health,Other Private Contractors - Third Party,A56080
Royal Borough of Kingston,02/08/2023,70051687,"6,180,498.59",ACHIEVING FOR CHILDREN LIMITED,LEGAL & PROFESSIONAL SERVICES,Childrens Services,Fixed Childrens Services Contract Strategic,A51019
Royal Borough of Kingston,03/08/2023,90255843,810.00,Acorn to Oak Nursery and Preschool Ltd,CHILDMINDERS START UP GRANT,Schools,2 Yr Old Place Funding,A60000
Royal Borough of Kingston,26/07/2023,70051468,"13,455.82",ADAM HTT LIMITED,TAXI AND COACH HIRE,Adult Social Care & Health,Home To School Transport Taxis,A33016
Royal Borough of Kingston,03/08/2023,70051800,"2,305.00",ADVANCED TREE SERVICES LIMITED,CONSTRUCTION INDUSTRY,Housing Revenue Account,Tree Works,A56042
Royal Borough of Kingston,07/08/2023,70052038,"4,035.85",ADVANCED TREE SERVICES LIMITED,CONSTRUCTION INDUSTRY,Corporate & Communities,Maintenance of trees,A28003
Royal Borough of Kingston,16/08/2023,70052507,950.00,ADVANCED TREE SERVICES LIMITED,CONSTRUCTION INDUSTRY,Housing Revenue Account,Tree Works,A56042
Royal Borough of Kingston,23/08/2023,70052762,"5,570.00",ADVANCED TREE SERVICES LIMITED,CONSTRUCTION INDUSTRY,Corporate & Communities,Maintenance of trees,A28003
Royal Borough of Kingston,23/08/2023,70052762,60.00,ADVANCED TREE SERVICES LIMITED,CONSTRUCTION INDUSTRY,Housing Revenue Account,Tree Works,A56042
Royal Borough of Kingston,23/08/2023,70052762,90.00,ADVANCED TREE SERVICES LIMITED,CONSTRUCTION INDUSTRY,Housing Revenue Account,Tree Works,A56042
Royal Borough of Kingston,23/08/2023,70052762,120.00,ADVANCED TREE SERVICES LIMITED,CONSTRUCTION INDUSTRY,Housing Revenue Account,Tree Works,A56042
Royal Borough of Kingston,23/08/2023,70052762,180.00,ADVANCED TREE SERVICES LIMITED,CONSTRUCTION INDUSTRY,Housing Revenue Account,Tree Works,A56042
Royal Borough of Kingston,23/08/2023,70052762,180.00,ADVANCED TREE SERVICES LIMITED,CONSTRUCTION INDUSTRY,Housing Revenue Account,Tree Works,A56042
Royal Borough of Kingston,23/08/2023,70052762,"2,040.00",ADVANCED TREE SERVICES LIMITED,CONSTRUCTION INDUSTRY,Housing Revenue Account,Tree Works,A56042
Royal Borough of Kingston,23/08/2023,70052823,"1,600.00",ADVANCED TREE SERVICES LIMITED,CONSTRUCTION INDUSTRY,Corporate & Communities,Maintenance of trees,A28003
Royal Borough of Kingston,17/07/2023,70051761,"9,158.63",Age Concern Kingston upon Thames,GRANTS & EX GRATIA PAYMENTS,Adult Social Care & Health,Payments to Voluntary Organisations,A54005
Royal Borough of Kingston,01/08/2023,90261780,885.71,Age Concern Kingston upon Thames,GRANTS & EX GRATIA PAYMENTS,Adult Social Care & Health,Personal Budget - Third Party,A61019
Royal Borough of Kingston,01/08/2023,90261786,708.57,Age Concern Kingston upon Thames,GRANTS & EX GRATIA PAYMENTS,Adult Social Care & Health,Personal Budget - Third Party,A61019
Royal Borough of Kingston,01/08/2023,90261155,"6,864.29",AIMS CARE LIMITED,SOCIAL SERVICES RESIDENTIAL,Adult Social Care & Health,Independent Placements,A56006
Royal Borough of Kingston,17/07/2023,70051084,730.00,Albion Cleaning Services,SUNDRY SUPPLIER - HOUSING,Corporate & Communities,Grants Given For Capital Purposes,C20004
Royal Borough of Kingston,28/07/2023,70051487,"30,000.00",ALCOVE LIMITED,BUSINESS & COMPUTER SYSTEMS,Adult Social Care & Health,Equipment And Materials Purchase,A40000
Royal Borough of Kingston,03/08/2023,90255993,500.00,REDACTED - PERSONAL DATA,GRANTS & EX GRATIA PAYMENTS,Adult Social Care & Health,"Grants, Contributions & Donations",A47005
Royal Borough of Kingston,03/08/2023,90255994,500.00,REDACTED - PERSONAL DATA,CHARITIES & VOLUNTARY ORGNS,Adult Social Care & Health,"Grants, Contributions & Donations",A47005
Royal Borough of Kingston,24/08/2023,90260664,"1,094.00",REDACTED - PERSONAL DATA,LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,04/08/2023,90256087,"2,570.50",ALEXANDRA SCHOOL,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000
Royal Borough of Kingston,04/08/2023,90256115,"3,821.25",ALEXANDRA SCHOOL,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000
Royal Borough of Kingston,04/08/2023,90256156,"26,157.00",ALEXANDRA SCHOOL,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000
Royal Borough of Kingston,04/08/2023,90256179,"39,819.00",ALEXANDRA SCHOOL,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000
Royal Borough of Kingston,04/08/2023,90256198,"18,915.00",ALEXANDRA SCHOOL,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000
Royal Borough of Kingston,04/08/2023,90256199,502.50,ALEXANDRA SCHOOL,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000
Royal Borough of Kingston,04/08/2023,90256200,"2,530.00",ALEXANDRA SCHOOL,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000
Royal Borough of Kingston,04/08/2023,90256254,"162,395.61",ALEXANDRA SCHOOL,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000
Royal Borough of Kingston,24/08/2023,90262256,"4,000.00",ALEXANDRA SCHOOL,SCHOOL FUNDS,Schools,Miscellaneous Expenses,A49000
Royal Borough of Kingston,24/08/2023,90260853,"1,050.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,24/08/2023,90260490,"1,314.00",REDACTED - PERSONAL DATA,PLS LANDLORDS,Place,PSL Payments To Landlords,A22031
Royal Borough of Kingston,31/07/2023,70051597,907.85,ALLIED PUBLICITY SERVICES (MANCHESTER) LTD,PRESS & PUBLICITY,Adult Social Care & Health,Other Private Contractors - Third Party,A56080
Royal Borough of Kingston,31/07/2023,70051821,817.14,ALLPAY LIMITED,FINANCIAL / INSURANCE INSTNS,Adult Social Care & Health,Bank Fees & Charges,A44250
Royal Borough of Kingston,19/07/2023,70051061,"1,960.00",Alltime Catering Mobile Ltd,SUNDRY SUPPLIER - FINANCE,Corporate & Communities,Fees And Charges (VATable),A92310
Royal Borough of Kingston,10/07/2023,90254727,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,10/07/2023,90254730,576.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,10/07/2023,90254746,"1,512.64",ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,10/07/2023,90254760,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,10/07/2023,90254873,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,10/07/2023,90254886,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,10/07/2023,90254899,819.35,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,10/07/2023,90254916,504.21,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,10/07/2023,90254935,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,10/07/2023,90254947,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,10/07/2023,90254949,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,10/07/2023,90255072,819.35,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,10/07/2023,90255104,756.32,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,10/07/2023,90255130,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,10/07/2023,90255157,621.26,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,10/07/2023,90255167,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,10/07/2023,90255172,747.32,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,10/07/2023,90255273,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,10/07/2023,90255321,504.21,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,10/07/2023,90255368,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,10/07/2023,90255380,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,10/07/2023,90255789,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019
Royal Borough of Kingston,17/07/2023,90256859,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,17/07/2023,90256862,576.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,17/07/2023,90256877,648.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,17/07/2023,90256892,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,17/07/2023,90257016,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,17/07/2023,90257033,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,17/07/2023,90257055,819.35,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,17/07/2023,90257072,504.21,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,17/07/2023,90257091,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,17/07/2023,90257106,639.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,17/07/2023,90257108,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,17/07/2023,90257215,522.22,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,17/07/2023,90257225,819.35,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,17/07/2023,90257259,756.32,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,17/07/2023,90257285,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,17/07/2023,90257315,621.26,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,17/07/2023,90257326,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,17/07/2023,90257331,747.32,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,17/07/2023,90257353,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,17/07/2023,90257459,504.21,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,17/07/2023,90257491,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,17/07/2023,90257504,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,17/07/2023,90257575,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Personal Budget - Third Party,A61019
Royal Borough of Kingston,24/07/2023,90258806,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,24/07/2023,90258809,576.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,24/07/2023,90258837,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,24/07/2023,90258943,558.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,24/07/2023,90258967,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,24/07/2023,90258983,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,24/07/2023,90258996,810.34,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,24/07/2023,90259031,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,24/07/2023,90259044,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,24/07/2023,90259046,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,24/07/2023,90259145,567.24,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,24/07/2023,90259155,819.35,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,24/07/2023,90259188,756.32,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,24/07/2023,90259215,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,24/07/2023,90259245,621.26,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
Royal Borough of Kingston,24/07/2023,90259255,630.27,ALPENBEST LTD,SOCIAL SERVICES DAY CARE,Adult Social Care & Health,Homecare - new framework,A56127
