Organisation Name,Organisation Code,Organisational Structure Tier 1(T),Cost Centre(T),Cost Centre,Supplier ID(T),Supplier ID,Pay Date,Trans Number,Net Amount,Account(T),Account,Proclass Level 1,Proclass Level 1 - code,Proclass Level 2,Proclass Level 2 - code,Proclass Level 3,Proclass Level 3 - code
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing,C300011,Forhousing,12508695,45152,12300192376,58447.23,"Conversion, Renovation & Improvement",C1101,Housing Management,P1017,Stock Management,P2151,Stock Management,P3209
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Qwest Rechargeables,R304440,Cowest Services Limted T/A Qwest Services,12505847,45152,12300191981,39087.22,Services - Fees and Charges,R4401,Facilities & Management Services,P1010,Property Management,P2091,Property Management,P3137
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Chester,R305802,Al's Coaches Ltd,12502744,45152,129000451361,23915.55,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Chester,R305802,Al's Coaches Ltd,12502744,45152,129000451360,23147.05,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Chester Bus Interchange,R304457,Cowest Services Limted T/A Qwest Services,12505847,45152,12300191998,14174.62,Services - Fees and Charges,R4401,Facilities & Management Services,P1010,Property Management,P2091,Property Management,P3137
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Qwest Rechargeables,R304440,Cowest Services Limted T/A Qwest Services,12505847,45152,12300192009,12868.58,Services - Security,R4405,Facilities & Management Services,P1010,Property Management,P2091,Property Management,P3137
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Extra Care Admin,R201301,Addleshaw Goddard Llp,12500878,45152,12300192007,11439.9,Services - Professional Fees,R4400,Legal Services,P1020,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Northwich & Winsford,R305804,Stagecoach Services Limited,12503192,45152,129000451364,9611.11,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Investigations & Compliance,R302200,CLOSED LMRCA,12535030,45152,12300192258,9001,Services - Fees and Charges,R4401,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Constellia Public Limited,12531002,45152,12300190814,8974.36,New Construction,C1100,Financial Services,P1011,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Extra Care Admin,R201301,Addleshaw Goddard Llp,12500878,45152,12300192047,7944.8,Services - Professional Fees,R4400,Legal Services,P1020,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Qwest Rechargeables,R304440,Cowest Services Limted T/A Qwest Services,12505847,45152,12300191999,7500,Services - Fees and Charges,R4401,Facilities & Management Services,P1010,Property Management,P2091,Property Management,P3137
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Chester,R305802,Stagecoach Services Limited,12503192,45152,129000451357,7485.65,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Northwich & Winsford,R305804,Warrington Borough Transport Limited,12500264,45152,129000451366,6871.17,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Chester,R305802,Stagecoach Services Limited,12503192,45152,129000451353,6867.35,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Northwich & Winsford,R305804,Stagecoach Services Limited,12503192,45152,129000451365,6416.67,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,SLA Holding Account,R300750,Direct Tyre Management Limited,12530440,45152,12300192302,5653.2,Tyres,R3008,Passenger Transport,P1022,Repair,P2180,Repair,P3268
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Vehicle Provision Hire,R300751,Kinto UK Ltd,12532766,45152,12300192298,5294.95,Vehicle Operating Lease,R3204,Vehicle Management,P1030,Leasing,P2162,Leasing,P3229
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Ellesmere Port,R305803,Stagecoach Services Limited,12503192,45152,129000451370,4339.33,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Schl Improvement Advisers,R162010,REDACTED,12506364,45152,12300192158,4250,Services - Professional Fees,R4400,Education,P1008,School Services,P2066,School Services,P3088
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Ramboll UK Limited,12500254,45152,12300192280,3446,"Conversion, Renovation & Improvement",C1101,Consultancy,P1006,Business,P2047,Business,P3067
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Northwich & Winsford,R305804,Stagecoach Services Limited,12503192,45152,129000451367,3208.33,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Ellesmere Port,R305803,Stagecoach Services Limited,12503192,45152,129000451369,3154.24,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Chester,R305802,Stagecoach Services Limited,12503192,45152,129000451358,3080.83,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Chester City Commercial Property General,R309102,CBRE Ltd,12501424,45152,12300192237,3000,Services - Professional Fees,R4400,Consultancy,P1006,Business,P2047,Business,P3067
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Chester,R305802,Stagecoach Services Limited,12503192,45152,129000451354,2937.83,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Investigations & Compliance,R302200,CLOSED Cats Cradle Tattoo Studio,12535025,45152,12300192255,2874,Services - Fees and Charges,R4401,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,PLO Children in Care,R160703,REDACTED,12503590,45152,12300192261,2719.2,Services - Professional Fees,R4400,Legal Services,P1020,General Support,P2168,General Support,P3251
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Chester,R305802,Stagecoach Services Limited,12503192,45152,129000451352,2442.45,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,PLO Children in Care,R160703,Isw Assessments Ltd,12523065,45152,12300192366,2401.2,Allowances and Assistance,R6304,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Ellesmere Port,R305803,Stagecoach Services Limited,12503192,45152,129000451368,2234.32,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Chester,R305802,Stagecoach Services Limited,12503192,45152,129000451355,2207.23,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Chester,R305802,Stagecoach Services Limited,12503192,45152,129000451359,2196.11,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Local Bus Chester,R305802,Stagecoach Services Limited,12503192,45152,129000451362,2164.18,TPP -Transport Operators,R5850,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Domm and Comm,R160903,Medgen Limited,12521055,45152,12300189484,2121.04,Services - Professional Fees,R4400,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Mental Capacity Act,R202302,REDACTED,12505392,45152,12300192269,2006.8,Services - Professional Fees,R4400,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,PLO Children in Care,R160703,Isw Assessments Ltd,12523065,45152,12300192367,1882,Allowances and Assistance,R6304,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Public Inquiries Costs,R305101,Kings Chambers,12504287,45152,12300191411,1800,Services - Professional Fees,R4400,Legal Services,P1020,Legal Opinion,P2169,Legal Opinion,P3252
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Naylor S - Northwich Witton,R303614,Rotary Northwich River Festival,12532348,45152,12300191548,1767,Grant Payments,R4700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,School Finance Leases,R162078,Chg-Meridian Computer Leasing UK Ltd,12503293,45152,12300191497,1749.22,Equipment - Lease,R4002,Information Communication Technology,P1019,Leasing,P2162,Leasing,P3229
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Investigations & Compliance,R302200,CLOSED Angel Motor Company Leeds Limited,12535024,45152,12300192252,1650,Services - Fees and Charges,R4401,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,S278 General,R305300,Jones Lighting Ltd,12507109,45152,12300183834,1600,Projects - Communication Channels,R4543,Highway Equipment & Materials,P1015,Street Furniture & Ironworks,P2138,Street Furniture & Ironworks,P3195
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Public Conveniences,R300608,Countyloos,12505585,45152,12300191715,1500,Services - Fees and Charges,R4401,Highway Equipment & Materials,P1015,Street Furniture & Ironworks,P2138,Street Furniture & Ironworks,P3195
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Education and Inclusion,R162000,Derbyshire County Council,12514846,45152,12300175876,1400,Services - Professional Fees,R4400,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Crematorium General,R302410,Western Avenue Medical Centre,12500788,45152,12300192291,1344,Services - Fees and Charges,R4401,Healthcare,P1014,Public Health,P2128,GP Surgery Services,P3184
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing Options,R306005,Crixtal Residental Lettings and Property Management,12535035,45152,12300192251,1225,Accommodation Costs,R4900,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Domm and Comm,R160903,Love Nursing Ltd,12534094,45152,12300189957,1200,Services - Professional Fees,R4400,Healthcare,P1014,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Gould G - Strawberry,R303409,Chester Pride,12505262,45152,12300191980,1050,Grant Payments,R4700,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,PLO Children in Care,R160703,Marten Walsh Cherer Ltd,12530514,45152,12300192230,1048.39,Services - Professional Fees,R4400,Legal Services,P1020,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Schl Improvement Advisers,R162010,REDACTED,12503913,45152,12300191886,1000,Services - Professional Fees,R4400,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,School Finance Leases,R162078,Xerox Finance,12502188,45152,12300192279,983.89,Photocopier Operating Lease,R4304,Facilities & Management Services,P1010,Reprographics,P2094,Reprographics,P3140
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,PLO Children in Care,R160703,Cansford Laboratories Limited,12512747,45152,12300192363,930,Allowances and Assistance,R6304,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Play Provision,R300602,Groundwork & Leisure Services Ltd,12500998,45152,12300191769,780,Equipment - Purchase,R4000,Horticultural,P1016,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,School Finance Leases,R162078,Chg-Meridian Computer Leasing UK Ltd,12503293,45152,12300191445,749.65,Equipment - Lease,R4002,Information Communication Technology,P1019,Leasing,P2162,Leasing,P3229
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Domm and Comm,R160903,TuVida TA Crossroads Together,12501420,45152,12300189475,697.5,Services - Professional Fees,R4400,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Play Provision,R300602,Groundwork & Leisure Services Ltd,12500998,45152,12300192189,680,Equipment - Purchase,R4000,Horticultural,P1016,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Early Yrs Consultants,R162036,Elklan Training Limited T/A Elklan,12527715,45152,12300191806,652.5,Training Expenses,R1650,Education,P1008,School Services,P2066,School Services,P3088
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,PLO Children in Care,R160703,Isw Assessments Ltd,12523065,45152,12300192365,566.3,Services - Professional Fees,R4400,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Council Wide Initiatives,R403030,The British Psychological Society,12532764,45152,12300192309,526.68,Training Expenses,R1650,Financial Services,P1011,Subscriptions,P2113,Subscriptions,P3169
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Boughton Heath Park & Ride,R305807,REDACTED,12502694,45152,12300192242,519.93,Grounds Maintenance - Contract,R2075,Horticultural,P1016,Seeds & Plants,P2140,Seeds & Plants,P3197
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,N&W ALD Day Services,R204500,Fintal Limited,12505518,45152,12300191529,505.64,General Maintenance,R5715,"Works - Construction, Repair & Maintenance",P1031,Buildings,P2231,Buildings,P3393
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,School Finance Leases,R162078,Chg-Meridian Computer Leasing UK Ltd,12503293,45152,12300189315,-1749.22,Equipment - Lease,R4002,Information Communication Technology,P1019,Leasing,P2162,Leasing,P3229
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Learning Disability VR Team,R202109,Autism Together,12505399,45152,12300192482,-70990.7,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Learning Disability CH&EP Team,R202108,Special Needs Care Ltd,12512753,45153,129000451939,380324.7100000001,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Property,C300010,Cowest Services Limted T/A Qwest Services,12505847,45153,12300192381,286998.74,"Conversion, Renovation & Improvement",C1101,Facilities & Management Services,P1010,Property Management,P2091,Property Management,P3137
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Integrated Substance Misuse Service,R203112,VIA Community Ltd,12517869,45153,12300191894,236862.66,Services - Fees and Charges,R4401,Social Community Care Supplies & Services - Adult,P1024,Alcohol & Drug Rehabilitation,P2183,Alcohol & Drug Rehabilitation,P3275
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Balfour Beatty Regional Construction Limited,12505407,45153,12300192451,203616.64,"Conversion, Renovation & Improvement",C1101,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Childrens,C200003,Cowest Services Limted T/A Qwest Services,12505847,45153,12300192378,147331.89,"Conversion, Renovation & Improvement",C1101,Facilities & Management Services,P1010,Property Management,P2091,Property Management,P3137
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Chester Adult Community Social Care Team,R202102,Orchard Manor Care Home,12500405,45153,129000451772,99565.58999999998,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Winsford Adult Community Social Care team,R202104,The Willows Care Home,12500369,45153,129000451771,96834.79999999999,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Rural Adult Community Social Care Team,R202103,Daneside Mews Training,12503629,45153,129000451859,92940.12000000002,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Learning Disability CH&EP Team,R202108,Alternative Futures Group,12501471,45153,129000451808,90856.65999999997,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Ellesmere Port Adult Community Social Care Team,R202101,Care and Support TM Ltd,12502168,45153,129000451818,89532.44000000002,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Chester Adult Community Social Care Team,R202102,Oaklands Nursing Home,12502463,45153,129000451823,80326.14999999998,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Winsford Adult Community Social Care team,R202104,Springcare (Davenham) Ltd,12501090,45153,129000451794,79010.28,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Learning Disability CH&EP Team,R202108,Care UK Community Partnership Ltd,12501401,45153,129000451802,78359.12,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Ellesmere Port Adult Community Social Care Team,R202101,Aaron Court Nursing Home,12506062,45153,129000451905,77164.48000000001,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Rural Adult Community Social Care Team,R202103,Hillcrest Residential Home,12502810,45153,129000451837,70317.39000000001,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Chester Adult Community Social Care Team,R202102,Barchester Healthcare Homes Ltd,12500928,45153,129000451791,63506.72,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Residential,R160602,Cambian Childcare Limited,12504297,45153,129000451600,63107.14,TPP - Private Contractors,R5700,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Rural Adult Community Social Care Team,R202103,Prospect House (Malpas) Ltd,12500220,45153,129000451765,60755.56,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Ellesmere Port Adult Community Social Care Team,R202101,Acorn Manor,12500414,45153,129000451775,59955.140000000014,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Rural Adult Community Social Care Team,R202103,Sable Cottage Ltd,12501458,45153,129000451807,58203.420000000006,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Learning Disability CH&EP Team,R202108,Chester Lodge Residential Nursing Home,12502564,45153,129000451825,56950.96,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Winsford Adult Community Social Care team,R202104,Barchester Healthcare Homes Ltd,12500928,45153,129000451793,55674.48,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Ellesmere Port Adult Community Social Care Team,R202101,Whitby House Nursing Home,12500418,45153,129000451778,55568.04,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Chester Adult Community Social Care Team,R202102,Orchard Manor Care Home,12500405,45153,129000451774,55200,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Winsford Adult Community Social Care team,R202104,Park Homes UK Ltd,12531327,45153,129000452062,54403.91000000001,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Adult,P1024,Nursing & Residential Care Homes,P2193,Nursing & Residential Care Homes,P3287
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Waste Collection Contract,R304453,IPL PLastics (UK) Ltd,12524394,45153,12300192432,50000,Services - Fees and Charges,R4401,Environmental Services,P1009,Waste Management,P2079,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Ellesmere Port Adult Community Social Care Team,R202101,Avandale Lodge Care Home,12503648,45153,129000451865,49447.270000000004,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
