Organisation Name,Organisation Code,Organisational Structure Tier 1(T),Cost Centre(T),Cost Centre,Supplier ID(T),Supplier ID,Pay Date,Trans Number,Net Amount,Account(T),Account,Proclass Level 1,Proclass Level 1 - code,Proclass Level 2,Proclass Level 2 - code,Proclass Level 3,Proclass Level 3 - code
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,24x7 Cheshire Ltd,12527681,45062,129000419447,1169.8,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,Changing Lives Together,12500329,45062,129000419467,1156.5,Vehicle Operating Lease,R3204,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,Changing Lives Together,12500329,45062,129000419468,1156.4,Vehicle Operating Lease,R3204,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Comm MH Team CH&EP Team,R202106,West Cheshire Cleaning Services,12500798,45062,12300172418,1140,Services - Fees and Charges,R4401,Cleaning & Janitorial,P1004,Cleaning Service,P2038,Cleaning Service,P3048
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Special Guardnshp Allowances,R160601,REDACTED,12505538,45062,129000418958,1087.82,Allowances and Assistance,R6304,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,24x7 Cheshire Ltd,12527681,45062,129000419476,1079.82,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport Mainstream Primary,R162101,Parkers Mini Buses (Ellesmere Port) Ltd,12500498,45062,129000419502,1067.43,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Special Guardnshp Allowances,R160601,REDACTED,12507028,45062,129000419008,1065.58,Allowances and Assistance,R6304,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,24x7 Cheshire Ltd,12527681,45062,129000419519,1039.84,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Primary,R162106,24x7 Cheshire Ltd,12527681,45062,129000419507,1034.82,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,Gailsway Travel,12502677,45062,129000419461,1032.4,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,LSAB Board,R202303,REDACTED,12519183,45062,12300172195,1000,Services - Professional Fees,R4400,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,24x7 Cheshire Ltd,12527681,45062,129000419449,999.8,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Secondary,R162107,Lightfoot Travel,12502629,45062,129000419522,980,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Home to School / College,P3261
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Roodee Café,R204700,Gleam & Glisten,12509943,45062,12300166788,978.75,Contract Cleaning,R2700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Direct Payments,R160905,REDACTED,12507577,45062,129000419027,978,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Post 16 (16-18),R162109,24x7 Cheshire Ltd,12527681,45062,129000419475,972.86,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Agency Places Indep Fostering,R160603,1st Affinity Fostering Service,12505106,45062,129000418934,971.44,TPP - Care Expense,R5701,Social Community Care Supplies & Services - Children,P1025,Residential Services,P2202,Foster Care,P3331
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Place St & Perm Hub Winsford,R160660,24x7 Cheshire Ltd,12527681,45062,129000419481,902.86,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,SLA Holding Account,R300750,Jaama,12516363,45062,12300172436,880.23,Communication Channels,R4534,Information Communication Technology,P1019,Software,P2164,Software,P3241
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,Deans Of Northwich Ltd,12501211,45062,129000419473,864,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Home to School / College,P3261
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,StreetCare Delivery,R300201,Quantum Traffic Management (Northern) Limited,12527992,45062,12300172027,850,Services - Fees and Charges,R4401,"Works - Construction, Repair & Maintenance",P1031,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,StreetCare Delivery,R300201,Quantum Traffic Management (Northern) Limited,12527992,45062,12300172552,850,Services - Fees and Charges,R4401,"Works - Construction, Repair & Maintenance",P1031,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport Mainstream Secondary,R162102,MB Travel,12502660,45062,129000419459,837.8,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Home to School / College,P3261
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport Mainstream Primary,R162101,MB Travel,12502660,45062,129000419455,825.9,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Home to School / College,P3261
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Chamberlain P - Chester & Garden Qtr,R303208,Friends of Brook Street,12534452,45062,12300171984,800,Grant Payments,R4700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport Mainstream Primary,R162101,MB Travel,12502660,45062,129000419457,800,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Home to School / College,P3261
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Primary,R162106,G M Travel (Winsford) Ltd,12506896,45062,129000419464,800,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Taxi Services,P3269
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Direct Payments,R160905,REDACTED,12505402,45062,129000418948,782.4,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport Mainstream Secondary,R162102,REDACTED,12501166,45062,129000419490,739,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Home to School / College,P3261
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport Mainstream Secondary,R162102,MB Travel,12502660,45062,129000419456,695.5,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Home to School / College,P3261
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,TMO StreetCare Vehicles,R300755,F R Sharrock Ltd,12501243,45062,12300172350,682.32,Vehicle Maintenance - Repairs,R3022,Vehicle Management,P1030,Leasing,P2162,Leasing,P3229
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport Mainstream Secondary,R162102,Jack Jones Private Hire,12526322,45062,129000419458,660,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Taxi Services,P3269
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Secondary,R162107,24x7 Cheshire Ltd,12527681,45062,129000419508,644.9,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,Deans Of Northwich Ltd,12501211,45062,129000419471,615.84,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Home to School / College,P3261
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Wrexham Road Park & Ride,R305806,Newpark Security Limited T/A Newpark Solutions,12506646,45062,12300171141,532.5,Services - Fees and Charges,R4401,Street & Traffic Management,P1028,Parking,P2214,Equipment,P3043
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Enforcement Activity,R302550,Keltic Limited,12504225,45062,12300170547,529.1,Clothing / Uniforms,R4201,Clothing,P1005,Uniforms,P2046,Uniforms,P3062
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Direct Payments,R160905,REDACTED,12507619,45062,129000419029,521.6,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Direct Payments,R160905,REDACTED,12507739,45062,129000419035,521.6,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Direct Payments,R160905,REDACTED,12508699,45062,129000419038,521.6,TPP - Care Expense,R5701,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,StreetCare Delivery,R300201,Landscape Supply Company,12510967,45062,12300172223,510.34,Services - Fees and Charges,R4401,Horticultural,P1016,Trees & Shrubs,P2145,Trees & Shrubs,P3203
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Ringway Infrastructure,12599998,45063,129000417253,27889.73,"Conversion, Renovation & Improvement",C1101,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Neston Town Hall,R309410,Neston Town Council,12505470,45063,12300172256,27465.31,Grant Payments,R4700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Ringway Infrastructure,12599998,45063,129000417243,24240.46,"Conversion, Renovation & Improvement",C1101,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Ringway Infrastructure,12599998,45063,129000417229,20684.51,"Conversion, Renovation & Improvement",C1101,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Chester & Ellesmere Port Non Pr Rds,R300304,Ringway Infrastructure,12599998,45063,129000417223,20390.53,Gulley Emptying,R5711,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Building Software Limited T/A Measure 2 Improve,12503802,45063,12300171977,15200,"Conversion, Renovation & Improvement",C1101,Consultancy,P1006,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Ringway Infrastructure,12599998,45063,129000417241,9512.82,"Conversion, Renovation & Improvement",C1101,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Northwich & Winsford Non Pr Rds,R300311,Ringway Infrastructure,12599998,45063,129000417237,6761.65,Gulley Emptying,R5711,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Chester & Ellesmere Port Non Pr Rds,R300304,Ringway Infrastructure,12599998,45063,129000417220,6638.21,General Maintenance,R5715,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Ringway Infrastructure,12599998,45063,129000417234,6097.24,"Conversion, Renovation & Improvement",C1101,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Traf/Cont Non Pr Rds,R300309,Ringway Infrastructure,12599998,45063,129000417249,5665.04,Traffic Sig Maint,R5724,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Northwich & Winsford Non Pr Rds,R300311,Ringway Infrastructure,12599998,45063,129000417233,5436,General Maintenance,R5715,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Chester & Ellesmere Port Non Pr Rds,R300304,Ringway Infrastructure,12599998,45063,129000417221,4888.95,General Maintenance,R5715,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Transport,C300007,Ringway Infrastructure,12599998,45063,129000417216,4752.46,"Conversion, Renovation & Improvement",C1101,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Northwich & Winsford Non Pr Rds,R300311,Ringway Infrastructure,12599998,45063,129000417232,4748.84,General Maintenance,R5715,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Chester & Ellesmere Port Non Pr Rds,R300304,Ringway Infrastructure,12599998,45063,129000417218,4608.39,General Maintenance,R5715,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Health Checks,R203108,Watling Medical Practice,12505591,45063,12300170862,4238,Services - Fees and Charges,R4401,Healthcare,P1014,Public Health,P2128,GP Surgery Services,P3184
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Chester & Ellesmere Port Non Pr Rds,R300304,Ringway Infrastructure,12599998,45063,129000417219,3923.78,General Maintenance,R5715,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Central Billing - Com&Dev,R401400,Welsh Water Dwr Cymru Cyf,12524531,45063,12300172743,3916.46,Water Services,R2400,"Works - Construction, Repair & Maintenance",P1031,Buildings,P2231,Buildings,P3393
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Northwich & Winsford Pr Rds,R300310,Ringway Infrastructure,12599998,45063,129000417231,3915.8,General Maintenance,R5715,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Central Billing - Com&Dev,R401400,Security Plus Ltd,12501139,45063,12300172651,3819.36,Services - Security,R4405,Financial Services,P1011,Cash Collection,P2102,Cash Collection,P3152
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Sexual Health GPs,R203104,Weaver Vale Surgery,12500222,45063,12300172745,3559.14,Services - Fees and Charges,R4401,Healthcare,P1014,Public Health,P2128,GP Surgery Services,P3184
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Traf/Cont Non Pr Rds,R300309,Ringway Infrastructure,12599998,45063,129000417244,3418.35,Traffic Sig Maint,R5724,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Recharge - SL/TS,R300331,Ringway Infrastructure,12599998,45063,129000417251,3377.93,Projects - Rechargeables Works inc 8%,R5703,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Traf/Cont Non Pr Rds,R300309,Ringway Infrastructure,12599998,45063,129000417246,3371.14,Traffic Sig Maint,R5724,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,People Commissioning,R201003,ILX Group PLC,12500706,45063,12300171921,2520,Training Expenses,R1650,Human Resources,P1018,Training & Conferences,P2158,Training & Conferences,P3222
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Ringway Infrastructure,12599998,45063,129000417217,2300.65,"Conversion, Renovation & Improvement",C1101,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Vehicle Provision Hire,R300751,Enterprise Flex-E-Rent/Burnt Tree Ltd,12524370,45063,129000419602,2272.5,Vehicle Operating Lease,R3204,Vehicle Management,P1030,Leasing,P2162,Leasing,P3229
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Mental Capacity Act,R202302,Lonicera Resources Limited,12507187,45063,12300172803,2248.4,Services - Professional Fees,R4400,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Vehicle Provision Hire,R300751,Enterprise Flex-E-Rent/Burnt Tree Ltd,12524370,45063,129000419603,2078.56,Vehicle Operating Lease,R3204,Vehicle Management,P1030,Leasing,P2162,Leasing,P3229
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Vehicle Provision Hire,R300751,Enterprise Flex-E-Rent/Burnt Tree Ltd,12524370,45063,129000419604,2078.56,Vehicle Operating Lease,R3204,Vehicle Management,P1030,Leasing,P2162,Leasing,P3229
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing,C300011,Rowswood Legal Limited,12510478,45063,12300171657,1996.5,External Professional Fees,C6002,Legal Services,P1020,Legal Opinion,P2169,Legal Opinion,P3252
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Mental Capacity Act,R202302,Lonicera Resources Limited,12507187,45063,12300172804,1980,Services - Professional Fees,R4400,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Ringway Infrastructure,12599998,45063,129000417214,1763.1,"Conversion, Renovation & Improvement",C1101,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Ringway Infrastructure,12599998,45063,129000417235,1735.78,"Conversion, Renovation & Improvement",C1101,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Traf/Cont Non Pr Rds,R300309,Ringway Infrastructure,12599998,45063,129000417248,1726.78,Traffic Sig Maint,R5724,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Ringway Infrastructure,12599998,45063,129000417242,1710.66,"Conversion, Renovation & Improvement",C1101,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Ringway Infrastructure,12599998,45063,129000417240,1659.02,"Conversion, Renovation & Improvement",C1101,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Northwich & Winsford Non Pr Rds,R300311,Ringway Infrastructure,12599998,45063,129000417236,1612.57,Gulley Emptying,R5711,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Ringway Infrastructure,12599998,45063,129000417228,1572.83,"Conversion, Renovation & Improvement",C1101,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,AEB - Adult Education,R307119,Train To Change (UK) Limited,12505155,45063,12300172725,1539.34,TPP - Private Contractors,R5700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Chester & Ellesmere Port Non Pr Rds,R300304,Ringway Infrastructure,12599998,45063,129000417222,1168.09,Gulley Emptying,R5711,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Vehicle Provision Hire,R300751,Car Hire Day Of Swansea Ltd,12515457,45063,129000419591,1153.62,Vehicle Operating Lease,R3204,Vehicle Management,P1030,Leasing,P2162,Leasing,P3229
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Traf/Cont Non Pr Rds,R300309,Ringway Infrastructure,12599998,45063,129000417252,1146.86,Traffic Sig Maint,R5724,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing,C300011,Rowswood Legal Limited,12510478,45063,12300171659,1140,External Professional Fees,C6002,Legal Services,P1020,Legal Opinion,P2169,Legal Opinion,P3252
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Multiply,R307126,Four Paws Groom School,12533998,45063,12300172716,1125,Services - Professional Fees,R4400,Education,P1008,School Services,P2066,School Services,P3088
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing,C300011,Rowswood Legal Limited,12510478,45063,12300171658,1122,External Professional Fees,C6002,Legal Services,P1020,Legal Opinion,P2169,Legal Opinion,P3252
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRM Traf/Cont Non Pr Rds,R300309,Ringway Infrastructure,12599998,45063,129000417254,963.94,Traffic Sig Maint,R5724,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Closed Churchyards H&S,R302426,Ringway Infrastructure,12599998,45063,129000417230,943.35,Grounds Maintenance - Contract,R2075,"Works - Construction, Repair & Maintenance",P1031,Roads,P2237,Roads,P3403
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Public Library Operations,R301036,H Jenkinson & Co Ltd/Plc,12502408,45063,12300172795,896.29,Cleaning Supplies and Materials,R2705,Furniture & Soft Furnishings,P1012,Office Furniture,P2117,Office Furniture,P3173
