Organisation Name,Organisation Code,Organisational Structure Tier 1(T),Cost Centre(T),Cost Centre,Supplier ID(T),Supplier ID,Pay Date,Trans Number,Net Amount,Account(T),Account,Proclass Level 1,Proclass Level 1 - code,Proclass Level 2,Proclass Level 2 - code,Proclass Level 3,Proclass Level 3 - code
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,ERP Review,R401501,Cheshire East Council,12515024,45019,12300163220,1807323,Services - Fees and Charges,R4401,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing Revenue Account,R304462,Forhousing,12508695,45019,12300163990,743932.99,TPP - Private Contractors,R5700,Housing Management,P1017,Stock Management,P2151,Stock Management,P3209
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Qwest Building Maint,R304430,Cowest Services Limted T/A Qwest Services,12505847,45019,12300163951,347087.60000000003,TPP - Private Contractors,R5700,Facilities & Management Services,P1010,Property Management,P2091,Property Management,P3137
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,PPP Unitary Payment Charges,R304451,Cobco 450 Ltd,12503046,45019,12300164130,197925.86,Services - Fees and Charges,R4401,Financial Services,P1011,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,HRA,C300012,Forhousing,12508695,45019,12300164127,184455.48,"Conversion, Renovation & Improvement",C1101,Housing Management,P1017,Stock Management,P2151,Stock Management,P3209
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Childrens,C200003,Cowest Services Limted T/A Qwest Services,12505847,45019,12300162732,127571.6,"Conversion, Renovation & Improvement",C1101,Facilities & Management Services,P1010,Property Management,P2091,Property Management,P3137
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Manager Total Environment,R308600,N W Inshore Fisheries & Conservation Authority,12503396,45019,12300163728,105622,TPP - Other Establishments,R5600,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Flood Risk Management,R300705,United Utilities Water Ltd,12527762,45019,12300163834,90000,Services - Fees and Charges,R4401,Utilities,P1029,Water,P2222,Water,P3385
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing Strategy (Rough Sleepers),R304458,Forhousing,12508695,45019,12300164038,78098.45,Services - Fees and Charges,R4401,Housing Management,P1017,Stock Management,P2151,Stock Management,P3209
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing Strategy (Rough Sleepers),R304458,Forhousing,12508695,45019,12300164040,78093.17,Services - Fees and Charges,R4401,Housing Management,P1017,Stock Management,P2151,Stock Management,P3209
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Inter Authority Wales,R161068,Wrexham County Borough Council,12500785,45019,12300163537,72971.02,TPP -Other LA's,R5200,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Cheshire West Recycling,12523080,45019,12300161794,46786.31,"Conversion, Renovation & Improvement",C1101,Environmental Services,P1009,Waste Management,P2079,Waste Management,P3114
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,eCWIP Holding Account,R162082,Cheshire East Council,12515024,45019,12300163343,41157.82,Services - Fees and Charges,R4401,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Cheshire West Recycling,12523080,45019,12300161793,40796.03,"Conversion, Renovation & Improvement",C1101,Environmental Services,P1009,Waste Management,P2079,Waste Management,P3114
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Community Safety Partnership,R302711,The Police And Crime Commissioner For Cheshire,12503677,45019,12300164088,32796,Grant Payments,R4700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing Solutions,R306005,O P H Property Holdings Limited (Quarterz Ltd),12523472,45019,12300163822,28800,Accommodation Costs,R4900,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Indep Non-Maint Spec Sch,R161069,St John Vianney School,12533104,45019,12300163254,26666.64,Services - Fees and Charges,R4401,Education,P1008,Statutory Education Services,P2067,Curriculum,P3090
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Homelessness Reduction Act,R306010,Hospice of Good Shepherd,12527985,45019,12300163965,24500,Services - Professional Fees,R4400,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Intelligence Performance,R307116,Chawrec,12507772,45019,12300163881,23132.5,Services - Fees and Charges,R4401,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing Solutions,R306005,Lloyds Of Chester,12500428,45019,12300163415,22020,Accommodation Costs,R4900,Social Community Care Supplies & Services - Adult,P1024,Homeless Support,P2190,Homeless Support,P3283
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Transport,C300007,Canal & River Trust,12514099,45019,12300163829,19005.7,Internal Professional Fees,C6001,Catering,P1002,Food & Beverages,P2028,Food & Beverages,P3033
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing Solutions,R306005,OPH Property Holdings Ltd,12524934,45019,12300163817,18400,Accommodation Costs,R4900,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing Solutions,R306005,OPH Property Holdings Ltd,12524934,45019,12300163819,17250,Accommodation Costs,R4900,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Cheshire West Recycling,12523080,45019,12300161792,15595.02,"Conversion, Renovation & Improvement",C1101,Environmental Services,P1009,Waste Management,P2079,Waste Management,P3114
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Cheshire West Recycling,12523080,45019,12300161797,15491.09,"Conversion, Renovation & Improvement",C1101,Environmental Services,P1009,Waste Management,P2079,Waste Management,P3114
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Committee Services,R402030,Civica UK Ltd,12503398,45019,12300160637,13508.77,Services - Fees and Charges,R4401,Information Communication Technology,P1019,Software,P2164,Software,P3241
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Waste Collection Contract,R304453,IPL PLastics (UK) Ltd,12524394,45019,12300163625,13290,Services - Fees and Charges,R4401,Environmental Services,P1009,Waste Management,P2079,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Chester HQ Building,R309124,Premier Estates Ltd,12513376,45019,12300163825,12877.2,Service Charges,R2205,Consultancy,P1006,Property,P2051,Property,P3073
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport Mainstream Primary,R162101,Lakeside Coaches Ltd,12502308,45019,129000405253,12600,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Operation Best,R302272,Adkirk Law (Part Of Lawyers Incorporated Limited),12518671,45019,12300163848,11090.8,Services - Professional Fees,R4400,Legal Services,P1020,General Support,P2168,General Support,P3251
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home assessment Team,R202214,ICS Operations Limited T/A Xyla Health and Social,12531469,45019,12300145871,11014,Service Charges,R2205,Human Resources,P1018,Recruitment & Assessment,P2156,Recruitment & Assessment,P3214
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Mersey Forest General,R308800,Creative Concern,12500029,45019,12300164082,10885,Services - Fees and Charges,R4401,Facilities & Management Services,P1010,Public Relations & Image,P2092,Public Relations & Image,P3138
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Director-Integrated ASCH,R202000,Improvement & Development Agency,12527724,45019,12300164039,10000,Services - Professional Fees,R4400,Human Resources,P1018,Training & Conferences,P2158,Training & Conferences,P3222
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Property,C300010,Cowest Services Limted T/A Qwest Services,12505847,45019,12300162717,9113.05,"Conversion, Renovation & Improvement",C1101,Facilities & Management Services,P1010,Property Management,P2091,Property Management,P3137
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home assessment Team,R202214,ICS Operations Limited T/A Xyla Health and Social,12531469,45019,12300156382,9038,Service Charges,R2205,Human Resources,P1018,Recruitment & Assessment,P2156,Recruitment & Assessment,P3214
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home assessment Team,R202214,ICS Operations Limited T/A Xyla Health and Social,12531469,45019,12300151725,8728,Service Charges,R2205,Human Resources,P1018,Recruitment & Assessment,P2156,Recruitment & Assessment,P3214
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Culture & Leisure,C300008,Ellis Williams Architects,12502131,45019,12300163490,8128.88,External Professional Fees,C6002,Consultancy,P1006,Business,P2047,Business,P3067
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home assessment Team,R202214,ICS Operations Limited T/A Xyla Health and Social,12531469,45019,12300146431,8006,Service Charges,R2205,Human Resources,P1018,Recruitment & Assessment,P2156,Recruitment & Assessment,P3214
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Community Safety Partnership,R302711,The Police And Crime Commissioner For Cheshire,12503677,45019,12300164086,7665,Grant Payments,R4700,Unclassified Non trade,P1032,Unclassified Non trade,P2238,Unclassified Non trade,P3910
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Cheshire West Recycling,12523080,45019,12300161796,7575.68,"Conversion, Renovation & Improvement",C1101,Environmental Services,P1009,Waste Management,P2079,Waste Management,P3114
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home assessment Team,R202214,ICS Operations Limited T/A Xyla Health and Social,12531469,45019,12300157989,7534,Service Charges,R2205,Human Resources,P1018,Recruitment & Assessment,P2156,Recruitment & Assessment,P3214
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Additonal Learning Needs,R161070,Together Trust,12506101,45019,12300163988,7415,Services - Fees and Charges,R4401,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home assessment Team,R202214,ICS Operations Limited T/A Xyla Health and Social,12531469,45019,12300141978,6752,Service Charges,R2205,Human Resources,P1018,Recruitment & Assessment,P2156,Recruitment & Assessment,P3214
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home assessment Team,R202214,ICS Operations Limited T/A Xyla Health and Social,12531469,45019,12300152899,6752,Service Charges,R2205,Human Resources,P1018,Recruitment & Assessment,P2156,Recruitment & Assessment,P3214
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home assessment Team,R202214,ICS Operations Limited T/A Xyla Health and Social,12531469,45019,12300149550,6692,Service Charges,R2205,Human Resources,P1018,Recruitment & Assessment,P2156,Recruitment & Assessment,P3214
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home assessment Team,R202214,ICS Operations Limited T/A Xyla Health and Social,12531469,45019,12300161401,6525,Service Charges,R2205,Human Resources,P1018,Recruitment & Assessment,P2156,Recruitment & Assessment,P3214
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Corporate Health & Safety,R402160,SGS United Kingdom,12505583,45019,12300164261,5988,Subscriptions,R4701,Health & Safety,P1013,Services,P2120,Services,P3176
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,Northwich Travel,12504811,45019,129000405237,5985,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Home to School / College,P3261
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Play Provision,R300602,PiPA PLAY Community Interest Company,12533712,45019,12300163837,5982.5,Services - Fees and Charges,R4401,Consultancy,P1006,Business,P2047,Business,P3067
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Mersey Forest General,R308800,Creative Concern,12500029,45019,12300164019,5775,Services - Fees and Charges,R4401,Facilities & Management Services,P1010,Public Relations & Image,P2092,Public Relations & Image,P3138
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Youth Service,R163400,The Proud Trust,12513893,45019,12300149766,5675,Grant Payments,R4700,Human Resources,P1018,Training & Conferences,P2158,Training,P3224
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Indep Non-Maint Spec Sch,R161069,Keys PCE Limited,12509241,45019,12300162882,5336,Services - Fees and Charges,R4401,Social Community Care Supplies & Services - Children,P1025,Specialist Needs,P2203,Specialist Needs,P3334
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Inter Authority England,R161067,Manor Hall Academy Trust,12530944,45019,12300163536,5011.28,TPP -Other LA's,R5200,Education,P1008,School Services,P2066,School Services,P3088
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Cheshire West Recycling,12523080,45019,12300163481,4995.66,"Conversion, Renovation & Improvement",C1101,Environmental Services,P1009,Waste Management,P2079,Waste Management,P3114
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Lion Salt Works,R308212,Hadleigh Technical Support Ltd,12529226,45019,12300163757,4953,Services - Fees and Charges,R4401,Information Communication Technology,P1019,Software,P2164,Software,P3241
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Blacon Child Ctrs Premises,R163501,Groundwork & Leisure Services Ltd,12500998,45019,12300163195,4940,Grounds Maintenance - Non Contract,R2076,Horticultural,P1016,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Rediweld Traffic Products,12533841,45019,12300163605,4885,"Conversion, Renovation & Improvement",C1101,Street & Traffic Management,P1028,Traffic Control,P2216,Traffic Control,P3379
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Capital - Corporate,C400001,Cowest Services Limted T/A Qwest Services,12505847,45019,12300163517,4686.93,"Conversion, Renovation & Improvement",C1101,Facilities & Management Services,P1010,Property Management,P2091,Property Management,P3137
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,CP PP Court Team Winsford,R160526,Cheshire Contract Cars Ltd,12507364,45019,129000405245,4556,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,HQ,R204020,Fintal Limited,12505518,45019,12300164079,4523.8,R&M Building Planned,R2004,"Works - Construction, Repair & Maintenance",P1031,Buildings,P2231,Buildings,P3393
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home assessment Team,R202214,ICS Operations Limited T/A Xyla Health and Social,12531469,45019,12300155588,4364,Service Charges,R2205,Human Resources,P1018,Recruitment & Assessment,P2156,Recruitment & Assessment,P3214
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home assessment Team,R202214,ICS Operations Limited T/A Xyla Health and Social,12531469,45019,12300159930,4364,Service Charges,R2205,Human Resources,P1018,Recruitment & Assessment,P2156,Recruitment & Assessment,P3214
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home assessment Team,R202214,ICS Operations Limited T/A Xyla Health and Social,12531469,45019,12300163294,4364,Service Charges,R2205,Human Resources,P1018,Recruitment & Assessment,P2156,Recruitment & Assessment,P3214
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,Northwich Travel,12504811,45019,129000405236,4275,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Taxi Services,P2181,Home to School / College,P3261
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,Central Billing - Com&Dev,R401400,Scottish Power Plc,12501269,45019,12300162430,4220.89,Electricity,R2100,Utilities,P1029,Electricity,P2217,Electricity,P3380
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Corporate,External Print & Graphics,R404202,Breeze Limited,12501730,45019,12300163752,4113.98,Comms - Postage,R4503,Facilities & Management Services,P1010,Printing,P2090,Printing,P3136
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Qwest Building Maint,R304430,Cowest Services Limted T/A Qwest Services,12505847,45019,12300162733,4001.92,TPP - Private Contractors,R5700,Facilities & Management Services,P1010,Property Management,P2091,Property Management,P3137
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home assessment Team,R202214,ICS Operations Limited T/A Xyla Health and Social,12531469,45019,12300149551,3767,Service Charges,R2205,Human Resources,P1018,Recruitment & Assessment,P2156,Recruitment & Assessment,P3214
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Winsford Regeneration,R307001,DAC Beachcroft,12503790,45019,12300163679,3762.24,Services - Professional Fees,R4400,Legal Services,P1020,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,CCTV,R302600,Synectics Security Limited,12502112,45019,12300163983,3726.25,Services - Fees and Charges,R4401,Facilities & Management Services,P1010,Security,P2097,Closed-Circuit Television,P3145
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing Solutions,R306005,Muir Group Housing Association Limited,12515005,45019,12300163878,3243.58,Accommodation Costs,R4900,Housing Management,P1017,Housing Association Services,P2149,Housing Association Services,P3207
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Psychologists,R162032,Gl Education Group,12502712,45019,12300158627,3186.65,Materials,R4007,Education,P1008,Supplies,P2068,Supplies,P3092
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Highways,C300003,Street Lighting Advisory Services Ltd,12517889,45019,12300164012,3150,"Conversion, Renovation & Improvement",C1101,Consultancy,P1006,Technical & Feasibility,P2053,Technical & Feasibility,P3075
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Rural Adult Community Social Care Team,R202103,Aaron Court Nursing Home,12506062,45019,12300162366,3136.91,Service Charges,R2205,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Trading Standards Lab,R302120,West Yorkshire Trading Standards,12502768,45019,12300164064,3114.2,Services - Fees and Charges,R4401,Environmental Services,P1009,Technical Equipment,P2077,Laboratory,P3109
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Mersey Forest General,R308800,Creative Concern,12500029,45019,12300164080,3037.5,Services - Fees and Charges,R4401,Facilities & Management Services,P1010,Public Relations & Image,P2092,Public Relations & Image,P3138
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Multiply,R307126,Soul Kitchen,12517897,45019,12300164236,2916.67,Services - Professional Fees,R4400,Arts & Leisure Services,P1000,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Mental Capacity Act,R202302,REDACTED,12506027,45019,12300164077,2837.53,Services - Professional Fees,R4400,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Schl Improvement Advisers,R162010,REDACTED,12530904,45019,12300164100,2750,Services - Professional Fees,R4400,Consultancy,P1006,Management,P2049,Efficiency,P3068
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Covid 19 - StreetCare,R300102,Man Coed Vm Ltd,12512030,45019,12300157327,2700,Services - Fees and Charges,R4401,Horticultural,P1016,Trees & Shrubs,P2145,Trees & Shrubs,P3203
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Covid 19 - StreetCare,R300102,REDACTED,12502514,45019,12300164009,2674,Services - Fees and Charges,R4401,Horticultural,P1016,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Winsford Regeneration,R307001,DAC Beachcroft,12503790,45019,12300163677,2507.4,Services - Professional Fees,R4400,Legal Services,P1020,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,ABC Taxis NW Ltd,12526366,45019,129000405238,2380,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Mersey Forest General,R308800,BCA Landscape Ltd,12528917,45019,12300163985,2040,Services - Fees and Charges,R4401,Horticultural,P1016,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Rural Adult Community Social Care Team,R202103,Aaron Court Nursing Home,12506062,45019,12300162358,2023.81,Service Charges,R2205,Social Community Care Supplies & Services,P1023,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing Standards,R302150,The Oyster Partnership,12533390,45019,12300163735,2021,Agency Staff,R1100,Human Resources,P1018,Recruitment & Assessment,P2156,Recruitment & Assessment,P3214
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Mersey Forest General,R308800,Creative Concern,12500029,45019,12300164020,2018,Services - Fees and Charges,R4401,Facilities & Management Services,P1010,Public Relations & Image,P2092,Public Relations & Image,P3138
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Chesh Lancs Library Project,R308304,Simon Bushell,12533976,45019,12300164083,2000,Services - Professional Fees,R4400,Arts & Leisure Services,P1000,Outsourced Service,P2003,Outsourced Service,P3004
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,CH & EP Older People Day Service,R204403,I Care GB Ltd,12530592,45019,12300164234,1962,Provisions,R4101,Catering,P1002,Social Care,P2030,Meals On Wheels,P3038
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Home to School Transport SEN Special,R162108,Cheshire Executive Travel Ltd,12514039,45019,129000405243,1948.05,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Mental Capacity Act,R202302,REDACTED,12505430,45019,12300163843,1924.74,Services - Professional Fees,R4400,Healthcare,P1014,Services,P2120,Services,P3176
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Housing Solutions,R306005,Insight Direct (Uk) Ltd,12503834,45019,12300156820,1843.57,Equipment - Purchase,R4000,Information Communication Technology,P1019,Software,P2164,Software,P3241
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,HQ,R204020,Hesis Ltd,12506175,45019,12300164208,1800,R&M Building Planned,R2004,Facilities & Management Services,P1010,Security,P2097,Equipment,P3043
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,People,Learning Disability CH&EP Team,R202108,Cheshire Contract Cars Ltd,12507364,45019,129000405248,1750,Vehicle Operating Lease,R3204,Passenger Transport,P1022,Not Elsewhere Classified,P2007,Not Elsewhere Classified,P3008
Cheshire West and Chester Council,http://opendatacommunities.org/id/unitary-authority/cheshire-west-and-chester,Community Environment and Economy,Northgate Development,R309002,Cowest Services Limted T/A Qwest Services,12505847,45019,12300163518,1746.67,R&M Building Responsive,R2005,Facilities & Management Services,P1010,Property Management,P2091,Property Management,P3137
