Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Service Area Categorisation,Service Division Categorisation,Expense Type
Milton Keynes City Council,03-Apr-23,51500874540,"-£10,532.53",InspireAll,Customer and Community Services,Leisure & Community,Private Contractors
Milton Keynes City Council,03-Apr-23,51500887881,"-£8,647.88",Acorn Care and Education Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,03-Apr-23,51500883936,"-£5,378.40",Capita Business Services Ltd,Finance & Resources - Services,Revenues and Benefits Service,Consultancy
Milton Keynes City Council,03-Apr-23,65500005931,"-£1,226.67",BW Foods Ltd T/a Wiltshire Farm Foods,Adult Services,Sheltered Housing and Care and Response,Catering Contract
Milton Keynes City Council,03-Apr-23,51500889273,£502.06,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,03-Apr-23,51500889270,£502.06,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,03-Apr-23,51500888127,£507.30,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500878184,£507.50,SMART CJS,Adult Services,Mental Health,Supporting People
Milton Keynes City Council,03-Apr-23,51500888038,£509.00,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500888044,£519.00,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500887981,£519.30,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500876172,£521.36,National World Publishing Limited,Planning and Placemaking,Planning,Advertising / Publicity (non Recruitment)
Milton Keynes City Council,03-Apr-23,51500874864,£524.28,Teaching Personnel Ltd,Children's Services,High Needs Block,Professional Fees and Hired Services
Milton Keynes City Council,03-Apr-23,51500876252,£525.60,Zaynah Carpets & Furniture Limited,Law & Governance,Director - Law & Governance,Other Service User Support
Milton Keynes City Council,03-Apr-23,51500888473,£527.00,Paradigm Housing Group Ltd,Adult Services,Homeless Prevention + Access,Grants
Milton Keynes City Council,03-Apr-23,51500887947,£528.00,Divergent Drama Ltd,Chief Executive,Chief Executive,Professional Fees and Hired Services
Milton Keynes City Council,03-Apr-23,51500888082,£529.00,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500888019,£535.00,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500891079,£539.87,Redacted Personal Data,Children's Services,Children's Social Work,Mandatory Student Awards
Milton Keynes City Council,03-Apr-23,51500888041,£540.00,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500876502,£540.00,Peacock Counselling Ltd,Children's Services,Corporate Parenting,Professional Fees and Hired Services
Milton Keynes City Council,03-Apr-23,51500888042,£544.00,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500887983,£546.00,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500887994,£551.00,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500890970,£554.19,Redacted Personal Data,Children's Services,Children's Social Work,Mandatory Student Awards
Milton Keynes City Council,03-Apr-23,51500887979,£556.10,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500890763,£557.14,Redacted Personal Data,Children's Services,Children's Social Work,Mandatory Student Awards
Milton Keynes City Council,03-Apr-23,51500891560,£559.52,Redacted Personal Data,Children's Services,Children's Social Work,Mandatory Student Awards
Milton Keynes City Council,03-Apr-23,51500887970,£561.00,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500887984,£561.00,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500887985,£561.00,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500888050,£561.00,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500888010,£561.33,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500874913,£573.35,John Gillman & Sons (Electrical) Ltd t/a D.A.D.,Finance & Resources - Services,Revenue & Benefits,Furniture
Milton Keynes City Council,03-Apr-23,51500887998,£575.50,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500888051,£576.00,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500887959,£579.00,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500888149,£584.00,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500888000,£593.50,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500887958,£596.00,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500888004,£600.00,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500881336,£600.00,4-5 Gray's Inn Square,Adult Services (HRA),Housing Operations (HRA),External Legal Fees
Milton Keynes City Council,03-Apr-23,51500890187,£602.10,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,03-Apr-23,51500888427,£605.42,Churchill Contract Services Limited,Adult Services,Homeless Prevention + Access,Building Cleaning
Milton Keynes City Council,03-Apr-23,51500887972,£606.00,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500875304,£615.47,Mr N Forth t/a Bedcare Ltd,Law & Governance,Director - Law & Governance,Other Service User Support
Milton Keynes City Council,03-Apr-23,51500888108,£618.30,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500887944,£621.00,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500888026,£621.00,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,03-Apr-23,51500874894,£631.80,Dr Grange & Associates,Law & Governance,Legal,Testing
Milton Keynes City Council,03-Apr-23,51500874957,£632.04,John Gillman & Sons (Electrical) Ltd t/a D.A.D.,Children's Services,Corporate Parenting,Other Service User Support
Milton Keynes City Council,03-Apr-23,51500881403,£633.60,The Colour Crew LLP,Adult Services,Commissioning & Contracts,Professional Fees and Hired Services
Milton Keynes City Council,03-Apr-23,51500887962,£633.75,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
