Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Service Area Categorisation ,Service Division Categorisation,Expense Type
Milton Keynes City Council,01-Nov-23,51500992558,"£12,740.21",Access UK Limited t/a Adam,Children's Services,Social Work - CWD & FAST,Day Care
Milton Keynes City Council,01-Nov-23,51500995774,"£3,000.00",Redacted Personal Data,Law & Governance,Legal,External Legal Fees
Milton Keynes City Council,01-Nov-23,51500986490,"£1,053.00",Anglia DNA Services Ltd,Children's Services,Assistant Director - Children and Families,Testing
Milton Keynes City Council,01-Nov-23,51500995460,"£1,588.65",Arthur J Gallagher Insurance Brokers Ltd,Finance & Resources - Services,Insurance,Insurance Premiums
Milton Keynes City Council,01-Nov-23,51500985614,"£36,133.93",Biffa Waste Services Limited,Environment & Property,Head of Service - Env and Waste,Cleaning and Domestic Supplies
Milton Keynes City Council,01-Nov-23,51500995362,"£5,308.27",Buckinghamshire Pension Fund,Children's Services,Service Director - Social Care,Pension Fund Codes
Milton Keynes City Council,01-Nov-23,51500993637,"£1,463.53",Central Bedfordshire Council,Public Health,Substance Misuse,Professional Fees and Hired Services
Milton Keynes City Council,01-Nov-23,65500006295,£612.00,Chelsea Hire Complete Event Hire Solutions Ltd,Finance & Resources - Corporate Codes,Corporate Codes,Bank Account - Payables
Milton Keynes City Council,01-Nov-23,65500006294,£910.34,Chelsea Hire Complete Event Hire Solutions Ltd,Finance & Resources - Corporate Codes,Corporate Codes,Bank Account - Payables
Milton Keynes City Council,01-Nov-23,51500994313,"£1,974.00",CIPFA Business Limited,Environment & Property,Head of Service - Highways and Transport,Professional Fees and Hired Services
Milton Keynes City Council,01-Nov-23,51500994454,£682.00,CMK Medical Centre,Public Health,NHS Health Check Programme,Professional Fees and Hired Services
Milton Keynes City Council,01-Nov-23,51500995219,"£2,325.00",Connells Lettings (Bletchley),Adult Services,Homeless Prevention + Access,Grants
Milton Keynes City Council,01-Nov-23,51500994606,"£1,512.00",Courtcare Flexi Ltd,Children's Services,High Needs Block,Independent School Placements
Milton Keynes City Council,01-Nov-23,51500993487,"£2,856.00",Courtcare Flexi Ltd,Children's Services,High Needs Block,Independent School Placements
Milton Keynes City Council,01-Nov-23,51500995344,"£74,880.00",Crimewave Ltd,Environment & Property,Head of Service - Env and Waste,Professional Fees and Hired Services
Milton Keynes City Council,01-Nov-23,51500994954,"£3,360.00",Currie & Brown UK Ltd,Housing & Regeneration - HRA,Regeneration HRA,Construction - External Professional Fees
Milton Keynes City Council,01-Nov-23,51500995215,"£1,818.00",David Smith Associates (Part'ship),Planning and Placemaking,Economy and Culture,Construction - External Professional Fees
Milton Keynes City Council,01-Nov-23,51500992578,"£1,860.00",David Smith Associates (Part'ship),Environment & Property,Head of Service - Property,Building Stuctural Maintenance - Planned
Milton Keynes City Council,01-Nov-23,51500989250,"£1,020.00",Dollars Grove Farms Ltd,Environment & Property,Head of Service - Env and Waste,Right of Ways Maintenance
Milton Keynes City Council,01-Nov-23,51500997479,£880.00,Essex Child & Family Contact Ltd,Children's Services,Assistant Director - Children and Families,Professional Fees and Hired Services
Milton Keynes City Council,01-Nov-23,51500997480,"£1,610.00",Essex Child & Family Contact Ltd,Children's Services,Assistant Director - Children and Families,Professional Fees and Hired Services
Milton Keynes City Council,01-Nov-23,51500993530,"£10,504.09",FSG Property Services Ltd,Children and Families,"Education, Effectiveness & Participation","New Construction, Conversion and Renovation"
Milton Keynes City Council,01-Nov-23,51500986524,"-£2,800.37",Gold Care Management Services Ltd Re: Bletchley House,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Nov-23,51500995800,"£4,499.90",Gold Care Management Services Ltd Re: Bletchley House,Adult Services,Commissioning & Contracts,Direct Payments
Milton Keynes City Council,01-Nov-23,51500995096,"£4,572.00",Gotch Saunders & Surridge LLP (T/A GSSArchitecture),Customer and Community Services,Customer and Community Sevices,Construction - External Professional Fees
Milton Keynes City Council,01-Nov-23,51500993009,"£313,231.14",Gray & Sons Builders Ltd,Children and Families,"Education, Effectiveness & Participation","New Construction, Conversion and Renovation"
Milton Keynes City Council,01-Nov-23,51500994586,"£65,672.32",Harmony Home Care Services Limited,Adult Services,Commissioning & Contracts,Supporting People
Milton Keynes City Council,01-Nov-23,51500995359,"£22,625.86",Hornbeam CPAM Ltd re MK Community Foundation Ltd,Environment & Property,Head of Service - Property,Rents and Leases
Milton Keynes City Council,01-Nov-23,51500995437,"£1,319.69",ISWP Assessment Services Limited,Law & Governance,Legal,Testing
Milton Keynes City Council,01-Nov-23,51500980325,£501.80,JCW Energy Services Ltd,Environment & Property,Head of Service - Property,Building Repair and Maintenance
Milton Keynes City Council,01-Nov-23,51500980433,£610.66,JCW Energy Services Ltd,Environment & Property,Head of Service - Property,Building Repair and Maintenance
Milton Keynes City Council,01-Nov-23,51500980322,"£1,402.37",JCW Energy Services Ltd,Environment & Property,Head of Service - Property,Building Repair and Maintenance
Milton Keynes City Council,01-Nov-23,51500984308,"£1,436.58",JCW Energy Services Ltd,Environment & Property,Head of Service - Property,Building Repair and Maintenance
Milton Keynes City Council,01-Nov-23,51500980436,"£3,427.92",JCW Energy Services Ltd,Environment & Property,Head of Service - Property,Building Repair and Maintenance
Milton Keynes City Council,01-Nov-23,51500972142,"£4,071.00",JCW Energy Services Ltd,Environment & Property,Head of Service - Property,Building Repair and Maintenance
Milton Keynes City Council,01-Nov-23,51500981724,"-£28,438.92",Jet Construction (Milton Keynes) Ltd,Environment & Property,Property,"New Construction, Conversion and Renovation"
Milton Keynes City Council,01-Nov-23,51500995209,"£11,967.60",Jet Construction (Milton Keynes) Ltd,Customer and Community Services,Head of Service - Regulatory,Building Repair and Maintenance
Milton Keynes City Council,01-Nov-23,51500984444,"£28,438.92",Jet Construction (Milton Keynes) Ltd,Environment & Property,Property,"New Construction, Conversion and Renovation"
Milton Keynes City Council,01-Nov-23,51500989516,"£6,115.25",K and S General Construction Ltd,Environment & Property,Property,Buildings - Structure
Milton Keynes City Council,01-Nov-23,51500981881,"£15,459.08",Keys PCE Limited,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,01-Nov-23,51500988958,£713.40,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,01-Nov-23,51500988932,£713.40,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,01-Nov-23,51500989125,£713.40,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,01-Nov-23,51500988952,£713.40,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,01-Nov-23,51500988943,£713.40,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,01-Nov-23,51500989529,£726.30,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,01-Nov-23,51500989111,£726.30,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,01-Nov-23,51500989530,£736.20,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,01-Nov-23,51500995784,£631.52,Magic Word Therapy Ltd,Children's Services,High Needs Block,Independent School Placements
Milton Keynes City Council,01-Nov-23,51500986329,"£21,324.00",Milton Keynes College,Planning and Placemaking,Infrastructure,IT Hardware
Milton Keynes City Council,01-Nov-23,51500994453,"£1,195.10",Milton Keynes Village Practice,Public Health,NHS Health Check Programme,Professional Fees and Hired Services
Milton Keynes City Council,01-Nov-23,51500985580,£540.00,Mindjam,Children's Services,High Needs Block,Professional Fees and Hired Services
Milton Keynes City Council,01-Nov-23,51500997503,"£1,500.00",Redacted Personal Data,Law & Governance,Legal,External Legal Fees
Milton Keynes City Council,01-Nov-23,51500985602,£961.37,Monthind Clean LLP,Environment & Property,Head of Service - Property,Building Cleaning
Milton Keynes City Council,01-Nov-23,51500997477,£780.00,Redacted Personal Data,Law & Governance,Legal,External Legal Fees
Milton Keynes City Council,01-Nov-23,51500993483,"-£94,116.48",ONE51 ES Plastics (UK) Ltd t/a MGB Plastics,Environment & Property,Waste,Public Realm
Milton Keynes City Council,01-Nov-23,51500995426,"£130,800.00",ONE51 ES Plastics (UK) Ltd t/a MGB Plastics,Environment & Property,Waste,Public Realm
Milton Keynes City Council,01-Nov-23,51500982182,"£7,134.00",Onefix Recruitment Ltd,Finance & Resources - Services,HR,Recruitment Advertising
Milton Keynes City Council,01-Nov-23,51500986647,"£2,835.12",Premier Paper Group Ltd T/a Premier Beswick Northampton,Finance & Resources - Services,ICT,Printing
Milton Keynes City Council,01-Nov-23,51500995688,"-£2,657.36",Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Direct Payments
Milton Keynes City Council,01-Nov-23,51500995683,"-£2,657.36",Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Direct Payments
Milton Keynes City Council,01-Nov-23,51500995689,"-£2,277.72",Redacted Personal Data,Adult Services,Learning Disability,Direct Payments
Milton Keynes City Council,01-Nov-23,51500995686,-£894.82,Redacted Personal Data,Adult Services,Learning Disability,Direct Payments
Milton Keynes City Council,01-Nov-23,51500995649,-£737.00,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Client Care Contributions
Milton Keynes City Council,01-Nov-23,51500995648,-£715.80,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Client Care Contributions
Milton Keynes City Council,01-Nov-23,51500995748,-£699.24,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Client Care Contributions
Milton Keynes City Council,01-Nov-23,51500995742,-£605.11,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Client Care Contributions
Milton Keynes City Council,01-Nov-23,51500995629,-£572.20,Redacted Personal Data,Adult Services,Learning Disability,Client Care Contributions
Milton Keynes City Council,01-Nov-23,51500995733,-£545.96,Redacted Personal Data,Adult Services,Learning Disability,Client Care Contributions
Milton Keynes City Council,01-Nov-23,51500995553,£501.44,Redacted Personal Data,Adult Services,Physical Disability,Direct Payments
Milton Keynes City Council,01-Nov-23,51500995478,£501.44,Redacted Personal Data,Adult Services,Physical Disability,Direct Payments
Milton Keynes City Council,01-Nov-23,51500995539,£501.44,Redacted Personal Data,Adult Services,Physical Disability,Direct Payments
Milton Keynes City Council,01-Nov-23,51500995580,£506.12,Redacted Personal Data,Adult Services,Learning Disability,Direct Payments
Milton Keynes City Council,01-Nov-23,51500995575,£506.12,Redacted Personal Data,Adult Services,Learning Disability,Direct Payments
Milton Keynes City Council,01-Nov-23,51500995915,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500996024,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500996118,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500995853,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500995898,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500997285,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500996434,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500995984,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500995921,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500996016,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500995995,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500995865,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500996217,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500996760,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500995893,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500995938,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500995937,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500996076,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500996828,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500996539,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500996893,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500995835,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500995864,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500996564,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500995868,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500997198,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500997286,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500995940,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500996067,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500996022,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500996161,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500995989,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500995947,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500996465,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500995896,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500995895,£520.00,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500995855,£525.50,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500996727,£528.00,Redacted Personal Data,Children's Services,Social Work - CWD & FAST,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500996113,£540.68,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500996110,£540.68,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500997129,£548.45,Redacted Personal Data,Children's Services,Social Work - CWD & FAST,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500995599,£558.24,Redacted Personal Data,Adult Services,Mental Health,Direct Payments
Milton Keynes City Council,01-Nov-23,51500995474,£562.96,Redacted Personal Data,Adult Services,Physical Disability,Direct Payments
Milton Keynes City Council,01-Nov-23,51500997196,£564.12,Redacted Personal Data,Children's Services,Social Work - CWD & FAST,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500995480,£572.92,Redacted Personal Data,Adult Services,Physical Disability,Direct Payments
Milton Keynes City Council,01-Nov-23,51500997173,£574.58,Redacted Personal Data,Children's Services,Corporate Parenting,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500997078,£581.40,Redacted Personal Data,Children's Services,Social Work - CWD & FAST,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500995547,£590.52,Redacted Personal Data,Adult Services,Physical Disability,Direct Payments
Milton Keynes City Council,01-Nov-23,51500996907,£600.00,Redacted Personal Data,Children's Services,Social Work - CWD & FAST,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500997284,£602.56,Redacted Personal Data,Children's Services,Social Work - CWD & FAST,Mandatory Student Awards
Milton Keynes City Council,01-Nov-23,51500995664,£605.11,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Client Care Contributions
Milton Keynes City Council,01-Nov-23,51500995486,£626.80,Redacted Personal Data,Adult Services,Learning Disability,Direct Payments
