Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Service Area Categorisation,Service Division Categorisation,Expense Type
Milton Keynes City Council,02-May-23,51500906014,£540.00,Lily Cooke T/A Field Court Chambers,Law & Governance,Legal,External Legal Fees
Milton Keynes City Council,02-May-23,51500895378,£600.00,W.H.STEPHENS LTD,Customer and Community Sevices,Customer and Community Sevices,Construction - External Professional Fees
Milton Keynes City Council,02-May-23,51500896449,£601.44,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,02-May-23,51500906077,£657.87,Npower Ltd,Adult Services (HRA),HRA Sheltered Housing,Electricity
Milton Keynes City Council,02-May-23,51500899236,£660.00,Redacted Personal Data,Adult Services,"Group Head, Adult Services",Staff Training & Development
Milton Keynes City Council,02-May-23,51500896448,£665.57,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,02-May-23,51500896396,£665.88,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,02-May-23,51500899197,£665.88,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,02-May-23,51500896456,£665.88,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,02-May-23,51500896740,£665.88,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,02-May-23,51500896431,£665.88,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,02-May-23,51500896435,£665.88,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,02-May-23,51500896433,£665.88,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,02-May-23,51500896430,£665.88,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,02-May-23,51500896454,£665.88,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,02-May-23,51500902162,£691.20,The Oyster Partnership Ltd,Adult Services,Homeless Prevention + Access,Agency Staff
Milton Keynes City Council,02-May-23,51500896447,£695.02,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,02-May-23,51500896452,£695.02,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,02-May-23,51500899195,£695.02,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,02-May-23,51500896451,£695.02,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,02-May-23,51500896457,£695.02,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,02-May-23,51500896446,£695.02,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,02-May-23,51500896739,£695.02,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,02-May-23,51500896434,£695.02,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,02-May-23,51500902193,£698.00,Wolverton Leisure Trust,Children's Services,Special Education Needs & Disabilities,Rehabilitation And Respite Care
Milton Keynes City Council,02-May-23,51500895526,£703.39,Facultatieve Technologies Ltd,Customer and Community Services,Head of Service - Regulatory,Building Repair and Maintenance
Milton Keynes City Council,02-May-23,51500903055,£720.00,Doughty Street Chambers,Env & Prop (HRA),HRA Asset Management and Investment,External Legal Fees
Milton Keynes City Council,02-May-23,51500906075,£734.58,E.ON UK Plc,Adult Services (HRA),Housing Operations (HRA),Electricity
Milton Keynes City Council,02-May-23,51500901624,£739.12,Westfield Road Surgery,Public Health,NHS Health Check Programme,Professional Fees and Hired Services
Milton Keynes City Council,02-May-23,51500902138,£745.92,Amegreen Complex Homecare Ltd,Children's Services,Children's Social Work,Day Care
Milton Keynes City Council,02-May-23,51500895350,£772.80,Clearguard Ltd,Environment & Property,Property,Professional Fees and Hired Services
Milton Keynes City Council,02-May-23,51500896340,£779.32,Supply Teaching Limited,Children's Services,High Needs Block,Professional Fees and Hired Services
Milton Keynes City Council,02-May-23,51500905760,£792.88,Hilltops Medical Centre,Public Health,NHS Health Check Programme,Professional Fees and Hired Services
Milton Keynes City Council,02-May-23,51500906016,£810.00,Redacted Personal Data,Law & Governance,Legal,External Legal Fees
Milton Keynes City Council,02-May-23,51500906015,£810.00,Psychiatry Experts Limited,Law & Governance,Legal,Testing
Milton Keynes City Council,02-May-23,51500893700,£810.00,Matchtech,Environment & Property,Head of Service - Highways and Transport,Professional Fees and Hired Services
Milton Keynes City Council,02-May-23,51500893937,£890.40,"G2 Recruitment Solutions, a division of G2v Recruitment Group",Adult Services,Homeless Prevention + Access,Agency Staff
Milton Keynes City Council,02-May-23,51500893885,£917.70,Egis Projects UK Ltd,Environment & Property,Head of Service - Env and Waste,Specialist Equipment For Service Delivery
Milton Keynes City Council,02-May-23,51500895373,£940.80,Zaynah Carpets & Furniture Limited,Finance & Resources - Services,Revenue & Benefits,Furniture
Milton Keynes City Council,02-May-23,51500893520,"£1,008.85",The Oyster Partnership Ltd,Adult Services,Homeless Prevention + Access,Agency Staff
Milton Keynes City Council,02-May-23,51500893637,"£1,020.00",SieveMK Gateway,Children's Services,Special Education Needs & Disabilities,Professional Fees and Hired Services
