Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Service Area Categorisation,Service Division Categorisation,Expense Type
Milton Keynes City Council,02-Aug-23,65500006132,"-£168,130.27",MILTON KEYNES CITY COUNCIL,Finance & Resources - Services,Revenue & Benefits,Housing Benefits
Milton Keynes City Council,02-Aug-23,65500006131,"-£3,372.91",MILTON KEYNES CITY COUNCIL,Finance & Resources - Services,Revenue & Benefits,Housing Benefits
Milton Keynes City Council,02-Aug-23,51500954649,"-£1,065.48",Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Client Care Contributions
Milton Keynes City Council,02-Aug-23,51500954763,-£710.72,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Client Care Contributions
Milton Keynes City Council,02-Aug-23,51500954936,-£692.84,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Client Care Contributions
Milton Keynes City Council,02-Aug-23,51500954937,-£692.84,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Client Care Contributions
Milton Keynes City Council,02-Aug-23,51500954648,-£684.95,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Client Care Contributions
Milton Keynes City Council,02-Aug-23,51500954753,-£619.80,Redacted Personal Data,Adult Services,Learning Disability,Client Care Contributions
Milton Keynes City Council,02-Aug-23,51500954872,-£619.80,Redacted Personal Data,Adult Services,Physical Disability,Client Care Contributions
Milton Keynes City Council,02-Aug-23,51500954752,-£574.12,Redacted Personal Data,Adult Services,Learning Disability,Client Care Contributions
Milton Keynes City Council,02-Aug-23,51500954768,-£566.52,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Client Care Contributions
Milton Keynes City Council,02-Aug-23,51500954909,-£556.92,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Client Care Contributions
Milton Keynes City Council,02-Aug-23,51500954739,-£555.28,Redacted Personal Data,Adult Services,Physical Disability,Client Care Contributions
Milton Keynes City Council,02-Aug-23,51500954767,-£504.08,Redacted Personal Data,Adult Services,"Assessment, Review and Hospital Discharge",Client Care Contributions
Milton Keynes City Council,02-Aug-23,51500954687,£501.44,Redacted Personal Data,Adult Services,Learning Disability,Direct Payments
Milton Keynes City Council,02-Aug-23,51500954548,£501.92,Scottish and Southern Energy Group t/a Southern Electric,Children's Services,Group Head – Children and Families,Electricity
Milton Keynes City Council,02-Aug-23,51500954826,£506.08,Redacted Personal Data,Adult Services,Learning Disability,Direct Payments
Milton Keynes City Council,02-Aug-23,51500954852,£506.16,Redacted Personal Data,Adult Services,Learning Disability,Direct Payments
Milton Keynes City Council,02-Aug-23,51500954692,£506.36,Redacted Personal Data,Adult Services,Learning Disability,Direct Payments
Milton Keynes City Council,02-Aug-23,51500950452,£507.79,Vodafone UK Limited,Finance & Resources - Services,ICT,Mobile Phones
Milton Keynes City Council,02-Aug-23,51500954802,£514.84,Redacted Personal Data,Adult Services,Physical Disability,Direct Payments
Milton Keynes City Council,02-Aug-23,51500954683,£519.68,Redacted Personal Data,Adult Services,Learning Disability,Direct Payments
Milton Keynes City Council,02-Aug-23,51500954867,£525.88,Redacted Personal Data,Adult Services,Mental Health,Direct Payments
Milton Keynes City Council,02-Aug-23,51500954997,£538.53,BW Foods Ltd T/a Wiltshire Farm Foods,Adult Services,Provider Services,Catering Provisions
