Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Service Area Categorisation,Service Division Categorisation,Expense Type
Milton Keynes City Council,01-Mar-24,51501056663,"-£7,655.67",Care Support MK Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Mar-24,51501056648,"-£7,655.67",Care Support MK Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Mar-24,51501056658,"-£7,655.67",Care Support MK Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Mar-24,51501056653,"-£7,655.67",Care Support MK Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Mar-24,51501056657,"-£5,316.36",Care Support MK Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Mar-24,51501056662,"-£5,316.36",Care Support MK Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Mar-24,51501056647,"-£5,316.36",Care Support MK Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Mar-24,51501056652,"-£5,316.36",Care Support MK Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Mar-24,51501056645,"-£4,648.09",Care Support MK Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Mar-24,51501057559,"-£4,000.00",Sanctuary Care Ltd Re: Caton House,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Mar-24,51501057641,"-£4,000.00",Sanctuary Care Ltd Re: Caton House,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Mar-24,51501057642,"-£4,000.00",Sanctuary Care Ltd Re: Caton House,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Mar-24,51501057560,"-£4,000.00",Sanctuary Care Ltd Re: Caton House,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Mar-24,51501057640,"-£4,000.00",Sanctuary Care Ltd Re: Caton House,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Mar-24,51501057089,"-£4,000.00",Greensleeves Homes Trust Re: Tickford Abbey,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,01-Mar-24,51501057085,"-£4,000.00",Greensleeves Homes Trust Re: Tickford Abbey,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,01-Mar-24,51501057410,"-£4,000.00",Methodist Homes,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,01-Mar-24,51501057033,"-£3,900.00",Barchester Healthcare Homes Ltd Re: Ashby House Care Home,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,01-Mar-24,51501057111,"-£3,800.00",HC-One No 1 Limited t/a Highclere Care Home,Adult Services,Commissioning & Contracts,Nursing Care
Milton Keynes City Council,01-Mar-24,51501057113,"-£3,800.00",HC-One No 1 Limited t/a Highclere Care Home,Adult Services,Commissioning & Contracts,Nursing Care
Milton Keynes City Council,01-Mar-24,51501057550,"-£3,800.00",Sanctuary Care Ltd Re: Caton House,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Mar-24,51501057546,"-£3,800.00",Sanctuary Care Ltd Re: Caton House,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Mar-24,51501057548,"-£3,800.00",Sanctuary Care Ltd Re: Caton House,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Mar-24,51501057472,"-£3,614.29",Cinnabar Support and Living Ltd Re: The Stratfords Residential Home,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,01-Mar-24,51501056995,"-£3,600.00",Cinnabar Support and Living Ltd Re: The Beeches,Adult Services,Learning Disability,Residential Care
Milton Keynes City Council,01-Mar-24,51501056996,"-£3,600.00",Cinnabar Support and Living Ltd Re: The Beeches,Adult Services,Learning Disability,Residential Care
Milton Keynes City Council,01-Mar-24,51501057001,"-£3,600.00",Cinnabar Support and Living Ltd Re: The Beeches,Adult Services,Learning Disability,Residential Care
Milton Keynes City Council,01-Mar-24,51501056998,"-£3,600.00",Cinnabar Support and Living Ltd Re: The Beeches,Adult Services,Learning Disability,Residential Care
Milton Keynes City Council,01-Mar-24,51501056997,"-£3,600.00",Cinnabar Support and Living Ltd Re: The Beeches,Adult Services,Learning Disability,Residential Care
Milton Keynes City Council,01-Mar-24,51501057000,"-£3,600.00",Cinnabar Support and Living Ltd Re: The Beeches,Adult Services,Learning Disability,Residential Care
Milton Keynes City Council,01-Mar-24,51501056999,"-£3,600.00",Cinnabar Support and Living Ltd Re: The Beeches,Adult Services,Learning Disability,Residential Care
Milton Keynes City Council,01-Mar-24,51501056980,"-£3,600.00",Olney Care Homes Limited T/a Bay House Residential Care Home,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,01-Mar-24,51501057068,"-£3,512.96",Valuecare Ltd Re: Lathbury Manor,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,01-Mar-24,51501057610,"-£3,500.00",Avery Homes (Nelson) Limited re Milton Court Care Home,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Mar-24,51501057615,"-£3,500.00",Avery Homes (Nelson) Limited re Milton Court Care Home,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Mar-24,51501057613,"-£3,500.00",Avery Homes (Nelson) Limited re Milton Court Care Home,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Mar-24,51501057617,"-£3,500.00",Avery Homes (Nelson) Limited re Milton Court Care Home,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Mar-24,51501057611,"-£3,500.00",Avery Homes (Nelson) Limited re Milton Court Care Home,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Mar-24,51501056646,"-£3,227.79",Care Support MK Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Mar-24,51501057207,"-£3,225.00",Acer Healthcare Operations Limited,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Mar-24,51501057049,"-£3,128.57",Barchester Healthcare Homes Ltd Re: Ashby House Care Home,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Mar-24,51501057586,"-£3,015.72",Eminence Care Service (Broomfield) Ltd Re:Broomfield Residential Care,Adult Services,Commissioning & Contracts,Client Care Contributions
