Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Service Area Categorisation ,Service Division Categorisation ,Expense Type
Milton Keynes City Council,01-Dec-23,51501012615,"-£1,003.52",Janes Care Homes Ltd T/A The White House,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,01-Dec-23,51501012628,-£703.96,Resicare Homes Limited t/a Ashton Lodge,Adult Services,Commissioning & Contracts,Client Care Contributions
Milton Keynes City Council,01-Dec-23,51501012618,-£516.68,AHR Homes ltd,Adult Services,Learning Disability,Client Care Contributions
Milton Keynes City Council,01-Dec-23,51501012675,£506.16,One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012708,£506.16,One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51500999431,£522.35,Askews & Holts Library Services Ltd,Children's Services,"Access to Education, Employment and Training",Books and Multimedia Supplies
Milton Keynes City Council,01-Dec-23,51501012744,£527.25,Prevention and Recovery Care and Support (PARCS) Ltd,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51500998939,£529.73,John Gillman & Sons (Electrical) Ltd t/a D.A.D.,Finance & Resources - Services,Revenue & Benefits,Furniture
Milton Keynes City Council,01-Dec-23,51501012852,£540.00,Redacted Personal Data,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501012854,£540.00,Redacted Personal Data,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501012512,£542.86,BW Foods Ltd T/a Wiltshire Farm Foods,Adult Services,Supported Housing for Older People,Catering Contract
Milton Keynes City Council,01-Dec-23,51501012289,£548.78,Culligan (UK) Ltd,Environment & Property,Head of Service - Highways and Transport,Building Repair and Maintenance
Milton Keynes City Council,01-Dec-23,51501012290,£549.02,Culligan (UK) Ltd,Environment & Property,Head of Service - Highways and Transport,Building Repair and Maintenance
Milton Keynes City Council,01-Dec-23,51501012517,£551.00,Redacted Personal Data,Customer and Community Services,Head of Service - Regulatory,Sales - Publications
Milton Keynes City Council,01-Dec-23,51501012567,£554.02,Food Cupboard with Milton Keynes Lions,Children's Services,Assistant Director - Children and Families,Grants and support for other Service Users – Direct to Service User
Milton Keynes City Council,01-Dec-23,51501012807,£558.89,Sarmey Healthcare Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51500999183,£562.80,Zaynah Carpets & Furniture Limited,Finance & Resources - Services,Revenue & Benefits,Furniture
Milton Keynes City Council,01-Dec-23,51501012746,£569.43,Prevention and Recovery Care and Support (PARCS) Ltd,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51501012745,£569.43,Prevention and Recovery Care and Support (PARCS) Ltd,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51500998944,£571.62,John Gillman & Sons (Electrical) Ltd t/a D.A.D.,Finance & Resources - Services,Revenue & Benefits,Furniture
Milton Keynes City Council,01-Dec-23,51501012311,£575.96,Paradigm Housing Group Ltd,Adult Services,Homeless Prevention + Access,Grants
Milton Keynes City Council,01-Dec-23,51501012930,£576.61,Opus 2 International Limited T/a Beverley F Nunnery & Co,Children's Services,Corporate Parenting,External Legal Fees
Milton Keynes City Council,01-Dec-23,51501012805,£590.52,Sarmey Healthcare Ltd,Adult Services,"Assessment, Review and Hospital Discharge",Living support grants
Milton Keynes City Council,01-Dec-23,51501012816,£590.52,Superior Homecare Services Ltd,Adult Services,Physical Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012822,£590.52,EJC Group Ltd,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51501012643,£591.56,One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012733,£591.56,Prevention and Recovery Care and Support (PARCS) Ltd,Adult Services,Autism,Living support grants
Milton Keynes City Council,01-Dec-23,51501012644,£591.64,One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012934,£600.00,DNA Legal Limited,Law & Governance,Legal,Testing
Milton Keynes City Council,01-Dec-23,51501012847,£600.00,Kidz Zone Club,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501012858,£615.00,Thomley Hall Centre Ltd,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501012740,£615.92,Prevention and Recovery Care and Support (PARCS) Ltd,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51501012964,£625.00,Water Eaton Resident Association,Adult Services (HRA),Housing Operations (HRA),Grants
Milton Keynes City Council,01-Dec-23,51501012860,£630.00,Redacted Personal Data,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501002210,£633.96,OT Healthcare Ltd - Therapy Services,Children's Services,High Needs Block,Professional Fees and Hired Services
Milton Keynes City Council,01-Dec-23,51501012294,£646.40,Westfield Road Surgery,Public Health,NHS Health Check Programme,Professional Fees and Hired Services
Milton Keynes City Council,01-Dec-23,51501012796,£653.79,Sarmey Healthcare Ltd,Adult Services,Physical Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012523,£660.00,Redacted Personal Data,Adult Services,"Group Head, Adult Services",Staff Training & Development
Milton Keynes City Council,01-Dec-23,51501009265,£661.60,Oakridge Park Medical Centre,Public Health,NHS Health Check Programme,Professional Fees and Hired Services
Milton Keynes City Council,01-Dec-23,51501012292,£663.90,Westfield Road Surgery,Public Health,NHS Health Check Programme,Professional Fees and Hired Services
Milton Keynes City Council,01-Dec-23,51501012802,£674.88,Sarmey Healthcare Ltd,Adult Services,Physical Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012804,£674.88,Sarmey Healthcare Ltd,Adult Services,Physical Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012676,£674.88,One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012782,£674.88,Eastview Healthcare Services Limited C/O Bibby Factors Leicester Ltd,Adult Services,Physical Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501008160,£714.00,Proactiv Contacts and family support ltd,Children's Services,Assistant Director - Children and Families,Professional Fees and Hired Services
Milton Keynes City Council,01-Dec-23,51501012307,£716.84,Pinnacle Group,Adult Services,Homeless Prevention + Access,Grants
Milton Keynes City Council,01-Dec-23,51501012438,£728.30,Redacted Personal Data,Children's Services,High Needs Block,SEN Funding
Milton Keynes City Council,01-Dec-23,51501012818,£759.24,Superior Homecare Services Ltd,Adult Services,Physical Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012720,£759.24,One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012728,£759.24,One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012765,£759.52,Prevention and Recovery Care and Support (PARCS) Ltd,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51501002196,£771.41,OT Healthcare Ltd - Therapy Services,Children's Services,High Needs Block,Professional Fees and Hired Services
Milton Keynes City Council,01-Dec-23,51501008405,£774.40,Ashfield Medical Centre,Public Health,NHS Health Check Programme,Professional Fees and Hired Services
Milton Keynes City Council,01-Dec-23,51501012741,£788.76,Prevention and Recovery Care and Support (PARCS) Ltd,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51501012650,£788.76,One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012632,£788.76,One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012631,£788.76,One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012636,£788.76,One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012635,£788.76,One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012947,£794.86,Grand Union Housing Group,Adult Services,Learning Disability,Suppported Living
Milton Keynes City Council,01-Dec-23,51501012989,£800.00,Redacted Personal Data,Children's Services,Corporate Parenting,Other Service User Support
Milton Keynes City Council,01-Dec-23,51500999239,£824.52,Room44 Ltd,Environment & Property,Head of Service - Highways and Transport,Professional Fees and Hired Services
Milton Keynes City Council,01-Dec-23,51501002194,£829.22,OT Healthcare Ltd - Therapy Services,Children's Services,High Needs Block,Professional Fees and Hired Services
Milton Keynes City Council,01-Dec-23,51501012462,£830.00,Tinkers Bridge Residents Association,Adult Services (HRA),Housing Operations (HRA),Grants
Milton Keynes City Council,01-Dec-23,51501012284,£834.24,Redacted Personal Data,Children's Services,Early Years Block,Grants
Milton Keynes City Council,01-Dec-23,51501001921,£842.34,Aspire Personnel,Customer and Community Services,Head of Service - Regulatory,Agency Staff
Milton Keynes City Council,01-Dec-23,51501012678,£843.60,One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012677,£843.60,One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012716,£843.60,One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501008492,£850.12,Access UK Limited t/a Adam,Adult Services,Learning Disability,Domiciliary Care
Milton Keynes City Council,01-Dec-23,51501012730,£864.69,One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012819,£885.78,Superior Homecare Services Ltd,Adult Services,Physical Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51500988945,£888.00,Zinc eConsulting Ltd  t/a Drivers Domain UK,Adult Services,Community Alarm & Sheltered Housing,Staff Training & Development
Milton Keynes City Council,01-Dec-23,51501002404,£910.80,Zaynah Carpets & Furniture Limited,Children's Services,Corporate Parenting,Other Service User Support
Milton Keynes City Council,01-Dec-23,51501006016,£914.69,Drain Doctor Plumbing,Environment & Property,Head of Service - Property,Building Repair and Maintenance
Milton Keynes City Council,01-Dec-23,51501005727,£925.80,Lotus Reflections Ltd,Law & Governance,Legal,Testing
Milton Keynes City Council,01-Dec-23,51501012768,£938.16,Comfort Care Services,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51501012751,£959.17,Prevention and Recovery Care and Support (PARCS) Ltd,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51501012764,£965.08,Prevention and Recovery Care and Support (PARCS) Ltd,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51501012747,£965.08,Prevention and Recovery Care and Support (PARCS) Ltd,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51500999266,£972.00,Baily Garner LLP,Children and Families,"Education, Effectiveness & Participation",Construction - External Professional Fees
Milton Keynes City Council,01-Dec-23,51501012844,£975.00,Redacted Personal Data,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501012758,£982.79,Prevention and Recovery Care and Support (PARCS) Ltd,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51501012439,£991.50,Royal Latin School,Children's Services,High Needs Block,Professional Fees and Hired Services
Milton Keynes City Council,01-Dec-23,51501012748,"£1,001.35",Prevention and Recovery Care and Support (PARCS) Ltd,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51501012749,"£1,001.78",Prevention and Recovery Care and Support (PARCS) Ltd,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51501012679,"£1,012.32",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012811,"£1,012.32",Sarmey Healthcare Ltd,Adult Services,Physical Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012928,"£1,021.14",The Psychology Clinic of East Anglia Ltd,Law & Governance,Legal,Testing
Milton Keynes City Council,01-Dec-23,51501012760,"£1,033.41",Prevention and Recovery Care and Support (PARCS) Ltd,Adult Services,Physical Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012842,"£1,035.00",Hanslope 326 Club,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501005866,"£1,080.00",Pestpro UK Ltd re Graham Lauderdale,Children's Services,Assistant Director - Children and Families,Grants and support for other Service Users – Direct to Service User
Milton Keynes City Council,01-Dec-23,51501012856,"£1,095.00",Newton Leys Primary School,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501012681,"£1,096.68",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012680,"£1,096.68",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012682,"£1,096.68",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501006412,"£1,099.80",The Oyster Partnership Ltd,Adult Services,Homeless Prevention + Access,Agency Staff
Milton Keynes City Council,01-Dec-23,51501012354,"£1,100.00",Creative Therapy Options Ltd,Children's Services,Corporate Parenting,Professional Fees and Hired Services
Milton Keynes City Council,01-Dec-23,51501012683,"£1,181.04",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012717,"£1,181.04",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012772,"£1,181.04",Eastview Healthcare Services Limited C/O Bibby Factors Leicester Ltd,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51501012790,"£1,181.04",Sarmey Healthcare Ltd,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51501012660,"£1,183.12",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012654,"£1,183.12",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012655,"£1,183.16",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012824,"£1,183.16",EJC Group Ltd,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51501012634,"£1,183.16",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012659,"£1,183.16",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012637,"£1,183.20",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012646,"£1,183.20",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012943,"£1,197.60",DNA Legal Limited,Law & Governance,Legal,Testing
Milton Keynes City Council,01-Dec-23,51501012942,"£1,197.60",DNA Legal Limited,Law & Governance,Legal,Testing
Milton Keynes City Council,01-Dec-23,51501012287,"£1,260.00","G2 Recruitment Solutions, a division of G2v Recruitment Group",Adult Services,Homeless Prevention + Access,Agency Staff
Milton Keynes City Council,01-Dec-23,51501012769,"£1,265.40",Eastview Healthcare Services Limited C/O Bibby Factors Leicester Ltd,Adult Services,Autism,Living support grants
Milton Keynes City Council,01-Dec-23,51501012734,"£1,297.24",Prevention and Recovery Care and Support (PARCS) Ltd,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51501012684,"£1,307.58",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012794,"£1,307.58",Sarmey Healthcare Ltd,Adult Services,Physical Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012249,"£1,333.30",CMK Medical Centre,Public Health,NHS Health Check Programme,Professional Fees and Hired Services
Milton Keynes City Council,01-Dec-23,51501012685,"£1,349.76",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012872,"£1,350.00",Land Investment Property Services Limited,Customer and Community Services,Policy & Performance,Rents and Leases
Milton Keynes City Council,01-Dec-23,51501012846,"£1,350.00",Jubilee Wood Primary School,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501012440,"£1,350.00",Northampton Saints Foundation,Children's Services,High Needs Block,SEN Funding
Milton Keynes City Council,01-Dec-23,51501005589,"£1,368.00",ParentAssess Limited,Children's Services,Safeguarding,Staff Training & Development
Milton Keynes City Council,01-Dec-23,51501012851,"£1,380.00",Joanna Keen MK Young Filmmakers Club,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501012853,"£1,380.00",Joanna Keen MK Young Filmmakers Club,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501012736,"£1,417.80",Prevention and Recovery Care and Support (PARCS) Ltd,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51501012642,"£1,429.28",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012571,"£1,470.77",Skyline Taxi & Private Hire,Adult Services,Physical Disability,Other Service User Support
Milton Keynes City Council,01-Dec-23,51501012779,"£1,476.30",Eastview Healthcare Services Limited C/O Bibby Factors Leicester Ltd,Adult Services,Physical Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012864,"£1,510.00",Fullers Slade Estate Renewal Forum,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501012784,"£1,518.48",Eastview Healthcare Services Limited C/O Bibby Factors Leicester Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012686,"£1,518.48",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51500998807,"£1,540.70",Independent Community Care Management Ltd (ICCM),Children's Services,Social Work - CWD & FAST,Day Care
Milton Keynes City Council,01-Dec-23,51501012300,"£1,554.00","G2 Recruitment Solutions, a division of G2v Recruitment Group",Adult Services,Homeless Prevention + Access,Agency Staff
Milton Keynes City Council,01-Dec-23,51501012299,"£1,554.00","G2 Recruitment Solutions, a division of G2v Recruitment Group",Adult Services,Homeless Prevention + Access,Agency Staff
Milton Keynes City Council,01-Dec-23,51501012301,"£1,554.00","G2 Recruitment Solutions, a division of G2v Recruitment Group",Adult Services,Homeless Prevention + Access,Agency Staff
Milton Keynes City Council,01-Dec-23,51501012298,"£1,561.00","G2 Recruitment Solutions, a division of G2v Recruitment Group",Adult Services,Homeless Prevention + Access,Agency Staff
Milton Keynes City Council,01-Dec-23,51501012325,"£1,575.00",Creative Therapy Options Ltd,Children's Services,Corporate Parenting,Professional Fees and Hired Services
Milton Keynes City Council,01-Dec-23,51501012845,"£1,631.25",InspireAll,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501012835,"£1,680.00",Action4Youth Re: Caldecotte Xperience,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501012687,"£1,687.20",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012725,"£1,687.20",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012771,"£1,687.20",Eastview Healthcare Services Limited C/O Bibby Factors Leicester Ltd,Adult Services,Autism,Living support grants
Milton Keynes City Council,01-Dec-23,51501008503,"£1,705.25",Access UK Limited t/a Adam,Adult Services,Autism,Domiciliary Care
Milton Keynes City Council,01-Dec-23,51501012665,"£1,729.38",One Hermitage,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51501012638,"£1,772.12",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012640,"£1,772.12",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012639,"£1,772.12",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012641,"£1,772.12",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51500998812,"£1,794.94",Orange Grove Fostercare Limited,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,01-Dec-23,51501012688,"£1,877.01",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012309,"£1,900.00",Flynn Lettings,Adult Services,Homeless Prevention + Access,Grants
Milton Keynes City Council,01-Dec-23,51501012859,"£1,923.00",UDOIT Dance Foundation,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501011786,"£1,950.00","G2 Recruitment Solutions, a division of G2v Recruitment Group",Adult Services,Commissioning & Contracts,Agency Staff
Milton Keynes City Council,01-Dec-23,51501012739,"£1,956.76",Prevention and Recovery Care and Support (PARCS) Ltd,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51501012737,"£1,958.96",Prevention and Recovery Care and Support (PARCS) Ltd,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51500998814,"£2,058.56",Orange Grove Fostercare Limited,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,01-Dec-23,51501012815,"£2,066.82",Superior Homecare Services Ltd,Adult Services,Physical Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012731,"£2,066.82",Prevention and Recovery Care and Support (PARCS) Ltd,Adult Services,Autism,Living support grants
Milton Keynes City Council,01-Dec-23,51501012857,"£2,070.00",Petite Ponies,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501012738,"£2,085.68",Prevention and Recovery Care and Support (PARCS) Ltd,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51501012829,"£2,109.00",EJC Group Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012830,"£2,109.00",EJC Group Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012833,"£2,109.00",EJC Group Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012832,"£2,109.00",EJC Group Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012843,"£2,160.00",Heego Afterschool club,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501012766,"£2,200.24",Exceed Support Services Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012795,"£2,214.45",Sarmey Healthcare Ltd,Adult Services,Physical Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501008500,"£2,218.61",Access UK Limited t/a Adam,Adult Services,Physical Disability,Domiciliary Care
Milton Keynes City Council,01-Dec-23,51501012735,"£2,221.72",Prevention and Recovery Care and Support (PARCS) Ltd,Adult Services,Mental Health,Living support grants
Milton Keynes City Council,01-Dec-23,51501012809,"£2,235.54",Sarmey Healthcare Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012592,"£2,250.00",MK Arts for Health,Chief Executive,Chief Executive,Grants
Milton Keynes City Council,01-Dec-23,51501006056,"£2,328.75",East Northants Child Contact Services - CIC,Children's Services,Assistant Director - Children and Families,Professional Fees and Hired Services
Milton Keynes City Council,01-Dec-23,51501012801,"£2,362.08",Sarmey Healthcare Ltd,Adult Services,Physical Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012803,"£2,362.08",Sarmey Healthcare Ltd,Adult Services,Physical Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012767,"£2,362.08",Exceed Support Services Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012709,"£2,362.08",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012785,"£2,366.28",Bespoke Support MK Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012831,"£2,366.28",EJC Group Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012828,"£2,366.28",EJC Group Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012610,"£2,366.28",Ashlotrimcare Ltd,Adult Services,Physical Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012633,"£2,366.28",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012649,"£2,366.28",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012812,"£2,366.28",Superior Homecare Services Ltd,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501001905,"£2,374.71",Grand Union Housing Group,Adult Services,Learning Disability,Rents and Leases
Milton Keynes City Council,01-Dec-23,51501012838,"£2,400.00",Cedars Primary School,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501012837,"£2,430.00",APF Activity Camps,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501012525,"£2,458.24",Redacted Personal Data,Adult Services,Learning Disability,Domiciliary Care
Milton Keynes City Council,01-Dec-23,51501002173,"£2,466.13",OT Healthcare Ltd - Therapy Services,Children's Services,High Needs Block,Professional Fees and Hired Services
Milton Keynes City Council,01-Dec-23,51501012723,"£2,497.06",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012441,"£2,509.66",Eaton Mill Nursery,Children's Services,High Needs Block,Professional Fees and Hired Services
Milton Keynes City Council,01-Dec-23,51501012849,"£2,520.00",Milton Keynes College,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501012689,"£2,530.80",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012690,"£2,530.80",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012839,"£2,580.00",Walthew Leisure Ltd trading as Climb Quest,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501012727,"£2,615.16",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012834,"£2,625.00",5 On It Foundations,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501012173,"£2,629.38",Link Engineering (Birmingham) Ltd,Planning and Placemaking,Planning,Consultancy
Milton Keynes City Council,01-Dec-23,51501012188,"£2,640.00",David Smith Associates (Part'ship),Environment & Property,Head of Service - Property,Professional Fees and Hired Services
Milton Keynes City Council,01-Dec-23,51501012793,"£2,657.34",Sarmey Healthcare Ltd,Adult Services,Physical Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012657,"£2,658.24",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012645,"£2,658.32",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012848,"£2,700.00",Milton Keynes College,Children's Services,Service Director - Social Care,Grants
Milton Keynes City Council,01-Dec-23,51501012691,"£2,783.88",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012710,"£2,868.24",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012608,"£2,952.60",Ashlotrimcare Ltd,Adult Services,Physical Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501012629,"£2,999.20",Resicare Homes Limited t/a Ashton Lodge,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Dec-23,51501012692,"£3,205.68",One Hermitage,Adult Services,Learning Disability,Living support grants
Milton Keynes City Council,01-Dec-23,51501005635,"£3,234.42",Floodstop Limited,Environment & Property,Head of Service - Env and Waste,Building Repair and Maintenance
Milton Keynes City Council,01-Dec-23,51501012855,"£3,366.00",MK Springers,Children's Services,Service Director - Social Care,Grants
