Body Name,Date Paid,Transaction Number,Amount,Supplier Name,Service Area Categorisation,Service Division Categorisation,Expense Type
Milton Keynes City Council,01-Sep-23,51500968690,£770.00,Water Hall Primary School,Children's Services,Social Work - Family Support Teams,Professional Fees and Hired Services
Milton Keynes City Council,01-Sep-23,51500968210,£775.00,Willen Church,Chief Executive,Chief Executive,Grants
Milton Keynes City Council,01-Sep-23,51500968680,£776.40,Freeths LLP,Environment & Property,Head of Service - Env and Waste,External Legal Fees
Milton Keynes City Council,01-Sep-23,51500966829,£791.58,Anglia Fostering Agency Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,01-Sep-23,51500968649,£792.50,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - staff
Milton Keynes City Council,01-Sep-23,51500968598,£800.00,Redacted Personal Data,Children's Services,Corporate Parenting,Other Service User Support
Milton Keynes City Council,01-Sep-23,51500959449,£858.24,Bryan Lecoche Ltd,Environment & Property,Head of Service - Env and Waste,Professional Fees and Hired Services
Milton Keynes City Council,01-Sep-23,51500967122,£884.08,Access UK Limited t/a Adam,Adult Services,Autism,Domiciliary Care
Milton Keynes City Council,01-Sep-23,51500961023,£885.12,Renco Building Services Ltd,Environment & Property,Head of Service - Property,Building Repair and Maintenance
Milton Keynes City Council,01-Sep-23,51500968258,£934.80,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - staff
Milton Keynes City Council,01-Sep-23,51500963267,£936.70,Access UK Limited t/a Adam,Adult Services,Physical Disability,Domiciliary Care
Milton Keynes City Council,01-Sep-23,51500958879,£975.39,The Richmond Fellowship Re: Repton House,Adult Services,Mental Health,Supporting People
Milton Keynes City Council,01-Sep-23,51500968710,£992.58,Homes For Students,Children's Services,Corporate Parenting,Other Service User Support
Milton Keynes City Council,01-Sep-23,51500968569,"£1,000.00",Redacted Personal Data,Adult Services (HRA),Housing Operations (HRA),Professional Fees and Hired Services
Milton Keynes City Council,01-Sep-23,51500968257,"£1,000.00",Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,01-Sep-23,51500966834,"£1,019.46",BW Foods Ltd T/a Wiltshire Farm Foods,Adult Services,Supported Housing for Older People,Catering Provisions
Milton Keynes City Council,01-Sep-23,51500968175,"£1,050.00",Redacted Personal Data,Adult Services,Homeless Prevention + Access,Grants
Milton Keynes City Council,01-Sep-23,51500964301,"£1,057.35",First Option Healthcare,Children's Services,Social Work - CWD & FAST,Day Care
Milton Keynes City Council,01-Sep-23,51500967111,"£1,066.80",London Hire Limited,Environment & Property,Head of Service - Env and Waste,Vehicle Repairs and maintenance
Milton Keynes City Council,01-Sep-23,51500958742,"£1,078.80",Normans (Burton upon Trent) Ltd,Children's Services,Education Outcome Service,Educational equipment
Milton Keynes City Council,01-Sep-23,51500963270,"£1,086.00",Warwick Music LTD,Children's Services,Education Outcome Service,Educational equipment
Milton Keynes City Council,01-Sep-23,51500963348,"£1,235.90",Access UK Limited t/a Adam,Adult Services,Mental Health,Domiciliary Care
Milton Keynes City Council,01-Sep-23,51500960603,"£1,350.00",Service Care Solutions,Adult Services,Homeless Prevention + Access,Agency Staff
Milton Keynes City Council,01-Sep-23,51500967564,"£1,420.18",JCW Energy Services Ltd,Environment & Property,Head of Service - Property,Building Repair and Maintenance
Milton Keynes City Council,01-Sep-23,51500967503,"£1,590.00",JCW Energy Services Ltd,Environment & Property,Head of Service - Property,Building Repair and Maintenance
Milton Keynes City Council,01-Sep-23,51500954566,"£1,668.00",Kingsfield Computer Products Ltd,Resources,ICT,IT Hardware
Milton Keynes City Council,01-Sep-23,51500958432,"£1,705.20",Clearguard Ltd,Environment & Property,Head of Service - Property,Professional Fees and Hired Services
Milton Keynes City Council,01-Sep-23,51500963264,"£1,756.92",Access UK Limited t/a Adam,Adult Services,Learning Disability,Domiciliary Care
Milton Keynes City Council,01-Sep-23,51500967547,"£1,844.40",Lavendon Parish Council,Environment & Property,Head of Service - Env and Waste,Grants
Milton Keynes City Council,01-Sep-23,51500960843,"£1,899.88",3R Finance t/a Leaders in Care Recruitment Limited,Adult Services,Mental Health,Agency Staff
Milton Keynes City Council,01-Sep-23,51500968202,"£1,939.33",Redacted Personal Data,Adult Services (HRA),Housing Operations (HRA),Professional Fees and Hired Services
Milton Keynes City Council,01-Sep-23,51500967549,"£2,051.83",Sherington Parish Council,Environment & Property,Head of Service - Env and Waste,Grants
Milton Keynes City Council,01-Sep-23,51500968343,"£2,086.60",Fabric World MK Ltd T/a The City Curtain & Blind Maker,Children's Services,Children's Centres Services,"Fixtures, Fittings and Furnishings"
Milton Keynes City Council,01-Sep-23,51500964200,"£2,100.00",CAN Digital Solutions Limited,Adult Services,Commissioning & Contracts,Other Service User Support
Milton Keynes City Council,01-Sep-23,51500967545,"£2,274.11",Castlethorpe Parish Council,Environment & Property,Head of Service - Env and Waste,Grants
Milton Keynes City Council,01-Sep-23,51500968745,"£2,400.00",NatureSpace Partnership Ltd,Environment & Property,Major Schemes,Public Realm
Milton Keynes City Council,01-Sep-23,51500966824,"£2,600.00",EBS CATERING T/A E KASIBANTE,Children's Services,Service Director - Social Care,Catering Provisions
Milton Keynes City Council,01-Sep-23,51500967629,"£2,800.00",FosteringUK Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,01-Sep-23,51500968533,"£2,834.60",Mentaur Limited Re: Stoke House & Wilton House,Adult Services,Mental Health,Residential Care
Milton Keynes City Council,01-Sep-23,51500968528,"£2,942.12",The Lindens (Stoke Hammond) Ltd Re: The Lindens Care Home,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Sep-23,51500968532,"£2,974.88",Mentaur Limited Re: Stoke House & Wilton House,Adult Services,Mental Health,Residential Care
Milton Keynes City Council,01-Sep-23,51500968530,"£3,150.16",Mentaur Limited Re: Stoke House & Wilton House,Adult Services,Mental Health,Residential Care
Milton Keynes City Council,01-Sep-23,51500968534,"£3,380.52",Mentaur Limited Re: Stoke House & Wilton House,Adult Services,Mental Health,Residential Care
Milton Keynes City Council,01-Sep-23,51500968672,"£3,398.68",Royal Mail Group Limited t/a Royal Mail,Environment & Property,Head of Service - Property,Postage & Carriage
Milton Keynes City Council,01-Sep-23,51500968562,"£3,400.00",Sharoot Limited t/a Orchard Lodge Care Home,Adult Services,Commissioning & Contracts,Nursing Care
Milton Keynes City Council,01-Sep-23,51500968547,"£3,400.00",Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Sep-23,51500968209,"£3,500.00",Redacted Personal Data,Adult Services (HRA),Housing Operations (HRA),Professional Fees and Hired Services
Milton Keynes City Council,01-Sep-23,51500968545,"£3,732.52",Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Sep-23,51500968544,"£3,732.52",Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Sep-23,51500968565,"£3,800.00",Sharoot Limited t/a Orchard Lodge Care Home,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Sep-23,51500968564,"£3,800.00",Sharoot Limited t/a Orchard Lodge Care Home,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Sep-23,51500968546,"£3,911.32",Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Sep-23,51500968548,"£3,920.00",Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Sep-23,51500968549,"£4,000.00",Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Sep-23,51500967546,"£4,106.32",Hanslope Parish Council,Environment & Property,Head of Service - Env and Waste,Grants
Milton Keynes City Council,01-Sep-23,51500968542,"£4,171.64",Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Sep-23,51500968543,"£4,171.64",Country Court Care Homes 3 OPCO Ltd,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Sep-23,51500963370,"£4,185.00",County Fostering Services Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,01-Sep-23,51500963376,"£4,186.24",County Fostering Services Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,01-Sep-23,51500963366,"£4,186.24",County Fostering Services Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,01-Sep-23,51500963368,"£4,406.43",County Fostering Services Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,01-Sep-23,51500963369,"£4,627.86",County Fostering Services Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,01-Sep-23,51500963367,"£4,627.86",County Fostering Services Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,01-Sep-23,51500967126,"£5,174.03",Access UK Limited t/a Adam,Adult Services,Learning Disability,Domiciliary Care
Milton Keynes City Council,01-Sep-23,51500967121,"£5,216.04",Access UK Limited t/a Adam,Adult Services,Mental Health,Domiciliary Care
Milton Keynes City Council,01-Sep-23,51500968174,"£5,324.69",AJH Business Solutions Limited,Finance & Resources (HRA),Finance - Housing (HRA),Consultancy
Milton Keynes City Council,01-Sep-23,51500967164,"£5,367.46",Access UK Limited t/a Adam,Environment & Property,Head of Service - Highways and Transport,Concessions - payments to transport operators
Milton Keynes City Council,01-Sep-23,51500968558,"£5,596.00",Bondcare (London) Ltd T/A Moorland Gardens,Adult Services,Commissioning & Contracts,Residential Care
Milton Keynes City Council,01-Sep-23,51500956186,"£5,757.14",Ansacare Fostering Agency,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,01-Sep-23,51500968101,"£5,815.00",Central & North West London NHS Foundation Trust,Adult Services,Commissioning & Contracts,Health Authority Payments
Milton Keynes City Council,01-Sep-23,51500968102,"£5,815.00",Central & North West London NHS Foundation Trust,Adult Services,Commissioning & Contracts,Health Authority Payments
Milton Keynes City Council,01-Sep-23,51500968531,"£6,267.04",Mentaur Limited Re: Stoke House & Wilton House,Adult Services,Mental Health,Residential Care
Milton Keynes City Council,01-Sep-23,51500968559,"£6,783.56",MMCG (4) Limited t/a Chartwell Manor Care Home,Adult Services,Commissioning & Contracts,Nursing Care
Milton Keynes City Council,01-Sep-23,51500960605,"£7,452.00",Egis Projects UK Ltd,Environment & Property,Head of Service - Highways and Transport,Professional Fees and Hired Services
Milton Keynes City Council,01-Sep-23,51500968529,"£7,750.68",Mentaur Limited Re: Stoke House & Wilton House,Adult Services,Learning Disability,Residential Care
Milton Keynes City Council,01-Sep-23,51500968193,"£8,078.20",Hopscotch Solutions Ltd T/a The Shires School,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,01-Sep-23,51500968176,"£8,491.52",Redacted Personal Data,Children's Services,High Needs Block,Day Care
Milton Keynes City Council,01-Sep-23,51500968554,"£9,078.20",AmBience Healthcare Ltd –Sycamore House,Adult Services,Learning Disability,Residential Care
Milton Keynes City Council,01-Sep-23,51500968188,"£9,523.75",Milton Keynes Hospital NHS Foundation Trust,Customer and Community Services,Head of Service - Regulatory,Professional Fees and Hired Services
Milton Keynes City Council,01-Sep-23,51500968556,"£12,308.80",Julians House,Adult Services,Learning Disability,Residential Care
Milton Keynes City Council,01-Sep-23,51500956216,"£13,000.00",Central & North West London NHS Foundation Trust,Children's Services,High Needs Block,Professional Fees and Hired Services
Milton Keynes City Council,01-Sep-23,51500968557,"£14,097.80",Harriston Homes Ltd t/a Florence House,Adult Services,Mental Health,Residential Care
Milton Keynes City Council,01-Sep-23,51500963268,"£14,139.95",Access UK Limited t/a Adam,Adult Services,Physical Disability,Domiciliary Care
Milton Keynes City Council,01-Sep-23,51500968746,"£18,000.00",Access UK Ltd,Children's Services,Corporate Parenting,Other Service User Support
Milton Keynes City Council,01-Sep-23,51500958654,"£20,933.64",ONE51 ES Plastics (UK) Ltd t/a MGB Plastics,Environment & Property,Waste,Public Realm
Milton Keynes City Council,01-Sep-23,51500958656,"£20,933.64",ONE51 ES Plastics (UK) Ltd t/a MGB Plastics,Environment & Property,Waste,Public Realm
Milton Keynes City Council,01-Sep-23,51500968169,"£24,547.15",Hopscotch Solutions Ltd T/a The Shires School,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,01-Sep-23,51500967118,"£30,501.75",Access UK Limited t/a Adam,Adult Services,Physical Disability,Domiciliary Care
Milton Keynes City Council,01-Sep-23,51500963258,"£33,618.81",Access UK Limited t/a Adam,Adult Services,Physical Disability,Domiciliary Care
Milton Keynes City Council,01-Sep-23,51500968679,"£33,945.98",FSG Property Services Ltd,Housing & Regeneration - HRA,New Council Housing,"New Construction, Conversion and Renovation"
Milton Keynes City Council,01-Sep-23,51500956213,"£40,416.67",Central & North West London NHS Foundation Trust,Children's Services,High Needs Block,Professional Fees and Hired Services
Milton Keynes City Council,01-Sep-23,51500958655,"£41,867.28",ONE51 ES Plastics (UK) Ltd t/a MGB Plastics,Environment & Property,Waste,Public Realm
Milton Keynes City Council,01-Sep-23,51500968648,"£47,297.78",Olney Town Council,Corporate Codes,Planning Obligations,S106 Expenditure
Milton Keynes City Council,01-Sep-23,51500967134,"£67,729.38",Harmony Home Care Services Limited,Adult Services,Commissioning & Contracts,Supporting People
Milton Keynes City Council,01-Sep-23,51500967040,"£69,308.84",Bletchley And Fenny Stratford Town Council,Environment & Property,Head of Service - Env and Waste,Grants
Milton Keynes City Council,01-Sep-23,51500967041,"£88,429.23",Shenley Brook End & Tattenhoe Parish Council,Environment & Property,Head of Service - Env and Waste,Grants
Milton Keynes City Council,01-Sep-23,51500967043,"£99,443.58",Woughton Community Council,Environment & Property,Head of Service - Env and Waste,Grants
Milton Keynes City Council,01-Sep-23,51500958729,"£108,601.23",Central & North West London NHS Foundation Trust,Public Health,Substance Misuse,Professional Fees and Hired Services
Milton Keynes City Council,01-Sep-23,51500967131,"£136,675.66",West Coast MEP,Children and Families,"Education, Effectiveness & Participation",Buildings - Mechanical and Electrical
Milton Keynes City Council,01-Sep-23,51500963255,"£168,218.08",Access UK Limited t/a Adam,Adult Services,"Assessment, Review and Hospital Discharge",Domiciliary Care
Milton Keynes City Council,01-Sep-23,51500947455,"£170,673.48",Access UK Limited t/a Adam,Children's Services,"Access to Education, Employment and Training",Home to School - Contract
Milton Keynes City Council,01-Sep-23,51500959506,"£204,179.08",Gray & Sons Builders Ltd,Children and Families,"Education, Effectiveness & Participation","New Construction, Conversion and Renovation"
Milton Keynes City Council,01-Sep-23,51500966743,"£256,677.19",Keltbray Built Environment Limited,Housing & Regeneration - HRA,Regeneration HRA,Construction - External Professional Fees
Milton Keynes City Council,01-Sep-23,51500963717,"£400,000.00",SES Avocet Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,04-Sep-23,51500920248,"-£62,467.00",Look Ahead Care and Support Ltd,Adult Services,Commissioning & Contracts,Supporting People
Milton Keynes City Council,04-Sep-23,51500958800,£519.18,John Gillman & Sons (Electrical) Ltd t/a D.A.D.,Finance & Resources - Services,Revenue & Benefits,Furniture
Milton Keynes City Council,04-Sep-23,51500968432,£520.75,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,04-Sep-23,51500958795,£529.73,John Gillman & Sons (Electrical) Ltd t/a D.A.D.,Finance & Resources - Services,Revenue & Benefits,Furniture
Milton Keynes City Council,04-Sep-23,51500955857,£547.10,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,04-Sep-23,51500954620,£562.51,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,04-Sep-23,51500958797,£571.62,John Gillman & Sons (Electrical) Ltd t/a D.A.D.,Finance & Resources - Services,Revenue & Benefits,Furniture
Milton Keynes City Council,04-Sep-23,51500958799,£571.62,John Gillman & Sons (Electrical) Ltd t/a D.A.D.,Finance & Resources - Services,Revenue & Benefits,Furniture
Milton Keynes City Council,04-Sep-23,51500960488,£571.62,John Gillman & Sons (Electrical) Ltd t/a D.A.D.,Finance & Resources - Services,Revenue & Benefits,Furniture
Milton Keynes City Council,04-Sep-23,51500960498,£624.20,King Street Surgery,Public Health,NHS Health Check Programme,Professional Fees and Hired Services
Milton Keynes City Council,04-Sep-23,51500967568,£630.00,Redacted Personal Data,Law & Governance,Legal,External Legal Fees
Milton Keynes City Council,04-Sep-23,51500968179,£645.73,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,04-Sep-23,51500968923,£666.00,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - staff
Milton Keynes City Council,04-Sep-23,51500968426,£677.70,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,04-Sep-23,51500960528,£682.20,The Copyright Licensing Agency Ltd,Children's Services,"Access to Education, Employment and Training",Licences
Milton Keynes City Council,04-Sep-23,51500968173,£693.60,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,04-Sep-23,51500968233,£693.60,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,04-Sep-23,51500968433,£693.60,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,04-Sep-23,51500927116,£693.60,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,04-Sep-23,51500968430,£693.60,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,04-Sep-23,51500968911,£695.35,Redacted Personal Data,Adult Services,Learning Disability,Domiciliary Care
Milton Keynes City Council,04-Sep-23,51500968232,£711.30,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,04-Sep-23,51500968180,£711.30,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,04-Sep-23,51500968178,£711.30,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,04-Sep-23,51500968229,£711.30,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,04-Sep-23,51500968157,£711.30,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,04-Sep-23,51500968230,£711.30,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,04-Sep-23,51500955070,£716.72,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,04-Sep-23,51500960494,£721.87,National World Publishing Limited,Planning and Placemaking,Planning,Advertising / Publicity (non Recruitment)
Milton Keynes City Council,04-Sep-23,51500927117,£726.30,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,04-Sep-23,51500883915,£752.00,Family Affect Ltd,Children's Services,Corporate Parenting,Professional Fees and Hired Services
Milton Keynes City Council,04-Sep-23,51500958871,£770.24,Askews & Holts Library Services Ltd,Children's Services,"Access to Education, Employment and Training",Books and Multimedia Supplies
Milton Keynes City Council,04-Sep-23,51500959478,£771.00,Stanair Industrial Door Services Limited,Environment & Property,Head of Service - Property,Building Repair and Maintenance
Milton Keynes City Council,04-Sep-23,51500963347,£799.00,UDOIT Dance Foundation,Children's Services,Safeguarding,"SDS - Leisure, Sport or Culture"
Milton Keynes City Council,04-Sep-23,51500963345,£800.00,UDOIT Dance Foundation,Children's Services,Safeguarding,"SDS - Leisure, Sport or Culture"
Milton Keynes City Council,04-Sep-23,51500968922,£838.00,Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - staff
Milton Keynes City Council,04-Sep-23,51500960493,£842.18,National World Publishing Limited,Environment & Property,Head of Service - Highways and Transport,Advertising / Publicity (non Recruitment)
Milton Keynes City Council,04-Sep-23,51500958873,£859.12,Askews & Holts Library Services Ltd,Children's Services,"Access to Education, Employment and Training",Books and Multimedia Supplies
Milton Keynes City Council,04-Sep-23,51500958943,£888.00,"G2 Recruitment Solutions, a division of G2v Recruitment Group",Adult Services,Homeless Prevention + Access,Agency Staff
Milton Keynes City Council,04-Sep-23,51500963860,£919.22,Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,04-Sep-23,51500963734,£984.96,Dollars Grove Farms Ltd,Environment & Property,Head of Service - Env and Waste,Right of Ways Maintenance
Milton Keynes City Council,04-Sep-23,51500968912,£998.13,Redacted Personal Data,Adult Services,Learning Disability,Domiciliary Care
Milton Keynes City Council,04-Sep-23,51500958638,"£1,007.94",Vix Technology UK Limited,Environment & Property,Head of Service - Highways and Transport,New Installation works
Milton Keynes City Council,04-Sep-23,51500968925,"£1,013.00",Redacted Personal Data,Children's Services,"Access to Education, Employment and Training",Car mileage and allowances - other
Milton Keynes City Council,04-Sep-23,51500968527,"£1,019.46",BW Foods Ltd T/a Wiltshire Farm Foods,Adult Services,Supported Housing for Older People,Catering Provisions
Milton Keynes City Council,04-Sep-23,51500955816,"£1,090.66",Look Ahead Care and Support Ltd,Children's Services,Corporate Parenting,Residential Care
Milton Keynes City Council,04-Sep-23,51500958877,"£1,114.88",Grand Union Housing Group,Adult Services,Learning Disability,Rents and Leases
Milton Keynes City Council,04-Sep-23,51500968908,"£1,119.62",Redacted Personal Data,Adult Services,Learning Disability,Domiciliary Care
Milton Keynes City Council,04-Sep-23,51500968904,"£1,119.62",Redacted Personal Data,Adult Services,Learning Disability,Domiciliary Care
Milton Keynes City Council,04-Sep-23,51500968907,"£1,119.62",Redacted Personal Data,Adult Services,Learning Disability,Domiciliary Care
Milton Keynes City Council,04-Sep-23,51500958787,"£1,134.00",The Oyster Partnership Ltd,Adult Services,Homeless Prevention + Access,Agency Staff
Milton Keynes City Council,04-Sep-23,51500958778,"£1,154.40",The Oyster Partnership Ltd,Adult Services,Homeless Prevention + Access,Agency Staff
