Cost Centre,Supplier,Date,Account,Amount
Custody,CHARLES FELLOWS SUPPLIES LTD,06/12/2023,Detained Persons - Clothing,1309.50
Custody,CHARLES FELLOWS SUPPLIES LTD,13/12/2023,Detained Persons - Clothing,2601.50
Custody,CHARLES FELLOWS SUPPLIES LTD,20/12/2023,Detained Persons - Clothing,2485.00
Custody,CHARLES FELLOWS SUPPLIES LTD,20/12/2023,Detained Persons - Clothing,3865.65
Custody,BIDFOOD LTD,04/10/2023,Detained Persons - Meals / Refreshments,696.77
Custody,BIDFOOD LTD,04/10/2023,Detained Persons - Meals / Refreshments,592.10
Custody,BIDFOOD LTD,04/10/2023,Detained Persons - Meals / Refreshments,507.43
Custody,BIDFOOD LTD,15/11/2023,Detained Persons - Meals / Refreshments,816.07
Custody,BIDFOOD LTD,22/11/2023,Detained Persons - Meals / Refreshments,650.58
Custody,BIDFOOD LTD,22/11/2023,Detained Persons - Meals / Refreshments,513.74
Custody,BIDFOOD LTD,22/11/2023,Detained Persons - Meals / Refreshments,537.06
Custody,BIDFOOD LTD,29/11/2023,Detained Persons - Meals / Refreshments,531.71
Custody,BIDFOOD LTD,29/11/2023,Detained Persons - Meals / Refreshments,531.71
Custody,BIDFOOD LTD,06/12/2023,Detained Persons - Meals / Refreshments,745.64
Custody,BIDFOOD LTD,13/12/2023,Detained Persons - Meals / Refreshments,510.79
Custody,BIDFOOD LTD,20/12/2023,Detained Persons - Meals / Refreshments,688.18
Custody,BIDFOOD LTD,20/12/2023,Detained Persons - Meals / Refreshments,599.97
Custody,BIDFOOD LTD,20/12/2023,Detained Persons - Meals / Refreshments,657.28
Custody,BIDFOOD LTD,20/12/2023,Detained Persons - Meals / Refreshments,503.77
Custody,BIDFOOD LTD,20/12/2023,Detained Persons - Meals / Refreshments,563.47
Custody,BIDFOOD LTD,20/12/2023,Detained Persons - Meals / Refreshments,736.83
Custody,BIDFOOD LTD,20/12/2023,Detained Persons - Meals / Refreshments,890.53
Custody,MITIE CARE AND CUSTODY (HEALTH) LTD,29/12/2023,Detained Persons - Medical Fees,121224.43
Custody,MITIE CARE AND CUSTODY LTD,01/11/2023,Detained Persons - Medical Fees,121224.43
Custody,MITIE CARE AND CUSTODY LTD,29/11/2023,Detained Persons - Medical Fees,121224.43
Custody,MITIE CARE AND CUSTODY LTD,20/12/2023,Detained Persons - Medical Fees,121224.43
Custody,SPECIALIST COMPUTER CENTRES PLC,20/12/2023,Hardware - purchase,1496.96
Custody,SWITCHSHOP LTD,22/11/2023,Hardware - purchase,3758.13
Custody,AGIITO LTD,22/11/2023,Hotel Accommodation,507.17
Custody,AGIITO LTD,20/12/2023,Hotel Accommodation,268.80
Custody,LANGUAGE LINE TI LTD,04/10/2023,Interpreters Fees & Translators Fees,18951.82
Custody,LANGUAGE LINE TI LTD,25/10/2023,Interpreters Fees & Translators Fees,11835.13
Custody,LANGUAGE LINE TI LTD,29/11/2023,Interpreters Fees & Translators Fees,13302.08
Custody,LANGUAGE LINE TI LTD,20/12/2023,Interpreters Fees & Translators Fees,15846.00
Custody,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,11/10/2023,Laundry,3188.09
Custody,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,01/11/2023,Laundry,1401.43
Custody,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,01/11/2023,Laundry,3103.58
Custody,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,01/11/2023,Laundry,2610.06
Custody,ABBOTT TOXICOLOGY LTD,04/10/2023,Medical & Hygiene Supplies,1800.00
Custody,ABBOTT TOXICOLOGY LTD,20/12/2023,Medical & Hygiene Supplies,1800.00
Custody,DSIS SOLUTIONS LTD,13/12/2023,Other Network Costs,1440.00
Custody,CAPITA BUSINESS SERVICES LTD (BUSINESS SER),25/10/2023,Other Operational Expenses,1177.00
Custody,INTOXIMETERS UK LTD,20/12/2023,Other Operational Expenses,616.00
Custody Desk Replacement project,CORSTORPHINE AND WRIGHT LTD,15/11/2023,Fees - Other,3937.50
Digital Media Investigation Unit,COLLEGE OF POLICING,20/12/2023,External Training Courses,1102.00
Digital Media Investigation Unit,VESTIGO CONSULTING LTD,01/11/2023,External Training Courses,1200.00
Digital Media Investigation Unit,AGIITO LTD,18/10/2023,Hotel Accommodation,196.80
Digital Media Investigation Unit,AGIITO LTD,22/11/2023,Hotel Accommodation,1185.05
Digital Media Investigation Unit,AGIITO LTD,20/12/2023,Hotel Accommodation,1676.77
Digital Media Investigation Unit,CALDER CONFERENCES LTD,06/12/2023,Hotel Accommodation,2625.00
Digital Media Investigation Unit,COLLEGE OF POLICING,20/12/2023,Hotel Accommodation,1102.00
Digital Media Investigation Unit,AGIITO LTD,29/11/2023,Public Transport & Parking,2916.00
Digital Media Investigations Unit -,CS AGIITO LTD,18/10/2023,Hotel Accommodation,192.92
Digital Media Investigations Unit -,CS AGIITO LTD,20/12/2023,Hotel Accommodation,300.62
Driver Offender Referrals -,GL SOG RESOURCES LTD,04/10/2023,Hire of Rooms/Premises,1330.00
Driver Offender Referrals -,GL SOG RESOURCES LTD,06/12/2023,Hire of Rooms/Premises,1698.00
Driver Offender Referrals -,GL CLARITY INFORMATION SOLUTIONS LTD,25/10/2023,Licence Fees,3150.00
Driver Offender Referrals -,GL CLARITY INFORMATION SOLUTIONS LTD,29/11/2023,Licence Fees,3150.00
Driver Offender Referrals -,GL CLARITY INFORMATION SOLUTIONS LTD,20/12/2023,Licence Fees,3150.00
Driver Offender Referrals -,GL UKROED LTD,04/10/2023,NDORS Fees,121961.00
Driver Offender Referrals -,GL UKROED LTD,01/11/2023,NDORS Fees,119511.00
Driver Offender Referrals -,GL UKROED LTD,29/11/2023,NDORS Fees,113974.00
Driver Offender Referrals -,GL ATP DRIVER TRAINING,11/10/2023,Professional Fees,653.00
Driver Offender Referrals -,GL ATP DRIVER TRAINING,13/12/2023,Professional Fees,1478.00
Driver Offender Referrals -,GL DG TRAINING LTD,18/10/2023,Professional Fees,1429.00
Driver Offender Referrals -,GL DG TRAINING LTD,15/11/2023,Professional Fees,1364.00
Driver Offender Referrals -,GL DG TRAINING LTD,13/12/2023,Professional Fees,1601.00
Driver Offender Referrals -,GL WIRRAL DRIVING LTD,11/10/2023,Professional Fees,2268.00
Driver Offender Referrals -,GL WIRRAL DRIVING LTD,15/11/2023,Professional Fees,2052.00
Driver Offender Referrals -,GL WIRRAL DRIVING LTD,20/12/2023,Professional Fees,2117.00
Driver Offender Referrals -,GL CLARITY INFORMATION SOLUTIONS LTD,13/12/2023,Software - purchase,17051.00
E Forensics Tech Refresh,SCAN COMPUTERS INTERNATIONAL LTD,01/11/2023,Hardware,6714.57
E Forensics Tech Refresh,SCAN COMPUTERS INTERNATIONAL LTD,13/12/2023,Hardware,1509.46
Economic Crime Unit,NATIONAL CRIME AGENCY,04/10/2023,External Training Courses,7416.00
Economic Crime Unit,SCAN COMPUTERS INTERNATIONAL LTD,29/11/2023,Hardware - purchase,1415.82
Economic Crime Unit,AGIITO LTD,18/10/2023,Hotel Accommodation,153.41
Economic Crime Unit,AGIITO LTD,22/11/2023,Hotel Accommodation,590.00
Economic Crime Unit,AGIITO LTD,20/12/2023,Hotel Accommodation,1398.11
Economic Crime Unit,EXPERIAN LTD,25/10/2023,Licence Fees,2333.00
Economic Crime Unit,EXPERIAN LTD,06/12/2023,Licence Fees,2333.00
Economic Crime Unit,NATIONAL CRIME AGENCY,13/12/2023,Network Services,725.00
Economic Crime Unit,INDIGO PROMOTIONS LTD,01/11/2023,Promotional material,660.00
Economic Crime Unit,INDIGO PROMOTIONS LTD,15/11/2023,Promotional material,527.00
Economic Crime Unit,AGIITO LTD,01/11/2023,Public Transport & Parking,948.60
Economic Crime Unit,AGIITO LTD,29/11/2023,Public Transport & Parking,284.20
Ellesmere Port Command,AGIITO LTD,29/11/2023,Public Transport & Parking,322.00
Ellesmere Port,LPU Neighbourhood LASER TECH UK LTD,13/12/2023,Specialist Equipment,527.00
Estates,ABBEY FIRE UK LTD,04/10/2023,Annual Servicing,617.35
Estates,ABBEY FIRE UK LTD,04/10/2023,Annual Servicing,704.75
Estates,ABBEY FIRE UK LTD,04/10/2023,Annual Servicing,1114.80
Estates,AIRISQ LTD,25/10/2023,Annual Servicing,2965.00
Estates,AIRISQ LTD,13/12/2023,Annual Servicing,7899.00
Estates,ENERGEX ASSOCIATES,29/11/2023,Annual Servicing,1265.00
Estates,FALL ARREST SYSTEM TESTING UK LTD,08/11/2023,Annual Servicing,5058.00
Estates,FEED IT GREEN LTD,06/12/2023,Annual Servicing,4293.69
Estates G P,FIRE & SECURITY LTD,25/10/2023,Annual Servicing,4910.00
Estates,IRIS DESIGN SOLUTIONS LTD,29/11/2023,Annual Servicing,1320.00
Estates,IWS,08/11/2023,Annual Servicing,861.70
Estates,IWS,15/11/2023,Annual Servicing,1000.74
Estates,IWS,15/11/2023,Annual Servicing,869.64
Estates,IWS,29/11/2023,Annual Servicing,869.64
Estates,KDE LTD,22/11/2023,Annual Servicing,7027.50
Estates,KDE LTD,13/12/2023,Annual Servicing,6085.80
Estates,KDE LTD,13/12/2023,Annual Servicing,5882.94
Estates,LCM ENVIROMENTAL SERVICES LTD,25/10/2023,Annual Servicing,5775.00
Estates P S I,(RESOURCES) LTD,25/10/2023,Annual Servicing,3472.00
Estates,SURE MAINTENANCE LTD,18/10/2023,Annual Servicing,1377.27
Estates,SURE MAINTENANCE LTD,22/11/2023,Annual Servicing,1135.13
Estates,ASSA ABLOY LTD,25/10/2023,Building Maintenance - Day to Day,950.00
Estates,BRIAN J WATTS FLOORING SPECIALISTS LTD,29/11/2023,Building Maintenance - Day to Day,972.00
Estates,EVOLUTION AUTOMATIC DOORS LTD,20/10/2023,Building Maintenance - Day to Day,9813.96
Estates,EXCELDOORS LTD,13/12/2023,Building Maintenance - Day to Day,9813.96
Estates G P,FIRE & SECURITY LTD,01/11/2023,Building Maintenance - Day to Day,950.00
Estates G P,FIRE & SECURITY LTD,22/11/2023,Building Maintenance - Day to Day,3415.00
Estates,GRESHAM OFFICE FURNITURE LTD,04/10/2023,Building Maintenance - Day to Day,4277.55
Estates,HELIX ROOFING CONTRACTORS LTD,08/11/2023,Building Maintenance - Day to Day,1436.00
Estates,KDE LTD,08/11/2023,Building Maintenance - Day to Day,648.80
Estates,KDE LTD,20/12/2023,Building Maintenance - Day to Day,1458.07
Estates,MAPLE SUNSCREENING LTD,20/12/2023,Building Maintenance - Day to Day,990.00
Estates T,MANNERS & SONS LTD,29/11/2023,Building Maintenance - Day to Day,9335.00
Estates,CHESHIRE EAST COUNCIL (CREWE),01/11/2023,Business Rates,3832.00
Estates,CHESHIRE EAST COUNCIL (CREWE),01/11/2023,Business Rates,6349.00
Estates,CHESHIRE EAST COUNCIL (CREWE),01/11/2023,Business Rates,1110.00
Estates,CHESHIRE EAST COUNCIL (CREWE),01/11/2023,Business Rates,6656.00
Estates,CHESHIRE EAST COUNCIL (CREWE),01/11/2023,Business Rates,747.00
Estates,CHESHIRE EAST COUNCIL (CREWE),01/11/2023,Business Rates,681.00
Estates,CHESHIRE EAST COUNCIL (CREWE),01/11/2023,Business Rates,4098.00
Estates,CHESHIRE EAST COUNCIL (CREWE),01/11/2023,Business Rates,898.00
Estates,CHESHIRE EAST COUNCIL (CREWE),01/11/2023,Business Rates,14848.00
Estates,CHESHIRE EAST COUNCIL (CREWE),29/11/2023,Business Rates,3832.00
Estates,CHESHIRE EAST COUNCIL (CREWE),29/11/2023,Business Rates,6349.00
Estates,CHESHIRE EAST COUNCIL (CREWE),29/11/2023,Business Rates,1110.00
Estates,CHESHIRE EAST COUNCIL (CREWE),29/11/2023,Business Rates,6656.00
Estates,CHESHIRE EAST COUNCIL (CREWE),29/11/2023,Business Rates,747.00
Estates,CHESHIRE EAST COUNCIL (CREWE),29/11/2023,Business Rates,681.00
Estates,CHESHIRE EAST COUNCIL (CREWE),29/11/2023,Business Rates,4098.00
Estates,CHESHIRE EAST COUNCIL (CREWE),29/11/2023,Business Rates,898.00
Estates,CHESHIRE EAST COUNCIL (CREWE),29/11/2023,Business Rates,14848.00
Estates,CHESHIRE EAST COUNCIL (CREWE),20/12/2023,Business Rates,3832.00
Estates,CHESHIRE EAST COUNCIL (CREWE),20/12/2023,Business Rates,6349.00
Estates,CHESHIRE EAST COUNCIL (CREWE),20/12/2023,Business Rates,1110.00
Estates,CHESHIRE EAST COUNCIL (CREWE),20/12/2023,Business Rates,6656.00
Estates,CHESHIRE EAST COUNCIL (CREWE),20/12/2023,Business Rates,747.00
Estates,CHESHIRE EAST COUNCIL (CREWE),20/12/2023,Business Rates,681.00
Estates,CHESHIRE EAST COUNCIL (CREWE),20/12/2023,Business Rates,4098.00
Estates,CHESHIRE EAST COUNCIL (CREWE),20/12/2023,Business Rates,898.00
Estates,CHESHIRE EAST COUNCIL (CREWE),20/12/2023,Business Rates,14848.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),01/11/2023,Business Rates,12134.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),01/11/2023,Business Rates,6195.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),01/11/2023,Business Rates,2096.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),01/11/2023,Business Rates,1597.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),01/11/2023,Business Rates,2183.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),01/11/2023,Business Rates,3456.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),01/11/2023,Business Rates,13210.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),01/11/2023,Business Rates,3891.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),29/11/2023,Business Rates,12134.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),29/11/2023,Business Rates,6195.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),29/11/2023,Business Rates,2096.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),29/11/2023,Business Rates,1597.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),29/11/2023,Business Rates,2183.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),29/11/2023,Business Rates,3456.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),29/11/2023,Business Rates,13210.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),29/11/2023,Business Rates,3891.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),20/12/2023,Business Rates,12134.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),20/12/2023,Business Rates,6195.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),20/12/2023,Business Rates,2096.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),20/12/2023,Business Rates,1597.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),20/12/2023,Business Rates,2183.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),20/12/2023,Business Rates,3456.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),20/12/2023,Business Rates,13210.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (RATES),20/12/2023,Business Rates,3891.00
Estates,FLINTSHIRE COUNTY COUNCIL,01/11/2023,Business Rates,2474.00
Estates,FLINTSHIRE COUNTY COUNCIL,29/11/2023,Business Rates,2474.00
Estates,FLINTSHIRE COUNTY COUNCIL,20/12/2023,Business Rates,2474.00
Estates,HALTON BOROUGH COUNCIL (RATES),11/10/2023,Business Rates,6400.00
Estates,HALTON BOROUGH COUNCIL (RATES),11/10/2023,Business Rates,5581.00
Estates,HALTON BOROUGH COUNCIL (RATES),11/10/2023,Business Rates,4710.00
Estates,HALTON BOROUGH COUNCIL (RATES),15/11/2023,Business Rates,6400.00
Estates,HALTON BOROUGH COUNCIL (RATES),15/11/2023,Business Rates,5581.00
Estates,HALTON BOROUGH COUNCIL (RATES),15/11/2023,Business Rates,4710.00
Estates,HALTON BOROUGH COUNCIL (RATES),13/12/2023,Business Rates,6400.00
Estates,HALTON BOROUGH COUNCIL (RATES),13/12/2023,Business Rates,5581.00
Estates,HALTON BOROUGH COUNCIL (RATES),13/12/2023,Business Rates,4710.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),04/10/2023,Business Rates,4371.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),04/10/2023,Business Rates,13696.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),04/10/2023,Business Rates,786.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),04/10/2023,Business Rates,1210.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),01/11/2023,Business Rates,4371.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),01/11/2023,Business Rates,13696.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),01/11/2023,Business Rates,786.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),01/11/2023,Business Rates,1210.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),29/11/2023,Business Rates,4371.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),29/11/2023,Business Rates,13696.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),29/11/2023,Business Rates,786.00
Estates,WARRINGTON BOROUGH COUNCIL (FINANCE),29/11/2023,Business Rates,1210.00
Estates,WEST MERCIA ENERGY,01/11/2023,Electricity,167564.96
Estates,WEST MERCIA ENERGY,29/11/2023,Electricity,23548.17
Estates,WEST MERCIA ENERGY,06/12/2023,Electricity,100922.84
Estates,WEST MERCIA ENERGY,20/12/2023,Electricity,119068.34
Estates,WEST MERCIA ENERGY,01/11/2023,Gas,15869.93
Estates,WEST MERCIA ENERGY,01/11/2023,Gas,27615.41
Estates,WEST MERCIA ENERGY,29/11/2023,Gas,36149.28
Estates,WEST MERCIA ENERGY,20/12/2023,Gas,73186.27
Estates,AGIITO LTD,20/12/2023,Hotel Accommodation,57.00
Estates,FITNESS WAREHOUSE LTD,29/11/2023,Planned Maintenance,2130.00
Estates,BRUTON KNOWLES LTD,13/12/2023,Professional Fees,844.00
Estates,RPS CONSULTING SERVICES LTD,22/11/2023,Professional Fees,745.00
Estates,AGIITO LTD,29/11/2023,Public Transport & Parking,70.10
Estates,ASSA ABLOY LTD,11/10/2023,Reactive Maintenance,8139.32
Estates,ASSA ABLOY LTD,18/10/2023,Reactive Maintenance,2689.20
Estates,BOUNDARY GATE AND BARRIER (CONTRACTS) LTD,18/10/2023,Reactive Maintenance,2062.86
Estates,BOUNDARY GATE AND BARRIER (CONTRACTS) LTD,01/11/2023,Reactive Maintenance,635.00
Estates,BOUNDARY GATE AND BARRIER (CONTRACTS) LTD,29/11/2023,Reactive Maintenance,1359.26
Estates,BOUNDARY GATE AND BARRIER (CONTRACTS) LTD,29/11/2023,Reactive Maintenance,983.08
Estates,BOUNDARY GATE AND BARRIER (CONTRACTS) LTD,20/12/2023,Reactive Maintenance,3172.50
Estates,BOUNDARY GATE AND BARRIER (CONTRACTS) LTD,20/12/2023,Reactive Maintenance,544.00
Estates,BOUNDARY GATE AND BARRIER (CONTRACTS) LTD,20/12/2023,Reactive Maintenance,937.44
Estates,BURTONWOOD GENERATOR AND SWITCHGEAR SERVICES LTD,29/11/2023,Reactive Maintenance,732.05
Estates,COLIN PICKERING & SONS,06/12/2023,Reactive Maintenance,1295.00
Estates,FEED IT GREEN LTD,01/11/2023,Reactive Maintenance,731.00
Estates G P,FIRE & SECURITY LTD,08/11/2023,Reactive Maintenance,3082.50
Estates G P,FIRE & SECURITY LTD,29/11/2023,Reactive Maintenance,750.00
Estates,HELIX ROOFING CONTRACTORS LTD,04/10/2023,Reactive Maintenance,2260.00
Estates,HELIX ROOFING CONTRACTORS LTD,25/10/2023,Reactive Maintenance,539.50
Estates,HELIX ROOFING CONTRACTORS LTD,22/11/2023,Reactive Maintenance,2695.00
Estates K,BARRY AND SON,06/12/2023,Reactive Maintenance,630.00
Estates,KDE LTD,18/10/2023,Reactive Maintenance,798.77
Estates,KDE LTD,18/10/2023,Reactive Maintenance,1296.55
Estates,KDE LTD,18/10/2023,Reactive Maintenance,992.10
Estates,KDE LTD,25/10/2023,Reactive Maintenance,610.00
Estates,KDE LTD,25/10/2023,Reactive Maintenance,694.68
Estates,KDE LTD,01/11/2023,Reactive Maintenance,587.90
Estates,KDE LTD,08/11/2023,Reactive Maintenance,692.70
Estates,KDE LTD,15/11/2023,Reactive Maintenance,587.56
Estates,KDE LTD,29/11/2023,Reactive Maintenance,986.61
Estates,KDE LTD,13/12/2023,Reactive Maintenance,780.91
Estates,KDE LTD,13/12/2023,Reactive Maintenance,1946.00
Estates,KDE LTD,13/12/2023,Reactive Maintenance,626.68
Estates,KDE LTD,13/12/2023,Reactive Maintenance,631.61
Estates,KDE LTD,20/12/2023,Reactive Maintenance,563.80
Estates,KDE LTD,20/12/2023,Reactive Maintenance,639.36
Estates,KDE LTD,20/12/2023,Reactive Maintenance,1527.15
Estates P S I,(RESOURCES) LTD,25/10/2023,Reactive Maintenance,1465.00
Estates P S I,(RESOURCES) LTD,25/10/2023,Reactive Maintenance,920.00
Estates P S I,(RESOURCES) LTD,25/10/2023,Reactive Maintenance,1465.00
Estates P S I,(RESOURCES) LTD,25/10/2023,Reactive Maintenance,2970.00
Estates P S I,(RESOURCES) LTD,01/11/2023,Reactive Maintenance,2090.00
Estates P S I,(RESOURCES) LTD,29/11/2023,Reactive Maintenance,2448.00
Estates P S I,(RESOURCES) LTD,06/12/2023,Reactive Maintenance,1870.00
Estates P S I,(RESOURCES) LTD,06/12/2023,Reactive Maintenance,3460.00
Estates P S I,(RESOURCES) LTD,06/12/2023,Reactive Maintenance,1080.00
Estates P S I,(RESOURCES) LTD,06/12/2023,Reactive Maintenance,1315.00
Estates,SURE MAINTENANCE LTD,11/10/2023,Reactive Maintenance,1558.18
Estates,SURE MAINTENANCE LTD,22/11/2023,Reactive Maintenance,570.41
Estates,SURE MAINTENANCE LTD,22/11/2023,Reactive Maintenance,914.98
Estates,SURE MAINTENANCE LTD,22/11/2023,Reactive Maintenance,507.75
Estates,SURE MAINTENANCE LTD,20/12/2023,Reactive Maintenance,824.24
Estates,TOTAL JETTING SERVICES LTD,08/11/2023,Reactive Maintenance,800.00
Estates,HARROW GREEN LTD,25/10/2023,Removal Costs,2023.43
Estates,HARROW GREEN LTD,25/10/2023,Removal Costs,663.90
Estates,HARROW GREEN LTD,06/12/2023,Removal Costs,643.10
Estates,HARROW GREEN LTD,20/12/2023,Removal Costs,1061.00
Estates,CHESHIRE FIRE AND RESCUE SERVICE,08/11/2023,Rent,10590.17
Estates,CHESHIRE FIRE AND RESCUE SERVICE,08/11/2023,Rent,3758.34
Estates,CHESHIRE FIRE AND RESCUE SERVICE,29/11/2023,Rent,7734.70
Estates,CHESHIRE WEST AND CHESTER COUNCIL (MAIN),25/10/2023,Rent,2000.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (MAIN),18/10/2023,Service Charge,1120.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (MAIN),15/11/2023,Service Charge,1120.00
Estates,CHESHIRE WEST AND CHESTER COUNCIL (MAIN),13/12/2023,Service Charge,1120.00
Estates,HARROW GREEN LTD,06/12/2023,Service Charge,51.45
Estates,CASTLE WATER LTD,15/11/2023,Water Services / Rates,36143.82
Facilities Management Contracts G P,FIRE & SECURITY LTD,01/11/2023,Building Maintenance - Day to Day,1183.33
Facilities Management Contracts G P,FIRE & SECURITY LTD,01/11/2023,Building Maintenance - Day to Day,1183.33
Facilities Management Contracts G P,FIRE & SECURITY LTD,01/11/2023,Building Maintenance - Day to Day,1183.33
Facilities Management Contracts,ECC ELECTRONIC ENGINEERING,01/11/2023,Contract Cleaning,1528.00
Facilities Management Contracts,ECC ELECTRONIC ENGINEERING,08/11/2023,Contract Cleaning,764.00
Facilities Management Contracts,ECC ELECTRONIC ENGINEERING,22/11/2023,Contract Cleaning,1528.00
Facilities Management Contracts,ECC ELECTRONIC ENGINEERING,29/11/2023,Contract Cleaning,764.00
Facilities Management Contracts,ECC ELECTRONIC ENGINEERING,20/12/2023,Contract Cleaning,1528.00
Facilities Management Contracts,GRESHAM OFFICE FURNITURE LTD,11/10/2023,Furniture,595.00
Facilities Management Contracts,GRESHAM OFFICE FURNITURE LTD,13/12/2023,Furniture,2023.00
Facilities Management Contracts,GRESHAM OFFICE FURNITURE LTD,13/12/2023,Furniture,832.80
Facilities Management Contracts,GRESHAM OFFICE FURNITURE LTD,13/12/2023,Furniture,595.00
Facilities Management Contracts,SHERRATT GROUP LTD,01/11/2023,Grounds Maintenance,1451.24
Facilities Management Contracts,SHERRATT GROUP LTD,29/11/2023,Grounds Maintenance,1451.24
Facilities Management Contracts,SHERRATT GROUP LTD,13/12/2023,Grounds Maintenance,1129.00
Facilities Management Contracts,SHERRATT GROUP LTD,20/12/2023,Grounds Maintenance,1451.24
Facilities Management Contracts,SHERRATT GROUP LTD,20/12/2023,Grounds Maintenance,928.00
Facilities Management Contracts,FALL ARREST SYSTEM TESTING UK LTD,12/10/2023,Planned Maintenance,14932.00
Facilities Management Contracts,FALL ARREST SYSTEM TESTING UK LTD,06/12/2023,Planned Maintenance,14932.00
Facilities Management Contracts,GEORGE JONES & SON (CONTRACTORS) LTD,20/12/2023,Planned Maintenance,10182.96
Facilities Management Contracts,HARROW GREEN LTD,13/12/2023,Planned Maintenance,873.82
Facilities Management Contracts,HARROW GREEN LTD,20/12/2023,Planned Maintenance,842.62
Facilities Management Contracts,HELIX ROOFING CONTRACTORS LTD,18/10/2023,Planned Maintenance,660.00
Facilities Management Contracts,HELIX ROOFING CONTRACTORS LTD,17/11/2023,Planned Maintenance,4130.30
Facilities Management Contracts,HELIX ROOFING CONTRACTORS LTD,13/12/2023,Planned Maintenance,4130.30
Facilities Management Contracts,KDE LTD,04/10/2023,Planned Maintenance,1996.61
Facilities Management Contracts,KDE LTD,18/10/2023,Planned Maintenance,1205.38
Facilities Management Contracts,KDE LTD,25/10/2023,Planned Maintenance,9597.27
Facilities Management Contracts,MAPLE SUNSCREENING LTD,08/11/2023,Planned Maintenance,1653.45
Facilities Management Contracts,SEDGLEY FLOORING SOLUTIONS LTD,20/12/2023,Planned Maintenance,3505.96
Facilities Management Contracts,SEDGLEY FLOORING SOLUTIONS LTD,20/12/2023,Planned Maintenance,9500.00
Facilities Support,ADECCO UK LTD,11/10/2023,Agency / Temp Staff,1216.88
Facilities Support,ADECCO UK LTD,25/10/2023,Agency / Temp Staff,1265.03
Facilities Support,ADECCO UK LTD,25/10/2023,Agency / Temp Staff,1216.88
Facilities Support,ADECCO UK LTD,01/11/2023,Agency / Temp Staff,1273.58
Facilities Support,ADECCO UK LTD,08/11/2023,Agency / Temp Staff,2433.76
Facilities Support,ADECCO UK LTD,29/11/2023,Agency / Temp Staff,1309.58
Facilities Support,ADECCO UK LTD,29/11/2023,Agency / Temp Staff,1277.83
Facilities Support,ADECCO UK LTD,13/12/2023,Agency / Temp Staff,1907.86
Facilities Support,ADECCO UK LTD,20/12/2023,Agency / Temp Staff,1272.23
Facilities Support,ADECCO UK LTD,20/12/2023,Agency / Temp Staff,1242.98
Facilities Support,ADECCO UK LTD,20/12/2023,Agency / Temp Staff,1309.13
Facilities Support,FITNESS WAREHOUSE LTD,15/11/2023,Building Maintenance - Day to Day,795.00
Facilities Support,FITNESS WAREHOUSE LTD,29/11/2023,Building Maintenance - Day to Day,795.00
Facilities Support,FULWOOD ROOFING SERVICING (NORTHERN) LTD,20/12/2023,Building Maintenance - Day to Day,8862.00
