Cost Centre,Supplier,Date,Account,Amount
Forensic Investigations,ABSOLUTE CALIBRATION LTD,06/03/2024,Maintenance Operation Equipment,640.00
Forensic Investigations,ABSOLUTE CALIBRATION LTD,06/03/2024,Postage Costs,27.60
Forensic Investigations,AGIITO LTD,29/01/2024,Hotel Accommodation,566.67
Forensic Investigations,AGIITO LTD,29/01/2024,Hotel Accommodation,378.54
Forensic Investigations,AGIITO LTD,26/03/2024,Hotel Accommodation,700.00
Forensic Investigations,AGIITO LTD,26/03/2024,Hotel Accommodation,583.33
Forensic Investigations,AGIITO LTD,26/03/2024,Hotel Accommodation,93.50
Forensic Investigations,AI TRAINING SERVICES LTD,14/02/2024,Maintenance Operation Equipment,1150.00
Forensic Investigations,BUNZL UK LTD,03/01/2024,SOC Consumables,602.28
Forensic Investigations,BUNZL UK LTD,03/01/2024,SOC Consumables,96.78
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,03/01/2024,Forensic Analysis,19909.90
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,03/01/2024,Forensic Analysis,11266.94
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,19/01/2024,Forensic Analysis,16569.30
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,29/01/2024,Forensic Analysis,1601.60
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,29/01/2024,Forensic Analysis,1188.71
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,07/02/2024,Forensic Analysis,13697.20
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,21/02/2024,Forensic Analysis,39568.47
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,21/02/2024,Forensic Analysis,1536.70
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,21/02/2024,Forensic Analysis,8804.02
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,06/03/2024,Forensic Analysis,13268.20
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,06/03/2024,Forensic Analysis,8362.90
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,26/03/2024,Forensic Analysis,5973.50
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,26/03/2024,Forensic Analysis,1117.60
Forensic Investigations,EUROFINS FORENSIC SERVICES LTD,26/03/2024,Forensic Analysis,36702.82
Forensic Investigations,KEY FORENSIC SERVICES LTD,03/01/2024,Forensic Analysis,1749.66
Forensic Investigations,KEY FORENSIC SERVICES LTD,03/01/2024,Forensic Analysis,2017.28
Forensic Investigations,KEY FORENSIC SERVICES LTD,12/01/2024,Forensic Analysis,601.64
Forensic Investigations,KEY FORENSIC SERVICES LTD,12/01/2024,Forensic Analysis,5463.45
Forensic Investigations,KEY FORENSIC SERVICES LTD,19/01/2024,Forensic Analysis,2371.22
Forensic Investigations,KEY FORENSIC SERVICES LTD,19/01/2024,Forensic Analysis,1970.22
Forensic Investigations,KEY FORENSIC SERVICES LTD,19/01/2024,Forensic Analysis,3308.70
Forensic Investigations,KEY FORENSIC SERVICES LTD,29/01/2024,Forensic Analysis,5986.02
Forensic Investigations,KEY FORENSIC SERVICES LTD,29/01/2024,Forensic Analysis,3008.65
Forensic Investigations,KEY FORENSIC SERVICES LTD,31/01/2024,Forensic Analysis,694.18
Forensic Investigations,KEY FORENSIC SERVICES LTD,31/01/2024,Forensic Analysis,4515.69
Forensic Investigations,KEY FORENSIC SERVICES LTD,07/02/2024,Forensic Analysis,7239.93
Forensic Investigations,KEY FORENSIC SERVICES LTD,07/02/2024,Forensic Analysis,6731.55
Forensic Investigations,KEY FORENSIC SERVICES LTD,14/02/2024,Forensic Analysis,6316.20
Forensic Investigations,KEY FORENSIC SERVICES LTD,14/02/2024,Forensic Analysis,1727.46
Forensic Investigations,KEY FORENSIC SERVICES LTD,14/02/2024,Forensic Analysis,5570.98
Forensic Investigations,KEY FORENSIC SERVICES LTD,14/02/2024,Forensic Analysis,3585.28
Forensic Investigations,KEY FORENSIC SERVICES LTD,21/02/2024,Forensic Analysis,2071.61
Forensic Investigations,KEY FORENSIC SERVICES LTD,21/02/2024,Forensic Analysis,7735.80
Forensic Investigations,KEY FORENSIC SERVICES LTD,28/02/2024,Forensic Analysis,1221.13
Forensic Investigations,KEY FORENSIC SERVICES LTD,28/02/2024,Forensic Analysis,1994.82
Forensic Investigations,KEY FORENSIC SERVICES LTD,28/02/2024,Forensic Analysis,1984.76
Forensic Investigations,KEY FORENSIC SERVICES LTD,06/03/2024,Forensic Analysis,2011.38
Forensic Investigations,KEY FORENSIC SERVICES LTD,06/03/2024,Forensic Analysis,1742.80
Forensic Investigations,KEY FORENSIC SERVICES LTD,06/03/2024,Forensic Analysis,5908.62
Forensic Investigations,KEY FORENSIC SERVICES LTD,13/03/2024,Forensic Analysis,5850.23
Forensic Investigations,KEY FORENSIC SERVICES LTD,13/03/2024,Professional Fees,90.45
Forensic Investigations,KEY FORENSIC SERVICES LTD,13/03/2024,Forensic Analysis,4713.63
Forensic Investigations,KEY FORENSIC SERVICES LTD,20/03/2024,Forensic Analysis,3026.23
Forensic Investigations,KEY FORENSIC SERVICES LTD,20/03/2024,Forensic Analysis,6675.79
Forensic Investigations,KEY FORENSIC SERVICES LTD,26/03/2024,Forensic Analysis,3712.75
Forensic Investigations,KEY FORENSIC SERVICES LTD,26/03/2024,Forensic Analysis,6670.20
Forensic Investigations,KEY FORENSIC SERVICES LTD,26/03/2024,Professional Fees,525.99
Forensic Investigations,ORCHID CELLMARK LTD,03/01/2024,Forensic Analysis,1144.00
Forensic Investigations,ORCHID CELLMARK LTD,03/01/2024,Electronic Forensics,2806.76
Forensic Investigations,ORCHID CELLMARK LTD,03/01/2024,Forensic Analysis,8447.01
Forensic Investigations,ORCHID CELLMARK LTD,03/01/2024,Forensic Analysis,990.00
Forensic Investigations,ORCHID CELLMARK LTD,03/01/2024,Forensic Analysis,1974.50
Forensic Investigations,ORCHID CELLMARK LTD,03/01/2024,Forensic Analysis,3884.21
Forensic Investigations,ORCHID CELLMARK LTD,12/01/2024,Forensic Analysis,553.30
Forensic Investigations,ORCHID CELLMARK LTD,12/01/2024,Forensic Analysis,1820.50
Forensic Investigations,ORCHID CELLMARK LTD,12/01/2024,Forensic Analysis,1868.90
Forensic Investigations,ORCHID CELLMARK LTD,12/01/2024,Forensic Analysis,682.00
Forensic Investigations,ORCHID CELLMARK LTD,19/01/2024,Forensic Analysis,2759.46
Forensic Investigations,ORCHID CELLMARK LTD,19/01/2024,Professional Fees,491.70
Forensic Investigations,ORCHID CELLMARK LTD,19/01/2024,Forensic Analysis,990.00
Forensic Investigations,ORCHID CELLMARK LTD,19/01/2024,Forensic Analysis,7524.00
Forensic Investigations,ORCHID CELLMARK LTD,19/01/2024,Forensic Analysis,7012.94
Forensic Investigations,ORCHID CELLMARK LTD,29/01/2024,Professional Fees,544.50
Forensic Investigations,ORCHID CELLMARK LTD,29/01/2024,Forensic Analysis,1881.00
Forensic Investigations,ORCHID CELLMARK LTD,29/01/2024,Forensic Analysis,2020.70
Forensic Investigations,ORCHID CELLMARK LTD,29/01/2024,Forensic Analysis,3306.16
Forensic Investigations,ORCHID CELLMARK LTD,29/01/2024,Forensic Analysis,3643.20
Forensic Investigations,ORCHID CELLMARK LTD,31/01/2024,Forensic Analysis,1705.00
Forensic Investigations,ORCHID CELLMARK LTD,31/01/2024,Forensic Analysis,132.00
Forensic Investigations,ORCHID CELLMARK LTD,07/02/2024,Forensic Analysis,1408.00
Forensic Investigations,ORCHID CELLMARK LTD,07/02/2024,Forensic Analysis,731.50
Forensic Investigations,ORCHID CELLMARK LTD,07/02/2024,Forensic Analysis,3602.83
Forensic Investigations,ORCHID CELLMARK LTD,07/02/2024,Forensic Analysis,3566.20
Forensic Investigations,ORCHID CELLMARK LTD,07/02/2024,Forensic Analysis,3214.53
Forensic Investigations,ORCHID CELLMARK LTD,14/02/2024,Forensic Analysis,1133.00
Forensic Investigations,ORCHID CELLMARK LTD,14/02/2024,Forensic Analysis,1705.00
Forensic Investigations,ORCHID CELLMARK LTD,14/02/2024,Forensic Analysis,1779.80
Forensic Investigations,ORCHID CELLMARK LTD,14/02/2024,Forensic Analysis,9829.16
Forensic Investigations,ORCHID CELLMARK LTD,14/02/2024,Forensic Analysis,781.00
Forensic Investigations,ORCHID CELLMARK LTD,14/02/2024,Forensic Analysis,1047.20
Forensic Investigations,ORCHID CELLMARK LTD,21/02/2024,Forensic Analysis,3351.70
Forensic Investigations,ORCHID CELLMARK LTD,21/02/2024,Forensic Analysis,1806.20
Forensic Investigations,ORCHID CELLMARK LTD,28/02/2024,Forensic Analysis,3964.95
Forensic Investigations,ORCHID CELLMARK LTD,28/02/2024,Forensic Analysis,5849.03
Forensic Investigations,ORCHID CELLMARK LTD,28/02/2024,Forensic Analysis,1082.40
Forensic Investigations,ORCHID CELLMARK LTD,06/03/2024,Forensic Analysis,830.50
Forensic Investigations,ORCHID CELLMARK LTD,06/03/2024,Forensic Analysis,4712.95
Forensic Investigations,ORCHID CELLMARK LTD,06/03/2024,Forensic Analysis,4875.06
Forensic Investigations,ORCHID CELLMARK LTD,06/03/2024,Forensic Analysis,840.40
Forensic Investigations,ORCHID CELLMARK LTD,06/03/2024,Forensic Analysis,1699.42
Forensic Investigations,ORCHID CELLMARK LTD,06/03/2024,Forensic Analysis,535.70
Forensic Investigations,ORCHID CELLMARK LTD,06/03/2024,Forensic Analysis,990.00
Forensic Investigations,ORCHID CELLMARK LTD,06/03/2024,Forensic Analysis,973.06
Forensic Investigations,ORCHID CELLMARK LTD,20/03/2024,Forensic Analysis,1488.30
Forensic Investigations,ORCHID CELLMARK LTD,20/03/2024,Forensic Analysis,1474.00
Forensic Investigations,ORCHID CELLMARK LTD,20/03/2024,Forensic Analysis,2097.70
Forensic Investigations,ORCHID CELLMARK LTD,20/03/2024,Forensic Analysis,594.00
Forensic Investigations,ORCHID CELLMARK LTD,20/03/2024,Forensic Analysis,2975.50
Forensic Investigations,ORCHID CELLMARK LTD,20/03/2024,Forensic Analysis,6143.83
Forensic Investigations,ORCHID CELLMARK LTD,26/03/2024,Forensic Analysis,523.05
Forensic Investigations,ORCHID CELLMARK LTD,26/03/2024,Forensic Analysis,5413.10
Forensic Investigations,ORCHID CELLMARK LTD,26/03/2024,Forensic Analysis,3412.20
Forensic Investigations,ORCHID CELLMARK LTD,26/03/2024,Forensic Analysis,1126.40
Forensic Investigations,POLICE AND CRIME COMMISSIONER FOR LANCASHIRE,21/02/2024,Other Partnerships,33944.00
Forensic Investigations,SCENEPRO LTD,13/03/2024,Maintenance Operation Equipment,3928.00
Forensic Investigations,SPECIALIST COMPUTER CENTRES PLC,31/01/2024,Hardware - purchase,1161.75
Forensic Investigations,SPECIALIST COMPUTER CENTRES PLC,31/01/2024,Hardware - purchase,7.50
Forensic Investigations,WA PRODUCTS (UK) LTD T/A SCENESAFE,21/02/2024,Specialist Equipment,542.40
Forensic Investigations,WA PRODUCTS (UK) LTD T/A SCENESAFE,21/02/2024,DNA Sampling,2300.00
Forensic Investigations,WA PRODUCTS (UK) LTD T/A SCENESAFE,26/03/2024,DNA Sampling,2300.00
HR Operations,AGIITO LTD,06/03/2024,Public Transport & Parking,63.80
HR Operations,CHESHIRE CONSTABULARY JOINT BRANCH FUND,28/02/2024,Professional Fees,2646.02
HR Operations,CLARITY 4D LTD,06/03/2024,External Training Courses,3000.00
HR Operations,COGNACITY HEALTH LTD,20/03/2024,Professional Fees,1000.00
HR Operations,COLLEGE OF POLICING,31/01/2024,Professional Fees,10120.00
HR Operations,DURADIAMOND HEALTHCARE LTD T/A HEATH PARTNERS,03/01/2024,Occupational Health Employee Costs,7115.54
HR Operations,FEEL BRAVE PTY LTD,26/01/2024,Professional Fees,699.00
HR Operations,MIDDLEWICH COMMUNITY CHURCH,06/03/2024,External Training Courses,537.00
HR Operations,NORTH WEST EMPLOYERS,26/03/2024,External Training Courses,1690.00
HR Operations,NORTH WEST POLICE BENEVOLENT FUND,28/02/2024,Other Medical Costs,1390.00
HR Operations,OCS FOOD CO LTD,29/01/2024,Contract Catering,709.65
HR Operations,OCS FOOD CO LTD,28/02/2024,Contract Catering,26.90
HR Operations,OCS FOOD CO LTD,28/02/2024,Contract Catering,518.95
HR Operations,OCS FOOD CO LTD,26/03/2024,Contract Catering,830.70
HR Operations,POLICE AND CRIME COMMISSIONER FOR DORSET,13/03/2024,Professional Fees,1640.00
HR Operations,SLI.DO S.R.O,20/03/2024,External Training Courses,3000.00
HR Operations,SME HCI LTD,12/01/2024,Counselling,10226.66
HR Operations,SPECIALIST COMPUTER CENTRES PLC,12/01/2024,Professional Fees,85.19
HR Operations,SPECIALIST COMPUTER CENTRES PLC,12/01/2024,Professional Fees,831.89
HR Operations,SPECIALIST COMPUTER CENTRES PLC,07/02/2024,Professional Fees,7.50
HR Operations,SPECIALIST COMPUTER CENTRES PLC,07/02/2024,Professional Fees,564.75
HR Operations,SPECIALIST COMPUTER CENTRES PLC,07/02/2024,Professional Fees,7.50
HR Operations,SPECIALIST COMPUTER CENTRES PLC,07/02/2024,Professional Fees,564.75
HR Operations,SPECIALIST COMPUTER CENTRES PLC,28/02/2024,Professional Fees,26.91
HR Operations,SPECIALIST COMPUTER CENTRES PLC,28/02/2024,Professional Fees,85.19
HR Operations,SPECIALIST COMPUTER CENTRES PLC,28/02/2024,Professional Fees,839.76
HR Operations,XPS ADMINISTRATION LTD,03/01/2024,Consortium service - Pensions,12010.25
HR Operations,XPS ADMINISTRATION LTD,12/01/2024,Consortium service - Pensions,12010.25
HR Operations,XPS ADMINISTRATION LTD,07/02/2024,Consortium service - Pensions,12010.25
HR Operations,XPS ADMINISTRATION LTD,13/03/2024,Consortium service - Pensions,1867.00
HR Operations,XPS ADMINISTRATION LTD,13/03/2024,Consortium service - Pensions,12010.25
HR Operations,XPS ADMINISTRATION LTD,26/03/2024,Consortium service - Pensions,77039.00
HR Operations,XPS ADMINISTRATION LTD,26/03/2024,Consortium service - Pensions,869.20
In-Car ANPR/Video Refresh - Alliance Vehicles,INTOMOVE LTD,28/02/2024,Non IT Equipment,4703.06
In-Car ANPR/Video Refresh - Alliance Vehicles,SPECIALIST COMPUTER CENTRES PLC,06/03/2024,Non IT Equipment,20090.00
In-Car ANPR/Video Refresh - Cheshire Vehicles,INTOMOVE LTD,21/02/2024,Vehicles - Road,2934.00
In-Car ANPR/Video Refresh - Cheshire Vehicles,INTOMOVE LTD,13/03/2024,Vehicles - Road,5542.12
In-Car ANPR/Video Refresh - Cheshire Vehicles,SPECIALIST COMPUTER CENTRES PLC,13/03/2024,Non IT Equipment,150675.00
Information and Technology,AGIITO LTD,03/01/2024,Public Transport & Parking,34.70
Information and Technology,AGIITO LTD,03/01/2024,Public Transport & Parking,293.90
Information and Technology,AGIITO LTD,03/01/2024,Public Transport & Parking,398.60
Information and Technology,AGIITO LTD,29/01/2024,Hotel Accommodation,97.07
Information and Technology,AGIITO LTD,21/02/2024,Hotel Accommodation,97.08
Information and Technology,AGIITO LTD,06/03/2024,Public Transport & Parking,348.60
Information and Technology,ANYWHERE SIM LTD,14/02/2024,Other Voice & Data,900.00
Information and Technology,BRITISH TELECOMMUNICATIONS PLC (GLOBAL SERV),12/01/2024,Fixed Telephone Call Charges & Line Rental,541.66
Information and Technology,BRITISH TELECOMMUNICATIONS PLC (GLOBAL SERV),19/01/2024,Fixed Telephone Call Charges & Line Rental,541.66
Information and Technology,BRITISH TELECOMMUNICATIONS PLC (GLOBAL SERV),21/02/2024,Fixed Telephone Call Charges & Line Rental,541.66
Information and Technology,BRITISH TELECOMMUNICATIONS PLC (TEL PAYMENT),03/01/2024,Telephony,1570.02
Information and Technology,BRITISH TELECOMMUNICATIONS PLC (TEL PAYMENT),12/01/2024,Fixed Telephone Call Charges & Line Rental,4950.00
Information and Technology,BRITISH TELECOMMUNICATIONS PLC (TEL PAYMENT),07/02/2024,Fixed Telephone Call Charges & Line Rental,4950.00
Information and Technology,BRITISH TELECOMMUNICATIONS PLC (TEL PAYMENT),13/03/2024,Fixed Telephone Call Charges & Line Rental,24750.00
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,815.75
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,675.00
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,1143.75
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,256.00
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,675.00
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,5512.50
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,398.50
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,2250.00
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,1143.75
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,815.75
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,815.75
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,900.00
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,562.50
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,2962.50
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,750.00
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,1143.75
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,3600.00
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,3600.00
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,815.75
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,4162.50
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,1143.75
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,8437.50
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,1143.75
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,1143.75
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,4162.50
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,815.75
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,815.75
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,815.75
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,7125.00
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,4162.50
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,1097.00
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,4162.50
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,1044.00
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,6187.50
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,815.75
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,815.75
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,4950.00
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,5512.50
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,3600.00
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,1143.75
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,815.75
Information and Technology,CAPITA BUSINESS SERVICES LTD (UPDATA),20/03/2024,Network Services,1097.00
Information and Technology,CGI IT UK LTD,03/01/2024,Other IT Costs,738.38
Information and Technology,CGI IT UK LTD,19/01/2024,Other IT Costs,25560.00
Information and Technology,CGI IT UK LTD,07/02/2024,Other IT Costs,1491.87
Information and Technology,CGI IT UK LTD,07/02/2024,Other IT Costs,3480.00
Information and Technology,CGI IT UK LTD,13/03/2024,Other IT Costs,1177.06
Information and Technology,CGI IT UK LTD,13/03/2024,Other IT Costs,3480.00
Information and Technology,CGI IT UK LTD,13/03/2024,Other IT Costs,707.81
Information and Technology,CIVICA UK LTD,19/01/2024,Other IT Costs,687.20
Information and Technology,CIVICA UK LTD,13/03/2024,Minor Systems,2166.20
Information and Technology,CIVICA UK LTD,13/03/2024,Minor Systems,2855.84
Information and Technology,CROWN COMPUTING LTD,28/02/2024,Software Licences,48860.00
Information and Technology,DATA PRO IT LTD,06/03/2024,Other Network Costs,600.00
Information and Technology,DATA PRO IT LTD,06/03/2024,Other Network Costs,250.00
Information and Technology,EE LTD (AIRTIME),03/01/2024,Mobile Phone Call Charges & Contract Cost,17002.89
Information and Technology,EE LTD (AIRTIME),03/01/2024,Mobile Phone Call Charges & Contract Cost,42.55
Information and Technology,EE LTD (AIRTIME),03/01/2024,Telephony,66.08
Information and Technology,EE LTD (AIRTIME),03/01/2024,Telephony,779.74
Information and Technology,EE LTD (AIRTIME),03/01/2024,Mobile Phone Call Charges & Contract Cost,935.96
Information and Technology,EE LTD (AIRTIME),31/01/2024,Mobile Phone Call Charges & Contract Cost,16994.89
Information and Technology,EE LTD (AIRTIME),31/01/2024,Mobile Phone Call Charges & Contract Cost,42.55
Information and Technology,EE LTD (AIRTIME),31/01/2024,Telephony,762.82
Information and Technology,EE LTD (AIRTIME),31/01/2024,Telephony,6.07
Information and Technology,EE LTD (AIRTIME),31/01/2024,Mobile Phone Call Charges & Contract Cost,934.76
Information and Technology,EE LTD (AIRTIME),06/03/2024,Telephony,754.51
Information and Technology,EE LTD (AIRTIME),06/03/2024,Mobile Phone Call Charges & Contract Cost,929.15
Information and Technology,EE LTD (AIRTIME),06/03/2024,Mobile Phone Call Charges & Contract Cost,16993.48
Information and Technology,EE LTD (EQUIPMENT),03/01/2024,Telephony,4343.70
Information and Technology,EE LTD (MAIN),31/01/2024,Telephony,2011.86
Information and Technology,EE LTD (MAIN),31/01/2024,Telephony,1382.94
Information and Technology,EE LTD (MAIN),31/01/2024,Telephony,1951.61
Information and Technology,FLEXERA SOFTWARE LTD,13/03/2024,Subscriptions,1680.80
Information and Technology,FLEXERA SOFTWARE LTD,13/03/2024,Subscriptions,1680.80
Information and Technology,GADGET GIANT LTD,21/02/2024,Hardware - purchase,8.00
Information and Technology,GADGET GIANT LTD,21/02/2024,Hardware - purchase,600.00
Information and Technology,GAMMA TELECOM HOLDINGS LTD,03/01/2024,Mobile Phone Call Charges & Contract Cost,3833.13
Information and Technology,GAMMA TELECOM HOLDINGS LTD,07/02/2024,Mobile Phone Call Charges & Contract Cost,3841.45
Information and Technology,GAMMA TELECOM HOLDINGS LTD,06/03/2024,Mobile Phone Call Charges & Contract Cost,3785.23
Information and Technology,IDOX SOFTWARE LTD,12/01/2024,Subscriptions,693.76
Information and Technology,INNAXYS LTD,28/02/2024,Subscriptions,6000.00
Information and Technology,INNAXYS LTD,28/02/2024,Subscriptions,9000.00
Information and Technology,INNAXYS LTD,28/02/2024,Subscriptions,2000.00
Information and Technology,INNAXYS LTD,28/02/2024,Subscriptions,3000.00
Information and Technology,INNAXYS LTD,28/02/2024,Subscriptions,2200.00
Information and Technology,INNAXYS LTD,28/02/2024,Subscriptions,11250.00
Information and Technology,INNAXYS LTD,28/02/2024,Subscriptions,22710.00
Information and Technology,INTRUDER SYSTEMS LTD,19/01/2024,Software Licences,3106.20
Information and Technology,JUMA COMMUNICATIONS LTD,13/03/2024,Radio / Airwave - Equipment,12.50
Information and Technology,JUMA COMMUNICATIONS LTD,13/03/2024,Radio / Airwave - Equipment,1540.00
Information and Technology,JUMA COMMUNICATIONS LTD,13/03/2024,Radio / Airwave - Equipment,2900.00
Information and Technology,MOTOROLA SOLUTIONS UK LTD,06/03/2024,Radio / Airwave - Equipment,443.70
Information and Technology,MOTOROLA SOLUTIONS UK LTD,06/03/2024,Radio / Airwave - Equipment,204.75
Information and Technology,MTI TECHNOLOGY LTD,14/02/2024,Contact Management,25549.93
Information and Technology,MTI TECHNOLOGY LTD,14/02/2024,Contact Management,11355.52
Information and Technology,MTI TECHNOLOGY LTD,26/03/2024,Contact Management,44750.00
Information and Technology,MTI TECHNOLOGY LTD,26/03/2024,Contact Management,89500.00
Information and Technology,NOMINET UK,21/02/2024,Network Services,5.00
Information and Technology,NOMINET UK,21/02/2024,Network Services,86.84
Information and Technology,NOMINET UK,21/02/2024,Network Services,863.38
Information and Technology,OLEEO PLC,28/02/2024,Minor Systems,46046.64
Information and Technology,POLICE AND CRIME COMMISSIONER FOR MERSEYSIDE,21/02/2024,Minor Systems,7450.00
Information and Technology,PRO DBA LTD,29/01/2024,Other IT Costs,997.50
Information and Technology,PRO DBA LTD,28/02/2024,Other IT Costs,1995.00
Information and Technology,PRO DBA LTD,26/03/2024,Other IT Costs,1995.00
Information and Technology,PROSPERON NETWORKS LTD,06/03/2024,Infrastructure Maintenance,6273.80
Information and Technology,PROSPERON NETWORKS LTD,06/03/2024,Infrastructure Maintenance,7248.50
Information and Technology,PROSPERON NETWORKS LTD,06/03/2024,Infrastructure Maintenance,1276.80
Information and Technology,PROSPERON NETWORKS LTD,06/03/2024,Infrastructure Maintenance,765.70
Information and Technology,PROSPERON NETWORKS LTD,06/03/2024,Infrastructure Maintenance,11643.20
Information and Technology,PROSPERON NETWORKS LTD,06/03/2024,Infrastructure Maintenance,3423.80
Information and Technology,PROSPERON NETWORKS LTD,06/03/2024,Infrastructure Maintenance,8458.80
Information and Technology,PURE IP LTD,29/01/2024,Telephony,2528.44
Information and Technology,PURE IP LTD,28/02/2024,Telephony,2399.84
Information and Technology,PURE IP LTD,26/03/2024,Telephony,2413.29
Information and Technology,RECIPERO LTD,20/03/2024,Minor Systems,7613.42
Information and Technology,RIPETITORE DOCALLBOOS,01/02/2024,Telephony,1310.00
Information and Technology,SECUREWORKS EUROPE LTD,13/03/2024,Other IT Costs,9989.54
Information and Technology,SOFTCAT PLC,19/01/2024,Contact Management,12499.20
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,03/01/2024,Software - purchase,12000.21
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,12/01/2024,Hardware - purchase,7.50
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,12/01/2024,Hardware - purchase,790.50
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,19/01/2024,Software Licences,24622.38
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,19/01/2024,Hardware - purchase,250.00
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,19/01/2024,Hardware - purchase,755.50
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,19/01/2024,Hardware - purchase,14.85
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,31/01/2024,Network Services,2329.73
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,31/01/2024,Network Services,190.96
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,31/01/2024,Network Services,286.45
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,31/01/2024,Software - purchase,5700.00
Information and Technology,SPECIALIST COMPUTER CENTRES PLC,14/02/2024,Software - purchase,5700.00
