Cost Centre,Supplier,Date,Account,Amount
Custody,BIDFOOD LTD,19/01/2024,Detained Persons - Meals / Refreshments,142.50
Custody,BIDFOOD LTD,19/01/2024,Detained Persons - Meals / Refreshments,240.40
Custody,BIDFOOD LTD,19/01/2024,Detained Persons - Meals / Refreshments,40.72
Custody,BIDFOOD LTD,19/01/2024,Detained Persons - Meals / Refreshments,27.75
Custody,BIDFOOD LTD,19/01/2024,Detained Persons - Meals / Refreshments,11.16
Custody,BIDFOOD LTD,07/02/2024,Detained Persons - Meals / Refreshments,13.18
Custody,BIDFOOD LTD,07/02/2024,Detained Persons - Meals / Refreshments,144.24
Custody,BIDFOOD LTD,07/02/2024,Detained Persons - Meals / Refreshments,158.25
Custody,BIDFOOD LTD,07/02/2024,Detained Persons - Meals / Refreshments,97.69
Custody,BIDFOOD LTD,07/02/2024,Detained Persons - Meals / Refreshments,273.05
Custody,BIDFOOD LTD,07/02/2024,Detained Persons - Meals / Refreshments,212.48
Custody,BIDFOOD LTD,07/02/2024,Detained Persons - Meals / Refreshments,47.50
Custody,BIDFOOD LTD,07/02/2024,Detained Persons - Meals / Refreshments,182.04
Custody,BIDFOOD LTD,07/02/2024,Detained Persons - Meals / Refreshments,82.50
Custody,BIDFOOD LTD,07/02/2024,Detained Persons - Meals / Refreshments,96.16
Custody,BIDFOOD LTD,07/02/2024,Detained Persons - Meals / Refreshments,34.32
Custody,BIDFOOD LTD,07/02/2024,Detained Persons - Meals / Refreshments,88.54
Custody,BIDFOOD LTD,07/02/2024,Detained Persons - Meals / Refreshments,19.00
Custody,BIDFOOD LTD,07/02/2024,Detained Persons - Meals / Refreshments,87.90
Custody,BIDFOOD LTD,07/02/2024,Detained Persons - Meals / Refreshments,424.96
Custody,BIDFOOD LTD,07/02/2024,Detained Persons - Meals / Refreshments,105.50
Custody,BIDFOOD LTD,07/02/2024,Detained Persons - Meals / Refreshments,33.92
Custody,BIDFOOD LTD,07/02/2024,Detained Persons - Meals / Refreshments,382.27
Custody,BIDFOOD LTD,07/02/2024,Detained Persons - Meals / Refreshments,38.00
Custody,BIDFOOD LTD,07/02/2024,Detained Persons - Meals / Refreshments,99.00
Custody,BIDFOOD LTD,07/02/2024,Detained Persons - Meals / Refreshments,180.30
Custody,BIDFOOD LTD,14/02/2024,Detained Persons - Meals / Refreshments,28.50
Custody,BIDFOOD LTD,14/02/2024,Detained Persons - Meals / Refreshments,148.50
Custody,BIDFOOD LTD,14/02/2024,Detained Persons - Meals / Refreshments,96.16
Custody,BIDFOOD LTD,14/02/2024,Detained Persons - Meals / Refreshments,218.44
Custody,BIDFOOD LTD,14/02/2024,Detained Persons - Meals / Refreshments,13.18
Custody,BIDFOOD LTD,14/02/2024,Detained Persons - Meals / Refreshments,38.26
Custody,BIDFOOD LTD,14/02/2024,Detained Persons - Meals / Refreshments,159.36
Custody,BIDFOOD LTD,14/02/2024,Detained Persons - Meals / Refreshments,52.75
Custody,BIDFOOD LTD,14/02/2024,Detained Persons - Meals / Refreshments,49.50
Custody,BIDFOOD LTD,14/02/2024,Detained Persons - Meals / Refreshments,33.92
Custody,BIDFOOD LTD,14/02/2024,Detained Persons - Meals / Refreshments,19.77
Custody,BIDFOOD LTD,14/02/2024,Detained Persons - Meals / Refreshments,38.26
Custody,BIDFOOD LTD,14/02/2024,Detained Persons - Meals / Refreshments,163.83
Custody,BIDFOOD LTD,14/02/2024,Detained Persons - Meals / Refreshments,159.36
Custody,BIDFOOD LTD,14/02/2024,Detained Persons - Meals / Refreshments,120.20
Custody,BIDFOOD LTD,28/02/2024,Detained Persons - Meals / Refreshments,96.16
Custody,BIDFOOD LTD,28/02/2024,Detained Persons - Meals / Refreshments,19.00
Custody,BIDFOOD LTD,28/02/2024,Detained Persons - Meals / Refreshments,159.36
Custody,BIDFOOD LTD,28/02/2024,Detained Persons - Meals / Refreshments,97.69
Custody,BIDFOOD LTD,28/02/2024,Detained Persons - Meals / Refreshments,13.18
Custody,BIDFOOD LTD,28/02/2024,Detained Persons - Meals / Refreshments,163.83
Custody,BIDFOOD LTD,28/02/2024,Detained Persons - Meals / Refreshments,99.00
Custody,BIDFOOD LTD,28/02/2024,Detained Persons - Meals / Refreshments,105.50
Custody,BIDFOOD LTD,28/02/2024,Detained Persons - Meals / Refreshments,28.50
Custody,BIDFOOD LTD,28/02/2024,Detained Persons - Meals / Refreshments,106.24
Custody,BIDFOOD LTD,28/02/2024,Detained Persons - Meals / Refreshments,33.33
Custody,BIDFOOD LTD,28/02/2024,Detained Persons - Meals / Refreshments,99.00
Custody,BIDFOOD LTD,28/02/2024,Detained Persons - Meals / Refreshments,163.83
Custody,BIDFOOD LTD,28/02/2024,Detained Persons - Meals / Refreshments,99.00
Custody,BIDFOOD LTD,28/02/2024,Detained Persons - Meals / Refreshments,28.50
Custody,BIDFOOD LTD,28/02/2024,Detained Persons - Meals / Refreshments,163.83
Custody,BIDFOOD LTD,28/02/2024,Detained Persons - Meals / Refreshments,120.20
Custody,BIDFOOD LTD,28/02/2024,Detained Persons - Meals / Refreshments,159.36
Custody,BIDFOOD LTD,28/02/2024,Detained Persons - Meals / Refreshments,50.88
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,33.33
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,25.64
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,159.36
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,47.50
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,99.00
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,180.30
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,52.75
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,218.44
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,38.26
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,198.00
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,76.52
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,327.66
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,13.18
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,159.36
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,66.66
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,57.00
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,33.92
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,180.30
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,105.50
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,25.64
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,66.66
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,218.44
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,47.50
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,105.50
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,180.30
Custody,BIDFOOD LTD,06/03/2024,Detained Persons - Meals / Refreshments,212.48
Custody,BIDFOOD LTD,13/03/2024,Detained Persons - Meals / Refreshments,180.30
Custody,BIDFOOD LTD,13/03/2024,Detained Persons - Meals / Refreshments,109.22
Custody,BIDFOOD LTD,13/03/2024,Detained Persons - Meals / Refreshments,106.24
Custody,BIDFOOD LTD,13/03/2024,Detained Persons - Meals / Refreshments,50.88
Custody,BIDFOOD LTD,13/03/2024,Detained Persons - Meals / Refreshments,38.26
Custody,BIDFOOD LTD,13/03/2024,Detained Persons - Meals / Refreshments,57.00
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,13.18
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,198.00
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,47.50
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,327.66
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,97.69
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,48.86
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,360.60
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,67.84
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,265.60
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,158.25
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,99.00
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,240.40
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,218.44
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,97.69
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,50.88
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,105.50
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,106.24
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,28.50
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,52.75
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,19.00
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,156.26
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,218.44
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,16.96
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,53.12
Custody,BIDFOOD LTD,26/03/2024,Detained Persons - Meals / Refreshments,49.50
Custody,CHARLES FELLOWS SUPPLIES LTD,03/01/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,03/01/2024,Detained Persons - Clothing,6.00
Custody,CHARLES FELLOWS SUPPLIES LTD,03/01/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,03/01/2024,Detained Persons - Clothing,9.00
Custody,CHARLES FELLOWS SUPPLIES LTD,03/01/2024,Detained Persons - Clothing,80.10
Custody,CHARLES FELLOWS SUPPLIES LTD,03/01/2024,Detained Persons - Clothing,80.10
Custody,CHARLES FELLOWS SUPPLIES LTD,03/01/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,03/01/2024,Detained Persons - Clothing,44.00
Custody,CHARLES FELLOWS SUPPLIES LTD,03/01/2024,Detained Persons - Clothing,80.10
Custody,CHARLES FELLOWS SUPPLIES LTD,03/01/2024,Detained Persons - Clothing,80.10
Custody,CHARLES FELLOWS SUPPLIES LTD,03/01/2024,Detained Persons - Clothing,6.00
Custody,CHARLES FELLOWS SUPPLIES LTD,03/01/2024,Detained Persons - Clothing,17.00
Custody,CHARLES FELLOWS SUPPLIES LTD,03/01/2024,Detained Persons - Clothing,18.00
Custody,CHARLES FELLOWS SUPPLIES LTD,03/01/2024,Detained Persons - Clothing,25.50
Custody,CHARLES FELLOWS SUPPLIES LTD,03/01/2024,Detained Persons - Clothing,9.00
Custody,CHARLES FELLOWS SUPPLIES LTD,03/01/2024,Detained Persons - Clothing,6.00
Custody,CHARLES FELLOWS SUPPLIES LTD,03/01/2024,Detained Persons - Clothing,45.00
Custody,CHARLES FELLOWS SUPPLIES LTD,03/01/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,426.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,568.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,35.50
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,568.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,71.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,568.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,13.35
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,53.40
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,22.50
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,6.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,30.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,53.40
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,6.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,4.20
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,106.80
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,71.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,13.35
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,133.50
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,26.70
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,80.10
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,71.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,8.50
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,8.40
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,80.10
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,106.80
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,45.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,9.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,160.20
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,6.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,6.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,18.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,8.40
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,60.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,160.20
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,106.80
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,53.40
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,160.20
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,160.20
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,80.10
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,45.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,80.10
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,160.20
Custody,CHARLES FELLOWS SUPPLIES LTD,12/01/2024,Detained Persons - Clothing,45.00
Custody,CHARLES FELLOWS SUPPLIES LTD,19/01/2024,Detained Persons - Clothing,53.40
Custody,CHARLES FELLOWS SUPPLIES LTD,19/01/2024,Detained Persons - Clothing,53.40
Custody,CHARLES FELLOWS SUPPLIES LTD,19/01/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,19/01/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,19/01/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,19/01/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,07/02/2024,Detained Persons - Clothing,6.75
Custody,CHARLES FELLOWS SUPPLIES LTD,07/02/2024,Detained Persons - Clothing,26.70
Custody,CHARLES FELLOWS SUPPLIES LTD,07/02/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,07/02/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,07/02/2024,Detained Persons - Clothing,89.75
Custody,CHARLES FELLOWS SUPPLIES LTD,07/02/2024,Detained Persons - Clothing,71.00
Custody,CHARLES FELLOWS SUPPLIES LTD,07/02/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,14/02/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,14/02/2024,Detained Persons - Clothing,359.00
Custody,CHARLES FELLOWS SUPPLIES LTD,14/02/2024,Detained Persons - Clothing,12.60
Custody,CHARLES FELLOWS SUPPLIES LTD,14/02/2024,Detained Persons - Clothing,6.00
Custody,CHARLES FELLOWS SUPPLIES LTD,14/02/2024,Detained Persons - Clothing,426.00
Custody,CHARLES FELLOWS SUPPLIES LTD,14/02/2024,Detained Persons - Clothing,10.20
Custody,CHARLES FELLOWS SUPPLIES LTD,14/02/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,14/02/2024,Detained Persons - Clothing,10.20
Custody,CHARLES FELLOWS SUPPLIES LTD,14/02/2024,Detained Persons - Clothing,8.40
Custody,CHARLES FELLOWS SUPPLIES LTD,14/02/2024,Detained Persons - Clothing,359.00
Custody,CHARLES FELLOWS SUPPLIES LTD,14/02/2024,Detained Persons - Clothing,18.00
Custody,CHARLES FELLOWS SUPPLIES LTD,14/02/2024,Detained Persons - Clothing,426.00
Custody,CHARLES FELLOWS SUPPLIES LTD,14/02/2024,Detained Persons - Clothing,18.00
Custody,CHARLES FELLOWS SUPPLIES LTD,14/02/2024,Detained Persons - Clothing,9.00
Custody,CHARLES FELLOWS SUPPLIES LTD,14/02/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,14/02/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,14/02/2024,Detained Persons - Clothing,426.00
Custody,CHARLES FELLOWS SUPPLIES LTD,14/02/2024,Detained Persons - Clothing,6.00
Custody,CHARLES FELLOWS SUPPLIES LTD,14/02/2024,Detained Persons - Clothing,1257.00
Custody,CHARLES FELLOWS SUPPLIES LTD,14/02/2024,Detained Persons - Clothing,61.20
Custody,CHARLES FELLOWS SUPPLIES LTD,21/02/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,21/02/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,21/02/2024,Detained Persons - Clothing,426.00
Custody,CHARLES FELLOWS SUPPLIES LTD,21/02/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,21/02/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,21/02/2024,Detained Persons - Clothing,33.75
Custody,CHARLES FELLOWS SUPPLIES LTD,21/02/2024,Detained Persons - Clothing,53.40
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,26.70
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,6.75
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,45.00
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,40.05
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,6.75
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,40.05
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,8.40
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,6.00
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,6.00
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,89.75
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,53.40
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,6.75
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,60.00
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,26.70
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,13.35
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,18.00
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,13.35
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,06/03/2024,Detained Persons - Clothing,80.10
Custody,CHARLES FELLOWS SUPPLIES LTD,13/03/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,13/03/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,13/03/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,13/03/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,20/03/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,20/03/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,20/03/2024,Detained Persons - Clothing,80.10
Custody,CHARLES FELLOWS SUPPLIES LTD,20/03/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,20/03/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,20/03/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,160.20
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,40.05
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,13.35
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,80.10
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,13.35
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,80.10
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,22.50
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,4.50
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,17.75
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,53.40
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,6.75
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,6.75
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,142.00
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,6.75
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,6.75
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,3.00
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,284.00
Custody,CHARLES FELLOWS SUPPLIES LTD,26/03/2024,Detained Persons - Clothing,53.40
