Updated,TT,Transaction Number,Amount,Ap/Ar ID,Ap/Ar ID(T),Period,Expense Area(T),Cipfa(T),Indflag(T)
02/10/2024,GI,3391832,£570.58,HC105573,Luston C P School Imprest,202507,Schools,Premises-Related Expenditure,No
02/10/2024,GI,3391832,"£1,092.20",HC105573,Luston C P School Imprest,202507,Schools,Supplies & Services,No
02/10/2024,GI,3391874,£935.47,HC101143,Brampton Abbotts CE School Imprest,202507,Schools,Supplies & Services,No
03/10/2024,GI,3392957,"£1,309.83",HC105091,Kington Primary School Imprest A/C,202507,Schools,Supplies & Services,No
03/10/2024,GI,3393562,"£1,220.00",HC113047,Redacted,202507,Safeguarding and Family Support,Supplies & Services,No
04/10/2024,GI,3393592,£750.00,HC133110,Redacted,202507,Adult Social Care and Housing,Supplies & Services,Yes
04/10/2024,GI,3393593,£750.00,HC134036,Redacted,202507,Adult Social Care and Housing,Supplies & Services,Yes
04/10/2024,GI,3393683,£514.15,HC129573,Redacted,202507,Safeguarding and Family Support,Third Party Payments,Yes
04/10/2024,GI,3393729,£551.40,HC126666,Redacted,202507,Safeguarding and Family Support,Third Party Payments,Yes
07/10/2024,GI,3393826,"£3,970.85",HC121175,Redacted,202507,Adult Social Care and Housing,Employees,No
07/10/2024,GI,3393826,"£35,340.61",HC121175,Redacted,202507,Safeguarding and Family Support,Employees,No
07/10/2024,GI,3393826,"£12,817.88",HC121175,Matrix SCM Ltd,202507,Adult Social Care and Housing,Employees,No
07/10/2024,GI,3393826,£666.40,HC121175,Matrix SCM Ltd,202507,Chief Executive's Office,Employees,No
07/10/2024,GI,3393826,"£1,554.30",HC121175,Matrix SCM Ltd,202507,Economy and Growth,Employees,No
07/10/2024,GI,3393826,"£1,603.50",HC121175,Matrix SCM Ltd,202507,Education and Commissioning,Employees,No
07/10/2024,GI,3393826,"£4,933.27",HC121175,Matrix SCM Ltd,202507,Governance and Legal Services,Employees,No
07/10/2024,GI,3393826,"£2,805.35",HC121175,Matrix SCM Ltd,202507,"Highways, Environment and Waste",Employees,No
07/10/2024,GI,3393826,"£8,423.09",HC121175,Matrix SCM Ltd,202507,"Performance, Quality Assurance and Safeguarding",Employees,No
07/10/2024,GI,3393826,"£82,879.87",HC121175,Matrix SCM Ltd,202507,Safeguarding and Family Support,Employees,No
08/10/2024,GI,3393987,£818.44,HC110058,St Francis Xavier School Imprest,202507,Schools,Supplies & Services,No
10/10/2024,GI,3394296,"£1,644.61",HC111399,Weobley County Primary School Imprest,202507,Schools,Supplies & Services,No
10/10/2024,GI,3394297,"£4,334.39",HC121175,Redacted,202507,Adult Social Care and Housing,Employees,No
10/10/2024,GI,3394297,"£33,183.57",HC121175,Redacted,202507,Safeguarding and Family Support,Employees,No
10/10/2024,GI,3394297,"£9,838.74",HC121175,Matrix SCM Ltd,202507,Adult Social Care and Housing,Employees,No
10/10/2024,GI,3394297,£666.40,HC121175,Matrix SCM Ltd,202507,Chief Executive's Office,Employees,No
10/10/2024,GI,3394297,"£2,509.09",HC121175,Matrix SCM Ltd,202507,Economy and Growth,Employees,No
10/10/2024,GI,3394297,"£1,603.50",HC121175,Matrix SCM Ltd,202507,Education and Commissioning,Employees,No
10/10/2024,GI,3394297,"£4,732.10",HC121175,Matrix SCM Ltd,202507,Governance and Legal Services,Employees,No
10/10/2024,GI,3394297,"£7,829.92",HC121175,Matrix SCM Ltd,202507,"Performance, Quality Assurance and Safeguarding",Employees,No
10/10/2024,GI,3394297,"£59,042.88",HC121175,Matrix SCM Ltd,202507,Safeguarding and Family Support,Employees,No
10/10/2024,GI,3394299,£488.12,HC123355,Redacted,202507,Adult Social Care and Housing,Supplies & Services,No
10/10/2024,GI,3394300,£511.96,HC103959,Redacted,202507,Adult Social Care and Housing,Supplies & Services,No
10/10/2024,GI,3394301,"£1,885.00",HC123715,Redacted,202507,Adult Social Care and Housing,Supplies & Services,No
11/10/2024,GI,3394414,"£2,618.73",HC125264,Herefordshire Pupil Referral Service (St David's Centre),202507,Schools,Supplies & Services,No
11/10/2024,GI,3394414,"£1,257.85",HC125264,Herefordshire Pupil Referral Service (St David's Centre),202507,Schools,Transport-Related Expenditure,No
11/10/2024,GI,3394490,£514.15,HC129573,Redacted,202507,Safeguarding and Family Support,Third Party Payments,Yes
11/10/2024,GI,3394491,"£1,118.89",HC129573,Redacted,202507,Safeguarding and Family Support,Third Party Payments,Yes
11/10/2024,GI,3394525,£720.00,HC133718,Redacted,202507,Safeguarding and Family Support,Supplies & Services,Yes
14/10/2024,GI,3394686,£460.20,HC111024,Trinity Primary School (Imprest/Petty Cash),202507,Schools,Supplies & Services,No
15/10/2024,GI,3394847,"£2,050.34",HC110073,St Josephs RC Primary School,202507,Schools,Supplies & Services,No
16/10/2024,GI,3394996,£420.00,HC103593,Growing Local Is Going Local Cic,202507,Holding Codes,Holding Codes,No
16/10/2024,GI,3394999,"£6,800.00",HC103593,Growing Local Is Going Local Cic,202507,Holding Codes,Holding Codes,No
16/10/2024,GI,3395000,"£3,960.00",HC103593,Growing Local Is Going Local Cic,202507,Holding Codes,Holding Codes,No
16/10/2024,GI,3395001,"£1,200.00",HC103593,Growing Local Is Going Local Cic,202507,Holding Codes,Holding Codes,No
16/10/2024,GI,3395002,"£3,468.00",HC103593,Growing Local Is Going Local Cic,202507,Holding Codes,Holding Codes,No
16/10/2024,GI,3395003,£648.00,HC103593,Growing Local Is Going Local Cic,202507,Holding Codes,Holding Codes,No
16/10/2024,GI,3395004,"£2,484.00",HC103593,Growing Local Is Going Local Cic,202507,Holding Codes,Holding Codes,No
16/10/2024,GI,3395005,"£7,410.00",HC103593,Growing Local Is Going Local Cic,202507,Holding Codes,Holding Codes,No
16/10/2024,GI,3395006,"£2,496.00",HC103593,Growing Local Is Going Local Cic,202507,Holding Codes,Holding Codes,No
16/10/2024,GI,3395819,"£9,091.45",HC111380,Welsh Water,202507,"Highways, Environment and Waste",Premises-Related Expenditure,No
16/10/2024,GI,3395821,£440.83,HC111475,Whitchurch Ce Primary (Imprest),202507,Schools,Premises-Related Expenditure,No
16/10/2024,GI,3395822,"£1,473.19",HC102068,Cradley Primary School Imprest,202507,Schools,Supplies & Services,No
16/10/2024,GI,3395823,£498.47,HC101118,Bosbury C E Primary Imprest,202507,Schools,Supplies & Services,No
16/10/2024,GI,3395824,"£50,000.00",HC127536,Wonde Ltd,202507,Strategic Finance,Supplies & Services,No
17/10/2024,GI,3395917,"£15,129.00",HC201005,NMiTE,202507,Holding Codes,Holding Codes,No
17/10/2024,GI,3395918,"£5,365.89",HC201005,NMiTE,202507,Holding Codes,Holding Codes,No
17/10/2024,GI,3397160,"£34,102.00",HC100109,HM Revenue & Customs,202507,Holding Codes,Holding Codes,No
17/10/2024,GI,3397266,"£1,602.97",HC107831,Much Marcle CE Primary School Imprest A/C,202507,Schools,Supplies & Services,No
18/10/2024,GI,3397360,"£3,002.63",HC121175,Redacted,202507,Adult Social Care and Housing,Employees,No
18/10/2024,GI,3397360,"£28,308.15",HC121175,Redacted,202507,Safeguarding and Family Support,Employees,No
18/10/2024,GI,3397360,"£15,794.58",HC121175,Matrix SCM Ltd,202507,Adult Social Care and Housing,Employees,No
18/10/2024,GI,3397360,£690.20,HC121175,Matrix SCM Ltd,202507,Chief Executive's Office,Employees,No
18/10/2024,GI,3397360,"£3,467.57",HC121175,Matrix SCM Ltd,202507,Economy and Growth,Employees,No
18/10/2024,GI,3397360,"£8,280.61",HC121175,Matrix SCM Ltd,202507,Governance and Legal Services,Employees,No
18/10/2024,GI,3397360,"£5,049.63",HC121175,Matrix SCM Ltd,202507,"Highways, Environment and Waste",Employees,No
18/10/2024,GI,3397360,"£6,643.58",HC121175,Matrix SCM Ltd,202507,"Performance, Quality Assurance and Safeguarding",Employees,No
18/10/2024,GI,3397360,"£84,538.82",HC121175,Matrix SCM Ltd,202507,Safeguarding and Family Support,Employees,No
18/10/2024,GI,3397362,£881.02,HC103672,Hampton Dene Primary Imprest A/C,202507,Schools,Supplies & Services,No
18/10/2024,GI,3397364,£780.76,HC108523,Pencombe C E Primary Imprest,202507,Schools,Supplies & Services,No
18/10/2024,GI,3397365,"£12,407.23",HC126356,Meadow Arts,202507,Holding Codes,Holding Codes,No
18/10/2024,GI,3397366,"£10,350.88",HC126356,Meadow Arts,202507,Holding Codes,Holding Codes,No
18/10/2024,GI,3397368,"£3,900.00",HC103593,Growing Local Is Going Local Cic,202507,Holding Codes,Holding Codes,No
18/10/2024,GI,3397369,"£3,060.00",HC103593,Growing Local Is Going Local Cic,202507,Holding Codes,Holding Codes,No
18/10/2024,GI,3397370,"£17,160.00",HC103593,Growing Local Is Going Local Cic,202507,Holding Codes,Holding Codes,No
