Updated,TT,Transaction Number,Amount,Ap/Ar ID,Ap/Ar ID(T),Period,Expense Area(T),Cipfa(T),Indflag(T)
02/08/2024,GI,3369704,4063,HC121175,Redacted,202505,Community Wellbeing - Director,Employees,No
02/08/2024,GI,3369704,39214.83,HC121175,Redacted,202505,Safeguarding and Family Support,Employees,No
02/08/2024,GI,3369704,6541.32,HC121175,Matrix SCM Ltd,202505,Community Wellbeing - Director,Employees,No
02/08/2024,GI,3369704,4258.46,HC121175,Matrix SCM Ltd,202505,Economy and Growth,Employees,No
02/08/2024,GI,3369704,2950.06,HC121175,Matrix SCM Ltd,202505,Governance and Legal Services,Employees,No
02/08/2024,GI,3369704,2805.7,HC121175,Matrix SCM Ltd,202505,"Highways, Environment and Waste",Employees,No
02/08/2024,GI,3369704,7666.65,HC121175,Matrix SCM Ltd,202505,"Performance, Quality Assurance and Safeguarding",Employees,No
02/08/2024,GI,3369704,79758.78,HC121175,Matrix SCM Ltd,202505,Safeguarding and Family Support,Employees,No
02/08/2024,GI,3369704,10094.87,HC121175,Matrix SCM Ltd,202505,Social Care Delivery,Employees,No
02/08/2024,GI,3369725,514.15,HC129573,Redacted,202505,Safeguarding and Family Support,Third Party Payments,Yes
02/08/2024,GI,3369775,543.06,HC133714,Redacted,202505,Safeguarding and Family Support,Third Party Payments,Yes
02/08/2024,GI,3369778,500,HC133713,Redacted,202505,Safeguarding and Family Support,Supplies & Services,Yes
06/08/2024,GI,3370466,2812.47,HC110073,St Josephs RC Primary School,202505,Schools,Supplies & Services,No
06/08/2024,GI,3370467,1730.52,HC111924,Bromyard Community Transport Ltd,202505,"Highways, Environment and Waste",Supplies & Services,No
06/08/2024,GI,3370468,2667.85,HC112080,CVS Ledbury & District (Ledbury Ring & Ride),202505,"Highways, Environment and Waste",Supplies & Services,No
06/08/2024,GI,3370469,2055.69,HC102478,Dore Community Transport,202505,"Highways, Environment and Waste",Supplies & Services,No
06/08/2024,GI,3370470,644.94,HC101381,Hay & District Dial a Ride,202505,"Highways, Environment and Waste",Supplies & Services,No
06/08/2024,GI,3370471,2774.97,HC103982,HVOSS,202505,"Highways, Environment and Waste",Supplies & Services,No
06/08/2024,GI,3370472,712.79,HC101379,Ross Country Cars,202505,"Highways, Environment and Waste",Supplies & Services,No
