Updated,TT,Transaction Number,Amount,Ap/Ar ID,Ap/Ar ID(T),Period,Expense Area(T),Cipfa(T),Individual Supplier(T)
12/12/2024,II,4200370,1357.78,HC110215,Storm Technologies Ltd,202509,Economy and Growth,Supplies & Services,No
12/12/2024,II,4200373,34640,HC133617,Redacted,202509,Adult Social Care and Housing,Supplies & Services,No
12/12/2024,II,4200380,904.2,HC100633,TFWRL,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
12/12/2024,II,4200382,794.35,HC100633,TFWRL,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
12/12/2024,II,4200385,535,HC129475,Marches Ground Maintenance,202509,Schools,Premises-Related Expenditure,No
12/12/2024,II,4200389,114769.54,HC134044,Tilbury Douglas Construction Ltd,202509,Children & Young People Capital,Capital Expenditure,No
12/12/2024,II,4200398,12219.74,HC133922,Hi-tec Joinery Products Ltd,202509,Community Wellbeing Transformation Board,Capital Expenditure,No
12/12/2024,II,4200399,4079.88,HC109775,Shaw Healthcare Ltd,202509,All Ages Commissioning,Employees,No
12/12/2024,II,4200402,3380,HC131556,Cathedral Cars Worcester Limited,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
12/12/2024,II,4200410,623.79,HC110034,Superstars School Services Ltd,202509,Schools,Supplies & Services,No
12/12/2024,II,4200413,678.5,HC131840,John Finch Computers Ltd,202509,Schools,Supplies & Services,No
16/12/2024,II,4200414,750,HC105933,Mayglothling Waste  Disposal Ltd,202509,Strategic Assets,Third Party Payments,No
12/12/2024,II,4200418,6557.5,HC108725,Pontrilas Developments Ltd,202509,Strategic Assets,Premises-Related Expenditure,No
12/12/2024,II,4200425,1140,HC129124,Redacted,202509,Safeguarding and Family Support,Third Party Payments,No
12/12/2024,II,4200426,2445,HC118406,Reflexion Care Group Limited,202509,Safeguarding and Family Support,Third Party Payments,No
12/12/2024,II,4200429,1087,HC132625,Sport Works Ltd,202509,Safeguarding and Family Support,Third Party Payments,No
24/12/2024,II,4200430,559.54,HC101213,Bristow & Sutor,202509,Corporate,Supplies & Services,No
12/12/2024,II,4200431,3075,HC111515,The National Association for AONBs,202509,"Highways, Environment and Waste",Supplies & Services,No
12/12/2024,II,4200432,9847,HC108725,Pontrilas Developments Ltd,202509,Strategic Assets,Premises-Related Expenditure,No
12/12/2024,II,4200433,25784.31,HC105236,Leading Edge Turbines Ltd,202509,Economic Development Delivery Board,Capital Expenditure,No
12/12/2024,II,4200434,1368.96,HC120924,Euclid Limited,202509,"Highways, Environment and Waste",Third Party Payments,No
12/12/2024,II,4200439,1340.62,HC132367,Clinically Clean Services Ltd t/a Cliniclean,202509,Schools,Premises-Related Expenditure,No
12/12/2024,II,4200440,792,HC108174,Oaker Wood Leisure Ltd,202509,Schools,Supplies & Services,No
13/12/2024,II,4200447,730,HC106128,D & T Engineering Ltd,202509,Strategic Assets,Third Party Payments,No
12/12/2024,II,4200448,1008,HC132624,The Endorphins Group,202509,Safeguarding and Family Support,Supplies & Services,No
12/12/2024,II,4200449,432,HC132624,The Endorphins Group,202509,Safeguarding and Family Support,Third Party Payments,No
12/12/2024,II,4200451,432,HC132624,The Endorphins Group,202509,Safeguarding and Family Support,Supplies & Services,No
12/12/2024,II,4200452,792,HC132624,The Endorphins Group,202509,Safeguarding and Family Support,Third Party Payments,No
12/12/2024,II,4200453,432,HC132624,The Endorphins Group,202509,Safeguarding and Family Support,Third Party Payments,No
13/12/2024,II,4200455,1250,HC131593,Olivia Kirkbride,202509,Governance and Legal Services,Supplies & Services,No
12/12/2024,II,4200456,4950,HC134255,Ideal Heat Solutions,202509,Strategic Assets,Third Party Payments,No
12/12/2024,II,4200457,1590,HC134255,Ideal Heat Solutions,202509,Strategic Assets,Third Party Payments,No
12/12/2024,II,4200458,8574,HC134255,Ideal Heat Solutions,202509,Strategic Assets,Third Party Payments,No
20/12/2024,II,4200459,2083.34,HC110129,Stanton King Associates Ltd,202509,Strategic Assets,Premises-Related Expenditure,No
12/12/2024,II,4200460,35916.15,HC101855,Cld Youth Counselling Trust,202509,"Performance, Quality Assurance and Safeguarding",Transfer Payments,No
12/12/2024,II,4200461,33472.84,HC133796,The Riverside at Aymestrey,202509,Economic Development Delivery Board,Capital Expenditure,No
12/12/2024,II,4200463,2697.45,HC101060,Blue Line Taxis,202509,Education and Commissioning,Transport-Related Expenditure,No
12/12/2024,II,4200464,1422.56,HC101060,Blue Line Taxis,202509,Education and Commissioning,Transport-Related Expenditure,No
12/12/2024,II,4200466,4179.62,HC101060,Blue Line Taxis,202509,Education and Commissioning,Transport-Related Expenditure,No
12/12/2024,II,4200467,2614.78,HC101060,Blue Line Taxis,202509,Education and Commissioning,Transport-Related Expenditure,No
12/12/2024,II,4200468,3660.92,HC101060,Blue Line Taxis,202509,Education and Commissioning,Transport-Related Expenditure,No
12/12/2024,II,4200469,3556.42,HC101060,Blue Line Taxis,202509,Education and Commissioning,Transport-Related Expenditure,No
12/12/2024,II,4200470,1454.4,HC122739,Elite Catering,202509,Schools,Supplies & Services,No
12/12/2024,II,4200473,1492.8,HC122739,Elite Catering,202509,Schools,Supplies & Services,No
12/12/2024,II,4200474,2531.18,HC101060,Blue Line Taxis,202509,Education and Commissioning,Transport-Related Expenditure,No
12/12/2024,II,4200476,4874.26,HC101060,Blue Line Taxis,202509,Education and Commissioning,Transport-Related Expenditure,No
12/12/2024,II,4200485,31361.66,HC130420,Pure-Studios,202509,Economic Development Delivery Board,Capital Expenditure,No
12/12/2024,II,4200486,11641.82,HC133955,Trek Kit (Hereford) Limited,202509,Economic Development Delivery Board,Capital Expenditure,No
12/12/2024,II,4200487,22000,HC134315,Irwin Mitchell LLP,202509,Community Wellbeing - Director,Supplies & Services,No
12/12/2024,II,4200489,4637.5,HC100090,A J Watkins,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
12/12/2024,II,4200490,1191.41,HC125406,Allied Publicity Services (Manchester) Limited,202509,"Transformation, PMO and Performance",Supplies & Services,No
12/12/2024,II,4200493,1120,HC107876,Jactall Ltd T/A Nick Maddy Coaches,202509,Adult Social Care and Housing,Transport-Related Expenditure,No
12/12/2024,II,4200495,3443,HC133879,Wyeplay,202509,Economy and Growth,Transfer Payments,No
16/12/2024,II,4200498,2185.16,HC101639,Central Roofing & Building Services Ltd,202509,Strategic Assets,Third Party Payments,No
12/12/2024,II,4200500,1793.77,HC125262,Orleton School Food CIC,202509,Schools,Supplies & Services,No
17/12/2024,II,4200505,10525.92,HC101639,Central Roofing & Building Services Ltd,202509,Children & Young People Capital,Capital Expenditure,No
23/12/2024,II,4200506,1801.3,HC101639,Central Roofing & Building Services Ltd,202509,Children & Young People Capital,Capital Expenditure,No
12/12/2024,II,4200510,700,HC202478,Sounds-Write Ltd,202509,Schools,Employees,No
12/12/2024,II,4200512,15334.61,HC129304,Wharton Farms Ltd,202509,Economic Development Delivery Board,Capital Expenditure,No
12/12/2024,II,4200514,7724.8,HC129185,Visicon Ltd,202509,Economy and Growth,Transfer Payments,No
12/12/2024,II,4200517,3564.9,HC130640,Redacted,202509,Safeguarding and Family Support,Supplies & Services,No
13/12/2024,II,4200518,1409.28,HC101060,Blue Line Taxis,202509,Education and Commissioning,Transport-Related Expenditure,No
13/12/2024,II,4200519,2719.66,HC101060,Blue Line Taxis,202509,Education and Commissioning,Transport-Related Expenditure,No
13/12/2024,II,4200520,1561.44,HC101060,Blue Line Taxis,202509,Education and Commissioning,Transport-Related Expenditure,No
13/12/2024,II,4200522,1255.14,HC101060,Blue Line Taxis,202509,Education and Commissioning,Transport-Related Expenditure,No
18/12/2024,II,4200523,1694.8,HC122677,Oral Health Foundation,202509,Public Health,Supplies & Services,No
13/12/2024,II,4200524,504,HC101060,Blue Line Taxis,202509,Adult Social Care and Housing,Transport-Related Expenditure,No
13/12/2024,II,4200525,5948.8,HC101060,Blue Line Taxis,202509,Education and Commissioning,Transport-Related Expenditure,No
13/12/2024,II,4200526,1857.3,HC101806,PEAC (UK) Ltd,202509,Schools,Supplies & Services,No
13/12/2024,II,4200528,1660,HC110250,RJ & RB Mailes,202509,Schools,Supplies & Services,No
13/12/2024,II,4200531,2808,HC125844,Schools'Mutual Sickness Cost Pooling Scheme,202509,Schools,Supplies & Services,No
13/12/2024,II,4200534,5100,HC116149,M & J Travel,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
13/12/2024,II,4200535,3400,HC116149,M & J Travel,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
13/12/2024,II,4200539,1080,HC111056,TES Global Limited,202509,Schools,Support Services,No
13/12/2024,II,4200545,585.13,HC130050,Teme Valley Electrcial Services Ltd,202509,Schools,Supplies & Services,No
13/12/2024,II,4200546,49388.41,HC125129,Redacted,202509,Safeguarding and Family Support,Third Party Payments,No
18/12/2024,II,4200547,1113.5,HC127022,Redacted,202509,Adult Social Care and Housing,Premises-Related Expenditure,No
13/12/2024,II,4200549,1290,HC124120,Bobby's Domestic Services Ltd,202509,Schools,Premises-Related Expenditure,No
16/12/2024,II,4200555,3665.1,HC132536,Miquill Catering Limited,202509,Schools,Supplies & Services,No
19/12/2024,II,4200559,6500,HC127543,McBains Limited,202509,Children & Young People Capital,Capital Expenditure,No
13/12/2024,II,4200563,937.94,HC101861,Clearview Cleaning Services,202509,Schools,Premises-Related Expenditure,No
13/12/2024,II,4200564,870,HC127104,Seesaw Learning Inc,202509,Schools,Supplies & Services,No
13/12/2024,II,4200565,559.33,HC108593,Peters Ltd,202509,Communities CW,Supplies & Services,No
18/12/2024,II,4200569,495,HC101309,Buchanans Coaches,202509,Schools,Transport-Related Expenditure,No
13/12/2024,II,4200572,1761.6,HC101060,Blue Line Taxis,202509,Safeguarding and Family Support,Transport-Related Expenditure,No
13/12/2024,II,4200574,495,HC106975,Hoople Group Ltd,202509,Strategic Assets,Supplies & Services,No
13/12/2024,II,4200577,3710,HC106582,Triple P UK Limited,202509,"Performance, Quality Assurance and Safeguarding",Employees,No
16/12/2024,II,4200579,695,HC110087,Commission Air Ltd,202509,Economy and Growth,Supplies & Services,No
13/12/2024,II,4200581,480,HC100495,C M D Travel Hereford,202509,Schools,Transport-Related Expenditure,No
13/12/2024,II,4200582,430,HC100495,C M D Travel Hereford,202509,Schools,Transport-Related Expenditure,No
13/12/2024,II,4200584,472.3,HC131840,John Finch Computers Ltd,202509,Schools,Supplies & Services,No
13/12/2024,II,4200585,525,HC111473,Whitchurch & Ganarew GPC,202509,"Highways, Environment and Waste",Third Party Payments,No
13/12/2024,II,4200586,1319.89,HC108505,Pearson Education Ltd,202509,Schools,Supplies & Services,No
13/12/2024,II,4200591,4514.2,HC108361,Jones Coaches Ltd,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
13/12/2024,II,4200592,4255.81,HC108361,Jones Coaches Ltd,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
13/12/2024,II,4200593,3600,HC108361,Jones Coaches Ltd,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
13/12/2024,II,4200594,5872,HC108361,Jones Coaches Ltd,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
13/12/2024,II,4200595,6682,HC108361,Jones Coaches Ltd,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
17/12/2024,II,4200596,1363.6,HC126436,Herefordshire Community Foundation,202509,Public Health,Transfer Payments,No
13/12/2024,II,4200597,1363.6,HC126436,Herefordshire Community Foundation,202509,Public Health,Transfer Payments,No
13/12/2024,II,4200598,3500,HC100373,Architype Ltd,202509,Economy and Growth,Supplies & Services,No
13/12/2024,II,4200599,3500,HC100373,Architype Ltd,202509,Economy and Growth,Supplies & Services,No
13/12/2024,II,4200602,1500,HC122664,Systra Ltd,202509,"Highways, Environment and Waste",Third Party Payments,No
13/12/2024,II,4200603,30000,HC107876,Jactall Ltd T/A Nick Maddy Coaches,202509,"Highways, Environment and Waste",Third Party Payments,No
13/12/2024,II,4200604,3616.24,HC107876,Jactall Ltd T/A Nick Maddy Coaches,202509,"Highways, Environment and Waste",Third Party Payments,No
25/12/2024,II,4200605,480,HC106975,Hoople Group Ltd,202509,"Highways, Environment and Waste",Supplies & Services,No
19/12/2024,II,4200606,480,HC106975,Hoople Group Ltd,202509,"Highways, Environment and Waste",Supplies & Services,No
13/12/2024,II,4200612,2438.48,HC110958,TPG Disable Aids Ltd,202509,Community Wellbeing Transformation Board,Capital Expenditure,No
13/12/2024,II,4200616,1310,HC104879,K S Harris Transport,202509,Adult Social Care and Housing,Transport-Related Expenditure,No
13/12/2024,II,4200618,912,HC104284,Insight Direct (UK) Ltd,202509,Corporate Support Services,Supplies & Services,No
16/12/2024,II,4200633,495,HC106975,Hoople Group Ltd,202509,Strategic Assets,Supplies & Services,No
13/12/2024,II,4200634,624,HC130923,Minsterley Motors Ltd,202509,"Highways, Environment and Waste",Transport-Related Expenditure,No
13/12/2024,II,4200638,679.9,HC131840,John Finch Computers Ltd,202509,Schools,Supplies & Services,No
13/12/2024,II,4200641,919.26,HC109622,Sargeants Brothers Ltd,202509,"Highways, Environment and Waste",Third Party Payments,No
13/12/2024,II,4200644,6640.48,HC117989,Orbis Education & Care,202509,Dedicated Schools Grant,Supplies & Services,No
13/12/2024,II,4200645,6640.48,HC117989,Orbis Education & Care,202509,Dedicated Schools Grant,Supplies & Services,No
19/12/2024,II,4200646,558.45,HC126998,Coconnect Ltd,202509,Schools,Supplies & Services,No
13/12/2024,II,4200648,4806,HC125844,Schools'Mutual Sickness Cost Pooling Scheme,202509,Schools,Employees,No
13/12/2024,II,4200652,12006,HC121975,Penna Plc,202509,HR and Organisational Development,Third Party Payments,No
13/12/2024,II,4200656,700,HC107851,Hereford Diocesan Board of Finance,202509,Schools,Supplies & Services,No
13/12/2024,II,4200657,40939.75,HC109622,Sargeants Brothers Ltd,202509,"Highways, Environment and Waste",Third Party Payments,No
13/12/2024,II,4200664,1500,HC123382,Redacted,202509,Adult Social Care and Housing,Supplies & Services,No
13/12/2024,II,4200665,1500,HC123382,Redacted,202509,Adult Social Care and Housing,Supplies & Services,No
13/12/2024,II,4200666,1500,HC123382,Redacted,202509,Adult Social Care and Housing,Supplies & Services,No
13/12/2024,II,4200672,1500,HC123382,Redacted,202509,Adult Social Care and Housing,Supplies & Services,No
13/12/2024,II,4200673,1500,HC123382,Redacted,202509,Adult Social Care and Housing,Supplies & Services,No
13/12/2024,II,4200674,1500,HC123382,Redacted,202509,Adult Social Care and Housing,Supplies & Services,No
13/12/2024,II,4200675,1500,HC123382,Redacted,202509,Adult Social Care and Housing,Supplies & Services,No
23/12/2024,II,4200677,581.85,HC115329,Clubsport (Retail) Ltd,202509,Schools,Supplies & Services,No
19/12/2024,II,4200687,487.15,HC126998,Coconnect Ltd,202509,Schools,Supplies & Services,No
16/12/2024,II,4200693,579.93,HC118193,Bolinda UK Ltd,202509,Communities CW,Supplies & Services,No
19/12/2024,II,4200694,658,HC125959,Ignis Group Limited,202509,Strategic Assets,Third Party Payments,No
16/12/2024,II,4200698,569.37,HC111115,Ulverscroft Ltd,202509,Communities CW,Supplies & Services,No
16/12/2024,II,4200699,3155.85,HC112494,St Michael's Hospice,202509,Economy and Growth,Transfer Payments,No
16/12/2024,II,4200702,4263.93,HC126605,J&G Johnson Ltd T/A Mountain Perspective,202509,Economy and Growth,Supplies & Services,No
16/12/2024,II,4200711,636.7,HC131840,John Finch Computers Ltd,202509,Schools,Supplies & Services,No
16/12/2024,II,4200716,8658.33,HC133430,Mather and Company Limited,202509,Community Wellbeing Transformation Board,Capital Expenditure,No
16/12/2024,II,4200717,625,HC100664,Asdan Ltd,202509,Schools,Supplies & Services,No
19/12/2024,II,4200718,25767.5,HC132578,Evolve Home Energy Solutions,202509,Corporate Property Programme Board,Capital Expenditure,No
16/12/2024,II,4200720,750,HC127174,Avril Rushe,202509,Governance and Legal Services,Supplies & Services,No
16/12/2024,II,4200721,1500,HC124040,Metadatis Ltd,202509,Communities CW,Supplies & Services,No
23/12/2024,II,4200723,13106.67,HC109458,S C Joseph Ltd,202509,Children & Young People Capital,Capital Expenditure,No
18/12/2024,II,4200724,6719.49,HC104097,Hope For Children & Their Families Ltd,202509,Strategic Assets,Premises-Related Expenditure,No
16/12/2024,II,4200729,897.6,HC104194,IDN Supplies Ltd,202509,Schools,Supplies & Services,No
16/12/2024,II,4200733,445.8,HC131840,John Finch Computers Ltd,202509,Schools,Supplies & Services,No
16/12/2024,II,4200738,517,HC131840,John Finch Computers Ltd,202509,Schools,Supplies & Services,No
16/12/2024,II,4200740,33333.33,HC133235,Meadows Psychology Services Limited,202509,Central Childrens Directorate Costs,Third Party Payments,No
16/12/2024,II,4200742,10446.11,HC109769,Shaw Healthcare (Herefordshire) Ltd,202509,All Ages Commissioning,Supplies & Services,No
16/12/2024,II,4200743,605,HC132096,SITECH Support Ltd,202509,Schools,Supplies & Services,No
23/12/2024,II,4200749,3126.2,HC134255,Ideal Heat Solutions,202509,Strategic Assets,Third Party Payments,No
16/12/2024,II,4200752,1655.33,HC103888,Hereford Pedicabs Ltd,202509,Communities CW,Supplies & Services,No
16/12/2024,II,4200754,816,HC126424,Academy21,202509,Dedicated Schools Grant,Supplies & Services,No
16/12/2024,II,4200755,2565,HC120103,The Plynlimon Trust CIO-Horizon Training,202509,Dedicated Schools Grant,Supplies & Services,No
20/12/2024,II,4200756,650.54,HC131740,Smart Education Recruitment Ltd,202509,Dedicated Schools Grant,Supplies & Services,No
16/12/2024,II,4200760,2227.5,HC128726,Freeths LLP,202509,Governance and Legal Services,Supplies & Services,No
19/12/2024,II,4200762,1140,HC103129,Davies Management Associates,202509,Strategic Assets,Third Party Payments,No
16/12/2024,II,4200764,899.65,HC111941,Yorkshire Purchasing,202509,Schools,Premises-Related Expenditure,No
16/12/2024,II,4200767,1765.98,HC202574,Hanks' Meat and Game Ltd,202509,Schools,Supplies & Services,No
16/12/2024,II,4200769,761.28,HC124186,H & H Coaches Ltd,202509,Schools,Transport-Related Expenditure,No
16/12/2024,II,4200770,618.2,HC131091,Redacted,202509,Safeguarding and Family Support,Supplies & Services,Yes
16/12/2024,II,4200772,1512,HC200393,B & H Cars (Worcester) Ltd,202509,Adult Social Care and Housing,Transport-Related Expenditure,No
16/12/2024,II,4200775,450,HC202695,Stride Active (Herefordshire) CIC,202509,Schools,Supplies & Services,No
19/12/2024,II,4200785,11848.94,HC127328,Mace Limited,202509,Community Wellbeing Transformation Board,Capital Expenditure,No
16/12/2024,II,4200792,1660.8,HC200096,Catercater Limited,202509,Schools,Supplies & Services,No
16/12/2024,II,4200797,1406.44,HC202969,British Gas Trading Ltd (Lite),202509,Strategic Assets,Premises-Related Expenditure,No
16/12/2024,II,4200801,500,HC127231,Cross-Curricular Orienteering Ltd,202509,Schools,Supplies & Services,No
16/12/2024,II,4200804,700,HC116176,Forest Sport Education (Prostars),202509,Schools,Supplies & Services,No
16/12/2024,II,4200810,839.19,HC106071,Sharp Business Systems UK plc,202509,Schools,Supplies & Services,No
16/12/2024,II,4200812,960,HC202445,Nationwide School Uniforms,202509,Schools,Supplies & Services,No
16/12/2024,II,4200814,1112.36,HC106975,Hoople Group Ltd,202509,Schools,Supplies & Services,No
16/12/2024,II,4200821,10466.61,HC100385,Alliance In Partnership,202509,Schools,Supplies & Services,No
19/12/2024,II,4200822,2125,HC128258,Foundation Furniture Ltd,202509,Schools Devolved Capital,Capital Expenditure,No
17/12/2024,II,4200824,1260,HC124818,The Groundwork South Trust Ltd,202509,Schools,Supplies & Services,No
17/12/2024,II,4200830,6500,HC110711,National Trust,202509,"Highways, Environment and Waste",Supplies & Services,No
17/12/2024,II,4200832,5167,HC129906,Summer Hill Speech Therapy,202509,Schools,Support Services,No
18/12/2024,II,4200834,681.12,HC100385,Alliance In Partnership,202509,Schools,Supplies & Services,No
17/12/2024,II,4200838,1585,HC108604,PGL Travel Ltd,202509,Schools,Supplies & Services,No
17/12/2024,II,4200839,5000,HC107876,Jactall Ltd T/A Nick Maddy Coaches,202509,"Highways, Environment and Waste",Third Party Payments,No
17/12/2024,II,4200840,10905,HC109622,Sargeants Brothers Ltd,202509,"Highways, Environment and Waste",Third Party Payments,No
20/12/2024,II,4200841,49743,HC109622,Sargeants Brothers Ltd,202509,"Highways, Environment and Waste",Third Party Payments,No
17/12/2024,II,4200842,15586,HC111685,Yeomans Travel Ltd,202509,"Highways, Environment and Waste",Third Party Payments,No
17/12/2024,II,4200843,4751,HC111685,Yeomans Travel Ltd,202509,"Highways, Environment and Waste",Third Party Payments,No
17/12/2024,II,4200844,7757,HC111685,Yeomans Travel Ltd,202509,"Highways, Environment and Waste",Third Party Payments,No
17/12/2024,II,4200845,5879,HC111685,Yeomans Travel Ltd,202509,"Highways, Environment and Waste",Third Party Payments,No
19/12/2024,II,4200846,5172,HC103158,Hartmore Education Ltd (Formerly Marlowe Child & Family Services Ltd),202509,Dedicated Schools Grant,Supplies & Services,No
17/12/2024,II,4200848,8582.05,HC117989,Orbis Education & Care,202509,Dedicated Schools Grant,Supplies & Services,No
17/12/2024,II,4200849,17266.08,HC109972,South Gloucestershire Council,202509,Dedicated Schools Grant,Supplies & Services,No
17/12/2024,II,4200850,10342,HC117989,Orbis Education & Care,202509,Dedicated Schools Grant,Supplies & Services,No
17/12/2024,II,4200851,7995.01,HC117989,Orbis Education & Care,202509,Dedicated Schools Grant,Supplies & Services,No
17/12/2024,II,4200852,8016.13,HC117989,Orbis Education & Care,202509,Dedicated Schools Grant,Supplies & Services,No
17/12/2024,II,4200853,1050,HC132809,First Thought Care Ltd,202509,Dedicated Schools Grant,Supplies & Services,No
17/12/2024,II,4200854,1680,HC132809,First Thought Care Ltd,202509,Dedicated Schools Grant,Supplies & Services,No
18/12/2024,II,4200857,8794.17,HC108194,Octaga Security Services Ltd,202509,Strategic Assets,Third Party Payments,No
17/12/2024,II,4200858,468.75,HC127626,JNA Property Ltd,202509,Strategic Assets,Supplies & Services,No
19/12/2024,II,4200859,10382.84,HC108194,Octaga Security Services Ltd,202509,Strategic Assets,Third Party Payments,No
17/12/2024,II,4200860,786.79,HC132367,Clinically Clean Services Ltd t/a Cliniclean,202509,Schools,Premises-Related Expenditure,No
20/12/2024,II,4200863,3797,HC110117,Stagecoach Services Limited,202509,"Highways, Environment and Waste",Third Party Payments,No
17/12/2024,II,4200865,42600,HC111602,Worcestershire County Council Pension Fund,202509,Corporate,Employees,No
17/12/2024,II,4200870,27446.1,HC202907,AECOM Infrastructure & Environment UK Ltd,202509,Resources Capital,Capital Expenditure,No
17/12/2024,II,4200872,2967.9,HC202907,AECOM Infrastructure & Environment UK Ltd,202509,Major Infrastructure Programme Board,Capital Expenditure,No
17/12/2024,II,4200874,628,HC104882,K T Gooch,202509,Schools,Supplies & Services,No
17/12/2024,II,4200877,1800,HC202695,Stride Active (Herefordshire) CIC,202509,Schools,Supplies & Services,No
23/12/2024,II,4200880,130807.98,HC110403,Tarmac Trading Ltd,202509,Major Infrastructure Programme Board,Capital Expenditure,No
19/12/2024,II,4200881,6040.99,HC110403,Tarmac Trading Ltd,202509,Major Infrastructure Programme Board,Capital Expenditure,No
23/12/2024,II,4200882,12138.71,HC110403,Tarmac Trading Ltd,202509,Major Infrastructure Programme Board,Capital Expenditure,No
18/12/2024,II,4200883,48219.83,HC110403,Tarmac Trading Ltd,202509,Major Infrastructure Programme Board,Capital Expenditure,No
17/12/2024,II,4200884,537.5,HC202865,Merlin Entertainments (Sea Life) Ltd,202509,Schools,Supplies & Services,No
20/12/2024,II,4200886,4000,HC109622,Sargeants Brothers Ltd,202509,"Highways, Environment and Waste",Third Party Payments,No
18/12/2024,II,4200887,5737,HC107876,Jactall Ltd T/A Nick Maddy Coaches,202509,"Highways, Environment and Waste",Third Party Payments,No
18/12/2024,II,4200888,434.48,HC132342,The Farmhouse Kitchen,202509,Schools,Supplies & Services,No
18/12/2024,II,4200889,705.18,HC132342,The Farmhouse Kitchen,202509,Schools,Supplies & Services,No
18/12/2024,II,4200890,932,HC109345,Ross On Wye Town Council,202509,"Highways, Environment and Waste",Third Party Payments,No
18/12/2024,II,4200891,1398,HC109345,Ross On Wye Town Council,202509,"Highways, Environment and Waste",Third Party Payments,No
18/12/2024,II,4200892,4985,HC109345,Ross On Wye Town Council,202509,Economy and Growth,Transfer Payments,No
18/12/2024,II,4200895,106732.7,HC110403,Tarmac Trading Ltd,202509,Major Infrastructure Programme Board,Capital Expenditure,No
18/12/2024,II,4200900,1542.94,HC100385,Alliance In Partnership,202509,Schools,Supplies & Services,No
18/12/2024,II,4200902,1069.33,HC202928,Redacted,202509,Adult Social Care and Housing,Premises-Related Expenditure,No
18/12/2024,II,4200903,564.06,HC104194,IDN Supplies Ltd,202509,Schools,Supplies & Services,No
18/12/2024,II,4200911,242500,HC115217,NHS Herefords & Worc ICB,202509,All Ages Commissioning,Third Party Payments,No
18/12/2024,II,4200912,935,HC114369,The Hereford Food Bank,202509,All Ages Commissioning,Supplies & Services,No
19/12/2024,II,4200920,1320,HC111347,WFL (UK) t/a Watson Fuels,202509,Schools,Premises-Related Expenditure,No
19/12/2024,II,4200923,2098.2,HC122739,Elite Catering,202509,Schools,Supplies & Services,No
19/12/2024,II,4200924,29599,HC109972,South Gloucestershire Council,202509,Dedicated Schools Grant,Supplies & Services,No
19/12/2024,II,4200926,3840,HC128836,Cygnet (NW) Ltd,202509,Dedicated Schools Grant,Supplies & Services,No
19/12/2024,II,4200927,7711.23,HC117989,Orbis Education & Care,202509,Dedicated Schools Grant,Supplies & Services,No
20/12/2024,II,4200928,1277.22,HC109972,South Gloucestershire Council,202509,Dedicated Schools Grant,Supplies & Services,No
20/12/2024,II,4200929,1003.53,HC109972,South Gloucestershire Council,202509,Dedicated Schools Grant,Supplies & Services,No
19/12/2024,II,4200930,8776.67,HC109972,South Gloucestershire Council,202509,Dedicated Schools Grant,Supplies & Services,No
19/12/2024,II,4200931,8582.05,HC117989,Orbis Education & Care,202509,Dedicated Schools Grant,Supplies & Services,No
19/12/2024,II,4200932,8698.59,HC117989,Orbis Education & Care,202509,Dedicated Schools Grant,Supplies & Services,No
19/12/2024,II,4200933,8442.86,HC117989,Orbis Education & Care,202509,Dedicated Schools Grant,Supplies & Services,No
19/12/2024,II,4200934,7440.08,HC117989,Orbis Education & Care,202509,Dedicated Schools Grant,Supplies & Services,No
19/12/2024,II,4200936,8582.05,HC117989,Orbis Education & Care,202509,Dedicated Schools Grant,Supplies & Services,No
19/12/2024,II,4200937,6899.24,HC117989,Orbis Education & Care,202509,Dedicated Schools Grant,Supplies & Services,No
19/12/2024,II,4200938,8582.05,HC117989,Orbis Education & Care,202509,Dedicated Schools Grant,Supplies & Services,No
19/12/2024,II,4200939,8698.59,HC117989,Orbis Education & Care,202509,Dedicated Schools Grant,Supplies & Services,No
19/12/2024,II,4200942,7090.88,HC117989,Orbis Education & Care,202509,Dedicated Schools Grant,Supplies & Services,No
19/12/2024,II,4200943,7046.21,HC117989,Orbis Education & Care,202509,Dedicated Schools Grant,Supplies & Services,No
19/12/2024,II,4200944,8488.66,HC117989,Orbis Education & Care,202509,Dedicated Schools Grant,Supplies & Services,No
19/12/2024,II,4200945,7496.18,HC117989,Orbis Education & Care,202509,Dedicated Schools Grant,Supplies & Services,No
19/12/2024,II,4200947,7267.55,HC117989,Orbis Education & Care,202509,Dedicated Schools Grant,Supplies & Services,No
19/12/2024,II,4200948,7958.69,HC117989,Orbis Education & Care,202509,Dedicated Schools Grant,Supplies & Services,No
20/12/2024,II,4200949,2898,HC125327,TLC Live,202509,Dedicated Schools Grant,Supplies & Services,No
19/12/2024,II,4200950,4450.95,HC103158,Hartmore Education Ltd (Formerly Marlowe Child & Family Services Ltd),202509,Dedicated Schools Grant,Supplies & Services,No
