Updated,TT,Transaction Number,Amount,Ap/Ar ID,Ap/Ar ID(T),Period,Expense Area(T),Cipfa(T),Indflag(T)
03/09/2024,GI,3379718,1730.52,HC111924,Bromyard Community Transport Ltd,202506,"Highways, Environment and Waste",Supplies & Services,No
03/09/2024,GI,3379719,2667.85,HC112080,CVS Ledbury & District (Ledbury Ring & Ride),202506,"Highways, Environment and Waste",Supplies & Services,No
03/09/2024,GI,3379720,2055.69,HC102478,Dore Community Transport,202506,"Highways, Environment and Waste",Supplies & Services,No
03/09/2024,GI,3379721,644.94,HC101381,Hay & District Dial a Ride,202506,"Highways, Environment and Waste",Supplies & Services,No
03/09/2024,GI,3379722,2774.97,HC103982,HVOSS,202506,"Highways, Environment and Waste",Supplies & Services,No
03/09/2024,GI,3379723,712.79,HC101379,Ross Country Cars,202506,"Highways, Environment and Waste",Supplies & Services,No
03/09/2024,GI,3379724,2318.93,HC110743,The Plynlimon Trust (Standing Order only),202506,"Highways, Environment and Waste",Supplies & Services,No
03/09/2024,GI,3379725,7833.33,HC103982,HVOSS,202506,Communities CW,Third Party Payments,No
03/09/2024,GI,3379727,750,HC106831,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379728,660,HC108221,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379729,624,HC108905,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379730,570,HC109338,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379731,875,HC110272,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,No
03/09/2024,GI,3379732,534,HC106104,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379733,630,HC116314,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379734,660,HC121939,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379735,780,HC122259,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379736,636,HC106104,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379737,660,HC124399,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379738,660,HC104888,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379739,600,HC124860,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,No
03/09/2024,GI,3379740,1100,HC125780,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,No
03/09/2024,GI,3379741,480,HC125894,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379742,480,HC125884,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379743,720,HC125945,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379744,570,HC106104,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379745,540,HC106104,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379746,636,HC106104,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379747,540,HC100185,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379748,570,HC126091,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,No
03/09/2024,GI,3379749,570,HC126091,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,No
03/09/2024,GI,3379750,2916.66,HC127457,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379751,660,HC111106,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,No
03/09/2024,GI,3379752,540,HC128740,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379753,720,HC111970,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379754,720,HC202862,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379755,636,HC130409,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379756,780,HC124399,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379757,3000,HC202928,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,No
03/09/2024,GI,3379758,780,HC124399,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379759,3166.66,HC128639,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,No
03/09/2024,GI,3379760,420,HC132119,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
03/09/2024,GI,3379761,800,HC133598,Redacted,202506,Community Wellbeing - Director,Premises-Related Expenditure,Yes
04/09/2024,GI,3380445,5000,HC114398,Redacted,202506,Safeguarding and Family Support,Supplies & Services,Yes
04/09/2024,GI,3380446,1667.4,HC101037,Bizzie Lizzies,202506,Safeguarding and Family Support,Supplies & Services,No
04/09/2024,GI,3380448,610.2,HC101037,Bizzie Lizzies,202506,Safeguarding and Family Support,Supplies & Services,No
04/09/2024,GI,3380449,787.5,HC101037,Bizzie Lizzies,202506,Safeguarding and Family Support,Supplies & Services,No
04/09/2024,GI,3380450,840,HC101037,Bizzie Lizzies,202506,Safeguarding and Family Support,Supplies & Services,No
05/09/2024,GI,3381423,695.66,HC101118,Bosbury C E Primary Imprest,202506,Schools,Supplies & Services,No
05/09/2024,GI,3381480,668,HC103959,Redacted,202506,Community Wellbeing - Director,Supplies & Services,No
05/09/2024,GI,3381481,2800,HC129428,Redacted,202506,Community Wellbeing - Director,Supplies & Services,No
05/09/2024,GI,3381483,927.48,HC123355,Redacted,202506,Community Wellbeing - Director,Supplies & Services,No
05/09/2024,GI,3381618,6433.91,HC121175,Redacted,202506,Community Wellbeing - Director,Employees,No
05/09/2024,GI,3381618,28593.67,HC121175,Redacted,202506,Safeguarding and Family Support,Employees,No
05/09/2024,GI,3381618,666.68,HC121175,Matrix SCM Ltd,202506,Chief Executive's Office,Employees,No
05/09/2024,GI,3381618,1573.9,HC121175,Matrix SCM Ltd,202506,Community Wellbeing - Director,Employees,No
05/09/2024,GI,3381618,6066.11,HC121175,Matrix SCM Ltd,202506,Economy and Growth,Employees,No
05/09/2024,GI,3381618,1283.08,HC121175,Matrix SCM Ltd,202506,Education and Commissioning,Employees,No
05/09/2024,GI,3381618,2601.39,HC121175,Matrix SCM Ltd,202506,Governance and Legal Services,Employees,No
05/09/2024,GI,3381618,2244.56,HC121175,Matrix SCM Ltd,202506,"Highways, Environment and Waste",Employees,No
05/09/2024,GI,3381618,6061.66,HC121175,Matrix SCM Ltd,202506,"Performance, Quality Assurance and Safeguarding",Employees,No
05/09/2024,GI,3381618,73873.81,HC121175,Matrix SCM Ltd,202506,Safeguarding and Family Support,Employees,No
05/09/2024,GI,3381618,11478.67,HC121175,Matrix SCM Ltd,202506,Social Care Delivery,Employees,No
06/09/2024,GI,3382299,514.15,HC129573,Redacted,202506,Safeguarding and Family Support,Third Party Payments,Yes
06/09/2024,GI,3382394,2845.4,HC101143,Brampton Abbotts CE School Imprest,202506,Schools,Supplies & Services,No
