Updated,TT,Transaction Number,Amount,Ap/Ar ID,Ap/Ar ID(T),Period,Expense Area(T),Cipfa(T),Individual Supplier(T)
07/02/2023,II,4110406,431.38,HC108022,Newsquest Media Group Ltd,202311,Highways & Transport,Supplies & Services,No
07/02/2023,II,4110410,"3,380.00",HC129516,Activate Sports Education Ltd,202311,Schools,Supplies & Services,No
07/02/2023,II,4110414,480,HC128398,Lunar-C Media,202311,Schools,Supplies & Services,No
24/02/2023,II,4110415,481.38,HC129093,Redacted,202311,Property Services,Third Party Payments,Yes
07/02/2023,II,4110422,"1,500.00",HC120403,J W Planning,202311,Planning & Development Control,Third Party Payments,No
07/02/2023,II,4110423,850,HC120403,J W Planning,202311,Planning & Development Control,Third Party Payments,No
07/02/2023,II,4110444,694.6,HC122739,Elite Catering,202311,Schools,Supplies & Services,No
07/02/2023,II,4110445,520,HC116909,Butterflies Child Counselling & Play Therapy,202311,Schools,Support Services,No
08/02/2023,II,4110446,520,HC111685,Yeomans Travel Ltd,202311,Schools,Transport-Related Expenditure,No
10/02/2023,II,4110447,"2,430.00",HC125276,Vivedia ltd (trading as Obitus),202311,Regulatory & Technical Services,Supplies & Services,No
07/02/2023,II,4110448,"1,111.00",HC125846,Cemetery Training Services Ltd,202311,Regulatory & Technical Services,Supplies & Services,No
07/02/2023,II,4110449,"2,006.89",HC126470,MedGen Ltd,202311,Education and Commissioning,Supplies & Services,No
08/02/2023,II,4110454,"7,200.00",HC130669,PHS Home Solutions Ltd,202311,Sustainable Living Programme Board,Capital Expenditure,No
07/02/2023,II,4110455,494.49,HC101123,Boss,202311,Schools,Supplies & Services,No
08/02/2023,II,4110457,"81,681.99",HC129485,JN Bentley Limited,202311,Sustainable Living Programme Board,Capital Expenditure,No
07/02/2023,II,4110465,"2,033.00",HC118962,Berrys,202311,Economic Development Delivery Board,Capital Expenditure,No
22/02/2023,II,4110471,"3,000.00",HC100373,Architype Ltd,202311,Planning & Development Control,Supplies & Services,No
07/02/2023,II,4110474,"1,375.00",HC108361,Jones Coaches Ltd,202311,Schools,Transport-Related Expenditure,No
07/02/2023,II,4110481,"6,923.75",HC104097,Hope For Children & Their Families Ltd,202311,Education and Commissioning,Third Party Payments,No
07/02/2023,II,4110483,"1,655.33",HC103888,Hereford Pedicabs Ltd,202311,Cultural Services,Supplies & Services,No
07/02/2023,II,4110485,"17,089.00",HC123606,HM Courts & Tribunals Service (Direct Debit),202311,"Finance, Legal & Governance",Supplies & Services,No
14/02/2023,II,4110486,524.7,114914,Redacted,202311,Dedicated Schools Grant,Supplies & Services,Yes
07/02/2023,II,4110494,"3,360.00",HC118836,Llangattock School Ltd,202311,Dedicated Schools Grant,Supplies & Services,No
07/02/2023,II,4110495,"18,722.00",HC118836,Llangattock School Ltd,202311,Dedicated Schools Grant,Supplies & Services,No
07/02/2023,II,4110496,"13,583.34",HC118836,Llangattock School Ltd,202311,Dedicated Schools Grant,Supplies & Services,No
07/02/2023,II,4110497,"13,372.00",HC118836,Llangattock School Ltd,202311,Dedicated Schools Grant,Supplies & Services,No
07/02/2023,II,4110498,"13,372.00",HC118836,Llangattock School Ltd,202311,Dedicated Schools Grant,Supplies & Services,No
07/02/2023,II,4110500,450.88,HC101168,Brian Hoskins Building Services,202311,Schools,Premises-Related Expenditure,No
07/02/2023,II,4110507,"2,293.18",HC102778,Zurich Municipal,202311,Schools,Supplies & Services,No
07/02/2023,II,4110508,"4,973.15",HC130238,Redacted,202311,Highways & Transport,Supplies & Services,Yes
07/02/2023,II,4110516,825.97,HC125744,Fruitful Fresh Professional Cleaning Ltd,202311,Schools,Premises-Related Expenditure,No
07/02/2023,II,4110520,495,HC126832,Redacted,202311,Schools,Premises-Related Expenditure,Yes
07/02/2023,II,4110522,"2,440.09",HC102778,Zurich Municipal,202311,Schools,Premises-Related Expenditure,No
07/02/2023,II,4110534,650,HC126031,Forest Coaches Ltd,202311,Schools,Supplies & Services,No
07/02/2023,II,4110536,489.48,HC111501,NFER,202311,Schools,Supplies & Services,No
07/02/2023,II,4110539,"1,849.00",HC125959,Ignis Group Limited,202311,Schools,Premises-Related Expenditure,No
07/02/2023,II,4110541,685.67,HC100385,Alliance In Partnership,202311,Schools,Supplies & Services,No
07/02/2023,II,4110544,425,HC109084,CF Corporate Finance Ltd,202311,Schools,Supplies & Services,No
07/02/2023,II,4110547,"1,421.75",HC129875,Park Avenue Recruitment Ltd,202311,Property Services,Supplies & Services,No
07/02/2023,II,4110552,485,HC115987,Herefordshire Fire Alarm Services Ltd,202311,Schools,Premises-Related Expenditure,No
08/02/2023,II,4110559,"1,873.00",HC115388,Digital ID Ltd,202311,Property Services,Supplies & Services,No
07/02/2023,II,4110561,"2,485.00",HC127328,Mace Limited,202311,Economic Growth,Third Party Payments,No
07/02/2023,II,4110562,"1,888.80",HC110250,RJ & RB Mailes,202311,Schools,Supplies & Services,No
08/02/2023,II,4110566,"6,950.00",HC130669,PHS Home Solutions Ltd,202311,Sustainable Living Programme Board,Capital Expenditure,No
07/02/2023,II,4110567,"1,750.00",HC101731,Chipside Ltd,202311,Highways & Transport,Supplies & Services,No
07/02/2023,II,4110568,"6,637.50",HC119169,Katherine Harriet Ltd,202311,Physical Disabilities,Third Party Payments,No
28/02/2023,II,4110569,"6,125.00",HC120625,Edge Training and Consultancy Ltd,202311,Transformation and Improvement,Supplies & Services,No
07/02/2023,II,4110571,970,HC202816,Redacted,202311,Schools,Premises-Related Expenditure,Yes
07/02/2023,II,4110579,761.6,HC101861,Clearview Cleaning Services,202311,Schools,Premises-Related Expenditure,No
09/02/2023,II,4110583,"15,580.00",HC108307,Owen Pell Ltd,202311,Housing & Independent Living Capital,Capital Expenditure,No
09/02/2023,II,4110583,"37,926.81",HC108307,Owen Pell Ltd,202311,Integrated Commissioning,Capital Expenditure,No
07/02/2023,II,4110585,"2,950.00",HC101731,Chipside Ltd,202311,Highways & Transport,Supplies & Services,No
07/02/2023,II,4110586,"1,853.05",HC108018,Newitt & Co Ltd,202311,Schools,Supplies & Services,No
07/02/2023,II,4110588,"8,587.32",HC115532,Enigma CCTV Ltd,202311,Economic Growth,Third Party Payments,No
07/02/2023,II,4110589,524.8,HC128520,AHR Building Consultancy Ltd,202311,Children & Young People Capital,Capital Expenditure,No
08/02/2023,II,4110591,"5,635.73",HC131226,Redacted,202311,Community Wellbeing Delivery Board,Capital Expenditure,Yes
08/02/2023,II,4110592,"6,237.68",HC117310,Level Access Bathrooms,202311,Community Wellbeing Delivery Board,Capital Expenditure,No
08/02/2023,II,4110593,"5,229.95",HC107858,MVF Mobility Solutions Ltd,202311,Community Wellbeing Delivery Board,Capital Expenditure,No
08/02/2023,II,4110596,"41,666.67",HC101060,Blue Line Taxis,202311,Highways & Transport,Transport-Related Expenditure,No
09/02/2023,II,4110597,475,HC111685,Yeomans Travel Ltd,202311,Schools,Supplies & Services,No
10/02/2023,II,4110598,490,HC111685,Yeomans Travel Ltd,202311,Schools,Premises-Related Expenditure,No
09/02/2023,II,4110599,922.5,HC119223,Wealden Leisure Ltd T/A Freedom Leisure,202311,Schools,Premises-Related Expenditure,No
27/02/2023,II,4110600,600,HC100495,C M D Travel Hereford,202311,Schools,Supplies & Services,No
09/02/2023,II,4110603,468.09,HC119851,The Safeguarding Company,202311,Schools,Supplies & Services,No
13/02/2023,II,4110605,"3,937.50",HC128169,Fivium Ltd,202311,Corporate Support Services,Supplies & Services,No
10/02/2023,II,4110606,"1,312.50",HC114881,Ellis Education Services,202311,Schools,Supplies & Services,No
10/02/2023,II,4110607,"1,000.00",HC116850,Bruton Knowles,202311,Property Services,Supplies & Services,No
15/02/2023,II,4110611,657,HC129881,MSS Consulting Ltd,202311,Property Services,Third Party Payments,No
17/02/2023,II,4110613,740.99,HC101648,CF Roberts (Electrical Contractors) Plc,202311,Property Services,Third Party Payments,No
15/02/2023,II,4110614,"4,050.00",HC101648,CF Roberts (Electrical Contractors) Plc,202311,Property Services,Third Party Payments,No
09/02/2023,II,4110619,460,HC116254,Learning Support Partnership Ltd,202311,Schools,Support Services,No
09/02/2023,II,4110620,"1,089.00",HC110424,Teachers2Parents Ltd,202311,Schools,Supplies & Services,No
10/02/2023,II,4110623,"2,328.00",HC125276,Vivedia ltd (trading as Obitus),202311,Regulatory & Technical Services,Supplies & Services,No
15/02/2023,II,4110624,"2,700.00",HC128890,Precision Resource Group Limited,202311,Public Health,Supplies & Services,No
09/02/2023,II,4110625,"2,100.00",HC128890,Precision Resource Group Limited,202311,All Ages Commissioning,Supplies & Services,No
09/02/2023,II,4110626,"2,300.00",HC128890,Precision Resource Group Limited,202311,All Ages Commissioning,Supplies & Services,No
10/02/2023,II,4110627,516.2,HC114749,Dell Financial Services,202311,Schools,Supplies & Services,No
10/02/2023,II,4110628,"7,645.81",HC108396,Access UK Limited,202311,Corporate Support Services,Supplies & Services,No
16/02/2023,II,4110630,"3,300.00",HC130101,Unity Schools Partnership Education Ltd,202311,Schools,Employees,No
09/02/2023,II,4110631,607.58,HC101123,Boss,202311,Schools,Supplies & Services,No
09/02/2023,II,4110636,"2,678.55",HC116376,Hamptons Resourcing,202311,Central Childrens Directorate Costs,Employees,No
14/02/2023,II,4110637,"1,749.60",114899,Redacted,202311,Dedicated Schools Grant,Supplies & Services,Yes
09/02/2023,II,4110639,421.88,HC110473,Phoenix Software Ltd,202311,Corporate Support Services,Supplies & Services,No
09/02/2023,II,4110640,"2,250.00",HC129596,Redacted,202311,Highways & Transport,Supplies & Services,Yes
09/02/2023,II,4110642,"1,210.00",HC127878,Alkali Environmental Ltd,202311,Regulatory & Technical Services,Premises-Related Expenditure,No
10/02/2023,II,4110643,"1,000.00",HC116850,Bruton Knowles,202311,Property Services,Supplies & Services,No
10/02/2023,II,4110644,"3,072.34",HC131207,Leominster Properties Ltd,202311,Economic Development Delivery Board,Capital Expenditure,No
09/02/2023,II,4110654,577.8,HC101028,Bishop Sports & Leisure,202311,Schools,Supplies & Services,No
09/02/2023,II,4110657,417.58,HC111426,RM Educational Resources Ltd (Consortium),202311,Schools,Supplies & Services,No
09/02/2023,II,4110669,"1,264.00",HC101028,Bishop Sports & Leisure,202311,Schools,Supplies & Services,No
09/02/2023,II,4110670,528,HC105202,Redacted,202311,Schools,Supplies & Services,Yes
09/02/2023,II,4110676,516.97,HC111380,Welsh Water,202311,Schools,Premises-Related Expenditure,No
09/02/2023,II,4110681,600,HC101309,Buchanans Coaches,202311,Schools,Supplies & Services,No
10/02/2023,II,4110686,"2,875.00",HC128890,Precision Resource Group Limited,202311,People & Performance,Employees,No
13/02/2023,II,4110687,"3,250.00",HC128890,Precision Resource Group Limited,202311,People & Performance,Employees,No
09/02/2023,II,4110688,"3,975.00",HC101440,Callow Fuels (Hingley & Callow Oils Ltd,202311,Schools,Premises-Related Expenditure,No
09/02/2023,II,4110690,"2,836.00",HC104194,IDN Supplies Ltd,202311,Schools,Supplies & Services,No
09/02/2023,II,4110696,"2,800.00",HC130283,Etude Consulting Ltd,202311,Towns Fund Delivery Board,Capital Expenditure,No
09/02/2023,II,4110698,"9,611.95",HC130715,Dolce Limited,202311,Schools,Supplies & Services,No
17/02/2023,II,4110712,424.6,HC101648,CF Roberts (Electrical Contractors) Plc,202311,Property Services,Third Party Payments,No
09/02/2023,II,4110713,"7,666.66",HC105419,Rose Regeneration Ltd,202311,People & Performance,Third Party Payments,No
09/02/2023,II,4110742,"3,250.00",HC107967,Solarfit Blinds Ltd,202311,Schools,Premises-Related Expenditure,No
09/02/2023,II,4110743,"11,096.40",HC125817,Specialist Computer Centres,202311,Care Operations,Supplies & Services,No
09/02/2023,II,4110746,937.5,HC110034,Superstars School Services Ltd,202311,Schools,Supplies & Services,No
09/02/2023,II,4110757,"2,100.00",HC202486,Redacted,202311,Schools,Supplies & Services,Yes
09/02/2023,II,4110758,595,HC111685,Yeomans Travel Ltd,202311,Schools,Transport-Related Expenditure,No
09/02/2023,II,4110762,"1,812.50",HC202777,ATG London Ltd,202311,Schools,Supplies & Services,No
09/02/2023,II,4110764,922.67,HC202445,Nationwide School Uniforms,202311,Schools,Supplies & Services,No
14/02/2023,II,4110783,468.4,HC111380,Welsh Water,202311,Schools,Premises-Related Expenditure,No
10/02/2023,II,4110785,"1,575.00",HC128538,Glazzard Architects,202311,Corporate Transformation,Capital Expenditure,No
10/02/2023,II,4110786,"7,556.25",HC119350,Public Consulting Group UK Ltd,202311,Talk Community Programme,Supplies & Services,No
10/02/2023,II,4110788,770,HC202468,HY Education Services Ltd,202311,Schools,Supplies & Services,No
10/02/2023,II,4110791,698.75,HC129722,Tilly큦 Cleaning Services,202311,Schools,Premises-Related Expenditure,No
10/02/2023,II,4110793,"3,050.00",HC130744,Carrington West Ltd,202311,Planning & Development Control,Third Party Payments,No
10/02/2023,II,4110794,"4,358.00",HC112582,Royal National College for the Blind,202311,Dedicated Schools Grant,Support Services,No
10/02/2023,II,4110798,437,HC108286,Orphans Press Ltd,202311,"Finance, Legal & Governance",Supplies & Services,No
10/02/2023,II,4110799,620,HC100967,Berry & Davies Electrical,202311,Schools,Premises-Related Expenditure,No
10/02/2023,II,4110800,788.78,HC125406,Allied Publicity Services (Manchester) Limited,202311,Talk Community Programme,Supplies & Services,No
10/02/2023,II,4110802,625,HC108361,Jones Coaches Ltd,202311,Schools,Transport-Related Expenditure,No
10/02/2023,II,4110803,"2,666.91",HC104761,Herefordshire Marches Federation-Lord Scudamore,202311,Schools,Supplies & Services,No
10/02/2023,II,4110805,"1,000.00",HC126371,Redacted,202311,Schools,Support Services,Yes
23/02/2023,II,4110817,"4,136.60",HC130410,Redacted,202311,Towns Fund Delivery Board,Capital Expenditure,Yes
27/02/2023,II,4110818,"5,960.00",HC127626,JNA Property Ltd,202311,Property Services,Premises-Related Expenditure,No
21/02/2023,II,4110821,"1,537.77",HC103747,Opus Energy,202311,Property Services,Premises-Related Expenditure,No
21/02/2023,II,4110822,775.59,HC103747,Opus Energy,202311,Property Services,Premises-Related Expenditure,No
21/02/2023,II,4110823,529.14,HC103747,Opus Energy,202311,Property Services,Premises-Related Expenditure,No
10/02/2023,II,4110826,"2,375.00",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110827,"2,137.50",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110828,"2,137.50",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
13/02/2023,II,4110829,"1,781.25",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110830,"2,375.00",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110831,"1,900.00",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110832,"2,256.25",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110833,"1,900.00",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
14/02/2023,II,4110834,"4,339.00",HC104102,Hope Under Dinmore G P C,202311,Highways & Transport,Third Party Payments,No
10/02/2023,II,4110835,"2,375.00",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110836,"2,256.25",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110837,"2,137.50",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110839,"1,306.25",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110840,"1,900.00",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110841,"2,137.50",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110842,"2,137.50",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110843,"2,375.00",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110844,"2,832.00",HC126125,Attenti Consulting,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110845,"3,540.00",HC126125,Attenti Consulting,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110846,"3,245.00",HC126125,Attenti Consulting,202311,Central Childrens Directorate Costs,Employees,No
13/02/2023,II,4110847,"3,245.00",HC126125,Attenti Consulting,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110848,"2,625.00",HC126125,Attenti Consulting,202311,Safeguarding and Family Support,Supplies & Services,No
10/02/2023,II,4110849,"1,298.00",HC126125,Attenti Consulting,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110851,"3,245.00",HC126125,Attenti Consulting,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110856,"2,016.02",HC102778,Zurich Municipal,202311,Schools,Premises-Related Expenditure,No
10/02/2023,II,4110857,435,HC102362,Dell Corporation Ltd,202311,Schools,Supplies & Services,No
10/02/2023,II,4110860,"1,015.00",HC105552,Luctonians Sports Club Ltd,202311,Schools,Supplies & Services,No
10/02/2023,II,4110864,600,HC105552,Luctonians Sports Club Ltd,202311,Schools,Supplies & Services,No
10/02/2023,II,4110866,"1,085.00",HC105552,Luctonians Sports Club Ltd,202311,Schools,Supplies & Services,No
10/02/2023,II,4110868,769,HC110825,LapSafe Self Service Solutions Ltd,202311,Schools,Supplies & Services,No
13/02/2023,II,4110880,"2,578.62",HC114724,Balfour Beatty Living Places Ltd,202311,Capital Planning Delivery Board,Capital Expenditure,No
13/02/2023,II,4110880,"652,645.43",HC114724,Balfour Beatty Living Places Ltd,202311,Highways & Transport,Third Party Payments,No
13/02/2023,II,4110880,"696,022.18",HC114724,Balfour Beatty Living Places Ltd,202311,Major Infrastructure Programme Board,Capital Expenditure,No
13/02/2023,II,4110880,"1,016.35",HC114724,Balfour Beatty Living Places Ltd,202311,Planning & Development Control,Third Party Payments,No
13/02/2023,II,4110880,"23,230.94",HC114724,Balfour Beatty Living Places Ltd,202311,Transport & Place Making Delivery Board,Capital Expenditure,No
13/02/2023,II,4110881,"2,000.00",HC128292,Udall-Martin Associates,202311,Integrated Commissioning,Capital Expenditure,No
10/02/2023,II,4110882,"135,048.01",HC127778,Department for Education,202311,Education and Commissioning,Supplies & Services,No
10/02/2023,II,4110885,550,HC107984,Nessy Learning Ltd,202311,Schools,Supplies & Services,No
10/02/2023,II,4110887,949,HC118096,Twinkl Educational Publishing Ltd,202311,Schools,Supplies & Services,No
10/02/2023,II,4110888,666.65,HC120516,Jigsaw PSHE Ltd,202311,Schools,Supplies & Services,No
10/02/2023,II,4110890,"2,000.00",HC130849,Redacted,202311,Towns Fund Delivery Board,Capital Expenditure,Yes
10/02/2023,II,4110892,"1,051.86",HC110034,Superstars School Services Ltd,202311,Schools,Supplies & Services,No
10/02/2023,II,4110895,500.84,HC102156,D & D Network Services Ltd,202311,Schools,Supplies & Services,No
10/02/2023,II,4110896,"1,084.91",HC202735,Juniper Education Services Ltd,202311,Schools,Supplies & Services,No
10/02/2023,II,4110898,"3,540.00",HC126125,Attenti Consulting,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110902,"2,375.00",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110903,"2,137.50",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110904,"2,375.00",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110905,"1,900.00",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110906,"2,256.25",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110907,864.91,HC127171,Askews & Holts Library Services Ltd,202311,Cultural Services,Supplies & Services,No
10/02/2023,II,4110908,"1,900.00",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110910,"2,256.25",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110911,"2,256.25",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110912,"2,375.00",HC117202,Permanent Futures Ltd,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4110916,630,HC108521,Pencombe & Little Cowarne Parish Hall,202311,Schools,Premises-Related Expenditure,No
10/02/2023,II,4110919,"1,682.84",HC124027,Redacted,202311,Schools,Premises-Related Expenditure,Yes
24/02/2023,II,4110920,"2,442.60",HC122739,Elite Catering,202311,Schools,Supplies & Services,No
14/02/2023,II,4110921,"1,501.74",114902,Redacted,202311,Dedicated Schools Grant,Supplies & Services,Yes
10/02/2023,II,4110922,"1,398.91",HC131219,Redacted,202311,Economic Development Delivery Board,Capital Expenditure,Yes
15/02/2023,II,4110923,962.73,HC102156,D & D Network Services Ltd,202311,Schools,Supplies & Services,No
15/02/2023,II,4110923,465.22,HC102156,D & D Network Services Ltd,202311,Schools,Support Services,No
23/02/2023,II,4110924,637.5,HC128206,Redacted,202311,Property Services,Third Party Payments,Yes
10/02/2023,II,4110926,"2,282.35",HC107876,Jactall Ltd T/A Nick Maddy Coaches,202311,Highways & Transport,Third Party Payments,No
13/02/2023,II,4110927,"26,510.75",HC130638,Snape Contracting Services Ltd,202311,Corporate Property Programme Board,Capital Expenditure,No
10/02/2023,II,4110929,"1,190.00",HC103010,Redactive Events Limited,202311,"Finance, Legal & Governance",Supplies & Services,No
10/02/2023,II,4110936,"5,280.00",HC113778,Monmouthshire Meadows Group,202311,Sustainable Living Programme Board,Capital Expenditure,No
10/02/2023,II,4110938,"1,265.55",HC116579,NJ Electrical Services Ltd,202311,Schools,Premises-Related Expenditure,No
13/02/2023,II,4110939,"1,133.00",HC109736,Severn Valley Window & Door Ltd,202311,Schools,Premises-Related Expenditure,No
10/02/2023,II,4110940,628.9,HC101123,Boss,202311,Schools,Supplies & Services,No
10/02/2023,II,4110943,511.61,HC100385,Alliance In Partnership,202311,Schools,Supplies & Services,No
10/02/2023,II,4110945,845.92,HC112412,Forward Products,202311,Schools,Supplies & Services,No
10/02/2023,II,4110948,"1,334.00",HC111508,Wigmore High School (Academy),202311,Schools,Supplies & Services,No
10/02/2023,II,4110958,720,HC100364,Redacted,202311,Schools,Supplies & Services,Yes
13/02/2023,II,4110962,595,HC105563,Lugg Valley Travel Ltd,202311,Schools,Transport-Related Expenditure,No
10/02/2023,II,4110976,546.67,HC105306,Leo Pest Control Environmental Services Ltd,202311,Schools,Supplies & Services,No
14/02/2023,II,4110987,"2,678.55",HC116376,Hamptons Resourcing,202311,Central Childrens Directorate Costs,Employees,No
10/02/2023,II,4111009,"1,512.00",HC200393,B & H Cars (Worcester) Ltd,202311,Learning Disabilities,Transport-Related Expenditure,No
13/02/2023,II,4111013,696,HC104031,Hillarys Blinds Limited,202311,Schools,Premises-Related Expenditure,No
13/02/2023,II,4111017,885,HC105552,Luctonians Sports Club Ltd,202311,Schools,Supplies & Services,No
13/02/2023,II,4111019,520,HC105552,Luctonians Sports Club Ltd,202311,Schools,Supplies & Services,No
16/02/2023,II,4111020,475,HC129475,Marches Ground Maintenance,202311,Schools,Premises-Related Expenditure,No
13/02/2023,II,4111021,"2,770.33",HC124027,Redacted,202311,Schools,Premises-Related Expenditure,Yes
13/02/2023,II,4111023,564.35,HC115329,Clubsport (Retail) Ltd,202311,Schools,Supplies & Services,No
13/02/2023,II,4111030,"2,167.22",HC102778,Zurich Municipal,202311,Schools,Supplies & Services,No
14/02/2023,II,4111035,530,HC131056,My Club Group,202311,Schools,Supplies & Services,No
13/02/2023,II,4111038,"13,060.39",HC130346,Westco Trading Ltd,202311,Highways & Transport,Third Party Payments,No
13/02/2023,II,4111040,"130,047.91",HC128185,Turning Point Services Ltd,202311,Public Health,Supplies & Services,No
13/02/2023,II,4111041,"3,388.00",HC128185,Turning Point Services Ltd,202311,Public Health,Supplies & Services,No
13/02/2023,II,4111042,"2,170.00",HC126616,OpenView Security Solutions Ltd,202311,Economic Growth,Supplies & Services,No
13/02/2023,II,4111051,"2,304.68",HC101861,Clearview Cleaning Services,202311,Schools,Premises-Related Expenditure,No
13/02/2023,II,4111055,500.52,HC104882,Redacted,202311,Schools,Supplies & Services,No
13/02/2023,II,4111059,"1,354.70",HC100385,Alliance In Partnership,202311,Schools,Supplies & Services,No
13/02/2023,II,4111060,600.3,HC100385,Alliance In Partnership,202311,Schools,Supplies & Services,No
13/02/2023,II,4111063,550,HC103268,Redacted,202311,Prevention and Support,Supplies & Services,No
13/02/2023,II,4111064,"1,852.00",HC126470,MedGen Ltd,202311,Education and Commissioning,Supplies & Services,No
13/02/2023,II,4111065,"2,126.08",HC126470,MedGen Ltd,202311,Education and Commissioning,Supplies & Services,No
13/02/2023,II,4111066,"1,858.35",HC126470,MedGen Ltd,202311,Education and Commissioning,Supplies & Services,No
13/02/2023,II,4111067,"2,595.46",HC126470,MedGen Ltd,202311,Education and Commissioning,Supplies & Services,No
13/02/2023,II,4111068,475,HC115947,Elgar Coaches,202311,Schools,Supplies & Services,No
13/02/2023,II,4111083,"1,074.87",HC124027,Redacted,202311,Schools,Premises-Related Expenditure,Yes
13/02/2023,II,4111085,"2,164.65",HC130320,J. Ashby Consultancy Ltd,202311,Education and Commissioning,Supplies & Services,No
13/02/2023,II,4111086,425,HC111675,Yarranton Bros Ltd,202311,Schools,Transport-Related Expenditure,No
24/02/2023,II,4111095,"7,471.84",HC106975,Hoople Ltd,202311,Schools,Supplies & Services,No
11/02/2023,II,4111103,"1,000.00",HC128333,St Martins Church,202311,"Finance, Legal & Governance",Transfer Payments,No
11/02/2023,II,4111104,"1,250.00",HC127964,Wye Circus CIC,202311,"Finance, Legal & Governance",Transfer Payments,No
20/02/2023,II,4111105,"1,040.00",HC112618,Sign Right (Fromes Hill) Ltd,202311,Highways & Transport,Supplies & Services,No
23/02/2023,II,4111108,"2,545.05",HC128206,Redacted,202311,Property Services,Third Party Payments,Yes
15/02/2023,II,4111109,625,HC128206,Redacted,202311,Property Services,Third Party Payments,Yes
13/02/2023,II,4111117,"4,000.00",HC111685,Yeomans Travel Ltd,202311,Schools,Supplies & Services,No
13/02/2023,II,4111121,"14,111.00",HC111685,Yeomans Travel Ltd,202311,Highways & Transport,Third Party Payments,No
13/02/2023,II,4111122,"7,113.00",HC111685,Yeomans Travel Ltd,202311,Highways & Transport,Third Party Payments,No
13/02/2023,II,4111123,"5,391.00",HC111685,Yeomans Travel Ltd,202311,Highways & Transport,Third Party Payments,No
13/02/2023,II,4111126,798,HC119725,Toolchimp Limited,202311,Property Services,Premises-Related Expenditure,No
13/02/2023,II,4111131,"2,250.00",HC128936,Vivid Resourcing,202311,Property Services,Supplies & Services,No
13/02/2023,II,4111132,"2,700.00",HC128936,Vivid Resourcing,202311,Property Services,Supplies & Services,No
13/02/2023,II,4111137,"2,050.00",HC106071,Sharp Business Systems UK plc,202311,Schools,Supplies & Services,No
13/02/2023,II,4111142,"39,500.00",HC111602,Worcestershire County Council Pension Fund,202311,Corporate,Employees,No
13/02/2023,II,4111151,804,HC128548,Redacted,202311,Schools,Premises-Related Expenditure,Yes
13/02/2023,II,4111152,"1,185.00",HC127104,Seesaw Learning Inc,202311,Schools,Supplies & Services,No
13/02/2023,II,4111153,894.24,HC109997,Spa Gas Ltd,202311,Schools,Premises-Related Expenditure,No
13/02/2023,II,4111156,"5,000.00",HC130124,Hereford in Bloom,202311,Highways & Transport,Third Party Payments,No
