Updated,TT,Transaction Number,Amount,Ap/Ar ID,Ap/Ar ID(T),Period,Expense Area(T),Cipfa(T),Individual Supplier(T)
01/02/2023,GI,3161948,"2,100.00",UH000216,Redacted,202311,Commissioned Services,Supplies & Services,Yes
01/02/2023,GI,3161949,700,UH000217,Redacted,202311,Commissioned Services,Supplies & Services,Yes
01/02/2023,GI,3161950,700,UH000218,Redacted,202311,Commissioned Services,Supplies & Services,Yes
01/02/2023,GI,3161951,700,UH000219,Redacted,202311,Commissioned Services,Supplies & Services,Yes
01/02/2023,GI,3161953,"1,050.00",UH000221,Redacted,202311,Commissioned Services,Supplies & Services,Yes
01/02/2023,GI,3161954,"1,400.00",UH000222,Redacted,202311,Commissioned Services,Supplies & Services,Yes
01/02/2023,GI,3161957,"2,100.00",UH000225,Redacted,202311,Commissioned Services,Supplies & Services,Yes
01/02/2023,GI,3161958,700,UH000089,Redacted,202311,Commissioned Services,Supplies & Services,Yes
01/02/2023,GI,3161986,700,UH000089,Redacted,202311,Commissioned Services,Supplies & Services,Yes
02/02/2023,GI,3162197,"2,056.00",HC105771,Marden Playgroup,202311,Dedicated Schools Grant,Transfer Payments,No
02/02/2023,GI,3162198,"2,841.00",HC129345,St Weonards Shining Stars Pre-School,202311,Dedicated Schools Grant,Transfer Payments,No
02/02/2023,GI,3162240,"1,864.43",HC121175,Matrix SCM Ltd,202311,All Ages Commissioning,Employees,No
02/02/2023,GI,3162240,"21,719.48",HC121175,Matrix SCM Ltd,202311,Care Operations,Employees,No
02/02/2023,GI,3162240,"54,936.95",HC121175,Matrix SCM Ltd,202311,Central Childrens Directorate Costs,Employees,No
02/02/2023,GI,3162240,"3,522.31",HC121175,Matrix SCM Ltd,202311,Education and Commissioning,Employees,No
02/02/2023,GI,3162240,"44,658.01",HC121175,Matrix SCM Ltd,202311,"Finance, Legal & Governance",Employees,No
02/02/2023,GI,3162240,"6,979.30",HC121175,Matrix SCM Ltd,202311,People & Performance,Employees,No
02/02/2023,GI,3162240,"74,127.17",HC121175,Matrix SCM Ltd,202311,Safeguarding and Family Support,Employees,No
02/02/2023,GI,3162240,"3,882.05",HC121175,Matrix SCM Ltd,202311,Talk Community Programme,Employees,No
02/02/2023,GI,3162240,"39,174.23",HC121175,Redacted,202311,Safeguarding and Family Support,Employees,No
02/02/2023,GI,3162319,"10,138.38",HC111380,Welsh Water,202311,Highways & Transport,Premises-Related Expenditure,No
03/02/2023,GI,3162707,514.15,HC129573,Redacted,202311,Safeguarding and Family Support,Third Party Payments,Yes
03/02/2023,GI,3162708,505,HC129573,Redacted,202311,Safeguarding and Family Support,Third Party Payments,Yes
03/02/2023,GI,3162755,426.03,HC131221,Dolphin Personnel Ltd,202311,Safeguarding and Family Support,Third Party Payments,No
03/02/2023,GI,3162757,"1,035.00",HC127375,Leominster Properties,202311,Safeguarding and Family Support,Supplies & Services,No
03/02/2023,GI,3162761,833,HC115168,Redacted,202311,Safeguarding and Family Support,Third Party Payments,Yes
03/02/2023,GI,3162765,488.52,HC127203,Redacted,202311,Safeguarding and Family Support,Third Party Payments,Yes
03/02/2023,GI,3162768,515.15,HC131250,Redacted,202311,Education and Commissioning,Supplies & Services,Yes
06/02/2023,GI,3162880,"1,126.53",HC103518,Gorsley Goffs Primary School Imprest,202311,Schools,Supplies & Services,No
06/02/2023,GI,3162881,"1,126.53",HC103518,Gorsley Goffs Primary School Imprest,202311,Schools,Supplies & Services,No
06/02/2023,GI,3162882,"1,283.11",HC105573,Luston C P School Imprest,202311,Schools,Supplies & Services,No
06/02/2023,GI,3162898,625,HC128239,Redacted,202311,"Finance, Legal & Governance",Supplies & Services,Yes
07/02/2023,GI,3163032,907.69,HC111399,Weobley County Primary School Imprest,202311,Schools,Supplies & Services,No
07/02/2023,GI,3163034,"2,188.75",HC105572,Lady Hawkins School (Academy),202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163035,"2,188.75",HC105572,Lady Hawkins School (Academy),202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163036,"1,645.00",HC115884,St Thomas Cantilupe CE Academy,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163037,750,HC115884,St Thomas Cantilupe CE Academy,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163038,"1,645.00",HC107656,St Pauls Church of England Primary School,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163039,"1,645.00",HC107656,St Pauls Church of England Primary School,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163040,"1,645.00",HC100677,Ashfield Park Primary School,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163041,"2,188.75",HC104870,Kingstone High School (Academy),202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163042,"2,188.75",HC104870,Kingstone High School (Academy),202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163043,"2,188.75",HC104870,Kingstone High School (Academy),202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163044,"1,645.00",HC105073,Kingstone & Thruxton Primary School (Academy),202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163045,"2,188.75",HC122706,Hereford Sixth Form College Academy Trust,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163046,"2,188.75",HC122706,Hereford Sixth Form College Academy Trust,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163047,"2,188.75",HC122706,Hereford Sixth Form College Academy Trust,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163048,"2,188.75",HC122706,Hereford Sixth Form College Academy Trust,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163049,"2,188.75",HC122706,Hereford Sixth Form College Academy Trust,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163050,"2,188.75",HC122706,Hereford Sixth Form College Academy Trust,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163051,"2,188.75",HC122706,Hereford Sixth Form College Academy Trust,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163052,"2,188.75",HC122706,Hereford Sixth Form College Academy Trust,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163053,"2,188.75",HC122706,Hereford Sixth Form College Academy Trust,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163054,"2,188.75",HC122706,Hereford Sixth Form College Academy Trust,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163055,"2,188.75",HC122706,Hereford Sixth Form College Academy Trust,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163056,"2,188.75",HC122706,Hereford Sixth Form College Academy Trust,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163057,"2,188.75",HC122706,Hereford Sixth Form College Academy Trust,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163058,"2,188.75",HC122706,Hereford Sixth Form College Academy Trust,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163059,"2,188.75",HC104727,John Kyrle High School,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163060,"2,188.75",HC104727,John Kyrle High School,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163061,"2,188.75",HC104727,John Kyrle High School,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163062,"2,188.75",HC104727,John Kyrle High School,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163063,"2,188.75",HC104727,John Kyrle High School,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163064,"2,188.75",HC104727,John Kyrle High School,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163066,"2,188.75",HC104739,John Masefield High School (Academy),202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163067,"2,188.75",HC104739,John Masefield High School (Academy),202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163068,"2,188.75",HC104739,John Masefield High School (Academy),202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163069,"2,188.75",HC104739,John Masefield High School (Academy),202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163070,"2,188.75",HC104739,John Masefield High School (Academy),202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163071,"2,188.75",HC104739,John Masefield High School (Academy),202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163072,"2,188.75",HC104739,John Masefield High School (Academy),202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163073,"2,188.75",HC202583,Aylestone School,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163074,"2,188.75",HC202583,Aylestone School,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163075,750,HC122866,Wyeside Day Nursey & After School Care,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163076,750,HC122866,Wyeside Day Nursey & After School Care,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163077,"2,188.75",HC116854,Fairfield High School (Academy),202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163078,"2,188.75",HC116854,Fairfield High School (Academy),202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163079,"2,188.75",HC129697,Hereford Cathedral School,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163080,"2,188.75",HC129697,Hereford Cathedral School,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163081,"2,188.75",HC129697,Hereford Cathedral School,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163082,"1,645.00",HC102524,Brockhampton Primary School (Academy),202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163083,"1,645.00",HC122135,BAET T/A Bodenham St Michael큦 CE Primary School,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163084,"1,645.00",HC122135,BAET T/A Bodenham St Michael큦 CE Primary School,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163085,"1,645.00",HC122135,BAET T/A Bodenham St Michael큦 CE Primary School,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163086,"1,645.00",HC122135,BAET T/A Bodenham St Michael큦 CE Primary School,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163087,"1,645.00",HC122135,BAET T/A Bodenham St Michael큦 CE Primary School,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163088,"2,188.75",HC105714,Three Counties Academy Trust,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163089,"2,188.75",HC105714,Three Counties Academy Trust,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163090,"2,188.75",HC105714,Three Counties Academy Trust,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163100,"1,096.67",HC103461,Gloucestershire County Council,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163101,500,HC103461,Gloucestershire County Council,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163102,"2,188.75",HC118940,Earl Mortimer College & Sixth Form HCC,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163103,"1,645.00",HC104761,Herefordshire Marches Federation-Lord Scudamore,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163104,"1,645.00",HC104761,Herefordshire Marches Federation-Lord Scudamore,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163105,"1,645.00",HC104761,Herefordshire Marches Federation-Lord Scudamore,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163106,"1,645.00",HC127130,Shropshire Council,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163107,"1,096.67",HC113733,Canon Pyon CE Academy,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163108,"1,645.00",HC102524,Brockhampton Primary School (Academy),202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163109,"2,188.75",HC110648,BAE Trust T/A The Hereford Academy,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163110,"2,188.75",HC110648,BAE Trust T/A The Hereford Academy,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163111,"2,188.75",HC103935,Herefordshire & Ludlow College,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163112,"1,459.17",HC103935,Herefordshire & Ludlow College,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163113,"1,645.00",HC106103,Holmer C of E Academy,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163114,"1,645.00",HC106103,Holmer C of E Academy,202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163115,"1,645.00",HC112942,Redacted,202311,Commissioned Services,Support Services,Yes
07/02/2023,GI,3163116,"1,645.00",HC202889,Three Counties Academy Trust (St Peter큦 Primary),202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163117,"1,645.00",HC202889,Three Counties Academy Trust (St Peter큦 Primary),202311,Commissioned Services,Support Services,No
07/02/2023,GI,3163119,"33,175.00",HC127536,Wonde Ltd,202311,"Finance, Legal & Governance",Supplies & Services,No
07/02/2023,GI,3163120,700,UH000216,Redacted,202311,Commissioned Services,Supplies & Services,Yes
07/02/2023,GI,3163123,700,UH000219,Redacted,202311,Commissioned Services,Supplies & Services,Yes
07/02/2023,GI,3163124,700,UH000222,Redacted,202311,Commissioned Services,Supplies & Services,Yes
07/02/2023,GI,3163125,700,UH000223,Redacted,202311,Commissioned Services,Supplies & Services,Yes
07/02/2023,GI,3163126,700,UH000107,Redacted,202311,Commissioned Services,Supplies & Services,Yes
07/02/2023,GI,3163127,700,UH000221,Redacted,202311,Commissioned Services,Supplies & Services,Yes
07/02/2023,GI,3163128,700,UH000225,Redacted,202311,Commissioned Services,Supplies & Services,Yes
07/02/2023,GI,3163129,700,UH000107,Redacted,202311,Commissioned Services,Supplies & Services,Yes
08/02/2023,GI,3165021,"16,812.09",HC131048,Redacted,202311,Central Childrens Directorate Costs,Supplies & Services,Yes
08/02/2023,GI,3165022,"1,808.86",HC111924,Bromyard Community Transport Ltd,202311,Highways & Transport,Supplies & Services,No
08/02/2023,GI,3165023,"2,443.97",HC112080,CVS Ledbury & District (Ledbury Ring & Ride),202311,Highways & Transport,Supplies & Services,No
08/02/2023,GI,3165024,"1,706.41",HC102478,Dore Community Transport,202311,Highways & Transport,Supplies & Services,No
08/02/2023,GI,3165025,474.3,HC101381,Hay & District Dial a Ride,202311,Highways & Transport,Supplies & Services,No
08/02/2023,GI,3165026,"2,281.29",HC103982,HVOSS,202311,Highways & Transport,Supplies & Services,No
08/02/2023,GI,3165027,697.39,HC101379,Ross Country Cars,202311,Highways & Transport,Supplies & Services,No
08/02/2023,GI,3165028,"1,875.28",HC110743,The Plynlimon Trust Community Car Scheme,202311,Highways & Transport,Supplies & Services,No
08/02/2023,GI,3165029,"7,833.33",HC103982,HVOSS,202311,Talk Community Programme,Third Party Payments,No
08/02/2023,GI,3165030,464,HC200448,Redacted,202311,Physical Disabilities,Third Party Payments,Yes
08/02/2023,GI,3165031,750,HC106831,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165032,510,HC108451,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165033,660,HC108221,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165034,624,HC108905,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165035,570,HC109338,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165036,"4,333.33",HC106816,Redacted,202311,Prevention and Support,Premises-Related Expenditure,No
08/02/2023,GI,3165037,816,HC110272,Redacted,202311,Prevention and Support,Premises-Related Expenditure,No
08/02/2023,GI,3165038,534,HC106104,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165039,630,HC116314,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165040,660,HC121939,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165041,780,HC122259,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165042,636,HC106104,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165043,660,HC124399,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165044,660,HC104888,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165045,600,HC124860,Redacted,202311,Prevention and Support,Premises-Related Expenditure,No
08/02/2023,GI,3165046,"1,100.00",HC125780,Redacted,202311,Prevention and Support,Premises-Related Expenditure,No
08/02/2023,GI,3165047,660,HC125781,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165048,480,HC125894,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165049,480,HC125884,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165050,720,HC125945,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165051,570,HC106104,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165052,540,HC106104,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165053,636,HC106104,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165054,540,HC100185,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165055,570,HC126091,Redacted,202311,Prevention and Support,Premises-Related Expenditure,No
08/02/2023,GI,3165056,570,HC126091,Redacted,202311,Prevention and Support,Premises-Related Expenditure,No
08/02/2023,GI,3165057,"2,916.66",HC127457,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165058,660,HC111106,Redacted,202311,Prevention and Support,Premises-Related Expenditure,No
08/02/2023,GI,3165059,540,HC128740,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165060,720,HC111970,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165061,720,HC202862,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165062,636,HC130409,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
08/02/2023,GI,3165063,420,HC104143,Redacted,202311,Prevention and Support,Premises-Related Expenditure,No
08/02/2023,GI,3165064,780,HC124399,Redacted,202311,Prevention and Support,Premises-Related Expenditure,Yes
09/02/2023,GI,3165180,"1,155.35",HC109809,Shobdon CP School Imprest A/C,202311,Schools,Supplies & Services,No
09/02/2023,GI,3165222,"1,606.29",HC125264,Herefordshire Pupil Referral Service (St David큦 Centre),202311,Schools,Supplies & Services,No
09/02/2023,GI,3165222,"1,192.55",HC125264,Herefordshire Pupil Referral Service (St David큦 Centre),202311,Schools,Transport-Related Expenditure,No
09/02/2023,GI,3165225,"3,931.89",HC105547,Lea C E Primary School Imprest,202311,Schools,Supplies & Services,No
09/02/2023,GI,3165226,"1,864.43",HC121175,Matrix SCM Ltd,202311,All Ages Commissioning,Employees,No
09/02/2023,GI,3165226,"21,019.54",HC121175,Matrix SCM Ltd,202311,Care Operations,Employees,No
09/02/2023,GI,3165226,"57,027.18",HC121175,Matrix SCM Ltd,202311,Central Childrens Directorate Costs,Employees,No
09/02/2023,GI,3165226,"2,147.95",HC121175,Matrix SCM Ltd,202311,Education and Commissioning,Employees,No
09/02/2023,GI,3165226,"35,823.64",HC121175,Matrix SCM Ltd,202311,"Finance, Legal & Governance",Employees,No
09/02/2023,GI,3165226,"7,916.29",HC121175,Matrix SCM Ltd,202311,People & Performance,Employees,No
09/02/2023,GI,3165226,"2,273.47",HC121175,Matrix SCM Ltd,202311,Public Health,Employees,No
09/02/2023,GI,3165226,"78,879.17",HC121175,Matrix SCM Ltd,202311,Safeguarding and Family Support,Employees,No
09/02/2023,GI,3165226,"2,204.45",HC121175,Matrix SCM Ltd,202311,Talk Community Programme,Employees,No
09/02/2023,GI,3165226,"35,299.13",HC121175,Redacted,202311,Safeguarding and Family Support,Employees,No
09/02/2023,GI,3165227,523,HC113047,Children큦 Social Care,202311,Safeguarding and Family Support,Supplies & Services,No
09/02/2023,GI,3166707,502.34,HC105091,Kington Primary School Imprest A/C,202311,Schools,Supplies & Services,No
09/02/2023,GI,3166708,"3,074.39",HC108278,Orleton C.E. Primary School Imprest,202311,Schools,Supplies & Services,No
09/02/2023,GI,3166709,"2,282.80",HC111399,Weobley County Primary School Imprest,202311,Schools,Supplies & Services,No
10/02/2023,GI,3166875,514.15,HC129573,Redacted,202311,Safeguarding and Family Support,Third Party Payments,Yes
10/02/2023,GI,3166876,505,HC129573,Redacted,202311,Safeguarding and Family Support,Third Party Payments,Yes
10/02/2023,GI,3166923,440,HC130639,Redacted,202311,Safeguarding and Family Support,Third Party Payments,Yes
10/02/2023,GI,3166930,700,HC131277,Redacted,202311,Safeguarding and Family Support,Third Party Payments,Yes
14/02/2023,GI,3167151,"2,108.94",HC102068,Cradley Primary School Imprest,202311,Schools,Supplies & Services,No
14/02/2023,GI,3167152,"2,188.75",HC122706,Hereford Sixth Form College Academy Trust,202311,Commissioned Services,Support Services,No
14/02/2023,GI,3167157,"5,850.00",HC115716,Redacted,202311,Safeguarding and Family Support,Support Services,No
14/02/2023,GI,3167158,"3,042.00",HC102076,Redacted,202311,Safeguarding and Family Support,Support Services,No
15/02/2023,GI,3167248,808.64,HC102673,Eardisley Primary School Imprest,202311,Schools,Supplies & Services,No
15/02/2023,GI,3167249,"1,026.56",HC100397,Almeley Primary School Imprest,202311,Schools,Supplies & Services,No
15/02/2023,GI,3167315,640.96,HC124985,Redacted,202311,"Finance, Legal & Governance",Supplies & Services,Yes
15/02/2023,GI,3167334,629.82,HC107953,Natwest One Card (Direct Debit A/C),202311,Corporate Support Services,Supplies & Services,No
15/02/2023,GI,3167334,"2,092.37",HC107953,Natwest One Card (Direct Debit A/C),202311,Cultural Services,Supplies & Services,No
15/02/2023,GI,3167334,"1,015.50",HC107953,Natwest One Card (Direct Debit A/C),202311,"Finance, Legal & Governance",Premises-Related Expenditure,No
15/02/2023,GI,3167334,"1,055.32",HC107953,Natwest One Card (Direct Debit A/C),202311,"Finance, Legal & Governance",Supplies & Services,No
15/02/2023,GI,3167334,440.27,HC107953,Natwest One Card (Direct Debit A/C),202311,"Finance, Legal & Governance",Transport-Related Expenditure,No
15/02/2023,GI,3167334,"1,097.15",HC107953,Natwest One Card (Direct Debit A/C),202311,Highways & Transport,Supplies & Services,No
15/02/2023,GI,3167334,"2,899.01",HC107953,Natwest One Card (Direct Debit A/C),202311,People & Performance,Supplies & Services,No
15/02/2023,GI,3167334,539,HC107953,Natwest One Card (Direct Debit A/C),202311,Planning & Development Control,Employees,No
15/02/2023,GI,3167334,"1,258.98",HC107953,Natwest One Card (Direct Debit A/C),202311,Planning & Development Control,Supplies & Services,No
15/02/2023,GI,3167334,454.39,HC107953,Natwest One Card (Direct Debit A/C),202311,Prevention and Support,Premises-Related Expenditure,No
15/02/2023,GI,3167334,"1,355.69",HC107953,Natwest One Card (Direct Debit A/C),202311,Prevention and Support,Supplies & Services,No
15/02/2023,GI,3167334,574,HC107953,Natwest One Card (Direct Debit A/C),202311,Regulatory & Technical Services,Employees,No
15/02/2023,GI,3167334,"1,332.88",HC107953,Natwest One Card (Direct Debit A/C),202311,Regulatory & Technical Services,Supplies & Services,No
15/02/2023,GI,3167334,761.53,HC107953,Natwest One Card (Direct Debit A/C),202311,Safeguarding and Family Support,Supplies & Services,No
15/02/2023,GI,3167334,"1,186.10",HC107953,Natwest One Card (Direct Debit A/C),202311,Safeguarding and Family Support,Transport-Related Expenditure,No
15/02/2023,GI,3167334,511.24,HC107953,Natwest One Card (Direct Debit A/C),202311,Transformation and Improvement,Supplies & Services,No
15/02/2023,GI,3167334,"1,292.62",HC107953,Redacted,202311,Prevention and Support,Premises-Related Expenditure,No
15/02/2023,GI,3167334,"21,521.45",HC107953,Redacted,202311,Prevention and Support,Supplies & Services,No
15/02/2023,GI,3167334,"13,792.17",HC107953,Redacted,202311,Safeguarding and Family Support,Supplies & Services,No
15/02/2023,GI,3167335,"2,152.83",HC111402,Weobley High School Petty Cash,202311,Schools,Supplies & Services,No
15/02/2023,GI,3167336,"1,864.43",HC121175,Matrix SCM Ltd,202311,All Ages Commissioning,Employees,No
15/02/2023,GI,3167336,"20,673.96",HC121175,Matrix SCM Ltd,202311,Care Operations,Employees,No
15/02/2023,GI,3167336,"55,511.65",HC121175,Matrix SCM Ltd,202311,Central Childrens Directorate Costs,Employees,No
15/02/2023,GI,3167336,"3,778.51",HC121175,Matrix SCM Ltd,202311,Education and Commissioning,Employees,No
15/02/2023,GI,3167336,"47,263.43",HC121175,Matrix SCM Ltd,202311,"Finance, Legal & Governance",Employees,No
15/02/2023,GI,3167336,"2,533.50",HC121175,Matrix SCM Ltd,202311,People & Performance,Employees,No
15/02/2023,GI,3167336,"1,930.27",HC121175,Matrix SCM Ltd,202311,Prevention and Support,Employees,No
15/02/2023,GI,3167336,"1,163.80",HC121175,Matrix SCM Ltd,202311,Public Health,Employees,No
15/02/2023,GI,3167336,"86,039.00",HC121175,Matrix SCM Ltd,202311,Safeguarding and Family Support,Employees,No
15/02/2023,GI,3167336,"1,927.84",HC121175,Matrix SCM Ltd,202311,Talk Community Programme,Employees,No
15/02/2023,GI,3167336,"35,592.68",HC121175,Redacted,202311,Safeguarding and Family Support,Employees,No
16/02/2023,GI,3167373,"2,667.12",HC110073,St Josephs RC Primary School,202311,Schools,Premises-Related Expenditure,No
16/02/2023,GI,3167373,"1,047.86",HC110073,St Josephs RC Primary School,202311,Schools,Supplies & Services,No
16/02/2023,GI,3167415,812.48,HC105505,Longtown C P School Imprest A/C,202311,Schools,Supplies & Services,No
17/02/2023,GI,3167707,586,HC128463,Redacted,202311,Safeguarding and Family Support,Supplies & Services,Yes
17/02/2023,GI,3167723,514.15,HC129573,Redacted,202311,Safeguarding and Family Support,Third Party Payments,Yes
17/02/2023,GI,3167724,505,HC129573,Redacted,202311,Safeguarding and Family Support,Third Party Payments,Yes
17/02/2023,GI,3167787,499.16,HC103627,H C Westfield School Imprest,202311,Schools,Employees,No
17/02/2023,GI,3167787,"2,095.86",HC103627,H C Westfield School Imprest,202311,Schools,Supplies & Services,No
17/02/2023,GI,3167803,"1,010.00",HC118940,Earl Mortimer College & Sixth Form HCC,202311,Children & Young People Capital,Capital Income,No
17/02/2023,GI,3167815,834,HC105841,Marlbrook  Primary School,202311,Children & Young People Capital,Capital Income,No
17/02/2023,GI,3167821,589,HC100677,Ashfield Park Primary School,202311,Children & Young People Capital,Capital Income,No
17/02/2023,GI,3167832,826,HC118939,Riverside Primary School - HCC,202311,Children & Young People Capital,Capital Income,No
17/02/2023,GI,3167837,448,HC121892,Colwall C of E Primary School,202311,Children & Young People Capital,Capital Income,No
17/02/2023,GI,3167843,606,HC110078,St Martins Primary School,202311,Children & Young People Capital,Capital Income,No
17/02/2023,GI,3167848,830,HC202583,Aylestone School,202311,Children & Young People Capital,Capital Income,No
17/02/2023,GI,3167854,419,HC202584,Broadlands Primary School,202311,Children & Young People Capital,Capital Income,No
17/02/2023,WM,3167865,907.3,HC108443,West Mercia Energy,202311,Highways & Transport,Premises-Related Expenditure,No
17/02/2023,WM,3167872,962.59,HC108443,West Mercia Energy,202311,Schools,Premises-Related Expenditure,No
17/02/2023,WM,3167873,"1,235.80",HC108443,West Mercia Energy,202311,Schools,Premises-Related Expenditure,No
17/02/2023,WM,3167877,"2,203.10",HC108443,West Mercia Energy,202311,Schools,Premises-Related Expenditure,No
17/02/2023,WM,3167878,"1,320.43",HC108443,West Mercia Energy,202311,Property Services,Premises-Related Expenditure,No
17/02/2023,WM,3167879,"1,284.75",HC108443,West Mercia Energy,202311,Property Services,Premises-Related Expenditure,No
17/02/2023,WM,3167883,951.2,HC108443,West Mercia Energy,202311,Schools,Premises-Related Expenditure,No
17/02/2023,WM,3167887,"1,164.20",HC108443,West Mercia Energy,202311,Schools,Premises-Related Expenditure,No
17/02/2023,WM,3167936,869.65,HC108443,West Mercia Energy,202311,Schools,Premises-Related Expenditure,No
