Updated,TT,Transaction Number, Amount ,Ap/Ar ID,Ap/Ar ID(T),Period,Expense Area(T),Cipfa(T)
24/01/2023,II,4109189,867.27,HC111380,Welsh Water,202310,Schools,Premises-Related Expenditure
25/01/2023,II,4109288,2033.56,HC111380,Welsh Water,202310,Schools,Premises-Related Expenditure
27/01/2023,II,4109411,435.34,HC111380,Welsh Water,202310,Schools,Premises-Related Expenditure
30/01/2023,II,4109589,456.59,HC111380,Welsh Water,202310,Schools,Premises-Related Expenditure
17/01/2023,GI,3155414,448.5,HC111402,Weobley High School Petty Cash,202310,Schools,Employees
17/01/2023,GI,3155414,2474.74,HC111402,Weobley High School Petty Cash,202310,Schools,Supplies & Services
31/01/2023,II,4109774,21583,HC111414,West Mercia  Womens Aid,202310,Commissioned Services,Supplies & Services
04/01/2023,II,4106436,43876.5,HC111414,West Mercia  Womens Aid,202310,Commissioned Services,Third Party Payments
05/01/2023,II,4106516,579.88,HC111420,Citizen Housing Group Ltd,202310,All Ages Commissioning,Supplies & Services
05/01/2023,II,4106517,469.12,HC111420,Citizen Housing Group Ltd,202310,All Ages Commissioning,Supplies & Services
17/01/2023,II,4108179,2376,HC111426,RM Educational Resources Ltd (Consortium),202310,Schools,Supplies & Services
13/01/2023,II,4107771,2368,HC111440,Westcom Business Communications Ltd,202310,Schools Devolved Capital,Capital Expenditure
24/01/2023,GI,3157981,2412,HC111484,Whitecross Day Nursery,202310,Dedicated Schools Grant,Transfer Payments
06/01/2023,II,4106818,264323.65,HC111489,Whitecross@Stepnell Ltd,202310,Education and Commissioning,Premises-Related Expenditure
03/01/2023,GI,3150697,1660,HC111508,Wigmore High School (Academy),202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156595,514,HC111508,Wigmore High School (Academy),202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156596,937,HC111508,Wigmore High School (Academy),202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156599,452.25,HC111508,Wigmore High School (Academy),202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156926,452.25,HC111508,Wigmore High School (Academy),202310,Dedicated Schools Grant,Support Services
09/01/2023,II,4106981,2468.57,HC111508,Wigmore High School (Academy),202310,Schools,Supplies & Services
09/01/2023,II,4106983,1834.85,HC111508,Wigmore High School (Academy),202310,Schools,Supplies & Services
23/01/2023,II,4108934,2278.53,HC111508,Wigmore High School (Academy),202310,Schools,Supplies & Services
30/01/2023,II,4109628,1354.58,HC111508,Wigmore High School (Academy),202310,Schools,Supplies & Services
13/01/2023,II,4107875,39500,HC111602,Worcestershire County Council Pension Fund,202310,Corporate,Employees
03/01/2023,II,4106411,16334,HC111603,Worcestershire County Council,202310,Highways & Transport,Supplies & Services
27/01/2023,II,4109432,829499.7,HC111603,Worcestershire County Council,202310,Highways & Transport,Third Party Payments
30/01/2023,II,4109651,8000,HC111603,Worcestershire County Council,202310,Highways & Transport,Third Party Payments
31/01/2023,II,4109868,35259.28,HC111641,The Wye & Usk Foundation,202310,Major Infrastructure Programme Board,Capital Expenditure
03/01/2023,II,4105829,3000,HC111670,Yarkhill Parish Council,202310,Highways & Transport,Third Party Payments
10/01/2023,II,4107403,3965,HC111685,Yeomans Travel Ltd,202310,Economic Growth,Transport-Related Expenditure
10/01/2023,II,4107120,14111,HC111685,Yeomans Travel Ltd,202310,Highways & Transport,Third Party Payments
17/01/2023,II,4108153,5391,HC111685,Yeomans Travel Ltd,202310,Highways & Transport,Third Party Payments
17/01/2023,II,4108237,7113,HC111685,Yeomans Travel Ltd,202310,Highways & Transport,Third Party Payments
20/01/2023,II,4108736,13197.67,HC111685,Yeomans Travel Ltd,202310,Highways & Transport,Third Party Payments
20/01/2023,II,4108756,1062.5,HC111685,Yeomans Travel Ltd,202310,Highways & Transport,Third Party Payments
20/01/2023,II,4108737,597.4,HC111685,Yeomans Travel Ltd,202310,Highways & Transport,Third Party Payments
10/01/2023,II,4107196,423.4,HC111685,Yeomans Travel Ltd,202310,Highways & Transport,Transport-Related Expenditure
03/01/2023,II,4106377,1725,HC111685,Yeomans Travel Ltd,202310,Schools,Supplies & Services
09/01/2023,II,4107009,2400,HC111685,Yeomans Travel Ltd,202310,Schools,Supplies & Services
06/01/2023,II,4106790,1134,HC111685,Yeomans Travel Ltd,202310,Schools,Transport-Related Expenditure
30/01/2023,II,4109575,575,HC111685,Yeomans Travel Ltd,202310,Schools,Transport-Related Expenditure
30/01/2023,II,4109578,455,HC111685,Yeomans Travel Ltd,202310,Schools,Transport-Related Expenditure
16/01/2023,GI,3155288,1350,HC111701,Whitecross Hereford Academy,202310,Commissioned Services,Supplies & Services
03/01/2023,GI,3150703,2800,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
18/01/2023,GI,3155935,2639.56,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
18/01/2023,GI,3155936,4620,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
18/01/2023,GI,3155937,4668,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156519,514,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156522,514,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156527,710.25,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156528,823.5,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156530,452.25,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156536,452.25,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156537,823.5,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156538,937,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156539,1050.5,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156872,514,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156913,514,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156930,452.25,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156933,514,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3157071,3904.08,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
23/01/2023,GI,3157278,600,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
23/01/2023,GI,3157279,600,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
23/01/2023,GI,3157280,600,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
23/01/2023,GI,3157281,573,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
23/01/2023,GI,3157282,588,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
23/01/2023,GI,3157283,585,HC111701,Whitecross Hereford Academy,202310,Dedicated Schools Grant,Support Services
12/01/2023,GI,3153560,916.91,HC111765,St Marys C.E.Primary Imprest (Fownhope),202310,Schools,Supplies & Services
11/01/2023,II,4107539,872,HC111819,School Signs,202310,Highways & Transport,Supplies & Services
11/01/2023,II,4107542,16080,HC111873,Land Use Consultants Ltd,202310,Planning & Development Control,Supplies & Services
24/01/2023,II,4109244,1770.6,HC111924,Bromyard Community Transport Ltd,202310,Education and Commissioning,Transport-Related Expenditure
04/01/2023,GI,3151419,1808.86,HC111924,Bromyard Community Transport Ltd,202310,Highways & Transport,Supplies & Services
24/01/2023,II,4109243,1386.24,HC111924,Bromyard Community Transport Ltd,202310,Highways & Transport,Transport-Related Expenditure
24/01/2023,II,4109260,695,HC111941,Yorkshire Purchasing,202310,Schools,Premises-Related Expenditure
18/01/2023,II,4108302,494.55,HC111941,Yorkshire Purchasing,202310,Schools,Supplies & Services
20/01/2023,II,4108699,2698.84,HC111941,Yorkshire Purchasing,202310,Schools,Supplies & Services
20/01/2023,II,4108701,1227.27,HC111941,Yorkshire Purchasing,202310,Schools,Supplies & Services
25/01/2023,II,4109293,547.3,HC111941,Yorkshire Purchasing,202310,Schools,Supplies & Services
04/01/2023,GI,3151420,2443.97,HC112080,CVS Ledbury & District (Ledbury Ring & Ride),202310,Highways & Transport,Supplies & Services
19/01/2023,II,4108543,2025,HC112251,Fire and Risk Management Services Ltd,202310,Schools,Premises-Related Expenditure
24/01/2023,GI,3157964,4502,HC112337,Busybees Nursery & Creche Ltd,202310,Dedicated Schools Grant,Transfer Payments
23/01/2023,II,4109032,551.37,HC112412,Forward Products,202310,Schools,Supplies & Services
18/01/2023,II,4108281,5300,HC112440,Hereford Asbestos Services Ltd,202310,Property Services,Third Party Payments
17/01/2023,II,4103547,620,HC112618,Sign Right (Fromes Hill) Ltd,202310,Highways & Transport,Supplies & Services
31/01/2023,II,4109649,1000,HC112700,Jigsaw Consultancy,202310,"Finance, Legal & Governance",Supplies & Services
04/01/2023,II,4105318,1438,HC112779,Shawcity Ltd,202310,Regulatory & Technical Services,Supplies & Services
18/01/2023,II,4108432,1790,HC112925,Style Midlands,202310,Schools,Premises-Related Expenditure
03/01/2023,GI,3150693,2990,HC112942,Redacted,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156499,823.5,HC112942,Redacted,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156500,937,HC112942,Redacted,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156821,710.25,HC112942,Redacted,202310,Dedicated Schools Grant,Support Services
24/01/2023,II,4109178,1497.53,HC113045,Schools Advisory Service/ Absence Insurance Services,202310,Schools,Employees
30/01/2023,II,4109721,748.28,HC113045,Schools Advisory Service/ Absence Insurance Services,202310,Schools,Employees
03/01/2023,II,4104304,1042.83,HC113150,Edge Renewables Ltd,202310,Schools,Premises-Related Expenditure
09/01/2023,II,4106758,1103.57,HC113150,Edge Renewables Ltd,202310,Schools,Premises-Related Expenditure
19/01/2023,II,4108354,770,HC113223,Redacted,202310,Schools,Supplies & Services
06/01/2023,II,4106851,899.33,HC113515,Redacted,202310,Safeguarding and Family Support,Employees
05/01/2023,II,4106581,421.13,HC113515,Redacted,202310,Transformation and Improvement,Supplies & Services
05/01/2023,GI,3151757,1096.67,HC113733,Canon Pyon CE Academy,202310,Commissioned Services,Support Services
03/01/2023,GI,3150712,3960,HC113733,Canon Pyon CE Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156836,452.25,HC113733,Canon Pyon CE Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3157018,514,HC113733,Canon Pyon CE Academy,202310,Dedicated Schools Grant,Support Services
13/01/2023,II,4107651,621.56,HC113852,ABA Cleaners,202310,Property Services,Third Party Payments
10/01/2023,II,4107389,554,HC113877,Albion Computers PLC,202310,Schools,Supplies & Services
20/01/2023,GI,3156694,514,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156695,710.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156696,710.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156698,514,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156699,1506.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156700,1733,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156701,1165,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156702,452.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156703,452.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156704,1506.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156705,937,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156706,710.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156707,1391.75,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156710,823.5,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156711,1619.75,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156713,710.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156714,1506.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156715,514,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156716,514,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156717,1733,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156718,1165,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156719,514,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156720,514,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156721,1391.75,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156722,514,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156723,514,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156724,710.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156725,710.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156726,710.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156727,710.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156728,1619.75,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156729,1506.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156731,1391.75,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156732,937,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156733,452.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156734,1165,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156735,514,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156736,1506.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156737,514,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156738,1619.75,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156739,452.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156740,1050.5,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156741,1165,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156742,452.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156743,1050.5,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156744,710.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156745,937,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156746,937,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156747,1165,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156748,1165,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156843,1278.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156883,937,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156931,452.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156938,823.5,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156939,823.5,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156940,823.5,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156941,710.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156942,514,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156943,514,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156944,1050.5,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156945,514,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156946,1050.5,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156947,1391.75,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156948,1506.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156949,710.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156950,1391.75,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156951,1050.5,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156952,937,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156953,514,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156954,514,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156955,1391.75,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156956,1391.75,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156957,710.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156998,710.25,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3157001,1165,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3157007,514,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
23/01/2023,GI,3157170,600,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
23/01/2023,GI,3157171,620,HC113960,Accordia Academies Trust- Barrs Court,202310,Dedicated Schools Grant,Support Services
30/01/2023,II,4109648,1000,HC114016,Redacted,202310,"Finance, Legal & Governance",Supplies & Services
24/01/2023,II,4109224,3625,HC114016,Redacted,202310,"Finance, Legal & Governance",Third Party Payments
17/01/2023,II,4107982,4000,HC114133,One Creative Environments Ltd,202310,Transport & Place Making Delivery Board,Capital Expenditure
17/01/2023,II,4107983,4000,HC114133,One Creative Environments Ltd,202310,Transport & Place Making Delivery Board,Capital Expenditure
18/01/2023,II,4108457,525,HC114180,SLS School Improvement Ltd,202310,Schools,Support Services
24/01/2023,II,4108052,706.94,HC114240,Allstar Business Solutions (Direct Debit only),202310,Regulatory & Technical Services,Transport-Related Expenditure
10/01/2023,II,4107112,486.98,HC114241,Fuel Genie (Direct Debit only),202310,Cultural Services,Transport-Related Expenditure
27/01/2023,II,4109471,630.5,HC114369,The Hereford Food Bank,202310,Prevention and Support,Supplies & Services
20/01/2023,GI,3157002,1514.25,HC114595,Derwen College,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3157032,5615.92,HC114610,New College Worcester,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3157033,5615.92,HC114610,New College Worcester,202310,Dedicated Schools Grant,Support Services
25/01/2023,II,4109265,66097.9,HC114613,National Star College,202310,Dedicated Schools Grant,Support Services
11/01/2023,II,4107550,17631.59,HC114724,Balfour Beatty Living Places Ltd,202310,Capital Planning Delivery Board,Capital Expenditure
11/01/2023,II,4107550,19750.31,HC114724,Balfour Beatty Living Places Ltd,202310,Economic Development Delivery Board,Capital Expenditure
11/01/2023,II,4107550,577604.53,HC114724,Balfour Beatty Living Places Ltd,202310,Highways & Transport,Third Party Payments
11/01/2023,II,4107550,1088109.89,HC114724,Balfour Beatty Living Places Ltd,202310,Major Infrastructure Programme Board,Capital Expenditure
11/01/2023,II,4107550,6424.99,HC114724,Balfour Beatty Living Places Ltd,202310,Planning & Development Control,Third Party Payments
11/01/2023,II,4107550,399915.07,HC114724,Balfour Beatty Living Places Ltd,202310,Transport & Place Making Delivery Board,Capital Expenditure
31/01/2023,II,4109853,425,HC114748,PJB Merchants Ltd,202310,Schools,Premises-Related Expenditure
13/01/2023,II,4107866,1861,HC114841,Lextox,202310,Safeguarding and Family Support,Supplies & Services
16/01/2023,II,4108004,1861,HC114841,Lextox,202310,Safeguarding and Family Support,Supplies & Services
17/01/2023,II,4108223,673,HC114841,Lextox,202310,Safeguarding and Family Support,Supplies & Services
25/01/2023,II,4109342,1417.5,HC114881,Ellis Education Services,202310,Schools,Supplies & Services
24/01/2023,II,4108727,436.8,HC115388,Digital ID Ltd,202310,Highways & Transport,Transport-Related Expenditure
19/01/2023,II,4107706,439.5,HC115532,Enigma CCTV Ltd,202310,Economic Growth,Third Party Payments
20/01/2023,II,4107703,7447.91,HC115532,Enigma CCTV Ltd,202310,Economic Growth,Third Party Payments
20/01/2023,II,4107705,7447.91,HC115532,Enigma CCTV Ltd,202310,Economic Growth,Third Party Payments
23/01/2023,II,4109035,8235.85,HC115532,Enigma CCTV Ltd,202310,Economic Growth,Third Party Payments
20/01/2023,II,4108916,17349.8,HC115532,Enigma CCTV Ltd,202310,Property Services,Third Party Payments
23/01/2023,II,4109035,18258.7,HC115532,Enigma CCTV Ltd,202310,Property Services,Third Party Payments
03/01/2023,GI,3150704,2920,HC115716,Mordiford Church of England Primary School,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156818,514,HC115716,Mordiford Church of England Primary School,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156850,514,HC115716,Mordiford Church of England Primary School,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3157021,452.25,HC115716,Mordiford Church of England Primary School,202310,Dedicated Schools Grant,Support Services
05/01/2023,GI,3151722,1645,HC115884,St Thomas Cantilupe CE Academy,202310,Commissioned Services,Support Services
05/01/2023,GI,3151723,1645,HC115884,St Thomas Cantilupe CE Academy,202310,Commissioned Services,Support Services
03/01/2023,GI,3150694,10590,HC115884,St Thomas Cantilupe CE Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156985,823.5,HC115884,St Thomas Cantilupe CE Academy,202310,Dedicated Schools Grant,Support Services
23/01/2023,GI,3157252,600,HC115884,St Thomas Cantilupe CE Academy,202310,Dedicated Schools Grant,Support Services
23/01/2023,GI,3157253,600,HC115884,St Thomas Cantilupe CE Academy,202310,Dedicated Schools Grant,Support Services
23/01/2023,GI,3157254,600,HC115884,St Thomas Cantilupe CE Academy,202310,Dedicated Schools Grant,Support Services
23/01/2023,GI,3157255,1200,HC115884,St Thomas Cantilupe CE Academy,202310,Dedicated Schools Grant,Support Services
27/01/2023,II,4109386,2500,HC115888,HMCTS,202310,Highways & Transport,Supplies & Services
24/01/2023,GI,3157961,1799,HC115913,Beech House Nursery School,202310,Dedicated Schools Grant,Transfer Payments
03/01/2023,GI,3150709,5150,HC115994,Marden Primary Academy,202310,Dedicated Schools Grant,Support Services
11/01/2023,II,4107507,700,HC115994,Marden Primary Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156460,452.25,HC115994,Marden Primary Academy,202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3157009,452.25,HC115994,Marden Primary Academy,202310,Dedicated Schools Grant,Support Services
04/01/2023,GI,3151379,845,HC116142,Redacted,202310,"Finance, Legal & Governance",Supplies & Services
05/01/2023,II,4106554,2170,HC116149,M & J Travel,202310,Highways & Transport,Transport-Related Expenditure
09/01/2023,II,4107045,1260,HC116149,M & J Travel,202310,Schools,Transport-Related Expenditure
13/01/2023,II,4107769,612.5,HC116320,Redacted,202310,Schools,Supplies & Services
03/01/2023,II,4106264,2678.55,HC116376,Hamptons Resourcing,202310,Central Childrens Directorate Costs,Employees
03/01/2023,II,4106265,2678.55,HC116376,Hamptons Resourcing,202310,Central Childrens Directorate Costs,Employees
13/01/2023,II,4107783,2410.7,HC116376,Hamptons Resourcing,202310,Central Childrens Directorate Costs,Employees
23/01/2023,II,4108949,2410.7,HC116376,Hamptons Resourcing,202310,Central Childrens Directorate Costs,Employees
13/01/2023,GI,3154923,12246.72,HC116432,Ewyas Harold Primary School-A/C 82234762,202310,Children & Young People Capital,Capital Income
06/01/2023,II,4106801,675,HC116511,Inform CPI Ltd,202310,Corporate,Supplies & Services
03/01/2023,GI,3150719,768.4,HC116536,Much Birch CE School Imprest,202310,Schools,Supplies & Services
30/01/2023,II,4109675,1155.99,HC116579,NJ Electrical Services Ltd,202310,Schools,Premises-Related Expenditure
30/01/2023,II,4109524,1500,HC116679,Barnsley Marshall Ltd,202310,Towns Fund Delivery Board,Capital Expenditure
05/01/2023,GI,3151753,1459.17,HC116854,Fairfield High School (Academy),202310,Commissioned Services,Support Services
03/01/2023,GI,3150711,12030,HC116854,Fairfield High School (Academy),202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156582,452.25,HC116854,Fairfield High School (Academy),202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156585,452.25,HC116854,Fairfield High School (Academy),202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156587,452.25,HC116854,Fairfield High School (Academy),202310,Dedicated Schools Grant,Support Services
20/01/2023,GI,3156899,452.25,HC116854,Fairfield High School (Academy),202310,Dedicated Schools Grant,Support Services
