Updated,TT,Transaction Number,Amount,Ap/Ar ID,Ap/Ar ID(T),Period,Expense Area(T),Cipfa(T),Indflag(T)
01/07/2024,GI,3358788,1254.68,HC111399,Weobley County Primary School Imprest,202504,Schools,Premises-Related Expenditure,No
01/07/2024,GI,3358788,1103.17,HC111399,Weobley County Primary School Imprest,202504,Schools,Supplies & Services,No
01/07/2024,GI,3358788,463.3,HC111399,Weobley County Primary School Imprest,202504,Schools,Transport-Related Expenditure,No
01/07/2024,GI,3358826,47775.86,HC103850,Hereford City Council,202504,Holding Codes,Holding Codes,No
01/07/2024,GI,3358827,26233.89,HC103850,Hereford City Council,202504,Holding Codes,Holding Codes,No
02/07/2024,GI,3358968,55000,HC133543,Wellington Primary School,202504,Schools,School Balances,No
02/07/2024,GI,3358969,3956.66,HC133543,Wellington Primary School,202504,Schools Devolved Capital,Capital Expenditure,No
02/07/2024,GI,3358970,1171.25,HC133543,Wellington Primary School,202504,Schools Devolved Capital,Capital Income,No
02/07/2024,GI,3358979,465.08,HC130597,Redacted,202504,Education and Commissioning,Transport-Related Expenditure,Yes
02/07/2024,GI,3358982,1080,HC133319,Redacted,202504,Education and Commissioning,Transport-Related Expenditure,Yes
02/07/2024,GI,3358984,639.54,HC133378,Redacted,202504,Education and Commissioning,Transport-Related Expenditure,Yes
02/07/2024,GI,3358986,1221.4,HC111765,St Marys C.E.Primary Imprest (Fownhope),202504,Schools,Supplies & Services,No
03/07/2024,GI,3359300,469.76,HC133574,Redacted,202504,Safeguarding and Family Support,Third Party Payments,No
03/07/2024,GI,3359344,1240.9,HC131991,Redacted,202504,Schools,Supplies & Services,Yes
03/07/2024,GI,3359346,1730.52,HC111924,Bromyard Community Transport Ltd,202504,"Highways, Environment and Waste",Supplies & Services,No
03/07/2024,GI,3359347,2667.85,HC112080,CVS Ledbury & District (Ledbury Ring & Ride),202504,"Highways, Environment and Waste",Supplies & Services,No
03/07/2024,GI,3359348,2055.69,HC102478,Dore Community Transport,202504,"Highways, Environment and Waste",Supplies & Services,No
03/07/2024,GI,3359349,644.94,HC101381,Hay & District Dial a Ride,202504,"Highways, Environment and Waste",Supplies & Services,No
03/07/2024,GI,3359350,2774.97,HC103982,HVOSS,202504,"Highways, Environment and Waste",Supplies & Services,No
03/07/2024,GI,3359351,712.79,HC101379,Ross Country Cars,202504,"Highways, Environment and Waste",Supplies & Services,No
03/07/2024,GI,3359352,2318.93,HC110743,The Plynlimon Trust (Standing Order only),202504,"Highways, Environment and Waste",Supplies & Services,No
03/07/2024,GI,3359353,7833.33,HC103982,HVOSS,202504,Communities CW,Third Party Payments,No
