Directorate Name,Process Used,Purchasing Body,Contract Reference,Contract Title,Contract Description,Supplier Company Name,Supplier Postcode, Annual Value , Total Contract Value (including extensions) ,OJEU?,Start Date,End Date,Contract Duration (months),Option to extend (months),How many extensions,Extension 1 Taken?,Extension 2 Taken?,Current Expiry Date,SME Supplier?,ProClass Classification,ProClass Description,Company Number,Visibility
Service Reform,ITT,Salford City Council ,S1537,Swinton Vision - Music Event,Swinton Vision - Music Event,From The Other Ltd,M3 5HW,"£29,760.00","£29,760.00",No,16/01/2023,15/10/2023,9,0,0,n/a,n/a,15/10/2023,Yes,291000,Events,7589894,Public
People,RFQ,Salford City Council,S1540,Workforce Approach to Trauma Responsive working,Workforce Approach to Trauma Responsive working,Platfform,SA6 8JG,"£29,640.00","£29,640.00",No,26/06/2023,25/06/2024,12,0,0,N/A,N/A,25/06/2024,Yes,261200,Proffessional and Advisory Services,2546880,Public
Place,RFQ,Salford City Council,S1542,Third Party Damage Recovery Services,Third Party Damage Recovery Services,Motor Accident protection Services Ltd (MAPS),M5 3EB,"£10,000.00","£10,000.00",No,01/11/2022,31/10/2023,12,0,0,N/A,N/A,31/10/2023,No,381900,Vehicle Recovery,3105784,Public
People,RFQ,Salford City Council,S1546,Salford Youth Justice Service – Learning Support Service,Salford Youth Justice Service – Learning Support Service,Edstart Specialist Education Limited,M6 6DW,"£47,250.00","£47,250.00",No,03/07/2023,31/03/2025,21,0,0,n/a,n/a,31/03/2025,Yes,321100,Social Community Care Supplies & Services - Children,9094059,Public
People,CSO Exception,Salford City Council ,S1549,"Information, Advice and Support","Information, Advice and Support",JSENSE,M7 4HA,"£12,500.00","£12,500.00",No,05/09/2022,31/03/2023,6,0,0,N/A,N/A,31/03/2023,No,321010,Support and Advocacy Services,1151197,Public
Service Reform,CSO Exception,Salford City Council,S1551,Third Party Spend Workstream Support,Third Party Spend Workstream Support,4C Associates,W6 7JP,"£79,000.00","£79,000.00",No,04/01/2023,04/04/2023,4,0,0,N/A,N/A,04/04/2023,,150000,Consultancy ,4018096,Public
Place,Mini-Comp,Salford City Council,S1552,Water Hygiene Management at Corporate and Education Properties in Salford 2023-26,Water Hygiene Management at Corporate and Education Properties in Salford 2023-26,HBE,L3 9AG,"£81,555.21","£244,665.63",No,01/04/2023,31/03/2026,36,12,2,,,31/03/2026,No,182830,Water Assesment & Treatment,NI655631,Public
People,CSO Exception,Salford City Council,S1555,Specialist Youth club and holiday provision for young people with autism 11-18,Specialist Youth club and holiday provision for young people with autism 11-18,I AM Celebrating Autism in Manchester,M32 0HL,"£15,825.00","£15,825.00",No,01/04/2023,31/03/2024,12,0,0,n/a,n/a,31/03/2024,Yes,150000,Consultancy ,4326334,Public
People,CSO Exception,Salford City Council ,S1556,Hubs – Parenting – Universal parenting support digital offer,Hubs – Parenting – Universal parenting support digital offer,Triple P UK ,EH3 6AD,"£10,491.67","£31,475.00",No,07/03/2022,31/03/2025,36,0,0,n/a,n/a,31/03/2025,Yes,321100,Social Community Care Supplies & Services - Children,SC222936,Public
Place,CSO Exception,Salford City Council,S1558,Lester Road Reconstruction,Lester Road Reconstruction,A E YATES LIMITED,BL6 4SB ,"£1,997,546.43","£1,997,546.43",No,15/02/2023,15/12/2023,10,3,2,,,15/12/2023,No,390000,"Works - Construction, Repair & Maintenance ",415632,Public
Place,CSO Exception,Salford City Council,S1560,Electricity Supply Grid Connections Works,Electricity Supply Grid Connection Works,Electricity North West,SK1 2JD,"£145,552.00","£145,552.00",No,13/02/2023,30/09/2023,7,3,1,n/a,n/a,30/09/2023,No,370000,Utilities ,2366949,Public
Place,Other,Salford City Council,S1561,CoStar Subscription ,CoStar Subscription,CoStar UK Ltd,SE1 9SG,"£12,000.00","£12,000.00",No,29/02/2023,29/02/2024,12,0,0,n/a,n/a,29/02/2024,No,270000,Information Communication Technology,674990873,Public
Regeneration,RFQ,Salford City Council,S1562,ZC - Solar Car Port - CEMAR Contract Mgmt,ZC - Solar Car Port - CEMAR Contract Mgmt,Thinkproject UK Ltd,GL4 3GG,"£6,740.00","£6,740.00",No,19/12/2022,30/09/2023,9.5,3,1,0,0,30/09/2023,No,270000,Information Communication Technology,5430351,Public
Place,RFQ,Salford City Council ,S1563,St George's Day Centre - LED Works 2023,St George's Day Centre - LED Works 2023,G Jones Builders Ltd,M28 3FJ,"£65,728.86","£65,728.86",No,27/03/2023,30/06/2023,3,0,0,n/a,n/a,30/06/2023,Yes,390000,"Works - Construction, Repair & Maintenance",4928174,Public
Service Reform,RFQ,Salford City Council,S1568,Procurement service support,Procurement service support,STAR Procurement,M33 7ZF ,"£12,000.00","£12,000.00",No,01/04/2023,30/10/2023,0,0,0,n/a,n/a,30/10/2023,No,150000,Consultancy ,,Public
Service Reform,Direct Call-Off,Salford City Council,S1571,SUSE OS Licenses,SUSE OS Licenses,Insight Direct (UK) Ltd,S9 2BU,"£25,217.84","£75,653.52",No,01/04/2023,31/03/2026,36,0,0,n/a,n/a,31/03/203,No,270000,Information Communication Technology,2579852,Public
Service Reform,CSO Exception,Salford City Council,S1572,Placing of Public Notices,Placing of Public Notices,Reach PLC,E14 5AP,"£54,600.00","£54,600.00",No,01/04/2023,31/03/2024,12,0,0,n/a,n/a,31/04/2023,No,999999,Non-procurement,82548,Public
Service Reform,Mini-Comp,Salford City Council,S1577,Blue Badge Fulfilment & Print Services,Blue Badge Fulfilment & Print Services,Allied Publicity Services,SK3 0ZP,"£16,000.00","£48,000.00",n/a,06/02/2023,04/02/2026,36,12,1,n/a,n/a,04/02/2026,No,279999,Information Communication Technology,681528,Public
Place,RFQ,Salford City Council,S1578,Route Optimisation – Waste & Recycling Services,Route Optimisation – Waste & Recycling Services,Whitespace Work Software,GU7 1JX,"£63,341.00","£63,341.00",No,01/04/2023,31/03/2034,120,0,0,n/a,n/a,31/03/2034,Yes,270000,Information Communication Technology,277629946,Public
Service Reform,CSO Exception,Salford City Council,S1580,Consultancy Services for Minerals and Waste Support to AGMA ,Consultancy Services for Minerals and Waste Support to AGMA ,Capita Property and Infrastructure Limited,EC2V 7NQ,"£30,000.00","£30,000.00",No,01/04/2023,30/09/2023,6,0,0,n/a,n/a,30/09/2023,No,150000,Consultancy,2018542,Public
Service Reform,RFQ,Salford City Council,S1583,VMware Enterprise License Agreement,VMware Enterprise License Agreement,Phoenix Software,KT15 2LE,"£48,373.71","£48,373.71",No,08/06/2023,07/08/2024,12,0,0,N/A,N/A,07/06/2024,No,270000,Information Communication Technology,2548628,Public
Service Reform,Direct Call-Off,Salford City Council,S1585,Analyse LOCAL – Revenue Forecasting,Analyse LOCAL – Revenue Forecasting RV Finder Small Business Rate Relief Audit and Virtual Rates Manager,Inform CPI Ltd,EC2V 6AX,"£12,500.00","£12,500.00",No,11/05/2022,10/06/2023,13,12,1,1,N/A,10/06/2024,Yes,270000,Information Communication Technology,5599551,Public
Service Reform,Mini-Comp,Salford City Council,,Campus Infrastructure Upgrade [MY]Work Audio visual,Campus Infrastructure Upgrade - Lot 1 – [MY]Work Audio visual,CDW Ltd,M4 4EW ,"£505,385.49","£505,385.49",No,21/01/2022,20/01/2025,60,0,0,N/A,N/A,20/01/2025,No,271501,Services,2465350,Public
Service Reform,Mini-Comp,Salford City Council,,Campus Infrastructure Upgrade Network Infrastructure Upgrade,Campus Infrastructure Upgrade Network Infrastructure Upgrade,Softcat PLC,SL7 1LW,"£343,000.76","£343,000.76",No,21/01/2022,20/01/2025,60,0,0,N/A,N/A,20/01/2025,No,271501,Services,2174990,Public
Service Reform,Mini-Comp,Salford City Council,,"Catastrophe cover for the Council’s main classes of insurance, including liability, property & Motor Fleet","Catastrophe cover for the Council’s main classes of insurance, including liability, property & Motor Fleet","AIG, HSB QBE, Aon Protect, Convex",OX10 6SD,"£1,437,334.51","£1,437,334.51",No,01/02/2022,31/01/2025,36,48,2,,,31/01/2025,Yes,201800,Insurance,"AIG 10737370
HSB 02396114
QBE 02641728",Public
Service Reform,CSO Exception,Salford Council,,Choice Based Lettings Management System and on-going Homelessness Prevention and Advice System,Choice Based Lettings Management System and on-going Homelessness Prevention and Advice System,Locata,EC1Y 8YZ,"£99,400.00","£198,800.00",No,01/06/2022,31/05/2024,24,12,2,,,14/11/2024,Yes,270000,Information Communication Technology,2548628,Public
Place,Direct Call-Off,Salford City Council,,Bramall Court – affordable general needs and temporary accommodation,Bramall Court – affordable general needs and temporary accommodation,Mears Housing Management Limited & Plexus UK (First Project) Limited,UB8 2SN,"£1,043,868.00","£10,438,680.00",No,TBC,TBC,180,N/A,N/A,,,TBC,No,250000,Housing Management ,2519234,Public
Place,Mini-Comp,Salford City Council,,Construction of 45 new home and associated works at the former Irwell Valley Campus at Blandford Road,Construction of 45 new home and associated works at the former Irwell Valley Campus at Blandford Road,Seddon Construction Limited,BL4 0NN,"£8,720,943.00","£8,720,943.00",No,28/02/2022,18/08/2025,18,6,1,,,18/08/2025,No,391110,Construction,172081,Public
Place,Mini-Comp,Salford City Council,,"Construction of 68 new homes and associated works at the former St Lukes Church of England Primary School, Eccles New Road","Construction of 68 new homes and associated works at the former St Lukes Church of England Primary School, Eccles New Road",Seddon Construction Limited,BL4 0NN,"£13,197,302.00","£13,197,302.00",No,28/02/2022,29/02/2026,24,6,1,,,29/02/2026,No,391110,Construction,172081,Public
Place,Mini-Comp,Salford City Council,,Longshaw Drive Housing - Appointment of Consultant Project Manager,Longshaw Drive Housing - Appointment of Consultant Project Manager,Identity Consult Ltd,PR2 0ZG,"£148,837.50","£148,837.50",No,01/08/2021,31/05/2025,46,0,0,N/A,N/A,31/05/2025,No,152050,Property,5416411,Public
People,Mini-Comp,Salford City Council,,Home to school transport services for the Alder Brook Primary Partnership Centre   ,Home to school transport services for the Alder Brook Primary Partnership Centre   ,MDS Minibuses Ltd,M30 9BQ,"£202,800.00","£1,014,000.00",No,06/09/2022,20/07/2025,35,24,1,,,20/07/2025,yes,360000,Public Transport,8215671,Public
People,Mini-Comp,Salford City Council,,Interpretation and Translation Services,Interpretation and Translation Services,DA Languages Ltd,M32 0FP ,"£34,000.00","£102,000.00",No,01/08/2022,31/07/2025,36,24,2,,,31/07/2025,No,261100,Interpretation & Translation,6207784,Public
People,ITT,Salford City Council,,Age Well – Early Intervention,Age Well – Early Intervention,Age UK Salford,M30 0LH,"£2,834,892.54","£2,834,892.54",Yes,01/10/2022,30/09/2027,48,0,0,N/A,N/A,30/09/2027,Yes,321000,Social Community Care Supplies & Services - Adult,6825798,Public
People,ITT,Salford City Council,,Age Well – Population Health,Age Well – Population Health,Inspiring Communities Together,ST2 0EF,"£1,729,984.82","£1,729,984.82",Yes,01/01/2023,31/12/2027,48,0,0,N/A,N/A,31/12/2027,Yes,321000,Social Community Care Supplies & Services - Adult,1157053,Public
Place,Mini-Comp,Salford City Council ,,Social Value Regeneration KPIs,Social Value Regeneration KPIs,Social Value Portal,SE1 7TY,"£9,350.00","£9,350.00",No,02/12/2022,31/03/2023,3,0,0,N/A,N/A,31/03/2023,,390000,"Works - Construction, Repair & Maintenance ",09197997 ,Public
Place,CSO Exception,Salford City Council,S1382,AUTODESK Subscription,AUTODESK Subscription,SYMETRI,NE3 3PF,"£44,850.00","£44,850.00",,21/08/2023,20/08/2024,12,0,0,n/a,n/a,20/08/2024,Yes,270000,Information Communication Technology,3239798,Public
Place,Other,Salford City Council,,Chapel Street East Ph 1 CEMAR,Chapel Street East Ph 1 CEMAR,Thinkproject UK Ltd,GL4 3GG,"£10,935.00","£10,935.00",NO,07/03/2022,30/12/2022,10,0,0,n/a,n/a,30/12/2023,No,270000,Information Communication Technology,5430351,Public
Place,Mini-Comp,Salford City Council,,MQ - 2223 Clippers Specialist Bridge design Services – Preliminary Options,MQ - 2223 Clippers Specialist Bridge design Services – Preliminary Options,Arcadis LLP (Knight's Architects),EC3M 4BY,"£41,335.00","£41,335.00",No,16/01/2022,16/10/2023,22,0,0,n/a,n/a,16/10/2023,No,390000,"Works - Construction, Repair & Maintenance",OC368843,Public
Place,Mini-Comp,Salford City Council,,Vehicle and Maintenance Delivery,Vehicle and Maintenance Delivery,Coating Services Limited,SK14 1HF,"£240,000.00","£240,000.00",No,20/03/2023,18/03/2024,12,0,0,n/a,n/a,18/03/2024,Yes,380000,Vehichle Management,3852486,Public
Place,Mini-Comp,Salford City Council,,Highways Drainage Programme and Maintenance Delivery,Highways Drainage Programme and Maintenance Delivery,General Utilities North West Ltd,WA4 2QL,"£376,000.00","£376,000.00",,20/03/2023,18/03/2024,12,0,0,n/a,n/a,18/03/2024,No,390000,"Works - Construction, Repair & Maintenance ",6468779,Public
People,CSO Exception,Salford City Council,S1018,Support and Maintenance for Capita ONE Education system and associated portals,Support and Maintenance for Capita ONE Education system and associated portals,Capita Business Services Ltd, SW1H 0XA ,"£158,042.25","£158,042.25",No,01/04/2023,31/03/2024,12,0,0,N/A,N/A,31/03/2024,No,270000,Information Communication Technology,2299747,Public
People,CSO Exception,Salford City Council,S1022,Provision of Allied Health Professionals therapy for children and young people with special educational needs and disability (SEND),Provision of Allied Health Professionals therapy for children and young people with special educational needs and disability (SEND),Northern Care Alliance NHS Foundation Trust (NCA) formerly known as Salford Royal NHS Foundation Trust,M6 8HD,"£545,426.00","£545,426.00",No,01/04/2023,31/03/2024,12,0,0,N/A,N/A,31/03/2024,No,321100,Social Community Care Supplies & Services - Children,,Public
Place,CSO Exception,Salford City Council,,Final electrical connection works - Duchy Caravan Park domestic meters,Final electrical connection works - Duchy Caravan Park domestic meters,G Jones Builders Ltd,M28 3FJ,"£28,459.00","£28,459.00",No,24/05/2023,24/11/2023,6,0,0,n/a,n/a,24/11/2023,,100000,Building Construction Materials ,4928174,Public
Place,CSO Exception,Salford City Council,,Architectural Services – RIBA Work Stage 3,Architectural Services – RIBA Work Stage 3,Buttress Architechts,M4 6AF,"£180,000.00","£180,000.00",No,29/05/2023,29/05/2024,12,0,0,n/a,n/a,29/05/2024,No,390000,"Works - Construction, Repair & Maintenance ",5363573,Public
Place,Direct Call-Off,Salford City Council ,S1232-53,Swinton Greenway - Additional Works Package,Swinton Greenway - Additional Works Package,Argyle North West Limited,M28 3hh,"£43,517.01","£43,517.01",No,24/07/2023,08/09/2023,2,0,0,n/a,n/a,08/09/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",2829893,Public
Place,Mini-Comp,Salford City Council,S1144-67,"Courtyard canopy, door repairs and replacement fire alarm at St Andrews Meithodist School L/Hulton","Courtyard canopy, door repairs and replacement fire alarm at St Andrews Meithodist School L/Hulton",Schofield & Sons Ltd,M30 9PS,"£224,561.00","£224,561.00",No,21/07/2023,01/09/2023,1.5,0,0,N/A,N/A,01/09/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",25459259,Public
Place,Mini-Comp,Salford City Council,S1144-39,Ordsall Leisure Centre Futsal Project,Ordsall Leisure Centre Futsal Project,G Jones Builders Ltd,M28 3FJ,"£126,724.00","£126,724.00",No,17/07/2023,08/09/2023,2,0,0,N/A,N/A,08/09/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",4928174,Public
Place,Direct Call-Off,Salford City Council,S1144-74,External Repairs at Irlam Endowed Primary School,External Repairs at Irlam Endowed Primary School,Schofield & Sons Ltd,M30 9PS,"£13,871.30","£13,871.30",NO,01/08/2023,15/08/2023,0.5,0,0,N/A,N/A,15/08/2023,yes,390000,"Works - Construction, Repair & Maintenance ",25459259,Public
Place,Direct Call-Off,Salford City Council,S1144-75,Wardley Primary School -Shutter removal and window replacement,Wardley Primary School -Shutter removal and window replacement,Schofield & Sons Ltd,M30 9PS,"£33,394.54","£33,394.54",No,01/08/2023,15/08/2023,0.5,0,0,n/a,n/a,15/08/2023,yes,390000,"Works - Construction, Repair & Maintenance ",25459259,Public
Place,Mini-Comp,Salford City Council,S1144-66,Roofing works at Alderbrook & New Park Schools,Roofing works at Alderbrook & New Park Schools,Wright Build Ltd,M46 0AG,"£543,384.00","£543,384.00",No,08/07/2023,30/10/2023,4,0,0,N/A,N/A,30/10/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",1401191,Public
Place,Mini-Comp,Salford City Council,S1524,"Installation of ventilation to first floor committee rooms, Salford Civic Centre","Installation of ventilation to first floor committee rooms, Salford Civic Centre",Kool-It Services Limited,M43 7BA,"£233,074.00","£233,074.00",No,18/09/2023,27/10/2023,1.2,0,0,N/A,N/A,27/10/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",4740958,Public
Place,Mini-Comp,Salford City Council,S1348,Supply of 26 Tonne Refuse Collection Vehicles,,Dennis Eagle,M17 1EH,"£2,181,120.00","£2,181,120.00",No,14/06/2023,14/01/2024,9,0,0,N/A,N/A,14/01/2024,Yes,381100,Industrial,3794455,Yes
People,CSO Exception,Salford City Council,S1594,Adult Social Care – Care Quality Commission – Inspection Readiness Project,CQC Inspection Readiness,ARCC hr Ltd,C4 0DH ,"£33,150.00","£33,150.00",No,19/06/2023,31/09/2023,2.5,0,0,n/a,n/a,31/09/2023,Yes,150000,Consultancy,9859800,Public 
Place,Mini-Comp,Salford City Council,S1584,James Brindley - Replacement of main boiler plant,James Brindley - Replacement of main boiler plant,WH Good Limited,BB4 5JT,"£65,899.00","£65,899.00",No,24/07/2023,01/09/2023,1,0,0,n/a,n/a,01/09/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",4528366,Public
Place,Mini-Comp,Salford City Council,S1584,St Johns - Replacement of main boiler plant,St Johns - Replacement of main boiler plant,Sure Maintenance Ltd,DA2 6DT,"£75,572.29","£75,572.29",No,24/07/2023,01/09/2023,1,0,0,n/a,n/a,01/09/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",4072464,Public
Place,Mini-Comp,Salford City Council,S1590,Refurbishment Albert Park 3G Artificial Grass Pitch,Refurbishment Albert Park 3G Artificial Grass Pitch,Support in Sport (SIS) UK Ltd,CA15 8NT,"£661,929.00","£661,929.00",No,17/07/2023,06/10/2023,3,1,1,,,06/10/2023,No,390000,"Works - Construction, Repair & Maintenance ",4174873,Public
Place,Mini-Comp,Salford City Council,S1232-29,MCF Crossing – Cleggs Lane /Amblecote Drive West,MCF Crossing – Cleggs Lane /Amblecote Drive West,Rosgal Ltd,M20 3BN,"£425,320.26","£425,320.26",No,07/07/2023,07/01/2024,6,0,0,N/A,N/A,07/01/2024,Yes,390000,"Works - Construction, Repair & Maintenance ",3731189,Public
Place,Mini-Comp,Salford City Council,S1576,Electrical Rewire – North Walkden Primary School,Electrical Rewire – North Walkden Primary School,A Copeland Group Ltd,OL7 0NZ ,"£203,741.07","£203,741.07",No,24/07/2023,27/10/2023,3.2,0,0,N/A,N/A,27/10/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",1176225,Public
Place,RFQ,Salford City Council,S1597,Reimbursement of development costs incurred by Salford in connection with City Region Sustainable Transport Settlement Fund – Bus Stop Enhancements: Initial locations to tender,Reimbursement of development costs incurred by Salford in connection with City Region Sustainable Transport Settlement Fund – Bus Stop Enhancements: Initial locations to tender,TfGM ,M1 3BG ,"£13,189.00","£13,189.00",No,03/07/2023,01/09/2023,2,0,0,N/A,N/A,01/09/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",5868101,Public
Service Reform,Direct Call-Off,Salford City Council,,Service contract for the supply of a Property Management Integrated Software Solution,Service contract for the supply of a Property Management Integrated Software Solution,Concerto Support Services Limited,LE1 6LP,"£40,000.00","£160,000.00",,01/09/2023,31/08/2026,48,12,1,,,31/08/2026,Yes,191700,Property Management,5124418,Public
Place,Other,Salford City Council,S1544,SBNI DP3 Cadent C4 Alteration Costs for Belvedere Road Gas Valve,SBNI DP3 Cadent C4 Alteration Costs for Belvedere Road Gas Valve,Cadent,CV7 9JU,"£24,345.00","£24,345.00",No,07/08/2023,04/09/2023,1,0,0,N/A,n/a,04/09/2023,No,390000,"Works - Construction, Repair & Maintenance ",10080864,Public
Place,Direct Call-Off,Salford City Council ,S1598,Consultancy Support for the creation of a Strategic Outline Case for LATC,Consultancy Support for the creation of a Strategic Outline Case for LATC,Inner Circle Consulting Ltd,SE1 3UY,"£66,094.00","£66,094.00",No,10/07/2023,29/09/2023,2.5,0,0,n/a,n/a,29/09/2023,Yes,150000,Consultancy,6799707,Public
Service Reform,CSO Exception,Salford City Council ,S1599,Webcasting , Specialised software designed for Councils to provide and achive vidop committee meetings live and archived video of their committee meetings,Public i,BN3 1DD,"£12,986.00","£25,972.00",No,17/06/2023,17/06/2025,24,0,0,n/a,n/a,1706/2025,Yes,270000,Information Communication Technology,3998680,Public
People,Direct Call-Off,Salford City Council ,S1144-71,Minor internal refurbishment and reconfiguration at Primrose Hill Primary School,Minor internal refurbishment and reconfiguration at Primrose Hill Primary School,Schofield & Sons Ltd,M30 9PS,"£102,409.00","£102,409.00",No,24/07/2023,01/09/2023,1.5,0,0,n/a,n/a,01/09/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",25459259,Public
Place,CSO Exception,Salford City Council ,S1600,Refresh of CCTV Storage and  Display Service storage and  workstations in CCTV Control Room,"The refresh of the CCTV storage servers, display wall servers and workstations located within the SCC CCTV Control room.",Synectics Ltd,ST5 0QY,"£50,170.00","£50,170.00",No,01/10/2023,30/09/2024,12,0,0,N/A,N/A,30/09/2024,No,270000,Information Communication Technology,2685135,Public
Place,Mini-Comp,Salford City Council,S1144-73,Provision of temporary accommodation for the Broadwalk PRU,Provision of temporary accommodation for the Broadwalk PRU Clifton Green,Schofield & Sons Ltd,M30 9PS,"£197,889.00","£197,889.00",No,17/07/2023,01/09/2023,1.5,0,0,n/a,n/a,01/09/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",25459259,Public
Place,Mini-Comp,Salford City Council,S1232- 41,Colliery Railway Bridge Refurbishment ,Colliery Railway Bridge Refurbishment- East Lancashire Road (A580) over a dismantled railway line used as a footway that links Lymefield Drive to PRoW - Worsley Definitive Footpath 88,Coating Services Limited,SK14 1HF,"£366,300.00","£366,300.00",No,04/09/2023,22/12/2023,4,0,0,n/a,n.a,22/12/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",3852486,Public
Place,Mini-Comp,Salford City Council ,S1575,Mosley Common Road/A580 Junction Improvement Scheme,Mosley Common Road/A580 Junction Improvement Scheme,Eric Wright Civil Engineering Ltd,PR5 6AW,"£1,284,852.76","£1,284,852.76",No,18/09/2023,26/04/2024,7,0,0,n/a,n/a,26/04/2024,No,390000,"Works - Construction, Repair & Maintenance",2565379,Public
Place,Mini-Comp,Salford City Council ,S1144-65,"Reroofing, internal reburbishment work Turnpike Depot Messroom","Reroofing, internal reburbishment work Turnpike Depot Messroom",Schofield & Sons Ltd,M30 9PS,"£405,259.00","£405,259.00",No,04/09/2023,19/01/2024,5,0,0,n/a,n/a,19/01/2024,Yes,390000,"Works - Construction, Repair & Maintenance ",25459259,Public
Place ,Direct Call-Off,Salford City Council,PR-18608,Trinity Way Irwell St Ph1 C4 Diversion Vodafone,Trinity Way Irwell St Ph1 C4 Diversion Vodafone,Vodafone,RG14 2FN,"£6,495.86","£6,495.86",no,26/06/2023,31/12/2023,6,0,0,n/a,n/a,31/12/2023,No,270000,Information Communication Technology,4083193,Public
Place,Other,Salford City Council,PR-18354,Innovation Forum-Provision of Internet between Mgt Suite and CCTV,Innovation Forum-Provision of Internet between Mgt Suite and CCTV,M247 U.K. Ltd,M15 5RL,"£5,204.00","£5,204.00",No,20/02/2023,20/02/2024,12,0,0,n/a,n/a,20/02/2024,no,270000,Information Communication Technology,4975343,Public
Place,Direct Call-Off,Salford  City Council,PR-18602,Salford Quays - Additional dock wall railings,Salford Quays - Additional dock wall railings,Horticon Ltd,SK9 6DN,"£9,424.35","£9,424.35",no,26/06/2023,01/09/2023,2,0,0,n/a,n/a,01/09/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",2463373,Public
Place,Direct Call-Off,Salford City Council ,S1232-56,Subway Drainage Inspection Works,Subway Drainage Inspection Works,General Utilities North West Ltd,WA4 2QL,"£37,705.00","£37,705.00",no,14/08/2023,08/09/2023,1,0,0,n/a,n/a,08/09/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",6468779,Public
Place,CSO Exception,Salford City Council ,S1581,Civil and structural engineering consultancy services at Robert Hall St and West Park St in Ordsall for delivery of approx. 300 homes for Derive,Civil and structural engineering consultancy services at Robert Hall St and West Park St in Ordsall for delivery of approx. 300 homes for Derive,Campbell Reith Hill LLP,SE1 3UN,"£90,000.00","£90,000.00",No,21/08/2023,31/02/2024,6,0,0,n/a,n/a,31/12/2024,No,150000,Consultancy,OC300082,Public
Public Health,ITT,Salford City Council,S1022,Integrated Sexual Health Service ,Integrated Sexual Health Service ,Bolton NHS Foundation Trust,M13 9WL,"£2,060,670.00","£13,924,690.00",Yes,01/07/2016,31/12/2023,36,21,2,Yes,Yes,31/12/2023,No,310000,Healthcare,n/a,Public
People,ITT,Salford City Council,,"	Salford Sexual and Reproductive Health Service (Salford Integrated Sexual Health Service)","	Salford Sexual and Reproductive Health Service (Salford Integrated Sexual Health Service)",Manchester University NHS Foundation Trust (MFT),M13 9WL ,"£2,060,670.00","£10,003,350.00",Yes,01/01/2024,31/12/2028,60,24,,,,31/12/2028,No,310000,Healthcare,,Public
Service Reform,Mini-Comp,Salford City Council,S1494,Hardware - Laptops,Hardware - purchase of Laptops,CDW Ltd,EC4M 9AF,"£20,227.20","£20,227.20",No,,,,0,0,N/A,N/A,,No,271300,Information Communication Technology,2465350,Public
Place,Mini-Comp,Salford City Council ,S1232-55,Ordsall Chord Riverside Footpath Improvement,Ordsall Chord Riverside Footpath Improvement,Landscape Engineering Ltd,BB12 8ED,"£151,869.48","£151,869.48",No,04/09/2023,04/12/2023,3,0,0,N/A,N/A,04/12/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",4049863,Public
Place,Other,Salford City Council ,PR-18707,Worsley Leisure Centre - Water Heater Repairs,Worsley Leisure Centre - Water Heater Repairs,J Fletchers (Engineering) Ltd,M30 0SF,"£5,986.02","£5,986.02",No,11/09/2023,16/09/2023,0.2,0,0,N/A,N/A,16/09/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",4072464,Public
Place,Other,Salford City Council ,PR-18696,ZC - Turnpike - Electrical supply and charging infrastructure study,ZC - Turnpike - Electrical supply and charging infrastructure study,Green Jam Energy Services Ltd,B3 1RL,"£6,825.00","£6,825.00",No,01/09/2023,30/11/2023,2,0,0,N/A,N/A,30/11/2023,,191300,Energy Efficiency,12492199,Public
Place,Other,Salford City Council ,PR-18628,Civic Centre Campus - Main Electrical Switch Panel Repairs,Civic Centre Campus - Main Electrical Switch Panel Repairs,Electricity North West ,SK1 2JD,"£6,237.43","£6,237.43",No,09/09/2023,09/09/2023,0,0,0,N/A,N/A,09/09/2023,No,370000,Utilities ,2366949,Public
Place,Other,Salford City Council ,PR-18662,Worsley Court House - External Painting and Timber Repairs,Worsley Court House - External Painting and Timber Repairs,Schofield & Sons Ltd,M30 9PS,"£11,500.00","£11,500.00",No,04/09/2023,28/10/2023,1,0,0,N/A,N/A,28/10/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",25459259,Public
Place,Other,Salford City Council ,PR-18634,Additional Site Investigation - Trial Trenches,Additional Site Investigation - Trial Trenches,Argyle North West Limited,M28 3HH,"£48,409.66","£48,409.66",No,01/08/2023,31/08/2023,1,0,0,N/A,N/A,31/08/2023,Yes,390000,"Works - Construction, Repair & Maintenance ",2829893,Public
Place,Other,Salford City Council ,PR-18653,Buile Hill - Drainage Design - RIBA Stage 4 Design,Buile Hill - Drainage Design - RIBA Stage 4 Design,Wilde Consulting Engineers,SK1 3HS,"£21,540.38","£21,540.38",No,06/07/2023,14/08/2023,1,0,0,N/A,N/A,14/08/2023,,390000,"Works - Construction, Repair & Maintenance ",,Public
