Authority Name,Date of Payment,DocumentNo,Gross,VAT,Net,Vendor Name,Service Area,GL Description,
Salford City Council,05/07/2024,1600737944,59437.88,9906.31,49531.57,Connell Bros Ltd,Capital Expenditure,Works & Building,
Salford City Council,05/07/2024,1600736747,342112.26,0.00,342112.26,Countryside Properties (Uk) Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,05/07/2024,601528189,850.00,0.00,850.00,Cskills Part Of Nocn Group Ltd,People (Childrens),Classroom Supplies Capitation,
Salford City Council,05/07/2024,1600736890,127012.81,0.00,127012.81,Depaul Uk,People (Childrens),Payments to Registered Social Landlords,
Salford City Council,05/07/2024,601528131,28227.00,4704.50,23522.50,Dwf  Law Llp - Manchester,Resources & Transformation,Legal Fees,
Salford City Council,05/07/2024,601528128,44050.44,7341.74,36708.70,Dwf  Law Llp - Manchester,Resources & Transformation,Legal Fees,
Salford City Council,05/07/2024,1600736749,32371.20,5395.20,26976.00,Forvis Mazars Llp Formerly Mazars L,Resources & Transformation,District Audit Fees,
Salford City Council,05/07/2024,601528125,8243.69,0.00,8243.69,Gmw Mental Health Nhs Ft,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,1600736802,26530.43,0.00,26530.43,Greater Manchester Combined,Capital Expenditure,External Fees - Other,
Salford City Council,05/07/2024,1600736770,14902.60,0.00,14902.60,Green Teach Cic,People (Adults),Grants - Externally Funded,
Salford City Council,05/07/2024,1600737935,2217.60,369.60,1848.00,Ijm Electrical Contractors Ltd,Capital Expenditure,Purchase of Vehicles & Plant,
Salford City Council,05/07/2024,1600736763,24080.94,4013.49,20067.45,Iris Software Limited,People (Childrens),Other Professional Fees,
Salford City Council,05/07/2024,1600736830,12324.00,2054.00,10270.00,Jep Youth Engagement Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,1600736718,15984.00,2664.00,13320.00,Jep Youth Engagement Ltd,People (Childrens),Mandat Student,
Salford City Council,05/07/2024,1600737051,21583.00,0.00,21583.00,Lancasterian School,People (Childrens),Payments to Other Local Authorities,
Salford City Council,05/07/2024,1600736859,42890.00,0.00,42890.00,Langdon College,People (Childrens),Pupil Assistance,
Salford City Council,05/07/2024,1600737916,1315.22,210.04,1105.18,Lightoaks Garage Ltd,Place,VMS Materials (Non Stock),
Salford City Council,05/07/2024,1600736733,15849.20,0.00,15849.20,Loreto Sixth Form College,People (Childrens),Pupil Assistance,
Salford City Council,05/07/2024,1600737942,2436.00,0.00,2436.00,Lte Group T/A The Manchester Colleg,People (Childrens),Pupil Assistance,
Salford City Council,05/07/2024,1600736757,19675.03,0.00,19675.03,Lte Group T/A The Manchester Colleg,People (Childrens),Pupil Assistance,
Salford City Council,05/07/2024,6003933654,23649.74,0.00,23649.74,M & N Bland,People (Adults),Day Care,
Salford City Council,05/07/2024,601528188,627.00,104.50,522.50,Mike Davies Transport Ltd,People (Childrens),Pupil Assistance,
Salford City Council,05/07/2024,601528187,888.00,148.00,740.00,Mike Davies Transport Ltd,People (Childrens),Pupil Assistance,
Salford City Council,05/07/2024,601528177,660.00,0.00,660.00,Mindjam,People (Childrens),Pupil Assistance,
Salford City Council,05/07/2024,601528190,756.00,0.00,756.00,Pearson Education Ltd,People (Childrens),Exam fees,
Salford City Council,05/07/2024,1600736858,10533.60,1755.60,8778.00,Phoenix Software Ltd,Resources & Transformation,IT  Licence Fees,
Salford City Council,05/07/2024,1600736771,23097.31,3849.55,19247.76,Phoenix Software Ltd,Resources & Transformation,IT  Licence Fees,
Salford City Council,05/07/2024,1600736731,1444978.75,240829.81,1204148.94,Phoenix Software Ltd,Resources & Transformation,IT  Licence Fees,
Salford City Council,05/07/2024,1600736896,11189.24,0.00,11189.24,Raise The Youth Foundation Cic Ltd,People (Childrens),Mandat Student,
Salford City Council,05/07/2024,601528186,656.65,0.00,656.65,Redacted Data,People (Childrens),Grounds Maintenance,
Salford City Council,05/07/2024,1600737309,775.00,0.00,775.00,Redacted Data,Place,Training expenses,
Salford City Council,05/07/2024,601528171,1152.00,0.00,1152.00,Redacted Data,People (Childrens),Pupil Assistance,
Salford City Council,05/07/2024,6003933762,572.88,0.00,572.88,Redacted Data,People (Adults),Home Helps,
Salford City Council,05/07/2024,6003933611,16398.85,0.00,16398.85,Redacted Data,People (Adults),Home Helps,
Salford City Council,05/07/2024,6003933598,19270.55,0.00,19270.55,Redacted Data,People (Adults),Home Helps,
Salford City Council,05/07/2024,6003933638,20789.11,0.00,20789.11,Redacted Data,People (Adults),Home Helps,
Salford City Council,05/07/2024,6003933714,23248.75,0.00,23248.75,Redacted Data,People (Adults),Home Helps,
Salford City Council,05/07/2024,6003933723,32583.53,0.00,32583.53,Redacted Data,People (Adults),Home Helps,
Salford City Council,05/07/2024,6003933756,41731.59,0.00,41731.59,Redacted Data,People (Adults),Home Helps,
Salford City Council,05/07/2024,6003933692,43072.33,0.00,43072.33,Redacted Data,People (Adults),Home Helps,
Salford City Council,05/07/2024,6003933678,45891.96,0.00,45891.96,Redacted Data,People (Adults),Home Helps,
Salford City Council,05/07/2024,601528183,599.60,0.00,599.60,Redacted Data,People (Childrens),Pupil Assistance,
Salford City Council,05/07/2024,1600736751,30454.67,5075.78,25378.89,Reed Talent Solutions,People (Childrens),Agency Fees,
Salford City Council,05/07/2024,601528193,7238.40,1206.40,6032.00,Rothwell Robinson Ltd,People (Childrens),non -UV Building Repairs & Maintenance,
Salford City Council,05/07/2024,1600736880,17120.00,0.00,17120.00,Safe Families For Children Uk Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,1600737162,902.11,150.35,751.76,Schofield & Sons Ltd,Place,UV Day to Day Repairs,
Salford City Council,05/07/2024,1600736720,1523677.14,0.00,1523677.14,Seddon Construction Ltd,Capital Expenditure,Other Works,
Salford City Council,05/07/2024,1600737963,5316.00,886.00,4430.00,Soft Surfaces Limited,Capital Expenditure,Payments to Contractors - Improvements,
Salford City Council,05/07/2024,601528206,715.63,119.27,596.36,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,05/07/2024,601528205,894.54,149.09,745.45,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,05/07/2024,601528208,894.54,149.09,745.45,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,05/07/2024,601528209,894.54,149.09,745.45,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,05/07/2024,601528204,1047.72,174.62,873.10,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,05/07/2024,601528210,1341.30,223.55,1117.75,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,05/07/2024,601528203,1572.00,262.00,1310.00,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,05/07/2024,601528207,1828.38,304.73,1523.65,Teaching Personnel Ltd,People (Childrens),Agency Fees,
Salford City Council,05/07/2024,6003933633,24242.31,0.00,24242.31,The Focus Foundation,People (Adults),Supported Tenancies,
Salford City Council,05/07/2024,1600731836,60499.99,10083.33,50416.66,The Lowry Centre Trust,Place,Miscellaneous Expenses,
Salford City Council,05/07/2024,601528151,700.00,0.00,700.00,Thompsons Academy Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,601528144,1050.00,0.00,1050.00,Thompsons Academy Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,601528148,1050.00,0.00,1050.00,Thompsons Academy Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,601528142,1225.00,0.00,1225.00,Thompsons Academy Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,601528133,1400.00,0.00,1400.00,Thompsons Academy Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,601528135,1400.00,0.00,1400.00,Thompsons Academy Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,601528136,1400.00,0.00,1400.00,Thompsons Academy Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,601528137,1400.00,0.00,1400.00,Thompsons Academy Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,601528138,1400.00,0.00,1400.00,Thompsons Academy Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,601528152,1400.00,0.00,1400.00,Thompsons Academy Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,601528140,2100.00,0.00,2100.00,Thompsons Academy Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,601528150,2100.00,0.00,2100.00,Thompsons Academy Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,601528146,2275.00,0.00,2275.00,Thompsons Academy Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,601528149,2275.00,0.00,2275.00,Thompsons Academy Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,601528143,2625.00,0.00,2625.00,Thompsons Academy Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,601528145,2625.00,0.00,2625.00,Thompsons Academy Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,601528153,2625.00,0.00,2625.00,Thompsons Academy Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,601528139,2800.00,0.00,2800.00,Thompsons Academy Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,601528134,3500.00,0.00,3500.00,Thompsons Academy Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,601528141,3675.00,0.00,3675.00,Thompsons Academy Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,1600736769,21000.00,3500.00,17500.00,Tile Hill Interim & Executive Ltd,Resources & Transformation,Other Professional Fees,
Salford City Council,05/07/2024,1600736834,16310.43,0.00,16310.43,Transition 360,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,1600736761,35777.71,0.00,35777.71,Transition 360,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,601528132,1214.46,202.41,1012.05,Vision For Education Ltd,People (Childrens),Payments to Agencies,
Salford City Council,05/07/2024,601528180,641.71,0.00,641.71,Vision For Education Ltd,People (Childrens),Pupil Assistance,
Salford City Council,05/07/2024,601528178,809.64,0.00,809.64,Vision For Education Ltd,People (Childrens),Pupil Assistance,
Salford City Council,05/07/2024,601528147,18000.00,3000.00,15000.00,Yellow Jigsaw Cic,People (Adults),Payments to Agencies,
Salford City Council,08/07/2024,1600738043,648.77,20.93,627.84,1010 Taxis,People (Childrens),Payments to Agencies,
Salford City Council,08/07/2024,1600738041,709.78,22.90,686.88,1010 Taxis,People (Childrens),Staff Travel,
Salford City Council,08/07/2024,1600738029,64350.00,0.00,64350.00,Active Ark Ltd,People (Childrens),Payments to Agencies,
Salford City Council,08/07/2024,601528222,7895.00,0.00,7895.00,Adk 24Hr Building Maintenance Ltd,People (Adults),Contractors,
Salford City Council,08/07/2024,1600738100,861.95,143.66,718.29,Aggregates Industries Uk Ltd,Place,Materials,
Salford City Council,08/07/2024,1600738093,863.88,143.98,719.90,Aggregates Industries Uk Ltd,Place,Materials,
Salford City Council,08/07/2024,1600738097,865.20,144.20,721.00,Aggregates Industries Uk Ltd,Place,Materials,
Salford City Council,08/07/2024,1600738095,869.65,144.94,724.71,Aggregates Industries Uk Ltd,Place,Materials,
Salford City Council,08/07/2024,1600738091,872.31,145.39,726.92,Aggregates Industries Uk Ltd,Place,Materials,
Salford City Council,08/07/2024,1600738098,946.69,157.78,788.91,Aggregates Industries Uk Ltd,Place,Materials,
Salford City Council,08/07/2024,1600738145,1435.38,239.23,1196.15,Aggregates Industries Uk Ltd,Place,Materials,
Salford City Council,08/07/2024,1600738143,1694.62,282.44,1412.18,Aggregates Industries Uk Ltd,Place,Materials,
Salford City Council,08/07/2024,1600738040,3956.25,0.00,3956.25,Autistic Society Gtr Manchester Are,People (Childrens),Payments to Agencies,
Salford City Council,08/07/2024,1600738052,6315.79,1052.63,5263.16,Bloom Procurement Services Ltd,Capital Expenditure,External Fees - Other,
Salford City Council,08/07/2024,1600738055,1448.54,241.42,1207.12,Bloom Procurement Services Ltd,Capital Expenditure,Works & Building,
Salford City Council,08/07/2024,601528215,13800.00,2300.00,11500.00,Cms Cameron Mckenna Nabarro Olswang,Capital Expenditure,Legal Fees,
Salford City Council,08/07/2024,1600737186,173676.43,28946.07,144730.36,Connell Bros Ltd,Place,Contractors,
Salford City Council,08/07/2024,1600738016,1968.00,328.00,1640.00,Cornthwaite Agricultural Ltd,Place,Vehicle annual contract Hire (vms),
Salford City Council,08/07/2024,1600738019,1968.00,328.00,1640.00,Cornthwaite Agricultural Ltd,Place,Vehicle annual contract Hire (vms),
Salford City Council,08/07/2024,1600737996,4680.00,780.00,3900.00,Counterculture Partnership Llp,Capital Expenditure,Miscellaneous Expenses,
Salford City Council,08/07/2024,601528234,4484.00,0.00,4484.00,Disclosure & Barring Service,Resources & Transformation,Other Professional Fees,
Salford City Council,08/07/2024,6003934284,2381.12,0.00,2381.12,Divrse 1 Ltd,People (Adults),Rents,
Salford City Council,08/07/2024,6003934439,12555.20,0.00,12555.20,Divrse Ltd,People (Adults),Rents,
Salford City Council,08/07/2024,601528243,2425.01,404.17,2020.84,Elis Uk Ltd,Place,Laundry,
Salford City Council,08/07/2024,1600737966,628.34,104.72,523.62,Esendex Ltd,Resources & Transformation,Computer Software (no annual fee),
Salford City Council,08/07/2024,1600738042,2698.74,449.79,2248.95,Exclusec Group Ltd,Resources & Transformation,Other Professional Fees,
Salford City Council,08/07/2024,1600738033,988.78,164.79,823.99,F. R. Sharrock Limited,Place,VMS Materials (Non Stock),
Salford City Council,08/07/2024,601528247,550.00,0.00,550.00,First Homes Partnership,People (Adults),Rents,
Salford City Council,08/07/2024,601528214,600.60,82.10,518.50,Forbes Solicitors,Resources & Transformation,Provision for Liability Insurance,
Salford City Council,08/07/2024,601528245,3252.00,432.00,2820.00,G & A Taylor Hotels Ltd,People (Adults),Rents,
Salford City Council,08/07/2024,601528246,10100.40,1295.40,8805.00,G & A Taylor Hotels Ltd,People (Adults),Rents,
Salford City Council,08/07/2024,1600737110,50237.66,8372.94,41864.72,General Utilities North West Ltd,Place,Contractors,
Salford City Council,08/07/2024,1600737967,18900.00,0.00,18900.00,Gorse Hill Studios Creative Communi,People (Childrens),Mandat Student,
Salford City Council,08/07/2024,1600738014,595.42,99.24,496.18,Hako Machines Ltd,Place,Materials,
Salford City Council,08/07/2024,1600737984,7272.48,1212.08,6060.40,Handicare Accessibility Ltd,Capital Expenditure,Miscellaneous Grants,
Salford City Council,08/07/2024,601528242,15290.00,0.00,15290.00,Hawthorn Hotel,People (Adults),Rents,
Salford City Council,08/07/2024,6003934338,2997.76,0.00,2997.76,Hb Clark And Co Successor,Place,Food and refreshments,
Salford City Council,08/07/2024,1600738004,1279.36,0.00,1279.36,Hillgate Health Group Ltd,People (Childrens),Payments to Agencies,
Salford City Council,08/07/2024,1600738005,1279.36,0.00,1279.36,Hillgate Health Group Ltd,People (Childrens),Payments to Agencies,
Salford City Council,08/07/2024,1600738084,10004.40,1667.40,8337.00,Ing Media Ltd,Resources & Transformation,Marketing & Publicity,
Salford City Council,08/07/2024,1600738117,677.87,112.97,564.90,K J Lines Ltd,Place,Contractors,
Salford City Council,08/07/2024,1600738119,920.02,153.33,766.69,K J Lines Ltd,Place,Contractors,
Salford City Council,08/07/2024,1600738106,1344.51,224.08,1120.43,K J Lines Ltd,Place,Contractors,
Salford City Council,08/07/2024,1600738115,1387.27,231.21,1156.06,K J Lines Ltd,Place,Contractors,
