Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,03/02/2023,110.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,02/02/2023,120.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,02/02/2023,200.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,02/02/2023,240.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,03/02/2023,110.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,03/02/2023,180.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,03/02/2023,145.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,03/02/2023,240.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,03/02/2023,110.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,03/02/2023,145.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,03/02/2023,200.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,03/02/2023,165.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,03/02/2023,145.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & Glazing Limited,10/02/2023,220.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,A1 Glass & GlazingLimited,22/02/2023,400.00
Education & Skills,SEND (0-25),Transport-Related Expenditure,Taxi Costs,AB & CA H,06/02/2023,"1,834.20"
Education & Skills,SEND (0-25),Transport-Related Expenditure,Taxi Costs,AB & CA H,08/02/2023,"4,076.00"
Health & Wellbeing,Consultant in Public Health,Supplies & Services,Sub Contractors,Abbott Rapid Diagnostics Limited,16/02/2023,247.50
Health & Wellbeing,Consultant in Public Health,Supplies & Services,Sub Contractors,Abbott Rapid Diagnostics Limited,16/02/2023,495.00
Health & Wellbeing,Consultant in Public Health,Supplies & Services,Sub Contractors,Abbott Rapid Diagnostics Limited,16/02/2023,102.71
Health & Wellbeing,Consultant in Public Health,Supplies & Services,Sub Contractors,Abbott Rapid Diagnostics Limited,27/02/2023,107.50
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Payment Of Income Collected,ABRAHAM DARBY ACADEMY ,15/02/2023,"4,540.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,ABRAHAM DARBY ACADEMY ,22/02/2023,"5,746.67"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Acorn Care & Education Ltd,03/02/2023,"24,913.33"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Acorn Care & Education Ltd,22/02/2023,"33,336.99"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Acorn Education & Care Ltd,07/02/2023,"4,976.65"
Education & Skills,SEND (0-25),Supplies & Services,Health & Safety Expenses,Activate for Kids Ltd,02/02/2023,"1,151.76"
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,07/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,07/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,227.53
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,227.53
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,215.55
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,263.45
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/02/2023,231.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/02/2023,227.53
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/02/2023,227.53
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/02/2023,231.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/02/2023,231.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/02/2023,231.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/02/2023,227.53
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/02/2023,231.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,22/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,263.45
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,227.53
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,227.53
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,231.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,227.53
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,231.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,231.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,263.45
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,227.53
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,231.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,16/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,07/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,07/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,07/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,07/02/2023,305.36
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,07/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,07/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,07/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,07/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,07/02/2023,263.45
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,07/02/2023,231.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,07/02/2023,231.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,07/02/2023,215.55
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,07/02/2023,231.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,07/02/2023,231.60
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,07/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,07/02/2023,263.45
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,07/02/2023,311.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,07/02/2023,215.55
Adult Social Care,My Options,Employees,Agency Supply Costs,Acton Banks Limited,07/02/2023,311.35
Prosperity & Investment,BiT,Premises-Related Expenditure,Service Contracts,Adexsi UK Ltd,15/02/2023,338.10
Prosperity & Investment,BiT,Premises-Related Expenditure,Service Contracts,Adexsi UK Ltd,15/02/2023,338.10
Health & Wellbeing,Health Improvement,Premises-Related Expenditure,Hire Of Rooms,Admaston House Community Centre Trust,21/02/2023,225.00
Children큦 Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Joint Financing,Adoption Focus,14/02/2023,"54,630.00"
Education & Skills,Skills,Supplies & Services,Subscriptions,Adviza Partnership,01/02/2023,220.00
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Servicing & Repairs V&P,AEM GROUP LTD,06/02/2023,347.75
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Servicing & Repairs V&P,AEM GROUP LTD,06/02/2023,168.75
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Vehicle Parts,AEM GROUP LTD,16/02/2023,192.00
"Housing, Employment & Infrastructure",Inward Investment & Business Support,Employees,Training Expenses,AFC Telford Holdings Limited,24/02/2023,153.25
Education & Skills,Pupil Support Services,Supplies & Services,Other Grants (Expenses),AFC Telford United Foundation CIC,14/02/2023,"2,000.00"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Employees,Course Fees,AFTA Thought Training Consultant Ltd,16/02/2023,"3,500.00"
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,R&M WC Planned,Agrovista UK LTD,07/02/2023,356.61
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Telecomms,Airband Community Internet,13/02/2023,125.00
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Telecomms,Airband Community Internet,13/02/2023,125.00
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Telecomms,Airband Community Internet,13/02/2023,125.00
"Housing, Employment & Infrastructure",Inward Investment & Business Support,Supplies & Services,Other Grants (Expenses),Alcium Software Ltd,22/02/2023,250.00
Adult Social Care,My Options,Premises-Related Expenditure,Hire Of Rooms,All Saints Wellington,09/02/2023,255.00
Adult Social Care,My Options,Premises-Related Expenditure,Hire Of Rooms,All Saints Wellington,09/02/2023,240.00
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,06/02/2023,"7,090.73"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Fuel,ALLSTAR BUSINESS SOLUTIONS LTD,22/02/2023,"6,794.93"
Neighbourhood & Enforcement Services,Public Protection,Employees,Staff Training,Alpha Parking,08/02/2023,"1,590.00"
Corporate Communications,Communications & Marketing,Capital Expenditure,Other Capital Expenditure,Alphatec Software Limited,09/02/2023,423.00
"Housing, Employment & Infrastructure",Inward Investment & Business Support,Supplies & Services,Consultancy,Always Consult Ltd,15/02/2023,125.00
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Payments to Contractor,Amey OW Ltd,27/02/2023,543.29
Neighbourhood & Enforcement Services,Safer & Stronger Communities,Supplies & Services,Other Services,Amey OW Ltd,22/02/2023,"2,983.29"
Adult Social Care,Community Social Work & Adult Safeguarding,Supplies & Services,Other Services,AMHP Hub,23/02/2023,400.00
Adult Social Care,Community Social Work & Adult Safeguarding,Supplies & Services,Other Services,AMHP Hub,23/02/2023,480.00
Children큦 Safeguarding & Family Support,Family Connect & Childrens Centres,Supplies & Services,Other Grants (Expenses),AMITY RELATIONSHIP SOLUTIONS,23/02/2023,"4,550.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,Solid Fuel,AMP CLEAN ENERGY,22/02/2023,"5,286.98"
"Communities, Customer & Commercial Services",Community Services,Supplies & Services,Grants To Voluntary Organis,Anstice Community Trust,20/02/2023,683.60
"Communities, Customer & Commercial Services",Culture & Events,Supplies & Services,Artistes Fees,Anstice Community Trust,24/02/2023,864.00
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Stationery,Antalis Limited,09/02/2023,167.20
"Communities, Customer & Commercial Services",Customer Relationships & Welfare Services,Supplies & Services,Permit Production - Blue Badge,APS Group,09/02/2023,933.03
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Conference Expenses,APSE ,13/02/2023,334.00
Health & Wellbeing,Consultant in Public Health,Supplies & Services,Sub Contractors,ARapid Diagnostics Limited,16/02/2023,190.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,Aroma Tea & Coffee Merchants,27/02/2023,117.29
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Transport-Related Expenditure,Season Tickets,ARRIVA MIDLANDS LTD,08/02/2023,980.00
Children큦 Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Transport-Related Expenditure,Season Tickets,ARRIVA MIDLANDS LTD,08/02/2023,"1,520.00"
Education & Skills,SEND (0-25),Transport-Related Expenditure,Season Tickets,ARRIVA MIDLANDS LTD,27/02/2023,147.00
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Supplies & Services,Concessionary Travel,ARRIVA MIDLANDS LTD ,19/02/2023,"106,549.58"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS LTD ,10/02/2023,"15,676.20"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS LTD ,10/02/2023,"2,584.28"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS LTD ,10/02/2023,"2,302.00"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS LTD ,10/02/2023,"6,024.72"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS LTD ,10/02/2023,"34,060.00"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS LTD ,10/02/2023,"4,544.40"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Transport-Related Expenditure,Subsidised Routes,ARRIVA MIDLANDS LTD ,10/02/2023,"2,147.88"
"Housing, Employment & Infrastructure",Inward Investment & Business Support,Employees,Training Expenses,Ascendancy Internet Marketing Ltd,15/02/2023,250.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,ASLES LTD,10/02/2023,383.50
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,ASLES LTD,10/02/2023,"5,300.00"
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,ASLESLTD,02/02/2023,"4,240.00"
Education & Skills,SEND (0-25),Third Party Payments,DSG - High Needs Block,Aspris Telford School,03/02/2023,"24,118.00"
Education & Skills,SEND (0-25),Transport-Related Expenditure,Taxi Costs,A-STAR TRANSPORT MIDLANDS LTD,03/02/2023,"1,824.00"
Education & Skills,SEND (0-25),Transport-Related Expenditure,Transport Contractors,A-STAR TRANSPORT MIDLANDS LTD,08/02/2023,"6,500.00"
Education & Skills,SEND (0-25),Transport-Related Expenditure,Taxi Costs,A-STAR TRANSPORT MIDLANDS LTD,16/02/2023,"3,040.00"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Equipment - Repair,Astor Bannerman Ltd,06/02/2023,"2,106.00"
Neighbourhood & Enforcement Services,Safer & Stronger Communities,Supplies & Services,Other Services,AUNIQUEART,15/02/2023,"1,500.00"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Fees,Austin Mix Ltd,10/02/2023,"1,520.00"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Fees,Austin Mix Ltd,10/02/2023,880.00
Neighbourhood & Enforcement Services,Public Protection,Supplies & Services,Security Services,Austin Mix Ltd,11/02/2023,575.00
Neighbourhood & Enforcement Services,Public Protection,Supplies & Services,Security Services,Austin Mix Ltd,11/02/2023,150.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,Automated building & energy controls,03/02/2023,"2,588.17"
Corporate Communications,Communications & Marketing,Capital Expenditure,Other Capital Expenditure,AXIELL LTD,23/02/2023,400.00
"Communities, Customer & Commercial Services",Culture & Events,Supplies & Services,Equipment - Hire,B HIRE PLC,17/02/2023,710.50
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,R&M -Building Other,B INDUSTRIAL SERVICES,14/02/2023,110.25
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,B INDUSTRIAL SERVICES,14/02/2023,136.53
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,B INDUSTRIAL SERVICES,14/02/2023,102.21
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,B INDUSTRIAL SERVICES,14/02/2023,135.55
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,B INDUSTRIAL SERVICES,10/02/2023,470.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,B INDUSTRIAL SERVICES,10/02/2023,260.36
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,B INDUSTRIAL SERVICES,10/02/2023,202.40
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,B INDUSTRIAL SERVICES,10/02/2023,143.04
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,B INDUSTRIAL SERVICES,02/02/2023,279.38
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,B INDUSTRIAL SERVICES,02/02/2023,153.50
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,B INDUSTRIAL SERVICES,02/02/2023,195.00
Prosperity & Investment,BiT,Premises-Related Expenditure,R&M -Buildings DLO Charge,B INDUSTRIAL SERVICES,02/02/2023,158.25
