Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),Salamandersoft Limited,21/05/2024,419.76
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),Salamandersoft Limited,21/05/2024,"1,378.00"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),Salamandersoft Limited,21/05/2024,227.90
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Mobile Phones,EE LTD AIRTIME ,13/05/2024,"12,472.96"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Telephones,Trustmarque Solutions Limited,07/05/2024,"2,651.70"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Telephones,BRITISH TELECOMMUNICATIONS PLC ,20/05/2024,"8,576.34"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Telephones,Trustmarque Solutions Limited,20/05/2024,"2,651.70"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Text Messages,KONICA MINOLTA BUSINESS SOLUTIONS UK LTD,20/05/2024,404.34
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Computer Hardware (Maint),PHOENIX SOFTWARE LTD,20/05/2024,714.84
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Computer Hardware (Maint),PHOENIX SOFTWARE LTD,20/05/2024,"1,724.40"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Computer Hardware (Maint),PHOENIX SOFTWARE LTD,20/05/2024,368.24
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Computer Hardware (Maint),PHOENIX SOFTWARE LTD,20/05/2024,103.14
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Computer Hardware (Maint),PHOENIX SOFTWARE LTD,20/05/2024,"1,227.36"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Computer Hardware (Maint),PHOENIX SOFTWARE LTD,20/05/2024,353.15
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Computer Hardware (Maint),PHOENIX SOFTWARE LTD,20/05/2024,100.90
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Computer Hardware (Maint),PHOENIX SOFTWARE LTD,20/05/2024,"8,770.44"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Computer Hardware (Maint),PHOENIX SOFTWARE LTD,20/05/2024,"3,557.92"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Computer Hardware (Maint),PHOENIX SOFTWARE LTD,20/05/2024,641.48
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Computer Hardware (Maint),PHOENIX SOFTWARE LTD,20/05/2024,"8,234.72"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Computer Hardware (Maint),PHOENIX SOFTWARE LTD,20/05/2024,"18,296.25"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Computer Hardware (Maint),PHOENIX SOFTWARE LTD,20/05/2024,"156,574.25"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),Salamandersoft Limited,21/05/2024,360.40
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),Salamandersoft Limited,21/05/2024,273.48
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),Salamandersoft Limited,21/05/2024,213.06
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),Salamandersoft Limited,21/05/2024,404.92
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),Salamandersoft Limited,21/05/2024,469.58
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),Salamandersoft Limited,21/05/2024,254.40
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),Salamandersoft Limited,21/05/2024,223.66
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),Salamandersoft Limited,21/05/2024,284.08
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),Salamandersoft Limited,21/05/2024,222.60
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),Salamandersoft Limited,21/05/2024,485.48
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),Salamandersoft Limited,21/05/2024,348.74
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),Salamandersoft Limited,21/05/2024,146.28
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),Salamandersoft Limited,21/05/2024,159.00
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),Salamandersoft Limited,21/05/2024,155.82
"Communities, Customer & Commercial Services",ICT,Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,02/05/2024,220.00
"Communities, Customer & Commercial Services",ICT,Premises-Related Expenditure,R&M -Building Other,Charlton Academy,13/05/2024,"3,456.96"
"Communities, Customer & Commercial Services",ICT,Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,02/05/2024,360.00
"Communities, Customer & Commercial Services",ICT,Premises-Related Expenditure,R&M -Buildings DLO Charge,COOL SERVICES LTD,04/05/2024,485.00
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Hardware (Purch / Hire),Recycle IT 4 U Ltd,30/05/2024,197.50
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),ICS.Al Ltd,13/05/2024,"14,252.50"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),IDOX SOFTWARE LTD,10/05/2024,"1,250.00"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),UNIT4 BUSINESS SOFTWARE LTD,01/05/2024,"66,367.31"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),Nominet,01/05/2024,323.38
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,07/05/2024,"3,060.43"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,07/05/2024,355.46
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,07/05/2024,"17,157.92"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),Nominet,04/05/2024,765.94
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,20/05/2024,"3,142.56"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,20/05/2024,373.19
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,20/05/2024,"1,400.00"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,20/05/2024,"16,302.74"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Telecomms,VIRGIN MEDIA BUSINESS ,20/05/2024,186.38
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),UNIT4 BUSINESS SOFTWARE LTD,22/05/2024,"-50,548.25"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,22/05/2024,"3,499.15"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Hardware (Purch / Hire),CCS MEDIA LIMITED,29/05/2024,224.00
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),ICS.Al Ltd,29/05/2024,"17,913.50"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Equipment - Hire,RICOH UK LIMITED,24/05/2024,"6,029.38"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Photocopying,RICOH UK LIMITED,24/05/2024,235.16
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Photocopying,RICOH UK LIMITED,24/05/2024,"2,302.94"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,31/05/2024,"55,048.80"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,31/05/2024,"30,867.12"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,31/05/2024,"3,505.92"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,31/05/2024,"46,269.60"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),Bromcom Computers Plc,02/05/2024,"4,218.20"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),ScholarPack,02/05/2024,"2,630.00"
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Software (Purch / Hire),ScholarPack,02/05/2024,780.00
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Hardware (Purch / Hire),CCS MEDIA LIMITED,29/05/2024,123.00
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Equipment - Purchase,ICTn Limited,23/05/2024,581.60
"Communities, Customer & Commercial Services",ICT,Supplies & Services,Comp Hardware (Purch / Hire),CCS MEDIA LIMITED,29/05/2024,123.00
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,13/05/2024,300.89
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,13/05/2024,198.95
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,13/05/2024,173.81
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,10/05/2024,139.69
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,10/05/2024,396.93
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,03/05/2024,343.73
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,08/05/2024,158.36
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,08/05/2024,326.31
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,08/05/2024,127.55
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,16/05/2024,189.94
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,16/05/2024,326.31
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,10/05/2024,267.58
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,10/05/2024,100.71
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,13/05/2024,253.97
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,13/05/2024,302.96
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,08/05/2024,223.86
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,15/05/2024,122.77
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,22/05/2024,287.87
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,22/05/2024,120.51
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,22/05/2024,201.36
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,03/05/2024,110.51
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,10/05/2024,189.79
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,13/05/2024,361.85
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,03/05/2024,158.03
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,03/05/2024,360.42
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,08/05/2024,205.41
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,08/05/2024,357.48
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,08/05/2024,126.75
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,15/05/2024,105.27
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,22/05/2024,150.37
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,22/05/2024,116.09
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,24/05/2024,105.23
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,24/05/2024,119.84
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,10/05/2024,194.34
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,10/05/2024,182.91
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,16/05/2024,369.05
"Communities, Customer & Commercial Services",Sport & Leisure,Employees,Hospitality,DEWBERRY REDPOINT LTD,13/05/2024,495.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Protective Clothing,IMAGE@WORK LTD,13/05/2024,975.37
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Protective Clothing,IMAGE@WORK LTD,16/05/2024,115.15
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,J S Catering Butchers,29/05/2024,-551.11
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,09/05/2024,791.05
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,09/05/2024,"1,800.64"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,16/05/2024,693.40
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,JOHAL DAIRIES,16/05/2024,"1,621.62"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,22/05/2024,"1,775.04"
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,22/05/2024,791.05
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,153.02
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,16/05/2024,169.76
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,23/05/2024,171.05
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,03/05/2024,256.16
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,08/05/2024,106.78
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,16/05/2024,218.67
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,15/05/2024,117.45
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,15/05/2024,544.23
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,15/05/2024,453.40
"Communities, Customer & Commercial Services",Sport & Leisure,Premises-Related Expenditure,Clean Mats & Toilet Requisites,Border Janitorial Supplies Limited,22/05/2024,173.49
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Crockery/Hardware/Light Equip,CALTEL CATERING & LAUNDRY EQUIPMENT LLP,24/05/2024,135.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,J S Catering Butchers,14/05/2024,110.32
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,J S Catering Butchers,14/05/2024,121.50
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,J S Catering Butchers,14/05/2024,388.36
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,J S Catering Butchers,14/05/2024,303.10
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,J S Catering Butchers,14/05/2024,103.11
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,J S Catering Butchers,14/05/2024,180.63
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,10/05/2024,122.95
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,10/05/2024,104.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,10/05/2024,379.80
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,10/05/2024,173.70
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,10/05/2024,100.95
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,10/05/2024,133.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,10/05/2024,288.80
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,10/05/2024,167.70
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,10/05/2024,190.10
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,10/05/2024,170.70
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,10/05/2024,265.30
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,SAFY IMPEX LTD T/A SPICE TIME,10/05/2024,154.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,196.13
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,578.78
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,301.45
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,521.69
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,179.72
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,137.18
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,143.52
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,157.33
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,109.51
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,177.32
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,223.66
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,193.72
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,141.10
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,352.42
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,267.61
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,341.51
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,399.90
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,305.48
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,125.07
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,225.50
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,131.89
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,178.73
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,336.50
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,187.31
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,469.96
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,336.22
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,645.06
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,213.90
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,251.47
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,117.09
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,365.19
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,108.46
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,819.64
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,158.82
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,784.28
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,106.54
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,127.10
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,449.56
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,220.70
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,229.06
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,115.84
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,298.28
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,290.65
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,136.59
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,221.99
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,198.96
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,152.45
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,274.00
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,280.98
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,240.41
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,114.54
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,169.38
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,697.95
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,130.86
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,363.35
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,223.35
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,649.07
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,543.41
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,248.05
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,198.13
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,103.17
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,118.71
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,191.69
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,110.45
"Communities, Customer & Commercial Services",Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/05/2024,525.82
