Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Marketing / Advertising,THE MIDLAND NEWS ASSOCIATION LTD,31/05/2024,290.34
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Marketing / Advertising,THE MIDLAND NEWS ASSOCIATION LTD,31/05/2024,377.44
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Marketing / Advertising,THE MIDLAND NEWS ASSOCIATION LTD,31/05/2024,812.95
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Payments to Contractor,Tetra Tech Limited,14/05/2024,"1,400.00"
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Marketing / Advertising,THE MIDLAND NEWS ASSOCIATION LTD,13/05/2024,116.14
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Marketing / Advertising,THE MIDLAND NEWS ASSOCIATION LTD,01/05/2024,116.14
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Marketing / Advertising,THE MIDLAND NEWS ASSOCIATION LTD,01/05/2024,116.14
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Marketing / Advertising,THE MIDLAND NEWS ASSOCIATION LTD,08/05/2024,116.14
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Marketing / Advertising,THE MIDLAND NEWS ASSOCIATION LTD,08/05/2024,145.17
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Marketing / Advertising,THE MIDLAND NEWS ASSOCIATION LTD,08/05/2024,116.14
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Marketing / Advertising,THE MIDLAND NEWS ASSOCIATION LTD,08/05/2024,116.14
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Marketing / Advertising,THE MIDLAND NEWS ASSOCIATION LTD,08/05/2024,116.14
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Marketing / Advertising,THE MIDLAND NEWS ASSOCIATION LTD,08/05/2024,137.09
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Marketing / Advertising,THE MIDLAND NEWS ASSOCIATION LTD,08/05/2024,116.14
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Payments to Contractor,Waterman Aspen,10/05/2024,"1,980.00"
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Marketing / Advertising,THE MIDLAND NEWS ASSOCIATION LTD,08/05/2024,116.14
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Marketing / Advertising,THE MIDLAND NEWS ASSOCIATION LTD,31/05/2024,116.14
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,External Professional Fees,Amey OW Ltd,31/05/2024,318.68
Neighbourhood & Enforcement Services,"Highways, Engineering & Project Delivery",Capital Expenditure,Payments to Contractor,R Hand Services Limited (Dyno Rod),22/05/2024,"1,440.00"
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Capital Expenditure,Marketing / Advertising,THE MIDLAND NEWS ASSOCIATION LTD,07/05/2024,116.14
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Capital Expenditure,Marketing / Advertising,THE MIDLAND NEWS ASSOCIATION LTD,07/05/2024,116.14
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,15/05/2024,743.76
Neighbourhood & Enforcement Services,Strategic Transport & Highway Network Management,Capital Expenditure,Payments to Contractor,AtkinsRéalis UK Limited,24/05/2024,"1,940.00"
Neighbourhood & Enforcement Services,Waste & Neighbourhood Services,Capital Expenditure,Payments to Contractor,BounceBack Safety Surfaces Ltd,31/05/2024,"21,652.40"
Prosperity & Investment,BiT,Capital Expenditure,Payments to Contractor,PAVE AWAYS LTD,21/05/2024,"242,788.54"
Prosperity & Investment,BiT,Capital Expenditure,Payments to Contractor,PAVE AWAYS LTD,07/05/2024,"116,671.22"
Prosperity & Investment,BiT,Capital Expenditure,Payments to Contractor,VPS (UK) LTD,20/05/2024,211.35
Prosperity & Investment,BiT,Capital Expenditure,Payments to Contractor,Geldards LLP,16/05/2024,"1,113.00"
Prosperity & Investment,BiT,Capital Expenditure,Payments to Contractor,National Grid Electricity Distribution (West Midlands) plc,17/05/2024,"2,484.88"
Prosperity & Investment,BiT,Capital Expenditure,Payments to Contractor,Lovell Partnerships Limited,29/05/2024,"127,703.49"
Prosperity & Investment,Development Management,Capital Expenditure,Payments to Contractor,THE MIDLAND NEWS ASSOCIATION LTD,07/05/2024,215.42
Prosperity & Investment,Development Management,Capital Expenditure,Payments to Contractor,THE MIDLAND NEWS ASSOCIATION LTD,07/05/2024,235.01
Prosperity & Investment,Development Management,Capital Expenditure,Payments to Contractor,THE MIDLAND NEWS ASSOCIATION LTD,07/05/2024,134.44
Prosperity & Investment,Development Management,Capital Expenditure,Payments to Contractor,Red Kite Network Limited,16/05/2024,"1,872.55"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,GROUND INVESTIGATION & PILING LTD,03/05/2024,"13,155.14"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,GROUND INVESTIGATION & PILING LTD,03/05/2024,"1,256.25"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,GROUND INVESTIGATION & PILING LTD,03/05/2024,"11,986.85"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,GROUND INVESTIGATION & PILING LTD,03/05/2024,"1,000.00"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,GROUND INVESTIGATION & PILING LTD,03/05/2024,400.00
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,Morris Property Ltd,08/05/2024,"6,197.23"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,NOBRIDGE LTD,03/05/2024,590.00
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,PERFECT CIRCLE JV LTD,03/05/2024,"7,616.80"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,PERFECT CIRCLE JV LTD,03/05/2024,"15,950.03"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,PERFECT CIRCLE JV LTD,03/05/2024,"4,270.20"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,Focus Consultants 2010 LLP,03/05/2024,"1,320.00"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,Willmott Dixon Construction Ltd,21/05/2024,"254,630.80"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,Willmott Dixon Construction Ltd,21/05/2024,"1,502,884.62"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Compensation,FREETHS LLP ,10/05/2024,"14,250.00"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Legal Fees,FREETHS LLP,13/05/2024,"10,618.20"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,Morris Property Ltd,07/05/2024,"119,930.80"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Compensation,Hulley and Kirkwood Consulting Engineers Limited,08/05/2024,"2,660.00"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Other Capital Expenditure,NUPLACE LTD,22/05/2024,"1,000,000.00"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,National Grid Electricity Distribution (West Midlands) plc,22/05/2024,"13,025.68"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,National Grid Electricity Distribution (West Midlands) plc,22/05/2024,"29,349.89"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Legal Fees,FREETHS LLP,22/05/2024,"1,525.40"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Legal Fees,FREETHS LLP,22/05/2024,"2,202.60"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Other Capital Expenditure,NUPLACE LTD,21/05/2024,"250,000.00"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,A.R.M. Surveys Ltd,20/05/2024,"1,850.00"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Legal Fees,FREETHS LLP,16/05/2024,464.50
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Legal Fees,FREETHS LLP,16/05/2024,307.20
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Legal Fees,FREETHS LLP,16/05/2024,293.80
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,Kajima Partnerships Ltd,31/05/2024,"25,964.76"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,PRYCE (BUILDERS) LTD,13/05/2024,"1,600.00"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Legal Fees,Thomas Lister Ltd,07/05/2024,"6,750.00"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,PERFECT CIRCLE JV LTD,08/05/2024,"35,614.02"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Site Investigation,Travis Baker Ltd,08/05/2024,"1,275.00"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,AtkinsRéalis UK Limited,08/05/2024,"19,092.25"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,Morris Property Ltd,14/05/2024,"130,625.00"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,Market Curators,22/05/2024,900.00
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,Red Kite Network Limited,17/05/2024,"1,825.00"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Plan Environment Services Fees,R Hand Services Limited (Dyno Rod),16/05/2024,"1,600.00"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,PERFECT CIRCLE JV LTD,20/05/2024,"63,954.64"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,PERFECT CIRCLE JV LTD,28/05/2024,"17,807.01"
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,External Professional Fees,WREKIN DRAIN SERVICES LTD,28/05/2024,855.00
Prosperity & Investment,Regeneration & Investment,Capital Expenditure,Payments to Contractor,WREKIN DRAIN SERVICES LTD,31/05/2024,"2,800.00"
Adult Social Care,ASC Prevention & Enablement,Transport-Related Expenditure,Taxi Costs,Cartello Ambulance,16/05/2024,228.00
Adult Social Care,ASC Prevention & Enablement,Transport-Related Expenditure,Taxi Costs,Cartello Ambulance,16/05/2024,342.00
Adult Social Care,ASC Prevention & Enablement,Transport-Related Expenditure,Taxi Costs,Cartello Ambulance,16/05/2024,199.50
Adult Social Care,ASC Prevention & Enablement,Transport-Related Expenditure,Taxi Costs,Cartello Ambulance,29/05/2024,199.50
Adult Social Care,ASC Prevention & Enablement,Premises-Related Expenditure,Contract Cleaning,Vortex Cleaning Ltd,29/05/2024,"5,115.00"
Adult Social Care,ASC Prevention & Enablement,Premises-Related Expenditure,Building Cleaning DSO,CLEANIT CLEANING SERVICES,29/05/2024,"1,195.00"
Adult Social Care,ASC Prevention & Enablement,Supplies & Services,Equipment - Hire,ARJO UK LTD,16/05/2024,620.00
Adult Social Care,ASC Prevention & Enablement,Supplies & Services,Equipment - Hire,ARJO UK LTD,16/05/2024,636.00
Adult Social Care,ASC Prevention & Enablement,Supplies & Services,Translation Services,VISS Sign Language Interpreting Service,16/05/2024,120.00
Adult Social Care,ASC Prevention & Enablement,Supplies & Services,Translation Services,VISS Sign Language Interpreting Service,16/05/2024,120.00
Adult Social Care,"Assurance, Transformation & Financial Management",Supplies & Services,Comp Software (Purch / Hire),Signis Limited,24/05/2024,"9,500.00"
Adult Social Care,"Assurance, Transformation & Financial Management",Supplies & Services,Print Room Recharges,MEETING POINT TRUST LTD,23/05/2024,127.45
Adult Social Care,"Commissioning, Procurement & Brokerage",Supplies & Services,Other Grants (Expenses),SHROPSHIRE COMMUNITY HEALTH NHS TRUST,24/05/2024,"12,453.91"
Adult Social Care,Community Social Work (Principal Social Worker),Premises-Related Expenditure,Aids & Adaptions,The Stair Climbing Company,16/05/2024,900.00
Adult Social Care,Community Social Work (Principal Social Worker),Employees,Staff Training,UNIVERSITY OF WOLVERHAMPTON ,23/05/2024,"5,040.00"
Adult Social Care,Community Social Work (Principal Social Worker),Supplies & Services,Other Grants (Expenses),POHWER,16/05/2024,"2,500.00"
Adult Social Care,Community Social Work (Principal Social Worker),Supplies & Services,Medical Consultants Fees,Sakum Ltd,20/05/2024,434.82
Adult Social Care,Community Social Work (Principal Social Worker),Supplies & Services,Medical Consultants Fees,Onside Independent Advocacy,20/05/2024,112.20
Adult Social Care,Community Social Work (Principal Social Worker),Supplies & Services,Medical Consultants Fees,Onside Independent Advocacy,20/05/2024,139.85
Adult Social Care,Community Social Work (Principal Social Worker),Supplies & Services,Medical Consultants Fees,St Teresa Ltd ,23/05/2024,"2,425.28"
Adult Social Care,Community Social Work (Principal Social Worker),Supplies & Services,Medical Consultants Fees,Sakum Ltd,23/05/2024,165.00
Adult Social Care,Community Social Work (Principal Social Worker),Supplies & Services,Medical Consultants Fees,Sakum Ltd,30/05/2024,165.00
Adult Social Care,Community Social Work (Principal Social Worker),Employees,Staff Training,UNIVERSITY OF WOLVERHAMPTON ,30/05/2024,"1,680.00"
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,PHS GROUP,16/05/2024,125.22
Adult Social Care,My Options,Premises-Related Expenditure,Hire Of Rooms,Dawley Baptist Church,08/05/2024,285.00
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BROSCH DIRECT LTD,22/05/2024,332.08
Adult Social Care,My Options,Supplies & Services,Computer Software (Maint),Access UK Ltd,08/05/2024,150.00
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus (UK) Limited,08/05/2024,521.33
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,08/05/2024,"11,299.54"
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus (UK) Limited,08/05/2024,119.70
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BERWICK CARE EQUIPMENT LTD,08/05/2024,246.55
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BERWICK CARE EQUIPMENT LTD,16/05/2024,166.90
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,16/05/2024,"10,515.69"
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus (UK) Limited,22/05/2024,"1,209.00"
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BERWICK CARE EQUIPMENT LTD,22/05/2024,351.10
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,22/05/2024,"9,823.26"
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,08/05/2024,310.94
Adult Social Care,My Options,Supplies & Services,Computer Software (Maint),Access UK Ltd,08/05/2024,494.40
Adult Social Care,My Options,Supplies & Services,Adult Flexi / Day Care,Redacted Personal Information ,23/05/2024,"1,065.27"
Adult Social Care,My Options,Supplies & Services,Respite Care,Redacted Personal Information ,01/05/2024,"1,061.39"
Adult Social Care,My Options,Supplies & Services,Respite Care,Redacted Personal Information ,23/05/2024,642.06
Adult Social Care,My Options,Supplies & Services,Respite Care,Redacted Personal Information ,29/05/2024,"1,061.39"
Adult Social Care,My Options,Supplies & Services,Respite Care,Redacted Personal Information ,28/05/2024,760.00
Adult Social Care,My Options,Supplies & Services,Respite Care,Redacted Personal Information ,28/05/2024,664.00
Adult Social Care,My Options,Supplies & Services,Respite Care,Redacted Personal Information ,28/05/2024,"1,580.00"
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus (UK) Limited,08/05/2024,298.35
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,08/05/2024,"1,200.94"
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,08/05/2024,"3,824.33"
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,16/05/2024,"3,261.21"
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,16/05/2024,"3,281.16"
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BERWICK CARE EQUIPMENT LTD,16/05/2024,193.58
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus (UK) Limited,22/05/2024,701.44
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,22/05/2024,"1,611.67"
Adult Social Care,My Options,Employees,Agency Supply Costs,Safehands Recruitment,22/05/2024,"2,543.52"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Premises-Related Expenditure,Hire Of Rooms,HADLEY & LEEGOMERY PARISH COUNCIL,29/05/2024,150.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Easylink,10/05/2024,"1,790.85"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Possum Ltd,10/05/2024,895.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,WREKIN HOUSING TRUST (SUBSIDIARY) LTD ,02/05/2024,125.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,WREKIN HOUSING TRUST (SUBSIDIARY) LTD ,02/05/2024,125.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,WREKIN HOUSING TRUST (SUBSIDIARY) LTD ,02/05/2024,125.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,WREKIN HOUSING TRUST (SUBSIDIARY) LTD ,02/05/2024,125.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,WREKIN HOUSING TRUST (SUBSIDIARY) LTD ,02/05/2024,125.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,WREKIN HOUSING TRUST (SUBSIDIARY) LTD ,02/05/2024,265.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,SARABEC LIMITED,28/05/2024,479.60
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Easylink,17/05/2024,425.70
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Ravencourt Ltd,17/05/2024,283.85
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,TEC Services Association C.I.C,22/05/2024,460.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Easylink,31/05/2024,434.21
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,CONNEVANS LIMITED,30/05/2024,131.47
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Equipment - Repair,STANNAH LIFT SERVICES LTD,03/05/2024,"1,080.50"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Equipment - Repair,STANNAH LIFT SERVICES LTD,03/05/2024,"9,926.00"
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Translation Services,VISS Sign Language Interpreting Service,07/05/2024,120.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,21/05/2024,149.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,23/05/2024,149.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Transport-Related Expenditure,Taxi Costs,Cartello Ambulance,21/05/2024,171.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Transport-Related Expenditure,Taxi Costs,Telford and Wrekin Community Enterprise LTD,21/05/2024,144.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Other Services,P H REMOVALS,21/05/2024,700.00
Adult Social Care,Prevention & Independence - Older Adults & Disability,Transport-Related Expenditure,Taxi Costs,Cartello Ambulance,23/05/2024,199.50
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Other Grants (Expenses),TELFORD & WREKIN CVS,01/05/2024,"90,000.00"
Children´s Safeguarding & Family Support,Child Protection & Family Support,Employees,Course Fees,Ability Smart Ltd,30/05/2024,490.00
Children´s Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Consultancy,Impower Consulting Limited,15/05/2024,"77,429.86"
Children´s Safeguarding & Family Support,Child Protection & Family Support,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,03/05/2024,129.17
Children´s Safeguarding & Family Support,Child Protection & Family Support,Transport-Related Expenditure,Taxi Costs,Ezy Car Ltd,01/05/2024,"1,918.40"
Children´s Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Other Grants (Expenses),Midlands Partnership NHS Foundation Trust,24/05/2024,"42,152.23"
Children´s Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Other Grants (Expenses),Midlands Partnership NHS Foundation Trust,24/05/2024,"43,562.40"
Children´s Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Adoption Allowances,Redacted Personal Information ,29/05/2024,"3,000.00"
Children´s Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Conference Expenses,Mercure Telford Centre Hotel,01/05/2024,456.33
Children´s Safeguarding & Family Support,Child Protection & Family Support,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,24/05/2024,129.17
Children´s Safeguarding & Family Support,Family Connect & Childrens Centres,Premises-Related Expenditure,Hire Of Rooms,Paint & Create,17/05/2024,125.00
