Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Adult Social Care,ASC Prevention & Enablement,Employees,Employee Costs Recharged,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,06/08/2024,19662.00 
Adult Social Care,ASC Prevention & Enablement,Employees,Employee Costs Recharged,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,06/08/2024,39324.00 
Adult Social Care,ASC Prevention & Enablement,Employees,Employee Costs Recharged,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,13/08/2024,19662.00 
Adult Social Care,ASC Prevention & Enablement,Employees,Employee Costs Recharged,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,13/08/2024,19662.00 
Adult Social Care,ASC Prevention & Enablement,Premises-Related Expenditure,Contract Cleaning,Vortex Cleaning Ltd,06/08/2024,2875.00 
Adult Social Care,ASC Prevention & Enablement,Premises-Related Expenditure,Contract Cleaning,CLEANIT CLEANING SERVICES,13/08/2024,2500.00 
Adult Social Care,ASC Prevention & Enablement,Supplies & Services,Equipment - Hire,ARJO UK LTD,14/08/2024,636.00 
Adult Social Care,ASC Prevention & Enablement,Supplies & Services,Equipment - Hire,ARJO UK LTD,09/08/2024,493.90 
Adult Social Care,ASC Prevention & Enablement,Supplies & Services,Translation Services,VISS Sign Language Interpreting Service,15/08/2024,120.00 
Adult Social Care,ASC Prevention & Enablement,Transport-Related Expenditure,Taxi Costs,Cartello Ambulance,02/08/2024,199.50 
Adult Social Care,ASC Prevention & Enablement,Transport-Related Expenditure,Taxi Costs,Cartello Ambulance,02/08/2024,199.50 
Adult Social Care,"Assurance, Transformation & Financial Management",Supplies & Services,Computer Hardware (Maint),LIQUIDLOGIC LIMITED,14/08/2024,5850.00 
Adult Social Care,"Assurance, Transformation & Financial Management",Supplies & Services,Other Expenses,Wrekin Clearances,06/08/2024,500.00 
Adult Social Care,"Assurance, Transformation & Financial Management",Supplies & Services,Systems Procurement,Prepaid Financial Services Limited,13/08/2024,391.30 
Adult Social Care,"Assurance, Transformation & Financial Management",Supplies & Services,Systems Procurement,Prepaid Financial Services Limited,13/08/2024,624.60 
Adult Social Care,"Assurance, Transformation & Financial Management",Supplies & Services,Translation Services,EXPRESS INTERPRETING & TRANSLATION,20/08/2024,537.75 
Adult Social Care,"Assurance, Transformation & Financial Management",Supplies & Services,Translation Services,EXPRESS INTERPRETING & TRANSLATION,20/08/2024,504.00 
Adult Social Care,Community Social Work & Adult Safeguarding,Employees,Staff Training,SHROPSHIRE COUNCIL ,20/08/2024,104.00 
Adult Social Care,Community Social Work (Principal Social Worker),Premises-Related Expenditure,General Rents,BOURNVILLE VILLAGE TRUST,13/08/2024,12764.88 
Adult Social Care,Community Social Work (Principal Social Worker),Premises-Related Expenditure,General Rents,BOURNVILLE VILLAGE TRUST,13/08/2024,12764.88 
Adult Social Care,Community Social Work (Principal Social Worker),Premises-Related Expenditure,R&M -Building Other,WINDOW & DOOR CONTRACT SERVICES,30/08/2024,336.64 
Adult Social Care,Community Social Work (Principal Social Worker),Supplies & Services,Medical Consultants Fees,Sakum Ltd,13/08/2024,720.28 
Adult Social Care,Community Social Work (Principal Social Worker),Supplies & Services,Medical Consultants Fees,St Teresa Ltd ,15/08/2024,854.82 
Adult Social Care,Community Social Work (Principal Social Worker),Supplies & Services,Medical Consultants Fees,Onside Independent Advocacy,21/08/2024,145.80 
Adult Social Care,Community Social Work (Principal Social Worker),Supplies & Services,Medical Consultants Fees,Onside Independent Advocacy,21/08/2024,164.70 
Adult Social Care,Community Social Work (Principal Social Worker),Supplies & Services,Other Grants (Expenses),VoiceAbility,01/08/2024,6691.25 
Adult Social Care,Community Social Work (Principal Social Worker),Supplies & Services,Other Grants (Expenses),TELFORD & WREKIN CVS,23/08/2024,15000.00 
Adult Social Care,My Options,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,07/08/2024,165.00 
Adult Social Care,My Options,Capital Expenditure,Payments to Contractor,ASLES (TOOL HIRE & SALES) LTD,21/08/2024,848.00 
Adult Social Care,My Options,Capital Expenditure,Payments to Contractor,ASLES (TOOL HIRE & SALES) LTD,21/08/2024,848.00 
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus (UK) Limited,29/08/2024,574.80 
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus (UK) Limited,27/08/2024,160.65 
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus (UK) Limited,27/08/2024,252.77 
Adult Social Care,My Options,Employees,Agency Supply Costs,Nurse Plus and Carer Plus (UK) Limited,27/08/2024,287.40 
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,PHS GROUP,07/08/2024,125.22 
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BROSCH DIRECT LTD,07/08/2024,212.80 
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BROSCH DIRECT LTD,27/08/2024,259.49 
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BERWICK CARE EQUIPMENT LTD,07/08/2024,124.53 
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BROSCH DIRECT LTD,29/08/2024,142.45 
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BERWICK CARE EQUIPMENT LTD,29/08/2024,109.99 
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BROSCH DIRECT LTD,07/08/2024,191.10 
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BROSCH DIRECT LTD,13/08/2024,142.90 
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BERWICK CARE EQUIPMENT LTD,08/08/2024,205.98 
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BERWICK CARE EQUIPMENT LTD,27/08/2024,227.50 
Adult Social Care,My Options,Premises-Related Expenditure,Clean Mats & Toilet Requisites,BERWICK CARE EQUIPMENT LTD,27/08/2024,328.79 
Adult Social Care,My Options,Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,08/08/2024,180.00 
Adult Social Care,My Options,Supplies & Services,Computer Software (Maint),Access UK Ltd,08/08/2024,150.00 
Adult Social Care,My Options,Supplies & Services,Computer Software (Maint),Access UK Ltd,08/08/2024,494.40 
Adult Social Care,My Options,Supplies & Services,Equipment - Purchase,CHRISBEON OFFICE SUPPLIES,07/08/2024,349.00 
Adult Social Care,My Options,Supplies & Services,Respite Care,Redacted Personal Information,19/08/2024,1061.39 
Adult Social Care,My Options,Supplies & Services,Respite Care,Redacted Personal Information,20/08/2024,664.00 
Adult Social Care,My Options,Supplies & Services,Respite Care,Redacted Personal Information,20/08/2024,1580.00 
Adult Social Care,My Options,Supplies & Services,Respite Care,Redacted Personal Information,20/08/2024,760.00 
Adult Social Care,Prevention & Independence - Older Adults & Disability,Employees,Staff Training,SHROPSHIRE COUNCIL ,20/08/2024,104.00 
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Easylink,12/08/2024,622.13 
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Easylink,14/08/2024,584.19 
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Old Park Services Ltd ,15/08/2024,177.47 
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Access UK Ltd,15/08/2024,470.75 
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Aids & Appliances,Alert-it Care Alarms,28/08/2024,266.01 
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Consultancy,ARJO UK LTD,09/08/2024,657.20 
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Equipment - Repair,Closomat Limited,01/08/2024,205.00 
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Equipment - Repair,ARJO UK LTD,01/08/2024,176.00 
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Legal Expenses,WEIGHTMANS ,15/08/2024,217.00 
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Other Grants (Expenses),Medequip,15/08/2024,10497.79 
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Other Grants (Expenses),TELFORD MIND,28/08/2024,240.00 
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Other Grants (Expenses),TELFORD MIND,28/08/2024,200.00 
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Other Grants (Expenses),TELFORD & WREKIN CVS,01/08/2024,18500.00 
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Other Grants (Expenses),TELFORD & WREKIN CVS,14/08/2024,90000.00 
Adult Social Care,Prevention & Independence - Older Adults & Disability,Supplies & Services,Translation Services,VISS Sign Language Interpreting Service,05/08/2024,120.00 
Adult Social Care,Prevention & Independence - Older Adults & Disability,Transport-Related Expenditure,Taxi Costs,Cartello Ambulance,13/08/2024,199.50 
Adult Social Care,Prevention & Independence - Older Adults & Disability,Transport-Related Expenditure,Taxi Costs,Telford and Wrekin Community Enterprise LTD,13/08/2024,144.00 
Children's Safeguarding & Family Support,Child Protection & Family Support,Employees,Childcare Provision,Childcare Support On Site Ltd,07/08/2024,273.75 
Children's Safeguarding & Family Support,Child Protection & Family Support,Employees,Professional Subs,Impower Consulting Limited,01/08/2024,230580.35 
Children's Safeguarding & Family Support,Child Protection & Family Support,Employees,Professional Subs,Impower Consulting Limited,08/08/2024,66964.00 
Children's Safeguarding & Family Support,Child Protection & Family Support,Employees,Professional Subs,Impower Consulting Limited,08/08/2024,4042.47 
Children's Safeguarding & Family Support,Child Protection & Family Support,Employees,Professional Subs,H D Consultancy Limited,08/08/2024,125.00 
Children's Safeguarding & Family Support,Child Protection & Family Support,Employees,Staff Training,COVENTRY CITY COUNCIL,20/08/2024,8560.00 
Children's Safeguarding & Family Support,Child Protection & Family Support,Employees,Training Expenses,PARK LANE CENTRE,08/08/2024,176.00 
Children's Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,13/08/2024,555.99 
Children's Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,13/08/2024,104.50 
Children's Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Computer Hardware (Maint),LIQUIDLOGIC LIMITED,14/08/2024,5850.00 
Children's Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Computer Software (Maint),LIQUIDLOGIC LIMITED,19/08/2024,94792.32 
Children's Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Provisions,ASDA STORES LIMITED,05/08/2024,304.69 
Children's Safeguarding & Family Support,Child Protection & Family Support,Supplies & Services,Provisions,ASDA STORES LIMITED,05/08/2024,304.69 
Children's Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,05/08/2024,804.16 
Children's Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,05/08/2024,776.26 
Children's Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,01/08/2024,321.62 
Children's Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,01/08/2024,804.16 
Children's Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,05/08/2024,776.26 
Children's Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,21/08/2024,804.16 
Children's Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,21/08/2024,776.26 
Children's Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,08/08/2024,643.46 
Children's Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,08/08/2024,776.26 
Children's Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,29/08/2024,804.16 
Children's Safeguarding & Family Support,Child Protection & Family Support,Third Party Payments,Agency Services,Pertemps Recruitment Partnership Limited,29/08/2024,776.26 
Children's Safeguarding & Family Support,Family Connect & Childrens Centres,Supplies & Services,Other Services,JCE & SONS LTD,05/08/2024,2520.00 
Children's Safeguarding & Family Support,Family Connect & Childrens Centres,Transport-Related Expenditure,Mileage,DEPARTMENT FOR WORK & PENSIONS,02/08/2024,163.63 
Children's Safeguarding & Family Support,Family Connect & Childrens Centres,Transport-Related Expenditure,Mileage,DEPARTMENT FOR WORK & PENSIONS,02/08/2024,163.63 
Children's Safeguarding & Family Support,Family Connect & Childrens Centres,Transport-Related Expenditure,Mileage,DEPARTMENT FOR WORK & PENSIONS,02/08/2024,163.63 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Premises-Related Expenditure,Hire Of Rooms,Dawley Baptist Church,07/08/2024,550.01 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Premises-Related Expenditure,Trade Refuse,Restore Datashred,07/08/2024,111.87 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,MIDSHIRES MOBILITY GROUP,07/08/2024,3091.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,Tough Furniture Ltd,07/08/2024,183.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,Tough Furniture Ltd,07/08/2024,601.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,MIDSHIRES MOBILITY GROUP,07/08/2024,3575.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,G & S SMIRTHWAITE LTD,01/08/2024,399.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,M A S Associates,01/08/2024,495.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,Jiraffe,01/08/2024,2862.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,G & S SMIRTHWAITE LTD,01/08/2024,887.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,Jiraffe,07/08/2024,2851.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,Etac Limited,08/08/2024,101.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,Etac Limited,23/08/2024,4530.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,Spacesaverbeds Ltd,23/08/2024,1718.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,Safespaces,16/08/2024,400.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,G & S SMIRTHWAITE LTD,16/08/2024,406.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,M A S Associates,16/08/2024,495.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Aids & Appliances,M A S Associates,23/08/2024,550.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Doctors Fees,TELDOC Partnership,07/08/2024,125.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Equipment - Repair,Closomat Limited,14/08/2024,205.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Health & Safety Expenses,TELDOC Partnership,07/08/2024,125.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Holidays & Outings,EXOTIC ZOO COMMUNITY INTEREST COMPANY,02/08/2024,120.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Other Services,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,28/08/2024,5693.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Out of School Activities,4 All Foundation,28/08/2024,7500.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Provisions,ASDA STORES LIMITED,05/08/2024,304.69 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Provisions,ASDA STORES LIMITED,05/08/2024,304.69 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Subscriptions,FOSTERING NETWORK,22/08/2024,8348.33 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Supportive Lodgings,McKenzie Life LTD,28/08/2024,-213.60 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Childminders,EARLYWORLD LIMITED,19/08/2024,502.66 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Childminders,EARLYWORLD LIMITED,19/08/2024,546.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,Ideal Fostering Ltd,14/08/2024,-1008.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,Aspris Children Services Ltd ,28/08/2024,-771.31 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Transport-Related Expenditure,Season Tickets,ARRIVA MIDLANDS LTD ,20/08/2024,283.50 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Transport-Related Expenditure,Season Tickets,ARRIVA MIDLANDS LTD ,20/08/2024,283.50 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Transport-Related Expenditure,Season Tickets,ARRIVA MIDLANDS LTD,20/08/2024,378.00 
Children's Safeguarding & Family Support,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Transport-Related Expenditure,Taxi Costs,24X7 Ltd,14/08/2024,521.22 
Children's Safeguarding & Family Support,Safeguarding & Community Social Work,Supplies & Services,Fees,NWG Network,06/08/2024,6350.40 
Children's Safeguarding & Family Support,Safeguarding Advisory,Supplies & Services,Other Services,C B Consultancy Limited,30/08/2024,2500.00 
Corporate Communications,Communications & Marketing,Supplies & Services,Subscriptions,Aetopia Ltd,14/08/2024,325.00 
Corporate Communications,Communications & Marketing,Supplies & Services,Subscriptions,Granicus-Firmstep Ltd,16/08/2024,24912.00 
Corporate Communications,Communications & Marketing,Supplies & Services,Subscriptions,Granicus-Firmstep Ltd,21/08/2024,24912.00 
Corporate Items,Corporate Codes,Capital Financing Costs,Penalty Deductions,PYRAMID SCHOOLS (HADLEY) LTD,24/08/2024,-115.63 
Corporate Items,Corporate Codes,Capital Financing Costs,Unitary Charge,PYRAMID SCHOOLS (HADLEY) LTD,24/08/2024,1031046.46 
Corporate Items,Corporate Codes,Employees,Agency Supply Costs,Opus People Solutions Limited,01/08/2024,67156.81 
Corporate Items,Corporate Codes,Employees,Agency Supply Costs,Opus People Solutions Limited,08/08/2024,73274.43 
Corporate Items,Corporate Codes,Employees,Agency Supply Costs,Opus People Solutions Limited,15/08/2024,81603.14 
Corporate Items,Corporate Codes,Employees,Agency Supply Costs,Opus People Solutions Limited,23/08/2024,60855.82 
Corporate Items,Corporate Codes,Employees,Agency Supply Costs,Opus People Solutions Limited,29/08/2024,59366.37 
Education & Skills,Consultancy & Advisory Services,Employees,Course Fees,C H MULTI ACTIVITY SERVICES LTD,02/08/2024,280.00 
Education & Skills,Consultancy & Advisory Services,Premises-Related Expenditure,Hire Of Rooms,Mercure Telford Centre Hotel,01/08/2024,227.46 
Education & Skills,Consultancy & Advisory Services,Premises-Related Expenditure,Hire Of Rooms,Mercure Telford Centre Hotel,01/08/2024,164.80 
Education & Skills,Consultancy & Advisory Services,Supplies & Services,Marketing & Publicity,Redacted Personal Information,29/08/2024,295.00 
Education & Skills,Consultancy & Advisory Services,Supplies & Services,Training Costs - Participants Recharged,Mercure Telford Centre Hotel,01/08/2024,491.02 
Education & Skills,Education & Skills,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,29/08/2024,349.60 
Education & Skills,Education & Skills,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,29/08/2024,136.80 
Education & Skills,Education & Skills,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,29/08/2024,243.20 
Education & Skills,Education & Skills,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,29/08/2024,182.40 
Education & Skills,Education & Skills,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,29/08/2024,516.80 
Education & Skills,Education & Skills,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,29/08/2024,425.60 
Education & Skills,Education & Skills,Capital Expenditure,Other Capital Expenditure,SGGSJ Telford,09/08/2024,490.00 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,Security Wise Ltd,21/08/2024,6339.00 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,Security Wise Ltd,21/08/2024,3008.00 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,R G STONES (BUILDINGS) LTD,15/08/2024,95000.00 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,LANDMARK INFORMATION GROUP LTD,20/08/2024,279.00 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,LANDMARK INFORMATION GROUP LTD,20/08/2024,116.26 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,Welch and Phillips Building Contractors Ltd,05/08/2024,46819.11 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,09/08/2024,250.95 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,15/08/2024,480.00 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,PRYCE (BUILDERS) LTD,20/08/2024,3350.00 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,Waldeck Associates Ltd,14/08/2024,4975.00 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,07/08/2024,18000.00 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,27/08/2024,12600.00 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,27/08/2024,9060.00 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,02/08/2024,10000.00 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,02/08/2024,15000.00 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,05/08/2024,30375.00 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,Welch and Phillips Building Contractors Ltd,05/08/2024,38775.62 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,Badnell Heating Services Ltd,21/08/2024,1000.00 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,Services in Design Ltd,19/08/2024,450.00 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,01/08/2024,4830.00 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,01/08/2024,6924.71 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,TDR Heating & Ventilation Engineers,06/08/2024,10113.98 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,WINDOW & DOOR CONTRACT SERVICES,02/08/2024,8379.18 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,15/08/2024,6960.00 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,15/08/2024,4032.80 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,15/08/2024,7140.00 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,15/08/2024,6855.64 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,PAVE AWAYS LTD,15/08/2024,400600.70 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,27/08/2024,14569.78 
Education & Skills,Education & Skills,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,27/08/2024,9950.00 
Education & Skills,Pupil Support Services,Supplies & Services,Artistes Fees,Redacted Personal Information,12/08/2024,225.00 
Education & Skills,Pupil Support Services,Supplies & Services,Artistes Fees,Redacted Personal Information,12/08/2024,450.00 
Education & Skills,Pupil Support Services,Supplies & Services,Artistes Fees,Redacted Personal Information,20/08/2024,1050.00 
Education & Skills,Pupil Support Services,Supplies & Services,Artistes Fees,Redacted Personal Information,21/08/2024,4095.00 
Education & Skills,Pupil Support Services,Supplies & Services,Artistes Fees,Redacted Personal Information,21/08/2024,4000.00 
Education & Skills,Pupil Support Services,Supplies & Services,Equipment - Purchase,Normans (Burton Upon Trent) Ltd,20/08/2024,119.00 
Education & Skills,Pupil Support Services,Supplies & Services,Equipment - Purchase,Normans (Burton Upon Trent) Ltd,12/08/2024,396.00 
Education & Skills,Pupil Support Services,Supplies & Services,Equipment - Repair,Heritage Music & Caswell's Strings,20/08/2024,178.99 
Education & Skills,SEND,Employees,Agency Supply Costs,Guide Dogs for the Blind,02/08/2024,3681.26 
Education & Skills,SEND,Employees,Agency Supply Costs,Viking Direct,02/08/2024,423.20 
Education & Skills,SEND,Employees,Agency Supply Costs,Viking Direct,02/08/2024,269.10 
Education & Skills,SEND,Employees,Course Fees,THE UNIVERSITY OF BIRMINGHAM,27/08/2024,25931.00 
