Internal Reference,Statement Period – End Date,Transaction – Transaction Date,Transaction – Transaction Type,Transaction – Billing Amount,Supplier
JB,28/05/2024,09/05/2024,Purchase,350,Ikea Ltd Shop Online
JB,28/05/2024,15/05/2024,Purchase,355,Sopra Steria Limited Ukvc
DS,28/05/2024,03/05/2024,Purchase,356,White Hart
DS,28/05/2024,03/05/2024,Purchase,356,White Hart
AA,28/05/2024,21/05/2024,Purchase,359,Sp Majesticmetals
AA,28/05/2024,02/05/2024,Purchase,369.97,Travelodge Gb0000
JR,28/05/2024,20/05/2024,Purchase,373.52,Lavazza Pro
DS,28/05/2024,13/05/2024,Purchase,380,Sumup *gourmet Cantering
JB,28/05/2024,10/05/2024,Purchase,387.42,Airbnb * Inc
JB,28/05/2024,29/04/2024,Purchase,387.92,Www.Argos.Co.Uk
JB,28/05/2024,01/05/2024,Purchase,389,Currys Online
JB,28/05/2024,21/05/2024,Purchase,399,Ao Retail Limited
AA,28/05/2024,22/05/2024,Purchase,399,Institute Of Swimming
JB,28/05/2024,02/05/2024,Purchase,401.51,Airbnb * Inc
AA,28/05/2024,02/05/2024,Purchase,429.31,Facebk*
DS,28/05/2024,22/05/2024,Purchase,441,Amazon* 205-6102696-78
DS,28/05/2024,21/05/2024,Purchase,442,Www.Hinsley-Hall.Co.Uk
AA,28/05/2024,13/05/2024,Purchase,443.45,Amazon* 202-8773741-61
AA,28/05/2024,21/05/2024,Purchase,495.84,Austengroup
JR,28/05/2024,30/04/2024,Purchase,496.95,Travelodge Gb0000
AA,28/05/2024,22/05/2024,Purchase,519.99,Oak Furnitureland Group L
AA,28/05/2024,22/05/2024,Purchase,519.99,Oak Furnitureland Group L
JB,28/05/2024,03/05/2024,Purchase,525,Www.1508stays.Co.Uk
JB,28/05/2024,10/05/2024,Purchase,525,Www.1508stays.Co.Uk
JB,28/05/2024,17/05/2024,Purchase,525,Www.1508stays.Co.Uk
JB,28/05/2024,24/05/2024,Purchase,525,Www.1508stays.Co.Uk
JB,28/05/2024,07/05/2024,Purchase,533.95,Travelodge Gb0000
AA,28/05/2024,26/04/2024,Purchase,539,Rics Subs UK Cybs
AA,28/05/2024,09/05/2024,Purchase,556.8,Sp UK Moasure
AA,28/05/2024,16/05/2024,Purchase,588.01,Nothing But Padloc
JB,28/05/2024,10/05/2024,Purchase,606.25,High Street Vouchers
DS,28/05/2024,26/04/2024,Purchase,640.72,The Range
JB,28/05/2024,02/05/2024,Purchase,663.75,Hotel At Booking.Com
JR,28/05/2024,14/05/2024,Purchase,669.55,Amazon* 204-9098559-57
DS,28/05/2024,25/03/2024,Credit Voucher,680.4,Www.Local.Gov.Uk
DS,28/05/2024,24/05/2024,Credit Voucher,686.97,Travelodge Gb0000
DS,28/05/2024,24/05/2024,Credit Voucher,686.97,Travelodge Gb0000
DS,28/05/2024,10/05/2024,Purchase,696,Aghoco 1607 Ltd
DS,28/05/2024,03/05/2024,Purchase,712,White Hart
JB,28/05/2024,09/05/2024,Purchase,725,Hudsonpropertyshrop
JR,28/05/2024,29/04/2024,Purchase,844.9,The White House Hotel
JR,28/05/2024,13/05/2024,Purchase,844.9,The White House Hotel
JR,28/05/2024,03/05/2024,Purchase,916.38,Aghoco 1607 Ltd
JB,28/05/2024,09/05/2024,Purchase,934,Hudsonpropertyshrop
JB,28/05/2024,16/05/2024,Purchase,934,Hudsonpropertyshrop
AA,28/05/2024,14/05/2024,Purchase,940,Fro Blinds
AA,28/05/2024,09/05/2024,Purchase,1000,Fro Blinds
AA,28/05/2024,10/05/2024,Purchase,1000,Fro Blinds
AA,28/05/2024,07/05/2024,Purchase,1101.12,Chrisbeon Office Supplies
DS,28/05/2024,01/05/2024,Purchase,1184.94,Complete Care Shop
JR,28/05/2024,02/05/2024,Purchase,1199,Hudsonpropertyshrop
JR,28/05/2024,30/04/2024,Purchase,1228.24,Bkg*hotel At Booking.C
JB,28/05/2024,26/04/2024,Purchase,1400,Planet Doors
JB,28/05/2024,10/05/2024,Purchase,1400,Planet Doors
JB,28/05/2024,10/05/2024,Purchase,1400,Planet Doors
JB,28/05/2024,14/05/2024,Purchase,1411,Hudsonpropertyshrop
JR,28/05/2024,08/05/2024,Purchase,1421.04,A.K. Williams And Sons
JR,28/05/2024,09/05/2024,Purchase,1499,Hudsonpropertyshrop
JR,28/05/2024,13/05/2024,Purchase,1499,Hudsonpropertyshrop
JR,28/05/2024,22/05/2024,Purchase,1592,Trio Furnishings
AA,28/05/2024,24/05/2024,Purchase,1626.62,Ao Retail Limited
JR,28/05/2024,10/05/2024,Purchase,1663,Hudsonpropertyshrop
JR,28/05/2024,03/05/2024,Purchase,2100.07,Lyreco UK Ltd
JB,28/05/2024,15/05/2024,Purchase,2465.49,Bkg*hotel At Booking.C
AA,28/05/2024,24/05/2024,Purchase,3500,Shutterstock Ireland Limi
AA,28/05/2024,10/05/2024,Purchase,6612,Severn Trent Water
