Internal Reference,Statement Period – End Date,Transaction – Transaction Date,Transaction – Transaction Type,Transaction – Billing Amount,Supplier
JB,27/08/2024,01/08/2024,Purchase,100,Tenpin Ltd - 186
JB,27/08/2024,19/08/2024,Purchase,100,Tenpin Ltd - 186
JB,27/08/2024,21/08/2024,Purchase,100,Tenpin Ltd - 186
JB,27/08/2024,08/08/2024,Purchase,100,Currys Customer Cont
JR,27/08/2024,06/08/2024,Purchase,100,Tesco Gift Card
DS,27/08/2024,01/08/2024,Purchase,100.9,Amazon* 202-1294203-33
AA,27/08/2024,29/07/2024,Purchase,102.31,Tfm Newport
JB,27/08/2024,31/07/2024,Purchase,102.99,High Street Vouchers
AA,27/08/2024,04/08/2024,Purchase,103.15,Facebk *apynf6q4w2
DS,27/08/2024,23/08/2024,Purchase,103.69,Tfm Stableford
AA,27/08/2024,26/07/2024,Purchase,104,Www.Argos.Co.Uk
JB,27/08/2024,01/08/2024,Purchase,104.2,Asda Stores 5011
AA,27/08/2024,01/08/2024,Purchase,105,Premier Inn
JB,27/08/2024,02/08/2024,Purchase,105.99,Trainline
AA,27/08/2024,06/08/2024,Purchase,106.06,Travelodge Gb0000
AA,27/08/2024,09/08/2024,Purchase,106.25,Facebk *mtwewc44w2
AA,27/08/2024,04/08/2024,Purchase,108.07,Facebk *apynf6q4w2
JR,27/08/2024,27/07/2024,Purchase,108.89,Www.Amazon* 204-997050
DS,27/08/2024,21/08/2024,Purchase,110,Wickes Telford
AA,27/08/2024,07/08/2024,Purchase,111.87,Booking.Com
JB,27/08/2024,16/08/2024,Purchase,113.2,Travelodge Gb0000
JB,27/08/2024,09/08/2024,Purchase,114,Ofsted Internet
JB,27/08/2024,31/07/2024,Purchase,114.79,Trainline
DS,27/08/2024,05/08/2024,Purchase,115,Wickes Telford
JR,27/08/2024,23/08/2024,Purchase,116.02,Booker Ltd - 38529434
JR,27/08/2024,13/08/2024,Purchase,117.53,Booker Limited Ecom
JB,27/08/2024,22/08/2024,Purchase,117.79,Trainline
JB,27/08/2024,12/08/2024,Purchase,118.8,Siren Films Ltd.
AA,27/08/2024,06/08/2024,Purchase,119,Premier Inn
AA,27/08/2024,29/07/2024,Purchase,120,Buckatree Hall Hotel
JB,27/08/2024,01/08/2024,Purchase,120.09,Asda Stores
JB,27/08/2024,22/08/2024,Purchase,120.95,Www.Argos.Co.Uk
JR,27/08/2024,20/08/2024,Purchase,122.34,Asda Groceries Online
AA,27/08/2024,07/08/2024,Purchase,126.24,Temu.Com
JB,27/08/2024,24/08/2024,Purchase,129.99,Amznmktplace*9b65y42e5
JB,27/08/2024,21/08/2024,Purchase,135,Amznmktplace*o84ki7wp5
JB,27/08/2024,25/08/2024,Credit Voucher,135,Amznmktplace
JR,27/08/2024,07/08/2024,Purchase,135,Http://Pmse.Ofcom.Org.
DS,27/08/2024,23/08/2024,Purchase,138,Digital Id
AA,27/08/2024,23/08/2024,Purchase,139.97,Screwfix Direct
JB,27/08/2024,27/07/2024,Purchase,139.99,Amazon* 206-7914431-63
AA,27/08/2024,15/08/2024,Purchase,140,Warble Entertainment
JB,27/08/2024,19/08/2024,Purchase,140.09,Www.Argos.Co.Uk
DS,27/08/2024,29/07/2024,Purchase,140.99,Complete Care Shop
AA,27/08/2024,21/08/2024,Purchase,145.16,Facebk *jchp4ag4w2
JB,27/08/2024,21/08/2024,Purchase,145.49,Trainline
JB,27/08/2024,12/08/2024,Purchase,150,The Swan Hotel
AA,27/08/2024,31/07/2024,Purchase,150,The White House Hotel
JB,27/08/2024,16/08/2024,Purchase,150.2,Ncfe
AA,27/08/2024,05/08/2024,Purchase,151.05,Www.Splashtop.Com
DS,27/08/2024,03/08/2024,Purchase,152.6,Wickes Telford
JR,27/08/2024,02/08/2024,Purchase,153.98,Booker Ltd - 38529434
JB,27/08/2024,13/08/2024,Purchase,153.99,Amazon* Nl4037vr5
AA,27/08/2024,21/08/2024,Purchase,154.84,Facebk *jchp4ag4w2
JR,27/08/2024,21/08/2024,Purchase,154.94,Amznmktplace*tw0yz1yy5
JB,27/08/2024,02/08/2024,Purchase,155.96,B&m 320 - An Telford
AA,27/08/2024,26/07/2024,Purchase,156,Buckatree Hall Hotel
JR,27/08/2024,29/07/2024,Purchase,156,Farmfoods 604
JR,27/08/2024,06/08/2024,Purchase,157.69,Amazon* Ln6ih81i5
JB,27/08/2024,06/08/2024,Purchase,158.95,Www.Argos.Co.Uk
JB,27/08/2024,31/07/2024,Purchase,164.99,The Range
JB,27/08/2024,31/07/2024,Purchase,164.99,The Range
JR,27/08/2024,13/08/2024,Purchase,165.78,The Direct Group
JB,27/08/2024,10/08/2024,Purchase,166.8,Stk*shutterstock
JB,27/08/2024,05/08/2024,Purchase,169.5,Tvlicensing.Co.Uk
JB,27/08/2024,07/08/2024,Purchase,169.5,Tvlicensing.Co.Uk
JB,27/08/2024,16/08/2024,Purchase,169.5,Tvlicensing.Co.Uk
JR,27/08/2024,30/07/2024,Purchase,169.5,Tvlicensing.Co.Uk
JR,27/08/2024,20/08/2024,Purchase,169.5,Tvlicensing.Co.Uk
JR,27/08/2024,22/08/2024,Purchase,169.5,Tvlicensing.Co.Uk
DS,27/08/2024,16/08/2024,Purchase,169.98,Amazon* Aj82o7la5
JB,27/08/2024,06/08/2024,Purchase,169.99,Halfords E.Comm
JB,27/08/2024,19/08/2024,Purchase,170,Booking.Com
JR,27/08/2024,31/07/2024,Purchase,170,Royal Mail Online Shop
DS,27/08/2024,14/08/2024,Purchase,171.35,Www.Continental.Co.Uk
JB,27/08/2024,14/08/2024,Purchase,172,Www.Argos.Co.Uk
JR,27/08/2024,20/08/2024,Purchase,172.76,Booker Limited Ecom
AA,27/08/2024,13/08/2024,Purchase,173.75,Dunelm Soft Furnishings
JB,27/08/2024,01/08/2024,Purchase,179.99,Playstation Direct
JR,27/08/2024,08/08/2024,Purchase,180,Proark UK Hotels Ltd Oper
AA,27/08/2024,05/08/2024,Purchase,184,Post Office Counter
AA,27/08/2024,16/08/2024,Purchase,184,Post Office Counter
AA,27/08/2024,26/07/2024,Purchase,186,Buckatree Hall Hotel
AA,27/08/2024,07/08/2024,Purchase,186.65,Tesco Stores 3290
AA,27/08/2024,14/08/2024,Purchase,186.72,Shop.Swimming.Org
JR,27/08/2024,24/06/2024,Credit Voucher,194,Trainline
AA,27/08/2024,26/07/2024,Purchase,195,The White House Hotel
JB,27/08/2024,23/08/2024,Purchase,198.09,Www.Purpleflame.Co.Uk
JR,27/08/2024,16/08/2024,Purchase,199.95,Bose Limited
JR,27/08/2024,30/07/2024,Purchase,202.27,Booker Limited Ecom
JR,27/08/2024,04/08/2024,Purchase,211.98,Lavazza Pro
JB,27/08/2024,31/07/2024,Purchase,213.1,Asda Stores
JR,27/08/2024,20/08/2024,Purchase,213.73,Booker Limited Ecom
JB,27/08/2024,22/08/2024,Purchase,213.89,John Wiley & Sons Ltd
AA,27/08/2024,29/07/2024,Purchase,216,Planglowlabellogiclive
JB,27/08/2024,29/07/2024,Purchase,219.3,Telford Centr T/O
JB,27/08/2024,05/08/2024,Purchase,219.98,Amazon* Tr5v43j85
AA,27/08/2024,12/08/2024,Purchase,220,Paypal *carkeyking Car
AA,27/08/2024,26/07/2024,Purchase,223,Premier Inn
JB,27/08/2024,13/08/2024,Purchase,225,The Suite Exchange
AA,27/08/2024,26/07/2024,Purchase,225,The White House Hotel
JB,27/08/2024,31/07/2024,Purchase,226,Www.Argos.Co.Uk
JB,27/08/2024,05/08/2024,Purchase,229,Ao Retail Limited
JR,27/08/2024,01/08/2024,Purchase,229.2,Leather Items
AA,27/08/2024,18/08/2024,Purchase,229.99,Amazon* 0v73h7ru5
JR,27/08/2024,20/08/2024,Purchase,231.88,E.On Next
AA,27/08/2024,09/08/2024,Purchase,235.76,Adobe *adobe
AA,27/08/2024,25/08/2024,Purchase,235.76,Adobe
DS,27/08/2024,16/08/2024,Purchase,236,Premier Inn
JR,27/08/2024,24/08/2024,Purchase,240.31,Booker Ltd - 38598984
JR,27/08/2024,23/08/2024,Purchase,240.6,1stlocate T/A Lcs
AA,27/08/2024,02/08/2024,Purchase,242.72,Travelodge Gb0000
JB,27/08/2024,01/08/2024,Purchase,243.2,Asda Stores
JR,27/08/2024,15/08/2024,Purchase,245.48,Amazon.Co.Uk*lp5qx1zv5
JR,27/08/2024,08/08/2024,Purchase,247.99,Amazon* Sw6vm8ae5
AA,27/08/2024,21/08/2024,Purchase,248.33,Online Ecom
AA,27/08/2024,31/07/2024,Purchase,248.43,Central Crop Sprayers
AA,27/08/2024,07/08/2024,Purchase,254.72,Tesco Stores 3290
JB,27/08/2024,30/07/2024,Purchase,256,Www.Ineedavanman.Com
AA,27/08/2024,07/08/2024,Purchase,256,Asda Store 4351
JB,27/08/2024,16/08/2024,Purchase,258.3,Cartwrights Waste Disposa
AA,27/08/2024,21/08/2024,Purchase,258.3,Cartwrights Waste Disposa
JR,27/08/2024,20/08/2024,Purchase,260.46,Booker Ltd - 38598984
JR,27/08/2024,06/08/2024,Purchase,263,Amazon* Sy7zk8a25
JR,27/08/2024,30/07/2024,Purchase,264.92,Booker Limited Ecom
AA,27/08/2024,15/08/2024,Purchase,268,Chartered Association
JR,27/08/2024,26/08/2024,Credit Voucher,268.75,Booker Ltd - 38598984
AA,27/08/2024,14/08/2024,Purchase,269,Majesticmetals
JR,27/08/2024,08/08/2024,Purchase,270,The Bci Forum Limited
JR,27/08/2024,13/08/2024,Purchase,270,The Bci Forum Limited
JR,27/08/2024,01/08/2024,Purchase,270.86,Booker Ltd - 38529434
DS,27/08/2024,02/08/2024,Purchase,272.37,Tafs Garden Co
JB,27/08/2024,29/07/2024,Purchase,276.95,Www.Argos.Co.Uk
JR,27/08/2024,14/08/2024,Purchase,278.85,Booker Ltd - 38529434
AA,27/08/2024,13/08/2024,Purchase,279.75,Dunelm Soft Furnishings
JB,27/08/2024,13/08/2024,Purchase,282,Eb *the National Safeg
JR,27/08/2024,09/08/2024,Purchase,282,Eb *the Children Looke
JR,27/08/2024,26/07/2024,Purchase,282.51,Edf UK Card Payments
AA,27/08/2024,09/08/2024,Purchase,284.54,Travelodge Gb0000
JB,27/08/2024,01/08/2024,Purchase,285,Www.Argos.Co.Uk
JR,27/08/2024,13/08/2024,Purchase,285.18,Booker Limited Ecom
JB,27/08/2024,01/08/2024,Purchase,288.95,Www.Argos.Co.Uk
JB,27/08/2024,21/08/2024,Purchase,290,Hudsonpropertyshrop
JR,27/08/2024,06/08/2024,Purchase,292.16,Amznmktplace*gw9y46b45
JR,27/08/2024,31/07/2024,Purchase,292.71,Amznmktplace*ks6l574l5
AA,27/08/2024,09/08/2024,Purchase,293,Premier Inn
JB,27/08/2024,05/08/2024,Purchase,296.65,Www.Beds.Co.Uk
AA,27/08/2024,07/08/2024,Purchase,299,Asda Store 4351
JB,27/08/2024,02/08/2024,Purchase,299.78,B&m 320 - An Telford
AA,27/08/2024,07/08/2024,Purchase,304.77,Tesco Stores 3290
AA,27/08/2024,23/08/2024,Purchase,306,Premier Inn
JB,27/08/2024,15/08/2024,Purchase,306.53,Tts
JR,27/08/2024,08/08/2024,Purchase,309.99,Amazon.Co.Uk*u82if3k95
AA,27/08/2024,06/08/2024,Purchase,312.84,Booking.Com
AA,27/08/2024,09/08/2024,Purchase,313,Travelodge Gb0000
JR,27/08/2024,22/08/2024,Purchase,317.77,Booker Ltd - 38598984
JB,27/08/2024,21/08/2024,Purchase,319,Starlink Internet
AA,27/08/2024,14/08/2024,Purchase,319.94,Amazon* 867d275z5
JR,27/08/2024,27/07/2024,Purchase,319.99,Www.Amazon* 204-757311
JR,27/08/2024,13/08/2024,Purchase,319.99,Amazon.Co.Uk*n050p4ed5
JR,27/08/2024,30/07/2024,Purchase,329,Amznmktplace*jg9yu7ga5
JR,27/08/2024,16/08/2024,Purchase,329,Www.Argos.Co.Uk
JR,27/08/2024,13/08/2024,Purchase,331.25,Booker Limited Ecom
AA,27/08/2024,02/08/2024,Purchase,335,Buckatree Hall Hotel
AA,27/08/2024,29/07/2024,Purchase,337.5,Dvla Vehicle Tax
AA,27/08/2024,12/08/2024,Purchase,337.5,Dvla Vehicle Tax
AA,27/08/2024,12/08/2024,Purchase,337.5,Dvla Vehicle Tax
JR,27/08/2024,06/08/2024,Purchase,337.95,Booker Limited Ecom
AA,27/08/2024,12/08/2024,Purchase,338.76,Trade Uk
AA,27/08/2024,12/08/2024,Purchase,339.62,Safetec Direct Limited
AA,27/08/2024,08/08/2024,Purchase,349.81,Travelodge Gb0000
JB,27/08/2024,12/08/2024,Purchase,357.98,Premier Inn
JB,27/08/2024,29/07/2024,Purchase,359.99,Amazon* 205-4932964-10
JB,27/08/2024,05/08/2024,Purchase,374.85,Hotel At Booking.Com
JR,27/08/2024,06/08/2024,Purchase,378.01,Booker Limited Ecom
JB,27/08/2024,22/08/2024,Purchase,393.6,Something Different
JR,27/08/2024,09/08/2024,Purchase,405.8,Pass The Keys Limited
AA,27/08/2024,29/07/2024,Purchase,408,Sja Elearning
DS,27/08/2024,16/08/2024,Purchase,421.2,Digital Id
JB,27/08/2024,15/08/2024,Purchase,450,University Of Keele
AA,27/08/2024,29/07/2024,Purchase,455.78,Mil Collections Ltd
AA,27/08/2024,21/08/2024,Purchase,460.8,Pass Portable Applian
JB,27/08/2024,29/07/2024,Purchase,468,Mattressnextday
JB,27/08/2024,05/08/2024,Purchase,483,Currys Online
JB,27/08/2024,31/07/2024,Purchase,490.74,Jysk Ltd
JB,27/08/2024,19/08/2024,Purchase,495,Www.Et-Foundation.
AA,27/08/2024,13/08/2024,Purchase,495.84,Austengroup
JB,27/08/2024,12/08/2024,Purchase,503.5,Airdeny Chalets
JR,27/08/2024,21/08/2024,Purchase,516,Participant UK Ltd
JB,27/08/2024,15/08/2024,Purchase,520.98,Booking.Com
JB,27/08/2024,13/08/2024,Purchase,525,The Swan Hotel
JB,27/08/2024,20/08/2024,Purchase,525,The Swan Hotel
AA,27/08/2024,16/08/2024,Purchase,593.28,Msft * E0500t8ap2
AA,27/08/2024,07/08/2024,Purchase,719.95,Amazon* Qj5m71sc5
AA,27/08/2024,13/08/2024,Purchase,738.68,United Kingdom Health Sec
DS,27/08/2024,13/08/2024,Purchase,765.7,Keyclampstore.Com
AA,27/08/2024,12/08/2024,Purchase,879.14,Mkm Building Supplies
JR,27/08/2024,06/08/2024,Purchase,900,Abc Food Law Ltd
JB,27/08/2024,30/07/2024,Purchase,1050,Eb *positivitea Confer
DS,27/08/2024,05/08/2024,Purchase,1060.27,Trade Uk
JR,27/08/2024,07/08/2024,Purchase,1185,Gazeboshop
JR,27/08/2024,29/07/2024,Purchase,1197.9,Booking.Com
DS,27/08/2024,02/08/2024,Purchase,1399.2,Complete Care Shop
JB,27/08/2024,05/08/2024,Purchase,1400,Planet Doors
JB,27/08/2024,05/08/2024,Purchase,1400,Planet Doors
JB,27/08/2024,16/08/2024,Purchase,1400,Planet Doors
JR,27/08/2024,05/08/2024,Purchase,1610,Hudsonpropertyshrop
JB,27/08/2024,22/08/2024,Purchase,1610.83,Something Different
JB,27/08/2024,21/08/2024,Purchase,1624,Hudsonpropertyshrop
JR,27/08/2024,30/07/2024,Purchase,1624,Hudsonpropertyshrop
JR,27/08/2024,05/08/2024,Purchase,1669,Hudsonpropertyshrop
JR,27/08/2024,08/08/2024,Purchase,1820,Hudsonpropertyshrop
JB,27/08/2024,26/07/2024,Purchase,2100,Www.1508stays.Co.Uk
JB,27/08/2024,23/08/2024,Purchase,2100,Www.1508stays.Co.Uk
JB,27/08/2024,30/07/2024,Purchase,2165.1,Tapi Carpets
JB,27/08/2024,20/08/2024,Purchase,2196,Jisc Services Limited
DS,27/08/2024,05/08/2024,Purchase,2509.23,Mkm Building Supplies
JB,27/08/2024,13/08/2024,Purchase,2805,Booking.Com
JR,27/08/2024,05/08/2024,Purchase,4252.98,Lyreco UK Ltd
JB,27/08/2024,29/07/2024,Purchase,4299,Hudsonpropertyshrop
DS,27/08/2024,08/08/2024,Purchase,4680,Universal Container Servi
DS,27/08/2024,09/08/2024,Purchase,5000,Www.Weightmans.Com
DS,27/08/2024,09/08/2024,Purchase,5000,Www.Weightmans.Com
JB,27/08/2024,29/07/2024,Purchase,5699,Hudsonpropertyshrop
DS,27/08/2024,09/08/2024,Purchase,6924,Www.Weightmans.Com
