Internal Reference,Statement Period – End Date,Transaction – Transaction Date,Transaction – Transaction Type,Transaction – Billing Amount,Supplier
JB,27/03/2023,27/02/2023,Purchase,129.6,Cartwright Waste Dispo
JB,27/03/2023,01/03/2023,Purchase,130,Amznmktplace
AA,27/03/2023,27/02/2023,Purchase,130.53,Travelodge Gb0000
AA,27/03/2023,01/03/2023,Purchase,130.96,Boon Trading Netherlands
AA,27/03/2023,14/03/2023,Purchase,131.2,Www.Screwfix.Com
AA,27/03/2023,08/03/2023,Purchase,132,Ihbc.Org.Uk
JB,27/03/2023,10/03/2023,Purchase,132.39,Amznmktplace
AA,27/03/2023,25/03/2023,Purchase,132.6,Booker Ltd - 38598984
AA,27/03/2023,27/02/2023,Purchase,134.61,Travelodge Gb0000
AA,27/03/2023,06/03/2023,Purchase,134.61,Travelodge Gb0000
AA,27/03/2023,01/03/2023,Purchase,135,Ladywood B&b
JB,27/03/2023,07/03/2023,Purchase,136.08,A2bgocarzabc
JB,27/03/2023,07/03/2023,Purchase,136.96,Easyjet K51mkgh
AA,27/03/2023,20/03/2023,Purchase,137.7,Premier Inn
JB,27/03/2023,09/03/2023,Purchase,138,Corambaaf
JR,27/03/2023,03/03/2023,Purchase,139.29,Baker Ross
JB,27/03/2023,05/03/2023,Credit Voucher,139.8,Trainline
JR,27/03/2023,07/03/2023,Purchase,139.99,Booker Ltd - 38598984
JB,27/03/2023,03/03/2023,Purchase,140,Sumup *transportation
JB,27/03/2023,18/03/2023,Purchase,140,The White House Hotel
AA,27/03/2023,03/03/2023,Purchase,140,Cimspa
DS,27/03/2023,08/03/2023,Purchase,140.34,Amznmktplace
DS,27/03/2023,17/03/2023,Purchase,142.09,Mph Merchant
JB,27/03/2023,15/03/2023,Purchase,142.95,Www.Argos.Co.Uk
JB,27/03/2023,03/03/2023,Purchase,144,A1 Recyclers
JB,27/03/2023,21/03/2023,Purchase,150,Www.Ift.Org.Uk
AA,27/03/2023,01/03/2023,Purchase,150,Cim
AA,27/03/2023,16/03/2023,Purchase,150,Thestage.Co.Uk
JR,27/03/2023,07/03/2023,Purchase,150,Budget 5kips Ltd
JR,27/03/2023,10/03/2023,Purchase,150,Instituteli
JB,27/03/2023,02/03/2023,Purchase,150.3,Amznmktplace
JB,27/03/2023,07/03/2023,Purchase,153.94,Argos Ltd
JR,27/03/2023,09/03/2023,Purchase,155,Hotel At Booking.Com
JB,27/03/2023,20/03/2023,Purchase,156.02,Trainline
AA,27/03/2023,22/03/2023,Purchase,156.97,Amznmktplace
JR,27/03/2023,28/02/2023,Purchase,158,Trainline
DS,27/03/2023,21/03/2023,Credit Voucher,158.4,Trainline
AA,27/03/2023,21/03/2023,Purchase,160.39,Smyths Toys Telford
AA,27/03/2023,21/03/2023,Purchase,160.39,Smyths Toys Telford
AA,27/03/2023,27/02/2023,Purchase,161,Rics Subs UK Cybs
AA,27/03/2023,20/03/2023,Purchase,162,Premier Inn
JB,27/03/2023,18/03/2023,Purchase,164.19,Travelodge Gb0000
AA,27/03/2023,24/03/2023,Purchase,164.6,Doubletree By Hilton - S
AA,27/03/2023,14/03/2023,Purchase,164.68,Amznmktplace
JB,27/03/2023,27/02/2023,Purchase,165.6,Cartwright Waste Dispo
AA,27/03/2023,06/03/2023,Purchase,165.75,Premier Inn
AA,27/03/2023,10/03/2023,Purchase,166.22,Travelodge Gb0000
AA,27/03/2023,01/03/2023,Purchase,167.24,Travelodge Gb0000
AA,27/03/2023,24/03/2023,Purchase,167.5,Dvla Vehicle Tax
DS,27/03/2023,03/03/2023,Purchase,167.94,Trainline
JB,27/03/2023,28/02/2023,Purchase,168.03,Allpay *the Wrekin Housin
JR,27/03/2023,03/03/2023,Purchase,169.99,Amznmktplace
JB,27/03/2023,27/02/2023,Purchase,170,Spread Eagle
JB,27/03/2023,27/02/2023,Purchase,170,Spread Eagle
AA,27/03/2023,21/03/2023,Purchase,170,Www.Argos.Co.Uk
JR,27/03/2023,28/02/2023,Purchase,170.08,Lavazza Pro
JB,27/03/2023,02/03/2023,Purchase,170.43,Shropshire Council
AA,27/03/2023,20/03/2023,Purchase,171,Parkholidays.Com
AA,27/03/2023,24/03/2023,Purchase,171.32,Travelodge Gb0000
AA,27/03/2023,24/03/2023,Purchase,171.32,Travelodge Gb0000
AA,27/03/2023,28/02/2023,Purchase,172.72,Facebk Vbnajm7sy2
AA,27/03/2023,14/03/2023,Purchase,172.95,Www.Screwfix.Com
JB,27/03/2023,03/03/2023,Purchase,173.95,Argos Ltd
JB,27/03/2023,02/03/2023,Purchase,175.05,Regatta
JR,27/03/2023,10/03/2023,Purchase,177.6,Cartwright Waste Dispo
AA,27/03/2023,27/02/2023,Purchase,178,The White House Hotel
AA,27/03/2023,23/03/2023,Purchase,178.8,Www.Eelga.Gov.Uk
JB,27/03/2023,03/03/2023,Purchase,178.95,Www.Argos.Co.Uk
AA,27/03/2023,03/03/2023,Purchase,180,Nbbmatting.Co.Uk
JB,27/03/2023,09/03/2023,Purchase,186.95,Www.Argos.Co.Uk
JB,27/03/2023,15/03/2023,Purchase,187.2,Esendex Uk
JR,27/03/2023,17/03/2023,Purchase,187.91,Booker Ltd - 38598984
AA,27/03/2023,02/03/2023,Purchase,188.65,Travelodge Gb0000
AA,27/03/2023,08/03/2023,Purchase,189.55,Premier Inn
JR,27/03/2023,20/03/2023,Purchase,189.6,Cartwright Waste Dispo
JB,27/03/2023,21/03/2023,Purchase,190.98,Easyjet 000k547m1n
JR,27/03/2023,04/03/2023,Purchase,191.95,Booker Ltd - 38598984
JR,27/03/2023,14/03/2023,Purchase,192.55,Costa Coffee 43011278
AA,27/03/2023,16/03/2023,Purchase,192.74,Travelodge Gb0000
AA,27/03/2023,03/03/2023,Purchase,193.5,Hotel At Booking.Com
JB,27/03/2023,20/03/2023,Purchase,193.94,Www.Argos.Co.Uk
AA,27/03/2023,07/03/2023,Purchase,196.58,Www.Screwfix.Com
AA,27/03/2023,07/03/2023,Purchase,196.82,Travelodge Gb0000
AA,27/03/2023,26/03/2023,Purchase,197.76,Amznmktplace
AA,27/03/2023,26/03/2023,Purchase,197.76,Amznmktplace
JR,27/03/2023,23/03/2023,Purchase,198.57,Lavazza Pro
AA,27/03/2023,10/03/2023,Purchase,198.86,Travelodge Gb0000
AA,27/03/2023,02/03/2023,Purchase,199.55,Booker Ltd - 38598984
JB,27/03/2023,15/03/2023,Purchase,199.95,B2c Distribution
AA,27/03/2023,21/03/2023,Purchase,200,Whitehouse Hotel
DS,27/03/2023,28/02/2023,Purchase,200.4,Complete Care Shop
JR,27/03/2023,09/03/2023,Purchase,201.3,The Direct Group
JB,27/03/2023,16/03/2023,Purchase,202.19,Facebk *yba5tn3rn2
AA,27/03/2023,10/03/2023,Purchase,203.15,Premier Inn
JB,27/03/2023,09/03/2023,Purchase,203.94,Argos Ltd
AA,27/03/2023,20/03/2023,Purchase,208.03,Travelodge Gb0000
JB,27/03/2023,22/03/2023,Purchase,213.6,Cartwright Waste Dispo
AA,27/03/2023,24/03/2023,Purchase,213.87,Trainline
DS,27/03/2023,09/03/2023,Purchase,214,Premier Inn
AA,27/03/2023,21/03/2023,Purchase,214.08,Sp Ldc Pagers Direct
AA,27/03/2023,10/03/2023,Purchase,215,The White House Hotel
JR,27/03/2023,27/02/2023,Purchase,216,Green Skip Hire
AA,27/03/2023,03/03/2023,Purchase,217,Premier Inn
AA,27/03/2023,03/03/2023,Purchase,217,Premier Inn
AA,27/03/2023,24/03/2023,Purchase,217.22,Travelodge Gb0000
AA,27/03/2023,06/03/2023,Purchase,217.8,Hotel At Booking.Com
AA,27/03/2023,01/03/2023,Purchase,218,Hotel At Booking.Com
AA,27/03/2023,09/03/2023,Purchase,218.23,Travelodge Gb0000
DS,27/03/2023,22/03/2023,Purchase,219,Premier Inn
AA,27/03/2023,10/03/2023,Purchase,223.16,Adobe Creative Cloud
AA,27/03/2023,16/03/2023,Purchase,223.92,Amznmktplace
JR,27/03/2023,16/03/2023,Purchase,225.24,Agecoinc.Co.Uk
JB,27/03/2023,24/03/2023,Purchase,227.4,Trainline
JB,27/03/2023,13/03/2023,Purchase,228,Cartwright Waste Dispo
JB,27/03/2023,28/02/2023,Purchase,229.99,Argos Ltd
JB,27/03/2023,14/03/2023,Purchase,232.92,Stoke Council
AA,27/03/2023,27/02/2023,Purchase,234.04,Expedia 72500593021042
AA,27/03/2023,02/03/2023,Purchase,234.6,Premier Inn
AA,27/03/2023,21/03/2023,Purchase,240,Whitehouse Hotel
JB,27/03/2023,11/03/2023,Purchase,241,Proark UK Hotels Ltd Oper
AA,27/03/2023,01/03/2023,Purchase,241.98,Sp Party Packs
DS,27/03/2023,23/03/2023,NDR & Ctax liability court order,243.5,Hmcts Staffordshire038
JB,27/03/2023,13/03/2023,Purchase,246,Cartwright Waste Dispo
JB,27/03/2023,15/03/2023,Purchase,246,Cartwright Waste Dispo
JB,27/03/2023,20/03/2023,Purchase,246,Cartwright Waste Dispo
JB,27/03/2023,21/03/2023,Purchase,246,Cartwright Waste Dispo
JR,27/03/2023,27/02/2023,Purchase,249.6,Cartwright Waste Dispo
JB,27/03/2023,01/03/2023,Purchase,250,British Gas Otp
AA,27/03/2023,02/03/2023,Purchase,252,Hotel At Booking.Com
JR,27/03/2023,27/02/2023,Purchase,252,Budget Skips
JB,27/03/2023,15/03/2023,Purchase,253.95,Www.Argos.Co.Uk
JB,27/03/2023,24/03/2023,Purchase,253.99,Amznmktplace
DS,27/03/2023,17/03/2023,Purchase,255.1,A.S.T Floor Coverings
AA,27/03/2023,09/03/2023,Purchase,257.48,Paypal *sheleyb
JR,27/03/2023,14/03/2023,Purchase,257.95,Argos Ltd
JB,27/03/2023,16/03/2023,Purchase,258,Cartwright Waste Dispo
JB,27/03/2023,23/03/2023,Purchase,259.96,Amznmktplace
DS,27/03/2023,23/03/2023,Purchase,263.37,Www.Instantprint.C
AA,27/03/2023,17/03/2023,Purchase,266.17,Travelodge Gb0000
AA,27/03/2023,20/03/2023,Purchase,267.24,Trainline.Com
AA,27/03/2023,17/03/2023,Purchase,268.6,Premier Inn
AA,27/03/2023,07/03/2023,Purchase,269.85,Booker Ltd - 38598984
JR,27/03/2023,09/03/2023,Purchase,275.95,Argos Ltd
JB,27/03/2023,09/03/2023,Purchase,279,Amznmktplace
AA,27/03/2023,23/03/2023,Purchase,284.53,Travelodge Gb0000
JB,27/03/2023,23/03/2023,Purchase,286.04,British A 1252156280682
AA,27/03/2023,14/03/2023,Purchase,286.34,Inter-Continental Hotels
DS,27/03/2023,16/03/2023,Purchase,292.5,Dvla Vehicle Tax
AA,27/03/2023,21/03/2023,Purchase,293.25,Premier Inn
AA,27/03/2023,21/03/2023,Purchase,293.25,Premier Inn
DS,27/03/2023,07/03/2023,Credit Voucher,295.8,Trainline
JB,27/03/2023,26/03/2023,Purchase,299,Amznbusiness*807tz3dk5
JB,27/03/2023,22/03/2023,Purchase,302,Amznmktplace
AA,27/03/2023,28/02/2023,Purchase,305,Www.Ciob.Org.Uk
AA,27/03/2023,28/02/2023,Purchase,305,Www.Ciob.Org.Uk
DS,27/03/2023,17/03/2023,Purchase,306.28,A.S.T Floor Coverings
JR,27/03/2023,08/03/2023,Purchase,310,Buckatree Hall Hotel
DS,27/03/2023,28/02/2023,Purchase,313.48,Trainline
DS,27/03/2023,14/03/2023,Purchase,316.18,Colop UK Ltd
JB,27/03/2023,23/03/2023,Purchase,316.98,Amznmktplace
AA,27/03/2023,13/03/2023,Purchase,318.19,Travelodge Gb0000
JR,27/03/2023,02/03/2023,Purchase,320,Whitehouse Hotel
AA,27/03/2023,14/03/2023,Purchase,322.14,Inter-Continental Hotels
AA,27/03/2023,22/03/2023,Purchase,327.35,Travelodge Gb0000
JR,27/03/2023,01/03/2023,Purchase,330.9,Pearson Education Ltd.
JB,27/03/2023,13/03/2023,Purchase,339.99,Amznmktplace
AA,27/03/2023,20/03/2023,Purchase,340.68,Baker Ross
AA,27/03/2023,15/03/2023,Purchase,344.71,Travelodge Gb0000
DS,27/03/2023,17/03/2023,Purchase,345.02,Signs Express Telford
AA,27/03/2023,02/03/2023,Purchase,346,The White House Hotel
JR,27/03/2023,07/03/2023,Purchase,349.95,Www.Sportandleisur
AA,27/03/2023,10/03/2023,Purchase,356.93,Travelodge Gb0000
JB,27/03/2023,17/03/2023,Purchase,360,The Sunflower Network
JB,27/03/2023,06/03/2023,Purchase,360,Hotel At Booking.Com
JR,27/03/2023,15/03/2023,Purchase,360,Hotel At Booking.Com
JR,27/03/2023,16/03/2023,Credit Voucher,360,Hotel At Booking.Com
AA,27/03/2023,28/02/2023,Purchase,363.07,Travelodge Gb0000
AA,27/03/2023,27/02/2023,Purchase,367.5,Www.Swrgroup.Com
AA,27/03/2023,13/03/2023,Purchase,372.23,Baker Ross
AA,27/03/2023,21/03/2023,Purchase,372.24,Travelodge Gb0000
JB,27/03/2023,21/03/2023,Purchase,373.95,Www.Argos.Co.Uk
JB,27/03/2023,01/03/2023,Purchase,376,Spread Eagle
JB,27/03/2023,16/03/2023,Purchase,385,Whitehouse Hotel
JB,27/03/2023,15/03/2023,Purchase,388.96,Easyjet K536jnj
AA,27/03/2023,15/03/2023,Purchase,392.64,Travelodge Gb0000
JR,27/03/2023,17/03/2023,Purchase,400,Facebk Ftydeppwp2
JB,27/03/2023,06/03/2023,Purchase,420,Hotel At Booking.Com
JR,27/03/2023,13/03/2023,Purchase,420,Hotel At Booking.Com
AA,27/03/2023,06/03/2023,Credit Voucher,424.6,Greenhous Nissan
JR,27/03/2023,20/03/2023,Purchase,429.6,Shropshire Removals Telfo
AA,27/03/2023,08/03/2023,Purchase,431.49,Amznmktplace
JB,27/03/2023,27/02/2023,Purchase,439.05,Expedia
AA,27/03/2023,28/02/2023,Purchase,439.6,Greenhous Nissan
AA,27/03/2023,02/03/2023,Purchase,444.63,Travelodge Gb0000
AA,27/03/2023,09/03/2023,Purchase,478.8,Matterport.Com
JB,27/03/2023,16/03/2023,Purchase,479.99,Amazon.Co.Uk*1x8uc4z84
JB,27/03/2023,16/03/2023,Purchase,480,Hotel At Booking.Com
JB,27/03/2023,17/03/2023,Purchase,490,Hotel At Booking.Com
JB,27/03/2023,24/03/2023,Purchase,490,Hotel At Booking.Com
JR,27/03/2023,02/03/2023,Purchase,495.48,Bt Business Bill
DS,27/03/2023,03/03/2023,Purchase,495.76,A.K. Williams And Sons
JB,27/03/2023,02/03/2023,Purchase,499,Spread Eagle
JB,27/03/2023,20/03/2023,Purchase,500,Voucher Express
DS,27/03/2023,16/03/2023,Purchase,505.91,Hire Station Ltd
AA,27/03/2023,07/03/2023,Purchase,511.97,Travelodge Gb0000
JB,27/03/2023,06/03/2023,Purchase,512.82,Amznmktplace
AA,27/03/2023,17/03/2023,Purchase,518.07,Travelodge Gb0000
JR,27/03/2023,20/03/2023,Purchase,540,Shropshire Removals Telfo
AA,27/03/2023,14/03/2023,Purchase,560,Chartered Association
JR,27/03/2023,10/03/2023,Purchase,570,Buckatree Hall Hotel
AA,27/03/2023,07/03/2023,Purchase,630,Kubla Limited
JB,27/03/2023,17/03/2023,Purchase,669,Simply Ergonomic Limited
JR,27/03/2023,02/03/2023,Purchase,672,Www.Anyvan.Com
DS,27/03/2023,17/03/2023,Purchase,707.22,Travis Perkins
AA,27/03/2023,17/03/2023,Purchase,709.2,Cartwright Waste Dispo
DS,27/03/2023,13/03/2023,Purchase,767.94,Www.Noticeme.Org.Uk
JB,27/03/2023,08/03/2023,Purchase,864,Hagley Hotel
DS,27/03/2023,16/03/2023,Purchase,892.16,Aghoco 1607 Ltd
JR,27/03/2023,07/03/2023,Purchase,895,Membership
JB,27/03/2023,24/03/2023,Purchase,950.64,Amznmktplace
JB,27/03/2023,22/03/2023,Purchase,1013.3,Canadian Affair
AA,27/03/2023,20/03/2023,Purchase,1024,Sp Localprintpros
JB,27/03/2023,08/03/2023,Purchase,1101.93,Premier Inn
JR,27/03/2023,28/02/2023,Purchase,1130,Hotel At Booking.Com
AA,27/03/2023,07/03/2023,Purchase,1224.08,Decathlon UK Limited
JB,27/03/2023,06/03/2023,Purchase,1400,Planet Doors
JB,27/03/2023,20/03/2023,Purchase,1400,Planet Doors
JB,27/03/2023,15/03/2023,Purchase,1529,Cotswold Cameras
JB,27/03/2023,15/03/2023,Purchase,1786.98,Amznmktplace
AA,27/03/2023,13/03/2023,Purchase,2210.4,Jnesecurity
JB,27/03/2023,23/03/2023,Purchase,2211.54,British A 1252156280681
JB,27/03/2023,03/03/2023,Purchase,3000,High Street Vouchers
DS,27/03/2023,13/03/2023,Purchase,4351.32,Trade Uk
AA,27/03/2023,24/03/2023,Purchase,5940,Lightbulbs2ucom
JR,27/03/2023,08/03/2023,Purchase,11245.3,Lyreco UK Ltd
