Internal Reference,Statement Period – End Date,Transaction – Transaction Date,Transaction – Transaction Type,Transaction – Billing Amount,Supplier
JB,27/02/2023,26/01/2023,Purchase,100,Voucher Express
JB,27/02/2023,04/02/2023,Purchase,100,Buckatree Hall Hotel
JB,27/02/2023,08/02/2023,Purchase,100,Voucher Express
JB,27/02/2023,20/02/2023,Purchase,100,Hotel At Booking.Com
JR,27/02/2023,07/02/2023,Purchase,100,Buckatree Hall Hotel
JR,27/02/2023,03/02/2023,Purchase,100,Paypal *britishnutr
JR,27/02/2023,03/02/2023,Purchase,100,Paypal *britishnutr
JR,27/02/2023,03/02/2023,Purchase,100,Paypal *britishnutr
JR,27/02/2023,11/02/2023,Purchase,100.76,Amznmktplace
JR,27/02/2023,23/02/2023,Purchase,101.88,Twinkl
JB,27/02/2023,02/02/2023,Purchase,102.29,Amznmktplace
AA,27/02/2023,27/01/2023,Purchase,102.52,Www.Citrus-Cleaning-Supp
AA,27/02/2023,20/02/2023,Purchase,102.55,Trainline.Com
JB,27/02/2023,17/02/2023,Purchase,102.75,Amznmktplace
JB,27/02/2023,08/02/2023,Purchase,103.93,Trainline
JR,27/02/2023,14/02/2023,Purchase,107.83,Agecoinc.Co.Uk
JB,27/02/2023,27/01/2023,Purchase,108,Ikea Ltd 142 Birmingham M
JR,27/02/2023,02/02/2023,Purchase,110,Farmfoods 604
JR,27/02/2023,02/02/2023,Purchase,110.4,Pearson Education Ltd.
JB,27/02/2023,23/02/2023,Purchase,111.5,Staples
DS,27/02/2023,21/02/2023,Purchase,113.52,Holiday Inn Express
AA,27/02/2023,26/01/2023,Purchase,114.78,Ebay O*08-09629-82794
JB,27/02/2023,11/02/2023,Purchase,115,Hotel At Booking.Com
JB,27/02/2023,26/02/2023,Purchase,115,Buckatree Hall Hotel
AA,27/02/2023,08/02/2023,Purchase,115.23,Travelodge Gb0000
DS,27/02/2023,27/01/2023,Credit Voucher,117.2,Trainline.Com
AA,27/02/2023,06/02/2023,Purchase,117.27,Travelodge Gb0000
JB,27/02/2023,07/02/2023,Purchase,117.6,Wholesaleglasstelford
JB,27/02/2023,30/01/2023,Purchase,118.29,Travelodge Gb0000
AA,27/02/2023,09/02/2023,Purchase,118.29,Travelodge Gb0000
JR,27/02/2023,07/02/2023,Purchase,118.5,Ttb Supplies
JB,27/02/2023,06/02/2023,Purchase,118.68,Hotel At Booking.Com
JB,27/02/2023,17/02/2023,Purchase,120,Chrisbeon Office Supplies
JR,27/02/2023,02/02/2023,Purchase,120,Three-Billpay(Cc)
JR,27/02/2023,03/02/2023,Purchase,120,Green Skip Hire
JR,27/02/2023,17/02/2023,Purchase,120,Green Skip Hire
JR,27/02/2023,17/02/2023,Purchase,120,Green Skip Hire
JR,27/02/2023,20/02/2023,Purchase,120,Budget Skips
JR,27/02/2023,02/02/2023,Purchase,120,Eb *libraries Connecte
JR,27/02/2023,15/02/2023,Purchase,123.27,Travelodge Gb0000
JR,27/02/2023,23/02/2023,Purchase,123.97,Amznmktplace
JB,27/02/2023,24/02/2023,Purchase,125.98,Premier Inn
AA,27/02/2023,16/02/2023,Purchase,128.49,Travelodge Gb0000
AA,27/02/2023,22/02/2023,Purchase,129,Nbx*www.Theihe.Org
AA,27/02/2023,07/02/2023,Purchase,129,Nbx*www.Theihe.Org
JB,27/02/2023,16/02/2023,Purchase,130.99,Poundstretcher S 10
JR,27/02/2023,12/02/2023,Purchase,131.39,Lavazza Pro
AA,27/02/2023,08/02/2023,Purchase,132.57,Travelodge Gb0000
DS,27/02/2023,26/01/2023,Purchase,132.85,Brewers
JB,27/02/2023,31/01/2023,Purchase,134.61,Travelodge Gb0000
JR,27/02/2023,14/02/2023,Purchase,135,Buckatree Hall Hotel
JB,27/02/2023,08/02/2023,Purchase,135.95,Argos Ltd
JB,27/02/2023,26/02/2023,Purchase,137.5,Spread Eagle
JB,27/02/2023,02/02/2023,Purchase,137.94,Amznmktplace
JB,27/02/2023,03/02/2023,Purchase,137.95,Amznmktplace
JB,27/02/2023,07/02/2023,Purchase,138,Corambaaf
JB,27/02/2023,09/02/2023,Purchase,138.95,Argos Ltd
JB,27/02/2023,07/02/2023,Purchase,139.99,Amznmktplace
JB,27/02/2023,07/02/2023,Purchase,139.99,Amznmktplace
JB,27/02/2023,17/02/2023,Purchase,140,Www.Widgit.Com
DS,27/02/2023,30/01/2023,C Tax & NNDR Liablity Court Oders,140,Hmcts Staffordshire038
AA,27/02/2023,20/02/2023,Purchase,140.73,Travelodge Gb0000
JR,27/02/2023,09/02/2023,Purchase,142.61,Booker Ltd - 38598984
AA,27/02/2023,26/01/2023,Purchase,145,Zettle_*crystal Mobile
JR,27/02/2023,30/01/2023,Purchase,145,Www.Cips.Org
AA,27/02/2023,24/02/2023,Purchase,145.82,Travelodge Gb0000
AA,27/02/2023,02/02/2023,Purchase,145.82,Travelodge Gb0000
JR,27/02/2023,01/02/2023,Credit Voucher,146.5,Trainline
JB,27/02/2023,09/02/2023,Purchase,147.47,Trainline.Com
JB,27/02/2023,14/02/2023,Purchase,147.47,Trainline.Com
JB,27/02/2023,16/02/2023,Purchase,147.47,Trainline.Com
JB,27/02/2023,07/02/2023,Purchase,148.01,Sutton Maddock Vehicle Re
AA,27/02/2023,06/02/2023,Purchase,148.89,Travelodge Gb0000
JB,27/02/2023,16/02/2023,Purchase,149.48,Amazon.Co.Uk*1393j9tn4
JR,27/02/2023,02/02/2023,Purchase,149.97,Amznmktplace
JB,27/02/2023,20/02/2023,Purchase,150,Argos Ltd
JB,27/02/2023,20/02/2023,Purchase,150,Argos Ltd
JR,27/02/2023,03/02/2023,Purchase,150,Paypal *britishnutr
JR,27/02/2023,15/02/2023,Purchase,150,Paypal *britishnutr
JB,27/02/2023,24/02/2023,Purchase,151.3,Trainline
JR,27/02/2023,03/02/2023,Purchase,154.28,Premier Inn
DS,27/02/2023,03/02/2023,Purchase,154.74,Brewers
DS,27/02/2023,26/01/2023,Purchase,155.92,Trainline.Com
JR,27/02/2023,15/02/2023,Purchase,156.8,Cartridge Save
JB,27/02/2023,24/02/2023,Purchase,158,Mattressnextday
JR,27/02/2023,31/01/2023,Purchase,158,Trainline
JR,27/02/2023,31/01/2023,Purchase,158,Trainline
AA,27/02/2023,27/01/2023,Purchase,159,Tvlicensing.Co.Uk
AA,27/02/2023,31/01/2023,Purchase,159,Tvlicensing.Co.Uk
AA,27/02/2023,26/01/2023,Purchase,159,Tvlicensing.Co.Uk
JR,27/02/2023,24/02/2023,Purchase,161.02,Booker Ltd - 38529434
JB,27/02/2023,02/02/2023,Purchase,161.42,Trainline.Com
AA,27/02/2023,15/02/2023,Purchase,162,Chalk Down Lime Ltd
AA,27/02/2023,21/02/2023,Purchase,163.17,Travelodge Gb0000
JB,27/02/2023,20/02/2023,Purchase,163.95,Argos Ltd
JB,27/02/2023,20/02/2023,Purchase,163.95,Argos Ltd
JB,27/02/2023,23/02/2023,Purchase,164.34,Posturite Ltd
JR,27/02/2023,22/02/2023,Purchase,165,Buckatree Hall Hotel
JR,27/02/2023,03/02/2023,Purchase,165.6,Cartwright Waste Dispo
AA,27/02/2023,29/01/2023,Purchase,168.24,Facebk 7sz7enk4q2
AA,27/02/2023,09/02/2023,Purchase,168.25,Travelodge Gb0000
AA,27/02/2023,10/02/2023,Purchase,168.26,Travelodge Gb0000
JR,27/02/2023,13/02/2023,Purchase,171.71,Mobilitysmart.Co.Uk
JB,27/02/2023,26/01/2023,Purchase,173.95,Argos Ltd
AA,27/02/2023,09/02/2023,Credit Voucher,174,Food Safety Direct
AA,27/02/2023,30/01/2023,Purchase,178.45,Travelodge Gb0000
JB,27/02/2023,22/02/2023,Purchase,179,Currys Shrewsbury
JB,27/02/2023,20/02/2023,Purchase,180,Argos Ltd
AA,27/02/2023,17/02/2023,Purchase,180,Clr*apm
JB,27/02/2023,09/02/2023,Purchase,182,Www.Theworks.Co.Uk
AA,27/02/2023,15/02/2023,Purchase,183.57,Travelodge Gb0000
JR,27/02/2023,25/01/2023,Purchase,183.99,Amznbusiness*1o56o7n24 Am
JB,27/02/2023,09/02/2023,Purchase,184.46,Amazon.Co.Uk*1q3ld0he4
AA,27/02/2023,21/02/2023,Purchase,185.4,Expedia
JB,27/02/2023,01/02/2023,Purchase,189.6,Cartwright Waste Dispo
JR,27/02/2023,13/02/2023,Purchase,189.6,Cartwright Waste Dispo
AA,27/02/2023,27/01/2023,Purchase,190.69,Travelodge Gb0000
JB,27/02/2023,15/02/2023,Purchase,190.98,Travelodge Gb0518
JB,27/02/2023,01/02/2023,Purchase,192,Skips Telford
JB,27/02/2023,13/02/2023,Purchase,193.25,Spread Eagle
JB,27/02/2023,15/02/2023,Purchase,193.48,Travelodge Gb0518
JB,27/02/2023,10/02/2023,Purchase,194.32,Trainline.Com
AA,27/02/2023,17/02/2023,Purchase,195.8,Travelodge Gb0000
AA,27/02/2023,17/02/2023,Purchase,196,Premier Inn
JB,27/02/2023,09/02/2023,Purchase,197.1,Hotelscom7248799123766
JR,27/02/2023,16/02/2023,Purchase,198.49,Booker Ltd - 38598984
JB,27/02/2023,26/01/2023,Credit Voucher,198.57,Airbnb * Hmrxxp2rkr
JB,27/02/2023,07/02/2023,Purchase,199.99,Argos Ltd
JB,27/02/2023,03/02/2023,Purchase,202.94,Travelodge Gb0000
JB,27/02/2023,02/02/2023,Purchase,203.95,Argos Ltd
JB,27/02/2023,01/02/2023,Purchase,204.1,Trainline
JB,27/02/2023,07/02/2023,Purchase,209.94,Www.Therange.Co.Uk
JR,27/02/2023,28/01/2023,Purchase,210.07,Booker Ltd - 38598984
DS,27/02/2023,24/02/2023,Purchase,211,Premier Inn
JB,27/02/2023,07/02/2023,Purchase,211.63,Trainline
AA,27/02/2023,24/02/2023,Purchase,214.16,Travelodge Gb0000
AA,27/02/2023,24/02/2023,Purchase,214.16,Travelodge Gb0000
AA,27/02/2023,30/01/2023,Purchase,215.17,Travelodge Gb0000
JB,27/02/2023,31/01/2023,Purchase,216,Green Skip Hire
JB,27/02/2023,17/02/2023,Purchase,219.27,Trainline
JB,27/02/2023,15/02/2023,Purchase,219.27,Trainline
AA,27/02/2023,27/01/2023,Purchase,220,Premier Inn
JR,27/02/2023,24/02/2023,Purchase,220,Buckatree Hall Hotel
AA,27/02/2023,17/02/2023,Purchase,222.5,Institution Of Civil
AA,27/02/2023,10/02/2023,Purchase,223.16,Adobe Creative Cloud
AA,27/02/2023,14/02/2023,Purchase,225,The White House Hotel
DS,27/02/2023,31/01/2023,Purchase,225,Www.Aat-Org.Uk
AA,27/02/2023,03/02/2023,Purchase,227,The White House Hotel
JB,27/02/2023,15/02/2023,Purchase,228,Cartwright Waste Dispo
JB,27/02/2023,21/02/2023,Purchase,228,Cartwright Waste Dispo
JB,27/02/2023,06/02/2023,Purchase,229,Currys Online
JR,27/02/2023,09/02/2023,Purchase,230,Buckatree Hall Hotel
JB,27/02/2023,10/02/2023,Purchase,232.78,Holiday Inn Express Green
AA,27/02/2023,06/02/2023,Purchase,234.55,Travelodge Gb0000
AA,27/02/2023,21/02/2023,Purchase,237,The White House Hotel
AA,27/02/2023,31/01/2023,Purchase,237,The White House Hotel
JR,27/02/2023,20/02/2023,Purchase,240,Shropshire Removals Telfo
JB,27/02/2023,24/02/2023,Purchase,240.17,Travelodge Gb0000
AA,27/02/2023,07/02/2023,Purchase,242.73,Travelodge Gb0000
AA,27/02/2023,14/02/2023,Purchase,245,Premier Inn
JB,27/02/2023,31/01/2023,Purchase,246,Cartwright Waste Dispo
JB,27/02/2023,31/01/2023,Purchase,246,Cartwright Waste Dispo
JB,27/02/2023,20/02/2023,Purchase,246,Cartwright Waste Dispo
JB,27/02/2023,30/01/2023,Purchase,249,Argos Ltd
AA,27/02/2023,22/02/2023,Purchase,257,The White House Hotel
JR,27/02/2023,02/02/2023,Purchase,264.01,Booker Ltd - 38598984
DS,27/02/2023,07/02/2023,Purchase,266.88,Edmundson Electrical- 044
AA,27/02/2023,10/02/2023,Purchase,267,The White House Hotel
JB,27/02/2023,16/02/2023,Purchase,267.46,Travelodge Gb0518
JB,27/02/2023,28/01/2023,Purchase,270,Hotel At Booking.Com
AA,27/02/2023,27/01/2023,Purchase,270,Buckatree Hall Hotel
AA,27/02/2023,31/01/2023,Purchase,270,Buckatree Hall Hotel
JR,27/02/2023,16/02/2023,Purchase,270,Buckatree Hall Hotel
AA,27/02/2023,09/02/2023,Purchase,272,Cartridge Save
AA,27/02/2023,21/02/2023,Purchase,277.5,Institution Of Civil
