Internal Reference,Statement Period – End Date,Transaction – Transaction Date,Transaction – Transaction Type,Transaction – Billing Amount,Supplier
JR,27/02/2023,03/02/2023,Purchase,279.77,Trainline
JB,27/02/2023,31/01/2023,Purchase,280,2maa035157234 Td E-Pmt
DS,27/02/2023,09/02/2023,Purchase,282.98,Plastic Centre Telford
AA,27/02/2023,20/02/2023,Purchase,283.51,Travelodge Gb0000
AA,27/02/2023,13/02/2023,Purchase,284.53,Travelodge Gb0000
AA,27/02/2023,17/02/2023,Purchase,286,The White House Hotel
AA,27/02/2023,01/02/2023,Purchase,286.6,Booker Ltd - 38598984
AA,27/02/2023,03/02/2023,Purchase,297.77,Travelodge Gb0000
AA,27/02/2023,22/02/2023,Purchase,297.79,Travelodge Gb0000
JB,27/02/2023,17/02/2023,Purchase,300,Planet Doors
AA,27/02/2023,30/01/2023,Purchase,300,Buckatree Hall Hotel
AA,27/02/2023,02/02/2023,Purchase,300,Buckatree Hall Hotel
AA,27/02/2023,03/02/2023,Purchase,300,Buckatree Hall Hotel
AA,27/02/2023,04/02/2023,Purchase,300,Buckatree Hall Hotel
AA,27/02/2023,05/02/2023,Purchase,300,Buckatree Hall Hotel
AA,27/02/2023,08/02/2023,Purchase,300,Buckatree Hall Hotel
AA,27/02/2023,08/02/2023,Purchase,300,Buckatree Hall Hotel
AA,27/02/2023,09/02/2023,Purchase,300,Buckatree Hall Hotel
AA,27/02/2023,10/02/2023,Purchase,300,Buckatree Hall Hotel
AA,27/02/2023,06/02/2023,Purchase,300,Buckatree Hall Hotel
JR,27/02/2023,31/01/2023,Purchase,300,Facebk Fsq54m7xp2
AA,27/02/2023,10/02/2023,Purchase,305.93,Travelodge Gb0000
AA,27/02/2023,17/02/2023,Purchase,314.09,Travelodge Gb0000
AA,27/02/2023,13/02/2023,Purchase,314.11,Travelodge Gb0000
AA,27/02/2023,13/02/2023,Purchase,316,The White House Hotel
AA,27/02/2023,24/02/2023,Purchase,318.17,Travelodge Gb0000
AA,27/02/2023,17/02/2023,Purchase,322.85,Imeche
AA,27/02/2023,30/01/2023,Purchase,325.31,Battery Group
JB,27/02/2023,15/02/2023,Purchase,327.95,Triofurnishingscom
AA,27/02/2023,01/02/2023,Purchase,330,Buckatree Hall Hotel
AA,27/02/2023,20/02/2023,Purchase,334.51,Travelodge Gb0000
JB,27/02/2023,10/02/2023,Purchase,335,The White House Hotel
AA,27/02/2023,07/02/2023,Purchase,336,Online Ergonomics Ltd
AA,27/02/2023,09/02/2023,Purchase,348,Food Safety Direct
JB,27/02/2023,02/02/2023,Purchase,354.89,Travelodge Gb0000
JR,27/02/2023,26/01/2023,Purchase,355.9,Travelodge Gb0000
JB,27/02/2023,22/02/2023,Purchase,359,Allpay *sanctuary Housing
JB,27/02/2023,29/01/2023,Purchase,360,Magic Minutes Licence
AA,27/02/2023,06/02/2023,Purchase,366.5,The White House Hotel
JB,27/02/2023,31/01/2023,Purchase,371,Premier Inn
AA,27/02/2023,15/02/2023,Purchase,373.53,Expedia
JR,27/02/2023,22/02/2023,Purchase,378,Industry Signage
JB,27/02/2023,27/01/2023,Credit Voucher,382.33,Airbnb * Hmrxxp2rkr
AA,27/02/2023,26/01/2023,Purchase,385,The White House Hotel
JR,27/02/2023,26/01/2023,Purchase,388.8,Industry Signage
DS,27/02/2023,08/02/2023,Purchase,390,Llg Enterprises Ltd
JR,27/02/2023,17/02/2023,Purchase,391.61,Travelodge Gb0000
AA,27/02/2023,07/02/2023,Purchase,393.25,Riba Membership
JB,27/02/2023,26/01/2023,Purchase,396,Hotel At Booking.Com
JB,27/02/2023,03/02/2023,Purchase,397,Amznmktplace
JR,27/02/2023,23/02/2023,Purchase,400,Facebk Nupaqmxwp2
AA,27/02/2023,07/02/2023,Purchase,408,Totaljobs Group Ltd
AA,27/02/2023,09/02/2023,Purchase,415,Motornuts Ltd
AA,27/02/2023,15/02/2023,Credit Voucher,415,Motornuts Ltd
AA,27/02/2023,31/01/2023,Purchase,415.78,Facebk 7uxggmxme2
DS,27/02/2023,09/02/2023,Purchase,417.6,Aghoco 1607 Ltd
AA,27/02/2023,07/02/2023,Purchase,429,Riba Membership
JB,27/02/2023,09/02/2023,Purchase,440,Argos Ltd
AA,27/02/2023,03/02/2023,Purchase,456,Ciwem
JB,27/02/2023,21/02/2023,Purchase,462.95,Paypal *argosdirect
JB,27/02/2023,25/02/2023,Purchase,479,Amazon.Co.Uk*1l2q224d4
JB,27/02/2023,07/02/2023,Purchase,482.9,Azeeda
JB,27/02/2023,12/02/2023,Purchase,517.95,Argos Ltd
JB,27/02/2023,03/02/2023,Purchase,529.99,Www.Argos.Co.Uk
JB,27/02/2023,20/02/2023,Purchase,533.89,Travelodge Gb0000
AA,27/02/2023,26/01/2023,Purchase,539,Rics Subs UK Cybs
AA,27/02/2023,26/01/2023,Purchase,539,Rics Subs UK Cybs
AA,27/02/2023,26/01/2023,Purchase,539,Rics Subs UK Cybs
AA,27/02/2023,26/01/2023,Purchase,539,Rics Subs UK Cybs
AA,27/02/2023,26/01/2023,Purchase,539,Rics Subs UK Cybs
DS,27/02/2023,09/02/2023,Purchase,557.6,Aghoco 1607 Ltd
AA,27/02/2023,30/01/2023,Purchase,564.99,Travelodge Gb0000
DS,27/02/2023,15/02/2023,Purchase,571.53,Cps
JB,27/02/2023,23/02/2023,Credit Voucher,578.95,Premier Inn
JB,27/02/2023,31/01/2023,Purchase,583.18,Trainline
JB,27/02/2023,26/01/2023,Purchase,584.89,Airbnb * Hmrxxp2rkr
AA,27/02/2023,20/02/2023,Purchase,599.6,Findel Education
AA,27/02/2023,03/02/2023,Purchase,600,Buckatree Hall Hotel
JR,27/02/2023,26/01/2023,Purchase,600,Eb *necessity And Prop
JB,27/02/2023,23/02/2023,Purchase,602.42,Travelodge Gb0000
DS,27/02/2023,26/01/2023,Purchase,609.32,Aghoco 1607 Ltd
DS,27/02/2023,30/01/2023,C Tax & NNDR Liablity Court Oders,610,Hmcts Staffordshire038
JR,27/02/2023,27/01/2023,Purchase,657.6,Jewson Ltd
JB,27/02/2023,08/02/2023,Purchase,700,Planet Doors
JB,27/02/2023,08/02/2023,Purchase,700,Planet Doors
JR,27/02/2023,20/02/2023,Purchase,726.15,Travelodge Gb0000
JB,27/02/2023,07/02/2023,Purchase,789.93,Premier Inn
JR,27/02/2023,09/02/2023,Purchase,800,Oxford Brookes Uni
AA,27/02/2023,29/01/2023,Purchase,810,Buckatree Hall Hotel
AA,27/02/2023,16/02/2023,Purchase,816.92,Huws Gray Telford
JR,27/02/2023,15/02/2023,Purchase,860.38,Eden Farm
JB,27/02/2023,10/02/2023,Purchase,905.61,Travelodge Gb0000
DS,27/02/2023,07/02/2023,Purchase,963.8,Keyclampstore.Com
JR,27/02/2023,08/02/2023,Purchase,971.76,Www.Officeboffins.Co.U
AA,27/02/2023,28/01/2023,Purchase,996,Msft * E0400ltw9y
JB,27/02/2023,06/02/2023,Purchase,1000,High Street Vouchers
JB,27/02/2023,10/02/2023,Purchase,1000,The White House Hotel
DS,27/02/2023,07/02/2023,Purchase,1064.7,Keyclampstore.Com
JB,27/02/2023,17/02/2023,Purchase,1100,Planet Doors
JR,27/02/2023,26/02/2023,Purchase,1162.8,Eposnow
JR,27/02/2023,26/01/2023,Purchase,1246,The White House Hotel
DS,27/02/2023,10/02/2023,Purchase,1480.93,Trade Uk
JB,27/02/2023,01/02/2023,Purchase,1500.4,Digital Id
AA,27/02/2023,09/02/2023,Purchase,1556.4,Back Care Solutions
AA,27/02/2023,09/02/2023,Purchase,1556.4,Back Care Solutions
DS,27/02/2023,30/01/2023,C Tax & NNDR Liablity Court Oders,2735.5,Hmcts Staffordshire038
AA,27/02/2023,31/01/2023,Purchase,3000,Comms Creatives Ltd
